,date,value,name_B08D6JHGCZ
141,2020-12-29,7073.0,Tablecloths
142,2020-12-30,7073.0,Tablecloths
143,2020-12-31,7073.0,Tablecloths
144,2021-01-01,7648.0,Tablecloths
145,2021-01-02,7648.0,Tablecloths
146,2021-01-03,7648.0,Tablecloths
147,2021-01-04,7648.0,Tablecloths
148,2021-01-05,5581.0,Tablecloths
149,2021-01-06,5581.0,Tablecloths
150,2021-01-07,5581.0,Tablecloths
151,2021-01-08,5581.0,Tablecloths
152,2021-01-09,5581.0,Tablecloths
153,2021-01-10,5581.0,Tablecloths
154,2021-01-11,5581.0,Tablecloths
155,2021-01-12,7178.0,Tablecloths
156,2021-01-13,7178.0,Tablecloths
157,2021-01-14,7178.0,Tablecloths
158,2021-01-15,7178.0,Tablecloths
159,2021-01-16,5124.0,Tablecloths
160,2021-01-17,5124.0,Tablecloths
161,2021-01-18,5124.0,Tablecloths
162,2021-01-19,6757.0,Tablecloths
163,2021-01-20,6757.0,Tablecloths
164,2021-01-21,6757.0,Tablecloths
165,2021-01-22,4998.0,Tablecloths
166,2021-01-23,4998.0,Tablecloths
167,2021-01-24,5829.0,Tablecloths
168,2021-01-25,5829.0,Tablecloths
169,2021-01-26,5829.0,Tablecloths
170,2021-01-27,5267.0,Tablecloths
171,2021-01-28,5182.0,Tablecloths
172,2021-01-29,5182.0,Tablecloths
173,2021-01-30,7519.0,Tablecloths
174,2021-01-31,5520.0,Tablecloths
175,2021-02-01,6880.0,Tablecloths
176,2021-02-02,5101.0,Tablecloths
177,2021-02-03,4864.0,Tablecloths
178,2021-02-04,4864.0,Tablecloths
179,2021-02-05,4549.0,Tablecloths
180,2021-02-06,4549.0,Tablecloths
181,2021-02-07,4703.0,Tablecloths
182,2021-02-08,4806.0,Tablecloths
183,2021-02-09,4806.0,Tablecloths
184,2021-02-10,4806.0,Tablecloths
185,2021-02-11,4806.0,Tablecloths
186,2021-02-12,4485.0,Tablecloths
187,2021-02-13,4485.0,Tablecloths
188,2021-02-14,4485.0,Tablecloths
189,2021-02-15,4489.0,Tablecloths
190,2021-02-16,3875.0,Tablecloths
191,2021-02-17,3875.0,Tablecloths
192,2021-02-18,3875.0,Tablecloths
193,2021-02-19,3830.0,Tablecloths
194,2021-02-20,5167.0,Tablecloths
195,2021-02-21,5167.0,Tablecloths
196,2021-02-22,3090.0,Tablecloths
197,2021-02-23,3090.0,Tablecloths
198,2021-02-24,3090.0,Tablecloths
199,2021-02-25,3090.0,Tablecloths
200,2021-02-26,5161.0,Tablecloths
201,2021-02-27,5161.0,Tablecloths
202,2021-02-28,5161.0,Tablecloths
203,2021-03-01,4275.0,Tablecloths
204,2021-03-02,4338.0,Tablecloths
205,2021-03-03,3354.0,Tablecloths
206,2021-03-04,3354.0,Tablecloths
207,2021-03-05,3354.0,Tablecloths
208,2021-03-06,3887.0,Tablecloths
209,2021-03-07,3887.0,Tablecloths
210,2021-03-08,3887.0,Tablecloths
211,2021-03-09,4055.0,Tablecloths
212,2021-03-10,4055.0,Tablecloths
213,2021-03-11,2718.0,Tablecloths
214,2021-03-12,2718.0,Tablecloths
215,2021-03-13,3223.0,Tablecloths
216,2021-03-14,3223.0,Tablecloths
217,2021-03-15,3223.0,Tablecloths
218,2021-03-16,2286.0,Tablecloths
219,2021-03-17,2457.0,Tablecloths
220,2021-03-18,2457.0,Tablecloths
221,2021-03-19,2457.0,Tablecloths
222,2021-03-20,2865.0,Tablecloths
223,2021-03-21,3656.0,Tablecloths
224,2021-03-22,3656.0,Tablecloths
225,2021-03-23,1797.0,Tablecloths
226,2021-03-24,2010.0,Tablecloths
227,2021-03-25,2010.0,Tablecloths
228,2021-03-26,2010.0,Tablecloths
229,2021-03-27,2374.0,Tablecloths
230,2021-03-28,2374.0,Tablecloths
231,2021-03-29,2374.0,Tablecloths
232,2021-03-30,1968.0,Tablecloths
233,2021-03-31,1968.0,Tablecloths
234,2021-04-01,1576.0,Tablecloths
235,2021-04-02,1590.0,Tablecloths
236,2021-04-03,1951.0,Tablecloths
237,2021-04-04,1951.0,Tablecloths
238,2021-04-05,1951.0,Tablecloths
239,2021-04-06,2084.0,Tablecloths
240,2021-04-07,2084.0,Tablecloths
241,2021-04-08,2063.0,Tablecloths
242,2021-04-09,2072.0,Tablecloths
243,2021-04-10,2072.0,Tablecloths
244,2021-04-11,2072.0,Tablecloths
245,2021-04-12,2029.0,Tablecloths
246,2021-04-13,2029.0,Tablecloths
247,2021-04-14,2029.0,Tablecloths
248,2021-04-15,1161.0,Tablecloths
249,2021-04-16,1161.0,Tablecloths
250,2021-04-17,1655.0,Tablecloths
251,2021-04-18,1655.0,Tablecloths
252,2021-04-19,1806.0,Tablecloths
253,2021-04-20,1806.0,Tablecloths
254,2021-04-21,1331.0,Tablecloths
255,2021-04-22,1331.0,Tablecloths
256,2021-04-23,1331.0,Tablecloths
257,2021-04-24,1553.0,Tablecloths
258,2021-04-25,1400.0,Tablecloths
259,2021-04-26,1990.0,Tablecloths
260,2021-04-27,1990.0,Tablecloths
261,2021-04-28,1990.0,Tablecloths
262,2021-04-29,1426.0,Tablecloths
263,2021-04-30,1426.0,Tablecloths
264,2021-05-01,1665.0,Tablecloths
265,2021-05-02,1665.0,Tablecloths
266,2021-05-03,2614.0,Tablecloths
267,2021-05-04,2614.0,Tablecloths
268,2021-05-05,2038.0,Tablecloths
269,2021-05-06,2038.0,Tablecloths
270,2021-05-07,1516.0,Tablecloths
271,2021-05-08,1516.0,Tablecloths
272,2021-05-09,1943.0,Tablecloths
273,2021-05-10,2254.0,Tablecloths
274,2021-05-11,2254.0,Tablecloths
275,2021-05-12,1275.0,Tablecloths
276,2021-05-13,1332.0,Tablecloths
277,2021-05-14,1332.0,Tablecloths
278,2021-05-15,1588.0,Tablecloths
279,2021-05-16,1588.0,Tablecloths
280,2021-05-17,1588.0,Tablecloths
281,2021-05-18,1588.0,Tablecloths
282,2021-05-19,474.0,Tablecloths
283,2021-05-20,512.0,Tablecloths
284,2021-05-21,596.0,Tablecloths
285,2021-05-22,596.0,Tablecloths
286,2021-05-23,576.0,Tablecloths
287,2021-05-24,680.0,Tablecloths
288,2021-05-25,530.0,Tablecloths
289,2021-05-26,498.0,Tablecloths
290,2021-05-27,431.0,Tablecloths
291,2021-05-28,386.0,Tablecloths
292,2021-05-29,435.0,Tablecloths
293,2021-05-30,429.0,Tablecloths
294,2021-05-31,492.0,Tablecloths
295,2021-06-01,389.0,Tablecloths
296,2021-06-02,295.0,Tablecloths
297,2021-06-03,296.0,Tablecloths
298,2021-06-04,330.0,Tablecloths
299,2021-06-05,330.0,Tablecloths
300,2021-06-06,330.0,Tablecloths
301,2021-06-07,635.0,Tablecloths
302,2021-06-08,424.0,Tablecloths
303,2021-06-09,424.0,Tablecloths
304,2021-06-10,370.0,Tablecloths
305,2021-06-11,370.0,Tablecloths
306,2021-06-12,512.0,Tablecloths
307,2021-06-13,677.0,Tablecloths
308,2021-06-14,705.0,Tablecloths
309,2021-06-15,705.0,Tablecloths
310,2021-06-16,528.0,Tablecloths
311,2021-06-17,528.0,Tablecloths
312,2021-06-18,855.0,Tablecloths
313,2021-06-19,855.0,Tablecloths
314,2021-06-20,855.0,Tablecloths
315,2021-06-21,1411.0,Tablecloths
316,2021-06-22,1411.0,Tablecloths
317,2021-06-23,3536.0,Tablecloths
318,2021-06-24,2793.0,Tablecloths
319,2021-06-25,2195.0,Tablecloths
320,2021-06-26,2195.0,Tablecloths
321,2021-06-27,1406.0,Tablecloths
322,2021-06-28,1406.0,Tablecloths
323,2021-06-29,1162.0,Tablecloths
324,2021-06-30,1162.0,Tablecloths
325,2021-07-01,1156.0,Tablecloths
326,2021-07-02,1234.0,Tablecloths
327,2021-07-03,1212.0,Tablecloths
328,2021-07-04,1542.0,Tablecloths
329,2021-07-05,1473.0,Tablecloths
330,2021-07-06,1325.0,Tablecloths
331,2021-07-07,1045.0,Tablecloths
332,2021-07-08,1027.0,Tablecloths
333,2021-07-09,1027.0,Tablecloths
334,2021-07-10,1082.0,Tablecloths
335,2021-07-11,1103.0,Tablecloths
