,date,value,name_B084ST658W
101,2020-06-09,10784.0,Wall & Tabletop Frames
102,2020-06-10,10784.0,Wall & Tabletop Frames
103,2020-06-11,10784.0,Wall & Tabletop Frames
104,2020-06-12,10784.0,Wall & Tabletop Frames
105,2020-06-13,10784.0,Wall & Tabletop Frames
106,2020-06-14,10784.0,Wall & Tabletop Frames
107,2020-06-15,12999.0,Wall & Tabletop Frames
108,2020-06-16,12999.0,Wall & Tabletop Frames
109,2020-06-17,12999.0,Wall & Tabletop Frames
110,2020-06-18,8488.0,Wall & Tabletop Frames
111,2020-06-19,8488.0,Wall & Tabletop Frames
112,2020-06-20,8488.0,Wall & Tabletop Frames
113,2020-06-21,8488.0,Wall & Tabletop Frames
114,2020-06-22,8020.0,Wall & Tabletop Frames
115,2020-06-23,7743.0,Wall & Tabletop Frames
116,2020-06-24,6679.0,Wall & Tabletop Frames
117,2020-06-25,6679.0,Wall & Tabletop Frames
118,2020-06-26,9278.0,Wall & Tabletop Frames
119,2020-06-27,9278.0,Wall & Tabletop Frames
120,2020-06-28,9278.0,Wall & Tabletop Frames
121,2020-06-29,49414.0,Wall & Tabletop Frames
122,2020-06-30,49414.0,Wall & Tabletop Frames
123,2020-07-01,49414.0,Wall & Tabletop Frames
124,2020-07-02,76778.0,Wall & Tabletop Frames
125,2020-07-03,76778.0,Wall & Tabletop Frames
126,2020-07-04,76778.0,Wall & Tabletop Frames
127,2020-07-05,76778.0,Wall & Tabletop Frames
128,2020-07-06,76778.0,Wall & Tabletop Frames
129,2020-07-07,76778.0,Wall & Tabletop Frames
130,2020-07-08,11872.0,Wall & Tabletop Frames
131,2020-07-09,11872.0,Wall & Tabletop Frames
132,2020-07-10,11872.0,Wall & Tabletop Frames
133,2020-07-11,10995.0,Wall & Tabletop Frames
134,2020-07-12,10995.0,Wall & Tabletop Frames
135,2020-07-13,9639.0,Wall & Tabletop Frames
136,2020-07-14,9639.0,Wall & Tabletop Frames
137,2020-07-15,9639.0,Wall & Tabletop Frames
138,2020-07-16,9639.0,Wall & Tabletop Frames
139,2020-07-17,17526.0,Wall & Tabletop Frames
140,2020-07-18,17526.0,Wall & Tabletop Frames
141,2020-07-19,17526.0,Wall & Tabletop Frames
142,2020-07-20,17526.0,Wall & Tabletop Frames
143,2020-07-21,17526.0,Wall & Tabletop Frames
144,2020-07-22,17526.0,Wall & Tabletop Frames
145,2020-07-23,15928.0,Wall & Tabletop Frames
146,2020-07-24,15928.0,Wall & Tabletop Frames
147,2020-07-25,15928.0,Wall & Tabletop Frames
148,2020-07-26,12649.0,Wall & Tabletop Frames
149,2020-07-27,15772.0,Wall & Tabletop Frames
150,2020-07-28,15772.0,Wall & Tabletop Frames
151,2020-07-29,11990.0,Wall & Tabletop Frames
152,2020-07-30,13593.0,Wall & Tabletop Frames
153,2020-07-31,13593.0,Wall & Tabletop Frames
154,2020-08-01,16176.0,Wall & Tabletop Frames
155,2020-08-02,16176.0,Wall & Tabletop Frames
156,2020-08-03,16459.0,Wall & Tabletop Frames
157,2020-08-04,16459.0,Wall & Tabletop Frames
158,2020-08-05,16459.0,Wall & Tabletop Frames
159,2020-08-06,18978.0,Wall & Tabletop Frames
160,2020-08-07,18978.0,Wall & Tabletop Frames
161,2020-08-08,17868.0,Wall & Tabletop Frames
162,2020-08-09,17868.0,Wall & Tabletop Frames
163,2020-08-10,19064.0,Wall & Tabletop Frames
164,2020-08-11,18339.0,Wall & Tabletop Frames
165,2020-08-12,18339.0,Wall & Tabletop Frames
166,2020-08-13,18431.0,Wall & Tabletop Frames
167,2020-08-14,18431.0,Wall & Tabletop Frames
168,2020-08-15,18431.0,Wall & Tabletop Frames
169,2020-08-16,26543.0,Wall & Tabletop Frames
170,2020-08-17,26543.0,Wall & Tabletop Frames
171,2020-08-18,32831.0,Wall & Tabletop Frames
172,2020-08-19,32831.0,Wall & Tabletop Frames
173,2020-08-20,28006.0,Wall & Tabletop Frames
174,2020-08-21,28006.0,Wall & Tabletop Frames
175,2020-08-22,27590.0,Wall & Tabletop Frames
176,2020-08-23,27590.0,Wall & Tabletop Frames
177,2020-08-24,38620.0,Wall & Tabletop Frames
178,2020-08-25,38620.0,Wall & Tabletop Frames
179,2020-08-26,48567.0,Wall & Tabletop Frames
180,2020-08-27,47536.0,Wall & Tabletop Frames
181,2020-08-28,47536.0,Wall & Tabletop Frames
182,2020-08-29,47536.0,Wall & Tabletop Frames
183,2020-08-30,26459.0,Wall & Tabletop Frames
184,2020-08-31,26411.0,Wall & Tabletop Frames
185,2020-09-01,26411.0,Wall & Tabletop Frames
186,2020-09-02,26411.0,Wall & Tabletop Frames
187,2020-09-03,39890.0,Wall & Tabletop Frames
188,2020-09-04,39890.0,Wall & Tabletop Frames
189,2020-09-05,39890.0,Wall & Tabletop Frames
190,2020-09-06,39890.0,Wall & Tabletop Frames
191,2020-09-07,39890.0,Wall & Tabletop Frames
192,2020-09-08,18303.0,Wall & Tabletop Frames
193,2020-09-09,18303.0,Wall & Tabletop Frames
194,2020-09-10,18303.0,Wall & Tabletop Frames
195,2020-09-11,21707.0,Wall & Tabletop Frames
196,2020-09-12,21707.0,Wall & Tabletop Frames
197,2020-09-13,21707.0,Wall & Tabletop Frames
198,2020-09-14,21707.0,Wall & Tabletop Frames
199,2020-09-15,17104.0,Wall & Tabletop Frames
200,2020-09-16,17104.0,Wall & Tabletop Frames
201,2020-09-17,17104.0,Wall & Tabletop Frames
202,2020-09-18,17104.0,Wall & Tabletop Frames
203,2020-09-19,17104.0,Wall & Tabletop Frames
204,2020-09-20,8892.0,Wall & Tabletop Frames
205,2020-09-21,9696.0,Wall & Tabletop Frames
206,2020-09-22,9696.0,Wall & Tabletop Frames
207,2020-09-23,9696.0,Wall & Tabletop Frames
208,2020-09-24,8450.0,Wall & Tabletop Frames
209,2020-09-25,8450.0,Wall & Tabletop Frames
210,2020-09-26,8450.0,Wall & Tabletop Frames
211,2020-09-27,8429.0,Wall & Tabletop Frames
212,2020-09-28,8429.0,Wall & Tabletop Frames
213,2020-09-29,8437.0,Wall & Tabletop Frames
214,2020-09-30,8437.0,Wall & Tabletop Frames
215,2020-10-01,11710.0,Wall & Tabletop Frames
216,2020-10-02,10264.0,Wall & Tabletop Frames
217,2020-10-03,10264.0,Wall & Tabletop Frames
218,2020-10-04,10264.0,Wall & Tabletop Frames
219,2020-10-05,8817.0,Wall & Tabletop Frames
220,2020-10-06,8817.0,Wall & Tabletop Frames
221,2020-10-07,8817.0,Wall & Tabletop Frames
222,2020-10-08,9980.0,Wall & Tabletop Frames
223,2020-10-09,9980.0,Wall & Tabletop Frames
224,2020-10-10,7988.0,Wall & Tabletop Frames
225,2020-10-11,7988.0,Wall & Tabletop Frames
226,2020-10-12,9052.0,Wall & Tabletop Frames
227,2020-10-13,9052.0,Wall & Tabletop Frames
228,2020-10-14,9052.0,Wall & Tabletop Frames
229,2020-10-15,13686.0,Wall & Tabletop Frames
230,2020-10-16,13620.0,Wall & Tabletop Frames
231,2020-10-17,13620.0,Wall & Tabletop Frames
232,2020-10-18,13620.0,Wall & Tabletop Frames
233,2020-10-19,8993.0,Wall & Tabletop Frames
234,2020-10-20,8993.0,Wall & Tabletop Frames
235,2020-10-21,8993.0,Wall & Tabletop Frames
236,2020-10-22,10615.0,Wall & Tabletop Frames
237,2020-10-23,10615.0,Wall & Tabletop Frames
238,2020-10-24,10615.0,Wall & Tabletop Frames
239,2020-10-25,10615.0,Wall & Tabletop Frames
240,2020-10-26,10040.0,Wall & Tabletop Frames
241,2020-10-27,10040.0,Wall & Tabletop Frames
242,2020-10-28,10040.0,Wall & Tabletop Frames
243,2020-10-29,11383.0,Wall & Tabletop Frames
244,2020-10-30,11383.0,Wall & Tabletop Frames
245,2020-10-31,11383.0,Wall & Tabletop Frames
246,2020-11-01,11383.0,Wall & Tabletop Frames
247,2020-11-02,11383.0,Wall & Tabletop Frames
248,2020-11-03,11383.0,Wall & Tabletop Frames
249,2020-11-04,13126.0,Wall & Tabletop Frames
250,2020-11-05,13126.0,Wall & Tabletop Frames
251,2020-11-06,11870.0,Wall & Tabletop Frames
252,2020-11-07,11870.0,Wall & Tabletop Frames
253,2020-11-08,11870.0,Wall & Tabletop Frames
254,2020-11-09,11414.0,Wall & Tabletop Frames
255,2020-11-10,11414.0,Wall & Tabletop Frames
256,2020-11-11,8858.0,Wall & Tabletop Frames
257,2020-11-12,8858.0,Wall & Tabletop Frames
258,2020-11-13,8858.0,Wall & Tabletop Frames
259,2020-11-14,8858.0,Wall & Tabletop Frames
260,2020-11-15,8858.0,Wall & Tabletop Frames
261,2020-11-16,8652.0,Wall & Tabletop Frames
262,2020-11-17,8652.0,Wall & Tabletop Frames
263,2020-11-18,10191.0,Wall & Tabletop Frames
264,2020-11-19,10191.0,Wall & Tabletop Frames
265,2020-11-20,10191.0,Wall & Tabletop Frames
266,2020-11-21,10191.0,Wall & Tabletop Frames
267,2020-11-22,9885.0,Wall & Tabletop Frames
268,2020-11-23,11796.0,Wall & Tabletop Frames
269,2020-11-24,11796.0,Wall & Tabletop Frames
270,2020-11-25,11796.0,Wall & Tabletop Frames
271,2020-11-26,11796.0,Wall & Tabletop Frames
272,2020-11-27,11796.0,Wall & Tabletop Frames
273,2020-11-28,11796.0,Wall & Tabletop Frames
274,2020-11-29,11796.0,Wall & Tabletop Frames
275,2020-11-30,11778.0,Wall & Tabletop Frames
276,2020-12-01,15418.0,Wall & Tabletop Frames
277,2020-12-02,15418.0,Wall & Tabletop Frames
278,2020-12-03,15418.0,Wall & Tabletop Frames
279,2020-12-04,13190.0,Wall & Tabletop Frames
280,2020-12-05,13190.0,Wall & Tabletop Frames
281,2020-12-06,13190.0,Wall & Tabletop Frames
282,2020-12-07,13190.0,Wall & Tabletop Frames
283,2020-12-08,13190.0,Wall & Tabletop Frames
284,2020-12-09,18501.0,Wall & Tabletop Frames
285,2020-12-10,18501.0,Wall & Tabletop Frames
286,2020-12-11,18501.0,Wall & Tabletop Frames
287,2020-12-12,16597.0,Wall & Tabletop Frames
288,2020-12-13,16597.0,Wall & Tabletop Frames
289,2020-12-14,16597.0,Wall & Tabletop Frames
290,2020-12-15,16597.0,Wall & Tabletop Frames
291,2020-12-16,11641.0,Wall & Tabletop Frames
292,2020-12-17,11641.0,Wall & Tabletop Frames
293,2020-12-18,13531.0,Wall & Tabletop Frames
294,2020-12-19,13531.0,Wall & Tabletop Frames
295,2020-12-20,13531.0,Wall & Tabletop Frames
296,2020-12-21,13531.0,Wall & Tabletop Frames
297,2020-12-22,13531.0,Wall & Tabletop Frames
298,2020-12-23,13531.0,Wall & Tabletop Frames
299,2020-12-24,12301.0,Wall & Tabletop Frames
300,2020-12-25,12301.0,Wall & Tabletop Frames
301,2020-12-26,12301.0,Wall & Tabletop Frames
302,2020-12-27,12301.0,Wall & Tabletop Frames
303,2020-12-28,8943.0,Wall & Tabletop Frames
304,2020-12-29,7502.0,Wall & Tabletop Frames
305,2020-12-30,7502.0,Wall & Tabletop Frames
306,2020-12-31,7502.0,Wall & Tabletop Frames
307,2021-01-01,8568.0,Wall & Tabletop Frames
308,2021-01-02,8568.0,Wall & Tabletop Frames
309,2021-01-03,8568.0,Wall & Tabletop Frames
310,2021-01-04,8568.0,Wall & Tabletop Frames
311,2021-01-05,7963.0,Wall & Tabletop Frames
312,2021-01-06,9722.0,Wall & Tabletop Frames
313,2021-01-07,9722.0,Wall & Tabletop Frames
314,2021-01-08,9722.0,Wall & Tabletop Frames
315,2021-01-09,9722.0,Wall & Tabletop Frames
316,2021-01-10,16830.0,Wall & Tabletop Frames
317,2021-01-11,16830.0,Wall & Tabletop Frames
318,2021-01-12,16830.0,Wall & Tabletop Frames
319,2021-01-13,16830.0,Wall & Tabletop Frames
320,2021-01-14,16830.0,Wall & Tabletop Frames
321,2021-01-15,20301.0,Wall & Tabletop Frames
322,2021-01-16,20301.0,Wall & Tabletop Frames
323,2021-01-17,20301.0,Wall & Tabletop Frames
324,2021-01-18,20301.0,Wall & Tabletop Frames
325,2021-01-19,20301.0,Wall & Tabletop Frames
326,2021-01-20,20301.0,Wall & Tabletop Frames
327,2021-01-21,20301.0,Wall & Tabletop Frames
328,2021-01-22,20301.0,Wall & Tabletop Frames
329,2021-01-23,20301.0,Wall & Tabletop Frames
330,2021-01-24,20301.0,Wall & Tabletop Frames
331,2021-01-25,20301.0,Wall & Tabletop Frames
332,2021-01-26,20301.0,Wall & Tabletop Frames
333,2021-01-27,76847.0,Wall & Tabletop Frames
334,2021-01-28,76847.0,Wall & Tabletop Frames
335,2021-01-29,76847.0,Wall & Tabletop Frames
336,2021-01-30,76847.0,Wall & Tabletop Frames
337,2021-01-31,76847.0,Wall & Tabletop Frames
338,2021-02-01,76847.0,Wall & Tabletop Frames
339,2021-02-02,136920.0,Wall & Tabletop Frames
340,2021-02-03,136920.0,Wall & Tabletop Frames
341,2021-02-04,136920.0,Wall & Tabletop Frames
342,2021-02-05,136920.0,Wall & Tabletop Frames
343,2021-02-06,136920.0,Wall & Tabletop Frames
344,2021-02-07,136920.0,Wall & Tabletop Frames
345,2021-02-08,16709.0,Wall & Tabletop Frames
346,2021-02-09,16709.0,Wall & Tabletop Frames
347,2021-02-10,16709.0,Wall & Tabletop Frames
348,2021-02-11,16709.0,Wall & Tabletop Frames
349,2021-02-12,16709.0,Wall & Tabletop Frames
350,2021-02-13,12837.0,Wall & Tabletop Frames
351,2021-02-14,12837.0,Wall & Tabletop Frames
352,2021-02-15,12837.0,Wall & Tabletop Frames
353,2021-02-16,8378.0,Wall & Tabletop Frames
354,2021-02-17,8378.0,Wall & Tabletop Frames
355,2021-02-18,8378.0,Wall & Tabletop Frames
356,2021-02-19,8225.0,Wall & Tabletop Frames
357,2021-02-20,8225.0,Wall & Tabletop Frames
358,2021-02-21,8225.0,Wall & Tabletop Frames
359,2021-02-22,7153.0,Wall & Tabletop Frames
360,2021-02-23,6091.0,Wall & Tabletop Frames
361,2021-02-24,6091.0,Wall & Tabletop Frames
362,2021-02-25,7916.0,Wall & Tabletop Frames
363,2021-02-26,7916.0,Wall & Tabletop Frames
364,2021-02-27,7916.0,Wall & Tabletop Frames
365,2021-02-28,7916.0,Wall & Tabletop Frames
366,2021-03-01,12975.0,Wall & Tabletop Frames
367,2021-03-02,12975.0,Wall & Tabletop Frames
368,2021-03-03,12975.0,Wall & Tabletop Frames
369,2021-03-04,29130.0,Wall & Tabletop Frames
370,2021-03-05,29130.0,Wall & Tabletop Frames
371,2021-03-06,29130.0,Wall & Tabletop Frames
372,2021-03-07,29130.0,Wall & Tabletop Frames
373,2021-03-08,29130.0,Wall & Tabletop Frames
374,2021-03-09,29130.0,Wall & Tabletop Frames
375,2021-03-10,29130.0,Wall & Tabletop Frames
376,2021-03-11,12680.0,Wall & Tabletop Frames
377,2021-03-12,12050.0,Wall & Tabletop Frames
378,2021-03-13,12050.0,Wall & Tabletop Frames
379,2021-03-14,12050.0,Wall & Tabletop Frames
380,2021-03-15,11129.0,Wall & Tabletop Frames
381,2021-03-16,11129.0,Wall & Tabletop Frames
382,2021-03-17,11129.0,Wall & Tabletop Frames
383,2021-03-18,11129.0,Wall & Tabletop Frames
384,2021-03-19,11129.0,Wall & Tabletop Frames
385,2021-03-20,11129.0,Wall & Tabletop Frames
386,2021-03-21,11964.0,Wall & Tabletop Frames
387,2021-03-22,11464.0,Wall & Tabletop Frames
388,2021-03-23,13113.0,Wall & Tabletop Frames
389,2021-03-24,13537.0,Wall & Tabletop Frames
390,2021-03-25,13537.0,Wall & Tabletop Frames
391,2021-03-26,13537.0,Wall & Tabletop Frames
392,2021-03-27,13537.0,Wall & Tabletop Frames
393,2021-03-28,13537.0,Wall & Tabletop Frames
394,2021-03-29,11322.0,Wall & Tabletop Frames
395,2021-03-30,7567.0,Wall & Tabletop Frames
396,2021-03-31,7567.0,Wall & Tabletop Frames
397,2021-04-01,9886.0,Wall & Tabletop Frames
398,2021-04-02,9886.0,Wall & Tabletop Frames
399,2021-04-03,9886.0,Wall & Tabletop Frames
400,2021-04-04,11758.0,Wall & Tabletop Frames
401,2021-04-05,11758.0,Wall & Tabletop Frames
402,2021-04-06,11444.0,Wall & Tabletop Frames
403,2021-04-07,11444.0,Wall & Tabletop Frames
404,2021-04-08,11444.0,Wall & Tabletop Frames
405,2021-04-09,7517.0,Wall & Tabletop Frames
406,2021-04-10,7517.0,Wall & Tabletop Frames
407,2021-04-11,11973.0,Wall & Tabletop Frames
408,2021-04-12,9304.0,Wall & Tabletop Frames
409,2021-04-13,9304.0,Wall & Tabletop Frames
410,2021-04-14,11681.0,Wall & Tabletop Frames
411,2021-04-15,11681.0,Wall & Tabletop Frames
412,2021-04-16,11681.0,Wall & Tabletop Frames
413,2021-04-17,9013.0,Wall & Tabletop Frames
414,2021-04-18,9013.0,Wall & Tabletop Frames
415,2021-04-19,12127.0,Wall & Tabletop Frames
416,2021-04-20,12127.0,Wall & Tabletop Frames
417,2021-04-21,12127.0,Wall & Tabletop Frames
418,2021-04-22,10018.0,Wall & Tabletop Frames
419,2021-04-23,10018.0,Wall & Tabletop Frames
420,2021-04-24,9639.0,Wall & Tabletop Frames
421,2021-04-25,9117.0,Wall & Tabletop Frames
422,2021-04-26,9117.0,Wall & Tabletop Frames
423,2021-04-27,11912.0,Wall & Tabletop Frames
424,2021-04-28,11912.0,Wall & Tabletop Frames
425,2021-04-29,11818.0,Wall & Tabletop Frames
426,2021-04-30,11818.0,Wall & Tabletop Frames
427,2021-05-01,13626.0,Wall & Tabletop Frames
428,2021-05-02,13626.0,Wall & Tabletop Frames
429,2021-05-03,13626.0,Wall & Tabletop Frames
430,2021-05-04,12508.0,Wall & Tabletop Frames
431,2021-05-05,12508.0,Wall & Tabletop Frames
432,2021-05-06,12508.0,Wall & Tabletop Frames
433,2021-05-07,12352.0,Wall & Tabletop Frames
434,2021-05-08,12352.0,Wall & Tabletop Frames
435,2021-05-09,11561.0,Wall & Tabletop Frames
436,2021-05-10,11561.0,Wall & Tabletop Frames
437,2021-05-11,11561.0,Wall & Tabletop Frames
438,2021-05-12,15352.0,Wall & Tabletop Frames
439,2021-05-13,15352.0,Wall & Tabletop Frames
440,2021-05-14,15352.0,Wall & Tabletop Frames
441,2021-05-15,15352.0,Wall & Tabletop Frames
442,2021-05-16,12811.0,Wall & Tabletop Frames
443,2021-05-17,15543.0,Wall & Tabletop Frames
444,2021-05-18,14808.0,Wall & Tabletop Frames
445,2021-05-19,14808.0,Wall & Tabletop Frames
446,2021-05-20,17909.0,Wall & Tabletop Frames
447,2021-05-21,17909.0,Wall & Tabletop Frames
448,2021-05-22,17909.0,Wall & Tabletop Frames
449,2021-05-23,17909.0,Wall & Tabletop Frames
450,2021-05-24,20833.0,Wall & Tabletop Frames
451,2021-05-25,20833.0,Wall & Tabletop Frames
452,2021-05-26,20833.0,Wall & Tabletop Frames
453,2021-05-27,20833.0,Wall & Tabletop Frames
454,2021-05-28,24402.0,Wall & Tabletop Frames
455,2021-05-29,24402.0,Wall & Tabletop Frames
456,2021-05-30,24402.0,Wall & Tabletop Frames
457,2021-05-31,24402.0,Wall & Tabletop Frames
458,2021-06-01,16744.0,Wall & Tabletop Frames
459,2021-06-02,16744.0,Wall & Tabletop Frames
460,2021-06-03,16744.0,Wall & Tabletop Frames
461,2021-06-04,16744.0,Wall & Tabletop Frames
462,2021-06-05,16744.0,Wall & Tabletop Frames
463,2021-06-06,16744.0,Wall & Tabletop Frames
464,2021-06-07,23256.0,Wall & Tabletop Frames
465,2021-06-08,19768.0,Wall & Tabletop Frames
466,2021-06-09,19768.0,Wall & Tabletop Frames
467,2021-06-10,19768.0,Wall & Tabletop Frames
468,2021-06-11,19768.0,Wall & Tabletop Frames
469,2021-06-12,19768.0,Wall & Tabletop Frames
470,2021-06-13,18662.0,Wall & Tabletop Frames
471,2021-06-14,18662.0,Wall & Tabletop Frames
472,2021-06-15,18662.0,Wall & Tabletop Frames
473,2021-06-16,18662.0,Wall & Tabletop Frames
474,2021-06-17,16259.0,Wall & Tabletop Frames
475,2021-06-18,16259.0,Wall & Tabletop Frames
476,2021-06-19,16259.0,Wall & Tabletop Frames
477,2021-06-20,19245.0,Wall & Tabletop Frames
478,2021-06-21,24200.0,Wall & Tabletop Frames
479,2021-06-22,24200.0,Wall & Tabletop Frames
480,2021-06-23,24200.0,Wall & Tabletop Frames
481,2021-06-24,24200.0,Wall & Tabletop Frames
482,2021-06-25,27597.0,Wall & Tabletop Frames
483,2021-06-26,27597.0,Wall & Tabletop Frames
484,2021-06-27,23997.0,Wall & Tabletop Frames
485,2021-06-28,23997.0,Wall & Tabletop Frames
486,2021-06-29,20201.0,Wall & Tabletop Frames
487,2021-06-30,20201.0,Wall & Tabletop Frames
488,2021-07-01,15413.0,Wall & Tabletop Frames
489,2021-07-02,15413.0,Wall & Tabletop Frames
490,2021-07-03,15413.0,Wall & Tabletop Frames
491,2021-07-04,15413.0,Wall & Tabletop Frames
492,2021-07-05,21110.0,Wall & Tabletop Frames
493,2021-07-06,17042.0,Wall & Tabletop Frames
494,2021-07-07,17042.0,Wall & Tabletop Frames
495,2021-07-08,18450.0,Wall & Tabletop Frames
496,2021-07-09,18608.0,Wall & Tabletop Frames
497,2021-07-10,18608.0,Wall & Tabletop Frames
498,2021-07-11,14875.0,Wall & Tabletop Frames
