,date,value,name_B085WD69PW
80,2020-06-04,26089.0,Panels
81,2020-06-05,18264.0,Panels
82,2020-06-06,20272.0,Panels
83,2020-06-07,20272.0,Panels
84,2020-06-08,28039.0,Panels
85,2020-06-09,28039.0,Panels
86,2020-06-10,16883.0,Panels
87,2020-06-11,16883.0,Panels
88,2020-06-12,16883.0,Panels
89,2020-06-13,16883.0,Panels
90,2020-06-14,23196.0,Panels
91,2020-06-15,23196.0,Panels
92,2020-06-16,23196.0,Panels
93,2020-06-17,15765.0,Panels
94,2020-06-18,23273.0,Panels
95,2020-06-19,23273.0,Panels
96,2020-06-20,23273.0,Panels
97,2020-06-21,21763.0,Panels
98,2020-06-22,21763.0,Panels
99,2020-06-23,21763.0,Panels
100,2020-06-24,21763.0,Panels
101,2020-06-25,21763.0,Panels
102,2020-06-26,21763.0,Panels
103,2020-06-27,21763.0,Panels
104,2020-06-28,21763.0,Panels
105,2020-06-29,17843.0,Panels
106,2020-06-30,17843.0,Panels
107,2020-07-01,17843.0,Panels
108,2020-07-02,20570.0,Panels
109,2020-07-03,20737.0,Panels
110,2020-07-04,20737.0,Panels
111,2020-07-05,20737.0,Panels
112,2020-07-06,20899.0,Panels
113,2020-07-07,20899.0,Panels
114,2020-07-08,20899.0,Panels
115,2020-07-09,16154.0,Panels
116,2020-07-10,16154.0,Panels
117,2020-07-11,20803.0,Panels
118,2020-07-12,20803.0,Panels
119,2020-07-13,20803.0,Panels
120,2020-07-14,20803.0,Panels
121,2020-07-15,20803.0,Panels
122,2020-07-16,21242.0,Panels
123,2020-07-17,21242.0,Panels
124,2020-07-18,21242.0,Panels
125,2020-07-19,21242.0,Panels
126,2020-07-20,29622.0,Panels
127,2020-07-21,29622.0,Panels
128,2020-07-22,29622.0,Panels
129,2020-07-23,29622.0,Panels
130,2020-07-24,21695.0,Panels
131,2020-07-25,21695.0,Panels
132,2020-07-26,21695.0,Panels
133,2020-07-27,21695.0,Panels
134,2020-07-28,21695.0,Panels
135,2020-07-29,21695.0,Panels
136,2020-07-30,21695.0,Panels
137,2020-07-31,21695.0,Panels
138,2020-08-01,21695.0,Panels
139,2020-08-02,23996.0,Panels
140,2020-08-03,23996.0,Panels
141,2020-08-04,23996.0,Panels
142,2020-08-05,23996.0,Panels
143,2020-08-06,23996.0,Panels
144,2020-08-07,20159.0,Panels
145,2020-08-08,20159.0,Panels
146,2020-08-09,20159.0,Panels
147,2020-08-10,23233.0,Panels
148,2020-08-11,23233.0,Panels
149,2020-08-12,23233.0,Panels
150,2020-08-13,23233.0,Panels
151,2020-08-14,30626.0,Panels
152,2020-08-15,30626.0,Panels
153,2020-08-16,30626.0,Panels
154,2020-08-17,30626.0,Panels
155,2020-08-18,30626.0,Panels
156,2020-08-19,24322.0,Panels
157,2020-08-20,24322.0,Panels
158,2020-08-21,24322.0,Panels
159,2020-08-22,24322.0,Panels
160,2020-08-23,24322.0,Panels
161,2020-08-24,22011.0,Panels
162,2020-08-25,22011.0,Panels
163,2020-08-26,22011.0,Panels
164,2020-08-27,22011.0,Panels
165,2020-08-28,22011.0,Panels
166,2020-08-29,22011.0,Panels
167,2020-08-30,25150.0,Panels
168,2020-08-31,25150.0,Panels
169,2020-09-01,25150.0,Panels
170,2020-09-02,17836.0,Panels
171,2020-09-03,17836.0,Panels
172,2020-09-04,17836.0,Panels
173,2020-09-05,17836.0,Panels
174,2020-09-06,17836.0,Panels
175,2020-09-07,19711.0,Panels
176,2020-09-08,19711.0,Panels
177,2020-09-09,19711.0,Panels
178,2020-09-10,19711.0,Panels
179,2020-09-11,21427.0,Panels
180,2020-09-12,21427.0,Panels
181,2020-09-13,21427.0,Panels
182,2020-09-14,14205.0,Panels
183,2020-09-15,14205.0,Panels
184,2020-09-16,14205.0,Panels
185,2020-09-17,14205.0,Panels
186,2020-09-18,14205.0,Panels
187,2020-09-19,14205.0,Panels
188,2020-09-20,16128.0,Panels
189,2020-09-21,16128.0,Panels
190,2020-09-22,16128.0,Panels
191,2020-09-23,15980.0,Panels
192,2020-09-24,15980.0,Panels
193,2020-09-25,15980.0,Panels
194,2020-09-26,15980.0,Panels
195,2020-09-27,15980.0,Panels
196,2020-09-28,15209.0,Panels
197,2020-09-29,18176.0,Panels
198,2020-09-30,18176.0,Panels
199,2020-10-01,18176.0,Panels
200,2020-10-02,18176.0,Panels
201,2020-10-03,9804.0,Panels
202,2020-10-04,9804.0,Panels
203,2020-10-05,9804.0,Panels
204,2020-10-06,9804.0,Panels
205,2020-10-07,9804.0,Panels
206,2020-10-08,20314.0,Panels
207,2020-10-09,20314.0,Panels
208,2020-10-10,20314.0,Panels
209,2020-10-11,13665.0,Panels
210,2020-10-12,13665.0,Panels
211,2020-10-13,13665.0,Panels
212,2020-10-14,19603.0,Panels
213,2020-10-15,19603.0,Panels
214,2020-10-16,19148.0,Panels
215,2020-10-17,19148.0,Panels
216,2020-10-18,19148.0,Panels
217,2020-10-19,20023.0,Panels
218,2020-10-20,20023.0,Panels
219,2020-10-21,20023.0,Panels
220,2020-10-22,16808.0,Panels
221,2020-10-23,16808.0,Panels
222,2020-10-24,16808.0,Panels
223,2020-10-25,16808.0,Panels
224,2020-10-26,30065.0,Panels
225,2020-10-27,30065.0,Panels
226,2020-10-28,23455.0,Panels
227,2020-10-29,27311.0,Panels
228,2020-10-30,27311.0,Panels
229,2020-10-31,27311.0,Panels
230,2020-11-01,27311.0,Panels
231,2020-11-02,37783.0,Panels
232,2020-11-03,37783.0,Panels
233,2020-11-04,37783.0,Panels
234,2020-11-05,21558.0,Panels
235,2020-11-06,21558.0,Panels
236,2020-11-07,18385.0,Panels
237,2020-11-08,18385.0,Panels
238,2020-11-09,18385.0,Panels
239,2020-11-10,22138.0,Panels
240,2020-11-11,24571.0,Panels
241,2020-11-12,24571.0,Panels
242,2020-11-13,24571.0,Panels
243,2020-11-14,13914.0,Panels
244,2020-11-15,13914.0,Panels
245,2020-11-16,17603.0,Panels
246,2020-11-17,17603.0,Panels
247,2020-11-18,17603.0,Panels
248,2020-11-19,18503.0,Panels
249,2020-11-20,18503.0,Panels
250,2020-11-21,18503.0,Panels
251,2020-11-22,18503.0,Panels
252,2020-11-23,18503.0,Panels
253,2020-11-24,18503.0,Panels
254,2020-11-25,18503.0,Panels
255,2020-11-26,16439.0,Panels
256,2020-11-27,16439.0,Panels
257,2020-11-28,19038.0,Panels
258,2020-11-29,19038.0,Panels
259,2020-11-30,20062.0,Panels
260,2020-12-01,27838.0,Panels
261,2020-12-02,24110.0,Panels
262,2020-12-03,24110.0,Panels
263,2020-12-04,23372.0,Panels
264,2020-12-05,22000.0,Panels
265,2020-12-06,22000.0,Panels
266,2020-12-07,22000.0,Panels
267,2020-12-08,22242.0,Panels
268,2020-12-09,22242.0,Panels
269,2020-12-10,22242.0,Panels
270,2020-12-11,22242.0,Panels
271,2020-12-12,21681.0,Panels
272,2020-12-13,21681.0,Panels
273,2020-12-14,21681.0,Panels
274,2020-12-15,24650.0,Panels
275,2020-12-16,28360.0,Panels
276,2020-12-17,28360.0,Panels
277,2020-12-18,28360.0,Panels
278,2020-12-19,28360.0,Panels
279,2020-12-20,19284.0,Panels
280,2020-12-21,19284.0,Panels
281,2020-12-22,19284.0,Panels
282,2020-12-23,16054.0,Panels
283,2020-12-24,16054.0,Panels
284,2020-12-25,16054.0,Panels
285,2020-12-26,16054.0,Panels
286,2020-12-27,15543.0,Panels
287,2020-12-28,15543.0,Panels
288,2020-12-29,17710.0,Panels
289,2020-12-30,17710.0,Panels
290,2020-12-31,17710.0,Panels
291,2021-01-01,16243.0,Panels
292,2021-01-02,16243.0,Panels
293,2021-01-03,16243.0,Panels
294,2021-01-04,17243.0,Panels
295,2021-01-05,17243.0,Panels
296,2021-01-06,17243.0,Panels
297,2021-01-07,12467.0,Panels
298,2021-01-08,12467.0,Panels
299,2021-01-09,12467.0,Panels
300,2021-01-10,10467.0,Panels
301,2021-01-11,10467.0,Panels
302,2021-01-12,10467.0,Panels
303,2021-01-13,15845.0,Panels
304,2021-01-14,15845.0,Panels
305,2021-01-15,15845.0,Panels
306,2021-01-16,18716.0,Panels
307,2021-01-17,18716.0,Panels
308,2021-01-18,18716.0,Panels
309,2021-01-19,18716.0,Panels
310,2021-01-20,19350.0,Panels
311,2021-01-21,19350.0,Panels
312,2021-01-22,19350.0,Panels
313,2021-01-23,16264.0,Panels
314,2021-01-24,16264.0,Panels
315,2021-01-25,16264.0,Panels
316,2021-01-26,17773.0,Panels
317,2021-01-27,17773.0,Panels
318,2021-01-28,17773.0,Panels
319,2021-01-29,17773.0,Panels
320,2021-01-30,21407.0,Panels
321,2021-01-31,21407.0,Panels
322,2021-02-01,12507.0,Panels
323,2021-02-02,13531.0,Panels
324,2021-02-03,13531.0,Panels
325,2021-02-04,13531.0,Panels
326,2021-02-05,13531.0,Panels
327,2021-02-06,13531.0,Panels
328,2021-02-07,13531.0,Panels
329,2021-02-08,17860.0,Panels
330,2021-02-09,17860.0,Panels
331,2021-02-10,17860.0,Panels
332,2021-02-11,17860.0,Panels
333,2021-02-12,18229.0,Panels
334,2021-02-13,18229.0,Panels
335,2021-02-14,18229.0,Panels
336,2021-02-15,12976.0,Panels
337,2021-02-16,12976.0,Panels
338,2021-02-17,12976.0,Panels
339,2021-02-18,12976.0,Panels
340,2021-02-19,14852.0,Panels
341,2021-02-20,14852.0,Panels
342,2021-02-21,14852.0,Panels
343,2021-02-22,14852.0,Panels
344,2021-02-23,16063.0,Panels
345,2021-02-24,16063.0,Panels
346,2021-02-25,16063.0,Panels
347,2021-02-26,11825.0,Panels
348,2021-02-27,11825.0,Panels
349,2021-02-28,11825.0,Panels
350,2021-03-01,19116.0,Panels
351,2021-03-02,17992.0,Panels
352,2021-03-03,17992.0,Panels
353,2021-03-04,17992.0,Panels
354,2021-03-05,14784.0,Panels
355,2021-03-06,14784.0,Panels
356,2021-03-07,14404.0,Panels
357,2021-03-08,18669.0,Panels
358,2021-03-09,18669.0,Panels
359,2021-03-10,17469.0,Panels
360,2021-03-11,17469.0,Panels
361,2021-03-12,17469.0,Panels
362,2021-03-13,18786.0,Panels
363,2021-03-14,18786.0,Panels
364,2021-03-15,18786.0,Panels
365,2021-03-16,18786.0,Panels
366,2021-03-17,18786.0,Panels
367,2021-03-18,9017.0,Panels
368,2021-03-19,9017.0,Panels
369,2021-03-20,9017.0,Panels
370,2021-03-21,13346.0,Panels
371,2021-03-22,13346.0,Panels
372,2021-03-23,13346.0,Panels
373,2021-03-24,13346.0,Panels
374,2021-03-25,13346.0,Panels
375,2021-03-26,21797.0,Panels
376,2021-03-27,21797.0,Panels
377,2021-03-28,21797.0,Panels
378,2021-03-29,19878.0,Panels
379,2021-03-30,21845.0,Panels
380,2021-03-31,21845.0,Panels
381,2021-04-01,21845.0,Panels
382,2021-04-02,18560.0,Panels
383,2021-04-03,19563.0,Panels
384,2021-04-04,15533.0,Panels
385,2021-04-05,15533.0,Panels
386,2021-04-06,15533.0,Panels
387,2021-04-07,15533.0,Panels
388,2021-04-08,15779.0,Panels
389,2021-04-09,15779.0,Panels
390,2021-04-10,15779.0,Panels
391,2021-04-11,15779.0,Panels
392,2021-04-12,15779.0,Panels
393,2021-04-13,22588.0,Panels
394,2021-04-14,22588.0,Panels
395,2021-04-15,21249.0,Panels
396,2021-04-16,21249.0,Panels
397,2021-04-17,21249.0,Panels
398,2021-04-18,20310.0,Panels
399,2021-04-19,20310.0,Panels
400,2021-04-20,21713.0,Panels
401,2021-04-21,21713.0,Panels
402,2021-04-22,22193.0,Panels
403,2021-04-23,20194.0,Panels
404,2021-04-24,18067.0,Panels
405,2021-04-25,18067.0,Panels
406,2021-04-26,18067.0,Panels
407,2021-04-27,22535.0,Panels
408,2021-04-28,22535.0,Panels
409,2021-04-29,25347.0,Panels
410,2021-04-30,25347.0,Panels
411,2021-05-01,25347.0,Panels
412,2021-05-02,23253.0,Panels
413,2021-05-03,23253.0,Panels
414,2021-05-04,23253.0,Panels
415,2021-05-05,23325.0,Panels
416,2021-05-06,23325.0,Panels
417,2021-05-07,23325.0,Panels
418,2021-05-08,20927.0,Panels
419,2021-05-09,20927.0,Panels
420,2021-05-10,21071.0,Panels
421,2021-05-11,21071.0,Panels
422,2021-05-12,21763.0,Panels
423,2021-05-13,21763.0,Panels
424,2021-05-14,21763.0,Panels
425,2021-05-15,16922.0,Panels
426,2021-05-16,16922.0,Panels
427,2021-05-17,19270.0,Panels
428,2021-05-18,19270.0,Panels
429,2021-05-19,23155.0,Panels
430,2021-05-20,30174.0,Panels
431,2021-05-21,30174.0,Panels
432,2021-05-22,30174.0,Panels
433,2021-05-23,30174.0,Panels
434,2021-05-24,30316.0,Panels
435,2021-05-25,30316.0,Panels
436,2021-05-26,21532.0,Panels
437,2021-05-27,21532.0,Panels
438,2021-05-28,21532.0,Panels
439,2021-05-29,21532.0,Panels
440,2021-05-30,18073.0,Panels
441,2021-05-31,18073.0,Panels
442,2021-06-01,23687.0,Panels
443,2021-06-02,26927.0,Panels
444,2021-06-03,26927.0,Panels
445,2021-06-04,25371.0,Panels
446,2021-06-05,23577.0,Panels
447,2021-06-06,23577.0,Panels
448,2021-06-07,24993.0,Panels
449,2021-06-08,24993.0,Panels
450,2021-06-09,24993.0,Panels
451,2021-06-10,30219.0,Panels
452,2021-06-11,30219.0,Panels
453,2021-06-12,30219.0,Panels
454,2021-06-13,37585.0,Panels
455,2021-06-14,40074.0,Panels
456,2021-06-15,40074.0,Panels
457,2021-06-16,30698.0,Panels
458,2021-06-17,24911.0,Panels
459,2021-06-18,26139.0,Panels
460,2021-06-19,26139.0,Panels
461,2021-06-20,26139.0,Panels
462,2021-06-21,25898.0,Panels
463,2021-06-22,29785.0,Panels
464,2021-06-23,29785.0,Panels
465,2021-06-24,29785.0,Panels
466,2021-06-25,29785.0,Panels
467,2021-06-26,29785.0,Panels
468,2021-06-27,29785.0,Panels
469,2021-06-28,25655.0,Panels
470,2021-06-29,25655.0,Panels
471,2021-06-30,25655.0,Panels
472,2021-07-01,22758.0,Panels
473,2021-07-02,22758.0,Panels
474,2021-07-03,26520.0,Panels
475,2021-07-04,26520.0,Panels
476,2021-07-05,34365.0,Panels
477,2021-07-06,34365.0,Panels
478,2021-07-07,22304.0,Panels
479,2021-07-08,21982.0,Panels
480,2021-07-09,21982.0,Panels
481,2021-07-10,27126.0,Panels
