,date,value,name_B07PRDXGG2
331,2021-04-19,2347.0,Dry
332,2021-04-20,1965.0,Dry
333,2021-04-21,1965.0,Dry
334,2021-04-22,2077.0,Dry
335,2021-04-23,2077.0,Dry
336,2021-04-24,2062.0,Dry
337,2021-04-25,2268.0,Dry
338,2021-04-26,2268.0,Dry
339,2021-04-27,2277.0,Dry
340,2021-04-28,2277.0,Dry
341,2021-04-29,2055.0,Dry
342,2021-04-30,2055.0,Dry
343,2021-05-01,2055.0,Dry
344,2021-05-02,2727.0,Dry
345,2021-05-03,2727.0,Dry
346,2021-05-04,2672.0,Dry
347,2021-05-05,2672.0,Dry
348,2021-05-06,2203.0,Dry
349,2021-05-07,2382.0,Dry
350,2021-05-08,2382.0,Dry
351,2021-05-09,2254.0,Dry
352,2021-05-10,2544.0,Dry
353,2021-05-11,2140.0,Dry
354,2021-05-12,2140.0,Dry
355,2021-05-13,2060.0,Dry
356,2021-05-14,1908.0,Dry
357,2021-05-15,1908.0,Dry
358,2021-05-16,1977.0,Dry
359,2021-05-17,2082.0,Dry
360,2021-05-18,1914.0,Dry
361,2021-05-19,2177.0,Dry
362,2021-05-20,1989.0,Dry
363,2021-05-21,2293.0,Dry
364,2021-05-22,2343.0,Dry
365,2021-05-23,2475.0,Dry
366,2021-05-24,2263.0,Dry
367,2021-05-25,2382.0,Dry
368,2021-05-26,2257.0,Dry
369,2021-05-27,1871.0,Dry
370,2021-05-28,1871.0,Dry
371,2021-05-29,1889.0,Dry
372,2021-05-30,1889.0,Dry
373,2021-05-31,1888.0,Dry
374,2021-06-01,2100.0,Dry
375,2021-06-02,2215.0,Dry
376,2021-06-03,2214.0,Dry
377,2021-06-04,2170.0,Dry
378,2021-06-05,1987.0,Dry
379,2021-06-06,2121.0,Dry
380,2021-06-07,2250.0,Dry
381,2021-06-08,2250.0,Dry
382,2021-06-09,1782.0,Dry
383,2021-06-10,2258.0,Dry
384,2021-06-11,2258.0,Dry
385,2021-06-12,2130.0,Dry
386,2021-06-13,2371.0,Dry
387,2021-06-14,2196.0,Dry
388,2021-06-15,2310.0,Dry
389,2021-06-16,2283.0,Dry
390,2021-06-17,2136.0,Dry
391,2021-06-18,2088.0,Dry
392,2021-06-19,2214.0,Dry
393,2021-06-20,2381.0,Dry
394,2021-06-21,2380.0,Dry
395,2021-06-22,2982.0,Dry
396,2021-06-23,2973.0,Dry
397,2021-06-24,2916.0,Dry
398,2021-06-25,2496.0,Dry
399,2021-06-26,2496.0,Dry
400,2021-06-27,2210.0,Dry
401,2021-06-28,2142.0,Dry
402,2021-06-29,2054.0,Dry
403,2021-06-30,2054.0,Dry
404,2021-07-01,2223.0,Dry
405,2021-07-02,2073.0,Dry
406,2021-07-03,2073.0,Dry
407,2021-07-04,1764.0,Dry
408,2021-07-05,1764.0,Dry
409,2021-07-06,1946.0,Dry
410,2021-07-07,1847.0,Dry
411,2021-07-08,2027.0,Dry
412,2021-07-09,1832.0,Dry
413,2021-07-10,2307.0,Dry
414,2021-07-11,2195.0,Dry
