,date,value,name_B07WNFFXLX
72,2019-11-08,5207.0,Shower Curtains
73,2019-11-09,5207.0,Shower Curtains
74,2019-11-10,5207.0,Shower Curtains
75,2019-11-11,5043.0,Shower Curtains
76,2019-11-12,4168.0,Shower Curtains
77,2019-11-13,4326.0,Shower Curtains
78,2019-11-14,4326.0,Shower Curtains
79,2019-11-15,4896.0,Shower Curtains
80,2019-11-16,4792.0,Shower Curtains
81,2019-11-17,4792.0,Shower Curtains
82,2019-11-18,3923.0,Shower Curtains
83,2019-11-19,3923.0,Shower Curtains
84,2019-11-20,4232.0,Shower Curtains
85,2019-11-21,4161.0,Shower Curtains
86,2019-11-22,4161.0,Shower Curtains
87,2019-11-23,4161.0,Shower Curtains
88,2019-11-24,4928.0,Shower Curtains
89,2019-11-25,5256.0,Shower Curtains
90,2019-11-26,5285.0,Shower Curtains
91,2019-11-27,4786.0,Shower Curtains
92,2019-11-28,4786.0,Shower Curtains
93,2019-11-29,7954.0,Shower Curtains
94,2019-11-30,7954.0,Shower Curtains
95,2019-12-01,7954.0,Shower Curtains
96,2019-12-02,7737.0,Shower Curtains
97,2019-12-03,9589.0,Shower Curtains
98,2019-12-04,9591.0,Shower Curtains
99,2019-12-05,9591.0,Shower Curtains
100,2019-12-06,9289.0,Shower Curtains
101,2019-12-07,9289.0,Shower Curtains
102,2019-12-08,9289.0,Shower Curtains
103,2019-12-09,8569.0,Shower Curtains
104,2019-12-10,8405.0,Shower Curtains
105,2019-12-11,8001.0,Shower Curtains
106,2019-12-12,8001.0,Shower Curtains
107,2019-12-13,8501.0,Shower Curtains
108,2019-12-14,12143.0,Shower Curtains
109,2019-12-15,12143.0,Shower Curtains
110,2019-12-16,12143.0,Shower Curtains
111,2019-12-17,12143.0,Shower Curtains
112,2019-12-18,12143.0,Shower Curtains
113,2019-12-19,9450.0,Shower Curtains
114,2019-12-20,9997.0,Shower Curtains
115,2019-12-21,9997.0,Shower Curtains
116,2019-12-22,9997.0,Shower Curtains
117,2019-12-23,8917.0,Shower Curtains
118,2019-12-24,7580.0,Shower Curtains
119,2019-12-25,7402.0,Shower Curtains
120,2019-12-26,7402.0,Shower Curtains
121,2019-12-27,7402.0,Shower Curtains
122,2019-12-28,7402.0,Shower Curtains
123,2019-12-29,3998.0,Shower Curtains
124,2019-12-30,3998.0,Shower Curtains
125,2019-12-31,4059.0,Shower Curtains
126,2020-01-01,3822.0,Shower Curtains
127,2020-01-02,3639.0,Shower Curtains
128,2020-01-03,3639.0,Shower Curtains
129,2020-01-04,3639.0,Shower Curtains
130,2020-01-05,3772.0,Shower Curtains
131,2020-01-06,3772.0,Shower Curtains
132,2020-01-07,3772.0,Shower Curtains
133,2020-01-08,5448.0,Shower Curtains
134,2020-01-09,4900.0,Shower Curtains
135,2020-01-10,4900.0,Shower Curtains
136,2020-01-11,4900.0,Shower Curtains
137,2020-01-12,5390.0,Shower Curtains
138,2020-01-13,5390.0,Shower Curtains
139,2020-01-14,4098.0,Shower Curtains
140,2020-01-15,3812.0,Shower Curtains
141,2020-01-16,5234.0,Shower Curtains
142,2020-01-17,4829.0,Shower Curtains
143,2020-01-18,3843.0,Shower Curtains
144,2020-01-19,3252.0,Shower Curtains
145,2020-01-20,3252.0,Shower Curtains
146,2020-01-21,3252.0,Shower Curtains
147,2020-01-22,3252.0,Shower Curtains
148,2020-01-23,4070.0,Shower Curtains
149,2020-01-24,4070.0,Shower Curtains
150,2020-01-25,4049.0,Shower Curtains
151,2020-01-26,4049.0,Shower Curtains
152,2020-01-27,4049.0,Shower Curtains
153,2020-01-28,3480.0,Shower Curtains
154,2020-01-29,3621.0,Shower Curtains
155,2020-01-30,3879.0,Shower Curtains
156,2020-01-31,3503.0,Shower Curtains
157,2020-02-01,3503.0,Shower Curtains
158,2020-02-02,3503.0,Shower Curtains
159,2020-02-03,3503.0,Shower Curtains
160,2020-02-04,3503.0,Shower Curtains
161,2020-02-05,3008.0,Shower Curtains
162,2020-02-06,3008.0,Shower Curtains
163,2020-02-07,3305.0,Shower Curtains
164,2020-02-08,3632.0,Shower Curtains
165,2020-02-09,3632.0,Shower Curtains
166,2020-02-10,2845.0,Shower Curtains
167,2020-02-11,3234.0,Shower Curtains
168,2020-02-12,3234.0,Shower Curtains
169,2020-02-13,3234.0,Shower Curtains
170,2020-02-14,3234.0,Shower Curtains
171,2020-02-15,3158.0,Shower Curtains
172,2020-02-16,3158.0,Shower Curtains
173,2020-02-17,2385.0,Shower Curtains
174,2020-02-18,2410.0,Shower Curtains
175,2020-02-19,3876.0,Shower Curtains
176,2020-02-20,3876.0,Shower Curtains
177,2020-02-21,3876.0,Shower Curtains
178,2020-02-22,7340.0,Shower Curtains
179,2020-02-23,7340.0,Shower Curtains
180,2020-02-24,10670.0,Shower Curtains
181,2020-02-25,7377.0,Shower Curtains
182,2020-02-26,9533.0,Shower Curtains
183,2020-02-27,9533.0,Shower Curtains
184,2020-02-28,9533.0,Shower Curtains
185,2020-02-29,9533.0,Shower Curtains
186,2020-03-01,6089.0,Shower Curtains
187,2020-03-02,5830.0,Shower Curtains
188,2020-03-03,5830.0,Shower Curtains
189,2020-03-04,5830.0,Shower Curtains
190,2020-03-05,5830.0,Shower Curtains
191,2020-03-06,4942.0,Shower Curtains
192,2020-03-07,4942.0,Shower Curtains
193,2020-03-08,5930.0,Shower Curtains
194,2020-03-09,5930.0,Shower Curtains
195,2020-03-10,5930.0,Shower Curtains
196,2020-03-11,6688.0,Shower Curtains
197,2020-03-12,6688.0,Shower Curtains
198,2020-03-13,6688.0,Shower Curtains
199,2020-03-14,6688.0,Shower Curtains
200,2020-03-15,9325.0,Shower Curtains
201,2020-03-16,9325.0,Shower Curtains
202,2020-03-17,9033.0,Shower Curtains
203,2020-03-18,9033.0,Shower Curtains
204,2020-03-19,9033.0,Shower Curtains
205,2020-03-20,8669.0,Shower Curtains
206,2020-03-21,8669.0,Shower Curtains
207,2020-03-22,8669.0,Shower Curtains
208,2020-03-23,7865.0,Shower Curtains
209,2020-03-24,5368.0,Shower Curtains
210,2020-03-25,5368.0,Shower Curtains
211,2020-03-26,5368.0,Shower Curtains
212,2020-03-27,5368.0,Shower Curtains
213,2020-03-28,7627.0,Shower Curtains
214,2020-03-29,7627.0,Shower Curtains
215,2020-03-30,7627.0,Shower Curtains
216,2020-03-31,6026.0,Shower Curtains
217,2020-04-01,5950.0,Shower Curtains
218,2020-04-02,5950.0,Shower Curtains
219,2020-04-03,6232.0,Shower Curtains
220,2020-04-04,6232.0,Shower Curtains
221,2020-04-05,6232.0,Shower Curtains
222,2020-04-06,6540.0,Shower Curtains
223,2020-04-07,6540.0,Shower Curtains
224,2020-04-08,6540.0,Shower Curtains
225,2020-04-09,6540.0,Shower Curtains
226,2020-04-10,7722.0,Shower Curtains
227,2020-04-11,7722.0,Shower Curtains
228,2020-04-12,7722.0,Shower Curtains
229,2020-04-13,6454.0,Shower Curtains
230,2020-04-14,6285.0,Shower Curtains
231,2020-04-15,6285.0,Shower Curtains
232,2020-04-16,6285.0,Shower Curtains
233,2020-04-17,6737.0,Shower Curtains
234,2020-04-18,6423.0,Shower Curtains
235,2020-04-19,6423.0,Shower Curtains
236,2020-04-20,6221.0,Shower Curtains
237,2020-04-21,6221.0,Shower Curtains
238,2020-04-22,6221.0,Shower Curtains
239,2020-04-23,5899.0,Shower Curtains
240,2020-04-24,5899.0,Shower Curtains
241,2020-04-25,5899.0,Shower Curtains
242,2020-04-26,5225.0,Shower Curtains
243,2020-04-27,6417.0,Shower Curtains
244,2020-04-28,4951.0,Shower Curtains
245,2020-04-29,4951.0,Shower Curtains
246,2020-04-30,6415.0,Shower Curtains
247,2020-05-01,6415.0,Shower Curtains
248,2020-05-02,6415.0,Shower Curtains
249,2020-05-03,6504.0,Shower Curtains
250,2020-05-04,6504.0,Shower Curtains
251,2020-05-05,5913.0,Shower Curtains
252,2020-05-06,5913.0,Shower Curtains
253,2020-05-07,5913.0,Shower Curtains
254,2020-05-08,5913.0,Shower Curtains
255,2020-05-09,6204.0,Shower Curtains
256,2020-05-10,6204.0,Shower Curtains
257,2020-05-11,5744.0,Shower Curtains
258,2020-05-12,5744.0,Shower Curtains
259,2020-05-13,4862.0,Shower Curtains
260,2020-05-14,4862.0,Shower Curtains
261,2020-05-15,5049.0,Shower Curtains
262,2020-05-16,5736.0,Shower Curtains
263,2020-05-17,5736.0,Shower Curtains
264,2020-05-18,5736.0,Shower Curtains
265,2020-05-19,4870.0,Shower Curtains
266,2020-05-20,4870.0,Shower Curtains
267,2020-05-21,5297.0,Shower Curtains
268,2020-05-22,6034.0,Shower Curtains
269,2020-05-23,6034.0,Shower Curtains
270,2020-05-24,6034.0,Shower Curtains
271,2020-05-25,4738.0,Shower Curtains
272,2020-05-26,4738.0,Shower Curtains
273,2020-05-27,5570.0,Shower Curtains
274,2020-05-28,5570.0,Shower Curtains
275,2020-05-29,5570.0,Shower Curtains
276,2020-05-30,5570.0,Shower Curtains
277,2020-05-31,5570.0,Shower Curtains
278,2020-06-01,6789.0,Shower Curtains
279,2020-06-02,6789.0,Shower Curtains
280,2020-06-03,6789.0,Shower Curtains
281,2020-06-04,11416.0,Shower Curtains
282,2020-06-05,11416.0,Shower Curtains
283,2020-06-06,11416.0,Shower Curtains
284,2020-06-07,11416.0,Shower Curtains
285,2020-06-08,15452.0,Shower Curtains
286,2020-06-09,15982.0,Shower Curtains
287,2020-06-10,16300.0,Shower Curtains
288,2020-06-11,16300.0,Shower Curtains
289,2020-06-12,13849.0,Shower Curtains
290,2020-06-13,13849.0,Shower Curtains
291,2020-06-14,13849.0,Shower Curtains
292,2020-06-15,8610.0,Shower Curtains
293,2020-06-16,7472.0,Shower Curtains
294,2020-06-17,9068.0,Shower Curtains
295,2020-06-18,8549.0,Shower Curtains
296,2020-06-19,8549.0,Shower Curtains
297,2020-06-20,8549.0,Shower Curtains
298,2020-06-21,6723.0,Shower Curtains
299,2020-06-22,6723.0,Shower Curtains
300,2020-06-23,5925.0,Shower Curtains
301,2020-06-24,5925.0,Shower Curtains
302,2020-06-25,5765.0,Shower Curtains
303,2020-06-26,6430.0,Shower Curtains
304,2020-06-27,4782.0,Shower Curtains
305,2020-06-28,5548.0,Shower Curtains
306,2020-06-29,6054.0,Shower Curtains
307,2020-06-30,6054.0,Shower Curtains
308,2020-07-01,5304.0,Shower Curtains
309,2020-07-02,5304.0,Shower Curtains
310,2020-07-03,4502.0,Shower Curtains
311,2020-07-04,4502.0,Shower Curtains
312,2020-07-05,4502.0,Shower Curtains
313,2020-07-06,4134.0,Shower Curtains
314,2020-07-07,4244.0,Shower Curtains
315,2020-07-08,4244.0,Shower Curtains
316,2020-07-09,4244.0,Shower Curtains
317,2020-07-10,5781.0,Shower Curtains
318,2020-07-11,5681.0,Shower Curtains
319,2020-07-12,6199.0,Shower Curtains
320,2020-07-13,5552.0,Shower Curtains
321,2020-07-14,5552.0,Shower Curtains
322,2020-07-15,4932.0,Shower Curtains
323,2020-07-16,6584.0,Shower Curtains
324,2020-07-17,6584.0,Shower Curtains
325,2020-07-18,6584.0,Shower Curtains
326,2020-07-19,6643.0,Shower Curtains
327,2020-07-20,6643.0,Shower Curtains
328,2020-07-21,6643.0,Shower Curtains
329,2020-07-22,6643.0,Shower Curtains
330,2020-07-23,7594.0,Shower Curtains
331,2020-07-24,7594.0,Shower Curtains
332,2020-07-25,7809.0,Shower Curtains
333,2020-07-26,7809.0,Shower Curtains
334,2020-07-27,7809.0,Shower Curtains
335,2020-07-28,6373.0,Shower Curtains
336,2020-07-29,6373.0,Shower Curtains
337,2020-07-30,6279.0,Shower Curtains
338,2020-07-31,6279.0,Shower Curtains
339,2020-08-01,6279.0,Shower Curtains
340,2020-08-02,5468.0,Shower Curtains
341,2020-08-03,5628.0,Shower Curtains
342,2020-08-04,6744.0,Shower Curtains
343,2020-08-05,6744.0,Shower Curtains
344,2020-08-06,6744.0,Shower Curtains
345,2020-08-07,8711.0,Shower Curtains
346,2020-08-08,8437.0,Shower Curtains
347,2020-08-09,8437.0,Shower Curtains
348,2020-08-10,7677.0,Shower Curtains
349,2020-08-11,7677.0,Shower Curtains
350,2020-08-12,7677.0,Shower Curtains
351,2020-08-13,7677.0,Shower Curtains
352,2020-08-14,8081.0,Shower Curtains
353,2020-08-15,9514.0,Shower Curtains
354,2020-08-16,9514.0,Shower Curtains
355,2020-08-17,9514.0,Shower Curtains
356,2020-08-18,9514.0,Shower Curtains
357,2020-08-19,11087.0,Shower Curtains
358,2020-08-20,10373.0,Shower Curtains
359,2020-08-21,10373.0,Shower Curtains
360,2020-08-22,10373.0,Shower Curtains
361,2020-08-23,10373.0,Shower Curtains
362,2020-08-24,8735.0,Shower Curtains
363,2020-08-25,8735.0,Shower Curtains
364,2020-08-26,8735.0,Shower Curtains
365,2020-08-27,8735.0,Shower Curtains
366,2020-08-28,7604.0,Shower Curtains
367,2020-08-29,7604.0,Shower Curtains
368,2020-08-30,7604.0,Shower Curtains
369,2020-08-31,5371.0,Shower Curtains
370,2020-09-01,5371.0,Shower Curtains
371,2020-09-02,5371.0,Shower Curtains
372,2020-09-03,5796.0,Shower Curtains
373,2020-09-04,5796.0,Shower Curtains
374,2020-09-05,5796.0,Shower Curtains
375,2020-09-06,8459.0,Shower Curtains
376,2020-09-07,8069.0,Shower Curtains
377,2020-09-08,6932.0,Shower Curtains
378,2020-09-09,6745.0,Shower Curtains
379,2020-09-10,6745.0,Shower Curtains
380,2020-09-11,6745.0,Shower Curtains
381,2020-09-12,6745.0,Shower Curtains
382,2020-09-13,6745.0,Shower Curtains
383,2020-09-14,5559.0,Shower Curtains
384,2020-09-15,5678.0,Shower Curtains
385,2020-09-16,5678.0,Shower Curtains
386,2020-09-17,5678.0,Shower Curtains
387,2020-09-18,6512.0,Shower Curtains
388,2020-09-19,6512.0,Shower Curtains
389,2020-09-20,6823.0,Shower Curtains
390,2020-09-21,6823.0,Shower Curtains
391,2020-09-22,5937.0,Shower Curtains
392,2020-09-23,5614.0,Shower Curtains
393,2020-09-24,6617.0,Shower Curtains
394,2020-09-25,6260.0,Shower Curtains
395,2020-09-26,6260.0,Shower Curtains
396,2020-09-27,6105.0,Shower Curtains
397,2020-09-28,6622.0,Shower Curtains
398,2020-09-29,6622.0,Shower Curtains
399,2020-09-30,5498.0,Shower Curtains
400,2020-10-01,6212.0,Shower Curtains
401,2020-10-02,6212.0,Shower Curtains
402,2020-10-03,8980.0,Shower Curtains
403,2020-10-04,8048.0,Shower Curtains
404,2020-10-05,8048.0,Shower Curtains
405,2020-10-06,8048.0,Shower Curtains
406,2020-10-07,6753.0,Shower Curtains
407,2020-10-08,6753.0,Shower Curtains
408,2020-10-09,6753.0,Shower Curtains
409,2020-10-10,7724.0,Shower Curtains
410,2020-10-11,7724.0,Shower Curtains
411,2020-10-12,6016.0,Shower Curtains
412,2020-10-13,6016.0,Shower Curtains
413,2020-10-14,6016.0,Shower Curtains
414,2020-10-15,6879.0,Shower Curtains
415,2020-10-16,6879.0,Shower Curtains
416,2020-10-17,6879.0,Shower Curtains
417,2020-10-18,6879.0,Shower Curtains
418,2020-10-19,6687.0,Shower Curtains
419,2020-10-20,6787.0,Shower Curtains
420,2020-10-21,6798.0,Shower Curtains
421,2020-10-22,6798.0,Shower Curtains
422,2020-10-23,7613.0,Shower Curtains
423,2020-10-24,7613.0,Shower Curtains
424,2020-10-25,7272.0,Shower Curtains
425,2020-10-26,6919.0,Shower Curtains
426,2020-10-27,6900.0,Shower Curtains
427,2020-10-28,7160.0,Shower Curtains
428,2020-10-29,7160.0,Shower Curtains
429,2020-10-30,7160.0,Shower Curtains
430,2020-10-31,7408.0,Shower Curtains
431,2020-11-01,7137.0,Shower Curtains
432,2020-11-02,7511.0,Shower Curtains
433,2020-11-03,7511.0,Shower Curtains
434,2020-11-04,7511.0,Shower Curtains
435,2020-11-05,7401.0,Shower Curtains
436,2020-11-06,8931.0,Shower Curtains
437,2020-11-07,7551.0,Shower Curtains
438,2020-11-08,7551.0,Shower Curtains
439,2020-11-09,7551.0,Shower Curtains
440,2020-11-10,7228.0,Shower Curtains
441,2020-11-11,7148.0,Shower Curtains
442,2020-11-12,7163.0,Shower Curtains
443,2020-11-13,9009.0,Shower Curtains
444,2020-11-14,9009.0,Shower Curtains
445,2020-11-15,9009.0,Shower Curtains
446,2020-11-16,10010.0,Shower Curtains
447,2020-11-17,10010.0,Shower Curtains
448,2020-11-18,10010.0,Shower Curtains
449,2020-11-19,9161.0,Shower Curtains
450,2020-11-20,9161.0,Shower Curtains
451,2020-11-21,9161.0,Shower Curtains
452,2020-11-22,9340.0,Shower Curtains
453,2020-11-23,8591.0,Shower Curtains
454,2020-11-24,8591.0,Shower Curtains
455,2020-11-25,9736.0,Shower Curtains
456,2020-11-26,9736.0,Shower Curtains
457,2020-11-27,13918.0,Shower Curtains
458,2020-11-28,13918.0,Shower Curtains
459,2020-11-29,13918.0,Shower Curtains
460,2020-11-30,12355.0,Shower Curtains
461,2020-12-01,14017.0,Shower Curtains
462,2020-12-02,14789.0,Shower Curtains
463,2020-12-03,11791.0,Shower Curtains
464,2020-12-04,11791.0,Shower Curtains
465,2020-12-05,11791.0,Shower Curtains
466,2020-12-06,11791.0,Shower Curtains
467,2020-12-07,13494.0,Shower Curtains
468,2020-12-08,13494.0,Shower Curtains
469,2020-12-09,12198.0,Shower Curtains
470,2020-12-10,13996.0,Shower Curtains
471,2020-12-11,17834.0,Shower Curtains
472,2020-12-12,16475.0,Shower Curtains
473,2020-12-13,15743.0,Shower Curtains
474,2020-12-14,17765.0,Shower Curtains
475,2020-12-15,14233.0,Shower Curtains
476,2020-12-16,13470.0,Shower Curtains
477,2020-12-17,14424.0,Shower Curtains
478,2020-12-18,15974.0,Shower Curtains
479,2020-12-19,15974.0,Shower Curtains
480,2020-12-20,11936.0,Shower Curtains
481,2020-12-21,13318.0,Shower Curtains
482,2020-12-22,11919.0,Shower Curtains
483,2020-12-23,17959.0,Shower Curtains
484,2020-12-24,10508.0,Shower Curtains
485,2020-12-25,10346.0,Shower Curtains
486,2020-12-26,15773.0,Shower Curtains
487,2020-12-27,10799.0,Shower Curtains
488,2020-12-28,9424.0,Shower Curtains
489,2020-12-29,8686.0,Shower Curtains
490,2020-12-30,8240.0,Shower Curtains
491,2020-12-31,7877.0,Shower Curtains
492,2021-01-01,8182.0,Shower Curtains
493,2021-01-02,8166.0,Shower Curtains
494,2021-01-03,15087.0,Shower Curtains
495,2021-01-04,8307.0,Shower Curtains
496,2021-01-05,8830.0,Shower Curtains
497,2021-01-06,9215.0,Shower Curtains
498,2021-01-07,8615.0,Shower Curtains
499,2021-01-08,8290.0,Shower Curtains
500,2021-01-09,7345.0,Shower Curtains
501,2021-01-10,6644.0,Shower Curtains
502,2021-01-11,5749.0,Shower Curtains
503,2021-01-12,5886.0,Shower Curtains
504,2021-01-13,5921.0,Shower Curtains
505,2021-01-14,6329.0,Shower Curtains
506,2021-01-15,5590.0,Shower Curtains
507,2021-01-16,5590.0,Shower Curtains
508,2021-01-17,5590.0,Shower Curtains
509,2021-01-18,4842.0,Shower Curtains
510,2021-01-19,4589.0,Shower Curtains
511,2021-01-20,4503.0,Shower Curtains
512,2021-01-21,4153.0,Shower Curtains
513,2021-01-22,4153.0,Shower Curtains
514,2021-01-23,5727.0,Shower Curtains
515,2021-01-24,5727.0,Shower Curtains
516,2021-01-25,4507.0,Shower Curtains
517,2021-01-26,4613.0,Shower Curtains
518,2021-01-27,4176.0,Shower Curtains
519,2021-01-28,4176.0,Shower Curtains
520,2021-01-29,4353.0,Shower Curtains
521,2021-01-30,4525.0,Shower Curtains
522,2021-01-31,5128.0,Shower Curtains
523,2021-02-01,5750.0,Shower Curtains
524,2021-02-02,4578.0,Shower Curtains
525,2021-02-03,4578.0,Shower Curtains
526,2021-02-04,5340.0,Shower Curtains
527,2021-02-05,5340.0,Shower Curtains
528,2021-02-06,4695.0,Shower Curtains
529,2021-02-07,4157.0,Shower Curtains
530,2021-02-08,4522.0,Shower Curtains
531,2021-02-09,4522.0,Shower Curtains
532,2021-02-10,3551.0,Shower Curtains
533,2021-02-11,3710.0,Shower Curtains
534,2021-02-12,4190.0,Shower Curtains
535,2021-02-13,4248.0,Shower Curtains
536,2021-02-14,4242.0,Shower Curtains
537,2021-02-15,4817.0,Shower Curtains
538,2021-02-16,4817.0,Shower Curtains
539,2021-02-17,4817.0,Shower Curtains
540,2021-02-18,4271.0,Shower Curtains
541,2021-02-19,5273.0,Shower Curtains
542,2021-02-20,5273.0,Shower Curtains
543,2021-02-21,4152.0,Shower Curtains
544,2021-02-22,3874.0,Shower Curtains
545,2021-02-23,4340.0,Shower Curtains
546,2021-02-24,5019.0,Shower Curtains
547,2021-02-25,4454.0,Shower Curtains
548,2021-02-26,4454.0,Shower Curtains
549,2021-02-27,5514.0,Shower Curtains
550,2021-02-28,5514.0,Shower Curtains
551,2021-03-01,3714.0,Shower Curtains
552,2021-03-02,3871.0,Shower Curtains
553,2021-03-03,4295.0,Shower Curtains
554,2021-03-04,4225.0,Shower Curtains
555,2021-03-05,3520.0,Shower Curtains
556,2021-03-06,3520.0,Shower Curtains
557,2021-03-07,3520.0,Shower Curtains
558,2021-03-08,3179.0,Shower Curtains
559,2021-03-09,3179.0,Shower Curtains
560,2021-03-10,4003.0,Shower Curtains
561,2021-03-11,3616.0,Shower Curtains
562,2021-03-12,3616.0,Shower Curtains
563,2021-03-13,3463.0,Shower Curtains
564,2021-03-14,4545.0,Shower Curtains
565,2021-03-15,4545.0,Shower Curtains
566,2021-03-16,4545.0,Shower Curtains
567,2021-03-17,3097.0,Shower Curtains
568,2021-03-18,3097.0,Shower Curtains
569,2021-03-19,3774.0,Shower Curtains
570,2021-03-20,3774.0,Shower Curtains
571,2021-03-21,3774.0,Shower Curtains
572,2021-03-22,3891.0,Shower Curtains
573,2021-03-23,3891.0,Shower Curtains
574,2021-03-24,3958.0,Shower Curtains
575,2021-03-25,4738.0,Shower Curtains
576,2021-03-26,4738.0,Shower Curtains
577,2021-03-27,4642.0,Shower Curtains
578,2021-03-28,3908.0,Shower Curtains
579,2021-03-29,3788.0,Shower Curtains
580,2021-03-30,3788.0,Shower Curtains
581,2021-03-31,3391.0,Shower Curtains
582,2021-04-01,4127.0,Shower Curtains
583,2021-04-02,4127.0,Shower Curtains
584,2021-04-03,5191.0,Shower Curtains
585,2021-04-04,5191.0,Shower Curtains
586,2021-04-05,5191.0,Shower Curtains
587,2021-04-06,4493.0,Shower Curtains
588,2021-04-07,4699.0,Shower Curtains
589,2021-04-08,4699.0,Shower Curtains
590,2021-04-09,5112.0,Shower Curtains
591,2021-04-10,4329.0,Shower Curtains
592,2021-04-11,4329.0,Shower Curtains
593,2021-04-12,5160.0,Shower Curtains
594,2021-04-13,5308.0,Shower Curtains
595,2021-04-14,4988.0,Shower Curtains
596,2021-04-15,4988.0,Shower Curtains
597,2021-04-16,4866.0,Shower Curtains
598,2021-04-17,4866.0,Shower Curtains
599,2021-04-18,5634.0,Shower Curtains
600,2021-04-19,5951.0,Shower Curtains
601,2021-04-20,5951.0,Shower Curtains
602,2021-04-21,7085.0,Shower Curtains
603,2021-04-22,7431.0,Shower Curtains
604,2021-04-23,7414.0,Shower Curtains
605,2021-04-24,7414.0,Shower Curtains
606,2021-04-25,7414.0,Shower Curtains
607,2021-04-26,7784.0,Shower Curtains
608,2021-04-27,7784.0,Shower Curtains
609,2021-04-28,7970.0,Shower Curtains
610,2021-04-29,7970.0,Shower Curtains
611,2021-04-30,6987.0,Shower Curtains
612,2021-05-01,6987.0,Shower Curtains
613,2021-05-02,7742.0,Shower Curtains
614,2021-05-03,7742.0,Shower Curtains
615,2021-05-04,7742.0,Shower Curtains
616,2021-05-05,6309.0,Shower Curtains
617,2021-05-06,5949.0,Shower Curtains
618,2021-05-07,5949.0,Shower Curtains
619,2021-05-08,6012.0,Shower Curtains
620,2021-05-09,6012.0,Shower Curtains
621,2021-05-10,6343.0,Shower Curtains
622,2021-05-11,6343.0,Shower Curtains
623,2021-05-12,6674.0,Shower Curtains
624,2021-05-13,6426.0,Shower Curtains
625,2021-05-14,6858.0,Shower Curtains
626,2021-05-15,6858.0,Shower Curtains
627,2021-05-16,7122.0,Shower Curtains
628,2021-05-17,8533.0,Shower Curtains
629,2021-05-18,6059.0,Shower Curtains
630,2021-05-19,6059.0,Shower Curtains
631,2021-05-20,7053.0,Shower Curtains
632,2021-05-21,7054.0,Shower Curtains
633,2021-05-22,7054.0,Shower Curtains
