,date,value,name_B07PNT3FQ7
57,2019-05-16,193441.0,Document Frames
58,2019-05-17,193441.0,Document Frames
59,2019-05-18,193441.0,Document Frames
60,2019-05-19,193441.0,Document Frames
61,2019-05-20,-1.0,Document Frames
62,2019-05-21,-1.0,Document Frames
63,2019-05-22,-1.0,Document Frames
64,2019-05-23,-1.0,Document Frames
65,2019-05-24,-1.0,Document Frames
66,2019-05-25,-1.0,Document Frames
67,2019-05-26,-1.0,Document Frames
68,2019-05-27,-1.0,Document Frames
69,2019-05-28,-1.0,Document Frames
70,2019-05-29,-1.0,Document Frames
71,2019-05-30,-1.0,Document Frames
72,2019-05-31,-1.0,Document Frames
73,2019-06-01,42936.0,Document Frames
74,2019-06-02,42936.0,Document Frames
75,2019-06-03,42936.0,Document Frames
76,2019-06-04,20345.0,Document Frames
77,2019-06-05,16173.0,Document Frames
78,2019-06-06,21031.0,Document Frames
79,2019-06-07,19462.0,Document Frames
80,2019-06-08,21189.0,Document Frames
81,2019-06-09,21189.0,Document Frames
82,2019-06-10,21189.0,Document Frames
83,2019-06-11,25141.0,Document Frames
84,2019-06-12,25415.0,Document Frames
85,2019-06-13,30639.0,Document Frames
86,2019-06-14,30639.0,Document Frames
87,2019-06-15,30639.0,Document Frames
88,2019-06-16,46845.0,Document Frames
89,2019-06-17,46845.0,Document Frames
90,2019-06-18,34144.0,Document Frames
91,2019-06-19,23446.0,Document Frames
92,2019-06-20,23446.0,Document Frames
93,2019-06-21,38424.0,Document Frames
94,2019-06-22,26680.0,Document Frames
95,2019-06-23,25550.0,Document Frames
96,2019-06-24,25550.0,Document Frames
97,2019-06-25,22663.0,Document Frames
98,2019-06-26,35796.0,Document Frames
99,2019-06-27,29869.0,Document Frames
100,2019-06-28,29869.0,Document Frames
101,2019-06-29,29869.0,Document Frames
102,2019-06-30,22134.0,Document Frames
103,2019-07-01,22134.0,Document Frames
104,2019-07-02,21323.0,Document Frames
105,2019-07-03,21323.0,Document Frames
106,2019-07-04,21323.0,Document Frames
107,2019-07-05,33404.0,Document Frames
108,2019-07-06,29476.0,Document Frames
109,2019-07-07,30372.0,Document Frames
110,2019-07-08,21258.0,Document Frames
111,2019-07-09,20563.0,Document Frames
112,2019-07-10,20563.0,Document Frames
113,2019-07-11,20563.0,Document Frames
114,2019-07-12,19042.0,Document Frames
115,2019-07-13,19042.0,Document Frames
116,2019-07-14,28375.0,Document Frames
117,2019-07-15,28339.0,Document Frames
118,2019-07-16,28339.0,Document Frames
119,2019-07-17,33613.0,Document Frames
120,2019-07-18,33613.0,Document Frames
121,2019-07-19,21904.0,Document Frames
122,2019-07-20,29657.0,Document Frames
123,2019-07-21,29657.0,Document Frames
124,2019-07-22,29657.0,Document Frames
125,2019-07-23,23207.0,Document Frames
126,2019-07-24,23207.0,Document Frames
127,2019-07-25,20937.0,Document Frames
128,2019-07-26,23244.0,Document Frames
129,2019-07-27,23244.0,Document Frames
130,2019-07-28,21128.0,Document Frames
131,2019-07-29,20504.0,Document Frames
132,2019-07-30,20504.0,Document Frames
133,2019-07-31,18974.0,Document Frames
134,2019-08-01,19424.0,Document Frames
135,2019-08-02,27036.0,Document Frames
136,2019-08-03,27036.0,Document Frames
137,2019-08-04,27036.0,Document Frames
138,2019-08-05,22246.0,Document Frames
139,2019-08-06,22246.0,Document Frames
140,2019-08-07,13236.0,Document Frames
141,2019-08-08,13236.0,Document Frames
142,2019-08-09,12066.0,Document Frames
143,2019-08-10,12066.0,Document Frames
144,2019-08-11,15594.0,Document Frames
145,2019-08-12,15594.0,Document Frames
146,2019-08-13,20157.0,Document Frames
147,2019-08-14,18320.0,Document Frames
148,2019-08-15,18320.0,Document Frames
149,2019-08-16,16742.0,Document Frames
150,2019-08-17,22501.0,Document Frames
151,2019-08-18,19854.0,Document Frames
152,2019-08-19,19854.0,Document Frames
153,2019-08-20,13403.0,Document Frames
154,2019-08-21,14681.0,Document Frames
155,2019-08-22,19656.0,Document Frames
156,2019-08-23,27746.0,Document Frames
157,2019-08-24,27746.0,Document Frames
158,2019-08-25,28298.0,Document Frames
159,2019-08-26,28298.0,Document Frames
160,2019-08-27,14490.0,Document Frames
161,2019-08-28,10385.0,Document Frames
162,2019-08-29,13814.0,Document Frames
163,2019-08-30,13984.0,Document Frames
164,2019-08-31,13984.0,Document Frames
165,2019-09-01,18760.0,Document Frames
166,2019-09-02,18655.0,Document Frames
167,2019-09-03,16419.0,Document Frames
168,2019-09-04,18021.0,Document Frames
169,2019-09-05,18021.0,Document Frames
170,2019-09-06,18021.0,Document Frames
171,2019-09-07,18056.0,Document Frames
172,2019-09-08,25679.0,Document Frames
173,2019-09-09,25679.0,Document Frames
174,2019-09-10,25679.0,Document Frames
175,2019-09-11,25679.0,Document Frames
176,2019-09-12,19084.0,Document Frames
177,2019-09-13,22531.0,Document Frames
178,2019-09-14,19939.0,Document Frames
179,2019-09-15,21863.0,Document Frames
180,2019-09-16,19633.0,Document Frames
181,2019-09-17,20221.0,Document Frames
182,2019-09-18,20221.0,Document Frames
183,2019-09-19,20221.0,Document Frames
184,2019-09-20,22009.0,Document Frames
185,2019-09-21,23660.0,Document Frames
186,2019-09-22,25986.0,Document Frames
187,2019-09-23,25986.0,Document Frames
188,2019-09-24,25124.0,Document Frames
189,2019-09-25,25339.0,Document Frames
190,2019-09-26,24316.0,Document Frames
191,2019-09-27,19884.0,Document Frames
192,2019-09-28,19884.0,Document Frames
193,2019-09-29,21839.0,Document Frames
194,2019-09-30,21839.0,Document Frames
195,2019-10-01,21305.0,Document Frames
196,2019-10-02,18723.0,Document Frames
197,2019-10-03,20699.0,Document Frames
198,2019-10-04,20699.0,Document Frames
199,2019-10-05,20699.0,Document Frames
200,2019-10-06,27314.0,Document Frames
201,2019-10-07,27314.0,Document Frames
202,2019-10-08,29990.0,Document Frames
203,2019-10-09,29990.0,Document Frames
204,2019-10-10,29990.0,Document Frames
205,2019-10-11,20484.0,Document Frames
206,2019-10-12,20484.0,Document Frames
207,2019-10-13,20484.0,Document Frames
208,2019-10-14,27784.0,Document Frames
209,2019-10-15,27784.0,Document Frames
210,2019-10-16,22976.0,Document Frames
211,2019-10-17,22976.0,Document Frames
212,2019-10-18,22976.0,Document Frames
213,2019-10-19,22976.0,Document Frames
214,2019-10-20,29005.0,Document Frames
215,2019-10-21,31586.0,Document Frames
216,2019-10-22,25502.0,Document Frames
217,2019-10-23,19124.0,Document Frames
218,2019-10-24,20751.0,Document Frames
219,2019-10-25,19261.0,Document Frames
220,2019-10-26,19261.0,Document Frames
221,2019-10-27,20967.0,Document Frames
222,2019-10-28,26785.0,Document Frames
223,2019-10-29,20847.0,Document Frames
224,2019-10-30,20847.0,Document Frames
225,2019-10-31,20508.0,Document Frames
226,2019-11-01,16624.0,Document Frames
227,2019-11-02,16624.0,Document Frames
228,2019-11-03,29068.0,Document Frames
229,2019-11-04,33265.0,Document Frames
230,2019-11-05,33265.0,Document Frames
231,2019-11-06,20081.0,Document Frames
232,2019-11-07,20081.0,Document Frames
233,2019-11-08,20081.0,Document Frames
234,2019-11-09,16123.0,Document Frames
235,2019-11-10,16123.0,Document Frames
236,2019-11-11,16689.0,Document Frames
237,2019-11-12,16689.0,Document Frames
238,2019-11-13,16689.0,Document Frames
239,2019-11-14,16689.0,Document Frames
240,2019-11-15,16689.0,Document Frames
241,2019-11-16,18769.0,Document Frames
242,2019-11-17,18769.0,Document Frames
243,2019-11-18,19264.0,Document Frames
244,2019-11-19,19264.0,Document Frames
245,2019-11-20,19264.0,Document Frames
246,2019-11-21,11477.0,Document Frames
247,2019-11-22,9231.0,Document Frames
248,2019-11-23,9231.0,Document Frames
249,2019-11-24,9231.0,Document Frames
250,2019-11-25,18313.0,Document Frames
251,2019-11-26,14509.0,Document Frames
252,2019-11-27,14509.0,Document Frames
253,2019-11-28,14509.0,Document Frames
254,2019-11-29,14509.0,Document Frames
255,2019-11-30,14509.0,Document Frames
256,2019-12-01,14509.0,Document Frames
257,2019-12-02,24770.0,Document Frames
258,2019-12-03,24770.0,Document Frames
259,2019-12-04,24770.0,Document Frames
260,2019-12-05,24770.0,Document Frames
261,2019-12-06,24770.0,Document Frames
262,2019-12-07,24770.0,Document Frames
263,2019-12-08,29160.0,Document Frames
264,2019-12-09,29160.0,Document Frames
265,2019-12-10,21778.0,Document Frames
266,2019-12-11,21778.0,Document Frames
267,2019-12-12,21778.0,Document Frames
268,2019-12-13,21778.0,Document Frames
269,2019-12-14,21778.0,Document Frames
270,2019-12-15,25035.0,Document Frames
271,2019-12-16,25035.0,Document Frames
272,2019-12-17,25035.0,Document Frames
273,2019-12-18,14118.0,Document Frames
274,2019-12-19,14118.0,Document Frames
275,2019-12-20,15406.0,Document Frames
276,2019-12-21,15406.0,Document Frames
277,2019-12-22,14950.0,Document Frames
278,2019-12-23,14950.0,Document Frames
279,2019-12-24,14950.0,Document Frames
280,2019-12-25,14950.0,Document Frames
281,2019-12-26,14950.0,Document Frames
282,2019-12-27,14947.0,Document Frames
283,2019-12-28,14947.0,Document Frames
284,2019-12-29,14947.0,Document Frames
285,2019-12-30,15230.0,Document Frames
286,2019-12-31,15230.0,Document Frames
287,2020-01-01,15230.0,Document Frames
288,2020-01-02,15230.0,Document Frames
289,2020-01-03,7266.0,Document Frames
290,2020-01-04,7266.0,Document Frames
291,2020-01-05,7266.0,Document Frames
292,2020-01-06,7266.0,Document Frames
293,2020-01-07,7266.0,Document Frames
294,2020-01-08,7266.0,Document Frames
295,2020-01-09,5749.0,Document Frames
296,2020-01-10,5338.0,Document Frames
297,2020-01-11,6503.0,Document Frames
298,2020-01-12,6503.0,Document Frames
299,2020-01-13,9325.0,Document Frames
300,2020-01-14,7339.0,Document Frames
301,2020-01-15,7339.0,Document Frames
302,2020-01-16,4906.0,Document Frames
303,2020-01-17,4906.0,Document Frames
304,2020-01-18,4906.0,Document Frames
305,2020-01-19,4906.0,Document Frames
306,2020-01-20,12366.0,Document Frames
307,2020-01-21,12366.0,Document Frames
308,2020-01-22,12366.0,Document Frames
309,2020-01-23,6962.0,Document Frames
310,2020-01-24,6962.0,Document Frames
311,2020-01-25,6962.0,Document Frames
312,2020-01-26,6962.0,Document Frames
313,2020-01-27,6962.0,Document Frames
314,2020-01-28,7317.0,Document Frames
315,2020-01-29,7317.0,Document Frames
316,2020-01-30,7317.0,Document Frames
317,2020-01-31,6426.0,Document Frames
318,2020-02-01,6426.0,Document Frames
319,2020-02-02,6426.0,Document Frames
320,2020-02-03,7581.0,Document Frames
321,2020-02-04,7581.0,Document Frames
322,2020-02-05,6166.0,Document Frames
323,2020-02-06,8697.0,Document Frames
324,2020-02-07,8697.0,Document Frames
325,2020-02-08,8697.0,Document Frames
326,2020-02-09,13396.0,Document Frames
327,2020-02-10,13396.0,Document Frames
328,2020-02-11,13396.0,Document Frames
329,2020-02-12,13396.0,Document Frames
330,2020-02-13,7185.0,Document Frames
331,2020-02-14,8045.0,Document Frames
332,2020-02-15,9909.0,Document Frames
333,2020-02-16,9909.0,Document Frames
334,2020-02-17,9909.0,Document Frames
335,2020-02-18,9909.0,Document Frames
336,2020-02-19,9909.0,Document Frames
337,2020-02-20,9909.0,Document Frames
338,2020-02-21,10173.0,Document Frames
339,2020-02-22,10173.0,Document Frames
340,2020-02-23,10173.0,Document Frames
341,2020-02-24,10173.0,Document Frames
342,2020-02-25,14714.0,Document Frames
343,2020-02-26,9673.0,Document Frames
344,2020-02-27,11262.0,Document Frames
345,2020-02-28,11262.0,Document Frames
346,2020-02-29,8805.0,Document Frames
347,2020-03-01,8805.0,Document Frames
348,2020-03-02,8805.0,Document Frames
349,2020-03-03,6226.0,Document Frames
350,2020-03-04,5956.0,Document Frames
351,2020-03-05,6922.0,Document Frames
352,2020-03-06,6922.0,Document Frames
353,2020-03-07,6922.0,Document Frames
354,2020-03-08,6922.0,Document Frames
355,2020-03-09,6922.0,Document Frames
356,2020-03-10,5884.0,Document Frames
357,2020-03-11,5373.0,Document Frames
358,2020-03-12,5373.0,Document Frames
359,2020-03-13,5373.0,Document Frames
360,2020-03-14,5373.0,Document Frames
361,2020-03-15,5373.0,Document Frames
362,2020-03-16,5373.0,Document Frames
363,2020-03-17,35451.0,Document Frames
364,2020-03-18,35451.0,Document Frames
365,2020-03-19,35451.0,Document Frames
366,2020-03-20,19656.0,Document Frames
367,2020-03-21,19656.0,Document Frames
368,2020-03-22,16653.0,Document Frames
369,2020-03-23,16653.0,Document Frames
370,2020-03-24,10558.0,Document Frames
371,2020-03-25,10065.0,Document Frames
372,2020-03-26,10065.0,Document Frames
373,2020-03-27,10065.0,Document Frames
374,2020-03-28,10065.0,Document Frames
375,2020-03-29,10065.0,Document Frames
376,2020-03-30,10065.0,Document Frames
377,2020-03-31,8372.0,Document Frames
378,2020-04-01,9399.0,Document Frames
379,2020-04-02,9399.0,Document Frames
380,2020-04-03,9399.0,Document Frames
381,2020-04-04,9399.0,Document Frames
382,2020-04-05,9399.0,Document Frames
383,2020-04-06,9399.0,Document Frames
384,2020-04-07,9399.0,Document Frames
385,2020-04-08,9399.0,Document Frames
386,2020-04-09,9399.0,Document Frames
387,2020-04-10,74219.0,Document Frames
388,2020-04-11,74219.0,Document Frames
389,2020-04-12,74219.0,Document Frames
390,2020-04-13,74219.0,Document Frames
391,2020-04-14,62343.0,Document Frames
392,2020-04-15,62343.0,Document Frames
393,2020-04-16,62343.0,Document Frames
394,2020-04-17,62343.0,Document Frames
395,2020-04-18,62343.0,Document Frames
396,2020-04-19,25617.0,Document Frames
397,2020-04-20,25617.0,Document Frames
398,2020-04-21,25617.0,Document Frames
399,2020-04-22,8941.0,Document Frames
400,2020-04-23,8941.0,Document Frames
401,2020-04-24,8941.0,Document Frames
402,2020-04-25,9761.0,Document Frames
403,2020-04-26,9761.0,Document Frames
404,2020-04-27,11171.0,Document Frames
405,2020-04-28,11171.0,Document Frames
406,2020-04-29,11171.0,Document Frames
407,2020-04-30,7448.0,Document Frames
408,2020-05-01,7448.0,Document Frames
409,2020-05-02,7448.0,Document Frames
410,2020-05-03,7294.0,Document Frames
411,2020-05-04,7294.0,Document Frames
412,2020-05-05,7736.0,Document Frames
413,2020-05-06,7736.0,Document Frames
414,2020-05-07,7736.0,Document Frames
415,2020-05-08,7736.0,Document Frames
416,2020-05-09,8168.0,Document Frames
417,2020-05-10,8168.0,Document Frames
418,2020-05-11,8168.0,Document Frames
419,2020-05-12,7113.0,Document Frames
420,2020-05-13,7113.0,Document Frames
421,2020-05-14,6349.0,Document Frames
422,2020-05-15,6349.0,Document Frames
423,2020-05-16,7390.0,Document Frames
424,2020-05-17,7390.0,Document Frames
425,2020-05-18,7390.0,Document Frames
426,2020-05-19,11057.0,Document Frames
427,2020-05-20,9189.0,Document Frames
428,2020-05-21,9189.0,Document Frames
429,2020-05-22,9189.0,Document Frames
430,2020-05-23,10181.0,Document Frames
431,2020-05-24,10181.0,Document Frames
432,2020-05-25,12979.0,Document Frames
433,2020-05-26,12979.0,Document Frames
434,2020-05-27,6823.0,Document Frames
435,2020-05-28,6823.0,Document Frames
436,2020-05-29,6823.0,Document Frames
437,2020-05-30,6823.0,Document Frames
438,2020-05-31,6823.0,Document Frames
439,2020-06-01,4964.0,Document Frames
440,2020-06-02,4964.0,Document Frames
441,2020-06-03,5153.0,Document Frames
442,2020-06-04,5432.0,Document Frames
443,2020-06-05,7508.0,Document Frames
444,2020-06-06,7508.0,Document Frames
445,2020-06-07,7508.0,Document Frames
446,2020-06-08,9049.0,Document Frames
447,2020-06-09,7572.0,Document Frames
448,2020-06-10,7572.0,Document Frames
449,2020-06-11,12942.0,Document Frames
450,2020-06-12,12942.0,Document Frames
451,2020-06-13,12942.0,Document Frames
452,2020-06-14,12942.0,Document Frames
453,2020-06-15,9554.0,Document Frames
454,2020-06-16,9871.0,Document Frames
455,2020-06-17,9871.0,Document Frames
456,2020-06-18,6865.0,Document Frames
457,2020-06-19,6865.0,Document Frames
458,2020-06-20,6865.0,Document Frames
459,2020-06-21,3671.0,Document Frames
460,2020-06-22,3671.0,Document Frames
461,2020-06-23,5313.0,Document Frames
462,2020-06-24,5202.0,Document Frames
463,2020-06-25,5202.0,Document Frames
464,2020-06-26,5202.0,Document Frames
465,2020-06-27,5904.0,Document Frames
466,2020-06-28,5904.0,Document Frames
467,2020-06-29,5904.0,Document Frames
468,2020-06-30,11688.0,Document Frames
469,2020-07-01,10988.0,Document Frames
470,2020-07-02,9155.0,Document Frames
471,2020-07-03,9155.0,Document Frames
472,2020-07-04,9155.0,Document Frames
473,2020-07-05,9155.0,Document Frames
474,2020-07-06,7302.0,Document Frames
475,2020-07-07,7302.0,Document Frames
476,2020-07-08,5613.0,Document Frames
477,2020-07-09,5613.0,Document Frames
478,2020-07-10,5613.0,Document Frames
479,2020-07-11,4422.0,Document Frames
480,2020-07-12,3664.0,Document Frames
481,2020-07-13,3664.0,Document Frames
482,2020-07-14,3005.0,Document Frames
483,2020-07-15,3005.0,Document Frames
484,2020-07-16,3005.0,Document Frames
485,2020-07-17,3728.0,Document Frames
486,2020-07-18,3685.0,Document Frames
487,2020-07-19,3685.0,Document Frames
488,2020-07-20,5193.0,Document Frames
489,2020-07-21,5324.0,Document Frames
490,2020-07-22,5324.0,Document Frames
491,2020-07-23,3296.0,Document Frames
492,2020-07-24,3296.0,Document Frames
493,2020-07-25,3296.0,Document Frames
494,2020-07-26,3574.0,Document Frames
495,2020-07-27,3574.0,Document Frames
496,2020-07-28,5057.0,Document Frames
497,2020-07-29,5057.0,Document Frames
498,2020-07-30,5057.0,Document Frames
499,2020-07-31,7702.0,Document Frames
500,2020-08-01,7702.0,Document Frames
501,2020-08-02,7702.0,Document Frames
502,2020-08-03,8918.0,Document Frames
503,2020-08-04,8918.0,Document Frames
504,2020-08-05,8918.0,Document Frames
505,2020-08-06,8918.0,Document Frames
506,2020-08-07,8952.0,Document Frames
507,2020-08-08,8952.0,Document Frames
508,2020-08-09,10014.0,Document Frames
509,2020-08-10,13406.0,Document Frames
510,2020-08-11,13406.0,Document Frames
511,2020-08-12,27281.0,Document Frames
512,2020-08-13,27281.0,Document Frames
513,2020-08-14,27281.0,Document Frames
514,2020-08-15,27281.0,Document Frames
515,2020-08-16,27281.0,Document Frames
516,2020-08-17,27281.0,Document Frames
517,2020-08-18,12633.0,Document Frames
518,2020-08-19,12633.0,Document Frames
519,2020-08-20,10752.0,Document Frames
520,2020-08-21,10752.0,Document Frames
521,2020-08-22,11367.0,Document Frames
522,2020-08-23,11367.0,Document Frames
523,2020-08-24,22310.0,Document Frames
524,2020-08-25,22310.0,Document Frames
525,2020-08-26,38444.0,Document Frames
526,2020-08-27,38444.0,Document Frames
527,2020-08-28,38444.0,Document Frames
528,2020-08-29,38444.0,Document Frames
529,2020-08-30,11999.0,Document Frames
530,2020-08-31,11999.0,Document Frames
531,2020-09-01,11999.0,Document Frames
532,2020-09-02,11999.0,Document Frames
533,2020-09-03,11999.0,Document Frames
534,2020-09-04,11999.0,Document Frames
535,2020-09-05,11999.0,Document Frames
536,2020-09-06,11999.0,Document Frames
537,2020-09-07,11999.0,Document Frames
538,2020-09-08,24714.0,Document Frames
539,2020-09-09,24714.0,Document Frames
540,2020-09-10,24714.0,Document Frames
541,2020-09-11,15034.0,Document Frames
542,2020-09-12,15034.0,Document Frames
543,2020-09-13,15034.0,Document Frames
544,2020-09-14,15034.0,Document Frames
545,2020-09-15,13786.0,Document Frames
546,2020-09-16,13786.0,Document Frames
547,2020-09-17,13786.0,Document Frames
548,2020-09-18,13786.0,Document Frames
549,2020-09-19,10415.0,Document Frames
550,2020-09-20,10415.0,Document Frames
551,2020-09-21,12709.0,Document Frames
552,2020-09-22,10096.0,Document Frames
553,2020-09-23,10096.0,Document Frames
554,2020-09-24,10096.0,Document Frames
555,2020-09-25,11030.0,Document Frames
556,2020-09-26,11030.0,Document Frames
557,2020-09-27,11330.0,Document Frames
558,2020-09-28,11705.0,Document Frames
559,2020-09-29,8833.0,Document Frames
560,2020-09-30,8833.0,Document Frames
561,2020-10-01,8563.0,Document Frames
562,2020-10-02,8563.0,Document Frames
563,2020-10-03,8563.0,Document Frames
564,2020-10-04,8563.0,Document Frames
565,2020-10-05,10343.0,Document Frames
566,2020-10-06,10343.0,Document Frames
567,2020-10-07,7846.0,Document Frames
568,2020-10-08,7846.0,Document Frames
569,2020-10-09,7846.0,Document Frames
570,2020-10-10,9117.0,Document Frames
571,2020-10-11,9117.0,Document Frames
572,2020-10-12,8870.0,Document Frames
573,2020-10-13,8870.0,Document Frames
574,2020-10-14,13522.0,Document Frames
575,2020-10-15,13522.0,Document Frames
576,2020-10-16,14264.0,Document Frames
577,2020-10-17,14264.0,Document Frames
578,2020-10-18,14264.0,Document Frames
579,2020-10-19,14264.0,Document Frames
580,2020-10-20,11036.0,Document Frames
581,2020-10-21,11036.0,Document Frames
582,2020-10-22,11864.0,Document Frames
583,2020-10-23,11864.0,Document Frames
584,2020-10-24,11864.0,Document Frames
585,2020-10-25,16716.0,Document Frames
586,2020-10-26,23221.0,Document Frames
587,2020-10-27,23221.0,Document Frames
588,2020-10-28,23221.0,Document Frames
589,2020-10-29,23221.0,Document Frames
590,2020-10-30,9851.0,Document Frames
591,2020-10-31,9851.0,Document Frames
592,2020-11-01,9851.0,Document Frames
593,2020-11-02,9851.0,Document Frames
594,2020-11-03,7868.0,Document Frames
595,2020-11-04,8176.0,Document Frames
596,2020-11-05,8176.0,Document Frames
597,2020-11-06,8176.0,Document Frames
598,2020-11-07,9390.0,Document Frames
599,2020-11-08,9390.0,Document Frames
600,2020-11-09,9390.0,Document Frames
601,2020-11-10,9503.0,Document Frames
602,2020-11-11,9503.0,Document Frames
603,2020-11-12,7527.0,Document Frames
604,2020-11-13,7527.0,Document Frames
605,2020-11-14,8499.0,Document Frames
606,2020-11-15,8499.0,Document Frames
607,2020-11-16,8499.0,Document Frames
608,2020-11-17,9880.0,Document Frames
609,2020-11-18,9880.0,Document Frames
610,2020-11-19,8003.0,Document Frames
611,2020-11-20,8003.0,Document Frames
612,2020-11-21,8003.0,Document Frames
613,2020-11-22,8040.0,Document Frames
614,2020-11-23,8040.0,Document Frames
615,2020-11-24,8040.0,Document Frames
616,2020-11-25,7459.0,Document Frames
617,2020-11-26,7459.0,Document Frames
618,2020-11-27,12012.0,Document Frames
619,2020-11-28,12012.0,Document Frames
620,2020-11-29,12012.0,Document Frames
621,2020-11-30,18980.0,Document Frames
622,2020-12-01,14310.0,Document Frames
623,2020-12-02,14310.0,Document Frames
624,2020-12-03,14310.0,Document Frames
625,2020-12-04,8553.0,Document Frames
626,2020-12-05,8553.0,Document Frames
627,2020-12-06,12890.0,Document Frames
628,2020-12-07,12890.0,Document Frames
629,2020-12-08,10786.0,Document Frames
630,2020-12-09,11824.0,Document Frames
631,2020-12-10,11824.0,Document Frames
632,2020-12-11,11824.0,Document Frames
633,2020-12-12,11714.0,Document Frames
634,2020-12-13,11714.0,Document Frames
635,2020-12-14,11714.0,Document Frames
636,2020-12-15,8177.0,Document Frames
637,2020-12-16,8177.0,Document Frames
638,2020-12-17,8177.0,Document Frames
639,2020-12-18,6642.0,Document Frames
640,2020-12-19,6642.0,Document Frames
641,2020-12-20,6642.0,Document Frames
642,2020-12-21,8569.0,Document Frames
643,2020-12-22,8569.0,Document Frames
644,2020-12-23,8569.0,Document Frames
645,2020-12-24,5503.0,Document Frames
646,2020-12-25,6507.0,Document Frames
647,2020-12-26,6507.0,Document Frames
648,2020-12-27,6507.0,Document Frames
649,2020-12-28,7505.0,Document Frames
650,2020-12-29,5692.0,Document Frames
651,2020-12-30,5692.0,Document Frames
652,2020-12-31,5692.0,Document Frames
653,2021-01-01,6628.0,Document Frames
654,2021-01-02,6628.0,Document Frames
655,2021-01-03,6628.0,Document Frames
656,2021-01-04,6045.0,Document Frames
657,2021-01-05,6045.0,Document Frames
658,2021-01-06,6045.0,Document Frames
659,2021-01-07,5096.0,Document Frames
660,2021-01-08,5096.0,Document Frames
661,2021-01-09,5922.0,Document Frames
662,2021-01-10,7458.0,Document Frames
663,2021-01-11,6404.0,Document Frames
664,2021-01-12,6404.0,Document Frames
665,2021-01-13,6404.0,Document Frames
666,2021-01-14,4426.0,Document Frames
667,2021-01-15,4426.0,Document Frames
668,2021-01-16,6119.0,Document Frames
669,2021-01-17,6119.0,Document Frames
670,2021-01-18,6119.0,Document Frames
671,2021-01-19,4412.0,Document Frames
672,2021-01-20,4412.0,Document Frames
673,2021-01-21,4412.0,Document Frames
674,2021-01-22,3014.0,Document Frames
675,2021-01-23,3878.0,Document Frames
676,2021-01-24,3878.0,Document Frames
677,2021-01-25,3878.0,Document Frames
678,2021-01-26,3333.0,Document Frames
679,2021-01-27,4064.0,Document Frames
680,2021-01-28,4064.0,Document Frames
681,2021-01-29,4064.0,Document Frames
682,2021-01-30,3411.0,Document Frames
683,2021-01-31,3411.0,Document Frames
684,2021-02-01,4826.0,Document Frames
685,2021-02-02,4826.0,Document Frames
686,2021-02-03,5441.0,Document Frames
687,2021-02-04,5441.0,Document Frames
688,2021-02-05,5441.0,Document Frames
689,2021-02-06,6803.0,Document Frames
690,2021-02-07,6803.0,Document Frames
691,2021-02-08,6803.0,Document Frames
692,2021-02-09,3721.0,Document Frames
693,2021-02-10,3721.0,Document Frames
694,2021-02-11,3721.0,Document Frames
695,2021-02-12,3870.0,Document Frames
696,2021-02-13,3870.0,Document Frames
697,2021-02-14,3870.0,Document Frames
