,date,value,name_B07S5B8SFQ
176,2020-03-08,47462.0,Sheet & Pillowcase Sets
177,2020-03-09,47462.0,Sheet & Pillowcase Sets
178,2020-03-10,60466.0,Sheet & Pillowcase Sets
179,2020-03-11,60466.0,Sheet & Pillowcase Sets
180,2020-03-12,46649.0,Sheet & Pillowcase Sets
181,2020-03-13,46649.0,Sheet & Pillowcase Sets
182,2020-03-14,46649.0,Sheet & Pillowcase Sets
183,2020-03-15,72641.0,Sheet & Pillowcase Sets
184,2020-03-16,41200.0,Sheet & Pillowcase Sets
185,2020-03-17,48302.0,Sheet & Pillowcase Sets
186,2020-03-18,48302.0,Sheet & Pillowcase Sets
187,2020-03-19,48302.0,Sheet & Pillowcase Sets
188,2020-03-20,48302.0,Sheet & Pillowcase Sets
189,2020-03-21,53737.0,Sheet & Pillowcase Sets
190,2020-03-22,28643.0,Sheet & Pillowcase Sets
191,2020-03-23,28643.0,Sheet & Pillowcase Sets
192,2020-03-24,28643.0,Sheet & Pillowcase Sets
193,2020-03-25,28643.0,Sheet & Pillowcase Sets
194,2020-03-26,28643.0,Sheet & Pillowcase Sets
195,2020-03-27,28643.0,Sheet & Pillowcase Sets
196,2020-03-28,28643.0,Sheet & Pillowcase Sets
197,2020-03-29,48392.0,Sheet & Pillowcase Sets
198,2020-03-30,48392.0,Sheet & Pillowcase Sets
199,2020-03-31,48392.0,Sheet & Pillowcase Sets
200,2020-04-01,38130.0,Sheet & Pillowcase Sets
201,2020-04-02,33543.0,Sheet & Pillowcase Sets
202,2020-04-03,33543.0,Sheet & Pillowcase Sets
203,2020-04-04,33543.0,Sheet & Pillowcase Sets
204,2020-04-05,33543.0,Sheet & Pillowcase Sets
205,2020-04-06,33543.0,Sheet & Pillowcase Sets
206,2020-04-07,41848.0,Sheet & Pillowcase Sets
207,2020-04-08,41848.0,Sheet & Pillowcase Sets
208,2020-04-09,41848.0,Sheet & Pillowcase Sets
209,2020-04-10,51555.0,Sheet & Pillowcase Sets
210,2020-04-11,51555.0,Sheet & Pillowcase Sets
211,2020-04-12,51555.0,Sheet & Pillowcase Sets
212,2020-04-13,98244.0,Sheet & Pillowcase Sets
213,2020-04-14,98244.0,Sheet & Pillowcase Sets
214,2020-04-15,93955.0,Sheet & Pillowcase Sets
215,2020-04-16,93955.0,Sheet & Pillowcase Sets
216,2020-04-17,93955.0,Sheet & Pillowcase Sets
217,2020-04-18,93955.0,Sheet & Pillowcase Sets
218,2020-04-19,93955.0,Sheet & Pillowcase Sets
219,2020-04-20,93955.0,Sheet & Pillowcase Sets
220,2020-04-21,93955.0,Sheet & Pillowcase Sets
221,2020-04-22,90730.0,Sheet & Pillowcase Sets
222,2020-04-23,90730.0,Sheet & Pillowcase Sets
223,2020-04-24,90730.0,Sheet & Pillowcase Sets
224,2020-04-25,90730.0,Sheet & Pillowcase Sets
225,2020-04-26,90730.0,Sheet & Pillowcase Sets
226,2020-04-27,58171.0,Sheet & Pillowcase Sets
227,2020-04-28,58499.0,Sheet & Pillowcase Sets
228,2020-04-29,58499.0,Sheet & Pillowcase Sets
229,2020-04-30,58499.0,Sheet & Pillowcase Sets
230,2020-05-01,58499.0,Sheet & Pillowcase Sets
231,2020-05-02,111445.0,Sheet & Pillowcase Sets
232,2020-05-03,111445.0,Sheet & Pillowcase Sets
233,2020-05-04,68029.0,Sheet & Pillowcase Sets
234,2020-05-05,68029.0,Sheet & Pillowcase Sets
235,2020-05-06,68029.0,Sheet & Pillowcase Sets
236,2020-05-07,68029.0,Sheet & Pillowcase Sets
237,2020-05-08,68029.0,Sheet & Pillowcase Sets
238,2020-05-09,83581.0,Sheet & Pillowcase Sets
239,2020-05-10,83581.0,Sheet & Pillowcase Sets
240,2020-05-11,83581.0,Sheet & Pillowcase Sets
241,2020-05-12,83581.0,Sheet & Pillowcase Sets
242,2020-05-13,83581.0,Sheet & Pillowcase Sets
243,2020-05-14,83581.0,Sheet & Pillowcase Sets
244,2020-05-15,87382.0,Sheet & Pillowcase Sets
245,2020-05-16,87382.0,Sheet & Pillowcase Sets
246,2020-05-17,87382.0,Sheet & Pillowcase Sets
247,2020-05-18,87382.0,Sheet & Pillowcase Sets
248,2020-05-19,87382.0,Sheet & Pillowcase Sets
249,2020-05-20,87382.0,Sheet & Pillowcase Sets
250,2020-05-21,87382.0,Sheet & Pillowcase Sets
251,2020-05-22,87382.0,Sheet & Pillowcase Sets
252,2020-05-23,87382.0,Sheet & Pillowcase Sets
253,2020-05-24,83009.0,Sheet & Pillowcase Sets
254,2020-05-25,83009.0,Sheet & Pillowcase Sets
255,2020-05-26,83009.0,Sheet & Pillowcase Sets
256,2020-05-27,83009.0,Sheet & Pillowcase Sets
257,2020-05-28,64177.0,Sheet & Pillowcase Sets
258,2020-05-29,64177.0,Sheet & Pillowcase Sets
259,2020-05-30,102433.0,Sheet & Pillowcase Sets
260,2020-05-31,102433.0,Sheet & Pillowcase Sets
261,2020-06-01,102433.0,Sheet & Pillowcase Sets
262,2020-06-02,102433.0,Sheet & Pillowcase Sets
263,2020-06-03,78312.0,Sheet & Pillowcase Sets
264,2020-06-04,93423.0,Sheet & Pillowcase Sets
265,2020-06-05,108750.0,Sheet & Pillowcase Sets
266,2020-06-06,108750.0,Sheet & Pillowcase Sets
267,2020-06-07,108750.0,Sheet & Pillowcase Sets
268,2020-06-08,94403.0,Sheet & Pillowcase Sets
269,2020-06-09,94403.0,Sheet & Pillowcase Sets
270,2020-06-10,77441.0,Sheet & Pillowcase Sets
271,2020-06-11,58216.0,Sheet & Pillowcase Sets
272,2020-06-12,80135.0,Sheet & Pillowcase Sets
273,2020-06-13,80135.0,Sheet & Pillowcase Sets
274,2020-06-14,64573.0,Sheet & Pillowcase Sets
275,2020-06-15,55305.0,Sheet & Pillowcase Sets
276,2020-06-16,55305.0,Sheet & Pillowcase Sets
277,2020-06-17,55305.0,Sheet & Pillowcase Sets
278,2020-06-18,94300.0,Sheet & Pillowcase Sets
279,2020-06-19,94300.0,Sheet & Pillowcase Sets
280,2020-06-20,137585.0,Sheet & Pillowcase Sets
281,2020-06-21,137585.0,Sheet & Pillowcase Sets
282,2020-06-22,137585.0,Sheet & Pillowcase Sets
283,2020-06-23,137585.0,Sheet & Pillowcase Sets
284,2020-06-24,137585.0,Sheet & Pillowcase Sets
285,2020-06-25,137585.0,Sheet & Pillowcase Sets
286,2020-06-26,137585.0,Sheet & Pillowcase Sets
287,2020-06-27,137585.0,Sheet & Pillowcase Sets
288,2020-06-28,137585.0,Sheet & Pillowcase Sets
289,2020-06-29,248986.0,Sheet & Pillowcase Sets
290,2020-06-30,248986.0,Sheet & Pillowcase Sets
291,2020-07-01,248986.0,Sheet & Pillowcase Sets
292,2020-07-02,248986.0,Sheet & Pillowcase Sets
293,2020-07-03,248986.0,Sheet & Pillowcase Sets
294,2020-07-04,89937.0,Sheet & Pillowcase Sets
295,2020-07-05,43079.0,Sheet & Pillowcase Sets
296,2020-07-06,37493.0,Sheet & Pillowcase Sets
297,2020-07-07,37493.0,Sheet & Pillowcase Sets
298,2020-07-08,13150.0,Sheet & Pillowcase Sets
299,2020-07-09,13150.0,Sheet & Pillowcase Sets
300,2020-07-10,9718.0,Sheet & Pillowcase Sets
301,2020-07-11,9718.0,Sheet & Pillowcase Sets
302,2020-07-12,5043.0,Sheet & Pillowcase Sets
303,2020-07-13,4671.0,Sheet & Pillowcase Sets
304,2020-07-14,4713.0,Sheet & Pillowcase Sets
305,2020-07-15,3701.0,Sheet & Pillowcase Sets
306,2020-07-16,3701.0,Sheet & Pillowcase Sets
307,2020-07-17,3442.0,Sheet & Pillowcase Sets
308,2020-07-18,3442.0,Sheet & Pillowcase Sets
309,2020-07-19,3304.0,Sheet & Pillowcase Sets
310,2020-07-20,3568.0,Sheet & Pillowcase Sets
311,2020-07-21,4615.0,Sheet & Pillowcase Sets
312,2020-07-22,4615.0,Sheet & Pillowcase Sets
313,2020-07-23,10398.0,Sheet & Pillowcase Sets
314,2020-07-24,9451.0,Sheet & Pillowcase Sets
315,2020-07-25,11374.0,Sheet & Pillowcase Sets
316,2020-07-26,11374.0,Sheet & Pillowcase Sets
317,2020-07-27,11374.0,Sheet & Pillowcase Sets
318,2020-07-28,31348.0,Sheet & Pillowcase Sets
319,2020-07-29,31348.0,Sheet & Pillowcase Sets
320,2020-07-30,31348.0,Sheet & Pillowcase Sets
321,2020-07-31,41701.0,Sheet & Pillowcase Sets
322,2020-08-01,41701.0,Sheet & Pillowcase Sets
323,2020-08-02,41701.0,Sheet & Pillowcase Sets
324,2020-08-03,41701.0,Sheet & Pillowcase Sets
325,2020-08-04,41701.0,Sheet & Pillowcase Sets
326,2020-08-05,41701.0,Sheet & Pillowcase Sets
327,2020-08-06,70661.0,Sheet & Pillowcase Sets
328,2020-08-07,70661.0,Sheet & Pillowcase Sets
329,2020-08-08,44731.0,Sheet & Pillowcase Sets
330,2020-08-09,44731.0,Sheet & Pillowcase Sets
331,2020-08-10,48857.0,Sheet & Pillowcase Sets
332,2020-08-11,48857.0,Sheet & Pillowcase Sets
333,2020-08-12,48857.0,Sheet & Pillowcase Sets
334,2020-08-13,48857.0,Sheet & Pillowcase Sets
335,2020-08-14,48857.0,Sheet & Pillowcase Sets
336,2020-08-15,48857.0,Sheet & Pillowcase Sets
337,2020-08-16,92955.0,Sheet & Pillowcase Sets
338,2020-08-17,92955.0,Sheet & Pillowcase Sets
339,2020-08-18,95498.0,Sheet & Pillowcase Sets
340,2020-08-19,95498.0,Sheet & Pillowcase Sets
341,2020-08-20,95498.0,Sheet & Pillowcase Sets
342,2020-08-21,118670.0,Sheet & Pillowcase Sets
343,2020-08-22,153259.0,Sheet & Pillowcase Sets
344,2020-08-23,153259.0,Sheet & Pillowcase Sets
345,2020-08-24,153259.0,Sheet & Pillowcase Sets
346,2020-08-25,147346.0,Sheet & Pillowcase Sets
347,2020-08-26,168152.0,Sheet & Pillowcase Sets
348,2020-08-27,168152.0,Sheet & Pillowcase Sets
349,2020-08-28,66765.0,Sheet & Pillowcase Sets
350,2020-08-29,66765.0,Sheet & Pillowcase Sets
351,2020-08-30,18386.0,Sheet & Pillowcase Sets
352,2020-08-31,16982.0,Sheet & Pillowcase Sets
353,2020-09-01,16982.0,Sheet & Pillowcase Sets
354,2020-09-02,16982.0,Sheet & Pillowcase Sets
355,2020-09-03,16982.0,Sheet & Pillowcase Sets
356,2020-09-04,8815.0,Sheet & Pillowcase Sets
357,2020-09-05,8815.0,Sheet & Pillowcase Sets
358,2020-09-06,8815.0,Sheet & Pillowcase Sets
359,2020-09-07,4995.0,Sheet & Pillowcase Sets
360,2020-09-08,5468.0,Sheet & Pillowcase Sets
361,2020-09-09,4435.0,Sheet & Pillowcase Sets
362,2020-09-10,3412.0,Sheet & Pillowcase Sets
363,2020-09-11,3412.0,Sheet & Pillowcase Sets
364,2020-09-12,3412.0,Sheet & Pillowcase Sets
365,2020-09-13,3412.0,Sheet & Pillowcase Sets
366,2020-09-14,4754.0,Sheet & Pillowcase Sets
367,2020-09-15,4754.0,Sheet & Pillowcase Sets
368,2020-09-16,4305.0,Sheet & Pillowcase Sets
369,2020-09-17,4120.0,Sheet & Pillowcase Sets
370,2020-09-18,4242.0,Sheet & Pillowcase Sets
371,2020-09-19,4242.0,Sheet & Pillowcase Sets
372,2020-09-20,4424.0,Sheet & Pillowcase Sets
373,2020-09-21,4424.0,Sheet & Pillowcase Sets
374,2020-09-22,4424.0,Sheet & Pillowcase Sets
375,2020-09-23,4005.0,Sheet & Pillowcase Sets
376,2020-09-24,4005.0,Sheet & Pillowcase Sets
377,2020-09-25,4005.0,Sheet & Pillowcase Sets
378,2020-09-26,6011.0,Sheet & Pillowcase Sets
379,2020-09-27,6011.0,Sheet & Pillowcase Sets
380,2020-09-28,6011.0,Sheet & Pillowcase Sets
381,2020-09-29,7603.0,Sheet & Pillowcase Sets
382,2020-09-30,7603.0,Sheet & Pillowcase Sets
383,2020-10-01,7793.0,Sheet & Pillowcase Sets
384,2020-10-02,7793.0,Sheet & Pillowcase Sets
385,2020-10-03,7793.0,Sheet & Pillowcase Sets
386,2020-10-04,8669.0,Sheet & Pillowcase Sets
387,2020-10-05,8669.0,Sheet & Pillowcase Sets
388,2020-10-06,7814.0,Sheet & Pillowcase Sets
389,2020-10-07,7827.0,Sheet & Pillowcase Sets
390,2020-10-08,7827.0,Sheet & Pillowcase Sets
391,2020-10-09,7827.0,Sheet & Pillowcase Sets
392,2020-10-10,7512.0,Sheet & Pillowcase Sets
393,2020-10-11,5949.0,Sheet & Pillowcase Sets
394,2020-10-12,5793.0,Sheet & Pillowcase Sets
395,2020-10-13,4983.0,Sheet & Pillowcase Sets
396,2020-10-14,1545.0,Sheet & Pillowcase Sets
397,2020-10-15,1871.0,Sheet & Pillowcase Sets
398,2020-10-16,3364.0,Sheet & Pillowcase Sets
399,2020-10-17,5772.0,Sheet & Pillowcase Sets
400,2020-10-18,5772.0,Sheet & Pillowcase Sets
401,2020-10-19,14341.0,Sheet & Pillowcase Sets
402,2020-10-20,14341.0,Sheet & Pillowcase Sets
403,2020-10-21,14933.0,Sheet & Pillowcase Sets
404,2020-10-22,17930.0,Sheet & Pillowcase Sets
405,2020-10-23,12598.0,Sheet & Pillowcase Sets
406,2020-10-24,12598.0,Sheet & Pillowcase Sets
407,2020-10-25,12598.0,Sheet & Pillowcase Sets
408,2020-10-26,9229.0,Sheet & Pillowcase Sets
409,2020-10-27,9229.0,Sheet & Pillowcase Sets
410,2020-10-28,15298.0,Sheet & Pillowcase Sets
411,2020-10-29,15298.0,Sheet & Pillowcase Sets
412,2020-10-30,15298.0,Sheet & Pillowcase Sets
413,2020-10-31,15298.0,Sheet & Pillowcase Sets
414,2020-11-01,15298.0,Sheet & Pillowcase Sets
415,2020-11-02,15089.0,Sheet & Pillowcase Sets
416,2020-11-03,13934.0,Sheet & Pillowcase Sets
