,date,value,name_B07PPQ3F6K
170,2020-01-13,197134.0,Air Purifier Parts & Accessories
171,2020-01-14,197134.0,Air Purifier Parts & Accessories
172,2020-01-15,727604.0,Air Purifier Parts & Accessories
173,2020-01-16,727604.0,Air Purifier Parts & Accessories
174,2020-01-17,727604.0,Air Purifier Parts & Accessories
175,2020-01-18,727604.0,Air Purifier Parts & Accessories
176,2020-01-19,727604.0,Air Purifier Parts & Accessories
177,2020-01-20,727604.0,Air Purifier Parts & Accessories
178,2020-01-21,727604.0,Air Purifier Parts & Accessories
179,2020-01-22,727604.0,Air Purifier Parts & Accessories
180,2020-01-23,727604.0,Air Purifier Parts & Accessories
181,2020-01-24,727604.0,Air Purifier Parts & Accessories
182,2020-01-25,427534.0,Air Purifier Parts & Accessories
183,2020-01-26,427534.0,Air Purifier Parts & Accessories
184,2020-01-27,427534.0,Air Purifier Parts & Accessories
185,2020-01-28,427534.0,Air Purifier Parts & Accessories
186,2020-01-29,427534.0,Air Purifier Parts & Accessories
187,2020-01-30,427534.0,Air Purifier Parts & Accessories
188,2020-01-31,590611.0,Air Purifier Parts & Accessories
189,2020-02-01,590611.0,Air Purifier Parts & Accessories
190,2020-02-02,590611.0,Air Purifier Parts & Accessories
191,2020-02-03,590611.0,Air Purifier Parts & Accessories
192,2020-02-04,590611.0,Air Purifier Parts & Accessories
193,2020-02-05,590611.0,Air Purifier Parts & Accessories
194,2020-02-06,590611.0,Air Purifier Parts & Accessories
195,2020-02-07,590611.0,Air Purifier Parts & Accessories
196,2020-02-08,590611.0,Air Purifier Parts & Accessories
197,2020-02-09,590611.0,Air Purifier Parts & Accessories
198,2020-02-10,634598.0,Air Purifier Parts & Accessories
199,2020-02-11,634598.0,Air Purifier Parts & Accessories
200,2020-02-12,634598.0,Air Purifier Parts & Accessories
201,2020-02-13,634598.0,Air Purifier Parts & Accessories
202,2020-02-14,634598.0,Air Purifier Parts & Accessories
203,2020-02-15,634598.0,Air Purifier Parts & Accessories
204,2020-02-16,634598.0,Air Purifier Parts & Accessories
205,2020-02-17,634598.0,Air Purifier Parts & Accessories
206,2020-02-18,634598.0,Air Purifier Parts & Accessories
207,2020-02-19,329941.0,Air Purifier Parts & Accessories
208,2020-02-20,329941.0,Air Purifier Parts & Accessories
209,2020-02-21,329941.0,Air Purifier Parts & Accessories
210,2020-02-22,329941.0,Air Purifier Parts & Accessories
211,2020-02-23,329941.0,Air Purifier Parts & Accessories
212,2020-02-24,329941.0,Air Purifier Parts & Accessories
213,2020-02-25,329941.0,Air Purifier Parts & Accessories
214,2020-02-26,329941.0,Air Purifier Parts & Accessories
215,2020-02-27,329941.0,Air Purifier Parts & Accessories
216,2020-02-28,329941.0,Air Purifier Parts & Accessories
217,2020-02-29,329941.0,Air Purifier Parts & Accessories
218,2020-03-01,374708.0,Air Purifier Parts & Accessories
219,2020-03-02,374708.0,Air Purifier Parts & Accessories
220,2020-03-03,374708.0,Air Purifier Parts & Accessories
221,2020-03-04,374708.0,Air Purifier Parts & Accessories
222,2020-03-05,374708.0,Air Purifier Parts & Accessories
223,2020-03-06,374708.0,Air Purifier Parts & Accessories
224,2020-03-07,374708.0,Air Purifier Parts & Accessories
225,2020-03-08,374708.0,Air Purifier Parts & Accessories
226,2020-03-09,374708.0,Air Purifier Parts & Accessories
227,2020-03-10,374708.0,Air Purifier Parts & Accessories
228,2020-03-11,374708.0,Air Purifier Parts & Accessories
229,2020-03-12,374708.0,Air Purifier Parts & Accessories
230,2020-03-13,374708.0,Air Purifier Parts & Accessories
231,2020-03-14,374708.0,Air Purifier Parts & Accessories
232,2020-03-15,374708.0,Air Purifier Parts & Accessories
233,2020-03-16,374708.0,Air Purifier Parts & Accessories
234,2020-03-17,374708.0,Air Purifier Parts & Accessories
235,2020-03-18,374708.0,Air Purifier Parts & Accessories
236,2020-03-19,374708.0,Air Purifier Parts & Accessories
237,2020-03-20,374708.0,Air Purifier Parts & Accessories
238,2020-03-21,374708.0,Air Purifier Parts & Accessories
239,2020-03-22,374708.0,Air Purifier Parts & Accessories
240,2020-03-23,374708.0,Air Purifier Parts & Accessories
241,2020-03-24,337745.0,Air Purifier Parts & Accessories
242,2020-03-25,337745.0,Air Purifier Parts & Accessories
243,2020-03-26,337745.0,Air Purifier Parts & Accessories
244,2020-03-27,337745.0,Air Purifier Parts & Accessories
245,2020-03-28,337745.0,Air Purifier Parts & Accessories
246,2020-03-29,187369.0,Air Purifier Parts & Accessories
247,2020-03-30,187369.0,Air Purifier Parts & Accessories
248,2020-03-31,187369.0,Air Purifier Parts & Accessories
249,2020-04-01,187369.0,Air Purifier Parts & Accessories
250,2020-04-02,187369.0,Air Purifier Parts & Accessories
251,2020-04-03,187369.0,Air Purifier Parts & Accessories
252,2020-04-04,187369.0,Air Purifier Parts & Accessories
253,2020-04-05,187369.0,Air Purifier Parts & Accessories
254,2020-04-06,187369.0,Air Purifier Parts & Accessories
255,2020-04-07,187369.0,Air Purifier Parts & Accessories
256,2020-04-08,187369.0,Air Purifier Parts & Accessories
257,2020-04-09,796606.0,Air Purifier Parts & Accessories
258,2020-04-10,451761.0,Air Purifier Parts & Accessories
259,2020-04-11,451761.0,Air Purifier Parts & Accessories
260,2020-04-12,451761.0,Air Purifier Parts & Accessories
261,2020-04-13,451761.0,Air Purifier Parts & Accessories
262,2020-04-14,451761.0,Air Purifier Parts & Accessories
263,2020-04-15,451761.0,Air Purifier Parts & Accessories
264,2020-04-16,451761.0,Air Purifier Parts & Accessories
265,2020-04-17,451761.0,Air Purifier Parts & Accessories
266,2020-04-18,451761.0,Air Purifier Parts & Accessories
267,2020-04-19,451761.0,Air Purifier Parts & Accessories
268,2020-04-20,451761.0,Air Purifier Parts & Accessories
269,2020-04-21,451761.0,Air Purifier Parts & Accessories
270,2020-04-22,239903.0,Air Purifier Parts & Accessories
271,2020-04-23,239903.0,Air Purifier Parts & Accessories
272,2020-04-24,239903.0,Air Purifier Parts & Accessories
273,2020-04-25,239903.0,Air Purifier Parts & Accessories
274,2020-04-26,239903.0,Air Purifier Parts & Accessories
275,2020-04-27,239903.0,Air Purifier Parts & Accessories
276,2020-04-28,239903.0,Air Purifier Parts & Accessories
277,2020-04-29,239903.0,Air Purifier Parts & Accessories
278,2020-04-30,239903.0,Air Purifier Parts & Accessories
279,2020-05-01,239903.0,Air Purifier Parts & Accessories
280,2020-05-02,235346.0,Air Purifier Parts & Accessories
281,2020-05-03,235346.0,Air Purifier Parts & Accessories
282,2020-05-04,235346.0,Air Purifier Parts & Accessories
283,2020-05-05,380863.0,Air Purifier Parts & Accessories
284,2020-05-06,380863.0,Air Purifier Parts & Accessories
285,2020-05-07,380863.0,Air Purifier Parts & Accessories
286,2020-05-08,380863.0,Air Purifier Parts & Accessories
287,2020-05-09,380863.0,Air Purifier Parts & Accessories
288,2020-05-10,380863.0,Air Purifier Parts & Accessories
289,2020-05-11,380863.0,Air Purifier Parts & Accessories
290,2020-05-12,380863.0,Air Purifier Parts & Accessories
291,2020-05-13,380863.0,Air Purifier Parts & Accessories
292,2020-05-14,380863.0,Air Purifier Parts & Accessories
293,2020-05-15,385008.0,Air Purifier Parts & Accessories
294,2020-05-16,385008.0,Air Purifier Parts & Accessories
295,2020-05-17,385008.0,Air Purifier Parts & Accessories
296,2020-05-18,385008.0,Air Purifier Parts & Accessories
297,2020-05-19,385008.0,Air Purifier Parts & Accessories
298,2020-05-20,331569.0,Air Purifier Parts & Accessories
299,2020-05-21,331569.0,Air Purifier Parts & Accessories
300,2020-05-22,331569.0,Air Purifier Parts & Accessories
301,2020-05-23,331569.0,Air Purifier Parts & Accessories
302,2020-05-24,331569.0,Air Purifier Parts & Accessories
303,2020-05-25,331569.0,Air Purifier Parts & Accessories
304,2020-05-26,331569.0,Air Purifier Parts & Accessories
305,2020-05-27,331569.0,Air Purifier Parts & Accessories
306,2020-05-28,331569.0,Air Purifier Parts & Accessories
307,2020-05-29,331569.0,Air Purifier Parts & Accessories
308,2020-05-30,249024.0,Air Purifier Parts & Accessories
309,2020-05-31,249024.0,Air Purifier Parts & Accessories
310,2020-06-01,249024.0,Air Purifier Parts & Accessories
311,2020-06-02,249024.0,Air Purifier Parts & Accessories
312,2020-06-03,249024.0,Air Purifier Parts & Accessories
313,2020-06-04,249024.0,Air Purifier Parts & Accessories
314,2020-06-05,139412.0,Air Purifier Parts & Accessories
315,2020-06-06,139412.0,Air Purifier Parts & Accessories
316,2020-06-07,139412.0,Air Purifier Parts & Accessories
317,2020-06-08,139412.0,Air Purifier Parts & Accessories
318,2020-06-09,139412.0,Air Purifier Parts & Accessories
319,2020-06-10,139412.0,Air Purifier Parts & Accessories
320,2020-06-11,139412.0,Air Purifier Parts & Accessories
321,2020-06-12,139412.0,Air Purifier Parts & Accessories
322,2020-06-13,139412.0,Air Purifier Parts & Accessories
323,2020-06-14,139412.0,Air Purifier Parts & Accessories
324,2020-06-15,254745.0,Air Purifier Parts & Accessories
325,2020-06-16,176234.0,Air Purifier Parts & Accessories
326,2020-06-17,189956.0,Air Purifier Parts & Accessories
327,2020-06-18,189956.0,Air Purifier Parts & Accessories
328,2020-06-19,189956.0,Air Purifier Parts & Accessories
329,2020-06-20,189956.0,Air Purifier Parts & Accessories
330,2020-06-21,189956.0,Air Purifier Parts & Accessories
331,2020-06-22,189956.0,Air Purifier Parts & Accessories
332,2020-06-23,211310.0,Air Purifier Parts & Accessories
333,2020-06-24,211310.0,Air Purifier Parts & Accessories
334,2020-06-25,211310.0,Air Purifier Parts & Accessories
335,2020-06-26,211310.0,Air Purifier Parts & Accessories
336,2020-06-27,211310.0,Air Purifier Parts & Accessories
337,2020-06-28,211310.0,Air Purifier Parts & Accessories
338,2020-06-29,211310.0,Air Purifier Parts & Accessories
339,2020-06-30,150410.0,Air Purifier Parts & Accessories
340,2020-07-01,150410.0,Air Purifier Parts & Accessories
341,2020-07-02,213096.0,Air Purifier Parts & Accessories
342,2020-07-03,213096.0,Air Purifier Parts & Accessories
343,2020-07-04,213096.0,Air Purifier Parts & Accessories
344,2020-07-05,213096.0,Air Purifier Parts & Accessories
345,2020-07-06,213096.0,Air Purifier Parts & Accessories
346,2020-07-07,213096.0,Air Purifier Parts & Accessories
347,2020-07-08,213096.0,Air Purifier Parts & Accessories
348,2020-07-09,135091.0,Air Purifier Parts & Accessories
349,2020-07-10,135091.0,Air Purifier Parts & Accessories
350,2020-07-11,135091.0,Air Purifier Parts & Accessories
351,2020-07-12,135091.0,Air Purifier Parts & Accessories
352,2020-07-13,135091.0,Air Purifier Parts & Accessories
353,2020-07-14,135091.0,Air Purifier Parts & Accessories
354,2020-07-15,148367.0,Air Purifier Parts & Accessories
355,2020-07-16,148367.0,Air Purifier Parts & Accessories
356,2020-07-17,148367.0,Air Purifier Parts & Accessories
357,2020-07-18,148367.0,Air Purifier Parts & Accessories
358,2020-07-19,148367.0,Air Purifier Parts & Accessories
359,2020-07-20,148367.0,Air Purifier Parts & Accessories
360,2020-07-21,148367.0,Air Purifier Parts & Accessories
361,2020-07-22,97804.0,Air Purifier Parts & Accessories
362,2020-07-23,97804.0,Air Purifier Parts & Accessories
363,2020-07-24,97804.0,Air Purifier Parts & Accessories
364,2020-07-25,79060.0,Air Purifier Parts & Accessories
365,2020-07-26,79060.0,Air Purifier Parts & Accessories
366,2020-07-27,79060.0,Air Purifier Parts & Accessories
367,2020-07-28,79060.0,Air Purifier Parts & Accessories
368,2020-07-29,79060.0,Air Purifier Parts & Accessories
369,2020-07-30,79060.0,Air Purifier Parts & Accessories
370,2020-07-31,79060.0,Air Purifier Parts & Accessories
371,2020-08-01,92811.0,Air Purifier Parts & Accessories
372,2020-08-02,92811.0,Air Purifier Parts & Accessories
373,2020-08-03,149617.0,Air Purifier Parts & Accessories
374,2020-08-04,149617.0,Air Purifier Parts & Accessories
375,2020-08-05,149617.0,Air Purifier Parts & Accessories
376,2020-08-06,127415.0,Air Purifier Parts & Accessories
377,2020-08-07,127415.0,Air Purifier Parts & Accessories
378,2020-08-08,127415.0,Air Purifier Parts & Accessories
379,2020-08-09,159728.0,Air Purifier Parts & Accessories
380,2020-08-10,159728.0,Air Purifier Parts & Accessories
381,2020-08-11,159728.0,Air Purifier Parts & Accessories
382,2020-08-12,159728.0,Air Purifier Parts & Accessories
383,2020-08-13,159728.0,Air Purifier Parts & Accessories
384,2020-08-14,159728.0,Air Purifier Parts & Accessories
385,2020-08-15,111430.0,Air Purifier Parts & Accessories
386,2020-08-16,111430.0,Air Purifier Parts & Accessories
387,2020-08-17,111430.0,Air Purifier Parts & Accessories
388,2020-08-18,111430.0,Air Purifier Parts & Accessories
389,2020-08-19,361644.0,Air Purifier Parts & Accessories
390,2020-08-20,361644.0,Air Purifier Parts & Accessories
391,2020-08-21,361644.0,Air Purifier Parts & Accessories
392,2020-08-22,126614.0,Air Purifier Parts & Accessories
393,2020-08-23,126614.0,Air Purifier Parts & Accessories
394,2020-08-24,126614.0,Air Purifier Parts & Accessories
395,2020-08-25,165121.0,Air Purifier Parts & Accessories
396,2020-08-26,165121.0,Air Purifier Parts & Accessories
397,2020-08-27,165121.0,Air Purifier Parts & Accessories
398,2020-08-28,165121.0,Air Purifier Parts & Accessories
399,2020-08-29,165121.0,Air Purifier Parts & Accessories
400,2020-08-30,368161.0,Air Purifier Parts & Accessories
401,2020-08-31,368161.0,Air Purifier Parts & Accessories
402,2020-09-01,368161.0,Air Purifier Parts & Accessories
403,2020-09-02,368161.0,Air Purifier Parts & Accessories
404,2020-09-03,368161.0,Air Purifier Parts & Accessories
405,2020-09-04,368161.0,Air Purifier Parts & Accessories
406,2020-09-05,368161.0,Air Purifier Parts & Accessories
407,2020-09-06,368161.0,Air Purifier Parts & Accessories
408,2020-09-07,368161.0,Air Purifier Parts & Accessories
409,2020-09-08,368161.0,Air Purifier Parts & Accessories
410,2020-09-09,368161.0,Air Purifier Parts & Accessories
411,2020-09-10,179099.0,Air Purifier Parts & Accessories
412,2020-09-11,179099.0,Air Purifier Parts & Accessories
413,2020-09-12,179099.0,Air Purifier Parts & Accessories
414,2020-09-13,136068.0,Air Purifier Parts & Accessories
415,2020-09-14,136068.0,Air Purifier Parts & Accessories
416,2020-09-15,136068.0,Air Purifier Parts & Accessories
417,2020-09-16,136068.0,Air Purifier Parts & Accessories
418,2020-09-17,136068.0,Air Purifier Parts & Accessories
419,2020-09-18,136068.0,Air Purifier Parts & Accessories
420,2020-09-19,136068.0,Air Purifier Parts & Accessories
421,2020-09-20,172959.0,Air Purifier Parts & Accessories
422,2020-09-21,172959.0,Air Purifier Parts & Accessories
423,2020-09-22,172959.0,Air Purifier Parts & Accessories
424,2020-09-23,172959.0,Air Purifier Parts & Accessories
425,2020-09-24,172959.0,Air Purifier Parts & Accessories
426,2020-09-25,172959.0,Air Purifier Parts & Accessories
427,2020-09-26,124169.0,Air Purifier Parts & Accessories
428,2020-09-27,124169.0,Air Purifier Parts & Accessories
429,2020-09-28,124169.0,Air Purifier Parts & Accessories
430,2020-09-29,124169.0,Air Purifier Parts & Accessories
431,2020-09-30,124169.0,Air Purifier Parts & Accessories
432,2020-10-01,129910.0,Air Purifier Parts & Accessories
433,2020-10-02,129910.0,Air Purifier Parts & Accessories
434,2020-10-03,129910.0,Air Purifier Parts & Accessories
435,2020-10-04,215124.0,Air Purifier Parts & Accessories
436,2020-10-05,215124.0,Air Purifier Parts & Accessories
437,2020-10-06,215124.0,Air Purifier Parts & Accessories
438,2020-10-07,215124.0,Air Purifier Parts & Accessories
439,2020-10-08,197961.0,Air Purifier Parts & Accessories
440,2020-10-09,197961.0,Air Purifier Parts & Accessories
441,2020-10-10,197961.0,Air Purifier Parts & Accessories
442,2020-10-11,211284.0,Air Purifier Parts & Accessories
443,2020-10-12,211284.0,Air Purifier Parts & Accessories
444,2020-10-13,211284.0,Air Purifier Parts & Accessories
445,2020-10-14,211284.0,Air Purifier Parts & Accessories
446,2020-10-15,211284.0,Air Purifier Parts & Accessories
447,2020-10-16,211284.0,Air Purifier Parts & Accessories
448,2020-10-17,262155.0,Air Purifier Parts & Accessories
449,2020-10-18,262155.0,Air Purifier Parts & Accessories
450,2020-10-19,262155.0,Air Purifier Parts & Accessories
451,2020-10-20,250863.0,Air Purifier Parts & Accessories
452,2020-10-21,250863.0,Air Purifier Parts & Accessories
453,2020-10-22,132257.0,Air Purifier Parts & Accessories
454,2020-10-23,132257.0,Air Purifier Parts & Accessories
455,2020-10-24,132257.0,Air Purifier Parts & Accessories
456,2020-10-25,158272.0,Air Purifier Parts & Accessories
457,2020-10-26,158272.0,Air Purifier Parts & Accessories
458,2020-10-27,158272.0,Air Purifier Parts & Accessories
459,2020-10-28,158272.0,Air Purifier Parts & Accessories
460,2020-10-29,158272.0,Air Purifier Parts & Accessories
461,2020-10-30,158272.0,Air Purifier Parts & Accessories
462,2020-10-31,158272.0,Air Purifier Parts & Accessories
463,2020-11-01,164668.0,Air Purifier Parts & Accessories
464,2020-11-02,164668.0,Air Purifier Parts & Accessories
465,2020-11-03,164668.0,Air Purifier Parts & Accessories
466,2020-11-04,164668.0,Air Purifier Parts & Accessories
467,2020-11-05,164668.0,Air Purifier Parts & Accessories
468,2020-11-06,189367.0,Air Purifier Parts & Accessories
469,2020-11-07,199205.0,Air Purifier Parts & Accessories
470,2020-11-08,199205.0,Air Purifier Parts & Accessories
471,2020-11-09,199205.0,Air Purifier Parts & Accessories
472,2020-11-10,199205.0,Air Purifier Parts & Accessories
473,2020-11-11,199205.0,Air Purifier Parts & Accessories
474,2020-11-12,325947.0,Air Purifier Parts & Accessories
475,2020-11-13,325947.0,Air Purifier Parts & Accessories
476,2020-11-14,325947.0,Air Purifier Parts & Accessories
477,2020-11-15,325947.0,Air Purifier Parts & Accessories
478,2020-11-16,163258.0,Air Purifier Parts & Accessories
479,2020-11-17,163258.0,Air Purifier Parts & Accessories
