,date,value,name_B07HGH41KK
120,2020-09-25,13970.0,Magnesium
121,2020-09-26,13970.0,Magnesium
122,2020-09-27,13970.0,Magnesium
123,2020-09-28,9849.0,Magnesium
124,2020-09-29,9849.0,Magnesium
125,2020-09-30,9849.0,Magnesium
126,2020-10-01,12773.0,Magnesium
127,2020-10-02,12773.0,Magnesium
128,2020-10-03,12773.0,Magnesium
129,2020-10-04,13096.0,Magnesium
130,2020-10-05,13096.0,Magnesium
131,2020-10-06,12854.0,Magnesium
132,2020-10-07,12854.0,Magnesium
133,2020-10-08,12854.0,Magnesium
134,2020-10-09,15593.0,Magnesium
135,2020-10-10,13513.0,Magnesium
136,2020-10-11,13513.0,Magnesium
137,2020-10-12,13513.0,Magnesium
138,2020-10-13,12334.0,Magnesium
139,2020-10-14,12802.0,Magnesium
140,2020-10-15,12802.0,Magnesium
141,2020-10-16,11463.0,Magnesium
142,2020-10-17,11463.0,Magnesium
143,2020-10-18,11463.0,Magnesium
144,2020-10-19,17246.0,Magnesium
145,2020-10-20,17246.0,Magnesium
146,2020-10-21,17246.0,Magnesium
147,2020-10-22,17246.0,Magnesium
148,2020-10-23,17246.0,Magnesium
149,2020-10-24,12962.0,Magnesium
150,2020-10-25,12962.0,Magnesium
151,2020-10-26,12962.0,Magnesium
152,2020-10-27,16172.0,Magnesium
153,2020-10-28,16172.0,Magnesium
154,2020-10-29,16172.0,Magnesium
155,2020-10-30,13289.0,Magnesium
156,2020-10-31,13255.0,Magnesium
157,2020-11-01,13255.0,Magnesium
158,2020-11-02,13255.0,Magnesium
159,2020-11-03,16139.0,Magnesium
160,2020-11-04,16139.0,Magnesium
161,2020-11-05,16139.0,Magnesium
162,2020-11-06,7322.0,Magnesium
163,2020-11-07,10224.0,Magnesium
164,2020-11-08,10224.0,Magnesium
165,2020-11-09,10224.0,Magnesium
166,2020-11-10,12547.0,Magnesium
167,2020-11-11,12547.0,Magnesium
168,2020-11-12,12547.0,Magnesium
169,2020-11-13,12547.0,Magnesium
170,2020-11-14,12547.0,Magnesium
171,2020-11-15,12491.0,Magnesium
172,2020-11-16,12491.0,Magnesium
173,2020-11-17,12491.0,Magnesium
174,2020-11-18,15237.0,Magnesium
175,2020-11-19,15237.0,Magnesium
176,2020-11-20,15237.0,Magnesium
177,2020-11-21,12379.0,Magnesium
178,2020-11-22,12379.0,Magnesium
179,2020-11-23,12379.0,Magnesium
180,2020-11-24,12379.0,Magnesium
181,2020-11-25,12379.0,Magnesium
182,2020-11-26,12379.0,Magnesium
183,2020-11-27,12379.0,Magnesium
184,2020-11-28,12379.0,Magnesium
185,2020-11-29,12761.0,Magnesium
186,2020-11-30,12761.0,Magnesium
187,2020-12-01,12761.0,Magnesium
188,2020-12-02,15555.0,Magnesium
189,2020-12-03,15555.0,Magnesium
190,2020-12-04,15555.0,Magnesium
191,2020-12-05,15555.0,Magnesium
192,2020-12-06,13199.0,Magnesium
193,2020-12-07,13199.0,Magnesium
194,2020-12-08,13199.0,Magnesium
195,2020-12-09,13199.0,Magnesium
196,2020-12-10,13199.0,Magnesium
197,2020-12-11,13199.0,Magnesium
198,2020-12-12,14565.0,Magnesium
199,2020-12-13,14565.0,Magnesium
200,2020-12-14,14565.0,Magnesium
201,2020-12-15,14565.0,Magnesium
202,2020-12-16,15897.0,Magnesium
203,2020-12-17,15897.0,Magnesium
204,2020-12-18,15012.0,Magnesium
205,2020-12-19,15012.0,Magnesium
206,2020-12-20,16402.0,Magnesium
207,2020-12-21,16402.0,Magnesium
208,2020-12-22,16402.0,Magnesium
209,2020-12-23,16402.0,Magnesium
210,2020-12-24,16402.0,Magnesium
211,2020-12-25,16402.0,Magnesium
212,2020-12-26,13102.0,Magnesium
213,2020-12-27,13102.0,Magnesium
214,2020-12-28,13102.0,Magnesium
215,2020-12-29,13102.0,Magnesium
216,2020-12-30,12236.0,Magnesium
217,2020-12-31,12236.0,Magnesium
218,2021-01-01,12236.0,Magnesium
219,2021-01-02,14485.0,Magnesium
220,2021-01-03,14485.0,Magnesium
221,2021-01-04,14485.0,Magnesium
222,2021-01-05,14485.0,Magnesium
223,2021-01-06,12787.0,Magnesium
224,2021-01-07,12787.0,Magnesium
225,2021-01-08,12787.0,Magnesium
226,2021-01-09,13124.0,Magnesium
227,2021-01-10,13124.0,Magnesium
228,2021-01-11,13124.0,Magnesium
229,2021-01-12,13124.0,Magnesium
230,2021-01-13,13124.0,Magnesium
231,2021-01-14,13124.0,Magnesium
232,2021-01-15,45132.0,Magnesium
233,2021-01-16,45319.0,Magnesium
234,2021-01-17,45319.0,Magnesium
235,2021-01-18,15642.0,Magnesium
236,2021-01-19,15642.0,Magnesium
237,2021-01-20,19063.0,Magnesium
238,2021-01-21,19063.0,Magnesium
239,2021-01-22,19063.0,Magnesium
240,2021-01-23,12126.0,Magnesium
241,2021-01-24,14421.0,Magnesium
242,2021-01-25,10968.0,Magnesium
243,2021-01-26,10968.0,Magnesium
244,2021-01-27,10968.0,Magnesium
245,2021-01-28,13227.0,Magnesium
246,2021-01-29,13227.0,Magnesium
247,2021-01-30,14327.0,Magnesium
248,2021-01-31,14327.0,Magnesium
249,2021-02-01,14327.0,Magnesium
250,2021-02-02,9871.0,Magnesium
251,2021-02-03,9871.0,Magnesium
252,2021-02-04,9871.0,Magnesium
253,2021-02-05,9871.0,Magnesium
254,2021-02-06,9871.0,Magnesium
255,2021-02-07,9000.0,Magnesium
256,2021-02-08,9000.0,Magnesium
257,2021-02-09,9772.0,Magnesium
258,2021-02-10,9772.0,Magnesium
259,2021-02-11,8913.0,Magnesium
260,2021-02-12,8913.0,Magnesium
261,2021-02-13,8913.0,Magnesium
262,2021-02-14,8693.0,Magnesium
263,2021-02-15,8693.0,Magnesium
264,2021-02-16,8693.0,Magnesium
265,2021-02-17,8693.0,Magnesium
266,2021-02-18,9352.0,Magnesium
267,2021-02-19,9352.0,Magnesium
268,2021-02-20,10009.0,Magnesium
269,2021-02-21,10009.0,Magnesium
270,2021-02-22,10009.0,Magnesium
271,2021-02-23,8360.0,Magnesium
272,2021-02-24,8360.0,Magnesium
273,2021-02-25,8360.0,Magnesium
274,2021-02-26,8360.0,Magnesium
275,2021-02-27,8360.0,Magnesium
276,2021-02-28,8360.0,Magnesium
277,2021-03-01,10393.0,Magnesium
278,2021-03-02,10393.0,Magnesium
279,2021-03-03,10393.0,Magnesium
280,2021-03-04,9501.0,Magnesium
281,2021-03-05,10260.0,Magnesium
282,2021-03-06,10260.0,Magnesium
283,2021-03-07,10260.0,Magnesium
284,2021-03-08,9047.0,Magnesium
285,2021-03-09,9047.0,Magnesium
286,2021-03-10,9376.0,Magnesium
287,2021-03-11,8660.0,Magnesium
288,2021-03-12,8576.0,Magnesium
289,2021-03-13,8576.0,Magnesium
290,2021-03-14,8576.0,Magnesium
291,2021-03-15,10057.0,Magnesium
292,2021-03-16,10057.0,Magnesium
293,2021-03-17,8269.0,Magnesium
294,2021-03-18,8269.0,Magnesium
295,2021-03-19,8421.0,Magnesium
296,2021-03-20,8421.0,Magnesium
297,2021-03-21,8421.0,Magnesium
298,2021-03-22,8421.0,Magnesium
299,2021-03-23,8857.0,Magnesium
300,2021-03-24,8857.0,Magnesium
301,2021-03-25,10722.0,Magnesium
302,2021-03-26,10722.0,Magnesium
303,2021-03-27,10722.0,Magnesium
304,2021-03-28,10722.0,Magnesium
305,2021-03-29,9527.0,Magnesium
306,2021-03-30,9527.0,Magnesium
307,2021-03-31,9527.0,Magnesium
308,2021-04-01,10448.0,Magnesium
309,2021-04-02,10448.0,Magnesium
310,2021-04-03,10448.0,Magnesium
311,2021-04-04,10448.0,Magnesium
312,2021-04-05,11426.0,Magnesium
313,2021-04-06,11426.0,Magnesium
314,2021-04-07,11426.0,Magnesium
315,2021-04-08,8694.0,Magnesium
316,2021-04-09,8694.0,Magnesium
317,2021-04-10,9549.0,Magnesium
318,2021-04-11,9549.0,Magnesium
319,2021-04-12,10200.0,Magnesium
320,2021-04-13,10200.0,Magnesium
321,2021-04-14,9434.0,Magnesium
322,2021-04-15,9434.0,Magnesium
323,2021-04-16,9434.0,Magnesium
324,2021-04-17,8252.0,Magnesium
325,2021-04-18,8252.0,Magnesium
326,2021-04-19,9532.0,Magnesium
327,2021-04-20,9078.0,Magnesium
328,2021-04-21,9078.0,Magnesium
329,2021-04-22,9078.0,Magnesium
330,2021-04-23,9648.0,Magnesium
331,2021-04-24,9648.0,Magnesium
332,2021-04-25,9648.0,Magnesium
333,2021-04-26,9106.0,Magnesium
334,2021-04-27,9106.0,Magnesium
335,2021-04-28,9106.0,Magnesium
336,2021-04-29,8855.0,Magnesium
337,2021-04-30,8855.0,Magnesium
338,2021-05-01,8855.0,Magnesium
339,2021-05-02,8855.0,Magnesium
340,2021-05-03,9658.0,Magnesium
341,2021-05-04,9658.0,Magnesium
342,2021-05-05,9655.0,Magnesium
343,2021-05-06,9655.0,Magnesium
344,2021-05-07,9655.0,Magnesium
345,2021-05-08,9718.0,Magnesium
346,2021-05-09,9718.0,Magnesium
347,2021-05-10,9616.0,Magnesium
348,2021-05-11,9616.0,Magnesium
349,2021-05-12,9616.0,Magnesium
350,2021-05-13,10215.0,Magnesium
351,2021-05-14,10215.0,Magnesium
352,2021-05-15,10215.0,Magnesium
353,2021-05-16,8854.0,Magnesium
354,2021-05-17,8854.0,Magnesium
355,2021-05-18,8854.0,Magnesium
356,2021-05-19,8854.0,Magnesium
357,2021-05-20,11115.0,Magnesium
358,2021-05-21,11324.0,Magnesium
359,2021-05-22,11324.0,Magnesium
360,2021-05-23,11324.0,Magnesium
361,2021-05-24,11127.0,Magnesium
362,2021-05-25,11127.0,Magnesium
363,2021-05-26,11147.0,Magnesium
364,2021-05-27,11147.0,Magnesium
365,2021-05-28,11147.0,Magnesium
366,2021-05-29,9544.0,Magnesium
367,2021-05-30,9544.0,Magnesium
368,2021-05-31,9544.0,Magnesium
369,2021-06-01,10047.0,Magnesium
370,2021-06-02,10047.0,Magnesium
371,2021-06-03,10047.0,Magnesium
372,2021-06-04,10681.0,Magnesium
373,2021-06-05,10681.0,Magnesium
374,2021-06-06,10681.0,Magnesium
375,2021-06-07,10973.0,Magnesium
376,2021-06-08,10973.0,Magnesium
377,2021-06-09,10973.0,Magnesium
378,2021-06-10,12122.0,Magnesium
379,2021-06-11,12122.0,Magnesium
380,2021-06-12,13085.0,Magnesium
381,2021-06-13,13085.0,Magnesium
382,2021-06-14,14761.0,Magnesium
383,2021-06-15,14761.0,Magnesium
384,2021-06-16,10835.0,Magnesium
385,2021-06-17,10835.0,Magnesium
386,2021-06-18,11560.0,Magnesium
387,2021-06-19,11560.0,Magnesium
388,2021-06-20,11560.0,Magnesium
389,2021-06-21,17404.0,Magnesium
390,2021-06-22,15279.0,Magnesium
391,2021-06-23,15279.0,Magnesium
392,2021-06-24,15279.0,Magnesium
393,2021-06-25,15279.0,Magnesium
394,2021-06-26,15689.0,Magnesium
395,2021-06-27,15689.0,Magnesium
396,2021-06-28,15689.0,Magnesium
397,2021-06-29,15689.0,Magnesium
398,2021-06-30,13180.0,Magnesium
399,2021-07-01,13180.0,Magnesium
400,2021-07-02,13180.0,Magnesium
401,2021-07-03,12047.0,Magnesium
402,2021-07-04,12047.0,Magnesium
403,2021-07-05,12047.0,Magnesium
404,2021-07-06,12047.0,Magnesium
405,2021-07-07,13368.0,Magnesium
406,2021-07-08,13368.0,Magnesium
407,2021-07-09,13368.0,Magnesium
408,2021-07-10,12878.0,Magnesium
