,date,value,name_B0851SFXH3
179,2020-11-24,18331.0,BCAAs
180,2020-11-25,18331.0,BCAAs
181,2020-11-26,18331.0,BCAAs
182,2020-11-27,18331.0,BCAAs
183,2020-11-28,17627.0,BCAAs
184,2020-11-29,17627.0,BCAAs
185,2020-11-30,17627.0,BCAAs
186,2020-12-01,17264.0,BCAAs
187,2020-12-02,14899.0,BCAAs
188,2020-12-03,14899.0,BCAAs
189,2020-12-04,14899.0,BCAAs
190,2020-12-05,14899.0,BCAAs
191,2020-12-06,14899.0,BCAAs
192,2020-12-07,13585.0,BCAAs
193,2020-12-08,14775.0,BCAAs
194,2020-12-09,14775.0,BCAAs
195,2020-12-10,14775.0,BCAAs
196,2020-12-11,14775.0,BCAAs
197,2020-12-12,16598.0,BCAAs
198,2020-12-13,19968.0,BCAAs
199,2020-12-14,19968.0,BCAAs
200,2020-12-15,19968.0,BCAAs
201,2020-12-16,21347.0,BCAAs
202,2020-12-17,21347.0,BCAAs
203,2020-12-18,15576.0,BCAAs
204,2020-12-19,15576.0,BCAAs
205,2020-12-20,17852.0,BCAAs
206,2020-12-21,17852.0,BCAAs
207,2020-12-22,19299.0,BCAAs
208,2020-12-23,19890.0,BCAAs
209,2020-12-24,22119.0,BCAAs
210,2020-12-25,22119.0,BCAAs
211,2020-12-26,22119.0,BCAAs
212,2020-12-27,22119.0,BCAAs
213,2020-12-28,13531.0,BCAAs
214,2020-12-29,14254.0,BCAAs
215,2020-12-30,14254.0,BCAAs
216,2020-12-31,14254.0,BCAAs
217,2021-01-01,17501.0,BCAAs
218,2021-01-02,17501.0,BCAAs
219,2021-01-03,17501.0,BCAAs
220,2021-01-04,9946.0,BCAAs
221,2021-01-05,9946.0,BCAAs
222,2021-01-06,11147.0,BCAAs
223,2021-01-07,11147.0,BCAAs
224,2021-01-08,11147.0,BCAAs
225,2021-01-09,10909.0,BCAAs
226,2021-01-10,10909.0,BCAAs
227,2021-01-11,10909.0,BCAAs
228,2021-01-12,8687.0,BCAAs
229,2021-01-13,8687.0,BCAAs
230,2021-01-14,9537.0,BCAAs
231,2021-01-15,9537.0,BCAAs
232,2021-01-16,9537.0,BCAAs
233,2021-01-17,9284.0,BCAAs
234,2021-01-18,9284.0,BCAAs
235,2021-01-19,9625.0,BCAAs
236,2021-01-20,10220.0,BCAAs
237,2021-01-21,10220.0,BCAAs
238,2021-01-22,10220.0,BCAAs
239,2021-01-23,11197.0,BCAAs
240,2021-01-24,11197.0,BCAAs
241,2021-01-25,11382.0,BCAAs
242,2021-01-26,10158.0,BCAAs
243,2021-01-27,10158.0,BCAAs
244,2021-01-28,9712.0,BCAAs
245,2021-01-29,9712.0,BCAAs
246,2021-01-30,9712.0,BCAAs
247,2021-01-31,12275.0,BCAAs
248,2021-02-01,12275.0,BCAAs
249,2021-02-02,12275.0,BCAAs
250,2021-02-03,8302.0,BCAAs
251,2021-02-04,8302.0,BCAAs
252,2021-02-05,31200.0,BCAAs
253,2021-02-06,39182.0,BCAAs
254,2021-02-07,39182.0,BCAAs
255,2021-02-08,61615.0,BCAAs
256,2021-02-09,61615.0,BCAAs
257,2021-02-10,61615.0,BCAAs
258,2021-02-11,23771.0,BCAAs
259,2021-02-12,23771.0,BCAAs
260,2021-02-13,23771.0,BCAAs
261,2021-02-14,23771.0,BCAAs
262,2021-02-15,17444.0,BCAAs
263,2021-02-16,17444.0,BCAAs
264,2021-02-17,21367.0,BCAAs
265,2021-02-18,21367.0,BCAAs
266,2021-02-19,21367.0,BCAAs
267,2021-02-20,12740.0,BCAAs
268,2021-02-21,12500.0,BCAAs
269,2021-02-22,12500.0,BCAAs
270,2021-02-23,10236.0,BCAAs
271,2021-02-24,10236.0,BCAAs
272,2021-02-25,9204.0,BCAAs
273,2021-02-26,9204.0,BCAAs
274,2021-02-27,9204.0,BCAAs
275,2021-02-28,10165.0,BCAAs
276,2021-03-01,9255.0,BCAAs
277,2021-03-02,9255.0,BCAAs
278,2021-03-03,9255.0,BCAAs
279,2021-03-04,8174.0,BCAAs
280,2021-03-05,8174.0,BCAAs
281,2021-03-06,12033.0,BCAAs
282,2021-03-07,12033.0,BCAAs
283,2021-03-08,13145.0,BCAAs
284,2021-03-09,13145.0,BCAAs
285,2021-03-10,10636.0,BCAAs
286,2021-03-11,10636.0,BCAAs
287,2021-03-12,9959.0,BCAAs
288,2021-03-13,9959.0,BCAAs
289,2021-03-14,9959.0,BCAAs
290,2021-03-15,10342.0,BCAAs
291,2021-03-16,10072.0,BCAAs
292,2021-03-17,9109.0,BCAAs
293,2021-03-18,9109.0,BCAAs
294,2021-03-19,9109.0,BCAAs
295,2021-03-20,9284.0,BCAAs
296,2021-03-21,10273.0,BCAAs
297,2021-03-22,10273.0,BCAAs
298,2021-03-23,10273.0,BCAAs
299,2021-03-24,7755.0,BCAAs
300,2021-03-25,7755.0,BCAAs
301,2021-03-26,8407.0,BCAAs
302,2021-03-27,8407.0,BCAAs
303,2021-03-28,8407.0,BCAAs
304,2021-03-29,8700.0,BCAAs
305,2021-03-30,8700.0,BCAAs
306,2021-03-31,8700.0,BCAAs
307,2021-04-01,9697.0,BCAAs
308,2021-04-02,9697.0,BCAAs
309,2021-04-03,10883.0,BCAAs
310,2021-04-04,10883.0,BCAAs
311,2021-04-05,10883.0,BCAAs
312,2021-04-06,8131.0,BCAAs
313,2021-04-07,8131.0,BCAAs
314,2021-04-08,7381.0,BCAAs
315,2021-04-09,7381.0,BCAAs
316,2021-04-10,7381.0,BCAAs
317,2021-04-11,8565.0,BCAAs
318,2021-04-12,9610.0,BCAAs
319,2021-04-13,9610.0,BCAAs
320,2021-04-14,8867.0,BCAAs
321,2021-04-15,8867.0,BCAAs
322,2021-04-16,8565.0,BCAAs
323,2021-04-17,8565.0,BCAAs
324,2021-04-18,8565.0,BCAAs
325,2021-04-19,8296.0,BCAAs
326,2021-04-20,7740.0,BCAAs
327,2021-04-21,7740.0,BCAAs
328,2021-04-22,8731.0,BCAAs
329,2021-04-23,7826.0,BCAAs
330,2021-04-24,7826.0,BCAAs
331,2021-04-25,7826.0,BCAAs
332,2021-04-26,9835.0,BCAAs
333,2021-04-27,9835.0,BCAAs
334,2021-04-28,8171.0,BCAAs
335,2021-04-29,8171.0,BCAAs
336,2021-04-30,8171.0,BCAAs
337,2021-05-01,9709.0,BCAAs
338,2021-05-02,9881.0,BCAAs
339,2021-05-03,9881.0,BCAAs
340,2021-05-04,9592.0,BCAAs
341,2021-05-05,9592.0,BCAAs
342,2021-05-06,8842.0,BCAAs
343,2021-05-07,8842.0,BCAAs
344,2021-05-08,13073.0,BCAAs
345,2021-05-09,13073.0,BCAAs
346,2021-05-10,11534.0,BCAAs
347,2021-05-11,11534.0,BCAAs
348,2021-05-12,11534.0,BCAAs
349,2021-05-13,8716.0,BCAAs
350,2021-05-14,11515.0,BCAAs
351,2021-05-15,11515.0,BCAAs
352,2021-05-16,11702.0,BCAAs
353,2021-05-17,11702.0,BCAAs
354,2021-05-18,10665.0,BCAAs
355,2021-05-19,10665.0,BCAAs
356,2021-05-20,10028.0,BCAAs
357,2021-05-21,10224.0,BCAAs
358,2021-05-22,10224.0,BCAAs
359,2021-05-23,12217.0,BCAAs
360,2021-05-24,12217.0,BCAAs
361,2021-05-25,11565.0,BCAAs
362,2021-05-26,11565.0,BCAAs
363,2021-05-27,11018.0,BCAAs
364,2021-05-28,11018.0,BCAAs
365,2021-05-29,11825.0,BCAAs
366,2021-05-30,11825.0,BCAAs
367,2021-05-31,11825.0,BCAAs
368,2021-06-01,10334.0,BCAAs
369,2021-06-02,10334.0,BCAAs
370,2021-06-03,8892.0,BCAAs
371,2021-06-04,8544.0,BCAAs
372,2021-06-05,9966.0,BCAAs
373,2021-06-06,9966.0,BCAAs
374,2021-06-07,9966.0,BCAAs
375,2021-06-08,8555.0,BCAAs
376,2021-06-09,8555.0,BCAAs
377,2021-06-10,8275.0,BCAAs
378,2021-06-11,8275.0,BCAAs
379,2021-06-12,8264.0,BCAAs
380,2021-06-13,8264.0,BCAAs
381,2021-06-14,9686.0,BCAAs
382,2021-06-15,9686.0,BCAAs
383,2021-06-16,8844.0,BCAAs
384,2021-06-17,9149.0,BCAAs
385,2021-06-18,9149.0,BCAAs
386,2021-06-19,9149.0,BCAAs
387,2021-06-20,9377.0,BCAAs
388,2021-06-21,10849.0,BCAAs
389,2021-06-22,11842.0,BCAAs
390,2021-06-23,9281.0,BCAAs
391,2021-06-24,9281.0,BCAAs
392,2021-06-25,9281.0,BCAAs
393,2021-06-26,9281.0,BCAAs
394,2021-06-27,7646.0,BCAAs
395,2021-06-28,7646.0,BCAAs
396,2021-06-29,7578.0,BCAAs
397,2021-06-30,7455.0,BCAAs
398,2021-07-01,7455.0,BCAAs
399,2021-07-02,7336.0,BCAAs
400,2021-07-03,7336.0,BCAAs
401,2021-07-04,7336.0,BCAAs
402,2021-07-05,9337.0,BCAAs
403,2021-07-06,9337.0,BCAAs
404,2021-07-07,9337.0,BCAAs
405,2021-07-08,8487.0,BCAAs
406,2021-07-09,8612.0,BCAAs
407,2021-07-10,8612.0,BCAAs
408,2021-07-11,8993.0,BCAAs
