,date,value,name_B0856393XM
226,2021-04-07,10292.0,Probiotics
227,2021-04-08,10292.0,Probiotics
228,2021-04-09,10292.0,Probiotics
229,2021-04-10,10292.0,Probiotics
230,2021-04-11,10338.0,Probiotics
231,2021-04-12,10338.0,Probiotics
232,2021-04-13,10338.0,Probiotics
233,2021-04-14,10338.0,Probiotics
234,2021-04-15,12098.0,Probiotics
235,2021-04-16,12098.0,Probiotics
236,2021-04-17,12098.0,Probiotics
237,2021-04-18,10683.0,Probiotics
238,2021-04-19,10683.0,Probiotics
239,2021-04-20,9052.0,Probiotics
240,2021-04-21,9052.0,Probiotics
241,2021-04-22,8302.0,Probiotics
242,2021-04-23,8806.0,Probiotics
243,2021-04-24,8806.0,Probiotics
244,2021-04-25,8806.0,Probiotics
245,2021-04-26,10511.0,Probiotics
246,2021-04-27,10511.0,Probiotics
247,2021-04-28,10999.0,Probiotics
248,2021-04-29,10999.0,Probiotics
249,2021-04-30,10999.0,Probiotics
250,2021-05-01,10999.0,Probiotics
251,2021-05-02,12380.0,Probiotics
252,2021-05-03,12380.0,Probiotics
253,2021-05-04,12380.0,Probiotics
254,2021-05-05,10255.0,Probiotics
255,2021-05-06,10255.0,Probiotics
256,2021-05-07,10255.0,Probiotics
257,2021-05-08,10934.0,Probiotics
258,2021-05-09,10934.0,Probiotics
259,2021-05-10,10527.0,Probiotics
260,2021-05-11,10527.0,Probiotics
261,2021-05-12,10527.0,Probiotics
262,2021-05-13,11262.0,Probiotics
263,2021-05-14,11262.0,Probiotics
264,2021-05-15,11262.0,Probiotics
265,2021-05-16,9116.0,Probiotics
266,2021-05-17,9116.0,Probiotics
267,2021-05-18,9116.0,Probiotics
268,2021-05-19,13389.0,Probiotics
269,2021-05-20,10704.0,Probiotics
270,2021-05-21,11479.0,Probiotics
271,2021-05-22,11479.0,Probiotics
272,2021-05-23,11479.0,Probiotics
273,2021-05-24,10690.0,Probiotics
274,2021-05-25,10690.0,Probiotics
275,2021-05-26,11062.0,Probiotics
276,2021-05-27,11062.0,Probiotics
277,2021-05-28,11062.0,Probiotics
278,2021-05-29,12344.0,Probiotics
279,2021-05-30,12344.0,Probiotics
280,2021-05-31,12856.0,Probiotics
281,2021-06-01,12856.0,Probiotics
282,2021-06-02,12856.0,Probiotics
283,2021-06-03,12856.0,Probiotics
284,2021-06-04,10618.0,Probiotics
285,2021-06-05,10618.0,Probiotics
286,2021-06-06,10618.0,Probiotics
287,2021-06-07,10618.0,Probiotics
288,2021-06-08,12025.0,Probiotics
289,2021-06-09,12013.0,Probiotics
290,2021-06-10,12013.0,Probiotics
291,2021-06-11,12352.0,Probiotics
292,2021-06-12,12352.0,Probiotics
293,2021-06-13,12352.0,Probiotics
294,2021-06-14,13497.0,Probiotics
295,2021-06-15,13497.0,Probiotics
296,2021-06-16,13497.0,Probiotics
297,2021-06-17,13323.0,Probiotics
298,2021-06-18,13323.0,Probiotics
299,2021-06-19,13323.0,Probiotics
300,2021-06-20,14843.0,Probiotics
301,2021-06-21,14156.0,Probiotics
302,2021-06-22,17170.0,Probiotics
303,2021-06-23,17170.0,Probiotics
304,2021-06-24,17170.0,Probiotics
305,2021-06-25,11430.0,Probiotics
306,2021-06-26,11430.0,Probiotics
307,2021-06-27,11430.0,Probiotics
308,2021-06-28,11635.0,Probiotics
309,2021-06-29,11635.0,Probiotics
310,2021-06-30,11635.0,Probiotics
311,2021-07-01,11635.0,Probiotics
312,2021-07-02,11635.0,Probiotics
313,2021-07-03,12974.0,Probiotics
314,2021-07-04,12974.0,Probiotics
315,2021-07-05,12974.0,Probiotics
316,2021-07-06,12974.0,Probiotics
317,2021-07-07,11293.0,Probiotics
318,2021-07-08,11293.0,Probiotics
319,2021-07-09,11293.0,Probiotics
320,2021-07-10,11293.0,Probiotics
321,2021-07-11,11396.0,Probiotics
