,date,value,name_B07WRY5MY5
665,2021-06-18,4016.0,Tablecloths
666,2021-06-19,4016.0,Tablecloths
667,2021-06-20,4016.0,Tablecloths
668,2021-06-21,10515.0,Tablecloths
669,2021-06-22,10515.0,Tablecloths
670,2021-06-23,10515.0,Tablecloths
671,2021-06-24,11402.0,Tablecloths
672,2021-06-25,10725.0,Tablecloths
673,2021-06-26,10725.0,Tablecloths
674,2021-06-27,16144.0,Tablecloths
675,2021-06-28,16144.0,Tablecloths
676,2021-06-29,16144.0,Tablecloths
677,2021-06-30,16266.0,Tablecloths
678,2021-07-01,12813.0,Tablecloths
679,2021-07-02,12813.0,Tablecloths
680,2021-07-03,12813.0,Tablecloths
681,2021-07-04,12813.0,Tablecloths
682,2021-07-05,9548.0,Tablecloths
683,2021-07-06,9548.0,Tablecloths
684,2021-07-07,9548.0,Tablecloths
685,2021-07-08,5360.0,Tablecloths
686,2021-07-09,5360.0,Tablecloths
687,2021-07-10,5360.0,Tablecloths
688,2021-07-11,6862.0,Tablecloths
