,date,value,name_B07YCSDWK4
56,2020-07-26,32019.0,Arch Supports
57,2020-07-27,39375.0,Arch Supports
58,2020-07-28,39375.0,Arch Supports
59,2020-07-29,39375.0,Arch Supports
60,2020-07-30,39375.0,Arch Supports
61,2020-07-31,39375.0,Arch Supports
62,2020-08-01,39375.0,Arch Supports
63,2020-08-02,39375.0,Arch Supports
64,2020-08-03,39375.0,Arch Supports
65,2020-08-04,39375.0,Arch Supports
66,2020-08-05,39375.0,Arch Supports
67,2020-08-06,72575.0,Arch Supports
68,2020-08-07,72575.0,Arch Supports
69,2020-08-08,72575.0,Arch Supports
70,2020-08-09,72575.0,Arch Supports
71,2020-08-10,32778.0,Arch Supports
72,2020-08-11,32778.0,Arch Supports
73,2020-08-12,32778.0,Arch Supports
74,2020-08-13,32778.0,Arch Supports
75,2020-08-14,32778.0,Arch Supports
76,2020-08-15,30665.0,Arch Supports
77,2020-08-16,47677.0,Arch Supports
78,2020-08-17,47677.0,Arch Supports
79,2020-08-18,47677.0,Arch Supports
80,2020-08-19,54586.0,Arch Supports
81,2020-08-20,54586.0,Arch Supports
82,2020-08-21,54586.0,Arch Supports
83,2020-08-22,54586.0,Arch Supports
84,2020-08-23,54586.0,Arch Supports
85,2020-08-24,42725.0,Arch Supports
86,2020-08-25,42725.0,Arch Supports
87,2020-08-26,42725.0,Arch Supports
88,2020-08-27,42725.0,Arch Supports
89,2020-08-28,42725.0,Arch Supports
90,2020-08-29,42725.0,Arch Supports
91,2020-08-30,42725.0,Arch Supports
92,2020-08-31,35619.0,Arch Supports
93,2020-09-01,35619.0,Arch Supports
94,2020-09-02,35619.0,Arch Supports
95,2020-09-03,35619.0,Arch Supports
96,2020-09-04,35619.0,Arch Supports
97,2020-09-05,28970.0,Arch Supports
98,2020-09-06,28970.0,Arch Supports
99,2020-09-07,28970.0,Arch Supports
100,2020-09-08,28970.0,Arch Supports
101,2020-09-09,28970.0,Arch Supports
102,2020-09-10,28970.0,Arch Supports
103,2020-09-11,28970.0,Arch Supports
104,2020-09-12,28970.0,Arch Supports
105,2020-09-13,24346.0,Arch Supports
106,2020-09-14,24346.0,Arch Supports
107,2020-09-15,24346.0,Arch Supports
108,2020-09-16,24346.0,Arch Supports
109,2020-09-17,26409.0,Arch Supports
110,2020-09-18,26409.0,Arch Supports
111,2020-09-19,26409.0,Arch Supports
112,2020-09-20,26409.0,Arch Supports
113,2020-09-21,26409.0,Arch Supports
114,2020-09-22,26409.0,Arch Supports
115,2020-09-23,24236.0,Arch Supports
116,2020-09-24,24236.0,Arch Supports
117,2020-09-25,24236.0,Arch Supports
118,2020-09-26,24236.0,Arch Supports
119,2020-09-27,24162.0,Arch Supports
120,2020-09-28,24162.0,Arch Supports
121,2020-09-29,24162.0,Arch Supports
122,2020-09-30,24162.0,Arch Supports
123,2020-10-01,24162.0,Arch Supports
124,2020-10-02,24540.0,Arch Supports
125,2020-10-03,24540.0,Arch Supports
126,2020-10-04,24540.0,Arch Supports
127,2020-10-05,24540.0,Arch Supports
128,2020-10-06,24540.0,Arch Supports
129,2020-10-07,24540.0,Arch Supports
130,2020-10-08,24540.0,Arch Supports
131,2020-10-09,24540.0,Arch Supports
132,2020-10-10,24540.0,Arch Supports
133,2020-10-11,33220.0,Arch Supports
134,2020-10-12,33220.0,Arch Supports
135,2020-10-13,33220.0,Arch Supports
136,2020-10-14,33220.0,Arch Supports
137,2020-10-15,33220.0,Arch Supports
138,2020-10-16,33220.0,Arch Supports
139,2020-10-17,24465.0,Arch Supports
140,2020-10-18,24465.0,Arch Supports
141,2020-10-19,24465.0,Arch Supports
142,2020-10-20,24465.0,Arch Supports
143,2020-10-21,27597.0,Arch Supports
144,2020-10-22,27597.0,Arch Supports
145,2020-10-23,27597.0,Arch Supports
146,2020-10-24,28425.0,Arch Supports
147,2020-10-25,28425.0,Arch Supports
148,2020-10-26,28425.0,Arch Supports
149,2020-10-27,28425.0,Arch Supports
150,2020-10-28,34832.0,Arch Supports
151,2020-10-29,34832.0,Arch Supports
152,2020-10-30,35636.0,Arch Supports
153,2020-10-31,35636.0,Arch Supports
154,2020-11-01,35636.0,Arch Supports
155,2020-11-02,35636.0,Arch Supports
156,2020-11-03,35636.0,Arch Supports
157,2020-11-04,35636.0,Arch Supports
158,2020-11-05,32898.0,Arch Supports
159,2020-11-06,32898.0,Arch Supports
160,2020-11-07,32898.0,Arch Supports
161,2020-11-08,32898.0,Arch Supports
162,2020-11-09,26393.0,Arch Supports
163,2020-11-10,26393.0,Arch Supports
164,2020-11-11,26393.0,Arch Supports
165,2020-11-12,26393.0,Arch Supports
166,2020-11-13,37420.0,Arch Supports
167,2020-11-14,38460.0,Arch Supports
168,2020-11-15,30638.0,Arch Supports
169,2020-11-16,30638.0,Arch Supports
170,2020-11-17,30638.0,Arch Supports
171,2020-11-18,30638.0,Arch Supports
172,2020-11-19,30638.0,Arch Supports
173,2020-11-20,36497.0,Arch Supports
174,2020-11-21,36497.0,Arch Supports
175,2020-11-22,24409.0,Arch Supports
176,2020-11-23,24409.0,Arch Supports
177,2020-11-24,24409.0,Arch Supports
178,2020-11-25,24409.0,Arch Supports
179,2020-11-26,35705.0,Arch Supports
180,2020-11-27,35705.0,Arch Supports
181,2020-11-28,35705.0,Arch Supports
182,2020-11-29,35705.0,Arch Supports
183,2020-11-30,35705.0,Arch Supports
184,2020-12-01,35705.0,Arch Supports
185,2020-12-02,27832.0,Arch Supports
186,2020-12-03,27832.0,Arch Supports
187,2020-12-04,27832.0,Arch Supports
188,2020-12-05,33652.0,Arch Supports
189,2020-12-06,33652.0,Arch Supports
190,2020-12-07,33652.0,Arch Supports
191,2020-12-08,33652.0,Arch Supports
192,2020-12-09,33652.0,Arch Supports
193,2020-12-10,39215.0,Arch Supports
194,2020-12-11,39215.0,Arch Supports
195,2020-12-12,39215.0,Arch Supports
196,2020-12-13,36846.0,Arch Supports
197,2020-12-14,36846.0,Arch Supports
198,2020-12-15,36846.0,Arch Supports
199,2020-12-16,36846.0,Arch Supports
200,2020-12-17,36846.0,Arch Supports
201,2020-12-18,36846.0,Arch Supports
202,2020-12-19,36846.0,Arch Supports
203,2020-12-20,40889.0,Arch Supports
204,2020-12-21,40889.0,Arch Supports
205,2020-12-22,40889.0,Arch Supports
206,2020-12-23,40889.0,Arch Supports
207,2020-12-24,40889.0,Arch Supports
208,2020-12-25,40889.0,Arch Supports
209,2020-12-26,40889.0,Arch Supports
210,2020-12-27,40889.0,Arch Supports
211,2020-12-28,40889.0,Arch Supports
212,2020-12-29,40889.0,Arch Supports
213,2020-12-30,40889.0,Arch Supports
214,2020-12-31,40889.0,Arch Supports
215,2021-01-01,40889.0,Arch Supports
216,2021-01-02,40889.0,Arch Supports
217,2021-01-03,40889.0,Arch Supports
218,2021-01-04,40889.0,Arch Supports
219,2021-01-05,40889.0,Arch Supports
220,2021-01-06,28009.0,Arch Supports
221,2021-01-07,28009.0,Arch Supports
222,2021-01-08,28009.0,Arch Supports
223,2021-01-09,28009.0,Arch Supports
224,2021-01-10,28009.0,Arch Supports
225,2021-01-11,28009.0,Arch Supports
226,2021-01-12,28009.0,Arch Supports
227,2021-01-13,22212.0,Arch Supports
228,2021-01-14,22212.0,Arch Supports
229,2021-01-15,22212.0,Arch Supports
230,2021-01-16,22212.0,Arch Supports
231,2021-01-17,22212.0,Arch Supports
232,2021-01-18,22212.0,Arch Supports
233,2021-01-19,30688.0,Arch Supports
234,2021-01-20,30688.0,Arch Supports
235,2021-01-21,22952.0,Arch Supports
236,2021-01-22,22952.0,Arch Supports
237,2021-01-23,22952.0,Arch Supports
238,2021-01-24,22952.0,Arch Supports
239,2021-01-25,22952.0,Arch Supports
240,2021-01-26,22952.0,Arch Supports
241,2021-01-27,22952.0,Arch Supports
242,2021-01-28,22952.0,Arch Supports
243,2021-01-29,22952.0,Arch Supports
244,2021-01-30,30735.0,Arch Supports
245,2021-01-31,30735.0,Arch Supports
246,2021-02-01,30735.0,Arch Supports
247,2021-02-02,31767.0,Arch Supports
248,2021-02-03,31767.0,Arch Supports
249,2021-02-04,31767.0,Arch Supports
250,2021-02-05,31767.0,Arch Supports
251,2021-02-06,31767.0,Arch Supports
252,2021-02-07,31767.0,Arch Supports
253,2021-02-08,31767.0,Arch Supports
254,2021-02-09,31767.0,Arch Supports
255,2021-02-10,30245.0,Arch Supports
256,2021-02-11,30245.0,Arch Supports
257,2021-02-12,30245.0,Arch Supports
258,2021-02-13,42972.0,Arch Supports
259,2021-02-14,42972.0,Arch Supports
260,2021-02-15,42972.0,Arch Supports
261,2021-02-16,42972.0,Arch Supports
262,2021-02-17,42972.0,Arch Supports
263,2021-02-18,42972.0,Arch Supports
264,2021-02-19,42972.0,Arch Supports
265,2021-02-20,35272.0,Arch Supports
266,2021-02-21,35272.0,Arch Supports
267,2021-02-22,35272.0,Arch Supports
268,2021-02-23,35272.0,Arch Supports
269,2021-02-24,35272.0,Arch Supports
270,2021-02-25,26792.0,Arch Supports
271,2021-02-26,26792.0,Arch Supports
272,2021-02-27,26792.0,Arch Supports
273,2021-02-28,26792.0,Arch Supports
274,2021-03-01,26792.0,Arch Supports
275,2021-03-02,26792.0,Arch Supports
276,2021-03-03,26792.0,Arch Supports
277,2021-03-04,26792.0,Arch Supports
278,2021-03-05,22858.0,Arch Supports
279,2021-03-06,22858.0,Arch Supports
280,2021-03-07,22858.0,Arch Supports
281,2021-03-08,22858.0,Arch Supports
282,2021-03-09,25699.0,Arch Supports
283,2021-03-10,25699.0,Arch Supports
284,2021-03-11,25699.0,Arch Supports
285,2021-03-12,25699.0,Arch Supports
286,2021-03-13,24939.0,Arch Supports
287,2021-03-14,24939.0,Arch Supports
288,2021-03-15,19505.0,Arch Supports
289,2021-03-16,19505.0,Arch Supports
290,2021-03-17,19505.0,Arch Supports
291,2021-03-18,27352.0,Arch Supports
292,2021-03-19,27352.0,Arch Supports
293,2021-03-20,27352.0,Arch Supports
294,2021-03-21,27352.0,Arch Supports
295,2021-03-22,23485.0,Arch Supports
296,2021-03-23,23485.0,Arch Supports
297,2021-03-24,23485.0,Arch Supports
298,2021-03-25,24976.0,Arch Supports
299,2021-03-26,24976.0,Arch Supports
300,2021-03-27,33541.0,Arch Supports
301,2021-03-28,33541.0,Arch Supports
302,2021-03-29,33541.0,Arch Supports
303,2021-03-30,33541.0,Arch Supports
304,2021-03-31,33541.0,Arch Supports
305,2021-04-01,33000.0,Arch Supports
306,2021-04-02,33000.0,Arch Supports
307,2021-04-03,33000.0,Arch Supports
308,2021-04-04,33000.0,Arch Supports
309,2021-04-05,33000.0,Arch Supports
310,2021-04-06,33000.0,Arch Supports
311,2021-04-07,47561.0,Arch Supports
312,2021-04-08,35780.0,Arch Supports
313,2021-04-09,35780.0,Arch Supports
314,2021-04-10,35780.0,Arch Supports
315,2021-04-11,35780.0,Arch Supports
316,2021-04-12,35780.0,Arch Supports
317,2021-04-13,35780.0,Arch Supports
318,2021-04-14,26708.0,Arch Supports
319,2021-04-15,26708.0,Arch Supports
320,2021-04-16,26708.0,Arch Supports
321,2021-04-17,26708.0,Arch Supports
322,2021-04-18,26708.0,Arch Supports
323,2021-04-19,26708.0,Arch Supports
324,2021-04-20,19674.0,Arch Supports
325,2021-04-21,23289.0,Arch Supports
326,2021-04-22,20188.0,Arch Supports
327,2021-04-23,22943.0,Arch Supports
328,2021-04-24,22943.0,Arch Supports
329,2021-04-25,22943.0,Arch Supports
330,2021-04-26,22943.0,Arch Supports
331,2021-04-27,22943.0,Arch Supports
332,2021-04-28,18322.0,Arch Supports
333,2021-04-29,18322.0,Arch Supports
334,2021-04-30,18322.0,Arch Supports
335,2021-05-01,18322.0,Arch Supports
336,2021-05-02,18322.0,Arch Supports
337,2021-05-03,18322.0,Arch Supports
338,2021-05-04,19926.0,Arch Supports
339,2021-05-05,16829.0,Arch Supports
340,2021-05-06,16829.0,Arch Supports
341,2021-05-07,18800.0,Arch Supports
342,2021-05-08,18884.0,Arch Supports
343,2021-05-09,18884.0,Arch Supports
344,2021-05-10,19745.0,Arch Supports
345,2021-05-11,19745.0,Arch Supports
346,2021-05-12,15939.0,Arch Supports
347,2021-05-13,21196.0,Arch Supports
348,2021-05-14,21196.0,Arch Supports
349,2021-05-15,17829.0,Arch Supports
350,2021-05-16,17829.0,Arch Supports
351,2021-05-17,15707.0,Arch Supports
352,2021-05-18,15707.0,Arch Supports
353,2021-05-19,18859.0,Arch Supports
354,2021-05-20,20985.0,Arch Supports
355,2021-05-21,22518.0,Arch Supports
356,2021-05-22,22518.0,Arch Supports
357,2021-05-23,22181.0,Arch Supports
358,2021-05-24,17117.0,Arch Supports
359,2021-05-25,19962.0,Arch Supports
360,2021-05-26,19962.0,Arch Supports
361,2021-05-27,18279.0,Arch Supports
362,2021-05-28,18279.0,Arch Supports
363,2021-05-29,23664.0,Arch Supports
364,2021-05-30,22619.0,Arch Supports
365,2021-05-31,22619.0,Arch Supports
366,2021-06-01,16957.0,Arch Supports
367,2021-06-02,16826.0,Arch Supports
368,2021-06-03,15770.0,Arch Supports
369,2021-06-04,20603.0,Arch Supports
370,2021-06-05,21532.0,Arch Supports
371,2021-06-06,21532.0,Arch Supports
372,2021-06-07,22152.0,Arch Supports
373,2021-06-08,20359.0,Arch Supports
374,2021-06-09,20359.0,Arch Supports
375,2021-06-10,18644.0,Arch Supports
376,2021-06-11,18644.0,Arch Supports
377,2021-06-12,18703.0,Arch Supports
378,2021-06-13,18703.0,Arch Supports
379,2021-06-14,18703.0,Arch Supports
380,2021-06-15,18703.0,Arch Supports
381,2021-06-16,17739.0,Arch Supports
382,2021-06-17,17739.0,Arch Supports
383,2021-06-18,21525.0,Arch Supports
384,2021-06-19,21525.0,Arch Supports
385,2021-06-20,21451.0,Arch Supports
386,2021-06-21,25242.0,Arch Supports
387,2021-06-22,18019.0,Arch Supports
388,2021-06-23,18019.0,Arch Supports
389,2021-06-24,18019.0,Arch Supports
390,2021-06-25,16595.0,Arch Supports
391,2021-06-26,16933.0,Arch Supports
392,2021-06-27,16933.0,Arch Supports
393,2021-06-28,16933.0,Arch Supports
394,2021-06-29,30170.0,Arch Supports
395,2021-06-30,21818.0,Arch Supports
396,2021-07-01,21818.0,Arch Supports
397,2021-07-02,19897.0,Arch Supports
398,2021-07-03,19897.0,Arch Supports
399,2021-07-04,19897.0,Arch Supports
400,2021-07-05,22691.0,Arch Supports
401,2021-07-06,22691.0,Arch Supports
402,2021-07-07,22691.0,Arch Supports
403,2021-07-08,22691.0,Arch Supports
404,2021-07-09,22691.0,Arch Supports
405,2021-07-10,20460.0,Arch Supports
