,date,value,name_B08DR85WL1
53,2020-09-25,2938.0,Grow Bags
54,2020-09-26,2938.0,Grow Bags
55,2020-09-27,4741.0,Grow Bags
56,2020-09-28,4741.0,Grow Bags
57,2020-09-29,4741.0,Grow Bags
58,2020-09-30,4741.0,Grow Bags
59,2020-10-01,5965.0,Grow Bags
60,2020-10-02,4887.0,Grow Bags
61,2020-10-03,4887.0,Grow Bags
62,2020-10-04,4887.0,Grow Bags
63,2020-10-05,4887.0,Grow Bags
64,2020-10-06,4887.0,Grow Bags
65,2020-10-07,4887.0,Grow Bags
66,2020-10-08,6662.0,Grow Bags
67,2020-10-09,4753.0,Grow Bags
68,2020-10-10,4753.0,Grow Bags
69,2020-10-11,4753.0,Grow Bags
70,2020-10-12,6514.0,Grow Bags
71,2020-10-13,5997.0,Grow Bags
72,2020-10-14,6750.0,Grow Bags
73,2020-10-15,963.0,Grow Bags
74,2020-10-16,963.0,Grow Bags
75,2020-10-17,963.0,Grow Bags
76,2020-10-18,963.0,Grow Bags
77,2020-10-19,5789.0,Grow Bags
78,2020-10-20,5789.0,Grow Bags
79,2020-10-21,7446.0,Grow Bags
80,2020-10-22,7446.0,Grow Bags
81,2020-10-23,7446.0,Grow Bags
82,2020-10-24,7446.0,Grow Bags
83,2020-10-25,7446.0,Grow Bags
84,2020-10-26,8208.0,Grow Bags
85,2020-10-27,8208.0,Grow Bags
86,2020-10-28,9800.0,Grow Bags
87,2020-10-29,6831.0,Grow Bags
88,2020-10-30,10754.0,Grow Bags
89,2020-10-31,10754.0,Grow Bags
90,2020-11-01,10754.0,Grow Bags
91,2020-11-02,9913.0,Grow Bags
92,2020-11-03,9913.0,Grow Bags
93,2020-11-04,9913.0,Grow Bags
94,2020-11-05,10367.0,Grow Bags
95,2020-11-06,10367.0,Grow Bags
96,2020-11-07,10367.0,Grow Bags
97,2020-11-08,10367.0,Grow Bags
98,2020-11-09,10367.0,Grow Bags
99,2020-11-10,14064.0,Grow Bags
100,2020-11-11,15239.0,Grow Bags
101,2020-11-12,15239.0,Grow Bags
102,2020-11-13,15239.0,Grow Bags
103,2020-11-14,11907.0,Grow Bags
104,2020-11-15,11907.0,Grow Bags
105,2020-11-16,11907.0,Grow Bags
106,2020-11-17,11907.0,Grow Bags
107,2020-11-18,15261.0,Grow Bags
108,2020-11-19,15261.0,Grow Bags
109,2020-11-20,15261.0,Grow Bags
110,2020-11-21,15261.0,Grow Bags
111,2020-11-22,15261.0,Grow Bags
112,2020-11-23,17830.0,Grow Bags
113,2020-11-24,15168.0,Grow Bags
114,2020-11-25,15168.0,Grow Bags
115,2020-11-26,16009.0,Grow Bags
116,2020-11-27,26735.0,Grow Bags
117,2020-11-28,26735.0,Grow Bags
118,2020-11-29,26735.0,Grow Bags
119,2020-11-30,26735.0,Grow Bags
120,2020-12-01,26735.0,Grow Bags
121,2020-12-02,20037.0,Grow Bags
122,2020-12-03,20037.0,Grow Bags
123,2020-12-04,20037.0,Grow Bags
124,2020-12-05,20037.0,Grow Bags
125,2020-12-06,20037.0,Grow Bags
126,2020-12-07,20587.0,Grow Bags
127,2020-12-08,20587.0,Grow Bags
128,2020-12-09,24295.0,Grow Bags
129,2020-12-10,20295.0,Grow Bags
130,2020-12-11,23241.0,Grow Bags
131,2020-12-12,30915.0,Grow Bags
132,2020-12-13,19643.0,Grow Bags
133,2020-12-14,25271.0,Grow Bags
134,2020-12-15,20345.0,Grow Bags
135,2020-12-16,17975.0,Grow Bags
136,2020-12-17,20072.0,Grow Bags
137,2020-12-18,23734.0,Grow Bags
138,2020-12-19,23734.0,Grow Bags
139,2020-12-20,26022.0,Grow Bags
140,2020-12-21,29579.0,Grow Bags
141,2020-12-22,24354.0,Grow Bags
142,2020-12-23,18893.0,Grow Bags
143,2020-12-24,28513.0,Grow Bags
144,2020-12-25,21553.0,Grow Bags
145,2020-12-26,30263.0,Grow Bags
146,2020-12-27,24372.0,Grow Bags
147,2020-12-28,30281.0,Grow Bags
148,2020-12-29,18449.0,Grow Bags
149,2020-12-30,18353.0,Grow Bags
150,2020-12-31,13388.0,Grow Bags
151,2021-01-01,24198.0,Grow Bags
152,2021-01-02,24198.0,Grow Bags
153,2021-01-03,24198.0,Grow Bags
154,2021-01-04,9974.0,Grow Bags
155,2021-01-05,9974.0,Grow Bags
156,2021-01-06,10789.0,Grow Bags
157,2021-01-07,10789.0,Grow Bags
158,2021-01-08,10789.0,Grow Bags
159,2021-01-09,5764.0,Grow Bags
160,2021-01-10,5764.0,Grow Bags
161,2021-01-11,5764.0,Grow Bags
162,2021-01-12,6613.0,Grow Bags
163,2021-01-13,8202.0,Grow Bags
164,2021-01-14,8202.0,Grow Bags
165,2021-01-15,8202.0,Grow Bags
166,2021-01-16,8202.0,Grow Bags
167,2021-01-17,8202.0,Grow Bags
168,2021-01-18,11370.0,Grow Bags
169,2021-01-19,11370.0,Grow Bags
170,2021-01-20,11370.0,Grow Bags
171,2021-01-21,11370.0,Grow Bags
172,2021-01-22,5676.0,Grow Bags
173,2021-01-23,5676.0,Grow Bags
174,2021-01-24,3947.0,Grow Bags
175,2021-01-25,3947.0,Grow Bags
176,2021-01-26,3947.0,Grow Bags
177,2021-01-27,7003.0,Grow Bags
178,2021-01-28,5856.0,Grow Bags
179,2021-01-29,5700.0,Grow Bags
180,2021-01-30,5700.0,Grow Bags
181,2021-01-31,5700.0,Grow Bags
182,2021-02-01,8473.0,Grow Bags
183,2021-02-02,8473.0,Grow Bags
184,2021-02-03,8473.0,Grow Bags
185,2021-02-04,19167.0,Grow Bags
186,2021-02-05,19167.0,Grow Bags
187,2021-02-06,12068.0,Grow Bags
188,2021-02-07,12068.0,Grow Bags
189,2021-02-08,23730.0,Grow Bags
190,2021-02-09,23730.0,Grow Bags
191,2021-02-10,18065.0,Grow Bags
192,2021-02-11,18065.0,Grow Bags
193,2021-02-12,20415.0,Grow Bags
194,2021-02-13,20415.0,Grow Bags
195,2021-02-14,20415.0,Grow Bags
196,2021-02-15,20415.0,Grow Bags
197,2021-02-16,12541.0,Grow Bags
198,2021-02-17,12541.0,Grow Bags
199,2021-02-18,12541.0,Grow Bags
200,2021-02-19,17240.0,Grow Bags
201,2021-02-20,22353.0,Grow Bags
202,2021-02-21,22353.0,Grow Bags
203,2021-02-22,8829.0,Grow Bags
204,2021-02-23,8829.0,Grow Bags
205,2021-02-24,8829.0,Grow Bags
206,2021-02-25,8829.0,Grow Bags
207,2021-02-26,8829.0,Grow Bags
208,2021-02-27,8829.0,Grow Bags
209,2021-02-28,8829.0,Grow Bags
210,2021-03-01,8829.0,Grow Bags
211,2021-03-02,13441.0,Grow Bags
212,2021-03-03,13441.0,Grow Bags
213,2021-03-04,13441.0,Grow Bags
214,2021-03-05,15609.0,Grow Bags
215,2021-03-06,15609.0,Grow Bags
216,2021-03-07,15609.0,Grow Bags
217,2021-03-08,12325.0,Grow Bags
218,2021-03-09,12325.0,Grow Bags
219,2021-03-10,12003.0,Grow Bags
220,2021-03-11,12003.0,Grow Bags
221,2021-03-12,13061.0,Grow Bags
222,2021-03-13,13061.0,Grow Bags
223,2021-03-14,13061.0,Grow Bags
224,2021-03-15,9169.0,Grow Bags
225,2021-03-16,7690.0,Grow Bags
226,2021-03-17,7690.0,Grow Bags
227,2021-03-18,5209.0,Grow Bags
228,2021-03-19,5427.0,Grow Bags
229,2021-03-20,4723.0,Grow Bags
230,2021-03-21,4723.0,Grow Bags
231,2021-03-22,4723.0,Grow Bags
232,2021-03-23,4334.0,Grow Bags
233,2021-03-24,3942.0,Grow Bags
234,2021-03-25,3942.0,Grow Bags
235,2021-03-26,2012.0,Grow Bags
236,2021-03-27,2012.0,Grow Bags
237,2021-03-28,1144.0,Grow Bags
238,2021-03-29,1103.0,Grow Bags
239,2021-03-30,1227.0,Grow Bags
240,2021-03-31,1180.0,Grow Bags
241,2021-04-01,1180.0,Grow Bags
242,2021-04-02,1180.0,Grow Bags
243,2021-04-03,1222.0,Grow Bags
244,2021-04-04,1222.0,Grow Bags
245,2021-04-05,1155.0,Grow Bags
246,2021-04-06,1388.0,Grow Bags
247,2021-04-07,1388.0,Grow Bags
248,2021-04-08,1492.0,Grow Bags
249,2021-04-09,1492.0,Grow Bags
250,2021-04-10,2102.0,Grow Bags
251,2021-04-11,3011.0,Grow Bags
252,2021-04-12,2348.0,Grow Bags
253,2021-04-13,2348.0,Grow Bags
254,2021-04-14,2278.0,Grow Bags
255,2021-04-15,2278.0,Grow Bags
256,2021-04-16,2591.0,Grow Bags
257,2021-04-17,2421.0,Grow Bags
258,2021-04-18,2421.0,Grow Bags
259,2021-04-19,7652.0,Grow Bags
260,2021-04-20,7652.0,Grow Bags
261,2021-04-21,3921.0,Grow Bags
262,2021-04-22,2250.0,Grow Bags
263,2021-04-23,2250.0,Grow Bags
264,2021-04-24,2250.0,Grow Bags
265,2021-04-25,3444.0,Grow Bags
266,2021-04-26,2679.0,Grow Bags
267,2021-04-27,2679.0,Grow Bags
268,2021-04-28,3101.0,Grow Bags
269,2021-04-29,3101.0,Grow Bags
270,2021-04-30,3153.0,Grow Bags
271,2021-05-01,3153.0,Grow Bags
272,2021-05-02,3153.0,Grow Bags
273,2021-05-03,3063.0,Grow Bags
274,2021-05-04,3063.0,Grow Bags
275,2021-05-05,2849.0,Grow Bags
276,2021-05-06,2583.0,Grow Bags
277,2021-05-07,2975.0,Grow Bags
278,2021-05-08,2975.0,Grow Bags
279,2021-05-09,2975.0,Grow Bags
280,2021-05-10,3574.0,Grow Bags
281,2021-05-11,3574.0,Grow Bags
282,2021-05-12,2865.0,Grow Bags
283,2021-05-13,2865.0,Grow Bags
284,2021-05-14,2508.0,Grow Bags
285,2021-05-15,2508.0,Grow Bags
286,2021-05-16,2370.0,Grow Bags
287,2021-05-17,2923.0,Grow Bags
288,2021-05-18,3075.0,Grow Bags
289,2021-05-19,3075.0,Grow Bags
290,2021-05-20,3097.0,Grow Bags
291,2021-05-21,3097.0,Grow Bags
292,2021-05-22,3561.0,Grow Bags
293,2021-05-23,3127.0,Grow Bags
294,2021-05-24,3127.0,Grow Bags
295,2021-05-25,3994.0,Grow Bags
296,2021-05-26,3994.0,Grow Bags
297,2021-05-27,4692.0,Grow Bags
298,2021-05-28,3224.0,Grow Bags
299,2021-05-29,3439.0,Grow Bags
300,2021-05-30,3439.0,Grow Bags
301,2021-05-31,4232.0,Grow Bags
302,2021-06-01,4986.0,Grow Bags
303,2021-06-02,4986.0,Grow Bags
304,2021-06-03,4940.0,Grow Bags
305,2021-06-04,4940.0,Grow Bags
306,2021-06-05,3744.0,Grow Bags
307,2021-06-06,5059.0,Grow Bags
308,2021-06-07,6750.0,Grow Bags
309,2021-06-08,6323.0,Grow Bags
310,2021-06-09,4939.0,Grow Bags
311,2021-06-10,4939.0,Grow Bags
312,2021-06-11,4735.0,Grow Bags
313,2021-06-12,4735.0,Grow Bags
314,2021-06-13,6276.0,Grow Bags
315,2021-06-14,6276.0,Grow Bags
316,2021-06-15,6405.0,Grow Bags
317,2021-06-16,6405.0,Grow Bags
318,2021-06-17,6405.0,Grow Bags
319,2021-06-18,9069.0,Grow Bags
320,2021-06-19,9069.0,Grow Bags
321,2021-06-20,8130.0,Grow Bags
322,2021-06-21,8130.0,Grow Bags
323,2021-06-22,13083.0,Grow Bags
324,2021-06-23,13083.0,Grow Bags
325,2021-06-24,13346.0,Grow Bags
326,2021-06-25,13346.0,Grow Bags
327,2021-06-26,11400.0,Grow Bags
328,2021-06-27,10144.0,Grow Bags
329,2021-06-28,10144.0,Grow Bags
330,2021-06-29,18453.0,Grow Bags
331,2021-06-30,15372.0,Grow Bags
332,2021-07-01,11551.0,Grow Bags
333,2021-07-02,11551.0,Grow Bags
334,2021-07-03,11551.0,Grow Bags
335,2021-07-04,8366.0,Grow Bags
336,2021-07-05,8366.0,Grow Bags
337,2021-07-06,8583.0,Grow Bags
338,2021-07-07,8583.0,Grow Bags
339,2021-07-08,9809.0,Grow Bags
340,2021-07-09,7065.0,Grow Bags
341,2021-07-10,7065.0,Grow Bags
342,2021-07-11,6137.0,Grow Bags
