,date,value,name_B08K3RVPHM
65,2020-11-30,15267.0,Home Fragrance Accessories
66,2020-12-01,15267.0,Home Fragrance Accessories
67,2020-12-02,15915.0,Home Fragrance Accessories
68,2020-12-03,17266.0,Home Fragrance Accessories
69,2020-12-04,17235.0,Home Fragrance Accessories
70,2020-12-05,16281.0,Home Fragrance Accessories
71,2020-12-06,16281.0,Home Fragrance Accessories
72,2020-12-07,16281.0,Home Fragrance Accessories
73,2020-12-08,18062.0,Home Fragrance Accessories
74,2020-12-09,16881.0,Home Fragrance Accessories
75,2020-12-10,15105.0,Home Fragrance Accessories
76,2020-12-11,15105.0,Home Fragrance Accessories
77,2020-12-12,15105.0,Home Fragrance Accessories
78,2020-12-13,17229.0,Home Fragrance Accessories
79,2020-12-14,17775.0,Home Fragrance Accessories
80,2020-12-15,16356.0,Home Fragrance Accessories
81,2020-12-16,16356.0,Home Fragrance Accessories
82,2020-12-17,14683.0,Home Fragrance Accessories
83,2020-12-18,9762.0,Home Fragrance Accessories
84,2020-12-19,9762.0,Home Fragrance Accessories
85,2020-12-20,11309.0,Home Fragrance Accessories
86,2020-12-21,10425.0,Home Fragrance Accessories
87,2020-12-22,14064.0,Home Fragrance Accessories
88,2020-12-23,14478.0,Home Fragrance Accessories
89,2020-12-24,15446.0,Home Fragrance Accessories
90,2020-12-25,13077.0,Home Fragrance Accessories
91,2020-12-26,13077.0,Home Fragrance Accessories
92,2020-12-27,9969.0,Home Fragrance Accessories
93,2020-12-28,10105.0,Home Fragrance Accessories
94,2020-12-29,11600.0,Home Fragrance Accessories
95,2020-12-30,12436.0,Home Fragrance Accessories
96,2020-12-31,12593.0,Home Fragrance Accessories
97,2021-01-01,8463.0,Home Fragrance Accessories
98,2021-01-02,10679.0,Home Fragrance Accessories
99,2021-01-03,12483.0,Home Fragrance Accessories
100,2021-01-04,13905.0,Home Fragrance Accessories
101,2021-01-05,15378.0,Home Fragrance Accessories
102,2021-01-06,11185.0,Home Fragrance Accessories
103,2021-01-07,11711.0,Home Fragrance Accessories
104,2021-01-08,12243.0,Home Fragrance Accessories
105,2021-01-09,11925.0,Home Fragrance Accessories
106,2021-01-10,12399.0,Home Fragrance Accessories
107,2021-01-11,9957.0,Home Fragrance Accessories
108,2021-01-12,11479.0,Home Fragrance Accessories
109,2021-01-13,12528.0,Home Fragrance Accessories
110,2021-01-14,11951.0,Home Fragrance Accessories
111,2021-01-15,11951.0,Home Fragrance Accessories
112,2021-01-16,13064.0,Home Fragrance Accessories
113,2021-01-17,12664.0,Home Fragrance Accessories
114,2021-01-18,10035.0,Home Fragrance Accessories
115,2021-01-19,13760.0,Home Fragrance Accessories
116,2021-01-20,12907.0,Home Fragrance Accessories
117,2021-01-21,12907.0,Home Fragrance Accessories
118,2021-01-22,11675.0,Home Fragrance Accessories
119,2021-01-23,11675.0,Home Fragrance Accessories
120,2021-01-24,11236.0,Home Fragrance Accessories
121,2021-01-25,11236.0,Home Fragrance Accessories
122,2021-01-26,10661.0,Home Fragrance Accessories
123,2021-01-27,10661.0,Home Fragrance Accessories
124,2021-01-28,11755.0,Home Fragrance Accessories
125,2021-01-29,15465.0,Home Fragrance Accessories
126,2021-01-30,15465.0,Home Fragrance Accessories
127,2021-01-31,10566.0,Home Fragrance Accessories
128,2021-02-01,11715.0,Home Fragrance Accessories
129,2021-02-02,11147.0,Home Fragrance Accessories
130,2021-02-03,11006.0,Home Fragrance Accessories
131,2021-02-04,9654.0,Home Fragrance Accessories
132,2021-02-05,9654.0,Home Fragrance Accessories
133,2021-02-06,12073.0,Home Fragrance Accessories
134,2021-02-07,9827.0,Home Fragrance Accessories
135,2021-02-08,8605.0,Home Fragrance Accessories
136,2021-02-09,13613.0,Home Fragrance Accessories
137,2021-02-10,13455.0,Home Fragrance Accessories
138,2021-02-11,13455.0,Home Fragrance Accessories
139,2021-02-12,12308.0,Home Fragrance Accessories
140,2021-02-13,12308.0,Home Fragrance Accessories
141,2021-02-14,12308.0,Home Fragrance Accessories
142,2021-02-15,8885.0,Home Fragrance Accessories
143,2021-02-16,11987.0,Home Fragrance Accessories
144,2021-02-17,11621.0,Home Fragrance Accessories
145,2021-02-18,11621.0,Home Fragrance Accessories
146,2021-02-19,10876.0,Home Fragrance Accessories
147,2021-02-20,12018.0,Home Fragrance Accessories
148,2021-02-21,12053.0,Home Fragrance Accessories
149,2021-02-22,13087.0,Home Fragrance Accessories
150,2021-02-23,12468.0,Home Fragrance Accessories
151,2021-02-24,12468.0,Home Fragrance Accessories
152,2021-02-25,13246.0,Home Fragrance Accessories
153,2021-02-26,12253.0,Home Fragrance Accessories
154,2021-02-27,10385.0,Home Fragrance Accessories
155,2021-02-28,10349.0,Home Fragrance Accessories
156,2021-03-01,13325.0,Home Fragrance Accessories
157,2021-03-02,12518.0,Home Fragrance Accessories
158,2021-03-03,12518.0,Home Fragrance Accessories
159,2021-03-04,12518.0,Home Fragrance Accessories
160,2021-03-05,12673.0,Home Fragrance Accessories
161,2021-03-06,12673.0,Home Fragrance Accessories
162,2021-03-07,10572.0,Home Fragrance Accessories
163,2021-03-08,14290.0,Home Fragrance Accessories
164,2021-03-09,11827.0,Home Fragrance Accessories
165,2021-03-10,12295.0,Home Fragrance Accessories
166,2021-03-11,12295.0,Home Fragrance Accessories
167,2021-03-12,12295.0,Home Fragrance Accessories
168,2021-03-13,11107.0,Home Fragrance Accessories
169,2021-03-14,11516.0,Home Fragrance Accessories
170,2021-03-15,13688.0,Home Fragrance Accessories
171,2021-03-16,16776.0,Home Fragrance Accessories
172,2021-03-17,15390.0,Home Fragrance Accessories
173,2021-03-18,15390.0,Home Fragrance Accessories
174,2021-03-19,15390.0,Home Fragrance Accessories
175,2021-03-20,11112.0,Home Fragrance Accessories
176,2021-03-21,11112.0,Home Fragrance Accessories
177,2021-03-22,13602.0,Home Fragrance Accessories
178,2021-03-23,13602.0,Home Fragrance Accessories
179,2021-03-24,13382.0,Home Fragrance Accessories
180,2021-03-25,13382.0,Home Fragrance Accessories
181,2021-03-26,14835.0,Home Fragrance Accessories
182,2021-03-27,11911.0,Home Fragrance Accessories
183,2021-03-28,17466.0,Home Fragrance Accessories
184,2021-03-29,17466.0,Home Fragrance Accessories
185,2021-03-30,14028.0,Home Fragrance Accessories
186,2021-03-31,14028.0,Home Fragrance Accessories
187,2021-04-01,14028.0,Home Fragrance Accessories
188,2021-04-02,11105.0,Home Fragrance Accessories
189,2021-04-03,17946.0,Home Fragrance Accessories
190,2021-04-04,12412.0,Home Fragrance Accessories
191,2021-04-05,13195.0,Home Fragrance Accessories
192,2021-04-06,17237.0,Home Fragrance Accessories
193,2021-04-07,13646.0,Home Fragrance Accessories
194,2021-04-08,13646.0,Home Fragrance Accessories
195,2021-04-09,13646.0,Home Fragrance Accessories
196,2021-04-10,12821.0,Home Fragrance Accessories
197,2021-04-11,12821.0,Home Fragrance Accessories
198,2021-04-12,14249.0,Home Fragrance Accessories
199,2021-04-13,17760.0,Home Fragrance Accessories
200,2021-04-14,15039.0,Home Fragrance Accessories
201,2021-04-15,15039.0,Home Fragrance Accessories
202,2021-04-16,17615.0,Home Fragrance Accessories
203,2021-04-17,17615.0,Home Fragrance Accessories
204,2021-04-18,17615.0,Home Fragrance Accessories
205,2021-04-19,19871.0,Home Fragrance Accessories
206,2021-04-20,16049.0,Home Fragrance Accessories
207,2021-04-21,16287.0,Home Fragrance Accessories
208,2021-04-22,18324.0,Home Fragrance Accessories
209,2021-04-23,21265.0,Home Fragrance Accessories
210,2021-04-24,16933.0,Home Fragrance Accessories
211,2021-04-25,17583.0,Home Fragrance Accessories
212,2021-04-26,18945.0,Home Fragrance Accessories
213,2021-04-27,22404.0,Home Fragrance Accessories
214,2021-04-28,22404.0,Home Fragrance Accessories
215,2021-04-29,15055.0,Home Fragrance Accessories
216,2021-04-30,15055.0,Home Fragrance Accessories
217,2021-05-01,21214.0,Home Fragrance Accessories
218,2021-05-02,13872.0,Home Fragrance Accessories
219,2021-05-03,13872.0,Home Fragrance Accessories
220,2021-05-04,23119.0,Home Fragrance Accessories
221,2021-05-05,20525.0,Home Fragrance Accessories
222,2021-05-06,20525.0,Home Fragrance Accessories
223,2021-05-07,14355.0,Home Fragrance Accessories
224,2021-05-08,14355.0,Home Fragrance Accessories
225,2021-05-09,19362.0,Home Fragrance Accessories
226,2021-05-10,20286.0,Home Fragrance Accessories
227,2021-05-11,20803.0,Home Fragrance Accessories
228,2021-05-12,20803.0,Home Fragrance Accessories
229,2021-05-13,20803.0,Home Fragrance Accessories
230,2021-05-14,20659.0,Home Fragrance Accessories
231,2021-05-15,20659.0,Home Fragrance Accessories
232,2021-05-16,12940.0,Home Fragrance Accessories
233,2021-05-17,17017.0,Home Fragrance Accessories
234,2021-05-18,17017.0,Home Fragrance Accessories
235,2021-05-19,14389.0,Home Fragrance Accessories
236,2021-05-20,20484.0,Home Fragrance Accessories
237,2021-05-21,20484.0,Home Fragrance Accessories
238,2021-05-22,17085.0,Home Fragrance Accessories
239,2021-05-23,17085.0,Home Fragrance Accessories
240,2021-05-24,13621.0,Home Fragrance Accessories
241,2021-05-25,27178.0,Home Fragrance Accessories
242,2021-05-26,17353.0,Home Fragrance Accessories
243,2021-05-27,18369.0,Home Fragrance Accessories
244,2021-05-28,18369.0,Home Fragrance Accessories
245,2021-05-29,20672.0,Home Fragrance Accessories
246,2021-05-30,20672.0,Home Fragrance Accessories
247,2021-05-31,20482.0,Home Fragrance Accessories
248,2021-06-01,20482.0,Home Fragrance Accessories
249,2021-06-02,18082.0,Home Fragrance Accessories
250,2021-06-03,16724.0,Home Fragrance Accessories
251,2021-06-04,16724.0,Home Fragrance Accessories
252,2021-06-05,17942.0,Home Fragrance Accessories
253,2021-06-06,17942.0,Home Fragrance Accessories
254,2021-06-07,25950.0,Home Fragrance Accessories
255,2021-06-08,22831.0,Home Fragrance Accessories
256,2021-06-09,22831.0,Home Fragrance Accessories
257,2021-06-10,16219.0,Home Fragrance Accessories
258,2021-06-11,16219.0,Home Fragrance Accessories
259,2021-06-12,16219.0,Home Fragrance Accessories
260,2021-06-13,14475.0,Home Fragrance Accessories
261,2021-06-14,17296.0,Home Fragrance Accessories
262,2021-06-15,18475.0,Home Fragrance Accessories
263,2021-06-16,18475.0,Home Fragrance Accessories
264,2021-06-17,20688.0,Home Fragrance Accessories
265,2021-06-18,20688.0,Home Fragrance Accessories
266,2021-06-19,20688.0,Home Fragrance Accessories
267,2021-06-20,16623.0,Home Fragrance Accessories
268,2021-06-21,28241.0,Home Fragrance Accessories
269,2021-06-22,28241.0,Home Fragrance Accessories
270,2021-06-23,28241.0,Home Fragrance Accessories
271,2021-06-24,26778.0,Home Fragrance Accessories
272,2021-06-25,26778.0,Home Fragrance Accessories
273,2021-06-26,17220.0,Home Fragrance Accessories
274,2021-06-27,17220.0,Home Fragrance Accessories
275,2021-06-28,20715.0,Home Fragrance Accessories
276,2021-06-29,20715.0,Home Fragrance Accessories
277,2021-06-30,15582.0,Home Fragrance Accessories
278,2021-07-01,15582.0,Home Fragrance Accessories
279,2021-07-02,16233.0,Home Fragrance Accessories
280,2021-07-03,16233.0,Home Fragrance Accessories
281,2021-07-04,15113.0,Home Fragrance Accessories
282,2021-07-05,15113.0,Home Fragrance Accessories
283,2021-07-06,19269.0,Home Fragrance Accessories
284,2021-07-07,25195.0,Home Fragrance Accessories
285,2021-07-08,20148.0,Home Fragrance Accessories
286,2021-07-09,19079.0,Home Fragrance Accessories
287,2021-07-10,20052.0,Home Fragrance Accessories
288,2021-07-11,18129.0,Home Fragrance Accessories
