,date,value,name_B07T1YD9RT
144,2020-10-18,3414.0,Greeting Card Envelopes
145,2020-10-19,4494.0,Greeting Card Envelopes
146,2020-10-20,4494.0,Greeting Card Envelopes
147,2020-10-21,4494.0,Greeting Card Envelopes
148,2020-10-22,3695.0,Greeting Card Envelopes
149,2020-10-23,4264.0,Greeting Card Envelopes
150,2020-10-24,4264.0,Greeting Card Envelopes
151,2020-10-25,4264.0,Greeting Card Envelopes
152,2020-10-26,3044.0,Greeting Card Envelopes
153,2020-10-27,3064.0,Greeting Card Envelopes
154,2020-10-28,4069.0,Greeting Card Envelopes
155,2020-10-29,3329.0,Greeting Card Envelopes
156,2020-10-30,3329.0,Greeting Card Envelopes
157,2020-10-31,3329.0,Greeting Card Envelopes
158,2020-11-01,3329.0,Greeting Card Envelopes
159,2020-11-02,3950.0,Greeting Card Envelopes
160,2020-11-03,2851.0,Greeting Card Envelopes
161,2020-11-04,2618.0,Greeting Card Envelopes
162,2020-11-05,2949.0,Greeting Card Envelopes
163,2020-11-06,3122.0,Greeting Card Envelopes
164,2020-11-07,3756.0,Greeting Card Envelopes
165,2020-11-08,3756.0,Greeting Card Envelopes
166,2020-11-09,3215.0,Greeting Card Envelopes
167,2020-11-10,2893.0,Greeting Card Envelopes
168,2020-11-11,2893.0,Greeting Card Envelopes
169,2020-11-12,2893.0,Greeting Card Envelopes
170,2020-11-13,2893.0,Greeting Card Envelopes
171,2020-11-14,2893.0,Greeting Card Envelopes
172,2020-11-15,3262.0,Greeting Card Envelopes
173,2020-11-16,3262.0,Greeting Card Envelopes
174,2020-11-17,3262.0,Greeting Card Envelopes
175,2020-11-18,3262.0,Greeting Card Envelopes
176,2020-11-19,3262.0,Greeting Card Envelopes
177,2020-11-20,3477.0,Greeting Card Envelopes
178,2020-11-21,3477.0,Greeting Card Envelopes
179,2020-11-22,3477.0,Greeting Card Envelopes
180,2020-11-23,2073.0,Greeting Card Envelopes
181,2020-11-24,2073.0,Greeting Card Envelopes
182,2020-11-25,2049.0,Greeting Card Envelopes
183,2020-11-26,2285.0,Greeting Card Envelopes
184,2020-11-27,2285.0,Greeting Card Envelopes
185,2020-11-28,2285.0,Greeting Card Envelopes
186,2020-11-29,2189.0,Greeting Card Envelopes
187,2020-11-30,2189.0,Greeting Card Envelopes
188,2020-12-01,1529.0,Greeting Card Envelopes
189,2020-12-02,1195.0,Greeting Card Envelopes
190,2020-12-03,1160.0,Greeting Card Envelopes
191,2020-12-04,1160.0,Greeting Card Envelopes
192,2020-12-05,1258.0,Greeting Card Envelopes
193,2020-12-06,1258.0,Greeting Card Envelopes
194,2020-12-07,1926.0,Greeting Card Envelopes
195,2020-12-08,1926.0,Greeting Card Envelopes
196,2020-12-09,2007.0,Greeting Card Envelopes
197,2020-12-10,2007.0,Greeting Card Envelopes
198,2020-12-11,2007.0,Greeting Card Envelopes
199,2020-12-12,4159.0,Greeting Card Envelopes
200,2020-12-13,4799.0,Greeting Card Envelopes
201,2020-12-14,4799.0,Greeting Card Envelopes
202,2020-12-15,4799.0,Greeting Card Envelopes
203,2020-12-16,5680.0,Greeting Card Envelopes
204,2020-12-17,5680.0,Greeting Card Envelopes
205,2020-12-18,5680.0,Greeting Card Envelopes
206,2020-12-19,3727.0,Greeting Card Envelopes
207,2020-12-20,3727.0,Greeting Card Envelopes
208,2020-12-21,3727.0,Greeting Card Envelopes
209,2020-12-22,3727.0,Greeting Card Envelopes
210,2020-12-23,4085.0,Greeting Card Envelopes
211,2020-12-24,4085.0,Greeting Card Envelopes
212,2020-12-25,4085.0,Greeting Card Envelopes
213,2020-12-26,5471.0,Greeting Card Envelopes
214,2020-12-27,5471.0,Greeting Card Envelopes
215,2020-12-28,5471.0,Greeting Card Envelopes
216,2020-12-29,3123.0,Greeting Card Envelopes
217,2020-12-30,3123.0,Greeting Card Envelopes
218,2020-12-31,3123.0,Greeting Card Envelopes
219,2021-01-01,3123.0,Greeting Card Envelopes
220,2021-01-02,4648.0,Greeting Card Envelopes
221,2021-01-03,4648.0,Greeting Card Envelopes
222,2021-01-04,4648.0,Greeting Card Envelopes
223,2021-01-05,4785.0,Greeting Card Envelopes
224,2021-01-06,4785.0,Greeting Card Envelopes
225,2021-01-07,4785.0,Greeting Card Envelopes
226,2021-01-08,4130.0,Greeting Card Envelopes
227,2021-01-09,4130.0,Greeting Card Envelopes
228,2021-01-10,4130.0,Greeting Card Envelopes
229,2021-01-11,4130.0,Greeting Card Envelopes
230,2021-01-12,4130.0,Greeting Card Envelopes
231,2021-01-13,3629.0,Greeting Card Envelopes
232,2021-01-14,3629.0,Greeting Card Envelopes
233,2021-01-15,3497.0,Greeting Card Envelopes
234,2021-01-16,3497.0,Greeting Card Envelopes
235,2021-01-17,3497.0,Greeting Card Envelopes
236,2021-01-18,3497.0,Greeting Card Envelopes
237,2021-01-19,2884.0,Greeting Card Envelopes
238,2021-01-20,2871.0,Greeting Card Envelopes
239,2021-01-21,2871.0,Greeting Card Envelopes
240,2021-01-22,2951.0,Greeting Card Envelopes
241,2021-01-23,2951.0,Greeting Card Envelopes
242,2021-01-24,2576.0,Greeting Card Envelopes
243,2021-01-25,2576.0,Greeting Card Envelopes
244,2021-01-26,2537.0,Greeting Card Envelopes
245,2021-01-27,2537.0,Greeting Card Envelopes
246,2021-01-28,2157.0,Greeting Card Envelopes
247,2021-01-29,1999.0,Greeting Card Envelopes
248,2021-01-30,1999.0,Greeting Card Envelopes
249,2021-01-31,1999.0,Greeting Card Envelopes
250,2021-02-01,2067.0,Greeting Card Envelopes
251,2021-02-02,2067.0,Greeting Card Envelopes
252,2021-02-03,2067.0,Greeting Card Envelopes
253,2021-02-04,1907.0,Greeting Card Envelopes
254,2021-02-05,1907.0,Greeting Card Envelopes
255,2021-02-06,1760.0,Greeting Card Envelopes
256,2021-02-07,1760.0,Greeting Card Envelopes
257,2021-02-08,1678.0,Greeting Card Envelopes
258,2021-02-09,1485.0,Greeting Card Envelopes
259,2021-02-10,1485.0,Greeting Card Envelopes
260,2021-02-11,1925.0,Greeting Card Envelopes
261,2021-02-12,2293.0,Greeting Card Envelopes
262,2021-02-13,2293.0,Greeting Card Envelopes
263,2021-02-14,2577.0,Greeting Card Envelopes
264,2021-02-15,2577.0,Greeting Card Envelopes
265,2021-02-16,2577.0,Greeting Card Envelopes
266,2021-02-17,2420.0,Greeting Card Envelopes
267,2021-02-18,2420.0,Greeting Card Envelopes
268,2021-02-19,2420.0,Greeting Card Envelopes
269,2021-02-20,2823.0,Greeting Card Envelopes
270,2021-02-21,2823.0,Greeting Card Envelopes
271,2021-02-22,3099.0,Greeting Card Envelopes
272,2021-02-23,3099.0,Greeting Card Envelopes
273,2021-02-24,2939.0,Greeting Card Envelopes
274,2021-02-25,2939.0,Greeting Card Envelopes
275,2021-02-26,1950.0,Greeting Card Envelopes
276,2021-02-27,1687.0,Greeting Card Envelopes
277,2021-02-28,1687.0,Greeting Card Envelopes
278,2021-03-01,1687.0,Greeting Card Envelopes
279,2021-03-02,1549.0,Greeting Card Envelopes
280,2021-03-03,1329.0,Greeting Card Envelopes
281,2021-03-04,1307.0,Greeting Card Envelopes
282,2021-03-05,1307.0,Greeting Card Envelopes
283,2021-03-06,1312.0,Greeting Card Envelopes
284,2021-03-07,1312.0,Greeting Card Envelopes
285,2021-03-08,1312.0,Greeting Card Envelopes
286,2021-03-09,1448.0,Greeting Card Envelopes
287,2021-03-10,1448.0,Greeting Card Envelopes
288,2021-03-11,1448.0,Greeting Card Envelopes
289,2021-03-12,1723.0,Greeting Card Envelopes
290,2021-03-13,1723.0,Greeting Card Envelopes
291,2021-03-14,2140.0,Greeting Card Envelopes
292,2021-03-15,2135.0,Greeting Card Envelopes
293,2021-03-16,2135.0,Greeting Card Envelopes
294,2021-03-17,2135.0,Greeting Card Envelopes
295,2021-03-18,2135.0,Greeting Card Envelopes
296,2021-03-19,2135.0,Greeting Card Envelopes
297,2021-03-20,2975.0,Greeting Card Envelopes
298,2021-03-21,3542.0,Greeting Card Envelopes
299,2021-03-22,2926.0,Greeting Card Envelopes
300,2021-03-23,2926.0,Greeting Card Envelopes
301,2021-03-24,2926.0,Greeting Card Envelopes
302,2021-03-25,3304.0,Greeting Card Envelopes
303,2021-03-26,3304.0,Greeting Card Envelopes
304,2021-03-27,3304.0,Greeting Card Envelopes
305,2021-03-28,3720.0,Greeting Card Envelopes
306,2021-03-29,3720.0,Greeting Card Envelopes
307,2021-03-30,3720.0,Greeting Card Envelopes
308,2021-03-31,3720.0,Greeting Card Envelopes
309,2021-04-01,3720.0,Greeting Card Envelopes
310,2021-04-02,3023.0,Greeting Card Envelopes
311,2021-04-03,3023.0,Greeting Card Envelopes
312,2021-04-04,2988.0,Greeting Card Envelopes
313,2021-04-05,2988.0,Greeting Card Envelopes
314,2021-04-06,2988.0,Greeting Card Envelopes
315,2021-04-07,3158.0,Greeting Card Envelopes
316,2021-04-08,2477.0,Greeting Card Envelopes
317,2021-04-09,2477.0,Greeting Card Envelopes
318,2021-04-10,2477.0,Greeting Card Envelopes
319,2021-04-11,2477.0,Greeting Card Envelopes
320,2021-04-12,2911.0,Greeting Card Envelopes
321,2021-04-13,2911.0,Greeting Card Envelopes
322,2021-04-14,2716.0,Greeting Card Envelopes
323,2021-04-15,3388.0,Greeting Card Envelopes
324,2021-04-16,3388.0,Greeting Card Envelopes
325,2021-04-17,3388.0,Greeting Card Envelopes
326,2021-04-18,3388.0,Greeting Card Envelopes
327,2021-04-19,2525.0,Greeting Card Envelopes
328,2021-04-20,2525.0,Greeting Card Envelopes
329,2021-04-21,2070.0,Greeting Card Envelopes
330,2021-04-22,1991.0,Greeting Card Envelopes
331,2021-04-23,1991.0,Greeting Card Envelopes
332,2021-04-24,2085.0,Greeting Card Envelopes
333,2021-04-25,2085.0,Greeting Card Envelopes
334,2021-04-26,1939.0,Greeting Card Envelopes
335,2021-04-27,1939.0,Greeting Card Envelopes
336,2021-04-28,1909.0,Greeting Card Envelopes
337,2021-04-29,1909.0,Greeting Card Envelopes
338,2021-04-30,2286.0,Greeting Card Envelopes
339,2021-05-01,2286.0,Greeting Card Envelopes
340,2021-05-02,2286.0,Greeting Card Envelopes
341,2021-05-03,2685.0,Greeting Card Envelopes
342,2021-05-04,2685.0,Greeting Card Envelopes
343,2021-05-05,2685.0,Greeting Card Envelopes
344,2021-05-06,1728.0,Greeting Card Envelopes
345,2021-05-07,2189.0,Greeting Card Envelopes
346,2021-05-08,2189.0,Greeting Card Envelopes
347,2021-05-09,2189.0,Greeting Card Envelopes
348,2021-05-10,2189.0,Greeting Card Envelopes
349,2021-05-11,1993.0,Greeting Card Envelopes
350,2021-05-12,1825.0,Greeting Card Envelopes
351,2021-05-13,1825.0,Greeting Card Envelopes
352,2021-05-14,2193.0,Greeting Card Envelopes
353,2021-05-15,2256.0,Greeting Card Envelopes
354,2021-05-16,2256.0,Greeting Card Envelopes
355,2021-05-17,2314.0,Greeting Card Envelopes
356,2021-05-18,2314.0,Greeting Card Envelopes
357,2021-05-19,2314.0,Greeting Card Envelopes
358,2021-05-20,2971.0,Greeting Card Envelopes
359,2021-05-21,2971.0,Greeting Card Envelopes
360,2021-05-22,2656.0,Greeting Card Envelopes
361,2021-05-23,2656.0,Greeting Card Envelopes
362,2021-05-24,2935.0,Greeting Card Envelopes
363,2021-05-25,2935.0,Greeting Card Envelopes
364,2021-05-26,3434.0,Greeting Card Envelopes
365,2021-05-27,3434.0,Greeting Card Envelopes
366,2021-05-28,3434.0,Greeting Card Envelopes
367,2021-05-29,3143.0,Greeting Card Envelopes
368,2021-05-30,3143.0,Greeting Card Envelopes
369,2021-05-31,3535.0,Greeting Card Envelopes
370,2021-06-01,3638.0,Greeting Card Envelopes
371,2021-06-02,3638.0,Greeting Card Envelopes
372,2021-06-03,3638.0,Greeting Card Envelopes
373,2021-06-04,3082.0,Greeting Card Envelopes
374,2021-06-05,3082.0,Greeting Card Envelopes
375,2021-06-06,3082.0,Greeting Card Envelopes
376,2021-06-07,3128.0,Greeting Card Envelopes
377,2021-06-08,3128.0,Greeting Card Envelopes
378,2021-06-09,3128.0,Greeting Card Envelopes
379,2021-06-10,3263.0,Greeting Card Envelopes
380,2021-06-11,3263.0,Greeting Card Envelopes
381,2021-06-12,2914.0,Greeting Card Envelopes
382,2021-06-13,2914.0,Greeting Card Envelopes
383,2021-06-14,3513.0,Greeting Card Envelopes
384,2021-06-15,3513.0,Greeting Card Envelopes
385,2021-06-16,3513.0,Greeting Card Envelopes
386,2021-06-17,3271.0,Greeting Card Envelopes
387,2021-06-18,3271.0,Greeting Card Envelopes
388,2021-06-19,2999.0,Greeting Card Envelopes
389,2021-06-20,2999.0,Greeting Card Envelopes
390,2021-06-21,2999.0,Greeting Card Envelopes
391,2021-06-22,3544.0,Greeting Card Envelopes
392,2021-06-23,3544.0,Greeting Card Envelopes
393,2021-06-24,3544.0,Greeting Card Envelopes
394,2021-06-25,3678.0,Greeting Card Envelopes
395,2021-06-26,3678.0,Greeting Card Envelopes
396,2021-06-27,3678.0,Greeting Card Envelopes
397,2021-06-28,2829.0,Greeting Card Envelopes
398,2021-06-29,2546.0,Greeting Card Envelopes
399,2021-06-30,2546.0,Greeting Card Envelopes
400,2021-07-01,2546.0,Greeting Card Envelopes
401,2021-07-02,2546.0,Greeting Card Envelopes
402,2021-07-03,2238.0,Greeting Card Envelopes
403,2021-07-04,2238.0,Greeting Card Envelopes
404,2021-07-05,2801.0,Greeting Card Envelopes
405,2021-07-06,2801.0,Greeting Card Envelopes
406,2021-07-07,2801.0,Greeting Card Envelopes
407,2021-07-08,1910.0,Greeting Card Envelopes
408,2021-07-09,1910.0,Greeting Card Envelopes
409,2021-07-10,2341.0,Greeting Card Envelopes
410,2021-07-11,3033.0,Greeting Card Envelopes
