,date,value,name_B084PY4FKB
123,2020-06-25,33423.0,Bath Towels
124,2020-06-26,33423.0,Bath Towels
125,2020-06-27,33423.0,Bath Towels
126,2020-06-28,33423.0,Bath Towels
127,2020-06-29,29874.0,Bath Towels
128,2020-06-30,28865.0,Bath Towels
129,2020-07-01,28865.0,Bath Towels
130,2020-07-02,39311.0,Bath Towels
131,2020-07-03,39311.0,Bath Towels
132,2020-07-04,39311.0,Bath Towels
133,2020-07-05,38813.0,Bath Towels
134,2020-07-06,38813.0,Bath Towels
135,2020-07-07,38936.0,Bath Towels
136,2020-07-08,38936.0,Bath Towels
137,2020-07-09,49574.0,Bath Towels
138,2020-07-10,49574.0,Bath Towels
139,2020-07-11,44158.0,Bath Towels
140,2020-07-12,44158.0,Bath Towels
141,2020-07-13,44158.0,Bath Towels
142,2020-07-14,36807.0,Bath Towels
143,2020-07-15,36807.0,Bath Towels
144,2020-07-16,57457.0,Bath Towels
145,2020-07-17,44789.0,Bath Towels
146,2020-07-18,44789.0,Bath Towels
147,2020-07-19,47268.0,Bath Towels
148,2020-07-20,47268.0,Bath Towels
149,2020-07-21,38117.0,Bath Towels
150,2020-07-22,38117.0,Bath Towels
151,2020-07-23,38117.0,Bath Towels
152,2020-07-24,38117.0,Bath Towels
153,2020-07-25,30738.0,Bath Towels
154,2020-07-26,30738.0,Bath Towels
155,2020-07-27,30738.0,Bath Towels
156,2020-07-28,26499.0,Bath Towels
157,2020-07-29,34559.0,Bath Towels
158,2020-07-30,34559.0,Bath Towels
159,2020-07-31,34559.0,Bath Towels
160,2020-08-01,34559.0,Bath Towels
161,2020-08-02,34559.0,Bath Towels
162,2020-08-03,29654.0,Bath Towels
163,2020-08-04,29654.0,Bath Towels
164,2020-08-05,29654.0,Bath Towels
165,2020-08-06,29654.0,Bath Towels
166,2020-08-07,29654.0,Bath Towels
167,2020-08-08,29654.0,Bath Towels
168,2020-08-09,29654.0,Bath Towels
169,2020-08-10,29654.0,Bath Towels
170,2020-08-11,29654.0,Bath Towels
171,2020-08-12,29654.0,Bath Towels
172,2020-08-13,56748.0,Bath Towels
173,2020-08-14,56748.0,Bath Towels
174,2020-08-15,56748.0,Bath Towels
175,2020-08-16,56748.0,Bath Towels
176,2020-08-17,70949.0,Bath Towels
177,2020-08-18,70949.0,Bath Towels
178,2020-08-19,70949.0,Bath Towels
179,2020-08-20,61231.0,Bath Towels
180,2020-08-21,61231.0,Bath Towels
181,2020-08-22,61231.0,Bath Towels
182,2020-08-23,42319.0,Bath Towels
183,2020-08-24,42319.0,Bath Towels
184,2020-08-25,42319.0,Bath Towels
185,2020-08-26,42319.0,Bath Towels
186,2020-08-27,42319.0,Bath Towels
187,2020-08-28,42319.0,Bath Towels
188,2020-08-29,42319.0,Bath Towels
189,2020-08-30,42319.0,Bath Towels
190,2020-08-31,90285.0,Bath Towels
191,2020-09-01,90285.0,Bath Towels
192,2020-09-02,90285.0,Bath Towels
193,2020-09-03,122312.0,Bath Towels
194,2020-09-04,146146.0,Bath Towels
195,2020-09-05,146146.0,Bath Towels
196,2020-09-06,146146.0,Bath Towels
197,2020-09-07,146146.0,Bath Towels
198,2020-09-08,146146.0,Bath Towels
199,2020-09-09,146146.0,Bath Towels
200,2020-09-10,146146.0,Bath Towels
201,2020-09-11,173115.0,Bath Towels
202,2020-09-12,173115.0,Bath Towels
203,2020-09-13,173115.0,Bath Towels
204,2020-09-14,173115.0,Bath Towels
205,2020-09-15,173115.0,Bath Towels
206,2020-09-16,173115.0,Bath Towels
207,2020-09-17,173115.0,Bath Towels
208,2020-09-18,88224.0,Bath Towels
209,2020-09-19,88224.0,Bath Towels
210,2020-09-20,88224.0,Bath Towels
211,2020-09-21,88224.0,Bath Towels
212,2020-09-22,88224.0,Bath Towels
213,2020-09-23,35245.0,Bath Towels
214,2020-09-24,35245.0,Bath Towels
215,2020-09-25,35245.0,Bath Towels
216,2020-09-26,46412.0,Bath Towels
217,2020-09-27,46412.0,Bath Towels
218,2020-09-28,46412.0,Bath Towels
219,2020-09-29,46412.0,Bath Towels
220,2020-09-30,32111.0,Bath Towels
221,2020-10-01,32111.0,Bath Towels
222,2020-10-02,32111.0,Bath Towels
223,2020-10-03,38127.0,Bath Towels
224,2020-10-04,38127.0,Bath Towels
225,2020-10-05,38127.0,Bath Towels
226,2020-10-06,33351.0,Bath Towels
227,2020-10-07,33351.0,Bath Towels
228,2020-10-08,33351.0,Bath Towels
229,2020-10-09,30525.0,Bath Towels
230,2020-10-10,30525.0,Bath Towels
231,2020-10-11,39989.0,Bath Towels
232,2020-10-12,39989.0,Bath Towels
233,2020-10-13,60710.0,Bath Towels
234,2020-10-14,49782.0,Bath Towels
235,2020-10-15,49782.0,Bath Towels
236,2020-10-16,49782.0,Bath Towels
237,2020-10-17,49782.0,Bath Towels
238,2020-10-18,49782.0,Bath Towels
239,2020-10-19,29461.0,Bath Towels
240,2020-10-20,29109.0,Bath Towels
241,2020-10-21,29109.0,Bath Towels
242,2020-10-22,45831.0,Bath Towels
243,2020-10-23,45831.0,Bath Towels
244,2020-10-24,45831.0,Bath Towels
245,2020-10-25,45831.0,Bath Towels
246,2020-10-26,33496.0,Bath Towels
247,2020-10-27,33496.0,Bath Towels
248,2020-10-28,33817.0,Bath Towels
249,2020-10-29,26725.0,Bath Towels
250,2020-10-30,30417.0,Bath Towels
251,2020-10-31,30417.0,Bath Towels
252,2020-11-01,30417.0,Bath Towels
253,2020-11-02,21953.0,Bath Towels
254,2020-11-03,21953.0,Bath Towels
255,2020-11-04,21953.0,Bath Towels
256,2020-11-05,23161.0,Bath Towels
257,2020-11-06,23161.0,Bath Towels
258,2020-11-07,23161.0,Bath Towels
259,2020-11-08,23161.0,Bath Towels
260,2020-11-09,22508.0,Bath Towels
261,2020-11-10,22508.0,Bath Towels
262,2020-11-11,20182.0,Bath Towels
263,2020-11-12,28035.0,Bath Towels
264,2020-11-13,28035.0,Bath Towels
265,2020-11-14,28035.0,Bath Towels
266,2020-11-15,28035.0,Bath Towels
267,2020-11-16,15384.0,Bath Towels
268,2020-11-17,15384.0,Bath Towels
269,2020-11-18,15384.0,Bath Towels
270,2020-11-19,15384.0,Bath Towels
271,2020-11-20,13950.0,Bath Towels
272,2020-11-21,18233.0,Bath Towels
273,2020-11-22,18233.0,Bath Towels
274,2020-11-23,11883.0,Bath Towels
275,2020-11-24,11883.0,Bath Towels
276,2020-11-25,14628.0,Bath Towels
277,2020-11-26,14628.0,Bath Towels
278,2020-11-27,17118.0,Bath Towels
279,2020-11-28,17118.0,Bath Towels
280,2020-11-29,17118.0,Bath Towels
281,2020-11-30,17118.0,Bath Towels
282,2020-12-01,18175.0,Bath Towels
283,2020-12-02,18175.0,Bath Towels
284,2020-12-03,18175.0,Bath Towels
285,2020-12-04,18175.0,Bath Towels
286,2020-12-05,18175.0,Bath Towels
287,2020-12-06,18175.0,Bath Towels
288,2020-12-07,17142.0,Bath Towels
289,2020-12-08,18699.0,Bath Towels
290,2020-12-09,18699.0,Bath Towels
291,2020-12-10,16780.0,Bath Towels
292,2020-12-11,19576.0,Bath Towels
293,2020-12-12,18567.0,Bath Towels
294,2020-12-13,18567.0,Bath Towels
295,2020-12-14,18567.0,Bath Towels
296,2020-12-15,18567.0,Bath Towels
297,2020-12-16,18567.0,Bath Towels
298,2020-12-17,15340.0,Bath Towels
299,2020-12-18,15340.0,Bath Towels
300,2020-12-19,17917.0,Bath Towels
301,2020-12-20,16148.0,Bath Towels
302,2020-12-21,16148.0,Bath Towels
303,2020-12-22,19551.0,Bath Towels
304,2020-12-23,19551.0,Bath Towels
305,2020-12-24,19551.0,Bath Towels
306,2020-12-25,18970.0,Bath Towels
307,2020-12-26,18970.0,Bath Towels
308,2020-12-27,18970.0,Bath Towels
309,2020-12-28,18970.0,Bath Towels
310,2020-12-29,18970.0,Bath Towels
311,2020-12-30,18970.0,Bath Towels
312,2020-12-31,10867.0,Bath Towels
313,2021-01-01,10867.0,Bath Towels
314,2021-01-02,13827.0,Bath Towels
315,2021-01-03,11157.0,Bath Towels
316,2021-01-04,11157.0,Bath Towels
317,2021-01-05,11157.0,Bath Towels
318,2021-01-06,12535.0,Bath Towels
319,2021-01-07,15224.0,Bath Towels
320,2021-01-08,15224.0,Bath Towels
321,2021-01-09,15224.0,Bath Towels
322,2021-01-10,12783.0,Bath Towels
323,2021-01-11,12783.0,Bath Towels
324,2021-01-12,12783.0,Bath Towels
325,2021-01-13,12783.0,Bath Towels
326,2021-01-14,15097.0,Bath Towels
327,2021-01-15,15097.0,Bath Towels
328,2021-01-16,15097.0,Bath Towels
329,2021-01-17,15097.0,Bath Towels
330,2021-01-18,10752.0,Bath Towels
331,2021-01-19,10752.0,Bath Towels
332,2021-01-20,12202.0,Bath Towels
333,2021-01-21,12202.0,Bath Towels
334,2021-01-22,12202.0,Bath Towels
335,2021-01-23,10839.0,Bath Towels
336,2021-01-24,10839.0,Bath Towels
337,2021-01-25,6660.0,Bath Towels
338,2021-01-26,6660.0,Bath Towels
339,2021-01-27,6660.0,Bath Towels
340,2021-01-28,15404.0,Bath Towels
341,2021-01-29,15404.0,Bath Towels
342,2021-01-30,15404.0,Bath Towels
343,2021-01-31,31687.0,Bath Towels
344,2021-02-01,17586.0,Bath Towels
345,2021-02-02,17586.0,Bath Towels
346,2021-02-03,17586.0,Bath Towels
347,2021-02-04,17586.0,Bath Towels
348,2021-02-05,17586.0,Bath Towels
349,2021-02-06,17586.0,Bath Towels
350,2021-02-07,25377.0,Bath Towels
351,2021-02-08,25377.0,Bath Towels
352,2021-02-09,25377.0,Bath Towels
353,2021-02-10,25377.0,Bath Towels
354,2021-02-11,25377.0,Bath Towels
355,2021-02-12,25377.0,Bath Towels
356,2021-02-13,37337.0,Bath Towels
357,2021-02-14,37337.0,Bath Towels
358,2021-02-15,25289.0,Bath Towels
