,date,value,name_B07T914FW1
213,2020-02-23,-1.0,Cups
214,2020-02-24,-1.0,Cups
215,2020-02-25,-1.0,Cups
216,2020-02-26,-1.0,Cups
217,2020-02-27,14133.0,Cups
218,2020-02-28,14133.0,Cups
219,2020-02-29,14133.0,Cups
220,2020-03-01,14133.0,Cups
221,2020-03-02,14133.0,Cups
222,2020-03-03,20189.0,Cups
223,2020-03-04,20189.0,Cups
224,2020-03-05,20189.0,Cups
225,2020-03-06,21811.0,Cups
226,2020-03-07,19298.0,Cups
227,2020-03-08,19298.0,Cups
228,2020-03-09,19298.0,Cups
229,2020-03-10,19298.0,Cups
230,2020-03-11,19298.0,Cups
231,2020-03-12,19298.0,Cups
232,2020-03-13,19298.0,Cups
233,2020-03-14,19298.0,Cups
234,2020-03-15,19298.0,Cups
235,2020-03-16,19298.0,Cups
236,2020-03-17,19298.0,Cups
237,2020-03-18,19298.0,Cups
238,2020-03-19,19298.0,Cups
239,2020-03-20,19298.0,Cups
240,2020-03-21,19298.0,Cups
241,2020-03-22,19298.0,Cups
242,2020-03-23,19298.0,Cups
243,2020-03-24,19298.0,Cups
244,2020-03-25,19298.0,Cups
245,2020-03-26,19298.0,Cups
246,2020-03-27,19298.0,Cups
247,2020-03-28,19298.0,Cups
248,2020-03-29,19298.0,Cups
249,2020-03-30,19298.0,Cups
250,2020-03-31,19298.0,Cups
251,2020-04-01,19298.0,Cups
252,2020-04-02,19298.0,Cups
253,2020-04-03,19298.0,Cups
254,2020-04-04,19298.0,Cups
255,2020-04-05,19298.0,Cups
256,2020-04-06,19298.0,Cups
257,2020-04-07,19298.0,Cups
258,2020-04-08,19298.0,Cups
259,2020-04-09,19298.0,Cups
260,2020-04-10,19298.0,Cups
261,2020-04-11,19298.0,Cups
262,2020-04-12,19298.0,Cups
263,2020-04-13,19298.0,Cups
264,2020-04-14,19298.0,Cups
265,2020-04-15,19298.0,Cups
266,2020-04-16,19298.0,Cups
267,2020-04-17,19298.0,Cups
268,2020-04-18,19298.0,Cups
269,2020-04-19,19298.0,Cups
270,2020-04-20,19298.0,Cups
271,2020-04-21,19298.0,Cups
272,2020-04-22,19298.0,Cups
273,2020-04-23,19298.0,Cups
274,2020-04-24,19298.0,Cups
275,2020-04-25,19298.0,Cups
276,2020-04-26,19298.0,Cups
277,2020-04-27,19298.0,Cups
278,2020-04-28,19298.0,Cups
279,2020-04-29,19298.0,Cups
280,2020-04-30,19298.0,Cups
281,2020-05-01,19298.0,Cups
282,2020-05-02,19298.0,Cups
283,2020-05-03,19298.0,Cups
284,2020-05-04,19298.0,Cups
285,2020-05-05,19298.0,Cups
286,2020-05-06,19298.0,Cups
287,2020-05-07,19298.0,Cups
288,2020-05-08,19298.0,Cups
289,2020-05-09,19298.0,Cups
290,2020-05-10,19298.0,Cups
291,2020-05-11,19298.0,Cups
292,2020-05-12,19298.0,Cups
293,2020-05-13,19298.0,Cups
294,2020-05-14,19298.0,Cups
295,2020-05-15,19298.0,Cups
296,2020-05-16,19298.0,Cups
297,2020-05-17,19298.0,Cups
298,2020-05-18,19298.0,Cups
299,2020-05-19,19298.0,Cups
300,2020-05-20,19298.0,Cups
301,2020-05-21,19298.0,Cups
302,2020-05-22,19298.0,Cups
303,2020-05-23,19298.0,Cups
304,2020-05-24,19298.0,Cups
305,2020-05-25,19298.0,Cups
306,2020-05-26,19298.0,Cups
307,2020-05-27,19298.0,Cups
308,2020-05-28,19298.0,Cups
309,2020-05-29,19298.0,Cups
310,2020-05-30,19298.0,Cups
311,2020-05-31,19298.0,Cups
312,2020-06-01,19298.0,Cups
313,2020-06-02,19298.0,Cups
314,2020-06-03,19298.0,Cups
315,2020-06-04,19298.0,Cups
316,2020-06-05,19298.0,Cups
317,2020-06-06,19298.0,Cups
318,2020-06-07,19298.0,Cups
319,2020-06-08,19298.0,Cups
320,2020-06-09,19298.0,Cups
321,2020-06-10,19298.0,Cups
322,2020-06-11,19298.0,Cups
323,2020-06-12,19298.0,Cups
324,2020-06-13,19298.0,Cups
325,2020-06-14,19298.0,Cups
326,2020-06-15,19298.0,Cups
327,2020-06-16,19298.0,Cups
328,2020-06-17,19298.0,Cups
329,2020-06-18,19298.0,Cups
330,2020-06-19,19298.0,Cups
331,2020-06-20,19298.0,Cups
332,2020-06-21,19298.0,Cups
333,2020-06-22,19298.0,Cups
334,2020-06-23,19298.0,Cups
335,2020-06-24,19298.0,Cups
336,2020-06-25,19298.0,Cups
337,2020-06-26,19298.0,Cups
338,2020-06-27,19298.0,Cups
339,2020-06-28,19298.0,Cups
340,2020-06-29,19298.0,Cups
341,2020-06-30,19298.0,Cups
342,2020-07-01,19298.0,Cups
343,2020-07-02,19298.0,Cups
344,2020-07-03,19298.0,Cups
345,2020-07-04,19298.0,Cups
346,2020-07-05,19298.0,Cups
347,2020-07-06,19298.0,Cups
348,2020-07-07,19298.0,Cups
349,2020-07-08,19298.0,Cups
350,2020-07-09,19298.0,Cups
351,2020-07-10,19298.0,Cups
352,2020-07-11,19298.0,Cups
353,2020-07-12,19298.0,Cups
354,2020-07-13,19298.0,Cups
355,2020-07-14,19298.0,Cups
356,2020-07-15,19298.0,Cups
357,2020-07-16,19298.0,Cups
358,2020-07-17,19298.0,Cups
359,2020-07-18,19298.0,Cups
360,2020-07-19,19298.0,Cups
361,2020-07-20,19298.0,Cups
362,2020-07-21,19298.0,Cups
363,2020-07-22,19298.0,Cups
364,2020-07-23,19298.0,Cups
365,2020-07-24,19298.0,Cups
366,2020-07-25,19298.0,Cups
367,2020-07-26,19298.0,Cups
368,2020-07-27,19298.0,Cups
369,2020-07-28,19298.0,Cups
370,2020-07-29,19298.0,Cups
371,2020-07-30,19298.0,Cups
372,2020-07-31,19298.0,Cups
373,2020-08-01,19298.0,Cups
374,2020-08-02,19298.0,Cups
375,2020-08-03,19298.0,Cups
376,2020-08-04,19298.0,Cups
377,2020-08-05,19298.0,Cups
378,2020-08-06,19298.0,Cups
379,2020-08-07,19298.0,Cups
380,2020-08-08,19298.0,Cups
381,2020-08-09,19298.0,Cups
382,2020-08-10,19298.0,Cups
383,2020-08-11,19298.0,Cups
384,2020-08-12,19298.0,Cups
385,2020-08-13,19298.0,Cups
386,2020-08-14,19298.0,Cups
387,2020-08-15,19298.0,Cups
388,2020-08-16,19298.0,Cups
389,2020-08-17,19298.0,Cups
390,2020-08-18,19298.0,Cups
391,2020-08-19,19298.0,Cups
392,2020-08-20,19298.0,Cups
393,2020-08-21,19298.0,Cups
394,2020-08-22,19298.0,Cups
395,2020-08-23,19298.0,Cups
396,2020-08-24,19298.0,Cups
397,2020-08-25,19298.0,Cups
398,2020-08-26,19298.0,Cups
399,2020-08-27,19298.0,Cups
400,2020-08-28,19298.0,Cups
401,2020-08-29,19298.0,Cups
402,2020-08-30,19298.0,Cups
403,2020-08-31,19298.0,Cups
404,2020-09-01,19298.0,Cups
405,2020-09-02,19298.0,Cups
406,2020-09-03,19298.0,Cups
407,2020-09-04,19298.0,Cups
408,2020-09-05,19298.0,Cups
409,2020-09-06,19298.0,Cups
410,2020-09-07,19298.0,Cups
411,2020-09-08,19298.0,Cups
412,2020-09-09,19298.0,Cups
413,2020-09-10,19298.0,Cups
414,2020-09-11,19298.0,Cups
415,2020-09-12,19298.0,Cups
416,2020-09-13,19298.0,Cups
417,2020-09-14,19298.0,Cups
418,2020-09-15,19298.0,Cups
419,2020-09-16,19298.0,Cups
420,2020-09-17,19298.0,Cups
421,2020-09-18,19298.0,Cups
422,2020-09-19,19298.0,Cups
423,2020-09-20,19298.0,Cups
424,2020-09-21,19298.0,Cups
425,2020-09-22,19298.0,Cups
426,2020-09-23,19298.0,Cups
427,2020-09-24,19298.0,Cups
428,2020-09-25,19298.0,Cups
429,2020-09-26,19298.0,Cups
430,2020-09-27,19298.0,Cups
431,2020-09-28,19298.0,Cups
432,2020-09-29,19298.0,Cups
433,2020-09-30,19298.0,Cups
434,2020-10-01,19298.0,Cups
435,2020-10-02,19298.0,Cups
436,2020-10-03,19298.0,Cups
437,2020-10-04,19298.0,Cups
438,2020-10-05,19298.0,Cups
439,2020-10-06,19298.0,Cups
440,2020-10-07,19298.0,Cups
441,2020-10-08,19298.0,Cups
442,2020-10-09,19298.0,Cups
443,2020-10-10,19298.0,Cups
444,2020-10-11,19298.0,Cups
445,2020-10-12,19298.0,Cups
446,2020-10-13,19298.0,Cups
447,2020-10-14,19298.0,Cups
448,2020-10-15,19298.0,Cups
449,2020-10-16,19298.0,Cups
450,2020-10-17,19298.0,Cups
451,2020-10-18,19298.0,Cups
452,2020-10-19,19298.0,Cups
453,2020-10-20,19298.0,Cups
454,2020-10-21,19298.0,Cups
455,2020-10-22,19298.0,Cups
456,2020-10-23,19298.0,Cups
457,2020-10-24,19298.0,Cups
458,2020-10-25,19298.0,Cups
459,2020-10-26,19298.0,Cups
460,2020-10-27,19298.0,Cups
461,2020-10-28,19298.0,Cups
462,2020-10-29,19298.0,Cups
463,2020-10-30,19298.0,Cups
464,2020-10-31,19298.0,Cups
465,2020-11-01,19298.0,Cups
466,2020-11-02,19298.0,Cups
467,2020-11-03,19298.0,Cups
468,2020-11-04,19298.0,Cups
469,2020-11-05,19298.0,Cups
470,2020-11-06,19298.0,Cups
471,2020-11-07,19298.0,Cups
472,2020-11-08,19298.0,Cups
473,2020-11-09,19298.0,Cups
474,2020-11-10,19298.0,Cups
475,2020-11-11,19298.0,Cups
476,2020-11-12,19298.0,Cups
477,2020-11-13,19298.0,Cups
478,2020-11-14,19298.0,Cups
479,2020-11-15,19298.0,Cups
480,2020-11-16,19298.0,Cups
481,2020-11-17,19298.0,Cups
482,2020-11-18,19298.0,Cups
483,2020-11-19,19298.0,Cups
484,2020-11-20,19298.0,Cups
485,2020-11-21,19298.0,Cups
486,2020-11-22,19298.0,Cups
487,2020-11-23,19298.0,Cups
488,2020-11-24,19298.0,Cups
489,2020-11-25,19298.0,Cups
490,2020-11-26,19298.0,Cups
491,2020-11-27,19298.0,Cups
492,2020-11-28,19298.0,Cups
493,2020-11-29,19298.0,Cups
494,2020-11-30,19298.0,Cups
495,2020-12-01,19298.0,Cups
496,2020-12-02,165505.0,Cups
497,2020-12-03,165505.0,Cups
498,2020-12-04,165505.0,Cups
499,2020-12-05,165505.0,Cups
500,2020-12-06,165505.0,Cups
501,2020-12-07,165505.0,Cups
502,2020-12-08,165505.0,Cups
503,2020-12-09,130457.0,Cups
504,2020-12-10,130457.0,Cups
505,2020-12-11,130457.0,Cups
506,2020-12-12,130457.0,Cups
507,2020-12-13,125831.0,Cups
508,2020-12-14,125831.0,Cups
509,2020-12-15,163746.0,Cups
510,2020-12-16,163746.0,Cups
511,2020-12-17,163746.0,Cups
512,2020-12-18,163746.0,Cups
513,2020-12-19,163746.0,Cups
514,2020-12-20,163746.0,Cups
515,2020-12-21,163746.0,Cups
516,2020-12-22,89050.0,Cups
517,2020-12-23,89050.0,Cups
518,2020-12-24,89050.0,Cups
519,2020-12-25,89050.0,Cups
520,2020-12-26,89050.0,Cups
521,2020-12-27,89050.0,Cups
522,2020-12-28,89050.0,Cups
523,2020-12-29,99200.0,Cups
524,2020-12-30,99200.0,Cups
525,2020-12-31,99200.0,Cups
526,2021-01-01,99200.0,Cups
527,2021-01-02,99200.0,Cups
528,2021-01-03,99200.0,Cups
529,2021-01-04,99200.0,Cups
530,2021-01-05,130587.0,Cups
531,2021-01-06,130587.0,Cups
532,2021-01-07,130587.0,Cups
533,2021-01-08,130587.0,Cups
534,2021-01-09,130587.0,Cups
535,2021-01-10,130587.0,Cups
536,2021-01-11,130587.0,Cups
537,2021-01-12,130587.0,Cups
538,2021-01-13,130587.0,Cups
539,2021-01-14,173608.0,Cups
540,2021-01-15,173608.0,Cups
541,2021-01-16,173608.0,Cups
542,2021-01-17,121455.0,Cups
543,2021-01-18,121455.0,Cups
544,2021-01-19,197639.0,Cups
545,2021-01-20,197639.0,Cups
546,2021-01-21,197639.0,Cups
547,2021-01-22,136630.0,Cups
548,2021-01-23,136630.0,Cups
549,2021-01-24,136630.0,Cups
550,2021-01-25,136630.0,Cups
551,2021-01-26,136630.0,Cups
552,2021-01-27,136630.0,Cups
553,2021-01-28,136630.0,Cups
554,2021-01-29,136630.0,Cups
555,2021-01-30,136630.0,Cups
556,2021-01-31,136630.0,Cups
557,2021-02-01,82513.0,Cups
558,2021-02-02,82513.0,Cups
559,2021-02-03,82513.0,Cups
560,2021-02-04,82513.0,Cups
561,2021-02-05,82513.0,Cups
562,2021-02-06,82513.0,Cups
563,2021-02-07,132646.0,Cups
564,2021-02-08,132646.0,Cups
565,2021-02-09,132646.0,Cups
566,2021-02-10,132646.0,Cups
567,2021-02-11,132646.0,Cups
568,2021-02-12,132646.0,Cups
569,2021-02-13,88870.0,Cups
570,2021-02-14,88870.0,Cups
571,2021-02-15,88870.0,Cups
572,2021-02-16,83049.0,Cups
573,2021-02-17,83049.0,Cups
574,2021-02-18,53372.0,Cups
575,2021-02-19,53372.0,Cups
576,2021-02-20,53372.0,Cups
577,2021-02-21,74991.0,Cups
578,2021-02-22,74991.0,Cups
579,2021-02-23,74991.0,Cups
580,2021-02-24,74991.0,Cups
581,2021-02-25,74991.0,Cups
582,2021-02-26,74991.0,Cups
583,2021-02-27,74991.0,Cups
584,2021-02-28,74991.0,Cups
585,2021-03-01,74991.0,Cups
586,2021-03-02,90481.0,Cups
587,2021-03-03,90481.0,Cups
588,2021-03-04,90481.0,Cups
589,2021-03-05,59285.0,Cups
590,2021-03-06,59285.0,Cups
591,2021-03-07,59285.0,Cups
592,2021-03-08,59285.0,Cups
593,2021-03-09,48046.0,Cups
594,2021-03-10,48046.0,Cups
595,2021-03-11,48046.0,Cups
596,2021-03-12,48046.0,Cups
597,2021-03-13,48046.0,Cups
598,2021-03-14,48046.0,Cups
599,2021-03-15,83737.0,Cups
600,2021-03-16,83737.0,Cups
601,2021-03-17,83737.0,Cups
602,2021-03-18,54925.0,Cups
603,2021-03-19,54925.0,Cups
604,2021-03-20,54925.0,Cups
605,2021-03-21,54925.0,Cups
606,2021-03-22,54925.0,Cups
607,2021-03-23,54925.0,Cups
608,2021-03-24,54925.0,Cups
609,2021-03-25,54925.0,Cups
610,2021-03-26,155412.0,Cups
611,2021-03-27,155412.0,Cups
612,2021-03-28,155412.0,Cups
613,2021-03-29,155412.0,Cups
614,2021-03-30,155412.0,Cups
615,2021-03-31,155412.0,Cups
616,2021-04-01,158593.0,Cups
617,2021-04-02,158593.0,Cups
618,2021-04-03,158593.0,Cups
619,2021-04-04,158593.0,Cups
620,2021-04-05,158593.0,Cups
621,2021-04-06,158593.0,Cups
622,2021-04-07,158593.0,Cups
623,2021-04-08,158593.0,Cups
624,2021-04-09,97136.0,Cups
625,2021-04-10,97136.0,Cups
626,2021-04-11,97136.0,Cups
627,2021-04-12,97136.0,Cups
628,2021-04-13,97136.0,Cups
629,2021-04-14,23575.0,Cups
630,2021-04-15,23575.0,Cups
631,2021-04-16,23575.0,Cups
632,2021-04-17,23575.0,Cups
633,2021-04-18,23575.0,Cups
634,2021-04-19,15010.0,Cups
635,2021-04-20,15010.0,Cups
636,2021-04-21,13656.0,Cups
637,2021-04-22,13656.0,Cups
638,2021-04-23,14106.0,Cups
639,2021-04-24,14106.0,Cups
640,2021-04-25,14106.0,Cups
641,2021-04-26,18060.0,Cups
642,2021-04-27,18060.0,Cups
643,2021-04-28,18060.0,Cups
644,2021-04-29,18060.0,Cups
645,2021-04-30,28409.0,Cups
646,2021-05-01,28409.0,Cups
647,2021-05-02,28409.0,Cups
648,2021-05-03,28409.0,Cups
649,2021-05-04,28409.0,Cups
650,2021-05-05,28409.0,Cups
651,2021-05-06,28409.0,Cups
652,2021-05-07,28409.0,Cups
653,2021-05-08,25260.0,Cups
654,2021-05-09,25260.0,Cups
655,2021-05-10,36107.0,Cups
656,2021-05-11,36107.0,Cups
657,2021-05-12,36107.0,Cups
658,2021-05-13,36107.0,Cups
659,2021-05-14,36107.0,Cups
660,2021-05-15,26505.0,Cups
661,2021-05-16,26505.0,Cups
662,2021-05-17,27421.0,Cups
663,2021-05-18,27421.0,Cups
664,2021-05-19,27421.0,Cups
665,2021-05-20,27421.0,Cups
666,2021-05-21,38254.0,Cups
667,2021-05-22,38254.0,Cups
668,2021-05-23,38254.0,Cups
669,2021-05-24,38254.0,Cups
670,2021-05-25,38254.0,Cups
671,2021-05-26,38254.0,Cups
672,2021-05-27,45803.0,Cups
673,2021-05-28,45803.0,Cups
674,2021-05-29,45803.0,Cups
675,2021-05-30,42721.0,Cups
676,2021-05-31,42721.0,Cups
677,2021-06-01,42721.0,Cups
678,2021-06-02,42721.0,Cups
679,2021-06-03,38804.0,Cups
680,2021-06-04,38804.0,Cups
681,2021-06-05,38804.0,Cups
682,2021-06-06,38804.0,Cups
683,2021-06-07,38804.0,Cups
684,2021-06-08,29191.0,Cups
685,2021-06-09,29191.0,Cups
686,2021-06-10,40510.0,Cups
687,2021-06-11,40510.0,Cups
688,2021-06-12,40510.0,Cups
689,2021-06-13,40510.0,Cups
690,2021-06-14,63197.0,Cups
691,2021-06-15,63197.0,Cups
692,2021-06-16,28829.0,Cups
693,2021-06-17,25129.0,Cups
694,2021-06-18,25129.0,Cups
695,2021-06-19,25129.0,Cups
696,2021-06-20,25907.0,Cups
697,2021-06-21,21786.0,Cups
698,2021-06-22,17550.0,Cups
699,2021-06-23,17550.0,Cups
700,2021-06-24,17550.0,Cups
701,2021-06-25,17550.0,Cups
702,2021-06-26,17550.0,Cups
703,2021-06-27,17550.0,Cups
704,2021-06-28,24444.0,Cups
705,2021-06-29,17434.0,Cups
706,2021-06-30,22079.0,Cups
707,2021-07-01,22079.0,Cups
708,2021-07-02,33549.0,Cups
709,2021-07-03,33549.0,Cups
710,2021-07-04,33549.0,Cups
711,2021-07-05,33549.0,Cups
712,2021-07-06,33086.0,Cups
713,2021-07-07,33086.0,Cups
714,2021-07-08,26640.0,Cups
715,2021-07-09,25090.0,Cups
