,date,value,name_B08CV93QHX
81,2020-10-31,380906.0,Safety Products
82,2020-11-01,380906.0,Safety Products
83,2020-11-02,380906.0,Safety Products
84,2020-11-03,380906.0,Safety Products
85,2020-11-04,380906.0,Safety Products
86,2020-11-05,380906.0,Safety Products
87,2020-11-06,380906.0,Safety Products
88,2020-11-07,380906.0,Safety Products
89,2020-11-08,380906.0,Safety Products
90,2020-11-09,380906.0,Safety Products
91,2020-11-10,380906.0,Safety Products
92,2020-11-11,380906.0,Safety Products
93,2020-11-12,380906.0,Safety Products
94,2020-11-13,380906.0,Safety Products
95,2020-11-14,380906.0,Safety Products
96,2020-11-15,380906.0,Safety Products
97,2020-11-16,380906.0,Safety Products
98,2020-11-17,380906.0,Safety Products
99,2020-11-18,380906.0,Safety Products
100,2020-11-19,380906.0,Safety Products
101,2020-11-20,380906.0,Safety Products
102,2020-11-21,380906.0,Safety Products
103,2020-11-22,380906.0,Safety Products
104,2020-11-23,380906.0,Safety Products
105,2020-11-24,380906.0,Safety Products
106,2020-11-25,380906.0,Safety Products
107,2020-11-26,380906.0,Safety Products
108,2020-11-27,380906.0,Safety Products
109,2020-11-28,380906.0,Safety Products
110,2020-11-29,380906.0,Safety Products
111,2020-11-30,380906.0,Safety Products
112,2020-12-01,380906.0,Safety Products
113,2020-12-02,380906.0,Safety Products
114,2020-12-03,380906.0,Safety Products
115,2020-12-04,380906.0,Safety Products
116,2020-12-05,380906.0,Safety Products
117,2020-12-06,380906.0,Safety Products
118,2020-12-07,380906.0,Safety Products
119,2020-12-08,380906.0,Safety Products
120,2020-12-09,380906.0,Safety Products
121,2020-12-10,380906.0,Safety Products
122,2020-12-11,380906.0,Safety Products
123,2020-12-12,380906.0,Safety Products
124,2020-12-13,380906.0,Safety Products
125,2020-12-14,380906.0,Safety Products
126,2020-12-15,380906.0,Safety Products
127,2020-12-16,380906.0,Safety Products
128,2020-12-17,380906.0,Safety Products
129,2020-12-18,380906.0,Safety Products
130,2020-12-19,380906.0,Safety Products
131,2020-12-20,380906.0,Safety Products
132,2020-12-21,380906.0,Safety Products
133,2020-12-22,380906.0,Safety Products
134,2020-12-23,380906.0,Safety Products
135,2020-12-24,380906.0,Safety Products
136,2020-12-25,380906.0,Safety Products
137,2020-12-26,380906.0,Safety Products
138,2020-12-27,380906.0,Safety Products
139,2020-12-28,380906.0,Safety Products
140,2020-12-29,380906.0,Safety Products
141,2020-12-30,380906.0,Safety Products
142,2020-12-31,380906.0,Safety Products
143,2021-01-01,380906.0,Safety Products
144,2021-01-02,380906.0,Safety Products
145,2021-01-03,380906.0,Safety Products
146,2021-01-04,380906.0,Safety Products
147,2021-01-05,380906.0,Safety Products
148,2021-01-06,373781.0,Safety Products
149,2021-01-07,373781.0,Safety Products
150,2021-01-08,373781.0,Safety Products
151,2021-01-09,408075.0,Safety Products
152,2021-01-10,408075.0,Safety Products
153,2021-01-11,408075.0,Safety Products
154,2021-01-12,408075.0,Safety Products
155,2021-01-13,408075.0,Safety Products
156,2021-01-14,408075.0,Safety Products
157,2021-01-15,408075.0,Safety Products
158,2021-01-16,469788.0,Safety Products
159,2021-01-17,469788.0,Safety Products
160,2021-01-18,469788.0,Safety Products
161,2021-01-19,469788.0,Safety Products
162,2021-01-20,469788.0,Safety Products
163,2021-01-21,469788.0,Safety Products
164,2021-01-22,520289.0,Safety Products
165,2021-01-23,520289.0,Safety Products
166,2021-01-24,520289.0,Safety Products
167,2021-01-25,520289.0,Safety Products
168,2021-01-26,520289.0,Safety Products
169,2021-01-27,520289.0,Safety Products
170,2021-01-28,520289.0,Safety Products
171,2021-01-29,520289.0,Safety Products
172,2021-01-30,520289.0,Safety Products
173,2021-01-31,165453.0,Safety Products
174,2021-02-01,165453.0,Safety Products
175,2021-02-02,165453.0,Safety Products
176,2021-02-03,165453.0,Safety Products
177,2021-02-04,165453.0,Safety Products
178,2021-02-05,165453.0,Safety Products
179,2021-02-06,165453.0,Safety Products
180,2021-02-07,165453.0,Safety Products
181,2021-02-08,165453.0,Safety Products
182,2021-02-09,165453.0,Safety Products
183,2021-02-10,165453.0,Safety Products
184,2021-02-11,165453.0,Safety Products
185,2021-02-12,165453.0,Safety Products
186,2021-02-13,165453.0,Safety Products
187,2021-02-14,165453.0,Safety Products
188,2021-02-15,295296.0,Safety Products
189,2021-02-16,295296.0,Safety Products
190,2021-02-17,295296.0,Safety Products
191,2021-02-18,295296.0,Safety Products
192,2021-02-19,295296.0,Safety Products
193,2021-02-20,295296.0,Safety Products
194,2021-02-21,295296.0,Safety Products
195,2021-02-22,115837.0,Safety Products
196,2021-02-23,115837.0,Safety Products
197,2021-02-24,115837.0,Safety Products
198,2021-02-25,115837.0,Safety Products
199,2021-02-26,115837.0,Safety Products
200,2021-02-27,115837.0,Safety Products
201,2021-02-28,115837.0,Safety Products
202,2021-03-01,330526.0,Safety Products
203,2021-03-02,330526.0,Safety Products
204,2021-03-03,330526.0,Safety Products
205,2021-03-04,330526.0,Safety Products
206,2021-03-05,330526.0,Safety Products
207,2021-03-06,330526.0,Safety Products
208,2021-03-07,330526.0,Safety Products
209,2021-03-08,96501.0,Safety Products
210,2021-03-09,96501.0,Safety Products
211,2021-03-10,96501.0,Safety Products
212,2021-03-11,96501.0,Safety Products
213,2021-03-12,96501.0,Safety Products
214,2021-03-13,96501.0,Safety Products
215,2021-03-14,96501.0,Safety Products
216,2021-03-15,96501.0,Safety Products
217,2021-03-16,96501.0,Safety Products
218,2021-03-17,162807.0,Safety Products
219,2021-03-18,109019.0,Safety Products
220,2021-03-19,109019.0,Safety Products
221,2021-03-20,109019.0,Safety Products
222,2021-03-21,109019.0,Safety Products
223,2021-03-22,109019.0,Safety Products
224,2021-03-23,109019.0,Safety Products
225,2021-03-24,109019.0,Safety Products
226,2021-03-25,28991.0,Safety Products
227,2021-03-26,28991.0,Safety Products
228,2021-03-27,28991.0,Safety Products
229,2021-03-28,45699.0,Safety Products
230,2021-03-29,45699.0,Safety Products
231,2021-03-30,45699.0,Safety Products
232,2021-03-31,45699.0,Safety Products
233,2021-04-01,45699.0,Safety Products
234,2021-04-02,45699.0,Safety Products
235,2021-04-03,45699.0,Safety Products
236,2021-04-04,45699.0,Safety Products
237,2021-04-05,35123.0,Safety Products
238,2021-04-06,35123.0,Safety Products
239,2021-04-07,34073.0,Safety Products
240,2021-04-08,34073.0,Safety Products
241,2021-04-09,34073.0,Safety Products
242,2021-04-10,34073.0,Safety Products
243,2021-04-11,34073.0,Safety Products
244,2021-04-12,34073.0,Safety Products
245,2021-04-13,29568.0,Safety Products
246,2021-04-14,39984.0,Safety Products
247,2021-04-15,39984.0,Safety Products
248,2021-04-16,24610.0,Safety Products
249,2021-04-17,24610.0,Safety Products
250,2021-04-18,24610.0,Safety Products
251,2021-04-19,26195.0,Safety Products
252,2021-04-20,26195.0,Safety Products
253,2021-04-21,25087.0,Safety Products
254,2021-04-22,25087.0,Safety Products
255,2021-04-23,13512.0,Safety Products
256,2021-04-24,22477.0,Safety Products
257,2021-04-25,22477.0,Safety Products
258,2021-04-26,22477.0,Safety Products
259,2021-04-27,22477.0,Safety Products
260,2021-04-28,22477.0,Safety Products
261,2021-04-29,35171.0,Safety Products
262,2021-04-30,35171.0,Safety Products
263,2021-05-01,35171.0,Safety Products
264,2021-05-02,35171.0,Safety Products
265,2021-05-03,51288.0,Safety Products
266,2021-05-04,51288.0,Safety Products
267,2021-05-05,101536.0,Safety Products
268,2021-05-06,101536.0,Safety Products
269,2021-05-07,101536.0,Safety Products
270,2021-05-08,50541.0,Safety Products
271,2021-05-09,50541.0,Safety Products
272,2021-05-10,50541.0,Safety Products
273,2021-05-11,50541.0,Safety Products
274,2021-05-12,50541.0,Safety Products
275,2021-05-13,50541.0,Safety Products
276,2021-05-14,25208.0,Safety Products
277,2021-05-15,25208.0,Safety Products
278,2021-05-16,25208.0,Safety Products
279,2021-05-17,25208.0,Safety Products
280,2021-05-18,29948.0,Safety Products
281,2021-05-19,33881.0,Safety Products
282,2021-05-20,29390.0,Safety Products
283,2021-05-21,29390.0,Safety Products
284,2021-05-22,29390.0,Safety Products
285,2021-05-23,13927.0,Safety Products
286,2021-05-24,13927.0,Safety Products
287,2021-05-25,9982.0,Safety Products
288,2021-05-26,9982.0,Safety Products
289,2021-05-27,11972.0,Safety Products
290,2021-05-28,11972.0,Safety Products
291,2021-05-29,11972.0,Safety Products
292,2021-05-30,21792.0,Safety Products
293,2021-05-31,20175.0,Safety Products
294,2021-06-01,20175.0,Safety Products
295,2021-06-02,13683.0,Safety Products
296,2021-06-03,13683.0,Safety Products
297,2021-06-04,9667.0,Safety Products
298,2021-06-05,9667.0,Safety Products
299,2021-06-06,9667.0,Safety Products
300,2021-06-07,7158.0,Safety Products
301,2021-06-08,8197.0,Safety Products
302,2021-06-09,10222.0,Safety Products
303,2021-06-10,10222.0,Safety Products
304,2021-06-11,6291.0,Safety Products
305,2021-06-12,8451.0,Safety Products
306,2021-06-13,8451.0,Safety Products
307,2021-06-14,8451.0,Safety Products
308,2021-06-15,9935.0,Safety Products
309,2021-06-16,9935.0,Safety Products
310,2021-06-17,13219.0,Safety Products
311,2021-06-18,13219.0,Safety Products
312,2021-06-19,13219.0,Safety Products
313,2021-06-20,24987.0,Safety Products
314,2021-06-21,32445.0,Safety Products
315,2021-06-22,22059.0,Safety Products
316,2021-06-23,22059.0,Safety Products
317,2021-06-24,32457.0,Safety Products
318,2021-06-25,54900.0,Safety Products
319,2021-06-26,32992.0,Safety Products
320,2021-06-27,32992.0,Safety Products
321,2021-06-28,32992.0,Safety Products
322,2021-06-29,41304.0,Safety Products
323,2021-06-30,41304.0,Safety Products
324,2021-07-01,41304.0,Safety Products
325,2021-07-02,41304.0,Safety Products
326,2021-07-03,41304.0,Safety Products
327,2021-07-04,41304.0,Safety Products
328,2021-07-05,41304.0,Safety Products
329,2021-07-06,41304.0,Safety Products
330,2021-07-07,378874.0,Safety Products
331,2021-07-08,378874.0,Safety Products
332,2021-07-09,397335.0,Safety Products
