,date,value,name_B078K5B9DH
132,2020-10-03,10628.0,Douches & Enemas
133,2020-10-04,10628.0,Douches & Enemas
134,2020-10-05,11151.0,Douches & Enemas
135,2020-10-06,10760.0,Douches & Enemas
136,2020-10-07,10760.0,Douches & Enemas
137,2020-10-08,10760.0,Douches & Enemas
138,2020-10-09,10760.0,Douches & Enemas
139,2020-10-10,13899.0,Douches & Enemas
140,2020-10-11,13899.0,Douches & Enemas
141,2020-10-12,13899.0,Douches & Enemas
142,2020-10-13,13754.0,Douches & Enemas
143,2020-10-14,13754.0,Douches & Enemas
144,2020-10-15,13754.0,Douches & Enemas
145,2020-10-16,10648.0,Douches & Enemas
146,2020-10-17,10648.0,Douches & Enemas
147,2020-10-18,10648.0,Douches & Enemas
148,2020-10-19,11624.0,Douches & Enemas
149,2020-10-20,11624.0,Douches & Enemas
150,2020-10-21,12113.0,Douches & Enemas
151,2020-10-22,13755.0,Douches & Enemas
152,2020-10-23,13755.0,Douches & Enemas
153,2020-10-24,13320.0,Douches & Enemas
154,2020-10-25,13468.0,Douches & Enemas
155,2020-10-26,13468.0,Douches & Enemas
156,2020-10-27,13468.0,Douches & Enemas
157,2020-10-28,13230.0,Douches & Enemas
158,2020-10-29,13230.0,Douches & Enemas
159,2020-10-30,13230.0,Douches & Enemas
160,2020-10-31,12070.0,Douches & Enemas
161,2020-11-01,12070.0,Douches & Enemas
162,2020-11-02,12070.0,Douches & Enemas
163,2020-11-03,12070.0,Douches & Enemas
164,2020-11-04,12070.0,Douches & Enemas
165,2020-11-05,15900.0,Douches & Enemas
166,2020-11-06,15900.0,Douches & Enemas
167,2020-11-07,17019.0,Douches & Enemas
168,2020-11-08,17019.0,Douches & Enemas
169,2020-11-09,17019.0,Douches & Enemas
170,2020-11-10,18698.0,Douches & Enemas
171,2020-11-11,18698.0,Douches & Enemas
172,2020-11-12,18698.0,Douches & Enemas
173,2020-11-13,14957.0,Douches & Enemas
174,2020-11-14,14957.0,Douches & Enemas
175,2020-11-15,16776.0,Douches & Enemas
176,2020-11-16,16776.0,Douches & Enemas
177,2020-11-17,16776.0,Douches & Enemas
178,2020-11-18,16776.0,Douches & Enemas
179,2020-11-19,16722.0,Douches & Enemas
180,2020-11-20,16722.0,Douches & Enemas
181,2020-11-21,16722.0,Douches & Enemas
182,2020-11-22,16722.0,Douches & Enemas
183,2020-11-23,15084.0,Douches & Enemas
184,2020-11-24,15084.0,Douches & Enemas
185,2020-11-25,15084.0,Douches & Enemas
186,2020-11-26,15084.0,Douches & Enemas
187,2020-11-27,14259.0,Douches & Enemas
188,2020-11-28,14259.0,Douches & Enemas
189,2020-11-29,14259.0,Douches & Enemas
190,2020-11-30,18880.0,Douches & Enemas
191,2020-12-01,18880.0,Douches & Enemas
192,2020-12-02,18880.0,Douches & Enemas
193,2020-12-03,18880.0,Douches & Enemas
194,2020-12-04,18880.0,Douches & Enemas
195,2020-12-05,17705.0,Douches & Enemas
196,2020-12-06,17705.0,Douches & Enemas
197,2020-12-07,17705.0,Douches & Enemas
198,2020-12-08,19387.0,Douches & Enemas
199,2020-12-09,19387.0,Douches & Enemas
200,2020-12-10,19387.0,Douches & Enemas
201,2020-12-11,19387.0,Douches & Enemas
202,2020-12-12,19387.0,Douches & Enemas
203,2020-12-13,19387.0,Douches & Enemas
204,2020-12-14,18351.0,Douches & Enemas
205,2020-12-15,18351.0,Douches & Enemas
206,2020-12-16,15685.0,Douches & Enemas
207,2020-12-17,15685.0,Douches & Enemas
208,2020-12-18,15685.0,Douches & Enemas
209,2020-12-19,20002.0,Douches & Enemas
210,2020-12-20,17883.0,Douches & Enemas
211,2020-12-21,17883.0,Douches & Enemas
212,2020-12-22,21944.0,Douches & Enemas
213,2020-12-23,21944.0,Douches & Enemas
214,2020-12-24,21944.0,Douches & Enemas
215,2020-12-25,21944.0,Douches & Enemas
216,2020-12-26,15807.0,Douches & Enemas
217,2020-12-27,15807.0,Douches & Enemas
218,2020-12-28,15807.0,Douches & Enemas
219,2020-12-29,15807.0,Douches & Enemas
220,2020-12-30,15277.0,Douches & Enemas
221,2020-12-31,15277.0,Douches & Enemas
222,2021-01-01,15277.0,Douches & Enemas
223,2021-01-02,14058.0,Douches & Enemas
224,2021-01-03,14058.0,Douches & Enemas
225,2021-01-04,14058.0,Douches & Enemas
226,2021-01-05,13863.0,Douches & Enemas
227,2021-01-06,13863.0,Douches & Enemas
228,2021-01-07,13863.0,Douches & Enemas
229,2021-01-08,13997.0,Douches & Enemas
230,2021-01-09,13997.0,Douches & Enemas
231,2021-01-10,13997.0,Douches & Enemas
232,2021-01-11,12945.0,Douches & Enemas
233,2021-01-12,12945.0,Douches & Enemas
234,2021-01-13,12945.0,Douches & Enemas
235,2021-01-14,15421.0,Douches & Enemas
236,2021-01-15,13881.0,Douches & Enemas
237,2021-01-16,13881.0,Douches & Enemas
238,2021-01-17,13881.0,Douches & Enemas
239,2021-01-18,16051.0,Douches & Enemas
240,2021-01-19,16051.0,Douches & Enemas
241,2021-01-20,11773.0,Douches & Enemas
242,2021-01-21,11773.0,Douches & Enemas
243,2021-01-22,11773.0,Douches & Enemas
244,2021-01-23,11773.0,Douches & Enemas
245,2021-01-24,16131.0,Douches & Enemas
246,2021-01-25,13160.0,Douches & Enemas
247,2021-01-26,14173.0,Douches & Enemas
248,2021-01-27,13486.0,Douches & Enemas
249,2021-01-28,13486.0,Douches & Enemas
250,2021-01-29,13486.0,Douches & Enemas
251,2021-01-30,10625.0,Douches & Enemas
252,2021-01-31,10625.0,Douches & Enemas
253,2021-02-01,10428.0,Douches & Enemas
254,2021-02-02,10428.0,Douches & Enemas
255,2021-02-03,10428.0,Douches & Enemas
256,2021-02-04,11456.0,Douches & Enemas
257,2021-02-05,11336.0,Douches & Enemas
258,2021-02-06,11336.0,Douches & Enemas
259,2021-02-07,11336.0,Douches & Enemas
260,2021-02-08,11336.0,Douches & Enemas
261,2021-02-09,11190.0,Douches & Enemas
262,2021-02-10,10939.0,Douches & Enemas
263,2021-02-11,10939.0,Douches & Enemas
264,2021-02-12,10939.0,Douches & Enemas
265,2021-02-13,9098.0,Douches & Enemas
266,2021-02-14,9098.0,Douches & Enemas
267,2021-02-15,9098.0,Douches & Enemas
268,2021-02-16,8874.0,Douches & Enemas
269,2021-02-17,9432.0,Douches & Enemas
270,2021-02-18,9554.0,Douches & Enemas
271,2021-02-19,9554.0,Douches & Enemas
272,2021-02-20,7958.0,Douches & Enemas
273,2021-02-21,8582.0,Douches & Enemas
274,2021-02-22,9547.0,Douches & Enemas
275,2021-02-23,9193.0,Douches & Enemas
276,2021-02-24,9515.0,Douches & Enemas
277,2021-02-25,9515.0,Douches & Enemas
278,2021-02-26,8409.0,Douches & Enemas
279,2021-02-27,8422.0,Douches & Enemas
280,2021-02-28,8422.0,Douches & Enemas
281,2021-03-01,11026.0,Douches & Enemas
282,2021-03-02,11286.0,Douches & Enemas
283,2021-03-03,10527.0,Douches & Enemas
284,2021-03-04,9889.0,Douches & Enemas
285,2021-03-05,10472.0,Douches & Enemas
286,2021-03-06,10472.0,Douches & Enemas
287,2021-03-07,9842.0,Douches & Enemas
288,2021-03-08,9842.0,Douches & Enemas
289,2021-03-09,9842.0,Douches & Enemas
290,2021-03-10,8924.0,Douches & Enemas
291,2021-03-11,9610.0,Douches & Enemas
292,2021-03-12,9094.0,Douches & Enemas
293,2021-03-13,9094.0,Douches & Enemas
294,2021-03-14,9216.0,Douches & Enemas
295,2021-03-15,8960.0,Douches & Enemas
296,2021-03-16,9301.0,Douches & Enemas
297,2021-03-17,9241.0,Douches & Enemas
298,2021-03-18,9241.0,Douches & Enemas
299,2021-03-19,9241.0,Douches & Enemas
300,2021-03-20,9241.0,Douches & Enemas
301,2021-03-21,9503.0,Douches & Enemas
302,2021-03-22,10970.0,Douches & Enemas
303,2021-03-23,10970.0,Douches & Enemas
304,2021-03-24,10490.0,Douches & Enemas
305,2021-03-25,10490.0,Douches & Enemas
306,2021-03-26,10575.0,Douches & Enemas
307,2021-03-27,10575.0,Douches & Enemas
308,2021-03-28,11135.0,Douches & Enemas
309,2021-03-29,11135.0,Douches & Enemas
310,2021-03-30,9399.0,Douches & Enemas
311,2021-03-31,10234.0,Douches & Enemas
312,2021-04-01,10234.0,Douches & Enemas
313,2021-04-02,10234.0,Douches & Enemas
314,2021-04-03,9734.0,Douches & Enemas
315,2021-04-04,9734.0,Douches & Enemas
316,2021-04-05,8999.0,Douches & Enemas
317,2021-04-06,8999.0,Douches & Enemas
318,2021-04-07,8999.0,Douches & Enemas
319,2021-04-08,9227.0,Douches & Enemas
320,2021-04-09,9227.0,Douches & Enemas
321,2021-04-10,9227.0,Douches & Enemas
322,2021-04-11,9227.0,Douches & Enemas
323,2021-04-12,9429.0,Douches & Enemas
324,2021-04-13,9429.0,Douches & Enemas
325,2021-04-14,9429.0,Douches & Enemas
326,2021-04-15,9952.0,Douches & Enemas
327,2021-04-16,9952.0,Douches & Enemas
328,2021-04-17,9952.0,Douches & Enemas
329,2021-04-18,10045.0,Douches & Enemas
330,2021-04-19,10045.0,Douches & Enemas
331,2021-04-20,9990.0,Douches & Enemas
332,2021-04-21,9662.0,Douches & Enemas
333,2021-04-22,9662.0,Douches & Enemas
334,2021-04-23,9327.0,Douches & Enemas
335,2021-04-24,9327.0,Douches & Enemas
336,2021-04-25,9327.0,Douches & Enemas
337,2021-04-26,8935.0,Douches & Enemas
338,2021-04-27,8935.0,Douches & Enemas
339,2021-04-28,8716.0,Douches & Enemas
340,2021-04-29,9850.0,Douches & Enemas
341,2021-04-30,9850.0,Douches & Enemas
342,2021-05-01,9850.0,Douches & Enemas
343,2021-05-02,9850.0,Douches & Enemas
344,2021-05-03,11697.0,Douches & Enemas
345,2021-05-04,11697.0,Douches & Enemas
346,2021-05-05,9898.0,Douches & Enemas
347,2021-05-06,9898.0,Douches & Enemas
348,2021-05-07,9695.0,Douches & Enemas
349,2021-05-08,9695.0,Douches & Enemas
350,2021-05-09,8835.0,Douches & Enemas
351,2021-05-10,8835.0,Douches & Enemas
352,2021-05-11,8835.0,Douches & Enemas
353,2021-05-12,8835.0,Douches & Enemas
354,2021-05-13,8355.0,Douches & Enemas
355,2021-05-14,8355.0,Douches & Enemas
356,2021-05-15,9586.0,Douches & Enemas
357,2021-05-16,9586.0,Douches & Enemas
358,2021-05-17,9586.0,Douches & Enemas
359,2021-05-18,9502.0,Douches & Enemas
360,2021-05-19,10184.0,Douches & Enemas
361,2021-05-20,9743.0,Douches & Enemas
362,2021-05-21,7756.0,Douches & Enemas
363,2021-05-22,7756.0,Douches & Enemas
364,2021-05-23,9677.0,Douches & Enemas
365,2021-05-24,9677.0,Douches & Enemas
366,2021-05-25,8441.0,Douches & Enemas
367,2021-05-26,8441.0,Douches & Enemas
368,2021-05-27,7979.0,Douches & Enemas
369,2021-05-28,7979.0,Douches & Enemas
370,2021-05-29,7979.0,Douches & Enemas
371,2021-05-30,7979.0,Douches & Enemas
372,2021-05-31,9448.0,Douches & Enemas
373,2021-06-01,9226.0,Douches & Enemas
374,2021-06-02,9226.0,Douches & Enemas
375,2021-06-03,9648.0,Douches & Enemas
376,2021-06-04,9648.0,Douches & Enemas
377,2021-06-05,8827.0,Douches & Enemas
378,2021-06-06,8827.0,Douches & Enemas
379,2021-06-07,10340.0,Douches & Enemas
380,2021-06-08,10340.0,Douches & Enemas
381,2021-06-09,9185.0,Douches & Enemas
382,2021-06-10,9185.0,Douches & Enemas
383,2021-06-11,9185.0,Douches & Enemas
384,2021-06-12,9806.0,Douches & Enemas
385,2021-06-13,9806.0,Douches & Enemas
386,2021-06-14,9806.0,Douches & Enemas
387,2021-06-15,8316.0,Douches & Enemas
388,2021-06-16,9640.0,Douches & Enemas
389,2021-06-17,9640.0,Douches & Enemas
390,2021-06-18,9640.0,Douches & Enemas
391,2021-06-19,9129.0,Douches & Enemas
392,2021-06-20,8923.0,Douches & Enemas
393,2021-06-21,9969.0,Douches & Enemas
394,2021-06-22,13091.0,Douches & Enemas
395,2021-06-23,11393.0,Douches & Enemas
396,2021-06-24,11393.0,Douches & Enemas
397,2021-06-25,10323.0,Douches & Enemas
398,2021-06-26,10323.0,Douches & Enemas
399,2021-06-27,10323.0,Douches & Enemas
400,2021-06-28,12137.0,Douches & Enemas
401,2021-06-29,12137.0,Douches & Enemas
402,2021-06-30,12137.0,Douches & Enemas
403,2021-07-01,9411.0,Douches & Enemas
404,2021-07-02,9411.0,Douches & Enemas
405,2021-07-03,9214.0,Douches & Enemas
406,2021-07-04,9214.0,Douches & Enemas
407,2021-07-05,9214.0,Douches & Enemas
408,2021-07-06,8204.0,Douches & Enemas
409,2021-07-07,8627.0,Douches & Enemas
410,2021-07-08,8627.0,Douches & Enemas
411,2021-07-09,8627.0,Douches & Enemas
412,2021-07-10,8847.0,Douches & Enemas
413,2021-07-11,9305.0,Douches & Enemas
