,date,value,name_B082Q33W3C
199,2020-09-04,7482.0,Fitted Sheets
200,2020-09-05,7482.0,Fitted Sheets
201,2020-09-06,7482.0,Fitted Sheets
202,2020-09-07,8181.0,Fitted Sheets
203,2020-09-08,8181.0,Fitted Sheets
204,2020-09-09,8181.0,Fitted Sheets
205,2020-09-10,11200.0,Fitted Sheets
206,2020-09-11,11200.0,Fitted Sheets
207,2020-09-12,11200.0,Fitted Sheets
208,2020-09-13,15414.0,Fitted Sheets
209,2020-09-14,15414.0,Fitted Sheets
210,2020-09-15,15414.0,Fitted Sheets
211,2020-09-16,11056.0,Fitted Sheets
212,2020-09-17,11056.0,Fitted Sheets
213,2020-09-18,13861.0,Fitted Sheets
214,2020-09-19,13861.0,Fitted Sheets
215,2020-09-20,13861.0,Fitted Sheets
216,2020-09-21,10517.0,Fitted Sheets
217,2020-09-22,10517.0,Fitted Sheets
218,2020-09-23,10517.0,Fitted Sheets
219,2020-09-24,16246.0,Fitted Sheets
220,2020-09-25,16246.0,Fitted Sheets
221,2020-09-26,16246.0,Fitted Sheets
222,2020-09-27,16246.0,Fitted Sheets
223,2020-09-28,18579.0,Fitted Sheets
224,2020-09-29,16699.0,Fitted Sheets
225,2020-09-30,19510.0,Fitted Sheets
226,2020-10-01,19510.0,Fitted Sheets
227,2020-10-02,19510.0,Fitted Sheets
228,2020-10-03,19510.0,Fitted Sheets
229,2020-10-04,19510.0,Fitted Sheets
230,2020-10-05,19510.0,Fitted Sheets
231,2020-10-06,22426.0,Fitted Sheets
232,2020-10-07,24949.0,Fitted Sheets
233,2020-10-08,24949.0,Fitted Sheets
234,2020-10-09,24949.0,Fitted Sheets
235,2020-10-10,24949.0,Fitted Sheets
236,2020-10-11,22895.0,Fitted Sheets
237,2020-10-12,22895.0,Fitted Sheets
238,2020-10-13,22895.0,Fitted Sheets
239,2020-10-14,7926.0,Fitted Sheets
240,2020-10-15,7926.0,Fitted Sheets
241,2020-10-16,11001.0,Fitted Sheets
242,2020-10-17,11001.0,Fitted Sheets
243,2020-10-18,11001.0,Fitted Sheets
244,2020-10-19,19106.0,Fitted Sheets
245,2020-10-20,26363.0,Fitted Sheets
246,2020-10-21,26363.0,Fitted Sheets
247,2020-10-22,32356.0,Fitted Sheets
248,2020-10-23,32356.0,Fitted Sheets
249,2020-10-24,32356.0,Fitted Sheets
250,2020-10-25,29973.0,Fitted Sheets
251,2020-10-26,29973.0,Fitted Sheets
252,2020-10-27,29973.0,Fitted Sheets
253,2020-10-28,29973.0,Fitted Sheets
254,2020-10-29,29973.0,Fitted Sheets
255,2020-10-30,29973.0,Fitted Sheets
256,2020-10-31,55442.0,Fitted Sheets
257,2020-11-01,55442.0,Fitted Sheets
258,2020-11-02,43788.0,Fitted Sheets
259,2020-11-03,43788.0,Fitted Sheets
260,2020-11-04,43788.0,Fitted Sheets
261,2020-11-05,50297.0,Fitted Sheets
262,2020-11-06,50297.0,Fitted Sheets
263,2020-11-07,50297.0,Fitted Sheets
264,2020-11-08,50297.0,Fitted Sheets
265,2020-11-09,30011.0,Fitted Sheets
266,2020-11-10,30011.0,Fitted Sheets
267,2020-11-11,30011.0,Fitted Sheets
268,2020-11-12,46387.0,Fitted Sheets
269,2020-11-13,46387.0,Fitted Sheets
270,2020-11-14,46387.0,Fitted Sheets
271,2020-11-15,46387.0,Fitted Sheets
272,2020-11-16,46387.0,Fitted Sheets
273,2020-11-17,56486.0,Fitted Sheets
274,2020-11-18,56486.0,Fitted Sheets
275,2020-11-19,56486.0,Fitted Sheets
276,2020-11-20,56486.0,Fitted Sheets
277,2020-11-21,72690.0,Fitted Sheets
278,2020-11-22,72690.0,Fitted Sheets
279,2020-11-23,72690.0,Fitted Sheets
280,2020-11-24,59025.0,Fitted Sheets
281,2020-11-25,59025.0,Fitted Sheets
282,2020-11-26,71797.0,Fitted Sheets
283,2020-11-27,71797.0,Fitted Sheets
284,2020-11-28,71797.0,Fitted Sheets
285,2020-11-29,22769.0,Fitted Sheets
286,2020-11-30,23300.0,Fitted Sheets
287,2020-12-01,19623.0,Fitted Sheets
288,2020-12-02,19623.0,Fitted Sheets
289,2020-12-03,19623.0,Fitted Sheets
290,2020-12-04,33949.0,Fitted Sheets
291,2020-12-05,33949.0,Fitted Sheets
292,2020-12-06,32576.0,Fitted Sheets
293,2020-12-07,32576.0,Fitted Sheets
294,2020-12-08,29554.0,Fitted Sheets
295,2020-12-09,29554.0,Fitted Sheets
296,2020-12-10,29554.0,Fitted Sheets
297,2020-12-11,29554.0,Fitted Sheets
298,2020-12-12,34495.0,Fitted Sheets
299,2020-12-13,34495.0,Fitted Sheets
300,2020-12-14,34495.0,Fitted Sheets
301,2020-12-15,36989.0,Fitted Sheets
302,2020-12-16,36989.0,Fitted Sheets
303,2020-12-17,36989.0,Fitted Sheets
304,2020-12-18,36989.0,Fitted Sheets
305,2020-12-19,36989.0,Fitted Sheets
306,2020-12-20,36989.0,Fitted Sheets
307,2020-12-21,29948.0,Fitted Sheets
308,2020-12-22,29948.0,Fitted Sheets
309,2020-12-23,29948.0,Fitted Sheets
310,2020-12-24,29098.0,Fitted Sheets
311,2020-12-25,29552.0,Fitted Sheets
312,2020-12-26,33343.0,Fitted Sheets
313,2020-12-27,33343.0,Fitted Sheets
314,2020-12-28,33343.0,Fitted Sheets
315,2020-12-29,33343.0,Fitted Sheets
316,2020-12-30,16791.0,Fitted Sheets
317,2020-12-31,16791.0,Fitted Sheets
318,2021-01-01,25761.0,Fitted Sheets
319,2021-01-02,25761.0,Fitted Sheets
320,2021-01-03,25761.0,Fitted Sheets
321,2021-01-04,25761.0,Fitted Sheets
322,2021-01-05,25761.0,Fitted Sheets
323,2021-01-06,14615.0,Fitted Sheets
324,2021-01-07,14615.0,Fitted Sheets
325,2021-01-08,14073.0,Fitted Sheets
326,2021-01-09,14364.0,Fitted Sheets
327,2021-01-10,14364.0,Fitted Sheets
328,2021-01-11,16029.0,Fitted Sheets
329,2021-01-12,16029.0,Fitted Sheets
330,2021-01-13,18834.0,Fitted Sheets
331,2021-01-14,19651.0,Fitted Sheets
332,2021-01-15,21823.0,Fitted Sheets
333,2021-01-16,18108.0,Fitted Sheets
334,2021-01-17,18108.0,Fitted Sheets
335,2021-01-18,17047.0,Fitted Sheets
336,2021-01-19,17047.0,Fitted Sheets
337,2021-01-20,17609.0,Fitted Sheets
338,2021-01-21,17609.0,Fitted Sheets
339,2021-01-22,17609.0,Fitted Sheets
340,2021-01-23,17609.0,Fitted Sheets
341,2021-01-24,17609.0,Fitted Sheets
342,2021-01-25,19303.0,Fitted Sheets
343,2021-01-26,19303.0,Fitted Sheets
344,2021-01-27,19303.0,Fitted Sheets
345,2021-01-28,19303.0,Fitted Sheets
346,2021-01-29,14204.0,Fitted Sheets
347,2021-01-30,14204.0,Fitted Sheets
348,2021-01-31,13103.0,Fitted Sheets
349,2021-02-01,11047.0,Fitted Sheets
350,2021-02-02,11047.0,Fitted Sheets
351,2021-02-03,12052.0,Fitted Sheets
352,2021-02-04,12052.0,Fitted Sheets
353,2021-02-05,12052.0,Fitted Sheets
354,2021-02-06,12052.0,Fitted Sheets
355,2021-02-07,12052.0,Fitted Sheets
356,2021-02-08,11391.0,Fitted Sheets
357,2021-02-09,11391.0,Fitted Sheets
358,2021-02-10,11391.0,Fitted Sheets
359,2021-02-11,11391.0,Fitted Sheets
360,2021-02-12,19626.0,Fitted Sheets
361,2021-02-13,19626.0,Fitted Sheets
362,2021-02-14,19626.0,Fitted Sheets
363,2021-02-15,19626.0,Fitted Sheets
364,2021-02-16,19626.0,Fitted Sheets
365,2021-02-17,14690.0,Fitted Sheets
366,2021-02-18,14690.0,Fitted Sheets
367,2021-02-19,14690.0,Fitted Sheets
368,2021-02-20,14690.0,Fitted Sheets
369,2021-02-21,14690.0,Fitted Sheets
370,2021-02-22,19027.0,Fitted Sheets
371,2021-02-23,15496.0,Fitted Sheets
372,2021-02-24,15496.0,Fitted Sheets
373,2021-02-25,61198.0,Fitted Sheets
374,2021-02-26,61198.0,Fitted Sheets
375,2021-02-27,61198.0,Fitted Sheets
376,2021-02-28,136850.0,Fitted Sheets
377,2021-03-01,136850.0,Fitted Sheets
378,2021-03-02,167435.0,Fitted Sheets
379,2021-03-03,167435.0,Fitted Sheets
380,2021-03-04,167435.0,Fitted Sheets
381,2021-03-05,27116.0,Fitted Sheets
382,2021-03-06,27116.0,Fitted Sheets
383,2021-03-07,27116.0,Fitted Sheets
384,2021-03-08,27116.0,Fitted Sheets
385,2021-03-09,27441.0,Fitted Sheets
386,2021-03-10,29036.0,Fitted Sheets
387,2021-03-11,29036.0,Fitted Sheets
388,2021-03-12,29036.0,Fitted Sheets
389,2021-03-13,29943.0,Fitted Sheets
390,2021-03-14,29943.0,Fitted Sheets
391,2021-03-15,29943.0,Fitted Sheets
392,2021-03-16,18704.0,Fitted Sheets
393,2021-03-17,18704.0,Fitted Sheets
394,2021-03-18,21184.0,Fitted Sheets
395,2021-03-19,21184.0,Fitted Sheets
396,2021-03-20,21184.0,Fitted Sheets
397,2021-03-21,21184.0,Fitted Sheets
398,2021-03-22,21184.0,Fitted Sheets
399,2021-03-23,21184.0,Fitted Sheets
400,2021-03-24,17737.0,Fitted Sheets
401,2021-03-25,12126.0,Fitted Sheets
402,2021-03-26,12126.0,Fitted Sheets
403,2021-03-27,11364.0,Fitted Sheets
404,2021-03-28,11364.0,Fitted Sheets
405,2021-03-29,11364.0,Fitted Sheets
406,2021-03-30,11364.0,Fitted Sheets
407,2021-03-31,11074.0,Fitted Sheets
408,2021-04-01,7313.0,Fitted Sheets
409,2021-04-02,7313.0,Fitted Sheets
410,2021-04-03,7313.0,Fitted Sheets
411,2021-04-04,10388.0,Fitted Sheets
412,2021-04-05,10388.0,Fitted Sheets
413,2021-04-06,10388.0,Fitted Sheets
414,2021-04-07,14111.0,Fitted Sheets
415,2021-04-08,14111.0,Fitted Sheets
416,2021-04-09,14111.0,Fitted Sheets
417,2021-04-10,14111.0,Fitted Sheets
418,2021-04-11,14111.0,Fitted Sheets
419,2021-04-12,16649.0,Fitted Sheets
420,2021-04-13,16649.0,Fitted Sheets
421,2021-04-14,12272.0,Fitted Sheets
422,2021-04-15,12272.0,Fitted Sheets
423,2021-04-16,12272.0,Fitted Sheets
424,2021-04-17,12272.0,Fitted Sheets
425,2021-04-18,16093.0,Fitted Sheets
426,2021-04-19,16093.0,Fitted Sheets
427,2021-04-20,17699.0,Fitted Sheets
428,2021-04-21,17699.0,Fitted Sheets
429,2021-04-22,12917.0,Fitted Sheets
430,2021-04-23,12917.0,Fitted Sheets
431,2021-04-24,12917.0,Fitted Sheets
432,2021-04-25,12917.0,Fitted Sheets
433,2021-04-26,11548.0,Fitted Sheets
434,2021-04-27,14208.0,Fitted Sheets
435,2021-04-28,14208.0,Fitted Sheets
436,2021-04-29,11252.0,Fitted Sheets
437,2021-04-30,11252.0,Fitted Sheets
438,2021-05-01,11947.0,Fitted Sheets
439,2021-05-02,11947.0,Fitted Sheets
440,2021-05-03,16172.0,Fitted Sheets
441,2021-05-04,16216.0,Fitted Sheets
442,2021-05-05,16216.0,Fitted Sheets
443,2021-05-06,15739.0,Fitted Sheets
444,2021-05-07,15739.0,Fitted Sheets
445,2021-05-08,15739.0,Fitted Sheets
446,2021-05-09,11120.0,Fitted Sheets
447,2021-05-10,11120.0,Fitted Sheets
448,2021-05-11,12374.0,Fitted Sheets
449,2021-05-12,12573.0,Fitted Sheets
450,2021-05-13,12573.0,Fitted Sheets
451,2021-05-14,12573.0,Fitted Sheets
452,2021-05-15,12573.0,Fitted Sheets
453,2021-05-16,15073.0,Fitted Sheets
454,2021-05-17,15073.0,Fitted Sheets
455,2021-05-18,10141.0,Fitted Sheets
456,2021-05-19,10141.0,Fitted Sheets
457,2021-05-20,8818.0,Fitted Sheets
458,2021-05-21,8818.0,Fitted Sheets
459,2021-05-22,9158.0,Fitted Sheets
460,2021-05-23,5738.0,Fitted Sheets
461,2021-05-24,5738.0,Fitted Sheets
462,2021-05-25,5738.0,Fitted Sheets
463,2021-05-26,14831.0,Fitted Sheets
464,2021-05-27,17687.0,Fitted Sheets
465,2021-05-28,17687.0,Fitted Sheets
466,2021-05-29,17687.0,Fitted Sheets
467,2021-05-30,17687.0,Fitted Sheets
468,2021-05-31,32984.0,Fitted Sheets
469,2021-06-01,32984.0,Fitted Sheets
470,2021-06-02,32984.0,Fitted Sheets
471,2021-06-03,30217.0,Fitted Sheets
472,2021-06-04,30217.0,Fitted Sheets
473,2021-06-05,30217.0,Fitted Sheets
474,2021-06-06,41597.0,Fitted Sheets
475,2021-06-07,41597.0,Fitted Sheets
476,2021-06-08,41597.0,Fitted Sheets
477,2021-06-09,43700.0,Fitted Sheets
478,2021-06-10,43700.0,Fitted Sheets
479,2021-06-11,43700.0,Fitted Sheets
480,2021-06-12,34656.0,Fitted Sheets
481,2021-06-13,34656.0,Fitted Sheets
482,2021-06-14,34656.0,Fitted Sheets
483,2021-06-15,16252.0,Fitted Sheets
484,2021-06-16,16252.0,Fitted Sheets
485,2021-06-17,23689.0,Fitted Sheets
486,2021-06-18,19039.0,Fitted Sheets
487,2021-06-19,19039.0,Fitted Sheets
488,2021-06-20,19039.0,Fitted Sheets
489,2021-06-21,17330.0,Fitted Sheets
490,2021-06-22,6820.0,Fitted Sheets
491,2021-06-23,5020.0,Fitted Sheets
492,2021-06-24,6284.0,Fitted Sheets
493,2021-06-25,6284.0,Fitted Sheets
494,2021-06-26,6284.0,Fitted Sheets
495,2021-06-27,8713.0,Fitted Sheets
496,2021-06-28,11248.0,Fitted Sheets
497,2021-06-29,13107.0,Fitted Sheets
498,2021-06-30,16399.0,Fitted Sheets
499,2021-07-01,16271.0,Fitted Sheets
500,2021-07-02,16271.0,Fitted Sheets
501,2021-07-03,22800.0,Fitted Sheets
502,2021-07-04,22800.0,Fitted Sheets
503,2021-07-05,22800.0,Fitted Sheets
504,2021-07-06,11674.0,Fitted Sheets
505,2021-07-07,11674.0,Fitted Sheets
506,2021-07-08,11674.0,Fitted Sheets
507,2021-07-09,11674.0,Fitted Sheets
508,2021-07-10,11674.0,Fitted Sheets
509,2021-07-11,7796.0,Fitted Sheets
