,date,value,name_B08FF2BHRX
84,2020-11-04,15535.0,Detox & Cleanse
85,2020-11-05,15535.0,Detox & Cleanse
86,2020-11-06,15535.0,Detox & Cleanse
87,2020-11-07,13604.0,Detox & Cleanse
88,2020-11-08,13604.0,Detox & Cleanse
89,2020-11-09,12733.0,Detox & Cleanse
90,2020-11-10,12733.0,Detox & Cleanse
91,2020-11-11,12733.0,Detox & Cleanse
92,2020-11-12,12733.0,Detox & Cleanse
93,2020-11-13,12733.0,Detox & Cleanse
94,2020-11-14,12733.0,Detox & Cleanse
95,2020-11-15,16733.0,Detox & Cleanse
96,2020-11-16,16733.0,Detox & Cleanse
97,2020-11-17,16733.0,Detox & Cleanse
98,2020-11-18,14698.0,Detox & Cleanse
99,2020-11-19,14698.0,Detox & Cleanse
100,2020-11-20,14698.0,Detox & Cleanse
101,2020-11-21,17512.0,Detox & Cleanse
102,2020-11-22,17512.0,Detox & Cleanse
103,2020-11-23,16952.0,Detox & Cleanse
104,2020-11-24,16952.0,Detox & Cleanse
105,2020-11-25,16952.0,Detox & Cleanse
106,2020-11-26,19321.0,Detox & Cleanse
107,2020-11-27,19321.0,Detox & Cleanse
108,2020-11-28,19321.0,Detox & Cleanse
109,2020-11-29,19321.0,Detox & Cleanse
110,2020-11-30,16638.0,Detox & Cleanse
111,2020-12-01,16638.0,Detox & Cleanse
112,2020-12-02,18330.0,Detox & Cleanse
113,2020-12-03,17551.0,Detox & Cleanse
114,2020-12-04,17551.0,Detox & Cleanse
115,2020-12-05,17551.0,Detox & Cleanse
116,2020-12-06,17995.0,Detox & Cleanse
117,2020-12-07,17995.0,Detox & Cleanse
118,2020-12-08,17995.0,Detox & Cleanse
119,2020-12-09,15616.0,Detox & Cleanse
120,2020-12-10,15616.0,Detox & Cleanse
121,2020-12-11,17694.0,Detox & Cleanse
122,2020-12-12,17694.0,Detox & Cleanse
123,2020-12-13,17694.0,Detox & Cleanse
124,2020-12-14,16662.0,Detox & Cleanse
125,2020-12-15,16662.0,Detox & Cleanse
126,2020-12-16,16662.0,Detox & Cleanse
127,2020-12-17,16662.0,Detox & Cleanse
128,2020-12-18,17592.0,Detox & Cleanse
129,2020-12-19,17592.0,Detox & Cleanse
130,2020-12-20,17754.0,Detox & Cleanse
131,2020-12-21,15692.0,Detox & Cleanse
132,2020-12-22,15692.0,Detox & Cleanse
133,2020-12-23,15692.0,Detox & Cleanse
134,2020-12-24,15692.0,Detox & Cleanse
135,2020-12-25,15692.0,Detox & Cleanse
136,2020-12-26,13116.0,Detox & Cleanse
137,2020-12-27,13116.0,Detox & Cleanse
138,2020-12-28,13116.0,Detox & Cleanse
139,2020-12-29,13116.0,Detox & Cleanse
140,2020-12-30,14129.0,Detox & Cleanse
141,2020-12-31,14129.0,Detox & Cleanse
142,2021-01-01,14129.0,Detox & Cleanse
143,2021-01-02,12275.0,Detox & Cleanse
144,2021-01-03,12275.0,Detox & Cleanse
145,2021-01-04,12275.0,Detox & Cleanse
146,2021-01-05,10734.0,Detox & Cleanse
147,2021-01-06,10734.0,Detox & Cleanse
148,2021-01-07,11501.0,Detox & Cleanse
149,2021-01-08,11501.0,Detox & Cleanse
150,2021-01-09,11501.0,Detox & Cleanse
151,2021-01-10,12160.0,Detox & Cleanse
152,2021-01-11,12160.0,Detox & Cleanse
153,2021-01-12,12160.0,Detox & Cleanse
154,2021-01-13,10651.0,Detox & Cleanse
155,2021-01-14,10651.0,Detox & Cleanse
156,2021-01-15,10651.0,Detox & Cleanse
157,2021-01-16,11474.0,Detox & Cleanse
158,2021-01-17,11474.0,Detox & Cleanse
159,2021-01-18,11474.0,Detox & Cleanse
160,2021-01-19,14040.0,Detox & Cleanse
161,2021-01-20,12716.0,Detox & Cleanse
162,2021-01-21,12716.0,Detox & Cleanse
163,2021-01-22,12716.0,Detox & Cleanse
164,2021-01-23,12716.0,Detox & Cleanse
165,2021-01-24,15948.0,Detox & Cleanse
166,2021-01-25,15948.0,Detox & Cleanse
167,2021-01-26,12739.0,Detox & Cleanse
168,2021-01-27,12739.0,Detox & Cleanse
169,2021-01-28,12739.0,Detox & Cleanse
170,2021-01-29,12739.0,Detox & Cleanse
171,2021-01-30,16268.0,Detox & Cleanse
172,2021-01-31,13003.0,Detox & Cleanse
173,2021-02-01,13003.0,Detox & Cleanse
174,2021-02-02,12717.0,Detox & Cleanse
175,2021-02-03,12717.0,Detox & Cleanse
176,2021-02-04,12717.0,Detox & Cleanse
177,2021-02-05,14930.0,Detox & Cleanse
178,2021-02-06,14930.0,Detox & Cleanse
179,2021-02-07,14930.0,Detox & Cleanse
180,2021-02-08,15496.0,Detox & Cleanse
181,2021-02-09,15496.0,Detox & Cleanse
182,2021-02-10,15496.0,Detox & Cleanse
183,2021-02-11,15496.0,Detox & Cleanse
184,2021-02-12,13589.0,Detox & Cleanse
185,2021-02-13,15992.0,Detox & Cleanse
186,2021-02-14,15992.0,Detox & Cleanse
187,2021-02-15,15992.0,Detox & Cleanse
188,2021-02-16,13290.0,Detox & Cleanse
189,2021-02-17,13290.0,Detox & Cleanse
190,2021-02-18,13290.0,Detox & Cleanse
191,2021-02-19,14595.0,Detox & Cleanse
192,2021-02-20,11827.0,Detox & Cleanse
193,2021-02-21,11827.0,Detox & Cleanse
194,2021-02-22,11827.0,Detox & Cleanse
195,2021-02-23,13585.0,Detox & Cleanse
196,2021-02-24,13585.0,Detox & Cleanse
197,2021-02-25,15367.0,Detox & Cleanse
198,2021-02-26,15367.0,Detox & Cleanse
199,2021-02-27,15367.0,Detox & Cleanse
200,2021-02-28,15367.0,Detox & Cleanse
201,2021-03-01,12884.0,Detox & Cleanse
202,2021-03-02,12884.0,Detox & Cleanse
203,2021-03-03,11643.0,Detox & Cleanse
204,2021-03-04,11643.0,Detox & Cleanse
205,2021-03-05,11643.0,Detox & Cleanse
206,2021-03-06,14929.0,Detox & Cleanse
207,2021-03-07,14929.0,Detox & Cleanse
208,2021-03-08,14929.0,Detox & Cleanse
209,2021-03-09,14929.0,Detox & Cleanse
210,2021-03-10,16347.0,Detox & Cleanse
211,2021-03-11,16347.0,Detox & Cleanse
212,2021-03-12,16347.0,Detox & Cleanse
213,2021-03-13,15082.0,Detox & Cleanse
214,2021-03-14,15082.0,Detox & Cleanse
215,2021-03-15,14148.0,Detox & Cleanse
216,2021-03-16,14148.0,Detox & Cleanse
217,2021-03-17,11366.0,Detox & Cleanse
218,2021-03-18,11366.0,Detox & Cleanse
219,2021-03-19,11366.0,Detox & Cleanse
220,2021-03-20,14566.0,Detox & Cleanse
221,2021-03-21,14205.0,Detox & Cleanse
222,2021-03-22,14205.0,Detox & Cleanse
223,2021-03-23,14205.0,Detox & Cleanse
224,2021-03-24,14205.0,Detox & Cleanse
225,2021-03-25,13385.0,Detox & Cleanse
226,2021-03-26,13385.0,Detox & Cleanse
227,2021-03-27,13385.0,Detox & Cleanse
228,2021-03-28,13385.0,Detox & Cleanse
229,2021-03-29,11984.0,Detox & Cleanse
230,2021-03-30,11984.0,Detox & Cleanse
231,2021-03-31,11984.0,Detox & Cleanse
232,2021-04-01,11984.0,Detox & Cleanse
233,2021-04-02,11984.0,Detox & Cleanse
234,2021-04-03,16897.0,Detox & Cleanse
235,2021-04-04,16897.0,Detox & Cleanse
236,2021-04-05,16897.0,Detox & Cleanse
237,2021-04-06,11434.0,Detox & Cleanse
238,2021-04-07,11434.0,Detox & Cleanse
239,2021-04-08,11434.0,Detox & Cleanse
240,2021-04-09,11434.0,Detox & Cleanse
241,2021-04-10,11434.0,Detox & Cleanse
242,2021-04-11,13960.0,Detox & Cleanse
243,2021-04-12,13960.0,Detox & Cleanse
244,2021-04-13,13960.0,Detox & Cleanse
245,2021-04-14,9845.0,Detox & Cleanse
246,2021-04-15,9845.0,Detox & Cleanse
247,2021-04-16,9845.0,Detox & Cleanse
248,2021-04-17,14078.0,Detox & Cleanse
249,2021-04-18,14078.0,Detox & Cleanse
250,2021-04-19,14078.0,Detox & Cleanse
251,2021-04-20,11322.0,Detox & Cleanse
252,2021-04-21,11078.0,Detox & Cleanse
253,2021-04-22,11078.0,Detox & Cleanse
254,2021-04-23,12683.0,Detox & Cleanse
255,2021-04-24,12683.0,Detox & Cleanse
256,2021-04-25,12683.0,Detox & Cleanse
257,2021-04-26,13224.0,Detox & Cleanse
258,2021-04-27,13224.0,Detox & Cleanse
259,2021-04-28,13224.0,Detox & Cleanse
260,2021-04-29,13508.0,Detox & Cleanse
261,2021-04-30,13508.0,Detox & Cleanse
262,2021-05-01,13689.0,Detox & Cleanse
263,2021-05-02,13689.0,Detox & Cleanse
264,2021-05-03,13689.0,Detox & Cleanse
265,2021-05-04,13359.0,Detox & Cleanse
266,2021-05-05,13359.0,Detox & Cleanse
267,2021-05-06,13359.0,Detox & Cleanse
268,2021-05-07,18212.0,Detox & Cleanse
269,2021-05-08,18212.0,Detox & Cleanse
270,2021-05-09,18212.0,Detox & Cleanse
271,2021-05-10,17002.0,Detox & Cleanse
272,2021-05-11,17002.0,Detox & Cleanse
273,2021-05-12,14743.0,Detox & Cleanse
274,2021-05-13,14743.0,Detox & Cleanse
275,2021-05-14,14743.0,Detox & Cleanse
276,2021-05-15,17745.0,Detox & Cleanse
277,2021-05-16,17745.0,Detox & Cleanse
278,2021-05-17,15836.0,Detox & Cleanse
279,2021-05-18,15836.0,Detox & Cleanse
280,2021-05-19,16835.0,Detox & Cleanse
281,2021-05-20,17466.0,Detox & Cleanse
282,2021-05-21,20687.0,Detox & Cleanse
283,2021-05-22,20687.0,Detox & Cleanse
284,2021-05-23,14640.0,Detox & Cleanse
285,2021-05-24,14640.0,Detox & Cleanse
286,2021-05-25,14640.0,Detox & Cleanse
287,2021-05-26,14640.0,Detox & Cleanse
288,2021-05-27,16472.0,Detox & Cleanse
289,2021-05-28,16472.0,Detox & Cleanse
290,2021-05-29,16472.0,Detox & Cleanse
291,2021-05-30,16472.0,Detox & Cleanse
292,2021-05-31,20362.0,Detox & Cleanse
293,2021-06-01,20362.0,Detox & Cleanse
294,2021-06-02,20738.0,Detox & Cleanse
295,2021-06-03,20523.0,Detox & Cleanse
296,2021-06-04,20523.0,Detox & Cleanse
297,2021-06-05,22184.0,Detox & Cleanse
298,2021-06-06,22184.0,Detox & Cleanse
299,2021-06-07,22184.0,Detox & Cleanse
300,2021-06-08,20164.0,Detox & Cleanse
301,2021-06-09,20164.0,Detox & Cleanse
302,2021-06-10,20164.0,Detox & Cleanse
303,2021-06-11,20195.0,Detox & Cleanse
304,2021-06-12,20195.0,Detox & Cleanse
305,2021-06-13,20195.0,Detox & Cleanse
306,2021-06-14,20119.0,Detox & Cleanse
307,2021-06-15,20119.0,Detox & Cleanse
308,2021-06-16,21395.0,Detox & Cleanse
309,2021-06-17,20466.0,Detox & Cleanse
310,2021-06-18,20466.0,Detox & Cleanse
311,2021-06-19,20466.0,Detox & Cleanse
312,2021-06-20,20218.0,Detox & Cleanse
313,2021-06-21,19072.0,Detox & Cleanse
314,2021-06-22,19822.0,Detox & Cleanse
315,2021-06-23,19822.0,Detox & Cleanse
316,2021-06-24,19822.0,Detox & Cleanse
317,2021-06-25,19822.0,Detox & Cleanse
318,2021-06-26,21182.0,Detox & Cleanse
319,2021-06-27,21182.0,Detox & Cleanse
320,2021-06-28,22855.0,Detox & Cleanse
321,2021-06-29,22855.0,Detox & Cleanse
322,2021-06-30,19554.0,Detox & Cleanse
323,2021-07-01,19554.0,Detox & Cleanse
324,2021-07-02,19554.0,Detox & Cleanse
325,2021-07-03,24515.0,Detox & Cleanse
326,2021-07-04,24515.0,Detox & Cleanse
327,2021-07-05,24515.0,Detox & Cleanse
328,2021-07-06,16322.0,Detox & Cleanse
329,2021-07-07,16322.0,Detox & Cleanse
330,2021-07-08,19320.0,Detox & Cleanse
331,2021-07-09,19320.0,Detox & Cleanse
332,2021-07-10,19320.0,Detox & Cleanse
333,2021-07-11,21573.0,Detox & Cleanse
