,date,value,name_B081XQZ9FJ
481,2021-03-22,14374.0,Sheet & Pillowcase Sets
482,2021-03-23,10823.0,Sheet & Pillowcase Sets
483,2021-03-24,13089.0,Sheet & Pillowcase Sets
484,2021-03-25,13089.0,Sheet & Pillowcase Sets
485,2021-03-26,9936.0,Sheet & Pillowcase Sets
486,2021-03-27,11664.0,Sheet & Pillowcase Sets
487,2021-03-28,11664.0,Sheet & Pillowcase Sets
488,2021-03-29,11664.0,Sheet & Pillowcase Sets
489,2021-03-30,9519.0,Sheet & Pillowcase Sets
490,2021-03-31,11519.0,Sheet & Pillowcase Sets
491,2021-04-01,12006.0,Sheet & Pillowcase Sets
492,2021-04-02,12006.0,Sheet & Pillowcase Sets
493,2021-04-03,12006.0,Sheet & Pillowcase Sets
494,2021-04-04,12401.0,Sheet & Pillowcase Sets
495,2021-04-05,12401.0,Sheet & Pillowcase Sets
496,2021-04-06,12401.0,Sheet & Pillowcase Sets
497,2021-04-07,12716.0,Sheet & Pillowcase Sets
498,2021-04-08,12716.0,Sheet & Pillowcase Sets
499,2021-04-09,12716.0,Sheet & Pillowcase Sets
500,2021-04-10,8902.0,Sheet & Pillowcase Sets
501,2021-04-11,8902.0,Sheet & Pillowcase Sets
502,2021-04-12,11447.0,Sheet & Pillowcase Sets
503,2021-04-13,11447.0,Sheet & Pillowcase Sets
504,2021-04-14,11430.0,Sheet & Pillowcase Sets
505,2021-04-15,11553.0,Sheet & Pillowcase Sets
506,2021-04-16,11553.0,Sheet & Pillowcase Sets
507,2021-04-17,15257.0,Sheet & Pillowcase Sets
508,2021-04-18,15257.0,Sheet & Pillowcase Sets
509,2021-04-19,15257.0,Sheet & Pillowcase Sets
510,2021-04-20,15034.0,Sheet & Pillowcase Sets
511,2021-04-21,14107.0,Sheet & Pillowcase Sets
512,2021-04-22,12420.0,Sheet & Pillowcase Sets
513,2021-04-23,12420.0,Sheet & Pillowcase Sets
514,2021-04-24,17714.0,Sheet & Pillowcase Sets
515,2021-04-25,17714.0,Sheet & Pillowcase Sets
516,2021-04-26,12839.0,Sheet & Pillowcase Sets
517,2021-04-27,12839.0,Sheet & Pillowcase Sets
518,2021-04-28,18800.0,Sheet & Pillowcase Sets
519,2021-04-29,18800.0,Sheet & Pillowcase Sets
520,2021-04-30,18800.0,Sheet & Pillowcase Sets
521,2021-05-01,9595.0,Sheet & Pillowcase Sets
522,2021-05-02,9595.0,Sheet & Pillowcase Sets
523,2021-05-03,10888.0,Sheet & Pillowcase Sets
524,2021-05-04,10888.0,Sheet & Pillowcase Sets
525,2021-05-05,10888.0,Sheet & Pillowcase Sets
526,2021-05-06,10949.0,Sheet & Pillowcase Sets
527,2021-05-07,10949.0,Sheet & Pillowcase Sets
528,2021-05-08,16088.0,Sheet & Pillowcase Sets
529,2021-05-09,16088.0,Sheet & Pillowcase Sets
530,2021-05-10,14596.0,Sheet & Pillowcase Sets
531,2021-05-11,14596.0,Sheet & Pillowcase Sets
532,2021-05-12,10951.0,Sheet & Pillowcase Sets
533,2021-05-13,10951.0,Sheet & Pillowcase Sets
534,2021-05-14,11499.0,Sheet & Pillowcase Sets
535,2021-05-15,17825.0,Sheet & Pillowcase Sets
536,2021-05-16,17825.0,Sheet & Pillowcase Sets
537,2021-05-17,17825.0,Sheet & Pillowcase Sets
538,2021-05-18,12156.0,Sheet & Pillowcase Sets
539,2021-05-19,12156.0,Sheet & Pillowcase Sets
540,2021-05-20,15504.0,Sheet & Pillowcase Sets
541,2021-05-21,13435.0,Sheet & Pillowcase Sets
542,2021-05-22,13435.0,Sheet & Pillowcase Sets
543,2021-05-23,13435.0,Sheet & Pillowcase Sets
544,2021-05-24,14317.0,Sheet & Pillowcase Sets
545,2021-05-25,19197.0,Sheet & Pillowcase Sets
546,2021-05-26,19197.0,Sheet & Pillowcase Sets
547,2021-05-27,17975.0,Sheet & Pillowcase Sets
548,2021-05-28,17975.0,Sheet & Pillowcase Sets
549,2021-05-29,17975.0,Sheet & Pillowcase Sets
550,2021-05-30,22177.0,Sheet & Pillowcase Sets
551,2021-05-31,22177.0,Sheet & Pillowcase Sets
552,2021-06-01,22177.0,Sheet & Pillowcase Sets
553,2021-06-02,19095.0,Sheet & Pillowcase Sets
554,2021-06-03,19095.0,Sheet & Pillowcase Sets
555,2021-06-04,16706.0,Sheet & Pillowcase Sets
556,2021-06-05,16706.0,Sheet & Pillowcase Sets
557,2021-06-06,19569.0,Sheet & Pillowcase Sets
558,2021-06-07,19569.0,Sheet & Pillowcase Sets
559,2021-06-08,19569.0,Sheet & Pillowcase Sets
560,2021-06-09,22611.0,Sheet & Pillowcase Sets
561,2021-06-10,22355.0,Sheet & Pillowcase Sets
562,2021-06-11,22355.0,Sheet & Pillowcase Sets
563,2021-06-12,22355.0,Sheet & Pillowcase Sets
564,2021-06-13,17548.0,Sheet & Pillowcase Sets
565,2021-06-14,17548.0,Sheet & Pillowcase Sets
566,2021-06-15,22127.0,Sheet & Pillowcase Sets
567,2021-06-16,22127.0,Sheet & Pillowcase Sets
568,2021-06-17,22127.0,Sheet & Pillowcase Sets
569,2021-06-18,22127.0,Sheet & Pillowcase Sets
570,2021-06-19,21734.0,Sheet & Pillowcase Sets
571,2021-06-20,21734.0,Sheet & Pillowcase Sets
572,2021-06-21,24395.0,Sheet & Pillowcase Sets
573,2021-06-22,21868.0,Sheet & Pillowcase Sets
574,2021-06-23,21868.0,Sheet & Pillowcase Sets
575,2021-06-24,21868.0,Sheet & Pillowcase Sets
576,2021-06-25,17322.0,Sheet & Pillowcase Sets
577,2021-06-26,17322.0,Sheet & Pillowcase Sets
578,2021-06-27,17322.0,Sheet & Pillowcase Sets
579,2021-06-28,14519.0,Sheet & Pillowcase Sets
580,2021-06-29,14519.0,Sheet & Pillowcase Sets
581,2021-06-30,16550.0,Sheet & Pillowcase Sets
582,2021-07-01,16550.0,Sheet & Pillowcase Sets
583,2021-07-02,16550.0,Sheet & Pillowcase Sets
584,2021-07-03,12684.0,Sheet & Pillowcase Sets
585,2021-07-04,12684.0,Sheet & Pillowcase Sets
586,2021-07-05,12961.0,Sheet & Pillowcase Sets
587,2021-07-06,12961.0,Sheet & Pillowcase Sets
588,2021-07-07,17563.0,Sheet & Pillowcase Sets
589,2021-07-08,17563.0,Sheet & Pillowcase Sets
590,2021-07-09,17563.0,Sheet & Pillowcase Sets
591,2021-07-10,11677.0,Sheet & Pillowcase Sets
