,date,value,name_B083BCG59N
102,2020-09-11,2493.0,Greeting Cards
103,2020-09-12,2493.0,Greeting Cards
104,2020-09-13,2128.0,Greeting Cards
105,2020-09-14,2128.0,Greeting Cards
106,2020-09-15,2128.0,Greeting Cards
107,2020-09-16,1778.0,Greeting Cards
108,2020-09-17,1778.0,Greeting Cards
109,2020-09-18,1778.0,Greeting Cards
110,2020-09-19,2005.0,Greeting Cards
111,2020-09-20,2005.0,Greeting Cards
112,2020-09-21,2005.0,Greeting Cards
113,2020-09-22,1726.0,Greeting Cards
114,2020-09-23,2032.0,Greeting Cards
115,2020-09-24,2032.0,Greeting Cards
116,2020-09-25,1851.0,Greeting Cards
117,2020-09-26,1851.0,Greeting Cards
118,2020-09-27,2716.0,Greeting Cards
119,2020-09-28,2716.0,Greeting Cards
120,2020-09-29,2716.0,Greeting Cards
121,2020-09-30,1932.0,Greeting Cards
122,2020-10-01,1932.0,Greeting Cards
123,2020-10-02,2307.0,Greeting Cards
124,2020-10-03,2307.0,Greeting Cards
125,2020-10-04,2307.0,Greeting Cards
126,2020-10-05,2307.0,Greeting Cards
127,2020-10-06,4809.0,Greeting Cards
128,2020-10-07,4809.0,Greeting Cards
129,2020-10-08,4809.0,Greeting Cards
130,2020-10-09,4809.0,Greeting Cards
131,2020-10-10,7212.0,Greeting Cards
132,2020-10-11,7212.0,Greeting Cards
133,2020-10-12,7212.0,Greeting Cards
134,2020-10-13,7212.0,Greeting Cards
135,2020-10-14,10007.0,Greeting Cards
136,2020-10-15,10007.0,Greeting Cards
137,2020-10-16,10007.0,Greeting Cards
138,2020-10-17,11651.0,Greeting Cards
139,2020-10-18,11651.0,Greeting Cards
140,2020-10-19,11651.0,Greeting Cards
141,2020-10-20,9124.0,Greeting Cards
142,2020-10-21,9124.0,Greeting Cards
143,2020-10-22,9124.0,Greeting Cards
144,2020-10-23,8779.0,Greeting Cards
145,2020-10-24,8779.0,Greeting Cards
146,2020-10-25,8945.0,Greeting Cards
147,2020-10-26,8945.0,Greeting Cards
148,2020-10-27,10941.0,Greeting Cards
149,2020-10-28,10941.0,Greeting Cards
150,2020-10-29,12023.0,Greeting Cards
151,2020-10-30,12023.0,Greeting Cards
152,2020-10-31,11481.0,Greeting Cards
153,2020-11-01,11481.0,Greeting Cards
154,2020-11-02,11481.0,Greeting Cards
155,2020-11-03,11481.0,Greeting Cards
156,2020-11-04,11481.0,Greeting Cards
157,2020-11-05,11481.0,Greeting Cards
158,2020-11-06,11481.0,Greeting Cards
159,2020-11-07,12739.0,Greeting Cards
160,2020-11-08,12739.0,Greeting Cards
161,2020-11-09,12739.0,Greeting Cards
162,2020-11-10,11013.0,Greeting Cards
163,2020-11-11,12357.0,Greeting Cards
164,2020-11-12,12357.0,Greeting Cards
165,2020-11-13,12357.0,Greeting Cards
166,2020-11-14,12357.0,Greeting Cards
167,2020-11-15,12357.0,Greeting Cards
168,2020-11-16,12849.0,Greeting Cards
169,2020-11-17,12849.0,Greeting Cards
170,2020-11-18,12849.0,Greeting Cards
171,2020-11-19,16662.0,Greeting Cards
172,2020-11-20,16662.0,Greeting Cards
173,2020-11-21,16662.0,Greeting Cards
174,2020-11-22,16662.0,Greeting Cards
175,2020-11-23,16662.0,Greeting Cards
176,2020-11-24,16662.0,Greeting Cards
177,2020-11-25,11340.0,Greeting Cards
178,2020-11-26,11340.0,Greeting Cards
179,2020-11-27,11340.0,Greeting Cards
180,2020-11-28,11340.0,Greeting Cards
181,2020-11-29,11340.0,Greeting Cards
182,2020-11-30,19823.0,Greeting Cards
183,2020-12-01,19823.0,Greeting Cards
184,2020-12-02,19823.0,Greeting Cards
185,2020-12-03,19823.0,Greeting Cards
186,2020-12-04,19823.0,Greeting Cards
187,2020-12-05,19823.0,Greeting Cards
188,2020-12-06,19823.0,Greeting Cards
189,2020-12-07,25920.0,Greeting Cards
190,2020-12-08,25920.0,Greeting Cards
191,2020-12-09,25920.0,Greeting Cards
192,2020-12-10,25920.0,Greeting Cards
193,2020-12-11,25920.0,Greeting Cards
194,2020-12-12,25920.0,Greeting Cards
195,2020-12-13,25920.0,Greeting Cards
196,2020-12-14,25920.0,Greeting Cards
197,2020-12-15,12193.0,Greeting Cards
198,2020-12-16,12193.0,Greeting Cards
199,2020-12-17,11125.0,Greeting Cards
200,2020-12-18,11125.0,Greeting Cards
201,2020-12-19,11125.0,Greeting Cards
202,2020-12-20,11125.0,Greeting Cards
203,2020-12-21,11125.0,Greeting Cards
204,2020-12-22,11125.0,Greeting Cards
205,2020-12-23,11125.0,Greeting Cards
206,2020-12-24,11125.0,Greeting Cards
207,2020-12-25,11125.0,Greeting Cards
208,2020-12-26,11125.0,Greeting Cards
209,2020-12-27,4791.0,Greeting Cards
210,2020-12-28,4791.0,Greeting Cards
211,2020-12-29,4791.0,Greeting Cards
212,2020-12-30,2809.0,Greeting Cards
213,2020-12-31,2689.0,Greeting Cards
214,2021-01-01,2689.0,Greeting Cards
215,2021-01-02,4009.0,Greeting Cards
216,2021-01-03,4009.0,Greeting Cards
217,2021-01-04,4009.0,Greeting Cards
218,2021-01-05,3715.0,Greeting Cards
219,2021-01-06,3715.0,Greeting Cards
220,2021-01-07,3715.0,Greeting Cards
221,2021-01-08,2655.0,Greeting Cards
222,2021-01-09,2655.0,Greeting Cards
223,2021-01-10,2655.0,Greeting Cards
224,2021-01-11,2655.0,Greeting Cards
225,2021-01-12,9199.0,Greeting Cards
226,2021-01-13,9199.0,Greeting Cards
227,2021-01-14,7661.0,Greeting Cards
228,2021-01-15,7661.0,Greeting Cards
229,2021-01-16,7661.0,Greeting Cards
230,2021-01-17,7661.0,Greeting Cards
231,2021-01-18,7661.0,Greeting Cards
232,2021-01-19,4360.0,Greeting Cards
233,2021-01-20,3020.0,Greeting Cards
234,2021-01-21,2826.0,Greeting Cards
235,2021-01-22,2826.0,Greeting Cards
236,2021-01-23,2826.0,Greeting Cards
237,2021-01-24,3905.0,Greeting Cards
238,2021-01-25,3905.0,Greeting Cards
239,2021-01-26,3905.0,Greeting Cards
240,2021-01-27,3571.0,Greeting Cards
241,2021-01-28,2922.0,Greeting Cards
242,2021-01-29,3369.0,Greeting Cards
243,2021-01-30,3369.0,Greeting Cards
244,2021-01-31,3369.0,Greeting Cards
245,2021-02-01,3288.0,Greeting Cards
246,2021-02-02,3288.0,Greeting Cards
247,2021-02-03,3288.0,Greeting Cards
248,2021-02-04,3288.0,Greeting Cards
249,2021-02-05,2457.0,Greeting Cards
250,2021-02-06,2457.0,Greeting Cards
251,2021-02-07,2457.0,Greeting Cards
252,2021-02-08,3308.0,Greeting Cards
253,2021-02-09,2857.0,Greeting Cards
254,2021-02-10,2857.0,Greeting Cards
255,2021-02-11,2857.0,Greeting Cards
256,2021-02-12,1965.0,Greeting Cards
257,2021-02-13,1965.0,Greeting Cards
258,2021-02-14,1965.0,Greeting Cards
259,2021-02-15,3096.0,Greeting Cards
260,2021-02-16,3096.0,Greeting Cards
261,2021-02-17,2624.0,Greeting Cards
262,2021-02-18,2624.0,Greeting Cards
263,2021-02-19,3533.0,Greeting Cards
264,2021-02-20,3533.0,Greeting Cards
265,2021-02-21,3208.0,Greeting Cards
266,2021-02-22,3208.0,Greeting Cards
267,2021-02-23,3208.0,Greeting Cards
268,2021-02-24,3208.0,Greeting Cards
269,2021-02-25,3184.0,Greeting Cards
270,2021-02-26,3184.0,Greeting Cards
271,2021-02-27,3184.0,Greeting Cards
272,2021-02-28,3184.0,Greeting Cards
273,2021-03-01,3770.0,Greeting Cards
274,2021-03-02,3770.0,Greeting Cards
275,2021-03-03,2578.0,Greeting Cards
276,2021-03-04,2643.0,Greeting Cards
277,2021-03-05,2643.0,Greeting Cards
278,2021-03-06,2385.0,Greeting Cards
279,2021-03-07,2385.0,Greeting Cards
280,2021-03-08,2613.0,Greeting Cards
281,2021-03-09,2613.0,Greeting Cards
282,2021-03-10,2613.0,Greeting Cards
283,2021-03-11,3166.0,Greeting Cards
284,2021-03-12,3166.0,Greeting Cards
285,2021-03-13,3166.0,Greeting Cards
286,2021-03-14,4120.0,Greeting Cards
287,2021-03-15,4120.0,Greeting Cards
288,2021-03-16,4120.0,Greeting Cards
289,2021-03-17,3463.0,Greeting Cards
290,2021-03-18,3463.0,Greeting Cards
291,2021-03-19,3463.0,Greeting Cards
292,2021-03-20,3696.0,Greeting Cards
293,2021-03-21,3824.0,Greeting Cards
294,2021-03-22,4041.0,Greeting Cards
295,2021-03-23,4041.0,Greeting Cards
296,2021-03-24,4041.0,Greeting Cards
297,2021-03-25,3326.0,Greeting Cards
298,2021-03-26,2880.0,Greeting Cards
299,2021-03-27,2880.0,Greeting Cards
300,2021-03-28,2880.0,Greeting Cards
301,2021-03-29,2880.0,Greeting Cards
302,2021-03-30,2908.0,Greeting Cards
303,2021-03-31,2908.0,Greeting Cards
304,2021-04-01,2902.0,Greeting Cards
305,2021-04-02,2902.0,Greeting Cards
306,2021-04-03,2902.0,Greeting Cards
307,2021-04-04,4175.0,Greeting Cards
308,2021-04-05,4175.0,Greeting Cards
309,2021-04-06,4175.0,Greeting Cards
310,2021-04-07,3217.0,Greeting Cards
311,2021-04-08,3217.0,Greeting Cards
312,2021-04-09,3217.0,Greeting Cards
313,2021-04-10,3445.0,Greeting Cards
314,2021-04-11,3445.0,Greeting Cards
315,2021-04-12,3972.0,Greeting Cards
316,2021-04-13,3972.0,Greeting Cards
317,2021-04-14,2583.0,Greeting Cards
318,2021-04-15,2583.0,Greeting Cards
319,2021-04-16,2583.0,Greeting Cards
320,2021-04-17,2583.0,Greeting Cards
321,2021-04-18,2583.0,Greeting Cards
322,2021-04-19,2583.0,Greeting Cards
323,2021-04-20,3132.0,Greeting Cards
324,2021-04-21,2917.0,Greeting Cards
325,2021-04-22,2917.0,Greeting Cards
326,2021-04-23,3010.0,Greeting Cards
327,2021-04-24,3539.0,Greeting Cards
328,2021-04-25,3539.0,Greeting Cards
329,2021-04-26,3539.0,Greeting Cards
330,2021-04-27,2445.0,Greeting Cards
331,2021-04-28,2445.0,Greeting Cards
332,2021-04-29,2445.0,Greeting Cards
333,2021-04-30,2445.0,Greeting Cards
334,2021-05-01,2861.0,Greeting Cards
335,2021-05-02,2861.0,Greeting Cards
336,2021-05-03,2966.0,Greeting Cards
337,2021-05-04,2966.0,Greeting Cards
338,2021-05-05,2966.0,Greeting Cards
339,2021-05-06,2077.0,Greeting Cards
340,2021-05-07,2077.0,Greeting Cards
341,2021-05-08,2851.0,Greeting Cards
342,2021-05-09,2851.0,Greeting Cards
343,2021-05-10,2851.0,Greeting Cards
344,2021-05-11,2269.0,Greeting Cards
345,2021-05-12,2269.0,Greeting Cards
346,2021-05-13,2269.0,Greeting Cards
347,2021-05-14,2626.0,Greeting Cards
348,2021-05-15,2626.0,Greeting Cards
349,2021-05-16,3350.0,Greeting Cards
350,2021-05-17,2980.0,Greeting Cards
351,2021-05-18,2320.0,Greeting Cards
352,2021-05-19,2463.0,Greeting Cards
353,2021-05-20,2914.0,Greeting Cards
354,2021-05-21,2914.0,Greeting Cards
355,2021-05-22,2723.0,Greeting Cards
356,2021-05-23,2723.0,Greeting Cards
357,2021-05-24,3338.0,Greeting Cards
358,2021-05-25,3338.0,Greeting Cards
359,2021-05-26,2240.0,Greeting Cards
360,2021-05-27,2240.0,Greeting Cards
361,2021-05-28,2240.0,Greeting Cards
362,2021-05-29,3091.0,Greeting Cards
363,2021-05-30,3091.0,Greeting Cards
364,2021-05-31,3709.0,Greeting Cards
365,2021-06-01,3709.0,Greeting Cards
366,2021-06-02,3709.0,Greeting Cards
367,2021-06-03,3709.0,Greeting Cards
368,2021-06-04,2101.0,Greeting Cards
369,2021-06-05,2101.0,Greeting Cards
370,2021-06-06,2802.0,Greeting Cards
371,2021-06-07,2802.0,Greeting Cards
372,2021-06-08,2833.0,Greeting Cards
373,2021-06-09,2833.0,Greeting Cards
374,2021-06-10,2833.0,Greeting Cards
375,2021-06-11,2739.0,Greeting Cards
376,2021-06-12,2739.0,Greeting Cards
377,2021-06-13,2739.0,Greeting Cards
378,2021-06-14,4136.0,Greeting Cards
379,2021-06-15,4136.0,Greeting Cards
380,2021-06-16,4136.0,Greeting Cards
381,2021-06-17,3231.0,Greeting Cards
382,2021-06-18,3231.0,Greeting Cards
383,2021-06-19,4284.0,Greeting Cards
384,2021-06-20,4284.0,Greeting Cards
385,2021-06-21,4284.0,Greeting Cards
386,2021-06-22,5309.0,Greeting Cards
387,2021-06-23,5309.0,Greeting Cards
388,2021-06-24,5309.0,Greeting Cards
389,2021-06-25,2376.0,Greeting Cards
390,2021-06-26,2376.0,Greeting Cards
391,2021-06-27,2376.0,Greeting Cards
392,2021-06-28,3448.0,Greeting Cards
393,2021-06-29,2555.0,Greeting Cards
394,2021-06-30,2555.0,Greeting Cards
395,2021-07-01,2564.0,Greeting Cards
396,2021-07-02,2564.0,Greeting Cards
397,2021-07-03,2240.0,Greeting Cards
398,2021-07-04,2444.0,Greeting Cards
399,2021-07-05,2444.0,Greeting Cards
400,2021-07-06,3268.0,Greeting Cards
401,2021-07-07,2063.0,Greeting Cards
402,2021-07-08,2063.0,Greeting Cards
403,2021-07-09,2358.0,Greeting Cards
404,2021-07-10,2568.0,Greeting Cards
405,2021-07-11,2709.0,Greeting Cards
