,date,value,name_B07WZ1BBKR
133,2020-10-03,17172.0,Hawthorn
134,2020-10-04,16779.0,Hawthorn
135,2020-10-05,16779.0,Hawthorn
136,2020-10-06,15310.0,Hawthorn
137,2020-10-07,18235.0,Hawthorn
138,2020-10-08,18235.0,Hawthorn
139,2020-10-09,18235.0,Hawthorn
140,2020-10-10,21351.0,Hawthorn
141,2020-10-11,15755.0,Hawthorn
142,2020-10-12,15755.0,Hawthorn
143,2020-10-13,15755.0,Hawthorn
144,2020-10-14,21805.0,Hawthorn
145,2020-10-15,21805.0,Hawthorn
146,2020-10-16,18362.0,Hawthorn
147,2020-10-17,18362.0,Hawthorn
148,2020-10-18,15237.0,Hawthorn
149,2020-10-19,15237.0,Hawthorn
150,2020-10-20,15237.0,Hawthorn
151,2020-10-21,20154.0,Hawthorn
152,2020-10-22,20154.0,Hawthorn
153,2020-10-23,20154.0,Hawthorn
154,2020-10-24,20154.0,Hawthorn
155,2020-10-25,20154.0,Hawthorn
156,2020-10-26,19035.0,Hawthorn
157,2020-10-27,19035.0,Hawthorn
158,2020-10-28,18440.0,Hawthorn
159,2020-10-29,18440.0,Hawthorn
160,2020-10-30,18440.0,Hawthorn
161,2020-10-31,15275.0,Hawthorn
162,2020-11-01,15275.0,Hawthorn
163,2020-11-02,18401.0,Hawthorn
164,2020-11-03,18401.0,Hawthorn
165,2020-11-04,19955.0,Hawthorn
166,2020-11-05,17527.0,Hawthorn
167,2020-11-06,17527.0,Hawthorn
168,2020-11-07,19111.0,Hawthorn
169,2020-11-08,15779.0,Hawthorn
170,2020-11-09,15779.0,Hawthorn
171,2020-11-10,15779.0,Hawthorn
172,2020-11-11,19766.0,Hawthorn
173,2020-11-12,19766.0,Hawthorn
174,2020-11-13,19766.0,Hawthorn
175,2020-11-14,19766.0,Hawthorn
176,2020-11-15,16386.0,Hawthorn
177,2020-11-16,16386.0,Hawthorn
178,2020-11-17,16386.0,Hawthorn
179,2020-11-18,20867.0,Hawthorn
180,2020-11-19,18211.0,Hawthorn
181,2020-11-20,18211.0,Hawthorn
182,2020-11-21,20317.0,Hawthorn
183,2020-11-22,20317.0,Hawthorn
184,2020-11-23,20317.0,Hawthorn
185,2020-11-24,20317.0,Hawthorn
186,2020-11-25,23506.0,Hawthorn
187,2020-11-26,23506.0,Hawthorn
188,2020-11-27,25045.0,Hawthorn
189,2020-11-28,25045.0,Hawthorn
190,2020-11-29,25045.0,Hawthorn
191,2020-11-30,22903.0,Hawthorn
192,2020-12-01,21026.0,Hawthorn
193,2020-12-02,21026.0,Hawthorn
194,2020-12-03,26916.0,Hawthorn
195,2020-12-04,24948.0,Hawthorn
196,2020-12-05,24948.0,Hawthorn
197,2020-12-06,24948.0,Hawthorn
198,2020-12-07,21816.0,Hawthorn
199,2020-12-08,23595.0,Hawthorn
200,2020-12-09,23595.0,Hawthorn
201,2020-12-10,18982.0,Hawthorn
202,2020-12-11,20302.0,Hawthorn
203,2020-12-12,20302.0,Hawthorn
204,2020-12-13,20302.0,Hawthorn
205,2020-12-14,22633.0,Hawthorn
206,2020-12-15,22633.0,Hawthorn
207,2020-12-16,22633.0,Hawthorn
208,2020-12-17,22633.0,Hawthorn
209,2020-12-18,19727.0,Hawthorn
210,2020-12-19,19727.0,Hawthorn
211,2020-12-20,20395.0,Hawthorn
212,2020-12-21,20395.0,Hawthorn
213,2020-12-22,20311.0,Hawthorn
214,2020-12-23,16962.0,Hawthorn
215,2020-12-24,17137.0,Hawthorn
216,2020-12-25,17137.0,Hawthorn
217,2020-12-26,17137.0,Hawthorn
218,2020-12-27,15832.0,Hawthorn
219,2020-12-28,15832.0,Hawthorn
220,2020-12-29,17514.0,Hawthorn
221,2020-12-30,17514.0,Hawthorn
222,2020-12-31,17514.0,Hawthorn
223,2021-01-01,17207.0,Hawthorn
224,2021-01-02,17207.0,Hawthorn
225,2021-01-03,17207.0,Hawthorn
226,2021-01-04,19128.0,Hawthorn
227,2021-01-05,19128.0,Hawthorn
228,2021-01-06,19128.0,Hawthorn
229,2021-01-07,19128.0,Hawthorn
230,2021-01-08,19128.0,Hawthorn
231,2021-01-09,19128.0,Hawthorn
232,2021-01-10,17828.0,Hawthorn
233,2021-01-11,17828.0,Hawthorn
234,2021-01-12,22415.0,Hawthorn
235,2021-01-13,22415.0,Hawthorn
236,2021-01-14,22415.0,Hawthorn
237,2021-01-15,22415.0,Hawthorn
238,2021-01-16,22415.0,Hawthorn
239,2021-01-17,22415.0,Hawthorn
240,2021-01-18,22415.0,Hawthorn
241,2021-01-19,17824.0,Hawthorn
242,2021-01-20,19417.0,Hawthorn
243,2021-01-21,19417.0,Hawthorn
244,2021-01-22,14953.0,Hawthorn
245,2021-01-23,14953.0,Hawthorn
246,2021-01-24,14953.0,Hawthorn
247,2021-01-25,20591.0,Hawthorn
248,2021-01-26,22101.0,Hawthorn
249,2021-01-27,22101.0,Hawthorn
250,2021-01-28,22101.0,Hawthorn
251,2021-01-29,27607.0,Hawthorn
252,2021-01-30,27607.0,Hawthorn
253,2021-01-31,27607.0,Hawthorn
254,2021-02-01,18575.0,Hawthorn
255,2021-02-02,19262.0,Hawthorn
256,2021-02-03,19262.0,Hawthorn
257,2021-02-04,19262.0,Hawthorn
258,2021-02-05,19678.0,Hawthorn
259,2021-02-06,19678.0,Hawthorn
260,2021-02-07,19678.0,Hawthorn
261,2021-02-08,17858.0,Hawthorn
262,2021-02-09,17858.0,Hawthorn
263,2021-02-10,17858.0,Hawthorn
264,2021-02-11,17858.0,Hawthorn
265,2021-02-12,17829.0,Hawthorn
266,2021-02-13,18211.0,Hawthorn
267,2021-02-14,15743.0,Hawthorn
268,2021-02-15,15743.0,Hawthorn
269,2021-02-16,11904.0,Hawthorn
270,2021-02-17,11904.0,Hawthorn
271,2021-02-18,11904.0,Hawthorn
272,2021-02-19,16553.0,Hawthorn
273,2021-02-20,16213.0,Hawthorn
274,2021-02-21,16213.0,Hawthorn
275,2021-02-22,16213.0,Hawthorn
276,2021-02-23,18809.0,Hawthorn
277,2021-02-24,18809.0,Hawthorn
278,2021-02-25,18809.0,Hawthorn
279,2021-02-26,22393.0,Hawthorn
280,2021-02-27,22393.0,Hawthorn
281,2021-02-28,22393.0,Hawthorn
282,2021-03-01,25747.0,Hawthorn
283,2021-03-02,25747.0,Hawthorn
284,2021-03-03,20090.0,Hawthorn
285,2021-03-04,19662.0,Hawthorn
286,2021-03-05,19662.0,Hawthorn
287,2021-03-06,19662.0,Hawthorn
288,2021-03-07,19662.0,Hawthorn
289,2021-03-08,21314.0,Hawthorn
290,2021-03-09,23720.0,Hawthorn
291,2021-03-10,23720.0,Hawthorn
292,2021-03-11,23720.0,Hawthorn
293,2021-03-12,23720.0,Hawthorn
294,2021-03-13,20321.0,Hawthorn
295,2021-03-14,20321.0,Hawthorn
296,2021-03-15,20321.0,Hawthorn
297,2021-03-16,18954.0,Hawthorn
298,2021-03-17,18009.0,Hawthorn
299,2021-03-18,17736.0,Hawthorn
300,2021-03-19,17736.0,Hawthorn
301,2021-03-20,19906.0,Hawthorn
302,2021-03-21,19673.0,Hawthorn
303,2021-03-22,19673.0,Hawthorn
304,2021-03-23,21250.0,Hawthorn
305,2021-03-24,21250.0,Hawthorn
306,2021-03-25,21250.0,Hawthorn
307,2021-03-26,22044.0,Hawthorn
308,2021-03-27,22044.0,Hawthorn
309,2021-03-28,22044.0,Hawthorn
310,2021-03-29,20058.0,Hawthorn
311,2021-03-30,20058.0,Hawthorn
312,2021-03-31,19288.0,Hawthorn
313,2021-04-01,19288.0,Hawthorn
314,2021-04-02,19288.0,Hawthorn
315,2021-04-03,19288.0,Hawthorn
316,2021-04-04,19288.0,Hawthorn
317,2021-04-05,19842.0,Hawthorn
318,2021-04-06,19842.0,Hawthorn
319,2021-04-07,19842.0,Hawthorn
320,2021-04-08,29072.0,Hawthorn
321,2021-04-09,29072.0,Hawthorn
322,2021-04-10,29072.0,Hawthorn
323,2021-04-11,18661.0,Hawthorn
324,2021-04-12,18661.0,Hawthorn
325,2021-04-13,18535.0,Hawthorn
326,2021-04-14,18535.0,Hawthorn
327,2021-04-15,18535.0,Hawthorn
328,2021-04-16,21013.0,Hawthorn
329,2021-04-17,16410.0,Hawthorn
330,2021-04-18,16410.0,Hawthorn
331,2021-04-19,16410.0,Hawthorn
332,2021-04-20,25609.0,Hawthorn
333,2021-04-21,26989.0,Hawthorn
334,2021-04-22,24364.0,Hawthorn
335,2021-04-23,27754.0,Hawthorn
336,2021-04-24,27754.0,Hawthorn
337,2021-04-25,31418.0,Hawthorn
338,2021-04-26,31418.0,Hawthorn
339,2021-04-27,31418.0,Hawthorn
340,2021-04-28,28784.0,Hawthorn
341,2021-04-29,28784.0,Hawthorn
342,2021-04-30,31061.0,Hawthorn
343,2021-05-01,31061.0,Hawthorn
344,2021-05-02,31061.0,Hawthorn
345,2021-05-03,34858.0,Hawthorn
346,2021-05-04,34858.0,Hawthorn
347,2021-05-05,17996.0,Hawthorn
348,2021-05-06,17996.0,Hawthorn
349,2021-05-07,19230.0,Hawthorn
350,2021-05-08,19230.0,Hawthorn
351,2021-05-09,19977.0,Hawthorn
352,2021-05-10,19977.0,Hawthorn
353,2021-05-11,20736.0,Hawthorn
354,2021-05-12,20736.0,Hawthorn
355,2021-05-13,20736.0,Hawthorn
356,2021-05-14,21364.0,Hawthorn
357,2021-05-15,21364.0,Hawthorn
358,2021-05-16,15234.0,Hawthorn
359,2021-05-17,15234.0,Hawthorn
360,2021-05-18,15234.0,Hawthorn
361,2021-05-19,18696.0,Hawthorn
362,2021-05-20,25240.0,Hawthorn
363,2021-05-21,30670.0,Hawthorn
364,2021-05-22,30670.0,Hawthorn
365,2021-05-23,27062.0,Hawthorn
366,2021-05-24,27062.0,Hawthorn
367,2021-05-25,27062.0,Hawthorn
368,2021-05-26,27062.0,Hawthorn
369,2021-05-27,21064.0,Hawthorn
370,2021-05-28,22099.0,Hawthorn
371,2021-05-29,20569.0,Hawthorn
372,2021-05-30,20569.0,Hawthorn
373,2021-05-31,22261.0,Hawthorn
374,2021-06-01,22566.0,Hawthorn
375,2021-06-02,20893.0,Hawthorn
376,2021-06-03,19003.0,Hawthorn
377,2021-06-04,21590.0,Hawthorn
378,2021-06-05,21898.0,Hawthorn
379,2021-06-06,21898.0,Hawthorn
380,2021-06-07,21898.0,Hawthorn
381,2021-06-08,21898.0,Hawthorn
382,2021-06-09,22218.0,Hawthorn
383,2021-06-10,22218.0,Hawthorn
384,2021-06-11,17751.0,Hawthorn
385,2021-06-12,26054.0,Hawthorn
386,2021-06-13,26054.0,Hawthorn
387,2021-06-14,26054.0,Hawthorn
388,2021-06-15,20236.0,Hawthorn
389,2021-06-16,20236.0,Hawthorn
390,2021-06-17,23937.0,Hawthorn
391,2021-06-18,25122.0,Hawthorn
392,2021-06-19,25122.0,Hawthorn
393,2021-06-20,19382.0,Hawthorn
394,2021-06-21,19899.0,Hawthorn
395,2021-06-22,24754.0,Hawthorn
396,2021-06-23,24754.0,Hawthorn
397,2021-06-24,24754.0,Hawthorn
398,2021-06-25,21320.0,Hawthorn
399,2021-06-26,21320.0,Hawthorn
400,2021-06-27,21320.0,Hawthorn
401,2021-06-28,22641.0,Hawthorn
402,2021-06-29,22641.0,Hawthorn
403,2021-06-30,22641.0,Hawthorn
404,2021-07-01,22641.0,Hawthorn
405,2021-07-02,19897.0,Hawthorn
406,2021-07-03,19336.0,Hawthorn
407,2021-07-04,19336.0,Hawthorn
408,2021-07-05,19336.0,Hawthorn
409,2021-07-06,21462.0,Hawthorn
410,2021-07-07,21462.0,Hawthorn
411,2021-07-08,21462.0,Hawthorn
412,2021-07-09,21462.0,Hawthorn
413,2021-07-10,17995.0,Hawthorn
414,2021-07-11,20960.0,Hawthorn
