,date,value,name_B07YXW3DTH
328,2020-09-06,2366.0,Stands
329,2020-09-07,2366.0,Stands
330,2020-09-08,1940.0,Stands
331,2020-09-09,2119.0,Stands
332,2020-09-10,2119.0,Stands
333,2020-09-11,2119.0,Stands
334,2020-09-12,1643.0,Stands
335,2020-09-13,1643.0,Stands
336,2020-09-14,1643.0,Stands
337,2020-09-15,1213.0,Stands
338,2020-09-16,786.0,Stands
339,2020-09-17,786.0,Stands
340,2020-09-18,1258.0,Stands
341,2020-09-19,1389.0,Stands
342,2020-09-20,1463.0,Stands
343,2020-09-21,1463.0,Stands
344,2020-09-22,1741.0,Stands
345,2020-09-23,1886.0,Stands
346,2020-09-24,2364.0,Stands
347,2020-09-25,2716.0,Stands
348,2020-09-26,2735.0,Stands
349,2020-09-27,2565.0,Stands
350,2020-09-28,2565.0,Stands
351,2020-09-29,2517.0,Stands
352,2020-09-30,2517.0,Stands
353,2020-10-01,2598.0,Stands
354,2020-10-02,2672.0,Stands
355,2020-10-03,2729.0,Stands
356,2020-10-04,2729.0,Stands
357,2020-10-05,2197.0,Stands
358,2020-10-06,2999.0,Stands
359,2020-10-07,2999.0,Stands
360,2020-10-08,2999.0,Stands
361,2020-10-09,4407.0,Stands
362,2020-10-10,4237.0,Stands
363,2020-10-11,4237.0,Stands
364,2020-10-12,4244.0,Stands
365,2020-10-13,3943.0,Stands
366,2020-10-14,792.0,Stands
367,2020-10-15,1114.0,Stands
368,2020-10-16,1114.0,Stands
369,2020-10-17,2629.0,Stands
370,2020-10-18,2964.0,Stands
371,2020-10-19,2964.0,Stands
372,2020-10-20,3453.0,Stands
373,2020-10-21,4310.0,Stands
374,2020-10-22,4310.0,Stands
375,2020-10-23,8894.0,Stands
376,2020-10-24,4233.0,Stands
377,2020-10-25,4233.0,Stands
378,2020-10-26,4233.0,Stands
379,2020-10-27,4409.0,Stands
380,2020-10-28,4409.0,Stands
381,2020-10-29,4409.0,Stands
382,2020-10-30,3097.0,Stands
383,2020-10-31,3097.0,Stands
384,2020-11-01,3631.0,Stands
385,2020-11-02,3631.0,Stands
386,2020-11-03,3683.0,Stands
387,2020-11-04,3637.0,Stands
388,2020-11-05,3637.0,Stands
389,2020-11-06,3637.0,Stands
390,2020-11-07,2501.0,Stands
391,2020-11-08,2501.0,Stands
392,2020-11-09,3160.0,Stands
393,2020-11-10,3402.0,Stands
394,2020-11-11,4455.0,Stands
395,2020-11-12,3373.0,Stands
396,2020-11-13,3373.0,Stands
397,2020-11-14,3134.0,Stands
398,2020-11-15,3134.0,Stands
399,2020-11-16,3328.0,Stands
400,2020-11-17,3328.0,Stands
401,2020-11-18,3603.0,Stands
402,2020-11-19,4090.0,Stands
403,2020-11-20,4016.0,Stands
404,2020-11-21,4016.0,Stands
405,2020-11-22,4016.0,Stands
406,2020-11-23,5330.0,Stands
407,2020-11-24,4913.0,Stands
408,2020-11-25,4881.0,Stands
409,2020-11-26,4768.0,Stands
410,2020-11-27,2671.0,Stands
411,2020-11-28,2537.0,Stands
412,2020-11-29,2537.0,Stands
413,2020-11-30,2565.0,Stands
414,2020-12-01,2690.0,Stands
415,2020-12-02,2768.0,Stands
416,2020-12-03,3435.0,Stands
417,2020-12-04,3435.0,Stands
418,2020-12-05,3435.0,Stands
419,2020-12-06,3837.0,Stands
420,2020-12-07,2564.0,Stands
421,2020-12-08,3124.0,Stands
422,2020-12-09,3218.0,Stands
423,2020-12-10,3364.0,Stands
424,2020-12-11,2928.0,Stands
425,2020-12-12,3188.0,Stands
426,2020-12-13,3188.0,Stands
427,2020-12-14,2880.0,Stands
428,2020-12-15,3888.0,Stands
429,2020-12-16,3888.0,Stands
430,2020-12-17,3888.0,Stands
431,2020-12-18,3060.0,Stands
432,2020-12-19,3060.0,Stands
433,2020-12-20,2078.0,Stands
434,2020-12-21,2375.0,Stands
435,2020-12-22,1170.0,Stands
436,2020-12-23,1589.0,Stands
437,2020-12-24,1455.0,Stands
438,2020-12-25,1703.0,Stands
439,2020-12-26,1471.0,Stands
440,2020-12-27,1471.0,Stands
441,2020-12-28,1443.0,Stands
442,2020-12-29,1328.0,Stands
443,2020-12-30,1328.0,Stands
444,2020-12-31,1300.0,Stands
445,2021-01-01,1300.0,Stands
446,2021-01-02,1300.0,Stands
447,2021-01-03,1364.0,Stands
448,2021-01-04,1218.0,Stands
449,2021-01-05,1218.0,Stands
450,2021-01-06,1620.0,Stands
451,2021-01-07,1519.0,Stands
452,2021-01-08,1519.0,Stands
453,2021-01-09,1661.0,Stands
454,2021-01-10,1661.0,Stands
455,2021-01-11,1002.0,Stands
456,2021-01-12,1002.0,Stands
457,2021-01-13,1002.0,Stands
458,2021-01-14,1287.0,Stands
459,2021-01-15,1118.0,Stands
460,2021-01-16,1118.0,Stands
461,2021-01-17,460.0,Stands
462,2021-01-18,460.0,Stands
463,2021-01-19,753.0,Stands
464,2021-01-20,919.0,Stands
465,2021-01-21,919.0,Stands
466,2021-01-22,1382.0,Stands
467,2021-01-23,1359.0,Stands
468,2021-01-24,1359.0,Stands
469,2021-01-25,1359.0,Stands
470,2021-01-26,1514.0,Stands
471,2021-01-27,1830.0,Stands
472,2021-01-28,1830.0,Stands
473,2021-01-29,2431.0,Stands
474,2021-01-30,2431.0,Stands
475,2021-01-31,2312.0,Stands
476,2021-02-01,2312.0,Stands
477,2021-02-02,2312.0,Stands
478,2021-02-03,2774.0,Stands
479,2021-02-04,2774.0,Stands
480,2021-02-05,2774.0,Stands
481,2021-02-06,3517.0,Stands
482,2021-02-07,4450.0,Stands
483,2021-02-08,5170.0,Stands
484,2021-02-09,3732.0,Stands
485,2021-02-10,3732.0,Stands
486,2021-02-11,4739.0,Stands
487,2021-02-12,4678.0,Stands
488,2021-02-13,4678.0,Stands
489,2021-02-14,4327.0,Stands
490,2021-02-15,4327.0,Stands
491,2021-02-16,4926.0,Stands
492,2021-02-17,4926.0,Stands
493,2021-02-18,4926.0,Stands
494,2021-02-19,8593.0,Stands
495,2021-02-20,8298.0,Stands
496,2021-02-21,6072.0,Stands
497,2021-02-22,8395.0,Stands
498,2021-02-23,8395.0,Stands
499,2021-02-24,12696.0,Stands
500,2021-02-25,11133.0,Stands
501,2021-02-26,9852.0,Stands
502,2021-02-27,9852.0,Stands
503,2021-02-28,9852.0,Stands
504,2021-03-01,4398.0,Stands
505,2021-03-02,4810.0,Stands
506,2021-03-03,4810.0,Stands
507,2021-03-04,6097.0,Stands
508,2021-03-05,8051.0,Stands
509,2021-03-06,5927.0,Stands
510,2021-03-07,5927.0,Stands
511,2021-03-08,5927.0,Stands
512,2021-03-09,7217.0,Stands
513,2021-03-10,6692.0,Stands
514,2021-03-11,6692.0,Stands
515,2021-03-12,4656.0,Stands
516,2021-03-13,4656.0,Stands
517,2021-03-14,4656.0,Stands
518,2021-03-15,6779.0,Stands
519,2021-03-16,6828.0,Stands
520,2021-03-17,7867.0,Stands
521,2021-03-18,7092.0,Stands
522,2021-03-19,6474.0,Stands
523,2021-03-20,7074.0,Stands
524,2021-03-21,7074.0,Stands
525,2021-03-22,6116.0,Stands
526,2021-03-23,4949.0,Stands
527,2021-03-24,5359.0,Stands
528,2021-03-25,5379.0,Stands
529,2021-03-26,6168.0,Stands
530,2021-03-27,7891.0,Stands
531,2021-03-28,7891.0,Stands
532,2021-03-29,7927.0,Stands
533,2021-03-30,5850.0,Stands
534,2021-03-31,5850.0,Stands
535,2021-04-01,8705.0,Stands
536,2021-04-02,7026.0,Stands
537,2021-04-03,7026.0,Stands
538,2021-04-04,7026.0,Stands
539,2021-04-05,7189.0,Stands
540,2021-04-06,7189.0,Stands
541,2021-04-07,4837.0,Stands
542,2021-04-08,4837.0,Stands
543,2021-04-09,3770.0,Stands
544,2021-04-10,3751.0,Stands
545,2021-04-11,3751.0,Stands
546,2021-04-12,4010.0,Stands
547,2021-04-13,4755.0,Stands
548,2021-04-14,4704.0,Stands
549,2021-04-15,4838.0,Stands
550,2021-04-16,4838.0,Stands
551,2021-04-17,6491.0,Stands
552,2021-04-18,6491.0,Stands
553,2021-04-19,6173.0,Stands
554,2021-04-20,5429.0,Stands
555,2021-04-21,5429.0,Stands
556,2021-04-22,4884.0,Stands
557,2021-04-23,5070.0,Stands
558,2021-04-24,3867.0,Stands
559,2021-04-25,3867.0,Stands
560,2021-04-26,4588.0,Stands
561,2021-04-27,5221.0,Stands
562,2021-04-28,3987.0,Stands
563,2021-04-29,3987.0,Stands
564,2021-04-30,5218.0,Stands
565,2021-05-01,5218.0,Stands
566,2021-05-02,6982.0,Stands
567,2021-05-03,6982.0,Stands
568,2021-05-04,3952.0,Stands
569,2021-05-05,3620.0,Stands
570,2021-05-06,3749.0,Stands
571,2021-05-07,3749.0,Stands
572,2021-05-08,4320.0,Stands
573,2021-05-09,4320.0,Stands
574,2021-05-10,2458.0,Stands
575,2021-05-11,3950.0,Stands
576,2021-05-12,3030.0,Stands
577,2021-05-13,3412.0,Stands
578,2021-05-14,4011.0,Stands
579,2021-05-15,3356.0,Stands
580,2021-05-16,4723.0,Stands
581,2021-05-17,4723.0,Stands
582,2021-05-18,5804.0,Stands
583,2021-05-19,5804.0,Stands
584,2021-05-20,6466.0,Stands
585,2021-05-21,5264.0,Stands
586,2021-05-22,5264.0,Stands
587,2021-05-23,5264.0,Stands
588,2021-05-24,8106.0,Stands
589,2021-05-25,8106.0,Stands
590,2021-05-26,8106.0,Stands
591,2021-05-27,8106.0,Stands
592,2021-05-28,6435.0,Stands
593,2021-05-29,7595.0,Stands
594,2021-05-30,7595.0,Stands
595,2021-05-31,7214.0,Stands
596,2021-06-01,7214.0,Stands
597,2021-06-02,6408.0,Stands
598,2021-06-03,6408.0,Stands
599,2021-06-04,7503.0,Stands
600,2021-06-05,5765.0,Stands
601,2021-06-06,5765.0,Stands
602,2021-06-07,7147.0,Stands
603,2021-06-08,7147.0,Stands
604,2021-06-09,6928.0,Stands
605,2021-06-10,5891.0,Stands
606,2021-06-11,5649.0,Stands
607,2021-06-12,5649.0,Stands
608,2021-06-13,7054.0,Stands
609,2021-06-14,7054.0,Stands
610,2021-06-15,7054.0,Stands
611,2021-06-16,6322.0,Stands
612,2021-06-17,7796.0,Stands
613,2021-06-18,7796.0,Stands
614,2021-06-19,7796.0,Stands
615,2021-06-20,7081.0,Stands
616,2021-06-21,7081.0,Stands
617,2021-06-22,5429.0,Stands
618,2021-06-23,5005.0,Stands
619,2021-06-24,5005.0,Stands
620,2021-06-25,7497.0,Stands
621,2021-06-26,8136.0,Stands
622,2021-06-27,8136.0,Stands
623,2021-06-28,6411.0,Stands
624,2021-06-29,6411.0,Stands
625,2021-06-30,8901.0,Stands
626,2021-07-01,8901.0,Stands
627,2021-07-02,6599.0,Stands
628,2021-07-03,7433.0,Stands
629,2021-07-04,7158.0,Stands
630,2021-07-05,9932.0,Stands
631,2021-07-06,15955.0,Stands
632,2021-07-07,6117.0,Stands
633,2021-07-08,5007.0,Stands
634,2021-07-09,5261.0,Stands
635,2021-07-10,5261.0,Stands
636,2021-07-11,5558.0,Stands
