,date,value,name_B084FR9BQF
189,2020-08-20,361.0,Pots
190,2020-08-21,361.0,Pots
191,2020-08-22,361.0,Pots
192,2020-08-23,339.0,Pots
193,2020-08-24,339.0,Pots
194,2020-08-25,339.0,Pots
195,2020-08-26,515.0,Pots
196,2020-08-27,515.0,Pots
197,2020-08-28,435.0,Pots
198,2020-08-29,435.0,Pots
199,2020-08-30,476.0,Pots
200,2020-08-31,557.0,Pots
201,2020-09-01,557.0,Pots
202,2020-09-02,557.0,Pots
203,2020-09-03,560.0,Pots
204,2020-09-04,560.0,Pots
205,2020-09-05,530.0,Pots
206,2020-09-06,530.0,Pots
207,2020-09-07,530.0,Pots
208,2020-09-08,537.0,Pots
209,2020-09-09,537.0,Pots
210,2020-09-10,537.0,Pots
211,2020-09-11,424.0,Pots
212,2020-09-12,424.0,Pots
213,2020-09-13,383.0,Pots
214,2020-09-14,383.0,Pots
215,2020-09-15,383.0,Pots
216,2020-09-16,363.0,Pots
217,2020-09-17,363.0,Pots
218,2020-09-18,363.0,Pots
219,2020-09-19,282.0,Pots
220,2020-09-20,282.0,Pots
221,2020-09-21,315.0,Pots
222,2020-09-22,315.0,Pots
223,2020-09-23,328.0,Pots
224,2020-09-24,323.0,Pots
225,2020-09-25,323.0,Pots
226,2020-09-26,323.0,Pots
227,2020-09-27,412.0,Pots
228,2020-09-28,404.0,Pots
229,2020-09-29,404.0,Pots
230,2020-09-30,197.0,Pots
231,2020-10-01,197.0,Pots
232,2020-10-02,125.0,Pots
233,2020-10-03,114.0,Pots
234,2020-10-04,108.0,Pots
235,2020-10-05,109.0,Pots
236,2020-10-06,188.0,Pots
237,2020-10-07,216.0,Pots
238,2020-10-08,216.0,Pots
239,2020-10-09,232.0,Pots
240,2020-10-10,232.0,Pots
241,2020-10-11,232.0,Pots
242,2020-10-12,330.0,Pots
243,2020-10-13,318.0,Pots
244,2020-10-14,318.0,Pots
245,2020-10-15,70.0,Pots
246,2020-10-16,70.0,Pots
247,2020-10-17,70.0,Pots
248,2020-10-18,205.0,Pots
249,2020-10-19,205.0,Pots
250,2020-10-20,379.0,Pots
251,2020-10-21,379.0,Pots
252,2020-10-22,350.0,Pots
253,2020-10-23,332.0,Pots
254,2020-10-24,281.0,Pots
255,2020-10-25,281.0,Pots
256,2020-10-26,281.0,Pots
257,2020-10-27,294.0,Pots
258,2020-10-28,294.0,Pots
259,2020-10-29,195.0,Pots
260,2020-10-30,195.0,Pots
261,2020-10-31,219.0,Pots
262,2020-11-01,281.0,Pots
263,2020-11-02,276.0,Pots
264,2020-11-03,276.0,Pots
265,2020-11-04,276.0,Pots
266,2020-11-05,322.0,Pots
267,2020-11-06,322.0,Pots
268,2020-11-07,322.0,Pots
269,2020-11-08,348.0,Pots
270,2020-11-09,348.0,Pots
271,2020-11-10,295.0,Pots
272,2020-11-11,327.0,Pots
273,2020-11-12,327.0,Pots
274,2020-11-13,327.0,Pots
275,2020-11-14,757.0,Pots
276,2020-11-15,1455.0,Pots
277,2020-11-16,2657.0,Pots
278,2020-11-17,2277.0,Pots
279,2020-11-18,3593.0,Pots
280,2020-11-19,3304.0,Pots
281,2020-11-20,3304.0,Pots
282,2020-11-21,710.0,Pots
283,2020-11-22,951.0,Pots
284,2020-11-23,885.0,Pots
285,2020-11-24,768.0,Pots
286,2020-11-25,634.0,Pots
287,2020-11-26,595.0,Pots
288,2020-11-27,830.0,Pots
289,2020-11-28,765.0,Pots
290,2020-11-29,765.0,Pots
291,2020-11-30,812.0,Pots
292,2020-12-01,190.0,Pots
293,2020-12-02,190.0,Pots
294,2020-12-03,190.0,Pots
295,2020-12-04,578.0,Pots
296,2020-12-05,578.0,Pots
297,2020-12-06,578.0,Pots
298,2020-12-07,533.0,Pots
299,2020-12-08,701.0,Pots
300,2020-12-09,573.0,Pots
301,2020-12-10,585.0,Pots
302,2020-12-11,567.0,Pots
303,2020-12-12,608.0,Pots
304,2020-12-13,728.0,Pots
305,2020-12-14,685.0,Pots
306,2020-12-15,692.0,Pots
307,2020-12-16,658.0,Pots
308,2020-12-17,612.0,Pots
309,2020-12-18,626.0,Pots
310,2020-12-19,540.0,Pots
311,2020-12-20,538.0,Pots
312,2020-12-21,736.0,Pots
313,2020-12-22,614.0,Pots
314,2020-12-23,614.0,Pots
315,2020-12-24,635.0,Pots
316,2020-12-25,475.0,Pots
317,2020-12-26,543.0,Pots
318,2020-12-27,417.0,Pots
319,2020-12-28,445.0,Pots
320,2020-12-29,367.0,Pots
321,2020-12-30,358.0,Pots
322,2020-12-31,426.0,Pots
323,2021-01-01,419.0,Pots
324,2021-01-02,419.0,Pots
325,2021-01-03,329.0,Pots
326,2021-01-04,351.0,Pots
327,2021-01-05,400.0,Pots
328,2021-01-06,323.0,Pots
329,2021-01-07,330.0,Pots
330,2021-01-08,338.0,Pots
331,2021-01-09,273.0,Pots
332,2021-01-10,351.0,Pots
333,2021-01-11,336.0,Pots
334,2021-01-12,313.0,Pots
335,2021-01-13,312.0,Pots
336,2021-01-14,308.0,Pots
337,2021-01-15,352.0,Pots
338,2021-01-16,352.0,Pots
339,2021-01-17,352.0,Pots
340,2021-01-18,294.0,Pots
341,2021-01-19,294.0,Pots
342,2021-01-20,241.0,Pots
343,2021-01-21,241.0,Pots
344,2021-01-22,313.0,Pots
345,2021-01-23,240.0,Pots
346,2021-01-24,240.0,Pots
347,2021-01-25,310.0,Pots
348,2021-01-26,294.0,Pots
349,2021-01-27,337.0,Pots
350,2021-01-28,345.0,Pots
351,2021-01-29,345.0,Pots
352,2021-01-30,345.0,Pots
353,2021-01-31,300.0,Pots
354,2021-02-01,300.0,Pots
355,2021-02-02,199.0,Pots
356,2021-02-03,120.0,Pots
357,2021-02-04,120.0,Pots
358,2021-02-05,120.0,Pots
359,2021-02-06,96.0,Pots
360,2021-02-07,69.0,Pots
361,2021-02-08,69.0,Pots
362,2021-02-09,165.0,Pots
363,2021-02-10,196.0,Pots
364,2021-02-11,214.0,Pots
365,2021-02-12,214.0,Pots
366,2021-02-13,214.0,Pots
367,2021-02-14,234.0,Pots
368,2021-02-15,234.0,Pots
369,2021-02-16,362.0,Pots
370,2021-02-17,362.0,Pots
371,2021-02-18,362.0,Pots
372,2021-02-19,379.0,Pots
373,2021-02-20,365.0,Pots
374,2021-02-21,370.0,Pots
375,2021-02-22,370.0,Pots
376,2021-02-23,370.0,Pots
377,2021-02-24,440.0,Pots
378,2021-02-25,440.0,Pots
379,2021-02-26,536.0,Pots
380,2021-02-27,536.0,Pots
381,2021-02-28,536.0,Pots
382,2021-03-01,543.0,Pots
383,2021-03-02,429.0,Pots
384,2021-03-03,429.0,Pots
385,2021-03-04,417.0,Pots
386,2021-03-05,358.0,Pots
387,2021-03-06,358.0,Pots
388,2021-03-07,316.0,Pots
389,2021-03-08,370.0,Pots
390,2021-03-09,370.0,Pots
391,2021-03-10,370.0,Pots
392,2021-03-11,368.0,Pots
393,2021-03-12,396.0,Pots
394,2021-03-13,440.0,Pots
395,2021-03-14,440.0,Pots
396,2021-03-15,438.0,Pots
397,2021-03-16,456.0,Pots
398,2021-03-17,456.0,Pots
399,2021-03-18,456.0,Pots
400,2021-03-19,359.0,Pots
401,2021-03-20,359.0,Pots
402,2021-03-21,354.0,Pots
403,2021-03-22,354.0,Pots
404,2021-03-23,354.0,Pots
405,2021-03-24,482.0,Pots
406,2021-03-25,450.0,Pots
407,2021-03-26,450.0,Pots
408,2021-03-27,450.0,Pots
409,2021-03-28,486.0,Pots
410,2021-03-29,536.0,Pots
411,2021-03-30,536.0,Pots
412,2021-03-31,536.0,Pots
413,2021-04-01,472.0,Pots
414,2021-04-02,472.0,Pots
415,2021-04-03,616.0,Pots
416,2021-04-04,616.0,Pots
417,2021-04-05,616.0,Pots
418,2021-04-06,740.0,Pots
419,2021-04-07,739.0,Pots
420,2021-04-08,739.0,Pots
421,2021-04-09,653.0,Pots
422,2021-04-10,653.0,Pots
423,2021-04-11,925.0,Pots
424,2021-04-12,925.0,Pots
425,2021-04-13,925.0,Pots
426,2021-04-14,853.0,Pots
427,2021-04-15,853.0,Pots
428,2021-04-16,730.0,Pots
429,2021-04-17,730.0,Pots
430,2021-04-18,917.0,Pots
431,2021-04-19,1219.0,Pots
432,2021-04-20,1219.0,Pots
433,2021-04-21,1224.0,Pots
434,2021-04-22,1145.0,Pots
435,2021-04-23,1134.0,Pots
436,2021-04-24,1091.0,Pots
437,2021-04-25,1091.0,Pots
438,2021-04-26,1746.0,Pots
439,2021-04-27,2153.0,Pots
440,2021-04-28,1921.0,Pots
441,2021-04-29,1791.0,Pots
442,2021-04-30,1545.0,Pots
443,2021-05-01,1545.0,Pots
444,2021-05-02,1992.0,Pots
445,2021-05-03,2283.0,Pots
446,2021-05-04,2283.0,Pots
447,2021-05-05,1370.0,Pots
448,2021-05-06,1147.0,Pots
449,2021-05-07,1155.0,Pots
450,2021-05-08,1087.0,Pots
451,2021-05-09,1138.0,Pots
452,2021-05-10,996.0,Pots
453,2021-05-11,996.0,Pots
454,2021-05-12,774.0,Pots
455,2021-05-13,774.0,Pots
456,2021-05-14,793.0,Pots
457,2021-05-15,793.0,Pots
458,2021-05-16,857.0,Pots
459,2021-05-17,1018.0,Pots
460,2021-05-18,993.0,Pots
461,2021-05-19,975.0,Pots
462,2021-05-20,1067.0,Pots
463,2021-05-21,1092.0,Pots
464,2021-05-22,1092.0,Pots
465,2021-05-23,1198.0,Pots
466,2021-05-24,1215.0,Pots
467,2021-05-25,1143.0,Pots
468,2021-05-26,1199.0,Pots
469,2021-05-27,1238.0,Pots
470,2021-05-28,1024.0,Pots
471,2021-05-29,1024.0,Pots
472,2021-05-30,1158.0,Pots
473,2021-05-31,1158.0,Pots
474,2021-06-01,1255.0,Pots
475,2021-06-02,1220.0,Pots
476,2021-06-03,1197.0,Pots
477,2021-06-04,1197.0,Pots
478,2021-06-05,1200.0,Pots
479,2021-06-06,1200.0,Pots
480,2021-06-07,1335.0,Pots
481,2021-06-08,1319.0,Pots
482,2021-06-09,1418.0,Pots
483,2021-06-10,1050.0,Pots
484,2021-06-11,1125.0,Pots
485,2021-06-12,1207.0,Pots
486,2021-06-13,1207.0,Pots
487,2021-06-14,1187.0,Pots
488,2021-06-15,1187.0,Pots
489,2021-06-16,710.0,Pots
490,2021-06-17,710.0,Pots
491,2021-06-18,628.0,Pots
492,2021-06-19,693.0,Pots
493,2021-06-20,614.0,Pots
494,2021-06-21,711.0,Pots
495,2021-06-22,936.0,Pots
496,2021-06-23,1059.0,Pots
497,2021-06-24,1059.0,Pots
498,2021-06-25,866.0,Pots
499,2021-06-26,866.0,Pots
500,2021-06-27,1214.0,Pots
501,2021-06-28,1499.0,Pots
502,2021-06-29,1192.0,Pots
503,2021-06-30,1192.0,Pots
504,2021-07-01,1068.0,Pots
505,2021-07-02,1231.0,Pots
506,2021-07-03,1039.0,Pots
507,2021-07-04,1039.0,Pots
508,2021-07-05,1368.0,Pots
509,2021-07-06,1189.0,Pots
510,2021-07-07,1189.0,Pots
511,2021-07-08,1109.0,Pots
512,2021-07-09,1269.0,Pots
513,2021-07-10,1037.0,Pots
