,date,value,name_B01MQ4TVDB
630,2020-04-02,-1.0,LED Bulbs
631,2020-04-03,-1.0,LED Bulbs
632,2020-04-04,-1.0,LED Bulbs
633,2020-04-05,-1.0,LED Bulbs
634,2020-04-06,-1.0,LED Bulbs
635,2020-04-07,-1.0,LED Bulbs
636,2020-04-08,-1.0,LED Bulbs
637,2020-04-09,-1.0,LED Bulbs
638,2020-04-10,-1.0,LED Bulbs
639,2020-04-11,-1.0,LED Bulbs
640,2020-04-12,-1.0,LED Bulbs
641,2020-04-13,-1.0,LED Bulbs
642,2020-04-14,-1.0,LED Bulbs
643,2020-04-15,-1.0,LED Bulbs
644,2020-04-16,-1.0,LED Bulbs
645,2020-04-17,-1.0,LED Bulbs
646,2020-04-18,-1.0,LED Bulbs
647,2020-04-19,-1.0,LED Bulbs
648,2020-04-20,-1.0,LED Bulbs
649,2020-04-21,-1.0,LED Bulbs
650,2020-04-22,-1.0,LED Bulbs
651,2020-04-23,-1.0,LED Bulbs
652,2020-04-24,-1.0,LED Bulbs
653,2020-04-25,-1.0,LED Bulbs
654,2020-04-26,-1.0,LED Bulbs
655,2020-04-27,-1.0,LED Bulbs
656,2020-04-28,-1.0,LED Bulbs
657,2020-04-29,-1.0,LED Bulbs
658,2020-04-30,-1.0,LED Bulbs
659,2020-05-01,-1.0,LED Bulbs
660,2020-05-02,-1.0,LED Bulbs
661,2020-05-03,-1.0,LED Bulbs
662,2020-05-04,-1.0,LED Bulbs
663,2020-05-05,-1.0,LED Bulbs
664,2020-05-06,-1.0,LED Bulbs
665,2020-05-07,-1.0,LED Bulbs
666,2020-05-08,-1.0,LED Bulbs
667,2020-05-09,-1.0,LED Bulbs
668,2020-05-10,-1.0,LED Bulbs
669,2020-05-11,-1.0,LED Bulbs
670,2020-05-12,-1.0,LED Bulbs
671,2020-05-13,-1.0,LED Bulbs
672,2020-05-14,-1.0,LED Bulbs
673,2020-05-15,-1.0,LED Bulbs
674,2020-05-16,-1.0,LED Bulbs
675,2020-05-17,-1.0,LED Bulbs
676,2020-05-18,-1.0,LED Bulbs
677,2020-05-19,-1.0,LED Bulbs
678,2020-05-20,-1.0,LED Bulbs
679,2020-05-21,-1.0,LED Bulbs
680,2020-05-22,-1.0,LED Bulbs
681,2020-05-23,-1.0,LED Bulbs
682,2020-05-24,-1.0,LED Bulbs
683,2020-05-25,29947.0,LED Bulbs
684,2020-05-26,29947.0,LED Bulbs
685,2020-05-27,29947.0,LED Bulbs
686,2020-05-28,23666.0,LED Bulbs
687,2020-05-29,23666.0,LED Bulbs
688,2020-05-30,23028.0,LED Bulbs
689,2020-05-31,23028.0,LED Bulbs
690,2020-06-01,29472.0,LED Bulbs
691,2020-06-02,33355.0,LED Bulbs
692,2020-06-03,33355.0,LED Bulbs
693,2020-06-04,33355.0,LED Bulbs
694,2020-06-05,33355.0,LED Bulbs
695,2020-06-06,33355.0,LED Bulbs
696,2020-06-07,33355.0,LED Bulbs
697,2020-06-08,33355.0,LED Bulbs
698,2020-06-09,31918.0,LED Bulbs
699,2020-06-10,24407.0,LED Bulbs
700,2020-06-11,24407.0,LED Bulbs
701,2020-06-12,24407.0,LED Bulbs
702,2020-06-13,24407.0,LED Bulbs
703,2020-06-14,24407.0,LED Bulbs
704,2020-06-15,26147.0,LED Bulbs
705,2020-06-16,26147.0,LED Bulbs
706,2020-06-17,30394.0,LED Bulbs
707,2020-06-18,27590.0,LED Bulbs
708,2020-06-19,27590.0,LED Bulbs
709,2020-06-20,27590.0,LED Bulbs
710,2020-06-21,25464.0,LED Bulbs
711,2020-06-22,25464.0,LED Bulbs
712,2020-06-23,30112.0,LED Bulbs
713,2020-06-24,30112.0,LED Bulbs
714,2020-06-25,30112.0,LED Bulbs
715,2020-06-26,30112.0,LED Bulbs
716,2020-06-27,30112.0,LED Bulbs
717,2020-06-28,30112.0,LED Bulbs
718,2020-06-29,30112.0,LED Bulbs
719,2020-06-30,30112.0,LED Bulbs
720,2020-07-01,27666.0,LED Bulbs
721,2020-07-02,25014.0,LED Bulbs
722,2020-07-03,25014.0,LED Bulbs
723,2020-07-04,25014.0,LED Bulbs
724,2020-07-05,25014.0,LED Bulbs
725,2020-07-06,25014.0,LED Bulbs
726,2020-07-07,28155.0,LED Bulbs
727,2020-07-08,28155.0,LED Bulbs
728,2020-07-09,28155.0,LED Bulbs
729,2020-07-10,24975.0,LED Bulbs
730,2020-07-11,24975.0,LED Bulbs
731,2020-07-12,24975.0,LED Bulbs
732,2020-07-13,24975.0,LED Bulbs
733,2020-07-14,24171.0,LED Bulbs
734,2020-07-15,26586.0,LED Bulbs
735,2020-07-16,29374.0,LED Bulbs
736,2020-07-17,29374.0,LED Bulbs
737,2020-07-18,29374.0,LED Bulbs
738,2020-07-19,29374.0,LED Bulbs
739,2020-07-20,29374.0,LED Bulbs
740,2020-07-21,26660.0,LED Bulbs
741,2020-07-22,26660.0,LED Bulbs
742,2020-07-23,26660.0,LED Bulbs
743,2020-07-24,26660.0,LED Bulbs
744,2020-07-25,26660.0,LED Bulbs
745,2020-07-26,26660.0,LED Bulbs
746,2020-07-27,22948.0,LED Bulbs
747,2020-07-28,22948.0,LED Bulbs
748,2020-07-29,22948.0,LED Bulbs
749,2020-07-30,22948.0,LED Bulbs
750,2020-07-31,22948.0,LED Bulbs
751,2020-08-01,22948.0,LED Bulbs
752,2020-08-02,22948.0,LED Bulbs
753,2020-08-03,22948.0,LED Bulbs
754,2020-08-04,22948.0,LED Bulbs
755,2020-08-05,38127.0,LED Bulbs
756,2020-08-06,25408.0,LED Bulbs
757,2020-08-07,25408.0,LED Bulbs
758,2020-08-08,25408.0,LED Bulbs
759,2020-08-09,25408.0,LED Bulbs
760,2020-08-10,25225.0,LED Bulbs
761,2020-08-11,30869.0,LED Bulbs
762,2020-08-12,30869.0,LED Bulbs
763,2020-08-13,30869.0,LED Bulbs
764,2020-08-14,30869.0,LED Bulbs
765,2020-08-15,25774.0,LED Bulbs
766,2020-08-16,25774.0,LED Bulbs
767,2020-08-17,25774.0,LED Bulbs
768,2020-08-18,24245.0,LED Bulbs
769,2020-08-19,24245.0,LED Bulbs
770,2020-08-20,24245.0,LED Bulbs
771,2020-08-21,20620.0,LED Bulbs
772,2020-08-22,20620.0,LED Bulbs
773,2020-08-23,20620.0,LED Bulbs
774,2020-08-24,20620.0,LED Bulbs
775,2020-08-25,20620.0,LED Bulbs
776,2020-08-26,20620.0,LED Bulbs
777,2020-08-27,35289.0,LED Bulbs
778,2020-08-28,35289.0,LED Bulbs
779,2020-08-29,35289.0,LED Bulbs
780,2020-08-30,35289.0,LED Bulbs
781,2020-08-31,35289.0,LED Bulbs
782,2020-09-01,35289.0,LED Bulbs
783,2020-09-02,24585.0,LED Bulbs
784,2020-09-03,24585.0,LED Bulbs
785,2020-09-04,26925.0,LED Bulbs
786,2020-09-05,26925.0,LED Bulbs
787,2020-09-06,26925.0,LED Bulbs
788,2020-09-07,20612.0,LED Bulbs
789,2020-09-08,24797.0,LED Bulbs
790,2020-09-09,21102.0,LED Bulbs
791,2020-09-10,21102.0,LED Bulbs
792,2020-09-11,21102.0,LED Bulbs
793,2020-09-12,20591.0,LED Bulbs
794,2020-09-13,20591.0,LED Bulbs
795,2020-09-14,19225.0,LED Bulbs
796,2020-09-15,19225.0,LED Bulbs
797,2020-09-16,19225.0,LED Bulbs
798,2020-09-17,19225.0,LED Bulbs
799,2020-09-18,21464.0,LED Bulbs
800,2020-09-19,24666.0,LED Bulbs
801,2020-09-20,24666.0,LED Bulbs
802,2020-09-21,24666.0,LED Bulbs
803,2020-09-22,20242.0,LED Bulbs
804,2020-09-23,21098.0,LED Bulbs
805,2020-09-24,12526.0,LED Bulbs
806,2020-09-25,20662.0,LED Bulbs
807,2020-09-26,20662.0,LED Bulbs
808,2020-09-27,20662.0,LED Bulbs
809,2020-09-28,22499.0,LED Bulbs
810,2020-09-29,22499.0,LED Bulbs
811,2020-09-30,22499.0,LED Bulbs
812,2020-10-01,28226.0,LED Bulbs
813,2020-10-02,28226.0,LED Bulbs
814,2020-10-03,28226.0,LED Bulbs
815,2020-10-04,28226.0,LED Bulbs
816,2020-10-05,20900.0,LED Bulbs
817,2020-10-06,20900.0,LED Bulbs
818,2020-10-07,20900.0,LED Bulbs
819,2020-10-08,20900.0,LED Bulbs
820,2020-10-09,20900.0,LED Bulbs
821,2020-10-10,20900.0,LED Bulbs
822,2020-10-11,24586.0,LED Bulbs
823,2020-10-12,24586.0,LED Bulbs
824,2020-10-13,29966.0,LED Bulbs
825,2020-10-14,29966.0,LED Bulbs
826,2020-10-15,23615.0,LED Bulbs
827,2020-10-16,23615.0,LED Bulbs
828,2020-10-17,23615.0,LED Bulbs
829,2020-10-18,23615.0,LED Bulbs
830,2020-10-19,13516.0,LED Bulbs
831,2020-10-20,13516.0,LED Bulbs
832,2020-10-21,13516.0,LED Bulbs
833,2020-10-22,14003.0,LED Bulbs
834,2020-10-23,14003.0,LED Bulbs
835,2020-10-24,14003.0,LED Bulbs
836,2020-10-25,17305.0,LED Bulbs
837,2020-10-26,13239.0,LED Bulbs
838,2020-10-27,13239.0,LED Bulbs
839,2020-10-28,13239.0,LED Bulbs
840,2020-10-29,15506.0,LED Bulbs
841,2020-10-30,16287.0,LED Bulbs
842,2020-10-31,16287.0,LED Bulbs
843,2020-11-01,16287.0,LED Bulbs
844,2020-11-02,16287.0,LED Bulbs
845,2020-11-03,12016.0,LED Bulbs
846,2020-11-04,12016.0,LED Bulbs
847,2020-11-05,12016.0,LED Bulbs
848,2020-11-06,24497.0,LED Bulbs
849,2020-11-07,20671.0,LED Bulbs
850,2020-11-08,20671.0,LED Bulbs
851,2020-11-09,17651.0,LED Bulbs
852,2020-11-10,17651.0,LED Bulbs
853,2020-11-11,17651.0,LED Bulbs
854,2020-11-12,17651.0,LED Bulbs
855,2020-11-13,21300.0,LED Bulbs
856,2020-11-14,21300.0,LED Bulbs
857,2020-11-15,21300.0,LED Bulbs
858,2020-11-16,21300.0,LED Bulbs
859,2020-11-17,19996.0,LED Bulbs
860,2020-11-18,19996.0,LED Bulbs
861,2020-11-19,19996.0,LED Bulbs
862,2020-11-20,21655.0,LED Bulbs
863,2020-11-21,24954.0,LED Bulbs
864,2020-11-22,24954.0,LED Bulbs
865,2020-11-23,24954.0,LED Bulbs
866,2020-11-24,24954.0,LED Bulbs
867,2020-11-25,24954.0,LED Bulbs
868,2020-11-26,24954.0,LED Bulbs
869,2020-11-27,24954.0,LED Bulbs
870,2020-11-28,24954.0,LED Bulbs
871,2020-11-29,24954.0,LED Bulbs
872,2020-11-30,10825.0,LED Bulbs
873,2020-12-01,10825.0,LED Bulbs
874,2020-12-02,10825.0,LED Bulbs
875,2020-12-03,10825.0,LED Bulbs
876,2020-12-04,10825.0,LED Bulbs
877,2020-12-05,15485.0,LED Bulbs
878,2020-12-06,15485.0,LED Bulbs
879,2020-12-07,15485.0,LED Bulbs
880,2020-12-08,15485.0,LED Bulbs
881,2020-12-09,21753.0,LED Bulbs
882,2020-12-10,21753.0,LED Bulbs
883,2020-12-11,21753.0,LED Bulbs
884,2020-12-12,21753.0,LED Bulbs
885,2020-12-13,21753.0,LED Bulbs
886,2020-12-14,21753.0,LED Bulbs
887,2020-12-15,16653.0,LED Bulbs
888,2020-12-16,16653.0,LED Bulbs
889,2020-12-17,25446.0,LED Bulbs
890,2020-12-18,25446.0,LED Bulbs
891,2020-12-19,25446.0,LED Bulbs
892,2020-12-20,25446.0,LED Bulbs
893,2020-12-21,22143.0,LED Bulbs
894,2020-12-22,22143.0,LED Bulbs
895,2020-12-23,22143.0,LED Bulbs
896,2020-12-24,22143.0,LED Bulbs
897,2020-12-25,22143.0,LED Bulbs
898,2020-12-26,22143.0,LED Bulbs
899,2020-12-27,22143.0,LED Bulbs
900,2020-12-28,20026.0,LED Bulbs
901,2020-12-29,20026.0,LED Bulbs
902,2020-12-30,20026.0,LED Bulbs
903,2020-12-31,20026.0,LED Bulbs
904,2021-01-01,21806.0,LED Bulbs
905,2021-01-02,21806.0,LED Bulbs
906,2021-01-03,21806.0,LED Bulbs
907,2021-01-04,21806.0,LED Bulbs
908,2021-01-05,21806.0,LED Bulbs
909,2021-01-06,24645.0,LED Bulbs
910,2021-01-07,24645.0,LED Bulbs
911,2021-01-08,24645.0,LED Bulbs
912,2021-01-09,24645.0,LED Bulbs
913,2021-01-10,24645.0,LED Bulbs
914,2021-01-11,14970.0,LED Bulbs
915,2021-01-12,14970.0,LED Bulbs
916,2021-01-13,14970.0,LED Bulbs
917,2021-01-14,14970.0,LED Bulbs
918,2021-01-15,11912.0,LED Bulbs
919,2021-01-16,11912.0,LED Bulbs
920,2021-01-17,11912.0,LED Bulbs
921,2021-01-18,12358.0,LED Bulbs
922,2021-01-19,12751.0,LED Bulbs
923,2021-01-20,14765.0,LED Bulbs
924,2021-01-21,14986.0,LED Bulbs
925,2021-01-22,14986.0,LED Bulbs
926,2021-01-23,14150.0,LED Bulbs
927,2021-01-24,14150.0,LED Bulbs
928,2021-01-25,13438.0,LED Bulbs
929,2021-01-26,13438.0,LED Bulbs
930,2021-01-27,13101.0,LED Bulbs
931,2021-01-28,13101.0,LED Bulbs
932,2021-01-29,12612.0,LED Bulbs
933,2021-01-30,12612.0,LED Bulbs
934,2021-01-31,12612.0,LED Bulbs
935,2021-02-01,12612.0,LED Bulbs
936,2021-02-02,15089.0,LED Bulbs
937,2021-02-03,14457.0,LED Bulbs
938,2021-02-04,14457.0,LED Bulbs
939,2021-02-05,17186.0,LED Bulbs
940,2021-02-06,17186.0,LED Bulbs
941,2021-02-07,14216.0,LED Bulbs
942,2021-02-08,14216.0,LED Bulbs
943,2021-02-09,14216.0,LED Bulbs
944,2021-02-10,14216.0,LED Bulbs
945,2021-02-11,14216.0,LED Bulbs
946,2021-02-12,14216.0,LED Bulbs
947,2021-02-13,14216.0,LED Bulbs
948,2021-02-14,11830.0,LED Bulbs
949,2021-02-15,11830.0,LED Bulbs
950,2021-02-16,11830.0,LED Bulbs
951,2021-02-17,18009.0,LED Bulbs
952,2021-02-18,12797.0,LED Bulbs
953,2021-02-19,12797.0,LED Bulbs
954,2021-02-20,13394.0,LED Bulbs
955,2021-02-21,13394.0,LED Bulbs
956,2021-02-22,13579.0,LED Bulbs
957,2021-02-23,13579.0,LED Bulbs
958,2021-02-24,16948.0,LED Bulbs
959,2021-02-25,16948.0,LED Bulbs
960,2021-02-26,16948.0,LED Bulbs
961,2021-02-27,19982.0,LED Bulbs
962,2021-02-28,19982.0,LED Bulbs
963,2021-03-01,17966.0,LED Bulbs
964,2021-03-02,17966.0,LED Bulbs
965,2021-03-03,17966.0,LED Bulbs
966,2021-03-04,17966.0,LED Bulbs
967,2021-03-05,17966.0,LED Bulbs
968,2021-03-06,17966.0,LED Bulbs
969,2021-03-07,19660.0,LED Bulbs
970,2021-03-08,19660.0,LED Bulbs
971,2021-03-09,16656.0,LED Bulbs
972,2021-03-10,19163.0,LED Bulbs
973,2021-03-11,19163.0,LED Bulbs
974,2021-03-12,20420.0,LED Bulbs
975,2021-03-13,20420.0,LED Bulbs
976,2021-03-14,20420.0,LED Bulbs
977,2021-03-15,20420.0,LED Bulbs
978,2021-03-16,20894.0,LED Bulbs
979,2021-03-17,20894.0,LED Bulbs
980,2021-03-18,20894.0,LED Bulbs
981,2021-03-19,20894.0,LED Bulbs
982,2021-03-20,20894.0,LED Bulbs
983,2021-03-21,23835.0,LED Bulbs
984,2021-03-22,23835.0,LED Bulbs
985,2021-03-23,23835.0,LED Bulbs
986,2021-03-24,23835.0,LED Bulbs
987,2021-03-25,23835.0,LED Bulbs
988,2021-03-26,19727.0,LED Bulbs
989,2021-03-27,16820.0,LED Bulbs
990,2021-03-28,16820.0,LED Bulbs
991,2021-03-29,16820.0,LED Bulbs
992,2021-03-30,18043.0,LED Bulbs
993,2021-03-31,18043.0,LED Bulbs
994,2021-04-01,18043.0,LED Bulbs
995,2021-04-02,18043.0,LED Bulbs
996,2021-04-03,18043.0,LED Bulbs
997,2021-04-04,18043.0,LED Bulbs
998,2021-04-05,18043.0,LED Bulbs
999,2021-04-06,18043.0,LED Bulbs
1000,2021-04-07,18043.0,LED Bulbs
1001,2021-04-08,24885.0,LED Bulbs
1002,2021-04-09,24885.0,LED Bulbs
1003,2021-04-10,24885.0,LED Bulbs
1004,2021-04-11,24776.0,LED Bulbs
1005,2021-04-12,20742.0,LED Bulbs
1006,2021-04-13,16115.0,LED Bulbs
1007,2021-04-14,16115.0,LED Bulbs
1008,2021-04-15,16115.0,LED Bulbs
1009,2021-04-16,16115.0,LED Bulbs
1010,2021-04-17,16115.0,LED Bulbs
1011,2021-04-18,18416.0,LED Bulbs
1012,2021-04-19,18416.0,LED Bulbs
1013,2021-04-20,21901.0,LED Bulbs
1014,2021-04-21,21901.0,LED Bulbs
1015,2021-04-22,21901.0,LED Bulbs
1016,2021-04-23,21901.0,LED Bulbs
1017,2021-04-24,21901.0,LED Bulbs
1018,2021-04-25,21901.0,LED Bulbs
1019,2021-04-26,15191.0,LED Bulbs
1020,2021-04-27,15191.0,LED Bulbs
1021,2021-04-28,15191.0,LED Bulbs
1022,2021-04-29,15191.0,LED Bulbs
1023,2021-04-30,15191.0,LED Bulbs
1024,2021-05-01,17848.0,LED Bulbs
1025,2021-05-02,17848.0,LED Bulbs
1026,2021-05-03,17848.0,LED Bulbs
1027,2021-05-04,17848.0,LED Bulbs
1028,2021-05-05,17848.0,LED Bulbs
1029,2021-05-06,17848.0,LED Bulbs
1030,2021-05-07,17848.0,LED Bulbs
1031,2021-05-08,17848.0,LED Bulbs
1032,2021-05-09,17848.0,LED Bulbs
1033,2021-05-10,17638.0,LED Bulbs
1034,2021-05-11,17638.0,LED Bulbs
1035,2021-05-12,16998.0,LED Bulbs
1036,2021-05-13,16998.0,LED Bulbs
1037,2021-05-14,16998.0,LED Bulbs
1038,2021-05-15,16998.0,LED Bulbs
1039,2021-05-16,17541.0,LED Bulbs
1040,2021-05-17,13048.0,LED Bulbs
1041,2021-05-18,16914.0,LED Bulbs
1042,2021-05-19,16914.0,LED Bulbs
1043,2021-05-20,20129.0,LED Bulbs
1044,2021-05-21,20129.0,LED Bulbs
1045,2021-05-22,27763.0,LED Bulbs
1046,2021-05-23,27763.0,LED Bulbs
1047,2021-05-24,31505.0,LED Bulbs
1048,2021-05-25,31505.0,LED Bulbs
1049,2021-05-26,31505.0,LED Bulbs
1050,2021-05-27,31505.0,LED Bulbs
1051,2021-05-28,31505.0,LED Bulbs
1052,2021-05-29,22525.0,LED Bulbs
1053,2021-05-30,22525.0,LED Bulbs
1054,2021-05-31,25613.0,LED Bulbs
1055,2021-06-01,25613.0,LED Bulbs
1056,2021-06-02,25613.0,LED Bulbs
1057,2021-06-03,25613.0,LED Bulbs
1058,2021-06-04,24078.0,LED Bulbs
1059,2021-06-05,24078.0,LED Bulbs
1060,2021-06-06,24078.0,LED Bulbs
1061,2021-06-07,31443.0,LED Bulbs
1062,2021-06-08,31443.0,LED Bulbs
1063,2021-06-09,31443.0,LED Bulbs
1064,2021-06-10,23634.0,LED Bulbs
1065,2021-06-11,23634.0,LED Bulbs
1066,2021-06-12,23634.0,LED Bulbs
1067,2021-06-13,24034.0,LED Bulbs
1068,2021-06-14,24034.0,LED Bulbs
1069,2021-06-15,24034.0,LED Bulbs
1070,2021-06-16,24034.0,LED Bulbs
1071,2021-06-17,24034.0,LED Bulbs
1072,2021-06-18,28194.0,LED Bulbs
1073,2021-06-19,28194.0,LED Bulbs
1074,2021-06-20,37682.0,LED Bulbs
1075,2021-06-21,32635.0,LED Bulbs
1076,2021-06-22,32635.0,LED Bulbs
1077,2021-06-23,20165.0,LED Bulbs
1078,2021-06-24,20165.0,LED Bulbs
1079,2021-06-25,20165.0,LED Bulbs
1080,2021-06-26,20165.0,LED Bulbs
1081,2021-06-27,18723.0,LED Bulbs
1082,2021-06-28,18723.0,LED Bulbs
1083,2021-06-29,18723.0,LED Bulbs
1084,2021-06-30,17478.0,LED Bulbs
1085,2021-07-01,18881.0,LED Bulbs
1086,2021-07-02,18881.0,LED Bulbs
1087,2021-07-03,18881.0,LED Bulbs
1088,2021-07-04,17259.0,LED Bulbs
1089,2021-07-05,18248.0,LED Bulbs
1090,2021-07-06,19776.0,LED Bulbs
1091,2021-07-07,19776.0,LED Bulbs
1092,2021-07-08,19776.0,LED Bulbs
1093,2021-07-09,19848.0,LED Bulbs
1094,2021-07-10,19848.0,LED Bulbs
1095,2021-07-11,16457.0,LED Bulbs
