,date,value,name_B07NZWRYTX
517,2020-07-29,38524.0,Fertilizers & Plant Food
518,2020-07-30,38524.0,Fertilizers & Plant Food
519,2020-07-31,38524.0,Fertilizers & Plant Food
520,2020-08-01,38524.0,Fertilizers & Plant Food
521,2020-08-02,45237.0,Fertilizers & Plant Food
522,2020-08-03,45237.0,Fertilizers & Plant Food
523,2020-08-04,45237.0,Fertilizers & Plant Food
524,2020-08-05,40064.0,Fertilizers & Plant Food
525,2020-08-06,34305.0,Fertilizers & Plant Food
526,2020-08-07,34305.0,Fertilizers & Plant Food
527,2020-08-08,34305.0,Fertilizers & Plant Food
528,2020-08-09,34305.0,Fertilizers & Plant Food
529,2020-08-10,34305.0,Fertilizers & Plant Food
530,2020-08-11,34305.0,Fertilizers & Plant Food
531,2020-08-12,36009.0,Fertilizers & Plant Food
532,2020-08-13,36009.0,Fertilizers & Plant Food
533,2020-08-14,36009.0,Fertilizers & Plant Food
534,2020-08-15,42380.0,Fertilizers & Plant Food
535,2020-08-16,42380.0,Fertilizers & Plant Food
536,2020-08-17,42380.0,Fertilizers & Plant Food
537,2020-08-18,42380.0,Fertilizers & Plant Food
538,2020-08-19,42380.0,Fertilizers & Plant Food
539,2020-08-20,42380.0,Fertilizers & Plant Food
540,2020-08-21,42380.0,Fertilizers & Plant Food
541,2020-08-22,42380.0,Fertilizers & Plant Food
542,2020-08-23,42380.0,Fertilizers & Plant Food
543,2020-08-24,42380.0,Fertilizers & Plant Food
544,2020-08-25,42380.0,Fertilizers & Plant Food
545,2020-08-26,42380.0,Fertilizers & Plant Food
546,2020-08-27,32967.0,Fertilizers & Plant Food
547,2020-08-28,32967.0,Fertilizers & Plant Food
548,2020-08-29,33611.0,Fertilizers & Plant Food
549,2020-08-30,33611.0,Fertilizers & Plant Food
550,2020-08-31,33611.0,Fertilizers & Plant Food
551,2020-09-01,67843.0,Fertilizers & Plant Food
552,2020-09-02,67843.0,Fertilizers & Plant Food
553,2020-09-03,67843.0,Fertilizers & Plant Food
554,2020-09-04,67843.0,Fertilizers & Plant Food
555,2020-09-05,35929.0,Fertilizers & Plant Food
556,2020-09-06,52278.0,Fertilizers & Plant Food
557,2020-09-07,52278.0,Fertilizers & Plant Food
558,2020-09-08,52278.0,Fertilizers & Plant Food
559,2020-09-09,72536.0,Fertilizers & Plant Food
560,2020-09-10,72536.0,Fertilizers & Plant Food
561,2020-09-11,72536.0,Fertilizers & Plant Food
562,2020-09-12,72536.0,Fertilizers & Plant Food
563,2020-09-13,58370.0,Fertilizers & Plant Food
564,2020-09-14,58370.0,Fertilizers & Plant Food
565,2020-09-15,86278.0,Fertilizers & Plant Food
566,2020-09-16,76051.0,Fertilizers & Plant Food
567,2020-09-17,76051.0,Fertilizers & Plant Food
568,2020-09-18,76051.0,Fertilizers & Plant Food
569,2020-09-19,76051.0,Fertilizers & Plant Food
570,2020-09-20,45118.0,Fertilizers & Plant Food
571,2020-09-21,45118.0,Fertilizers & Plant Food
572,2020-09-22,57735.0,Fertilizers & Plant Food
573,2020-09-23,57735.0,Fertilizers & Plant Food
574,2020-09-24,104174.0,Fertilizers & Plant Food
575,2020-09-25,104174.0,Fertilizers & Plant Food
576,2020-09-26,104174.0,Fertilizers & Plant Food
577,2020-09-27,100549.0,Fertilizers & Plant Food
578,2020-09-28,100549.0,Fertilizers & Plant Food
579,2020-09-29,100549.0,Fertilizers & Plant Food
580,2020-09-30,69304.0,Fertilizers & Plant Food
581,2020-10-01,69304.0,Fertilizers & Plant Food
582,2020-10-02,69304.0,Fertilizers & Plant Food
583,2020-10-03,69304.0,Fertilizers & Plant Food
584,2020-10-04,33412.0,Fertilizers & Plant Food
585,2020-10-05,36648.0,Fertilizers & Plant Food
586,2020-10-06,36648.0,Fertilizers & Plant Food
587,2020-10-07,36648.0,Fertilizers & Plant Food
588,2020-10-08,36648.0,Fertilizers & Plant Food
589,2020-10-09,36648.0,Fertilizers & Plant Food
590,2020-10-10,36648.0,Fertilizers & Plant Food
591,2020-10-11,32309.0,Fertilizers & Plant Food
592,2020-10-12,32309.0,Fertilizers & Plant Food
593,2020-10-13,23281.0,Fertilizers & Plant Food
594,2020-10-14,23281.0,Fertilizers & Plant Food
595,2020-10-15,23281.0,Fertilizers & Plant Food
596,2020-10-16,15327.0,Fertilizers & Plant Food
597,2020-10-17,15327.0,Fertilizers & Plant Food
598,2020-10-18,15327.0,Fertilizers & Plant Food
599,2020-10-19,15327.0,Fertilizers & Plant Food
600,2020-10-20,28125.0,Fertilizers & Plant Food
601,2020-10-21,38171.0,Fertilizers & Plant Food
602,2020-10-22,38171.0,Fertilizers & Plant Food
603,2020-10-23,38171.0,Fertilizers & Plant Food
604,2020-10-24,38171.0,Fertilizers & Plant Food
605,2020-10-25,28334.0,Fertilizers & Plant Food
606,2020-10-26,28334.0,Fertilizers & Plant Food
607,2020-10-27,28334.0,Fertilizers & Plant Food
608,2020-10-28,32827.0,Fertilizers & Plant Food
609,2020-10-29,56212.0,Fertilizers & Plant Food
610,2020-10-30,56212.0,Fertilizers & Plant Food
611,2020-10-31,56212.0,Fertilizers & Plant Food
612,2020-11-01,33268.0,Fertilizers & Plant Food
613,2020-11-02,33268.0,Fertilizers & Plant Food
614,2020-11-03,33268.0,Fertilizers & Plant Food
615,2020-11-04,30628.0,Fertilizers & Plant Food
616,2020-11-05,30628.0,Fertilizers & Plant Food
617,2020-11-06,30628.0,Fertilizers & Plant Food
618,2020-11-07,42619.0,Fertilizers & Plant Food
619,2020-11-08,42619.0,Fertilizers & Plant Food
620,2020-11-09,42619.0,Fertilizers & Plant Food
621,2020-11-10,45775.0,Fertilizers & Plant Food
622,2020-11-11,45775.0,Fertilizers & Plant Food
623,2020-11-12,45775.0,Fertilizers & Plant Food
624,2020-11-13,30033.0,Fertilizers & Plant Food
625,2020-11-14,30033.0,Fertilizers & Plant Food
626,2020-11-15,52194.0,Fertilizers & Plant Food
627,2020-11-16,52194.0,Fertilizers & Plant Food
628,2020-11-17,52194.0,Fertilizers & Plant Food
629,2020-11-18,53825.0,Fertilizers & Plant Food
630,2020-11-19,53825.0,Fertilizers & Plant Food
631,2020-11-20,53825.0,Fertilizers & Plant Food
632,2020-11-21,53825.0,Fertilizers & Plant Food
633,2020-11-22,53825.0,Fertilizers & Plant Food
634,2020-11-23,41349.0,Fertilizers & Plant Food
635,2020-11-24,41349.0,Fertilizers & Plant Food
636,2020-11-25,41349.0,Fertilizers & Plant Food
637,2020-11-26,41349.0,Fertilizers & Plant Food
638,2020-11-27,35791.0,Fertilizers & Plant Food
639,2020-11-28,35791.0,Fertilizers & Plant Food
640,2020-11-29,35791.0,Fertilizers & Plant Food
641,2020-11-30,25442.0,Fertilizers & Plant Food
642,2020-12-01,25442.0,Fertilizers & Plant Food
643,2020-12-02,25442.0,Fertilizers & Plant Food
644,2020-12-03,25442.0,Fertilizers & Plant Food
645,2020-12-04,25442.0,Fertilizers & Plant Food
646,2020-12-05,48614.0,Fertilizers & Plant Food
647,2020-12-06,48614.0,Fertilizers & Plant Food
648,2020-12-07,48614.0,Fertilizers & Plant Food
649,2020-12-08,48614.0,Fertilizers & Plant Food
650,2020-12-09,48614.0,Fertilizers & Plant Food
651,2020-12-10,48614.0,Fertilizers & Plant Food
652,2020-12-11,48614.0,Fertilizers & Plant Food
653,2020-12-12,85419.0,Fertilizers & Plant Food
654,2020-12-13,85419.0,Fertilizers & Plant Food
655,2020-12-14,85419.0,Fertilizers & Plant Food
656,2020-12-15,85419.0,Fertilizers & Plant Food
657,2020-12-16,85419.0,Fertilizers & Plant Food
658,2020-12-17,103026.0,Fertilizers & Plant Food
659,2020-12-18,103026.0,Fertilizers & Plant Food
660,2020-12-19,103026.0,Fertilizers & Plant Food
661,2020-12-20,48453.0,Fertilizers & Plant Food
662,2020-12-21,48453.0,Fertilizers & Plant Food
663,2020-12-22,35405.0,Fertilizers & Plant Food
664,2020-12-23,35405.0,Fertilizers & Plant Food
665,2020-12-24,35405.0,Fertilizers & Plant Food
666,2020-12-25,35405.0,Fertilizers & Plant Food
667,2020-12-26,38703.0,Fertilizers & Plant Food
668,2020-12-27,38703.0,Fertilizers & Plant Food
669,2020-12-28,38703.0,Fertilizers & Plant Food
670,2020-12-29,17762.0,Fertilizers & Plant Food
671,2020-12-30,17762.0,Fertilizers & Plant Food
672,2020-12-31,17762.0,Fertilizers & Plant Food
673,2021-01-01,17762.0,Fertilizers & Plant Food
674,2021-01-02,17762.0,Fertilizers & Plant Food
675,2021-01-03,17762.0,Fertilizers & Plant Food
676,2021-01-04,17762.0,Fertilizers & Plant Food
677,2021-01-05,33414.0,Fertilizers & Plant Food
678,2021-01-06,33414.0,Fertilizers & Plant Food
679,2021-01-07,33414.0,Fertilizers & Plant Food
680,2021-01-08,24834.0,Fertilizers & Plant Food
681,2021-01-09,24834.0,Fertilizers & Plant Food
682,2021-01-10,24834.0,Fertilizers & Plant Food
683,2021-01-11,24834.0,Fertilizers & Plant Food
684,2021-01-12,33766.0,Fertilizers & Plant Food
685,2021-01-13,33766.0,Fertilizers & Plant Food
686,2021-01-14,33766.0,Fertilizers & Plant Food
687,2021-01-15,16418.0,Fertilizers & Plant Food
688,2021-01-16,16418.0,Fertilizers & Plant Food
689,2021-01-17,16418.0,Fertilizers & Plant Food
690,2021-01-18,18330.0,Fertilizers & Plant Food
691,2021-01-19,18330.0,Fertilizers & Plant Food
692,2021-01-20,18330.0,Fertilizers & Plant Food
693,2021-01-21,18330.0,Fertilizers & Plant Food
694,2021-01-22,18330.0,Fertilizers & Plant Food
695,2021-01-23,18330.0,Fertilizers & Plant Food
696,2021-01-24,18330.0,Fertilizers & Plant Food
697,2021-01-25,11366.0,Fertilizers & Plant Food
698,2021-01-26,11366.0,Fertilizers & Plant Food
699,2021-01-27,9640.0,Fertilizers & Plant Food
700,2021-01-28,8187.0,Fertilizers & Plant Food
701,2021-01-29,8187.0,Fertilizers & Plant Food
702,2021-01-30,15759.0,Fertilizers & Plant Food
703,2021-01-31,15759.0,Fertilizers & Plant Food
704,2021-02-01,15759.0,Fertilizers & Plant Food
705,2021-02-02,13030.0,Fertilizers & Plant Food
706,2021-02-03,13030.0,Fertilizers & Plant Food
707,2021-02-04,19112.0,Fertilizers & Plant Food
708,2021-02-05,19112.0,Fertilizers & Plant Food
709,2021-02-06,19112.0,Fertilizers & Plant Food
710,2021-02-07,19112.0,Fertilizers & Plant Food
711,2021-02-08,13485.0,Fertilizers & Plant Food
712,2021-02-09,13485.0,Fertilizers & Plant Food
713,2021-02-10,13485.0,Fertilizers & Plant Food
714,2021-02-11,13485.0,Fertilizers & Plant Food
715,2021-02-12,13485.0,Fertilizers & Plant Food
716,2021-02-13,15043.0,Fertilizers & Plant Food
717,2021-02-14,15043.0,Fertilizers & Plant Food
718,2021-02-15,15043.0,Fertilizers & Plant Food
719,2021-02-16,21645.0,Fertilizers & Plant Food
720,2021-02-17,21645.0,Fertilizers & Plant Food
721,2021-02-18,21645.0,Fertilizers & Plant Food
722,2021-02-19,13117.0,Fertilizers & Plant Food
723,2021-02-20,13288.0,Fertilizers & Plant Food
724,2021-02-21,13288.0,Fertilizers & Plant Food
725,2021-02-22,11828.0,Fertilizers & Plant Food
726,2021-02-23,11828.0,Fertilizers & Plant Food
727,2021-02-24,11828.0,Fertilizers & Plant Food
728,2021-02-25,25502.0,Fertilizers & Plant Food
729,2021-02-26,25502.0,Fertilizers & Plant Food
730,2021-02-27,25502.0,Fertilizers & Plant Food
731,2021-02-28,25502.0,Fertilizers & Plant Food
732,2021-03-01,17828.0,Fertilizers & Plant Food
733,2021-03-02,17828.0,Fertilizers & Plant Food
734,2021-03-03,17828.0,Fertilizers & Plant Food
735,2021-03-04,9930.0,Fertilizers & Plant Food
736,2021-03-05,9930.0,Fertilizers & Plant Food
737,2021-03-06,9930.0,Fertilizers & Plant Food
738,2021-03-07,9930.0,Fertilizers & Plant Food
739,2021-03-08,10753.0,Fertilizers & Plant Food
740,2021-03-09,10753.0,Fertilizers & Plant Food
741,2021-03-10,10753.0,Fertilizers & Plant Food
742,2021-03-11,11036.0,Fertilizers & Plant Food
743,2021-03-12,11036.0,Fertilizers & Plant Food
744,2021-03-13,11036.0,Fertilizers & Plant Food
745,2021-03-14,11036.0,Fertilizers & Plant Food
746,2021-03-15,20360.0,Fertilizers & Plant Food
747,2021-03-16,20360.0,Fertilizers & Plant Food
748,2021-03-17,20360.0,Fertilizers & Plant Food
749,2021-03-18,20360.0,Fertilizers & Plant Food
750,2021-03-19,9580.0,Fertilizers & Plant Food
751,2021-03-20,13261.0,Fertilizers & Plant Food
752,2021-03-21,13261.0,Fertilizers & Plant Food
753,2021-03-22,13261.0,Fertilizers & Plant Food
754,2021-03-23,17193.0,Fertilizers & Plant Food
755,2021-03-24,18859.0,Fertilizers & Plant Food
756,2021-03-25,15408.0,Fertilizers & Plant Food
757,2021-03-26,15408.0,Fertilizers & Plant Food
758,2021-03-27,19566.0,Fertilizers & Plant Food
759,2021-03-28,19566.0,Fertilizers & Plant Food
760,2021-03-29,19566.0,Fertilizers & Plant Food
761,2021-03-30,19566.0,Fertilizers & Plant Food
762,2021-03-31,18653.0,Fertilizers & Plant Food
763,2021-04-01,18918.0,Fertilizers & Plant Food
764,2021-04-02,18918.0,Fertilizers & Plant Food
765,2021-04-03,14782.0,Fertilizers & Plant Food
766,2021-04-04,14782.0,Fertilizers & Plant Food
767,2021-04-05,14782.0,Fertilizers & Plant Food
768,2021-04-06,17373.0,Fertilizers & Plant Food
769,2021-04-07,17373.0,Fertilizers & Plant Food
770,2021-04-08,17373.0,Fertilizers & Plant Food
771,2021-04-09,15681.0,Fertilizers & Plant Food
772,2021-04-10,15681.0,Fertilizers & Plant Food
773,2021-04-11,15681.0,Fertilizers & Plant Food
774,2021-04-12,17082.0,Fertilizers & Plant Food
775,2021-04-13,18977.0,Fertilizers & Plant Food
776,2021-04-14,18977.0,Fertilizers & Plant Food
777,2021-04-15,18977.0,Fertilizers & Plant Food
778,2021-04-16,14841.0,Fertilizers & Plant Food
779,2021-04-17,14841.0,Fertilizers & Plant Food
780,2021-04-18,15528.0,Fertilizers & Plant Food
781,2021-04-19,15528.0,Fertilizers & Plant Food
782,2021-04-20,10929.0,Fertilizers & Plant Food
783,2021-04-21,10929.0,Fertilizers & Plant Food
784,2021-04-22,8785.0,Fertilizers & Plant Food
785,2021-04-23,8785.0,Fertilizers & Plant Food
786,2021-04-24,8785.0,Fertilizers & Plant Food
787,2021-04-25,8785.0,Fertilizers & Plant Food
788,2021-04-26,13414.0,Fertilizers & Plant Food
789,2021-04-27,13414.0,Fertilizers & Plant Food
790,2021-04-28,9004.0,Fertilizers & Plant Food
791,2021-04-29,9900.0,Fertilizers & Plant Food
792,2021-04-30,9900.0,Fertilizers & Plant Food
793,2021-05-01,9900.0,Fertilizers & Plant Food
794,2021-05-02,12129.0,Fertilizers & Plant Food
795,2021-05-03,12129.0,Fertilizers & Plant Food
796,2021-05-04,8681.0,Fertilizers & Plant Food
797,2021-05-05,8681.0,Fertilizers & Plant Food
798,2021-05-06,8681.0,Fertilizers & Plant Food
799,2021-05-07,8681.0,Fertilizers & Plant Food
800,2021-05-08,9334.0,Fertilizers & Plant Food
801,2021-05-09,9334.0,Fertilizers & Plant Food
802,2021-05-10,10191.0,Fertilizers & Plant Food
803,2021-05-11,10191.0,Fertilizers & Plant Food
804,2021-05-12,10191.0,Fertilizers & Plant Food
805,2021-05-13,7390.0,Fertilizers & Plant Food
806,2021-05-14,7537.0,Fertilizers & Plant Food
807,2021-05-15,7537.0,Fertilizers & Plant Food
808,2021-05-16,7537.0,Fertilizers & Plant Food
809,2021-05-17,7717.0,Fertilizers & Plant Food
810,2021-05-18,7717.0,Fertilizers & Plant Food
811,2021-05-19,10564.0,Fertilizers & Plant Food
812,2021-05-20,11006.0,Fertilizers & Plant Food
813,2021-05-21,11006.0,Fertilizers & Plant Food
814,2021-05-22,11006.0,Fertilizers & Plant Food
815,2021-05-23,8245.0,Fertilizers & Plant Food
816,2021-05-24,11548.0,Fertilizers & Plant Food
817,2021-05-25,11548.0,Fertilizers & Plant Food
818,2021-05-26,11548.0,Fertilizers & Plant Food
819,2021-05-27,9737.0,Fertilizers & Plant Food
820,2021-05-28,10325.0,Fertilizers & Plant Food
821,2021-05-29,10325.0,Fertilizers & Plant Food
822,2021-05-30,6775.0,Fertilizers & Plant Food
823,2021-05-31,6775.0,Fertilizers & Plant Food
824,2021-06-01,7852.0,Fertilizers & Plant Food
825,2021-06-02,7852.0,Fertilizers & Plant Food
826,2021-06-03,7852.0,Fertilizers & Plant Food
827,2021-06-04,7852.0,Fertilizers & Plant Food
828,2021-06-05,7294.0,Fertilizers & Plant Food
829,2021-06-06,7294.0,Fertilizers & Plant Food
830,2021-06-07,7494.0,Fertilizers & Plant Food
831,2021-06-08,7739.0,Fertilizers & Plant Food
832,2021-06-09,7739.0,Fertilizers & Plant Food
833,2021-06-10,8999.0,Fertilizers & Plant Food
834,2021-06-11,8999.0,Fertilizers & Plant Food
835,2021-06-12,8999.0,Fertilizers & Plant Food
836,2021-06-13,6362.0,Fertilizers & Plant Food
837,2021-06-14,8100.0,Fertilizers & Plant Food
838,2021-06-15,8100.0,Fertilizers & Plant Food
839,2021-06-16,8100.0,Fertilizers & Plant Food
840,2021-06-17,8494.0,Fertilizers & Plant Food
841,2021-06-18,8494.0,Fertilizers & Plant Food
842,2021-06-19,7830.0,Fertilizers & Plant Food
843,2021-06-20,6583.0,Fertilizers & Plant Food
844,2021-06-21,7205.0,Fertilizers & Plant Food
845,2021-06-22,4169.0,Fertilizers & Plant Food
846,2021-06-23,4169.0,Fertilizers & Plant Food
847,2021-06-24,4169.0,Fertilizers & Plant Food
848,2021-06-25,4338.0,Fertilizers & Plant Food
849,2021-06-26,4338.0,Fertilizers & Plant Food
850,2021-06-27,4338.0,Fertilizers & Plant Food
851,2021-06-28,7494.0,Fertilizers & Plant Food
852,2021-06-29,8098.0,Fertilizers & Plant Food
853,2021-06-30,8098.0,Fertilizers & Plant Food
854,2021-07-01,8098.0,Fertilizers & Plant Food
855,2021-07-02,8096.0,Fertilizers & Plant Food
856,2021-07-03,8096.0,Fertilizers & Plant Food
857,2021-07-04,7820.0,Fertilizers & Plant Food
858,2021-07-05,7820.0,Fertilizers & Plant Food
859,2021-07-06,7256.0,Fertilizers & Plant Food
860,2021-07-07,7256.0,Fertilizers & Plant Food
861,2021-07-08,7438.0,Fertilizers & Plant Food
862,2021-07-09,7438.0,Fertilizers & Plant Food
863,2021-07-10,6292.0,Fertilizers & Plant Food
