,date,value,name_B00WX4GAR8
607,2020-03-08,15930.0,Soil Test Kits
608,2020-03-09,15930.0,Soil Test Kits
609,2020-03-10,15930.0,Soil Test Kits
610,2020-03-11,15930.0,Soil Test Kits
611,2020-03-12,15930.0,Soil Test Kits
612,2020-03-13,15930.0,Soil Test Kits
613,2020-03-14,15930.0,Soil Test Kits
614,2020-03-15,15930.0,Soil Test Kits
615,2020-03-16,7828.0,Soil Test Kits
616,2020-03-17,9373.0,Soil Test Kits
617,2020-03-18,9373.0,Soil Test Kits
618,2020-03-19,7490.0,Soil Test Kits
619,2020-03-20,7490.0,Soil Test Kits
620,2020-03-21,7490.0,Soil Test Kits
621,2020-03-22,7490.0,Soil Test Kits
622,2020-03-23,7490.0,Soil Test Kits
623,2020-03-24,7490.0,Soil Test Kits
624,2020-03-25,4279.0,Soil Test Kits
625,2020-03-26,4279.0,Soil Test Kits
626,2020-03-27,4279.0,Soil Test Kits
627,2020-03-28,5698.0,Soil Test Kits
628,2020-03-29,5698.0,Soil Test Kits
629,2020-03-30,4117.0,Soil Test Kits
630,2020-03-31,3360.0,Soil Test Kits
631,2020-04-01,3952.0,Soil Test Kits
632,2020-04-02,3626.0,Soil Test Kits
633,2020-04-03,3626.0,Soil Test Kits
634,2020-04-04,3626.0,Soil Test Kits
635,2020-04-05,3235.0,Soil Test Kits
636,2020-04-06,3235.0,Soil Test Kits
637,2020-04-07,3235.0,Soil Test Kits
638,2020-04-08,3005.0,Soil Test Kits
639,2020-04-09,3005.0,Soil Test Kits
640,2020-04-10,3005.0,Soil Test Kits
641,2020-04-11,3005.0,Soil Test Kits
642,2020-04-12,2004.0,Soil Test Kits
643,2020-04-13,2579.0,Soil Test Kits
644,2020-04-14,2579.0,Soil Test Kits
645,2020-04-15,2579.0,Soil Test Kits
646,2020-04-16,1846.0,Soil Test Kits
647,2020-04-17,1846.0,Soil Test Kits
648,2020-04-18,1846.0,Soil Test Kits
649,2020-04-19,1846.0,Soil Test Kits
650,2020-04-20,1846.0,Soil Test Kits
651,2020-04-21,3115.0,Soil Test Kits
652,2020-04-22,3115.0,Soil Test Kits
653,2020-04-23,2329.0,Soil Test Kits
654,2020-04-24,2329.0,Soil Test Kits
655,2020-04-25,2329.0,Soil Test Kits
656,2020-04-26,3438.0,Soil Test Kits
657,2020-04-27,2887.0,Soil Test Kits
658,2020-04-28,2887.0,Soil Test Kits
659,2020-04-29,3679.0,Soil Test Kits
660,2020-04-30,2217.0,Soil Test Kits
661,2020-05-01,2217.0,Soil Test Kits
662,2020-05-02,2451.0,Soil Test Kits
663,2020-05-03,2451.0,Soil Test Kits
664,2020-05-04,2451.0,Soil Test Kits
665,2020-05-05,3061.0,Soil Test Kits
666,2020-05-06,3061.0,Soil Test Kits
667,2020-05-07,3061.0,Soil Test Kits
668,2020-05-08,2524.0,Soil Test Kits
669,2020-05-09,2963.0,Soil Test Kits
670,2020-05-10,2963.0,Soil Test Kits
671,2020-05-11,5867.0,Soil Test Kits
672,2020-05-12,5867.0,Soil Test Kits
673,2020-05-13,5867.0,Soil Test Kits
674,2020-05-14,6388.0,Soil Test Kits
675,2020-05-15,10558.0,Soil Test Kits
676,2020-05-16,10870.0,Soil Test Kits
677,2020-05-17,12089.0,Soil Test Kits
678,2020-05-18,16137.0,Soil Test Kits
679,2020-05-19,15849.0,Soil Test Kits
680,2020-05-20,18165.0,Soil Test Kits
681,2020-05-21,25212.0,Soil Test Kits
682,2020-05-22,18523.0,Soil Test Kits
683,2020-05-23,6211.0,Soil Test Kits
684,2020-05-24,4252.0,Soil Test Kits
685,2020-05-25,4252.0,Soil Test Kits
686,2020-05-26,3300.0,Soil Test Kits
687,2020-05-27,3010.0,Soil Test Kits
688,2020-05-28,3010.0,Soil Test Kits
689,2020-05-29,3010.0,Soil Test Kits
690,2020-05-30,1392.0,Soil Test Kits
691,2020-05-31,1159.0,Soil Test Kits
692,2020-06-01,1159.0,Soil Test Kits
693,2020-06-02,1159.0,Soil Test Kits
694,2020-06-03,1310.0,Soil Test Kits
695,2020-06-04,1386.0,Soil Test Kits
696,2020-06-05,1386.0,Soil Test Kits
697,2020-06-06,1955.0,Soil Test Kits
698,2020-06-07,2625.0,Soil Test Kits
699,2020-06-08,2625.0,Soil Test Kits
700,2020-06-09,2625.0,Soil Test Kits
701,2020-06-10,4266.0,Soil Test Kits
702,2020-06-11,4266.0,Soil Test Kits
703,2020-06-12,5071.0,Soil Test Kits
704,2020-06-13,5071.0,Soil Test Kits
705,2020-06-14,5071.0,Soil Test Kits
706,2020-06-15,6032.0,Soil Test Kits
707,2020-06-16,6032.0,Soil Test Kits
708,2020-06-17,6032.0,Soil Test Kits
709,2020-06-18,6032.0,Soil Test Kits
710,2020-06-19,6032.0,Soil Test Kits
711,2020-06-20,6032.0,Soil Test Kits
712,2020-06-21,5880.0,Soil Test Kits
713,2020-06-22,5880.0,Soil Test Kits
714,2020-06-23,5112.0,Soil Test Kits
715,2020-06-24,5112.0,Soil Test Kits
716,2020-06-25,5112.0,Soil Test Kits
717,2020-06-26,5112.0,Soil Test Kits
718,2020-06-27,5112.0,Soil Test Kits
719,2020-06-28,4563.0,Soil Test Kits
720,2020-06-29,4518.0,Soil Test Kits
721,2020-06-30,4518.0,Soil Test Kits
722,2020-07-01,4518.0,Soil Test Kits
723,2020-07-02,6161.0,Soil Test Kits
724,2020-07-03,4832.0,Soil Test Kits
725,2020-07-04,4832.0,Soil Test Kits
726,2020-07-05,4832.0,Soil Test Kits
727,2020-07-06,3781.0,Soil Test Kits
728,2020-07-07,3781.0,Soil Test Kits
729,2020-07-08,5244.0,Soil Test Kits
730,2020-07-09,5244.0,Soil Test Kits
731,2020-07-10,5244.0,Soil Test Kits
732,2020-07-11,5244.0,Soil Test Kits
733,2020-07-12,8077.0,Soil Test Kits
734,2020-07-13,8077.0,Soil Test Kits
735,2020-07-14,8077.0,Soil Test Kits
736,2020-07-15,9861.0,Soil Test Kits
737,2020-07-16,9861.0,Soil Test Kits
738,2020-07-17,9861.0,Soil Test Kits
739,2020-07-18,9861.0,Soil Test Kits
740,2020-07-19,9861.0,Soil Test Kits
741,2020-07-20,10645.0,Soil Test Kits
742,2020-07-21,11603.0,Soil Test Kits
743,2020-07-22,11603.0,Soil Test Kits
744,2020-07-23,11603.0,Soil Test Kits
745,2020-07-24,11603.0,Soil Test Kits
746,2020-07-25,15725.0,Soil Test Kits
747,2020-07-26,15725.0,Soil Test Kits
748,2020-07-27,15725.0,Soil Test Kits
749,2020-07-28,13310.0,Soil Test Kits
750,2020-07-29,9623.0,Soil Test Kits
751,2020-07-30,9202.0,Soil Test Kits
752,2020-07-31,9202.0,Soil Test Kits
753,2020-08-01,9202.0,Soil Test Kits
754,2020-08-02,9198.0,Soil Test Kits
755,2020-08-03,6899.0,Soil Test Kits
756,2020-08-04,6899.0,Soil Test Kits
757,2020-08-05,6899.0,Soil Test Kits
758,2020-08-06,5780.0,Soil Test Kits
759,2020-08-07,5780.0,Soil Test Kits
760,2020-08-08,5780.0,Soil Test Kits
761,2020-08-09,3841.0,Soil Test Kits
762,2020-08-10,3841.0,Soil Test Kits
763,2020-08-11,3841.0,Soil Test Kits
764,2020-08-12,5948.0,Soil Test Kits
765,2020-08-13,5948.0,Soil Test Kits
766,2020-08-14,5948.0,Soil Test Kits
767,2020-08-15,5948.0,Soil Test Kits
768,2020-08-16,8269.0,Soil Test Kits
769,2020-08-17,8269.0,Soil Test Kits
770,2020-08-18,8269.0,Soil Test Kits
771,2020-08-19,11091.0,Soil Test Kits
772,2020-08-20,11091.0,Soil Test Kits
773,2020-08-21,11091.0,Soil Test Kits
774,2020-08-22,10349.0,Soil Test Kits
775,2020-08-23,10349.0,Soil Test Kits
776,2020-08-24,8045.0,Soil Test Kits
777,2020-08-25,8045.0,Soil Test Kits
778,2020-08-26,8045.0,Soil Test Kits
779,2020-08-27,8045.0,Soil Test Kits
780,2020-08-28,7725.0,Soil Test Kits
781,2020-08-29,7725.0,Soil Test Kits
782,2020-08-30,7725.0,Soil Test Kits
783,2020-08-31,7725.0,Soil Test Kits
784,2020-09-01,6501.0,Soil Test Kits
785,2020-09-02,6501.0,Soil Test Kits
786,2020-09-03,5832.0,Soil Test Kits
787,2020-09-04,5832.0,Soil Test Kits
788,2020-09-05,4858.0,Soil Test Kits
789,2020-09-06,4858.0,Soil Test Kits
790,2020-09-07,4858.0,Soil Test Kits
791,2020-09-08,4618.0,Soil Test Kits
792,2020-09-09,4618.0,Soil Test Kits
793,2020-09-10,5987.0,Soil Test Kits
794,2020-09-11,5987.0,Soil Test Kits
795,2020-09-12,5987.0,Soil Test Kits
796,2020-09-13,5987.0,Soil Test Kits
797,2020-09-14,5987.0,Soil Test Kits
798,2020-09-15,5987.0,Soil Test Kits
799,2020-09-16,9466.0,Soil Test Kits
800,2020-09-17,9466.0,Soil Test Kits
801,2020-09-18,9466.0,Soil Test Kits
802,2020-09-19,10569.0,Soil Test Kits
803,2020-09-20,10569.0,Soil Test Kits
804,2020-09-21,10569.0,Soil Test Kits
805,2020-09-22,7403.0,Soil Test Kits
806,2020-09-23,7403.0,Soil Test Kits
807,2020-09-24,10463.0,Soil Test Kits
808,2020-09-25,8329.0,Soil Test Kits
809,2020-09-26,8329.0,Soil Test Kits
810,2020-09-27,8329.0,Soil Test Kits
811,2020-09-28,11135.0,Soil Test Kits
812,2020-09-29,11135.0,Soil Test Kits
813,2020-09-30,11135.0,Soil Test Kits
814,2020-10-01,7642.0,Soil Test Kits
815,2020-10-02,8015.0,Soil Test Kits
816,2020-10-03,8015.0,Soil Test Kits
817,2020-10-04,8015.0,Soil Test Kits
818,2020-10-05,7298.0,Soil Test Kits
819,2020-10-06,7298.0,Soil Test Kits
820,2020-10-07,7298.0,Soil Test Kits
821,2020-10-08,7298.0,Soil Test Kits
822,2020-10-09,7298.0,Soil Test Kits
823,2020-10-10,7298.0,Soil Test Kits
824,2020-10-11,17596.0,Soil Test Kits
825,2020-10-12,17596.0,Soil Test Kits
826,2020-10-13,17783.0,Soil Test Kits
827,2020-10-14,17783.0,Soil Test Kits
828,2020-10-15,15609.0,Soil Test Kits
829,2020-10-16,15609.0,Soil Test Kits
830,2020-10-17,15609.0,Soil Test Kits
831,2020-10-18,15609.0,Soil Test Kits
832,2020-10-19,17243.0,Soil Test Kits
833,2020-10-20,13464.0,Soil Test Kits
834,2020-10-21,13464.0,Soil Test Kits
835,2020-10-22,13464.0,Soil Test Kits
836,2020-10-23,13464.0,Soil Test Kits
837,2020-10-24,13464.0,Soil Test Kits
838,2020-10-25,11346.0,Soil Test Kits
839,2020-10-26,11346.0,Soil Test Kits
840,2020-10-27,11346.0,Soil Test Kits
841,2020-10-28,11346.0,Soil Test Kits
842,2020-10-29,18016.0,Soil Test Kits
843,2020-10-30,18016.0,Soil Test Kits
844,2020-10-31,18016.0,Soil Test Kits
845,2020-11-01,18016.0,Soil Test Kits
846,2020-11-02,24824.0,Soil Test Kits
847,2020-11-03,24824.0,Soil Test Kits
848,2020-11-04,24824.0,Soil Test Kits
849,2020-11-05,25289.0,Soil Test Kits
850,2020-11-06,25289.0,Soil Test Kits
851,2020-11-07,25289.0,Soil Test Kits
852,2020-11-08,17015.0,Soil Test Kits
853,2020-11-09,17015.0,Soil Test Kits
854,2020-11-10,18878.0,Soil Test Kits
855,2020-11-11,18878.0,Soil Test Kits
856,2020-11-12,18878.0,Soil Test Kits
857,2020-11-13,18878.0,Soil Test Kits
858,2020-11-14,19529.0,Soil Test Kits
859,2020-11-15,19529.0,Soil Test Kits
860,2020-11-16,19529.0,Soil Test Kits
861,2020-11-17,19529.0,Soil Test Kits
862,2020-11-18,19529.0,Soil Test Kits
863,2020-11-19,19529.0,Soil Test Kits
864,2020-11-20,14266.0,Soil Test Kits
865,2020-11-21,14266.0,Soil Test Kits
866,2020-11-22,14266.0,Soil Test Kits
867,2020-11-23,14266.0,Soil Test Kits
868,2020-11-24,6839.0,Soil Test Kits
869,2020-11-25,6883.0,Soil Test Kits
870,2020-11-26,6883.0,Soil Test Kits
871,2020-11-27,6883.0,Soil Test Kits
872,2020-11-28,6136.0,Soil Test Kits
873,2020-11-29,6136.0,Soil Test Kits
874,2020-11-30,6136.0,Soil Test Kits
875,2020-12-01,17883.0,Soil Test Kits
876,2020-12-02,17883.0,Soil Test Kits
877,2020-12-03,17883.0,Soil Test Kits
878,2020-12-04,17883.0,Soil Test Kits
879,2020-12-05,17883.0,Soil Test Kits
880,2020-12-06,10636.0,Soil Test Kits
881,2020-12-07,13466.0,Soil Test Kits
882,2020-12-08,13466.0,Soil Test Kits
883,2020-12-09,13466.0,Soil Test Kits
884,2020-12-10,11777.0,Soil Test Kits
885,2020-12-11,12977.0,Soil Test Kits
886,2020-12-12,14589.0,Soil Test Kits
887,2020-12-13,12878.0,Soil Test Kits
888,2020-12-14,10274.0,Soil Test Kits
889,2020-12-15,11134.0,Soil Test Kits
890,2020-12-16,8616.0,Soil Test Kits
891,2020-12-17,5875.0,Soil Test Kits
892,2020-12-18,6223.0,Soil Test Kits
893,2020-12-19,6223.0,Soil Test Kits
894,2020-12-20,5806.0,Soil Test Kits
895,2020-12-21,4817.0,Soil Test Kits
896,2020-12-22,4821.0,Soil Test Kits
897,2020-12-23,7276.0,Soil Test Kits
898,2020-12-24,8555.0,Soil Test Kits
899,2020-12-25,12928.0,Soil Test Kits
900,2020-12-26,15962.0,Soil Test Kits
901,2020-12-27,14517.0,Soil Test Kits
902,2020-12-28,12289.0,Soil Test Kits
903,2020-12-29,15777.0,Soil Test Kits
904,2020-12-30,16356.0,Soil Test Kits
905,2020-12-31,16356.0,Soil Test Kits
906,2021-01-01,16356.0,Soil Test Kits
907,2021-01-02,16356.0,Soil Test Kits
908,2021-01-03,16356.0,Soil Test Kits
909,2021-01-04,14569.0,Soil Test Kits
910,2021-01-05,14569.0,Soil Test Kits
911,2021-01-06,14569.0,Soil Test Kits
912,2021-01-07,14569.0,Soil Test Kits
913,2021-01-08,8950.0,Soil Test Kits
914,2021-01-09,9823.0,Soil Test Kits
915,2021-01-10,9823.0,Soil Test Kits
916,2021-01-11,9823.0,Soil Test Kits
917,2021-01-12,9823.0,Soil Test Kits
918,2021-01-13,9823.0,Soil Test Kits
919,2021-01-14,9823.0,Soil Test Kits
920,2021-01-15,9823.0,Soil Test Kits
921,2021-01-16,9823.0,Soil Test Kits
922,2021-01-17,9823.0,Soil Test Kits
923,2021-01-18,18468.0,Soil Test Kits
924,2021-01-19,15991.0,Soil Test Kits
925,2021-01-20,15991.0,Soil Test Kits
926,2021-01-21,15991.0,Soil Test Kits
927,2021-01-22,15991.0,Soil Test Kits
928,2021-01-23,15991.0,Soil Test Kits
929,2021-01-24,15991.0,Soil Test Kits
930,2021-01-25,10134.0,Soil Test Kits
931,2021-01-26,10134.0,Soil Test Kits
932,2021-01-27,11579.0,Soil Test Kits
933,2021-01-28,11579.0,Soil Test Kits
934,2021-01-29,19991.0,Soil Test Kits
935,2021-01-30,19991.0,Soil Test Kits
936,2021-01-31,19991.0,Soil Test Kits
937,2021-02-01,19991.0,Soil Test Kits
938,2021-02-02,19991.0,Soil Test Kits
939,2021-02-03,19991.0,Soil Test Kits
940,2021-02-04,21654.0,Soil Test Kits
941,2021-02-05,3725.0,Soil Test Kits
942,2021-02-06,3725.0,Soil Test Kits
943,2021-02-07,3725.0,Soil Test Kits
944,2021-02-08,3465.0,Soil Test Kits
945,2021-02-09,3465.0,Soil Test Kits
946,2021-02-10,3465.0,Soil Test Kits
947,2021-02-11,2833.0,Soil Test Kits
948,2021-02-12,2620.0,Soil Test Kits
949,2021-02-13,2620.0,Soil Test Kits
950,2021-02-14,2620.0,Soil Test Kits
951,2021-02-15,1913.0,Soil Test Kits
952,2021-02-16,1913.0,Soil Test Kits
953,2021-02-17,1913.0,Soil Test Kits
954,2021-02-18,4734.0,Soil Test Kits
955,2021-02-19,4734.0,Soil Test Kits
956,2021-02-20,5288.0,Soil Test Kits
957,2021-02-21,5288.0,Soil Test Kits
958,2021-02-22,5288.0,Soil Test Kits
959,2021-02-23,5108.0,Soil Test Kits
960,2021-02-24,5108.0,Soil Test Kits
961,2021-02-25,4975.0,Soil Test Kits
962,2021-02-26,4975.0,Soil Test Kits
963,2021-02-27,3126.0,Soil Test Kits
964,2021-02-28,3773.0,Soil Test Kits
965,2021-03-01,3773.0,Soil Test Kits
966,2021-03-02,3773.0,Soil Test Kits
967,2021-03-03,4842.0,Soil Test Kits
968,2021-03-04,4842.0,Soil Test Kits
969,2021-03-05,4842.0,Soil Test Kits
970,2021-03-06,4842.0,Soil Test Kits
971,2021-03-07,4842.0,Soil Test Kits
972,2021-03-08,10483.0,Soil Test Kits
973,2021-03-09,10483.0,Soil Test Kits
974,2021-03-10,10483.0,Soil Test Kits
975,2021-03-11,23508.0,Soil Test Kits
976,2021-03-12,23508.0,Soil Test Kits
977,2021-03-13,23508.0,Soil Test Kits
978,2021-03-14,23508.0,Soil Test Kits
979,2021-03-15,8079.0,Soil Test Kits
980,2021-03-16,8079.0,Soil Test Kits
981,2021-03-17,8079.0,Soil Test Kits
982,2021-03-18,5848.0,Soil Test Kits
983,2021-03-19,2721.0,Soil Test Kits
984,2021-03-20,2851.0,Soil Test Kits
985,2021-03-21,2851.0,Soil Test Kits
986,2021-03-22,2851.0,Soil Test Kits
987,2021-03-23,1630.0,Soil Test Kits
988,2021-03-24,1630.0,Soil Test Kits
989,2021-03-25,1923.0,Soil Test Kits
990,2021-03-26,2264.0,Soil Test Kits
991,2021-03-27,1944.0,Soil Test Kits
992,2021-03-28,1944.0,Soil Test Kits
993,2021-03-29,1254.0,Soil Test Kits
994,2021-03-30,1254.0,Soil Test Kits
995,2021-03-31,1254.0,Soil Test Kits
996,2021-04-01,2002.0,Soil Test Kits
997,2021-04-02,1529.0,Soil Test Kits
998,2021-04-03,1529.0,Soil Test Kits
999,2021-04-04,2331.0,Soil Test Kits
1000,2021-04-05,2363.0,Soil Test Kits
1001,2021-04-06,2971.0,Soil Test Kits
1002,2021-04-07,2971.0,Soil Test Kits
1003,2021-04-08,2971.0,Soil Test Kits
1004,2021-04-09,2507.0,Soil Test Kits
1005,2021-04-10,2507.0,Soil Test Kits
1006,2021-04-11,2507.0,Soil Test Kits
1007,2021-04-12,4964.0,Soil Test Kits
1008,2021-04-13,6762.0,Soil Test Kits
1009,2021-04-14,11229.0,Soil Test Kits
1010,2021-04-15,11229.0,Soil Test Kits
1011,2021-04-16,2847.0,Soil Test Kits
1012,2021-04-17,2847.0,Soil Test Kits
1013,2021-04-18,2847.0,Soil Test Kits
1014,2021-04-19,1957.0,Soil Test Kits
1015,2021-04-20,1957.0,Soil Test Kits
1016,2021-04-21,1632.0,Soil Test Kits
1017,2021-04-22,1632.0,Soil Test Kits
1018,2021-04-23,980.0,Soil Test Kits
1019,2021-04-24,980.0,Soil Test Kits
1020,2021-04-25,843.0,Soil Test Kits
1021,2021-04-26,843.0,Soil Test Kits
1022,2021-04-27,843.0,Soil Test Kits
1023,2021-04-28,1279.0,Soil Test Kits
1024,2021-04-29,1288.0,Soil Test Kits
1025,2021-04-30,1288.0,Soil Test Kits
1026,2021-05-01,1418.0,Soil Test Kits
1027,2021-05-02,1418.0,Soil Test Kits
1028,2021-05-03,1418.0,Soil Test Kits
1029,2021-05-04,5517.0,Soil Test Kits
1030,2021-05-05,5517.0,Soil Test Kits
1031,2021-05-06,8377.0,Soil Test Kits
1032,2021-05-07,8377.0,Soil Test Kits
1033,2021-05-08,7514.0,Soil Test Kits
1034,2021-05-09,4989.0,Soil Test Kits
1035,2021-05-10,4989.0,Soil Test Kits
1036,2021-05-11,2507.0,Soil Test Kits
1037,2021-05-12,2507.0,Soil Test Kits
1038,2021-05-13,2670.0,Soil Test Kits
1039,2021-05-14,2670.0,Soil Test Kits
1040,2021-05-15,1055.0,Soil Test Kits
1041,2021-05-16,859.0,Soil Test Kits
1042,2021-05-17,859.0,Soil Test Kits
1043,2021-05-18,1306.0,Soil Test Kits
1044,2021-05-19,1306.0,Soil Test Kits
1045,2021-05-20,1571.0,Soil Test Kits
1046,2021-05-21,1571.0,Soil Test Kits
1047,2021-05-22,1780.0,Soil Test Kits
1048,2021-05-23,1267.0,Soil Test Kits
1049,2021-05-24,1267.0,Soil Test Kits
1050,2021-05-25,1596.0,Soil Test Kits
1051,2021-05-26,1596.0,Soil Test Kits
1052,2021-05-27,1596.0,Soil Test Kits
1053,2021-05-28,1489.0,Soil Test Kits
1054,2021-05-29,1489.0,Soil Test Kits
1055,2021-05-30,1407.0,Soil Test Kits
1056,2021-05-31,1407.0,Soil Test Kits
1057,2021-06-01,1614.0,Soil Test Kits
1058,2021-06-02,1614.0,Soil Test Kits
1059,2021-06-03,1516.0,Soil Test Kits
1060,2021-06-04,1516.0,Soil Test Kits
1061,2021-06-05,1244.0,Soil Test Kits
1062,2021-06-06,1563.0,Soil Test Kits
1063,2021-06-07,1563.0,Soil Test Kits
1064,2021-06-08,1792.0,Soil Test Kits
1065,2021-06-09,1792.0,Soil Test Kits
1066,2021-06-10,1984.0,Soil Test Kits
1067,2021-06-11,1984.0,Soil Test Kits
1068,2021-06-12,2069.0,Soil Test Kits
1069,2021-06-13,2069.0,Soil Test Kits
1070,2021-06-14,3718.0,Soil Test Kits
1071,2021-06-15,3718.0,Soil Test Kits
1072,2021-06-16,3674.0,Soil Test Kits
1073,2021-06-17,3674.0,Soil Test Kits
1074,2021-06-18,4007.0,Soil Test Kits
1075,2021-06-19,4007.0,Soil Test Kits
1076,2021-06-20,3658.0,Soil Test Kits
1077,2021-06-21,3658.0,Soil Test Kits
1078,2021-06-22,3362.0,Soil Test Kits
1079,2021-06-23,3362.0,Soil Test Kits
1080,2021-06-24,3362.0,Soil Test Kits
1081,2021-06-25,6824.0,Soil Test Kits
1082,2021-06-26,6824.0,Soil Test Kits
1083,2021-06-27,6824.0,Soil Test Kits
1084,2021-06-28,6824.0,Soil Test Kits
1085,2021-06-29,9330.0,Soil Test Kits
1086,2021-06-30,8639.0,Soil Test Kits
1087,2021-07-01,8639.0,Soil Test Kits
1088,2021-07-02,5925.0,Soil Test Kits
1089,2021-07-03,5925.0,Soil Test Kits
1090,2021-07-04,5925.0,Soil Test Kits
1091,2021-07-05,5424.0,Soil Test Kits
1092,2021-07-06,5424.0,Soil Test Kits
1093,2021-07-07,8150.0,Soil Test Kits
1094,2021-07-08,7212.0,Soil Test Kits
1095,2021-07-09,8314.0,Soil Test Kits
1096,2021-07-10,8314.0,Soil Test Kits
1097,2021-07-11,8285.0,Soil Test Kits
