,date,value,name_B0788XRGPF
176,2020-11-15,4730.0,Store Sign Holders
177,2020-11-16,4730.0,Store Sign Holders
178,2020-11-17,5476.0,Store Sign Holders
179,2020-11-18,5476.0,Store Sign Holders
180,2020-11-19,4770.0,Store Sign Holders
181,2020-11-20,4770.0,Store Sign Holders
182,2020-11-21,4212.0,Store Sign Holders
183,2020-11-22,6291.0,Store Sign Holders
184,2020-11-23,6291.0,Store Sign Holders
185,2020-11-24,6291.0,Store Sign Holders
186,2020-11-25,4090.0,Store Sign Holders
187,2020-11-26,4090.0,Store Sign Holders
188,2020-11-27,8154.0,Store Sign Holders
189,2020-11-28,8154.0,Store Sign Holders
190,2020-11-29,9234.0,Store Sign Holders
191,2020-11-30,9392.0,Store Sign Holders
192,2020-12-01,8835.0,Store Sign Holders
193,2020-12-02,8835.0,Store Sign Holders
194,2020-12-03,6457.0,Store Sign Holders
195,2020-12-04,5983.0,Store Sign Holders
196,2020-12-05,5983.0,Store Sign Holders
197,2020-12-06,5983.0,Store Sign Holders
198,2020-12-07,13232.0,Store Sign Holders
199,2020-12-08,13232.0,Store Sign Holders
200,2020-12-09,5734.0,Store Sign Holders
201,2020-12-10,5734.0,Store Sign Holders
202,2020-12-11,7909.0,Store Sign Holders
203,2020-12-12,7961.0,Store Sign Holders
204,2020-12-13,9919.0,Store Sign Holders
205,2020-12-14,11572.0,Store Sign Holders
206,2020-12-15,11572.0,Store Sign Holders
207,2020-12-16,10046.0,Store Sign Holders
208,2020-12-17,11653.0,Store Sign Holders
209,2020-12-18,11653.0,Store Sign Holders
210,2020-12-19,11128.0,Store Sign Holders
211,2020-12-20,11342.0,Store Sign Holders
212,2020-12-21,11342.0,Store Sign Holders
213,2020-12-22,10290.0,Store Sign Holders
214,2020-12-23,10290.0,Store Sign Holders
215,2020-12-24,7677.0,Store Sign Holders
216,2020-12-25,7677.0,Store Sign Holders
217,2020-12-26,12308.0,Store Sign Holders
218,2020-12-27,12308.0,Store Sign Holders
219,2020-12-28,11066.0,Store Sign Holders
220,2020-12-29,9268.0,Store Sign Holders
221,2020-12-30,9268.0,Store Sign Holders
222,2020-12-31,9174.0,Store Sign Holders
223,2021-01-01,9174.0,Store Sign Holders
224,2021-01-02,14834.0,Store Sign Holders
225,2021-01-03,14834.0,Store Sign Holders
226,2021-01-04,12683.0,Store Sign Holders
227,2021-01-05,9182.0,Store Sign Holders
228,2021-01-06,9182.0,Store Sign Holders
229,2021-01-07,5755.0,Store Sign Holders
230,2021-01-08,8716.0,Store Sign Holders
231,2021-01-09,8716.0,Store Sign Holders
232,2021-01-10,8716.0,Store Sign Holders
233,2021-01-11,9043.0,Store Sign Holders
234,2021-01-12,9043.0,Store Sign Holders
235,2021-01-13,7299.0,Store Sign Holders
236,2021-01-14,7299.0,Store Sign Holders
237,2021-01-15,7945.0,Store Sign Holders
238,2021-01-16,7945.0,Store Sign Holders
239,2021-01-17,8553.0,Store Sign Holders
240,2021-01-18,8553.0,Store Sign Holders
241,2021-01-19,8528.0,Store Sign Holders
242,2021-01-20,8528.0,Store Sign Holders
243,2021-01-21,5245.0,Store Sign Holders
244,2021-01-22,5245.0,Store Sign Holders
245,2021-01-23,6268.0,Store Sign Holders
246,2021-01-24,6268.0,Store Sign Holders
247,2021-01-25,10382.0,Store Sign Holders
248,2021-01-26,10382.0,Store Sign Holders
249,2021-01-27,6173.0,Store Sign Holders
250,2021-01-28,5914.0,Store Sign Holders
251,2021-01-29,5914.0,Store Sign Holders
252,2021-01-30,5959.0,Store Sign Holders
253,2021-01-31,6944.0,Store Sign Holders
254,2021-02-01,6944.0,Store Sign Holders
255,2021-02-02,6944.0,Store Sign Holders
256,2021-02-03,6060.0,Store Sign Holders
257,2021-02-04,6060.0,Store Sign Holders
258,2021-02-05,4472.0,Store Sign Holders
259,2021-02-06,4472.0,Store Sign Holders
260,2021-02-07,7558.0,Store Sign Holders
261,2021-02-08,7558.0,Store Sign Holders
262,2021-02-09,6601.0,Store Sign Holders
263,2021-02-10,6601.0,Store Sign Holders
264,2021-02-11,7465.0,Store Sign Holders
265,2021-02-12,7465.0,Store Sign Holders
266,2021-02-13,7687.0,Store Sign Holders
267,2021-02-14,7687.0,Store Sign Holders
268,2021-02-15,10521.0,Store Sign Holders
269,2021-02-16,10148.0,Store Sign Holders
270,2021-02-17,10148.0,Store Sign Holders
271,2021-02-18,11347.0,Store Sign Holders
272,2021-02-19,10017.0,Store Sign Holders
273,2021-02-20,10607.0,Store Sign Holders
274,2021-02-21,15030.0,Store Sign Holders
275,2021-02-22,15030.0,Store Sign Holders
276,2021-02-23,10656.0,Store Sign Holders
277,2021-02-24,10656.0,Store Sign Holders
278,2021-02-25,10605.0,Store Sign Holders
279,2021-02-26,11122.0,Store Sign Holders
280,2021-02-27,9682.0,Store Sign Holders
281,2021-02-28,9682.0,Store Sign Holders
282,2021-03-01,17281.0,Store Sign Holders
283,2021-03-02,10940.0,Store Sign Holders
284,2021-03-03,10940.0,Store Sign Holders
285,2021-03-04,8359.0,Store Sign Holders
286,2021-03-05,8359.0,Store Sign Holders
287,2021-03-06,9851.0,Store Sign Holders
288,2021-03-07,12279.0,Store Sign Holders
289,2021-03-08,12279.0,Store Sign Holders
290,2021-03-09,7195.0,Store Sign Holders
291,2021-03-10,6794.0,Store Sign Holders
292,2021-03-11,6794.0,Store Sign Holders
293,2021-03-12,5126.0,Store Sign Holders
294,2021-03-13,4514.0,Store Sign Holders
295,2021-03-14,4514.0,Store Sign Holders
296,2021-03-15,6918.0,Store Sign Holders
297,2021-03-16,4378.0,Store Sign Holders
298,2021-03-17,5103.0,Store Sign Holders
299,2021-03-18,5103.0,Store Sign Holders
300,2021-03-19,4242.0,Store Sign Holders
301,2021-03-20,4242.0,Store Sign Holders
302,2021-03-21,5072.0,Store Sign Holders
303,2021-03-22,5072.0,Store Sign Holders
304,2021-03-23,4906.0,Store Sign Holders
305,2021-03-24,4906.0,Store Sign Holders
306,2021-03-25,4572.0,Store Sign Holders
307,2021-03-26,4572.0,Store Sign Holders
308,2021-03-27,4825.0,Store Sign Holders
309,2021-03-28,4427.0,Store Sign Holders
310,2021-03-29,7752.0,Store Sign Holders
311,2021-03-30,7752.0,Store Sign Holders
312,2021-03-31,4513.0,Store Sign Holders
313,2021-04-01,4513.0,Store Sign Holders
314,2021-04-02,4881.0,Store Sign Holders
315,2021-04-03,4881.0,Store Sign Holders
316,2021-04-04,5661.0,Store Sign Holders
317,2021-04-05,5433.0,Store Sign Holders
318,2021-04-06,5433.0,Store Sign Holders
319,2021-04-07,4211.0,Store Sign Holders
320,2021-04-08,4929.0,Store Sign Holders
321,2021-04-09,4696.0,Store Sign Holders
322,2021-04-10,4696.0,Store Sign Holders
323,2021-04-11,5652.0,Store Sign Holders
324,2021-04-12,5652.0,Store Sign Holders
325,2021-04-13,4550.0,Store Sign Holders
326,2021-04-14,4550.0,Store Sign Holders
327,2021-04-15,4085.0,Store Sign Holders
328,2021-04-16,4658.0,Store Sign Holders
329,2021-04-17,4400.0,Store Sign Holders
330,2021-04-18,4400.0,Store Sign Holders
331,2021-04-19,5161.0,Store Sign Holders
332,2021-04-20,3201.0,Store Sign Holders
333,2021-04-21,3847.0,Store Sign Holders
334,2021-04-22,3847.0,Store Sign Holders
335,2021-04-23,3638.0,Store Sign Holders
336,2021-04-24,3448.0,Store Sign Holders
337,2021-04-25,3448.0,Store Sign Holders
338,2021-04-26,3448.0,Store Sign Holders
339,2021-04-27,4204.0,Store Sign Holders
340,2021-04-28,4204.0,Store Sign Holders
341,2021-04-29,3667.0,Store Sign Holders
342,2021-04-30,3667.0,Store Sign Holders
343,2021-05-01,3074.0,Store Sign Holders
344,2021-05-02,3074.0,Store Sign Holders
345,2021-05-03,3961.0,Store Sign Holders
346,2021-05-04,3961.0,Store Sign Holders
347,2021-05-05,3724.0,Store Sign Holders
348,2021-05-06,3656.0,Store Sign Holders
349,2021-05-07,4100.0,Store Sign Holders
350,2021-05-08,4100.0,Store Sign Holders
351,2021-05-09,4960.0,Store Sign Holders
352,2021-05-10,4960.0,Store Sign Holders
353,2021-05-11,4960.0,Store Sign Holders
354,2021-05-12,2106.0,Store Sign Holders
355,2021-05-13,2106.0,Store Sign Holders
356,2021-05-14,2789.0,Store Sign Holders
357,2021-05-15,2789.0,Store Sign Holders
358,2021-05-16,2693.0,Store Sign Holders
359,2021-05-17,3092.0,Store Sign Holders
360,2021-05-18,3092.0,Store Sign Holders
361,2021-05-19,2601.0,Store Sign Holders
362,2021-05-20,2145.0,Store Sign Holders
363,2021-05-21,2145.0,Store Sign Holders
364,2021-05-22,2761.0,Store Sign Holders
365,2021-05-23,3038.0,Store Sign Holders
366,2021-05-24,3038.0,Store Sign Holders
367,2021-05-25,2047.0,Store Sign Holders
368,2021-05-26,2864.0,Store Sign Holders
369,2021-05-27,2864.0,Store Sign Holders
370,2021-05-28,3197.0,Store Sign Holders
371,2021-05-29,3197.0,Store Sign Holders
372,2021-05-30,3197.0,Store Sign Holders
373,2021-05-31,3754.0,Store Sign Holders
374,2021-06-01,3864.0,Store Sign Holders
375,2021-06-02,3864.0,Store Sign Holders
376,2021-06-03,2785.0,Store Sign Holders
377,2021-06-04,2855.0,Store Sign Holders
378,2021-06-05,2855.0,Store Sign Holders
379,2021-06-06,3095.0,Store Sign Holders
380,2021-06-07,4630.0,Store Sign Holders
381,2021-06-08,4630.0,Store Sign Holders
382,2021-06-09,2797.0,Store Sign Holders
383,2021-06-10,2339.0,Store Sign Holders
384,2021-06-11,2245.0,Store Sign Holders
385,2021-06-12,2245.0,Store Sign Holders
386,2021-06-13,3325.0,Store Sign Holders
387,2021-06-14,4313.0,Store Sign Holders
388,2021-06-15,4313.0,Store Sign Holders
389,2021-06-16,2472.0,Store Sign Holders
390,2021-06-17,2472.0,Store Sign Holders
391,2021-06-18,2607.0,Store Sign Holders
392,2021-06-19,2607.0,Store Sign Holders
393,2021-06-20,2644.0,Store Sign Holders
394,2021-06-21,2644.0,Store Sign Holders
395,2021-06-22,3810.0,Store Sign Holders
396,2021-06-23,3847.0,Store Sign Holders
397,2021-06-24,3440.0,Store Sign Holders
398,2021-06-25,3440.0,Store Sign Holders
399,2021-06-26,2901.0,Store Sign Holders
400,2021-06-27,2901.0,Store Sign Holders
401,2021-06-28,4775.0,Store Sign Holders
402,2021-06-29,4775.0,Store Sign Holders
403,2021-06-30,2594.0,Store Sign Holders
404,2021-07-01,2594.0,Store Sign Holders
405,2021-07-02,2694.0,Store Sign Holders
406,2021-07-03,2694.0,Store Sign Holders
407,2021-07-04,3767.0,Store Sign Holders
408,2021-07-05,4864.0,Store Sign Holders
409,2021-07-06,4864.0,Store Sign Holders
410,2021-07-07,2351.0,Store Sign Holders
411,2021-07-08,2167.0,Store Sign Holders
412,2021-07-09,2642.0,Store Sign Holders
413,2021-07-10,3024.0,Store Sign Holders
