,date,value,name_B07TT9PRSC
188,2020-02-17,87485.0,Quesadilla & Tortilla Makers
189,2020-02-18,38433.0,Quesadilla & Tortilla Makers
190,2020-02-19,38433.0,Quesadilla & Tortilla Makers
191,2020-02-20,38433.0,Quesadilla & Tortilla Makers
192,2020-02-21,38433.0,Quesadilla & Tortilla Makers
193,2020-02-22,38433.0,Quesadilla & Tortilla Makers
194,2020-02-23,38433.0,Quesadilla & Tortilla Makers
195,2020-02-24,38433.0,Quesadilla & Tortilla Makers
196,2020-02-25,43427.0,Quesadilla & Tortilla Makers
197,2020-02-26,43427.0,Quesadilla & Tortilla Makers
198,2020-02-27,43427.0,Quesadilla & Tortilla Makers
199,2020-02-28,43427.0,Quesadilla & Tortilla Makers
200,2020-02-29,30706.0,Quesadilla & Tortilla Makers
201,2020-03-01,30706.0,Quesadilla & Tortilla Makers
202,2020-03-02,29606.0,Quesadilla & Tortilla Makers
203,2020-03-03,21717.0,Quesadilla & Tortilla Makers
204,2020-03-04,21717.0,Quesadilla & Tortilla Makers
205,2020-03-05,22624.0,Quesadilla & Tortilla Makers
206,2020-03-06,22624.0,Quesadilla & Tortilla Makers
207,2020-03-07,26295.0,Quesadilla & Tortilla Makers
208,2020-03-08,-1.0,Quesadilla & Tortilla Makers
