,date,value,name_B07HW1BGCR
634,2020-06-28,34506.0,Floating Shelves
635,2020-06-29,44508.0,Floating Shelves
636,2020-06-30,44508.0,Floating Shelves
637,2020-07-01,44508.0,Floating Shelves
638,2020-07-02,44508.0,Floating Shelves
639,2020-07-03,44508.0,Floating Shelves
640,2020-07-04,19406.0,Floating Shelves
641,2020-07-05,19406.0,Floating Shelves
642,2020-07-06,19406.0,Floating Shelves
643,2020-07-07,19406.0,Floating Shelves
644,2020-07-08,19406.0,Floating Shelves
645,2020-07-09,19612.0,Floating Shelves
646,2020-07-10,19612.0,Floating Shelves
647,2020-07-11,19612.0,Floating Shelves
648,2020-07-12,19612.0,Floating Shelves
649,2020-07-13,10739.0,Floating Shelves
650,2020-07-14,8854.0,Floating Shelves
651,2020-07-15,8854.0,Floating Shelves
652,2020-07-16,8854.0,Floating Shelves
653,2020-07-17,10115.0,Floating Shelves
654,2020-07-18,12428.0,Floating Shelves
655,2020-07-19,12428.0,Floating Shelves
656,2020-07-20,9649.0,Floating Shelves
657,2020-07-21,8374.0,Floating Shelves
658,2020-07-22,8374.0,Floating Shelves
659,2020-07-23,8374.0,Floating Shelves
660,2020-07-24,10060.0,Floating Shelves
661,2020-07-25,8839.0,Floating Shelves
662,2020-07-26,10021.0,Floating Shelves
663,2020-07-27,10812.0,Floating Shelves
664,2020-07-28,10812.0,Floating Shelves
665,2020-07-29,11285.0,Floating Shelves
666,2020-07-30,12675.0,Floating Shelves
667,2020-07-31,12675.0,Floating Shelves
668,2020-08-01,8496.0,Floating Shelves
669,2020-08-02,8496.0,Floating Shelves
670,2020-08-03,7372.0,Floating Shelves
671,2020-08-04,7372.0,Floating Shelves
672,2020-08-05,8955.0,Floating Shelves
673,2020-08-06,11245.0,Floating Shelves
674,2020-08-07,13121.0,Floating Shelves
675,2020-08-08,14947.0,Floating Shelves
676,2020-08-09,14947.0,Floating Shelves
677,2020-08-10,13279.0,Floating Shelves
678,2020-08-11,14745.0,Floating Shelves
679,2020-08-12,18622.0,Floating Shelves
680,2020-08-13,15470.0,Floating Shelves
681,2020-08-14,12143.0,Floating Shelves
682,2020-08-15,11311.0,Floating Shelves
683,2020-08-16,11311.0,Floating Shelves
684,2020-08-17,11311.0,Floating Shelves
685,2020-08-18,8754.0,Floating Shelves
686,2020-08-19,10409.0,Floating Shelves
687,2020-08-20,9915.0,Floating Shelves
688,2020-08-21,13369.0,Floating Shelves
689,2020-08-22,13369.0,Floating Shelves
690,2020-08-23,9354.0,Floating Shelves
691,2020-08-24,10818.0,Floating Shelves
692,2020-08-25,10818.0,Floating Shelves
693,2020-08-26,10818.0,Floating Shelves
694,2020-08-27,10511.0,Floating Shelves
695,2020-08-28,8794.0,Floating Shelves
696,2020-08-29,8824.0,Floating Shelves
