,date,value,name_B07PRYHKCY
481,2020-08-13,15903.0,Sheet & Pillowcase Sets
482,2020-08-14,15903.0,Sheet & Pillowcase Sets
483,2020-08-15,15903.0,Sheet & Pillowcase Sets
484,2020-08-16,15903.0,Sheet & Pillowcase Sets
485,2020-08-17,15682.0,Sheet & Pillowcase Sets
486,2020-08-18,15682.0,Sheet & Pillowcase Sets
487,2020-08-19,18678.0,Sheet & Pillowcase Sets
488,2020-08-20,18258.0,Sheet & Pillowcase Sets
489,2020-08-21,18258.0,Sheet & Pillowcase Sets
490,2020-08-22,15520.0,Sheet & Pillowcase Sets
491,2020-08-23,20043.0,Sheet & Pillowcase Sets
492,2020-08-24,17099.0,Sheet & Pillowcase Sets
493,2020-08-25,15976.0,Sheet & Pillowcase Sets
494,2020-08-26,14631.0,Sheet & Pillowcase Sets
495,2020-08-27,14631.0,Sheet & Pillowcase Sets
496,2020-08-28,17374.0,Sheet & Pillowcase Sets
497,2020-08-29,20725.0,Sheet & Pillowcase Sets
498,2020-08-30,20725.0,Sheet & Pillowcase Sets
499,2020-08-31,18231.0,Sheet & Pillowcase Sets
500,2020-09-01,18231.0,Sheet & Pillowcase Sets
501,2020-09-02,15970.0,Sheet & Pillowcase Sets
502,2020-09-03,20460.0,Sheet & Pillowcase Sets
503,2020-09-04,20460.0,Sheet & Pillowcase Sets
504,2020-09-05,20460.0,Sheet & Pillowcase Sets
505,2020-09-06,17473.0,Sheet & Pillowcase Sets
506,2020-09-07,17296.0,Sheet & Pillowcase Sets
507,2020-09-08,17296.0,Sheet & Pillowcase Sets
508,2020-09-09,17296.0,Sheet & Pillowcase Sets
509,2020-09-10,17296.0,Sheet & Pillowcase Sets
510,2020-09-11,17296.0,Sheet & Pillowcase Sets
511,2020-09-12,15295.0,Sheet & Pillowcase Sets
512,2020-09-13,15295.0,Sheet & Pillowcase Sets
513,2020-09-14,15295.0,Sheet & Pillowcase Sets
514,2020-09-15,17616.0,Sheet & Pillowcase Sets
515,2020-09-16,17200.0,Sheet & Pillowcase Sets
516,2020-09-17,17200.0,Sheet & Pillowcase Sets
517,2020-09-18,17200.0,Sheet & Pillowcase Sets
518,2020-09-19,18078.0,Sheet & Pillowcase Sets
519,2020-09-20,26625.0,Sheet & Pillowcase Sets
520,2020-09-21,28208.0,Sheet & Pillowcase Sets
521,2020-09-22,28208.0,Sheet & Pillowcase Sets
522,2020-09-23,28208.0,Sheet & Pillowcase Sets
523,2020-09-24,29401.0,Sheet & Pillowcase Sets
524,2020-09-25,21619.0,Sheet & Pillowcase Sets
525,2020-09-26,21619.0,Sheet & Pillowcase Sets
526,2020-09-27,21619.0,Sheet & Pillowcase Sets
527,2020-09-28,25475.0,Sheet & Pillowcase Sets
528,2020-09-29,30094.0,Sheet & Pillowcase Sets
529,2020-09-30,30094.0,Sheet & Pillowcase Sets
530,2020-10-01,30094.0,Sheet & Pillowcase Sets
531,2020-10-02,30094.0,Sheet & Pillowcase Sets
532,2020-10-03,30094.0,Sheet & Pillowcase Sets
533,2020-10-04,30094.0,Sheet & Pillowcase Sets
534,2020-10-05,30094.0,Sheet & Pillowcase Sets
535,2020-10-06,30094.0,Sheet & Pillowcase Sets
536,2020-10-07,30094.0,Sheet & Pillowcase Sets
537,2020-10-08,14276.0,Sheet & Pillowcase Sets
538,2020-10-09,18542.0,Sheet & Pillowcase Sets
539,2020-10-10,18542.0,Sheet & Pillowcase Sets
540,2020-10-11,19192.0,Sheet & Pillowcase Sets
541,2020-10-12,19192.0,Sheet & Pillowcase Sets
542,2020-10-13,19192.0,Sheet & Pillowcase Sets
543,2020-10-14,19192.0,Sheet & Pillowcase Sets
544,2020-10-15,19192.0,Sheet & Pillowcase Sets
545,2020-10-16,21751.0,Sheet & Pillowcase Sets
546,2020-10-17,21751.0,Sheet & Pillowcase Sets
547,2020-10-18,21751.0,Sheet & Pillowcase Sets
548,2020-10-19,15333.0,Sheet & Pillowcase Sets
549,2020-10-20,9259.0,Sheet & Pillowcase Sets
550,2020-10-21,9259.0,Sheet & Pillowcase Sets
551,2020-10-22,8688.0,Sheet & Pillowcase Sets
552,2020-10-23,8688.0,Sheet & Pillowcase Sets
553,2020-10-24,9075.0,Sheet & Pillowcase Sets
554,2020-10-25,9075.0,Sheet & Pillowcase Sets
555,2020-10-26,8320.0,Sheet & Pillowcase Sets
556,2020-10-27,8320.0,Sheet & Pillowcase Sets
557,2020-10-28,16585.0,Sheet & Pillowcase Sets
558,2020-10-29,16585.0,Sheet & Pillowcase Sets
559,2020-10-30,16585.0,Sheet & Pillowcase Sets
560,2020-10-31,16585.0,Sheet & Pillowcase Sets
561,2020-11-01,16585.0,Sheet & Pillowcase Sets
562,2020-11-02,16585.0,Sheet & Pillowcase Sets
563,2020-11-03,16585.0,Sheet & Pillowcase Sets
564,2020-11-04,37980.0,Sheet & Pillowcase Sets
565,2020-11-05,37980.0,Sheet & Pillowcase Sets
566,2020-11-06,37980.0,Sheet & Pillowcase Sets
567,2020-11-07,33380.0,Sheet & Pillowcase Sets
568,2020-11-08,42207.0,Sheet & Pillowcase Sets
569,2020-11-09,42207.0,Sheet & Pillowcase Sets
570,2020-11-10,43746.0,Sheet & Pillowcase Sets
571,2020-11-11,31081.0,Sheet & Pillowcase Sets
572,2020-11-12,30735.0,Sheet & Pillowcase Sets
573,2020-11-13,27543.0,Sheet & Pillowcase Sets
574,2020-11-14,32354.0,Sheet & Pillowcase Sets
575,2020-11-15,28742.0,Sheet & Pillowcase Sets
576,2020-11-16,25789.0,Sheet & Pillowcase Sets
577,2020-11-17,25789.0,Sheet & Pillowcase Sets
578,2020-11-18,31445.0,Sheet & Pillowcase Sets
579,2020-11-19,23771.0,Sheet & Pillowcase Sets
580,2020-11-20,26534.0,Sheet & Pillowcase Sets
581,2020-11-21,23085.0,Sheet & Pillowcase Sets
582,2020-11-22,29223.0,Sheet & Pillowcase Sets
583,2020-11-23,27507.0,Sheet & Pillowcase Sets
584,2020-11-24,13636.0,Sheet & Pillowcase Sets
585,2020-11-25,5246.0,Sheet & Pillowcase Sets
586,2020-11-26,5715.0,Sheet & Pillowcase Sets
587,2020-11-27,4270.0,Sheet & Pillowcase Sets
588,2020-11-28,4270.0,Sheet & Pillowcase Sets
589,2020-11-29,4520.0,Sheet & Pillowcase Sets
590,2020-11-30,5796.0,Sheet & Pillowcase Sets
591,2020-12-01,11623.0,Sheet & Pillowcase Sets
592,2020-12-02,7614.0,Sheet & Pillowcase Sets
593,2020-12-03,13378.0,Sheet & Pillowcase Sets
594,2020-12-04,25236.0,Sheet & Pillowcase Sets
595,2020-12-05,32535.0,Sheet & Pillowcase Sets
596,2020-12-06,30693.0,Sheet & Pillowcase Sets
597,2020-12-07,39078.0,Sheet & Pillowcase Sets
598,2020-12-08,57192.0,Sheet & Pillowcase Sets
599,2020-12-09,44295.0,Sheet & Pillowcase Sets
600,2020-12-10,43211.0,Sheet & Pillowcase Sets
601,2020-12-11,52995.0,Sheet & Pillowcase Sets
602,2020-12-12,54987.0,Sheet & Pillowcase Sets
603,2020-12-13,44476.0,Sheet & Pillowcase Sets
604,2020-12-14,44476.0,Sheet & Pillowcase Sets
605,2020-12-15,59865.0,Sheet & Pillowcase Sets
606,2020-12-16,59865.0,Sheet & Pillowcase Sets
607,2020-12-17,59865.0,Sheet & Pillowcase Sets
608,2020-12-18,59865.0,Sheet & Pillowcase Sets
609,2020-12-19,59865.0,Sheet & Pillowcase Sets
610,2020-12-20,59865.0,Sheet & Pillowcase Sets
611,2020-12-21,59865.0,Sheet & Pillowcase Sets
612,2020-12-22,59865.0,Sheet & Pillowcase Sets
613,2020-12-23,34439.0,Sheet & Pillowcase Sets
614,2020-12-24,34439.0,Sheet & Pillowcase Sets
615,2020-12-25,20556.0,Sheet & Pillowcase Sets
616,2020-12-26,20556.0,Sheet & Pillowcase Sets
617,2020-12-27,20556.0,Sheet & Pillowcase Sets
618,2020-12-28,20556.0,Sheet & Pillowcase Sets
619,2020-12-29,20556.0,Sheet & Pillowcase Sets
620,2020-12-30,20556.0,Sheet & Pillowcase Sets
621,2020-12-31,4903.0,Sheet & Pillowcase Sets
622,2021-01-01,4584.0,Sheet & Pillowcase Sets
623,2021-01-02,4584.0,Sheet & Pillowcase Sets
624,2021-01-03,2770.0,Sheet & Pillowcase Sets
625,2021-01-04,2770.0,Sheet & Pillowcase Sets
626,2021-01-05,6481.0,Sheet & Pillowcase Sets
627,2021-01-06,6481.0,Sheet & Pillowcase Sets
628,2021-01-07,6481.0,Sheet & Pillowcase Sets
629,2021-01-08,6481.0,Sheet & Pillowcase Sets
630,2021-01-09,16026.0,Sheet & Pillowcase Sets
631,2021-01-10,20793.0,Sheet & Pillowcase Sets
632,2021-01-11,24685.0,Sheet & Pillowcase Sets
633,2021-01-12,23614.0,Sheet & Pillowcase Sets
634,2021-01-13,23614.0,Sheet & Pillowcase Sets
635,2021-01-14,29581.0,Sheet & Pillowcase Sets
636,2021-01-15,29581.0,Sheet & Pillowcase Sets
637,2021-01-16,35327.0,Sheet & Pillowcase Sets
638,2021-01-17,35327.0,Sheet & Pillowcase Sets
639,2021-01-18,36387.0,Sheet & Pillowcase Sets
640,2021-01-19,36387.0,Sheet & Pillowcase Sets
641,2021-01-20,21608.0,Sheet & Pillowcase Sets
642,2021-01-21,21608.0,Sheet & Pillowcase Sets
643,2021-01-22,19026.0,Sheet & Pillowcase Sets
644,2021-01-23,19026.0,Sheet & Pillowcase Sets
645,2021-01-24,17975.0,Sheet & Pillowcase Sets
646,2021-01-25,19379.0,Sheet & Pillowcase Sets
647,2021-01-26,17666.0,Sheet & Pillowcase Sets
648,2021-01-27,16756.0,Sheet & Pillowcase Sets
649,2021-01-28,15657.0,Sheet & Pillowcase Sets
650,2021-01-29,15657.0,Sheet & Pillowcase Sets
651,2021-01-30,15657.0,Sheet & Pillowcase Sets
652,2021-01-31,15657.0,Sheet & Pillowcase Sets
653,2021-02-01,14856.0,Sheet & Pillowcase Sets
654,2021-02-02,13192.0,Sheet & Pillowcase Sets
655,2021-02-03,13192.0,Sheet & Pillowcase Sets
656,2021-02-04,11683.0,Sheet & Pillowcase Sets
657,2021-02-05,11258.0,Sheet & Pillowcase Sets
658,2021-02-06,11258.0,Sheet & Pillowcase Sets
659,2021-02-07,10600.0,Sheet & Pillowcase Sets
660,2021-02-08,12879.0,Sheet & Pillowcase Sets
661,2021-02-09,12879.0,Sheet & Pillowcase Sets
662,2021-02-10,17179.0,Sheet & Pillowcase Sets
663,2021-02-11,6879.0,Sheet & Pillowcase Sets
664,2021-02-12,8716.0,Sheet & Pillowcase Sets
665,2021-02-13,8716.0,Sheet & Pillowcase Sets
666,2021-02-14,8716.0,Sheet & Pillowcase Sets
667,2021-02-15,27659.0,Sheet & Pillowcase Sets
668,2021-02-16,29578.0,Sheet & Pillowcase Sets
669,2021-02-17,25747.0,Sheet & Pillowcase Sets
670,2021-02-18,33643.0,Sheet & Pillowcase Sets
671,2021-02-19,31023.0,Sheet & Pillowcase Sets
672,2021-02-20,31023.0,Sheet & Pillowcase Sets
673,2021-02-21,31023.0,Sheet & Pillowcase Sets
674,2021-02-22,31023.0,Sheet & Pillowcase Sets
675,2021-02-23,37103.0,Sheet & Pillowcase Sets
676,2021-02-24,37103.0,Sheet & Pillowcase Sets
677,2021-02-25,37103.0,Sheet & Pillowcase Sets
678,2021-02-26,37103.0,Sheet & Pillowcase Sets
679,2021-02-27,37103.0,Sheet & Pillowcase Sets
680,2021-02-28,32731.0,Sheet & Pillowcase Sets
681,2021-03-01,34878.0,Sheet & Pillowcase Sets
682,2021-03-02,34878.0,Sheet & Pillowcase Sets
683,2021-03-03,34878.0,Sheet & Pillowcase Sets
684,2021-03-04,34878.0,Sheet & Pillowcase Sets
685,2021-03-05,34878.0,Sheet & Pillowcase Sets
686,2021-03-06,22587.0,Sheet & Pillowcase Sets
687,2021-03-07,25454.0,Sheet & Pillowcase Sets
688,2021-03-08,27178.0,Sheet & Pillowcase Sets
689,2021-03-09,27178.0,Sheet & Pillowcase Sets
690,2021-03-10,27523.0,Sheet & Pillowcase Sets
691,2021-03-11,36243.0,Sheet & Pillowcase Sets
692,2021-03-12,36243.0,Sheet & Pillowcase Sets
693,2021-03-13,36243.0,Sheet & Pillowcase Sets
694,2021-03-14,35052.0,Sheet & Pillowcase Sets
695,2021-03-15,41105.0,Sheet & Pillowcase Sets
696,2021-03-16,25666.0,Sheet & Pillowcase Sets
697,2021-03-17,22046.0,Sheet & Pillowcase Sets
698,2021-03-18,20265.0,Sheet & Pillowcase Sets
699,2021-03-19,20265.0,Sheet & Pillowcase Sets
700,2021-03-20,20265.0,Sheet & Pillowcase Sets
701,2021-03-21,32032.0,Sheet & Pillowcase Sets
702,2021-03-22,32032.0,Sheet & Pillowcase Sets
703,2021-03-23,50610.0,Sheet & Pillowcase Sets
704,2021-03-24,50610.0,Sheet & Pillowcase Sets
705,2021-03-25,50610.0,Sheet & Pillowcase Sets
706,2021-03-26,46144.0,Sheet & Pillowcase Sets
707,2021-03-27,42335.0,Sheet & Pillowcase Sets
708,2021-03-28,42335.0,Sheet & Pillowcase Sets
709,2021-03-29,36967.0,Sheet & Pillowcase Sets
710,2021-03-30,29470.0,Sheet & Pillowcase Sets
711,2021-03-31,30015.0,Sheet & Pillowcase Sets
712,2021-04-01,28496.0,Sheet & Pillowcase Sets
713,2021-04-02,33979.0,Sheet & Pillowcase Sets
714,2021-04-03,19907.0,Sheet & Pillowcase Sets
715,2021-04-04,19907.0,Sheet & Pillowcase Sets
716,2021-04-05,15088.0,Sheet & Pillowcase Sets
717,2021-04-06,15088.0,Sheet & Pillowcase Sets
718,2021-04-07,17662.0,Sheet & Pillowcase Sets
719,2021-04-08,23215.0,Sheet & Pillowcase Sets
720,2021-04-09,17219.0,Sheet & Pillowcase Sets
721,2021-04-10,15822.0,Sheet & Pillowcase Sets
722,2021-04-11,15822.0,Sheet & Pillowcase Sets
723,2021-04-12,8049.0,Sheet & Pillowcase Sets
724,2021-04-13,8049.0,Sheet & Pillowcase Sets
725,2021-04-14,20697.0,Sheet & Pillowcase Sets
726,2021-04-15,19034.0,Sheet & Pillowcase Sets
727,2021-04-16,18255.0,Sheet & Pillowcase Sets
728,2021-04-17,26113.0,Sheet & Pillowcase Sets
729,2021-04-18,26113.0,Sheet & Pillowcase Sets
730,2021-04-19,20948.0,Sheet & Pillowcase Sets
731,2021-04-20,24291.0,Sheet & Pillowcase Sets
732,2021-04-21,26634.0,Sheet & Pillowcase Sets
733,2021-04-22,26634.0,Sheet & Pillowcase Sets
734,2021-04-23,24235.0,Sheet & Pillowcase Sets
735,2021-04-24,23764.0,Sheet & Pillowcase Sets
736,2021-04-25,23764.0,Sheet & Pillowcase Sets
737,2021-04-26,23764.0,Sheet & Pillowcase Sets
738,2021-04-27,36623.0,Sheet & Pillowcase Sets
739,2021-04-28,36623.0,Sheet & Pillowcase Sets
740,2021-04-29,36859.0,Sheet & Pillowcase Sets
741,2021-04-30,42842.0,Sheet & Pillowcase Sets
742,2021-05-01,42842.0,Sheet & Pillowcase Sets
743,2021-05-02,42842.0,Sheet & Pillowcase Sets
744,2021-05-03,49063.0,Sheet & Pillowcase Sets
745,2021-05-04,49063.0,Sheet & Pillowcase Sets
746,2021-05-05,49063.0,Sheet & Pillowcase Sets
747,2021-05-06,49063.0,Sheet & Pillowcase Sets
748,2021-05-07,49063.0,Sheet & Pillowcase Sets
749,2021-05-08,49063.0,Sheet & Pillowcase Sets
750,2021-05-09,49063.0,Sheet & Pillowcase Sets
751,2021-05-10,49063.0,Sheet & Pillowcase Sets
752,2021-05-11,49063.0,Sheet & Pillowcase Sets
753,2021-05-12,49063.0,Sheet & Pillowcase Sets
754,2021-05-13,49063.0,Sheet & Pillowcase Sets
755,2021-05-14,49063.0,Sheet & Pillowcase Sets
756,2021-05-15,49063.0,Sheet & Pillowcase Sets
757,2021-05-16,49063.0,Sheet & Pillowcase Sets
758,2021-05-17,52347.0,Sheet & Pillowcase Sets
759,2021-05-18,31798.0,Sheet & Pillowcase Sets
760,2021-05-19,31798.0,Sheet & Pillowcase Sets
761,2021-05-20,44705.0,Sheet & Pillowcase Sets
762,2021-05-21,44705.0,Sheet & Pillowcase Sets
763,2021-05-22,52247.0,Sheet & Pillowcase Sets
764,2021-05-23,52247.0,Sheet & Pillowcase Sets
765,2021-05-24,53719.0,Sheet & Pillowcase Sets
766,2021-05-25,51017.0,Sheet & Pillowcase Sets
767,2021-05-26,51017.0,Sheet & Pillowcase Sets
768,2021-05-27,51017.0,Sheet & Pillowcase Sets
769,2021-05-28,51017.0,Sheet & Pillowcase Sets
770,2021-05-29,51017.0,Sheet & Pillowcase Sets
771,2021-05-30,51017.0,Sheet & Pillowcase Sets
772,2021-05-31,48538.0,Sheet & Pillowcase Sets
773,2021-06-01,34722.0,Sheet & Pillowcase Sets
774,2021-06-02,29104.0,Sheet & Pillowcase Sets
775,2021-06-03,38667.0,Sheet & Pillowcase Sets
776,2021-06-04,38667.0,Sheet & Pillowcase Sets
777,2021-06-05,38667.0,Sheet & Pillowcase Sets
778,2021-06-06,28373.0,Sheet & Pillowcase Sets
779,2021-06-07,27086.0,Sheet & Pillowcase Sets
780,2021-06-08,34597.0,Sheet & Pillowcase Sets
781,2021-06-09,30905.0,Sheet & Pillowcase Sets
782,2021-06-10,21740.0,Sheet & Pillowcase Sets
783,2021-06-11,21740.0,Sheet & Pillowcase Sets
784,2021-06-12,28754.0,Sheet & Pillowcase Sets
785,2021-06-13,28754.0,Sheet & Pillowcase Sets
786,2021-06-14,41346.0,Sheet & Pillowcase Sets
787,2021-06-15,50046.0,Sheet & Pillowcase Sets
788,2021-06-16,39148.0,Sheet & Pillowcase Sets
789,2021-06-17,29620.0,Sheet & Pillowcase Sets
790,2021-06-18,36885.0,Sheet & Pillowcase Sets
791,2021-06-19,28803.0,Sheet & Pillowcase Sets
792,2021-06-20,29722.0,Sheet & Pillowcase Sets
793,2021-06-21,29124.0,Sheet & Pillowcase Sets
794,2021-06-22,9294.0,Sheet & Pillowcase Sets
795,2021-06-23,8126.0,Sheet & Pillowcase Sets
796,2021-06-24,8126.0,Sheet & Pillowcase Sets
797,2021-06-25,15602.0,Sheet & Pillowcase Sets
798,2021-06-26,15602.0,Sheet & Pillowcase Sets
799,2021-06-27,26268.0,Sheet & Pillowcase Sets
800,2021-06-28,22003.0,Sheet & Pillowcase Sets
801,2021-06-29,26189.0,Sheet & Pillowcase Sets
802,2021-06-30,1282538.0,Sheet & Pillowcase Sets
803,2021-07-01,1282538.0,Sheet & Pillowcase Sets
804,2021-07-02,1282538.0,Sheet & Pillowcase Sets
805,2021-07-03,1365601.0,Sheet & Pillowcase Sets
806,2021-07-04,1365601.0,Sheet & Pillowcase Sets
807,2021-07-05,1365601.0,Sheet & Pillowcase Sets
808,2021-07-06,1421234.0,Sheet & Pillowcase Sets
809,2021-07-07,1440324.0,Sheet & Pillowcase Sets
810,2021-07-08,1442098.0,Sheet & Pillowcase Sets
811,2021-07-09,1481378.0,Sheet & Pillowcase Sets
