,date,value,name_B07HFG1LRJ
49,2020-07-14,38072.0,Teeth Whitening
50,2020-07-15,38072.0,Teeth Whitening
51,2020-07-16,38072.0,Teeth Whitening
52,2020-07-17,44168.0,Teeth Whitening
53,2020-07-18,44168.0,Teeth Whitening
54,2020-07-19,44168.0,Teeth Whitening
55,2020-07-20,44168.0,Teeth Whitening
56,2020-07-21,44168.0,Teeth Whitening
57,2020-07-22,39131.0,Teeth Whitening
58,2020-07-23,39131.0,Teeth Whitening
59,2020-07-24,39131.0,Teeth Whitening
60,2020-07-25,49822.0,Teeth Whitening
61,2020-07-26,49822.0,Teeth Whitening
62,2020-07-27,49822.0,Teeth Whitening
63,2020-07-28,49822.0,Teeth Whitening
64,2020-07-29,54968.0,Teeth Whitening
65,2020-07-30,54968.0,Teeth Whitening
66,2020-07-31,54968.0,Teeth Whitening
67,2020-08-01,54968.0,Teeth Whitening
68,2020-08-02,54968.0,Teeth Whitening
69,2020-08-03,54968.0,Teeth Whitening
70,2020-08-04,61046.0,Teeth Whitening
71,2020-08-05,61046.0,Teeth Whitening
72,2020-08-06,61046.0,Teeth Whitening
73,2020-08-07,61046.0,Teeth Whitening
74,2020-08-08,52343.0,Teeth Whitening
75,2020-08-09,52343.0,Teeth Whitening
76,2020-08-10,52343.0,Teeth Whitening
77,2020-08-11,52343.0,Teeth Whitening
78,2020-08-12,52343.0,Teeth Whitening
79,2020-08-13,52343.0,Teeth Whitening
80,2020-08-14,40242.0,Teeth Whitening
81,2020-08-15,40242.0,Teeth Whitening
82,2020-08-16,40242.0,Teeth Whitening
83,2020-08-17,40242.0,Teeth Whitening
84,2020-08-18,40242.0,Teeth Whitening
85,2020-08-19,40242.0,Teeth Whitening
86,2020-08-20,40242.0,Teeth Whitening
87,2020-08-21,40242.0,Teeth Whitening
88,2020-08-22,40242.0,Teeth Whitening
89,2020-08-23,40242.0,Teeth Whitening
90,2020-08-24,40242.0,Teeth Whitening
91,2020-08-25,31546.0,Teeth Whitening
92,2020-08-26,31546.0,Teeth Whitening
93,2020-08-27,31546.0,Teeth Whitening
94,2020-08-28,31546.0,Teeth Whitening
95,2020-08-29,31546.0,Teeth Whitening
96,2020-08-30,35427.0,Teeth Whitening
97,2020-08-31,35427.0,Teeth Whitening
98,2020-09-01,35427.0,Teeth Whitening
99,2020-09-02,35427.0,Teeth Whitening
100,2020-09-03,35427.0,Teeth Whitening
101,2020-09-04,35427.0,Teeth Whitening
102,2020-09-05,35427.0,Teeth Whitening
103,2020-09-06,35427.0,Teeth Whitening
104,2020-09-07,35427.0,Teeth Whitening
105,2020-09-08,26689.0,Teeth Whitening
106,2020-09-09,26689.0,Teeth Whitening
107,2020-09-10,26689.0,Teeth Whitening
108,2020-09-11,26689.0,Teeth Whitening
109,2020-09-12,26689.0,Teeth Whitening
110,2020-09-13,33340.0,Teeth Whitening
111,2020-09-14,33340.0,Teeth Whitening
112,2020-09-15,41680.0,Teeth Whitening
113,2020-09-16,41680.0,Teeth Whitening
114,2020-09-17,41680.0,Teeth Whitening
115,2020-09-18,41680.0,Teeth Whitening
116,2020-09-19,41680.0,Teeth Whitening
117,2020-09-20,41680.0,Teeth Whitening
118,2020-09-21,42729.0,Teeth Whitening
119,2020-09-22,42729.0,Teeth Whitening
120,2020-09-23,42729.0,Teeth Whitening
121,2020-09-24,42729.0,Teeth Whitening
122,2020-09-25,42729.0,Teeth Whitening
123,2020-09-26,31815.0,Teeth Whitening
124,2020-09-27,32582.0,Teeth Whitening
125,2020-09-28,32582.0,Teeth Whitening
126,2020-09-29,32582.0,Teeth Whitening
127,2020-09-30,29472.0,Teeth Whitening
128,2020-10-01,29472.0,Teeth Whitening
129,2020-10-02,29472.0,Teeth Whitening
130,2020-10-03,29472.0,Teeth Whitening
131,2020-10-04,29472.0,Teeth Whitening
132,2020-10-05,29472.0,Teeth Whitening
133,2020-10-06,29472.0,Teeth Whitening
134,2020-10-07,30782.0,Teeth Whitening
135,2020-10-08,30782.0,Teeth Whitening
136,2020-10-09,30782.0,Teeth Whitening
137,2020-10-10,30782.0,Teeth Whitening
138,2020-10-11,37605.0,Teeth Whitening
139,2020-10-12,37605.0,Teeth Whitening
140,2020-10-13,37605.0,Teeth Whitening
141,2020-10-14,37605.0,Teeth Whitening
142,2020-10-15,37605.0,Teeth Whitening
143,2020-10-16,24806.0,Teeth Whitening
144,2020-10-17,24806.0,Teeth Whitening
145,2020-10-18,24806.0,Teeth Whitening
146,2020-10-19,24806.0,Teeth Whitening
147,2020-10-20,24806.0,Teeth Whitening
148,2020-10-21,24806.0,Teeth Whitening
149,2020-10-22,25243.0,Teeth Whitening
150,2020-10-23,25243.0,Teeth Whitening
151,2020-10-24,25243.0,Teeth Whitening
152,2020-10-25,28090.0,Teeth Whitening
153,2020-10-26,28090.0,Teeth Whitening
154,2020-10-27,28090.0,Teeth Whitening
155,2020-10-28,32734.0,Teeth Whitening
156,2020-10-29,32734.0,Teeth Whitening
157,2020-10-30,32734.0,Teeth Whitening
158,2020-10-31,32977.0,Teeth Whitening
159,2020-11-01,32977.0,Teeth Whitening
160,2020-11-02,32977.0,Teeth Whitening
161,2020-11-03,46387.0,Teeth Whitening
162,2020-11-04,24091.0,Teeth Whitening
163,2020-11-05,24091.0,Teeth Whitening
164,2020-11-06,24091.0,Teeth Whitening
165,2020-11-07,24091.0,Teeth Whitening
166,2020-11-08,33504.0,Teeth Whitening
167,2020-11-09,33504.0,Teeth Whitening
168,2020-11-10,38691.0,Teeth Whitening
169,2020-11-11,38691.0,Teeth Whitening
170,2020-11-12,38691.0,Teeth Whitening
171,2020-11-13,38691.0,Teeth Whitening
172,2020-11-14,38691.0,Teeth Whitening
173,2020-11-15,38691.0,Teeth Whitening
174,2020-11-16,38691.0,Teeth Whitening
175,2020-11-17,38691.0,Teeth Whitening
176,2020-11-18,46101.0,Teeth Whitening
177,2020-11-19,46101.0,Teeth Whitening
178,2020-11-20,46101.0,Teeth Whitening
179,2020-11-21,46101.0,Teeth Whitening
180,2020-11-22,43257.0,Teeth Whitening
181,2020-11-23,43257.0,Teeth Whitening
182,2020-11-24,43257.0,Teeth Whitening
183,2020-11-25,43257.0,Teeth Whitening
184,2020-11-26,43257.0,Teeth Whitening
185,2020-11-27,43257.0,Teeth Whitening
186,2020-11-28,42879.0,Teeth Whitening
187,2020-11-29,42879.0,Teeth Whitening
188,2020-11-30,42879.0,Teeth Whitening
189,2020-12-01,42879.0,Teeth Whitening
190,2020-12-02,42879.0,Teeth Whitening
191,2020-12-03,38621.0,Teeth Whitening
192,2020-12-04,38621.0,Teeth Whitening
193,2020-12-05,38621.0,Teeth Whitening
194,2020-12-06,35001.0,Teeth Whitening
195,2020-12-07,35001.0,Teeth Whitening
196,2020-12-08,35001.0,Teeth Whitening
197,2020-12-09,35001.0,Teeth Whitening
198,2020-12-10,35001.0,Teeth Whitening
199,2020-12-11,31950.0,Teeth Whitening
200,2020-12-12,31950.0,Teeth Whitening
201,2020-12-13,31950.0,Teeth Whitening
202,2020-12-14,31950.0,Teeth Whitening
203,2020-12-15,31950.0,Teeth Whitening
204,2020-12-16,31950.0,Teeth Whitening
205,2020-12-17,31950.0,Teeth Whitening
206,2020-12-18,31950.0,Teeth Whitening
207,2020-12-19,31950.0,Teeth Whitening
208,2020-12-20,31950.0,Teeth Whitening
209,2020-12-21,31950.0,Teeth Whitening
210,2020-12-22,31950.0,Teeth Whitening
211,2020-12-23,29282.0,Teeth Whitening
212,2020-12-24,32551.0,Teeth Whitening
213,2020-12-25,32551.0,Teeth Whitening
214,2020-12-26,38599.0,Teeth Whitening
215,2020-12-27,38599.0,Teeth Whitening
216,2020-12-28,38599.0,Teeth Whitening
217,2020-12-29,38599.0,Teeth Whitening
218,2020-12-30,32159.0,Teeth Whitening
219,2020-12-31,32159.0,Teeth Whitening
220,2021-01-01,32159.0,Teeth Whitening
221,2021-01-02,32159.0,Teeth Whitening
222,2021-01-03,32159.0,Teeth Whitening
223,2021-01-04,32159.0,Teeth Whitening
224,2021-01-05,29733.0,Teeth Whitening
225,2021-01-06,29733.0,Teeth Whitening
226,2021-01-07,25325.0,Teeth Whitening
227,2021-01-08,27933.0,Teeth Whitening
228,2021-01-09,27933.0,Teeth Whitening
229,2021-01-10,27933.0,Teeth Whitening
230,2021-01-11,31154.0,Teeth Whitening
231,2021-01-12,29484.0,Teeth Whitening
232,2021-01-13,29484.0,Teeth Whitening
233,2021-01-14,23720.0,Teeth Whitening
234,2021-01-15,23720.0,Teeth Whitening
235,2021-01-16,23720.0,Teeth Whitening
236,2021-01-17,23720.0,Teeth Whitening
237,2021-01-18,23720.0,Teeth Whitening
238,2021-01-19,23720.0,Teeth Whitening
239,2021-01-20,23720.0,Teeth Whitening
240,2021-01-21,27199.0,Teeth Whitening
241,2021-01-22,27199.0,Teeth Whitening
242,2021-01-23,27199.0,Teeth Whitening
243,2021-01-24,27199.0,Teeth Whitening
244,2021-01-25,27199.0,Teeth Whitening
245,2021-01-26,28006.0,Teeth Whitening
246,2021-01-27,28006.0,Teeth Whitening
247,2021-01-28,28006.0,Teeth Whitening
248,2021-01-29,23879.0,Teeth Whitening
249,2021-01-30,23879.0,Teeth Whitening
250,2021-01-31,23879.0,Teeth Whitening
251,2021-02-01,23879.0,Teeth Whitening
252,2021-02-02,27346.0,Teeth Whitening
253,2021-02-03,27346.0,Teeth Whitening
254,2021-02-04,27346.0,Teeth Whitening
255,2021-02-05,27346.0,Teeth Whitening
256,2021-02-06,20831.0,Teeth Whitening
257,2021-02-07,20831.0,Teeth Whitening
258,2021-02-08,20831.0,Teeth Whitening
259,2021-02-09,20831.0,Teeth Whitening
260,2021-02-10,20831.0,Teeth Whitening
261,2021-02-11,20831.0,Teeth Whitening
262,2021-02-12,20831.0,Teeth Whitening
263,2021-02-13,26417.0,Teeth Whitening
264,2021-02-14,26417.0,Teeth Whitening
265,2021-02-15,26417.0,Teeth Whitening
266,2021-02-16,26417.0,Teeth Whitening
267,2021-02-17,25809.0,Teeth Whitening
268,2021-02-18,25809.0,Teeth Whitening
269,2021-02-19,25809.0,Teeth Whitening
270,2021-02-20,24994.0,Teeth Whitening
271,2021-02-21,24994.0,Teeth Whitening
272,2021-02-22,24994.0,Teeth Whitening
273,2021-02-23,24994.0,Teeth Whitening
274,2021-02-24,24994.0,Teeth Whitening
275,2021-02-25,27671.0,Teeth Whitening
276,2021-02-26,27671.0,Teeth Whitening
277,2021-02-27,27671.0,Teeth Whitening
278,2021-02-28,27671.0,Teeth Whitening
279,2021-03-01,27671.0,Teeth Whitening
280,2021-03-02,28722.0,Teeth Whitening
281,2021-03-03,28722.0,Teeth Whitening
282,2021-03-04,28722.0,Teeth Whitening
283,2021-03-05,28722.0,Teeth Whitening
284,2021-03-06,25081.0,Teeth Whitening
285,2021-03-07,25081.0,Teeth Whitening
286,2021-03-08,25081.0,Teeth Whitening
287,2021-03-09,25081.0,Teeth Whitening
288,2021-03-10,23179.0,Teeth Whitening
289,2021-03-11,23179.0,Teeth Whitening
290,2021-03-12,20198.0,Teeth Whitening
291,2021-03-13,20198.0,Teeth Whitening
292,2021-03-14,20198.0,Teeth Whitening
293,2021-03-15,20198.0,Teeth Whitening
294,2021-03-16,20198.0,Teeth Whitening
295,2021-03-17,20198.0,Teeth Whitening
296,2021-03-18,20198.0,Teeth Whitening
297,2021-03-19,20198.0,Teeth Whitening
298,2021-03-20,20198.0,Teeth Whitening
299,2021-03-21,20198.0,Teeth Whitening
300,2021-03-22,20198.0,Teeth Whitening
301,2021-03-23,20198.0,Teeth Whitening
302,2021-03-24,29033.0,Teeth Whitening
303,2021-03-25,29033.0,Teeth Whitening
304,2021-03-26,29033.0,Teeth Whitening
305,2021-03-27,29033.0,Teeth Whitening
306,2021-03-28,25254.0,Teeth Whitening
307,2021-03-29,25254.0,Teeth Whitening
308,2021-03-30,25254.0,Teeth Whitening
309,2021-03-31,25254.0,Teeth Whitening
310,2021-04-01,25254.0,Teeth Whitening
311,2021-04-02,25254.0,Teeth Whitening
312,2021-04-03,25254.0,Teeth Whitening
313,2021-04-04,25254.0,Teeth Whitening
314,2021-04-05,25254.0,Teeth Whitening
315,2021-04-06,24050.0,Teeth Whitening
316,2021-04-07,24050.0,Teeth Whitening
317,2021-04-08,24050.0,Teeth Whitening
318,2021-04-09,20346.0,Teeth Whitening
319,2021-04-10,20346.0,Teeth Whitening
320,2021-04-11,20346.0,Teeth Whitening
321,2021-04-12,20346.0,Teeth Whitening
322,2021-04-13,20346.0,Teeth Whitening
323,2021-04-14,20346.0,Teeth Whitening
324,2021-04-15,20346.0,Teeth Whitening
325,2021-04-16,20346.0,Teeth Whitening
326,2021-04-17,25200.0,Teeth Whitening
327,2021-04-18,25200.0,Teeth Whitening
328,2021-04-19,25200.0,Teeth Whitening
329,2021-04-20,25200.0,Teeth Whitening
330,2021-04-21,21412.0,Teeth Whitening
331,2021-04-22,21412.0,Teeth Whitening
332,2021-04-23,21412.0,Teeth Whitening
333,2021-04-24,21412.0,Teeth Whitening
334,2021-04-25,21412.0,Teeth Whitening
335,2021-04-26,19723.0,Teeth Whitening
336,2021-04-27,19723.0,Teeth Whitening
337,2021-04-28,22426.0,Teeth Whitening
338,2021-04-29,22426.0,Teeth Whitening
339,2021-04-30,23222.0,Teeth Whitening
340,2021-05-01,16587.0,Teeth Whitening
341,2021-05-02,16990.0,Teeth Whitening
342,2021-05-03,16990.0,Teeth Whitening
343,2021-05-04,16990.0,Teeth Whitening
344,2021-05-05,24348.0,Teeth Whitening
345,2021-05-06,24348.0,Teeth Whitening
346,2021-05-07,24348.0,Teeth Whitening
347,2021-05-08,23799.0,Teeth Whitening
348,2021-05-09,19303.0,Teeth Whitening
349,2021-05-10,19303.0,Teeth Whitening
350,2021-05-11,29464.0,Teeth Whitening
351,2021-05-12,20514.0,Teeth Whitening
352,2021-05-13,28300.0,Teeth Whitening
353,2021-05-14,28300.0,Teeth Whitening
354,2021-05-15,28300.0,Teeth Whitening
355,2021-05-16,28300.0,Teeth Whitening
356,2021-05-17,25004.0,Teeth Whitening
357,2021-05-18,25004.0,Teeth Whitening
358,2021-05-19,25004.0,Teeth Whitening
359,2021-05-20,25004.0,Teeth Whitening
360,2021-05-21,25004.0,Teeth Whitening
361,2021-05-22,25004.0,Teeth Whitening
362,2021-05-23,25004.0,Teeth Whitening
363,2021-05-24,25004.0,Teeth Whitening
364,2021-05-25,25004.0,Teeth Whitening
365,2021-05-26,25004.0,Teeth Whitening
366,2021-05-27,32120.0,Teeth Whitening
367,2021-05-28,32120.0,Teeth Whitening
368,2021-05-29,32120.0,Teeth Whitening
369,2021-05-30,32120.0,Teeth Whitening
370,2021-05-31,32120.0,Teeth Whitening
371,2021-06-01,37092.0,Teeth Whitening
372,2021-06-02,37092.0,Teeth Whitening
373,2021-06-03,37092.0,Teeth Whitening
374,2021-06-04,37092.0,Teeth Whitening
375,2021-06-05,26339.0,Teeth Whitening
376,2021-06-06,30626.0,Teeth Whitening
377,2021-06-07,30626.0,Teeth Whitening
378,2021-06-08,30626.0,Teeth Whitening
379,2021-06-09,30626.0,Teeth Whitening
380,2021-06-10,40449.0,Teeth Whitening
381,2021-06-11,40449.0,Teeth Whitening
382,2021-06-12,40449.0,Teeth Whitening
383,2021-06-13,40449.0,Teeth Whitening
384,2021-06-14,40449.0,Teeth Whitening
385,2021-06-15,40449.0,Teeth Whitening
386,2021-06-16,41787.0,Teeth Whitening
387,2021-06-17,41787.0,Teeth Whitening
388,2021-06-18,54261.0,Teeth Whitening
389,2021-06-19,54261.0,Teeth Whitening
390,2021-06-20,41723.0,Teeth Whitening
391,2021-06-21,41723.0,Teeth Whitening
392,2021-06-22,41723.0,Teeth Whitening
393,2021-06-23,41723.0,Teeth Whitening
394,2021-06-24,24986.0,Teeth Whitening
395,2021-06-25,24986.0,Teeth Whitening
396,2021-06-26,24986.0,Teeth Whitening
397,2021-06-27,25155.0,Teeth Whitening
398,2021-06-28,25155.0,Teeth Whitening
399,2021-06-29,25155.0,Teeth Whitening
400,2021-06-30,25155.0,Teeth Whitening
401,2021-07-01,25155.0,Teeth Whitening
402,2021-07-02,25155.0,Teeth Whitening
403,2021-07-03,25155.0,Teeth Whitening
404,2021-07-04,25155.0,Teeth Whitening
405,2021-07-05,22074.0,Teeth Whitening
406,2021-07-06,24298.0,Teeth Whitening
407,2021-07-07,24298.0,Teeth Whitening
408,2021-07-08,24298.0,Teeth Whitening
409,2021-07-09,23397.0,Teeth Whitening
