,date,value,name_B01MS1OWYR
665,2020-05-05,-1.0,Weather Stations
666,2020-05-06,-1.0,Weather Stations
667,2020-05-07,-1.0,Weather Stations
668,2020-05-08,-1.0,Weather Stations
669,2020-05-09,-1.0,Weather Stations
670,2020-05-10,-1.0,Weather Stations
671,2020-05-11,-1.0,Weather Stations
672,2020-05-12,-1.0,Weather Stations
673,2020-05-13,-1.0,Weather Stations
674,2020-05-14,-1.0,Weather Stations
675,2020-05-15,-1.0,Weather Stations
676,2020-05-16,-1.0,Weather Stations
677,2020-05-17,-1.0,Weather Stations
678,2020-05-18,-1.0,Weather Stations
679,2020-05-19,-1.0,Weather Stations
680,2020-05-20,-1.0,Weather Stations
681,2020-05-21,-1.0,Weather Stations
682,2020-05-22,-1.0,Weather Stations
683,2020-05-23,-1.0,Weather Stations
684,2020-05-24,-1.0,Weather Stations
685,2020-05-25,-1.0,Weather Stations
686,2020-05-26,-1.0,Weather Stations
687,2020-05-27,-1.0,Weather Stations
688,2020-05-28,-1.0,Weather Stations
689,2020-05-29,-1.0,Weather Stations
690,2020-05-30,-1.0,Weather Stations
691,2020-05-31,-1.0,Weather Stations
692,2020-06-01,-1.0,Weather Stations
693,2020-06-02,-1.0,Weather Stations
694,2020-06-03,-1.0,Weather Stations
695,2020-06-04,-1.0,Weather Stations
696,2020-06-05,-1.0,Weather Stations
697,2020-06-06,-1.0,Weather Stations
698,2020-06-07,-1.0,Weather Stations
699,2020-06-08,-1.0,Weather Stations
700,2020-06-09,-1.0,Weather Stations
701,2020-06-10,-1.0,Weather Stations
702,2020-06-11,-1.0,Weather Stations
703,2020-06-12,-1.0,Weather Stations
704,2020-06-13,-1.0,Weather Stations
705,2020-06-14,-1.0,Weather Stations
706,2020-06-15,-1.0,Weather Stations
707,2020-06-16,-1.0,Weather Stations
708,2020-06-17,-1.0,Weather Stations
709,2020-06-18,-1.0,Weather Stations
710,2020-06-19,-1.0,Weather Stations
711,2020-06-20,-1.0,Weather Stations
712,2020-06-21,-1.0,Weather Stations
713,2020-06-22,-1.0,Weather Stations
714,2020-06-23,-1.0,Weather Stations
715,2020-06-24,-1.0,Weather Stations
716,2020-06-25,-1.0,Weather Stations
717,2020-06-26,-1.0,Weather Stations
718,2020-06-27,-1.0,Weather Stations
719,2020-06-28,-1.0,Weather Stations
720,2020-06-29,-1.0,Weather Stations
721,2020-06-30,-1.0,Weather Stations
722,2020-07-01,-1.0,Weather Stations
723,2020-07-02,-1.0,Weather Stations
724,2020-07-03,-1.0,Weather Stations
725,2020-07-04,-1.0,Weather Stations
726,2020-07-05,-1.0,Weather Stations
727,2020-07-06,-1.0,Weather Stations
728,2020-07-07,-1.0,Weather Stations
729,2020-07-08,-1.0,Weather Stations
730,2020-07-09,-1.0,Weather Stations
731,2020-07-10,-1.0,Weather Stations
732,2020-07-11,-1.0,Weather Stations
733,2020-07-12,-1.0,Weather Stations
734,2020-07-13,-1.0,Weather Stations
735,2020-07-14,-1.0,Weather Stations
736,2020-07-15,-1.0,Weather Stations
737,2020-07-16,-1.0,Weather Stations
738,2020-07-17,-1.0,Weather Stations
739,2020-07-18,-1.0,Weather Stations
740,2020-07-19,-1.0,Weather Stations
741,2020-07-20,-1.0,Weather Stations
742,2020-07-21,-1.0,Weather Stations
743,2020-07-22,-1.0,Weather Stations
744,2020-07-23,-1.0,Weather Stations
745,2020-07-24,-1.0,Weather Stations
746,2020-07-25,-1.0,Weather Stations
747,2020-07-26,-1.0,Weather Stations
748,2020-07-27,-1.0,Weather Stations
749,2020-07-28,-1.0,Weather Stations
750,2020-07-29,-1.0,Weather Stations
751,2020-07-30,-1.0,Weather Stations
752,2020-07-31,10651.0,Weather Stations
753,2020-08-01,10651.0,Weather Stations
754,2020-08-02,10651.0,Weather Stations
755,2020-08-03,8418.0,Weather Stations
756,2020-08-04,8418.0,Weather Stations
757,2020-08-05,9391.0,Weather Stations
758,2020-08-06,9391.0,Weather Stations
759,2020-08-07,11293.0,Weather Stations
760,2020-08-08,11293.0,Weather Stations
761,2020-08-09,9687.0,Weather Stations
762,2020-08-10,7396.0,Weather Stations
763,2020-08-11,7396.0,Weather Stations
764,2020-08-12,7396.0,Weather Stations
765,2020-08-13,8134.0,Weather Stations
766,2020-08-14,8134.0,Weather Stations
767,2020-08-15,11033.0,Weather Stations
768,2020-08-16,11033.0,Weather Stations
769,2020-08-17,11033.0,Weather Stations
770,2020-08-18,8468.0,Weather Stations
771,2020-08-19,8752.0,Weather Stations
772,2020-08-20,8752.0,Weather Stations
773,2020-08-21,8752.0,Weather Stations
774,2020-08-22,8868.0,Weather Stations
775,2020-08-23,8868.0,Weather Stations
776,2020-08-24,6532.0,Weather Stations
777,2020-08-25,6532.0,Weather Stations
778,2020-08-26,4297.0,Weather Stations
779,2020-08-27,4297.0,Weather Stations
780,2020-08-28,4297.0,Weather Stations
781,2020-08-29,4297.0,Weather Stations
782,2020-08-30,4158.0,Weather Stations
783,2020-08-31,4158.0,Weather Stations
784,2020-09-01,4158.0,Weather Stations
785,2020-09-02,4158.0,Weather Stations
786,2020-09-03,5310.0,Weather Stations
787,2020-09-04,5310.0,Weather Stations
788,2020-09-05,5313.0,Weather Stations
789,2020-09-06,5313.0,Weather Stations
790,2020-09-07,5313.0,Weather Stations
791,2020-09-08,5546.0,Weather Stations
792,2020-09-09,5546.0,Weather Stations
793,2020-09-10,5546.0,Weather Stations
794,2020-09-11,3657.0,Weather Stations
795,2020-09-12,3657.0,Weather Stations
796,2020-09-13,3657.0,Weather Stations
797,2020-09-14,3985.0,Weather Stations
798,2020-09-15,3985.0,Weather Stations
799,2020-09-16,3985.0,Weather Stations
800,2020-09-17,4415.0,Weather Stations
801,2020-09-18,4415.0,Weather Stations
802,2020-09-19,4415.0,Weather Stations
803,2020-09-20,3382.0,Weather Stations
804,2020-09-21,2613.0,Weather Stations
805,2020-09-22,2613.0,Weather Stations
806,2020-09-23,2613.0,Weather Stations
807,2020-09-24,3166.0,Weather Stations
808,2020-09-25,3055.0,Weather Stations
809,2020-09-26,3055.0,Weather Stations
810,2020-09-27,4527.0,Weather Stations
811,2020-09-28,4433.0,Weather Stations
812,2020-09-29,4433.0,Weather Stations
813,2020-09-30,4433.0,Weather Stations
814,2020-10-01,4000.0,Weather Stations
815,2020-10-02,4000.0,Weather Stations
816,2020-10-03,4000.0,Weather Stations
817,2020-10-04,3122.0,Weather Stations
818,2020-10-05,3923.0,Weather Stations
819,2020-10-06,3923.0,Weather Stations
820,2020-10-07,3357.0,Weather Stations
821,2020-10-08,3357.0,Weather Stations
822,2020-10-09,3357.0,Weather Stations
823,2020-10-10,3782.0,Weather Stations
824,2020-10-11,3590.0,Weather Stations
825,2020-10-12,4036.0,Weather Stations
826,2020-10-13,4014.0,Weather Stations
827,2020-10-14,4014.0,Weather Stations
828,2020-10-15,3216.0,Weather Stations
829,2020-10-16,3216.0,Weather Stations
830,2020-10-17,3608.0,Weather Stations
831,2020-10-18,3608.0,Weather Stations
832,2020-10-19,2637.0,Weather Stations
833,2020-10-20,2913.0,Weather Stations
834,2020-10-21,2760.0,Weather Stations
835,2020-10-22,2653.0,Weather Stations
836,2020-10-23,2653.0,Weather Stations
837,2020-10-24,2653.0,Weather Stations
838,2020-10-25,1902.0,Weather Stations
839,2020-10-26,2063.0,Weather Stations
840,2020-10-27,2063.0,Weather Stations
841,2020-10-28,2063.0,Weather Stations
842,2020-10-29,1487.0,Weather Stations
843,2020-10-30,1487.0,Weather Stations
844,2020-10-31,1393.0,Weather Stations
845,2020-11-01,1393.0,Weather Stations
846,2020-11-02,1393.0,Weather Stations
847,2020-11-03,1482.0,Weather Stations
848,2020-11-04,1533.0,Weather Stations
849,2020-11-05,1533.0,Weather Stations
850,2020-11-06,1533.0,Weather Stations
851,2020-11-07,1529.0,Weather Stations
852,2020-11-08,1852.0,Weather Stations
853,2020-11-09,1428.0,Weather Stations
854,2020-11-10,1428.0,Weather Stations
855,2020-11-11,1543.0,Weather Stations
856,2020-11-12,1543.0,Weather Stations
857,2020-11-13,1543.0,Weather Stations
858,2020-11-14,1514.0,Weather Stations
859,2020-11-15,1514.0,Weather Stations
860,2020-11-16,1514.0,Weather Stations
861,2020-11-17,1534.0,Weather Stations
862,2020-11-18,1534.0,Weather Stations
863,2020-11-19,1258.0,Weather Stations
864,2020-11-20,2202.0,Weather Stations
865,2020-11-21,2202.0,Weather Stations
866,2020-11-22,2202.0,Weather Stations
867,2020-11-23,6654.0,Weather Stations
868,2020-11-24,6654.0,Weather Stations
869,2020-11-25,6006.0,Weather Stations
870,2020-11-26,6006.0,Weather Stations
871,2020-11-27,5428.0,Weather Stations
872,2020-11-28,5428.0,Weather Stations
873,2020-11-29,5428.0,Weather Stations
874,2020-11-30,2311.0,Weather Stations
875,2020-12-01,4146.0,Weather Stations
876,2020-12-02,4146.0,Weather Stations
877,2020-12-03,4146.0,Weather Stations
878,2020-12-04,4146.0,Weather Stations
879,2020-12-05,12254.0,Weather Stations
880,2020-12-06,12254.0,Weather Stations
881,2020-12-07,3161.0,Weather Stations
882,2020-12-08,3161.0,Weather Stations
883,2020-12-09,3161.0,Weather Stations
884,2020-12-10,2602.0,Weather Stations
885,2020-12-11,2602.0,Weather Stations
886,2020-12-12,2602.0,Weather Stations
887,2020-12-13,3644.0,Weather Stations
888,2020-12-14,3644.0,Weather Stations
889,2020-12-15,3644.0,Weather Stations
890,2020-12-16,5092.0,Weather Stations
891,2020-12-17,5092.0,Weather Stations
892,2020-12-18,5092.0,Weather Stations
893,2020-12-19,5092.0,Weather Stations
894,2020-12-20,4794.0,Weather Stations
895,2020-12-21,4794.0,Weather Stations
896,2020-12-22,4794.0,Weather Stations
897,2020-12-23,3506.0,Weather Stations
898,2020-12-24,3506.0,Weather Stations
899,2020-12-25,2374.0,Weather Stations
900,2020-12-26,2374.0,Weather Stations
901,2020-12-27,2164.0,Weather Stations
902,2020-12-28,2164.0,Weather Stations
903,2020-12-29,3020.0,Weather Stations
904,2020-12-30,3020.0,Weather Stations
905,2020-12-31,3020.0,Weather Stations
906,2021-01-01,3538.0,Weather Stations
907,2021-01-02,3538.0,Weather Stations
908,2021-01-03,3538.0,Weather Stations
909,2021-01-04,2428.0,Weather Stations
910,2021-01-05,2428.0,Weather Stations
911,2021-01-06,2428.0,Weather Stations
912,2021-01-07,3449.0,Weather Stations
913,2021-01-08,3440.0,Weather Stations
914,2021-01-09,3362.0,Weather Stations
915,2021-01-10,3362.0,Weather Stations
916,2021-01-11,3240.0,Weather Stations
917,2021-01-12,3240.0,Weather Stations
918,2021-01-13,3240.0,Weather Stations
919,2021-01-14,3745.0,Weather Stations
920,2021-01-15,3745.0,Weather Stations
921,2021-01-16,2417.0,Weather Stations
922,2021-01-17,2417.0,Weather Stations
923,2021-01-18,2417.0,Weather Stations
924,2021-01-19,3081.0,Weather Stations
925,2021-01-20,3081.0,Weather Stations
926,2021-01-21,3081.0,Weather Stations
927,2021-01-22,3113.0,Weather Stations
928,2021-01-23,3113.0,Weather Stations
929,2021-01-24,4075.0,Weather Stations
930,2021-01-25,4075.0,Weather Stations
931,2021-01-26,3160.0,Weather Stations
932,2021-01-27,3160.0,Weather Stations
933,2021-01-28,3160.0,Weather Stations
934,2021-01-29,2303.0,Weather Stations
935,2021-01-30,2303.0,Weather Stations
936,2021-01-31,2200.0,Weather Stations
937,2021-02-01,2226.0,Weather Stations
938,2021-02-02,2226.0,Weather Stations
939,2021-02-03,3174.0,Weather Stations
940,2021-02-04,3174.0,Weather Stations
941,2021-02-05,3174.0,Weather Stations
942,2021-02-06,4121.0,Weather Stations
943,2021-02-07,4121.0,Weather Stations
944,2021-02-08,2685.0,Weather Stations
945,2021-02-09,2685.0,Weather Stations
946,2021-02-10,2685.0,Weather Stations
947,2021-02-11,3167.0,Weather Stations
948,2021-02-12,3167.0,Weather Stations
949,2021-02-13,3167.0,Weather Stations
950,2021-02-14,3167.0,Weather Stations
951,2021-02-15,2999.0,Weather Stations
952,2021-02-16,2999.0,Weather Stations
953,2021-02-17,2999.0,Weather Stations
954,2021-02-18,2415.0,Weather Stations
955,2021-02-19,2415.0,Weather Stations
956,2021-02-20,2898.0,Weather Stations
957,2021-02-21,2898.0,Weather Stations
958,2021-02-22,2898.0,Weather Stations
959,2021-02-23,2319.0,Weather Stations
960,2021-02-24,2319.0,Weather Stations
961,2021-02-25,2867.0,Weather Stations
962,2021-02-26,2867.0,Weather Stations
963,2021-02-27,2867.0,Weather Stations
964,2021-02-28,2867.0,Weather Stations
965,2021-03-01,3144.0,Weather Stations
966,2021-03-02,3144.0,Weather Stations
967,2021-03-03,3144.0,Weather Stations
968,2021-03-04,2694.0,Weather Stations
969,2021-03-05,2694.0,Weather Stations
970,2021-03-06,4469.0,Weather Stations
971,2021-03-07,4469.0,Weather Stations
972,2021-03-08,4023.0,Weather Stations
973,2021-03-09,4023.0,Weather Stations
974,2021-03-10,4023.0,Weather Stations
975,2021-03-11,5209.0,Weather Stations
976,2021-03-12,5468.0,Weather Stations
977,2021-03-13,5468.0,Weather Stations
978,2021-03-14,6948.0,Weather Stations
979,2021-03-15,6948.0,Weather Stations
980,2021-03-16,6948.0,Weather Stations
981,2021-03-17,5852.0,Weather Stations
982,2021-03-18,5852.0,Weather Stations
983,2021-03-19,5852.0,Weather Stations
984,2021-03-20,5852.0,Weather Stations
985,2021-03-21,6057.0,Weather Stations
986,2021-03-22,6057.0,Weather Stations
987,2021-03-23,7887.0,Weather Stations
988,2021-03-24,9680.0,Weather Stations
989,2021-03-25,6841.0,Weather Stations
990,2021-03-26,6841.0,Weather Stations
991,2021-03-27,7849.0,Weather Stations
992,2021-03-28,7849.0,Weather Stations
993,2021-03-29,7849.0,Weather Stations
994,2021-03-30,7849.0,Weather Stations
995,2021-03-31,11155.0,Weather Stations
996,2021-04-01,11155.0,Weather Stations
997,2021-04-02,11155.0,Weather Stations
998,2021-04-03,11155.0,Weather Stations
999,2021-04-04,9089.0,Weather Stations
1000,2021-04-05,10441.0,Weather Stations
1001,2021-04-06,10441.0,Weather Stations
1002,2021-04-07,10441.0,Weather Stations
1003,2021-04-08,12546.0,Weather Stations
1004,2021-04-09,12546.0,Weather Stations
1005,2021-04-10,12546.0,Weather Stations
1006,2021-04-11,16786.0,Weather Stations
1007,2021-04-12,16786.0,Weather Stations
1008,2021-04-13,9933.0,Weather Stations
1009,2021-04-14,9933.0,Weather Stations
1010,2021-04-15,12865.0,Weather Stations
1011,2021-04-16,12865.0,Weather Stations
1012,2021-04-17,12865.0,Weather Stations
1013,2021-04-18,13248.0,Weather Stations
1014,2021-04-19,13248.0,Weather Stations
1015,2021-04-20,11166.0,Weather Stations
1016,2021-04-21,11166.0,Weather Stations
1017,2021-04-22,11166.0,Weather Stations
1018,2021-04-23,10406.0,Weather Stations
1019,2021-04-24,10406.0,Weather Stations
1020,2021-04-25,10406.0,Weather Stations
1021,2021-04-26,14843.0,Weather Stations
1022,2021-04-27,14843.0,Weather Stations
1023,2021-04-28,12635.0,Weather Stations
1024,2021-04-29,10967.0,Weather Stations
1025,2021-04-30,10967.0,Weather Stations
1026,2021-05-01,9260.0,Weather Stations
1027,2021-05-02,11987.0,Weather Stations
1028,2021-05-03,11987.0,Weather Stations
1029,2021-05-04,10825.0,Weather Stations
1030,2021-05-05,10825.0,Weather Stations
1031,2021-05-06,10825.0,Weather Stations
1032,2021-05-07,14140.0,Weather Stations
1033,2021-05-08,14140.0,Weather Stations
1034,2021-05-09,14140.0,Weather Stations
1035,2021-05-10,9587.0,Weather Stations
1036,2021-05-11,10279.0,Weather Stations
1037,2021-05-12,10279.0,Weather Stations
1038,2021-05-13,11228.0,Weather Stations
1039,2021-05-14,13803.0,Weather Stations
1040,2021-05-15,13803.0,Weather Stations
1041,2021-05-16,16084.0,Weather Stations
1042,2021-05-17,16084.0,Weather Stations
1043,2021-05-18,16084.0,Weather Stations
1044,2021-05-19,16084.0,Weather Stations
1045,2021-05-20,13853.0,Weather Stations
1046,2021-05-21,13853.0,Weather Stations
1047,2021-05-22,13853.0,Weather Stations
1048,2021-05-23,13853.0,Weather Stations
1049,2021-05-24,13750.0,Weather Stations
1050,2021-05-25,16403.0,Weather Stations
1051,2021-05-26,11015.0,Weather Stations
1052,2021-05-27,11015.0,Weather Stations
1053,2021-05-28,10931.0,Weather Stations
1054,2021-05-29,10931.0,Weather Stations
1055,2021-05-30,10200.0,Weather Stations
1056,2021-05-31,10200.0,Weather Stations
1057,2021-06-01,10200.0,Weather Stations
1058,2021-06-02,10200.0,Weather Stations
1059,2021-06-03,10200.0,Weather Stations
1060,2021-06-04,9819.0,Weather Stations
1061,2021-06-05,9819.0,Weather Stations
1062,2021-06-06,11973.0,Weather Stations
1063,2021-06-07,11973.0,Weather Stations
1064,2021-06-08,11973.0,Weather Stations
1065,2021-06-09,11973.0,Weather Stations
1066,2021-06-10,8359.0,Weather Stations
1067,2021-06-11,8359.0,Weather Stations
1068,2021-06-12,8359.0,Weather Stations
1069,2021-06-13,8359.0,Weather Stations
1070,2021-06-14,8058.0,Weather Stations
1071,2021-06-15,8058.0,Weather Stations
1072,2021-06-16,8058.0,Weather Stations
1073,2021-06-17,7969.0,Weather Stations
1074,2021-06-18,7969.0,Weather Stations
1075,2021-06-19,7969.0,Weather Stations
1076,2021-06-20,7969.0,Weather Stations
1077,2021-06-21,8445.0,Weather Stations
1078,2021-06-22,8445.0,Weather Stations
1079,2021-06-23,4593.0,Weather Stations
1080,2021-06-24,4593.0,Weather Stations
1081,2021-06-25,4593.0,Weather Stations
1082,2021-06-26,4930.0,Weather Stations
1083,2021-06-27,4930.0,Weather Stations
1084,2021-06-28,4497.0,Weather Stations
1085,2021-06-29,5594.0,Weather Stations
1086,2021-06-30,5594.0,Weather Stations
1087,2021-07-01,4480.0,Weather Stations
1088,2021-07-02,4480.0,Weather Stations
1089,2021-07-03,5068.0,Weather Stations
1090,2021-07-04,5713.0,Weather Stations
1091,2021-07-05,5713.0,Weather Stations
1092,2021-07-06,7057.0,Weather Stations
1093,2021-07-07,7057.0,Weather Stations
1094,2021-07-08,5030.0,Weather Stations
1095,2021-07-09,5125.0,Weather Stations
1096,2021-07-10,5451.0,Weather Stations
1097,2021-07-11,5080.0,Weather Stations
