,date,value,name_B0829MPKLQ
63,2020-02-13,2738.0,Gazebos
64,2020-02-14,2738.0,Gazebos
65,2020-02-15,2738.0,Gazebos
66,2020-02-16,4166.0,Gazebos
67,2020-02-17,3611.0,Gazebos
68,2020-02-18,3611.0,Gazebos
69,2020-02-19,3611.0,Gazebos
70,2020-02-20,3611.0,Gazebos
71,2020-02-21,5342.0,Gazebos
72,2020-02-22,5342.0,Gazebos
73,2020-02-23,3529.0,Gazebos
74,2020-02-24,3295.0,Gazebos
75,2020-02-25,3516.0,Gazebos
76,2020-02-26,3516.0,Gazebos
77,2020-02-27,2733.0,Gazebos
78,2020-02-28,2733.0,Gazebos
79,2020-02-29,3360.0,Gazebos
80,2020-03-01,4668.0,Gazebos
81,2020-03-02,4102.0,Gazebos
82,2020-03-03,8615.0,Gazebos
83,2020-03-04,8993.0,Gazebos
84,2020-03-05,6796.0,Gazebos
85,2020-03-06,6796.0,Gazebos
86,2020-03-07,6796.0,Gazebos
87,2020-03-08,6796.0,Gazebos
88,2020-03-09,3410.0,Gazebos
89,2020-03-10,3410.0,Gazebos
90,2020-03-11,5924.0,Gazebos
91,2020-03-12,3175.0,Gazebos
92,2020-03-13,6434.0,Gazebos
93,2020-03-14,6434.0,Gazebos
94,2020-03-15,6434.0,Gazebos
95,2020-03-16,10608.0,Gazebos
96,2020-03-17,10608.0,Gazebos
97,2020-03-18,10608.0,Gazebos
98,2020-03-19,8472.0,Gazebos
99,2020-03-20,8472.0,Gazebos
100,2020-03-21,10558.0,Gazebos
101,2020-03-22,10558.0,Gazebos
102,2020-03-23,9764.0,Gazebos
103,2020-03-24,9764.0,Gazebos
104,2020-03-25,9764.0,Gazebos
105,2020-03-26,9764.0,Gazebos
106,2020-03-27,4044.0,Gazebos
107,2020-03-28,4044.0,Gazebos
108,2020-03-29,4044.0,Gazebos
109,2020-03-30,4821.0,Gazebos
110,2020-03-31,5392.0,Gazebos
111,2020-04-01,5392.0,Gazebos
112,2020-04-02,6587.0,Gazebos
113,2020-04-03,6587.0,Gazebos
114,2020-04-04,4012.0,Gazebos
115,2020-04-05,3137.0,Gazebos
116,2020-04-06,3260.0,Gazebos
117,2020-04-07,3260.0,Gazebos
118,2020-04-08,3945.0,Gazebos
119,2020-04-09,2893.0,Gazebos
120,2020-04-10,2794.0,Gazebos
121,2020-04-11,4802.0,Gazebos
122,2020-04-12,5068.0,Gazebos
123,2020-04-13,5068.0,Gazebos
124,2020-04-14,7058.0,Gazebos
125,2020-04-15,7438.0,Gazebos
126,2020-04-16,7438.0,Gazebos
127,2020-04-17,7438.0,Gazebos
128,2020-04-18,7438.0,Gazebos
129,2020-04-19,6151.0,Gazebos
130,2020-04-20,6824.0,Gazebos
131,2020-04-21,5959.0,Gazebos
132,2020-04-22,4141.0,Gazebos
133,2020-04-23,3780.0,Gazebos
134,2020-04-24,3657.0,Gazebos
135,2020-04-25,3657.0,Gazebos
136,2020-04-26,3949.0,Gazebos
137,2020-04-27,2795.0,Gazebos
138,2020-04-28,2739.0,Gazebos
139,2020-04-29,2879.0,Gazebos
140,2020-04-30,2753.0,Gazebos
141,2020-05-01,4100.0,Gazebos
142,2020-05-02,2913.0,Gazebos
143,2020-05-03,2945.0,Gazebos
144,2020-05-04,2945.0,Gazebos
145,2020-05-05,2849.0,Gazebos
146,2020-05-06,3704.0,Gazebos
147,2020-05-07,3704.0,Gazebos
148,2020-05-08,3936.0,Gazebos
149,2020-05-09,3936.0,Gazebos
150,2020-05-10,3936.0,Gazebos
151,2020-05-11,3679.0,Gazebos
152,2020-05-12,3679.0,Gazebos
153,2020-05-13,3497.0,Gazebos
154,2020-05-14,3685.0,Gazebos
155,2020-05-15,2862.0,Gazebos
156,2020-05-16,2258.0,Gazebos
157,2020-05-17,2468.0,Gazebos
158,2020-05-18,2468.0,Gazebos
159,2020-05-19,2538.0,Gazebos
160,2020-05-20,2313.0,Gazebos
161,2020-05-21,2671.0,Gazebos
162,2020-05-22,2671.0,Gazebos
163,2020-05-23,2671.0,Gazebos
164,2020-05-24,2084.0,Gazebos
165,2020-05-25,2084.0,Gazebos
166,2020-05-26,1887.0,Gazebos
167,2020-05-27,1887.0,Gazebos
168,2020-05-28,1887.0,Gazebos
169,2020-05-29,3056.0,Gazebos
170,2020-05-30,2785.0,Gazebos
171,2020-05-31,2202.0,Gazebos
172,2020-06-01,2988.0,Gazebos
173,2020-06-02,3452.0,Gazebos
174,2020-06-03,3452.0,Gazebos
175,2020-06-04,3452.0,Gazebos
176,2020-06-05,3412.0,Gazebos
177,2020-06-06,3156.0,Gazebos
178,2020-06-07,2681.0,Gazebos
179,2020-06-08,2685.0,Gazebos
180,2020-06-09,2434.0,Gazebos
181,2020-06-10,2836.0,Gazebos
182,2020-06-11,3243.0,Gazebos
183,2020-06-12,2608.0,Gazebos
184,2020-06-13,2608.0,Gazebos
185,2020-06-14,3060.0,Gazebos
186,2020-06-15,3060.0,Gazebos
187,2020-06-16,3242.0,Gazebos
188,2020-06-17,3273.0,Gazebos
189,2020-06-18,3556.0,Gazebos
190,2020-06-19,2692.0,Gazebos
191,2020-06-20,2692.0,Gazebos
192,2020-06-21,2692.0,Gazebos
193,2020-06-22,2529.0,Gazebos
194,2020-06-23,2857.0,Gazebos
195,2020-06-24,2560.0,Gazebos
196,2020-06-25,3116.0,Gazebos
197,2020-06-26,2868.0,Gazebos
198,2020-06-27,2868.0,Gazebos
199,2020-06-28,2868.0,Gazebos
200,2020-06-29,3140.0,Gazebos
201,2020-06-30,2223.0,Gazebos
202,2020-07-01,2223.0,Gazebos
203,2020-07-02,2223.0,Gazebos
204,2020-07-03,3042.0,Gazebos
205,2020-07-04,3042.0,Gazebos
206,2020-07-05,3042.0,Gazebos
207,2020-07-06,3063.0,Gazebos
208,2020-07-07,4167.0,Gazebos
209,2020-07-08,4167.0,Gazebos
210,2020-07-09,4167.0,Gazebos
211,2020-07-10,5225.0,Gazebos
212,2020-07-11,4780.0,Gazebos
213,2020-07-12,4185.0,Gazebos
214,2020-07-13,4354.0,Gazebos
215,2020-07-14,4354.0,Gazebos
216,2020-07-15,4354.0,Gazebos
217,2020-07-16,5359.0,Gazebos
218,2020-07-17,5359.0,Gazebos
219,2020-07-18,6124.0,Gazebos
220,2020-07-19,6124.0,Gazebos
221,2020-07-20,6730.0,Gazebos
222,2020-07-21,6231.0,Gazebos
223,2020-07-22,6231.0,Gazebos
224,2020-07-23,7219.0,Gazebos
225,2020-07-24,6555.0,Gazebos
226,2020-07-25,6555.0,Gazebos
227,2020-07-26,7254.0,Gazebos
228,2020-07-27,6459.0,Gazebos
229,2020-07-28,7343.0,Gazebos
230,2020-07-29,8619.0,Gazebos
231,2020-07-30,8619.0,Gazebos
232,2020-07-31,6139.0,Gazebos
233,2020-08-01,6790.0,Gazebos
234,2020-08-02,6790.0,Gazebos
235,2020-08-03,5866.0,Gazebos
236,2020-08-04,6226.0,Gazebos
237,2020-08-05,6226.0,Gazebos
238,2020-08-06,4139.0,Gazebos
239,2020-08-07,4139.0,Gazebos
240,2020-08-08,6794.0,Gazebos
241,2020-08-09,5987.0,Gazebos
242,2020-08-10,7089.0,Gazebos
243,2020-08-11,8831.0,Gazebos
244,2020-08-12,7129.0,Gazebos
245,2020-08-13,8341.0,Gazebos
246,2020-08-14,8341.0,Gazebos
247,2020-08-15,8341.0,Gazebos
248,2020-08-16,8055.0,Gazebos
249,2020-08-17,9191.0,Gazebos
250,2020-08-18,9191.0,Gazebos
251,2020-08-19,9191.0,Gazebos
252,2020-08-20,10340.0,Gazebos
253,2020-08-21,8804.0,Gazebos
254,2020-08-22,8804.0,Gazebos
255,2020-08-23,8804.0,Gazebos
256,2020-08-24,10462.0,Gazebos
257,2020-08-25,10462.0,Gazebos
258,2020-08-26,10462.0,Gazebos
259,2020-08-27,11635.0,Gazebos
260,2020-08-28,11635.0,Gazebos
261,2020-08-29,8099.0,Gazebos
262,2020-08-30,8099.0,Gazebos
263,2020-08-31,9860.0,Gazebos
264,2020-09-01,9860.0,Gazebos
265,2020-09-02,9860.0,Gazebos
266,2020-09-03,9114.0,Gazebos
267,2020-09-04,9114.0,Gazebos
268,2020-09-05,10197.0,Gazebos
269,2020-09-06,10197.0,Gazebos
270,2020-09-07,12120.0,Gazebos
271,2020-09-08,12120.0,Gazebos
272,2020-09-09,13151.0,Gazebos
273,2020-09-10,13151.0,Gazebos
274,2020-09-11,11856.0,Gazebos
275,2020-09-12,11856.0,Gazebos
276,2020-09-13,11856.0,Gazebos
277,2020-09-14,7289.0,Gazebos
278,2020-09-15,7289.0,Gazebos
279,2020-09-16,11720.0,Gazebos
280,2020-09-17,11720.0,Gazebos
281,2020-09-18,11720.0,Gazebos
282,2020-09-19,10545.0,Gazebos
283,2020-09-20,10545.0,Gazebos
284,2020-09-21,6847.0,Gazebos
285,2020-09-22,6847.0,Gazebos
286,2020-09-23,10439.0,Gazebos
287,2020-09-24,8024.0,Gazebos
288,2020-09-25,8024.0,Gazebos
289,2020-09-26,8862.0,Gazebos
290,2020-09-27,8862.0,Gazebos
291,2020-09-28,12128.0,Gazebos
292,2020-09-29,9051.0,Gazebos
293,2020-09-30,9051.0,Gazebos
294,2020-10-01,9051.0,Gazebos
295,2020-10-02,11961.0,Gazebos
296,2020-10-03,11961.0,Gazebos
297,2020-10-04,11961.0,Gazebos
298,2020-10-05,14057.0,Gazebos
299,2020-10-06,13802.0,Gazebos
300,2020-10-07,13802.0,Gazebos
301,2020-10-08,11989.0,Gazebos
302,2020-10-09,20340.0,Gazebos
303,2020-10-10,20340.0,Gazebos
304,2020-10-11,10516.0,Gazebos
305,2020-10-12,10516.0,Gazebos
306,2020-10-13,10410.0,Gazebos
307,2020-10-14,7030.0,Gazebos
308,2020-10-15,7030.0,Gazebos
309,2020-10-16,5872.0,Gazebos
310,2020-10-17,5872.0,Gazebos
311,2020-10-18,5872.0,Gazebos
312,2020-10-19,15783.0,Gazebos
313,2020-10-20,14008.0,Gazebos
314,2020-10-21,13876.0,Gazebos
315,2020-10-22,9488.0,Gazebos
316,2020-10-23,11983.0,Gazebos
317,2020-10-24,11983.0,Gazebos
318,2020-10-25,11983.0,Gazebos
319,2020-10-26,12994.0,Gazebos
320,2020-10-27,12994.0,Gazebos
321,2020-10-28,12994.0,Gazebos
322,2020-10-29,10525.0,Gazebos
323,2020-10-30,10525.0,Gazebos
324,2020-10-31,10525.0,Gazebos
325,2020-11-01,10525.0,Gazebos
326,2020-11-02,9149.0,Gazebos
327,2020-11-03,9149.0,Gazebos
328,2020-11-04,9149.0,Gazebos
329,2020-11-05,10219.0,Gazebos
330,2020-11-06,10219.0,Gazebos
331,2020-11-07,10219.0,Gazebos
332,2020-11-08,10219.0,Gazebos
333,2020-11-09,8700.0,Gazebos
334,2020-11-10,5174.0,Gazebos
335,2020-11-11,7963.0,Gazebos
336,2020-11-12,7963.0,Gazebos
337,2020-11-13,7963.0,Gazebos
338,2020-11-14,5234.0,Gazebos
339,2020-11-15,5234.0,Gazebos
340,2020-11-16,5234.0,Gazebos
341,2020-11-17,6908.0,Gazebos
342,2020-11-18,6908.0,Gazebos
343,2020-11-19,10001.0,Gazebos
344,2020-11-20,9592.0,Gazebos
345,2020-11-21,9592.0,Gazebos
346,2020-11-22,8886.0,Gazebos
347,2020-11-23,8886.0,Gazebos
348,2020-11-24,8886.0,Gazebos
349,2020-11-25,8886.0,Gazebos
350,2020-11-26,8886.0,Gazebos
351,2020-11-27,12422.0,Gazebos
352,2020-11-28,12422.0,Gazebos
353,2020-11-29,12350.0,Gazebos
354,2020-11-30,12350.0,Gazebos
355,2020-12-01,12350.0,Gazebos
356,2020-12-02,12350.0,Gazebos
357,2020-12-03,12350.0,Gazebos
358,2020-12-04,9257.0,Gazebos
359,2020-12-05,9257.0,Gazebos
360,2020-12-06,9257.0,Gazebos
361,2020-12-07,9257.0,Gazebos
362,2020-12-08,12515.0,Gazebos
363,2020-12-09,11713.0,Gazebos
364,2020-12-10,11822.0,Gazebos
365,2020-12-11,11281.0,Gazebos
366,2020-12-12,12331.0,Gazebos
367,2020-12-13,14703.0,Gazebos
368,2020-12-14,16204.0,Gazebos
369,2020-12-15,17901.0,Gazebos
370,2020-12-16,17376.0,Gazebos
371,2020-12-17,17376.0,Gazebos
372,2020-12-18,10125.0,Gazebos
373,2020-12-19,10125.0,Gazebos
374,2020-12-20,10125.0,Gazebos
375,2020-12-21,7887.0,Gazebos
376,2020-12-22,9021.0,Gazebos
377,2020-12-23,6238.0,Gazebos
378,2020-12-24,6238.0,Gazebos
379,2020-12-25,8608.0,Gazebos
380,2020-12-26,4504.0,Gazebos
381,2020-12-27,4504.0,Gazebos
382,2020-12-28,7192.0,Gazebos
383,2020-12-29,7596.0,Gazebos
384,2020-12-30,7596.0,Gazebos
385,2020-12-31,7082.0,Gazebos
386,2021-01-01,7082.0,Gazebos
387,2021-01-02,7082.0,Gazebos
388,2021-01-03,6175.0,Gazebos
389,2021-01-04,6175.0,Gazebos
390,2021-01-05,8076.0,Gazebos
391,2021-01-06,6547.0,Gazebos
392,2021-01-07,9783.0,Gazebos
393,2021-01-08,8255.0,Gazebos
394,2021-01-09,8255.0,Gazebos
395,2021-01-10,8255.0,Gazebos
396,2021-01-11,6521.0,Gazebos
397,2021-01-12,11972.0,Gazebos
398,2021-01-13,11972.0,Gazebos
399,2021-01-14,8418.0,Gazebos
400,2021-01-15,6880.0,Gazebos
401,2021-01-16,6411.0,Gazebos
402,2021-01-17,6411.0,Gazebos
403,2021-01-18,6440.0,Gazebos
404,2021-01-19,6979.0,Gazebos
405,2021-01-20,5274.0,Gazebos
406,2021-01-21,7067.0,Gazebos
407,2021-01-22,6721.0,Gazebos
408,2021-01-23,6721.0,Gazebos
409,2021-01-24,6721.0,Gazebos
410,2021-01-25,4798.0,Gazebos
411,2021-01-26,4613.0,Gazebos
412,2021-01-27,4613.0,Gazebos
413,2021-01-28,4613.0,Gazebos
414,2021-01-29,4963.0,Gazebos
415,2021-01-30,4057.0,Gazebos
416,2021-01-31,4057.0,Gazebos
417,2021-02-01,2188.0,Gazebos
418,2021-02-02,2188.0,Gazebos
419,2021-02-03,2188.0,Gazebos
420,2021-02-04,2873.0,Gazebos
421,2021-02-05,2873.0,Gazebos
422,2021-02-06,4098.0,Gazebos
423,2021-02-07,3285.0,Gazebos
424,2021-02-08,3098.0,Gazebos
425,2021-02-09,3098.0,Gazebos
426,2021-02-10,3098.0,Gazebos
427,2021-02-11,4302.0,Gazebos
428,2021-02-12,4302.0,Gazebos
429,2021-02-13,2582.0,Gazebos
430,2021-02-14,2351.0,Gazebos
431,2021-02-15,2406.0,Gazebos
432,2021-02-16,2406.0,Gazebos
433,2021-02-17,2406.0,Gazebos
434,2021-02-18,2769.0,Gazebos
435,2021-02-19,2280.0,Gazebos
436,2021-02-20,2446.0,Gazebos
437,2021-02-21,2094.0,Gazebos
438,2021-02-22,2220.0,Gazebos
439,2021-02-23,3306.0,Gazebos
440,2021-02-24,3306.0,Gazebos
441,2021-02-25,1791.0,Gazebos
442,2021-02-26,1791.0,Gazebos
443,2021-02-27,1870.0,Gazebos
444,2021-02-28,1619.0,Gazebos
445,2021-03-01,1619.0,Gazebos
446,2021-03-02,1619.0,Gazebos
447,2021-03-03,1619.0,Gazebos
448,2021-03-04,1586.0,Gazebos
449,2021-03-05,910.0,Gazebos
450,2021-03-06,910.0,Gazebos
451,2021-03-07,1020.0,Gazebos
452,2021-03-08,967.0,Gazebos
453,2021-03-09,1146.0,Gazebos
454,2021-03-10,1415.0,Gazebos
455,2021-03-11,1415.0,Gazebos
456,2021-03-12,1097.0,Gazebos
457,2021-03-13,1097.0,Gazebos
458,2021-03-14,1097.0,Gazebos
459,2021-03-15,846.0,Gazebos
460,2021-03-16,1212.0,Gazebos
461,2021-03-17,1212.0,Gazebos
462,2021-03-18,30.0,Gazebos
463,2021-03-19,39.0,Gazebos
464,2021-03-20,251.0,Gazebos
465,2021-03-21,251.0,Gazebos
466,2021-03-22,426.0,Gazebos
467,2021-03-23,758.0,Gazebos
468,2021-03-24,906.0,Gazebos
469,2021-03-25,1082.0,Gazebos
470,2021-03-26,583.0,Gazebos
471,2021-03-27,374.0,Gazebos
472,2021-03-28,592.0,Gazebos
473,2021-03-29,592.0,Gazebos
474,2021-03-30,1780.0,Gazebos
475,2021-03-31,1878.0,Gazebos
476,2021-04-01,1878.0,Gazebos
477,2021-04-02,1703.0,Gazebos
478,2021-04-03,1703.0,Gazebos
479,2021-04-04,1944.0,Gazebos
480,2021-04-05,1944.0,Gazebos
481,2021-04-06,1944.0,Gazebos
482,2021-04-07,1944.0,Gazebos
483,2021-04-08,13585.0,Gazebos
484,2021-04-09,15289.0,Gazebos
485,2021-04-10,16000.0,Gazebos
486,2021-04-11,16000.0,Gazebos
487,2021-04-12,19525.0,Gazebos
488,2021-04-13,19525.0,Gazebos
489,2021-04-14,20221.0,Gazebos
490,2021-04-15,20221.0,Gazebos
491,2021-04-16,21091.0,Gazebos
492,2021-04-17,21091.0,Gazebos
493,2021-04-18,21091.0,Gazebos
494,2021-04-19,12091.0,Gazebos
495,2021-04-20,12091.0,Gazebos
496,2021-04-21,12091.0,Gazebos
497,2021-04-22,12091.0,Gazebos
498,2021-04-23,12054.0,Gazebos
499,2021-04-24,12054.0,Gazebos
500,2021-04-25,10368.0,Gazebos
501,2021-04-26,12067.0,Gazebos
502,2021-04-27,8632.0,Gazebos
503,2021-04-28,8632.0,Gazebos
504,2021-04-29,8679.0,Gazebos
505,2021-04-30,8679.0,Gazebos
506,2021-05-01,4129.0,Gazebos
507,2021-05-02,4129.0,Gazebos
508,2021-05-03,4129.0,Gazebos
509,2021-05-04,3580.0,Gazebos
510,2021-05-05,3580.0,Gazebos
511,2021-05-06,6207.0,Gazebos
512,2021-05-07,6820.0,Gazebos
513,2021-05-08,6820.0,Gazebos
514,2021-05-09,6820.0,Gazebos
515,2021-05-10,2527.0,Gazebos
516,2021-05-11,2527.0,Gazebos
517,2021-05-12,2943.0,Gazebos
518,2021-05-13,2943.0,Gazebos
519,2021-05-14,2318.0,Gazebos
520,2021-05-15,1571.0,Gazebos
521,2021-05-16,1571.0,Gazebos
522,2021-05-17,1562.0,Gazebos
523,2021-05-18,1562.0,Gazebos
524,2021-05-19,1589.0,Gazebos
525,2021-05-20,1595.0,Gazebos
526,2021-05-21,1595.0,Gazebos
527,2021-05-22,1588.0,Gazebos
528,2021-05-23,1588.0,Gazebos
529,2021-05-24,1445.0,Gazebos
530,2021-05-25,1445.0,Gazebos
531,2021-05-26,1299.0,Gazebos
532,2021-05-27,1185.0,Gazebos
533,2021-05-28,1185.0,Gazebos
534,2021-05-29,1185.0,Gazebos
535,2021-05-30,939.0,Gazebos
536,2021-05-31,939.0,Gazebos
537,2021-06-01,1640.0,Gazebos
538,2021-06-02,1640.0,Gazebos
539,2021-06-03,2561.0,Gazebos
540,2021-06-04,2799.0,Gazebos
541,2021-06-05,2799.0,Gazebos
542,2021-06-06,3034.0,Gazebos
543,2021-06-07,3034.0,Gazebos
544,2021-06-08,4118.0,Gazebos
545,2021-06-09,4118.0,Gazebos
546,2021-06-10,4118.0,Gazebos
547,2021-06-11,4240.0,Gazebos
548,2021-06-12,4240.0,Gazebos
549,2021-06-13,4240.0,Gazebos
550,2021-06-14,5264.0,Gazebos
551,2021-06-15,7087.0,Gazebos
552,2021-06-16,7087.0,Gazebos
553,2021-06-17,5310.0,Gazebos
554,2021-06-18,6217.0,Gazebos
555,2021-06-19,6217.0,Gazebos
556,2021-06-20,4607.0,Gazebos
557,2021-06-21,4607.0,Gazebos
558,2021-06-22,4607.0,Gazebos
559,2021-06-23,7069.0,Gazebos
560,2021-06-24,7069.0,Gazebos
561,2021-06-25,4774.0,Gazebos
562,2021-06-26,5689.0,Gazebos
563,2021-06-27,7675.0,Gazebos
564,2021-06-28,7675.0,Gazebos
565,2021-06-29,7389.0,Gazebos
566,2021-06-30,7389.0,Gazebos
567,2021-07-01,7389.0,Gazebos
568,2021-07-02,7389.0,Gazebos
569,2021-07-03,8561.0,Gazebos
570,2021-07-04,8119.0,Gazebos
571,2021-07-05,5413.0,Gazebos
572,2021-07-06,5413.0,Gazebos
573,2021-07-07,3943.0,Gazebos
574,2021-07-08,4401.0,Gazebos
575,2021-07-09,3921.0,Gazebos
576,2021-07-10,3921.0,Gazebos
577,2021-07-11,3286.0,Gazebos
