,date,value,name_B07SXSZJT4
48,2020-07-11,6183.0,Soft-Sided Carriers
49,2020-07-12,6150.0,Soft-Sided Carriers
50,2020-07-13,6150.0,Soft-Sided Carriers
51,2020-07-14,6845.0,Soft-Sided Carriers
52,2020-07-15,6845.0,Soft-Sided Carriers
53,2020-07-16,7345.0,Soft-Sided Carriers
54,2020-07-17,7377.0,Soft-Sided Carriers
55,2020-07-18,5530.0,Soft-Sided Carriers
56,2020-07-19,5530.0,Soft-Sided Carriers
57,2020-07-20,5249.0,Soft-Sided Carriers
58,2020-07-21,5156.0,Soft-Sided Carriers
59,2020-07-22,4855.0,Soft-Sided Carriers
60,2020-07-23,4855.0,Soft-Sided Carriers
61,2020-07-24,4855.0,Soft-Sided Carriers
62,2020-07-25,6662.0,Soft-Sided Carriers
63,2020-07-26,6662.0,Soft-Sided Carriers
64,2020-07-27,5646.0,Soft-Sided Carriers
65,2020-07-28,6371.0,Soft-Sided Carriers
66,2020-07-29,5346.0,Soft-Sided Carriers
67,2020-07-30,5346.0,Soft-Sided Carriers
68,2020-07-31,5346.0,Soft-Sided Carriers
69,2020-08-01,6118.0,Soft-Sided Carriers
70,2020-08-02,6118.0,Soft-Sided Carriers
71,2020-08-03,6118.0,Soft-Sided Carriers
72,2020-08-04,5032.0,Soft-Sided Carriers
73,2020-08-05,4911.0,Soft-Sided Carriers
74,2020-08-06,5249.0,Soft-Sided Carriers
75,2020-08-07,5249.0,Soft-Sided Carriers
76,2020-08-08,5250.0,Soft-Sided Carriers
77,2020-08-09,5250.0,Soft-Sided Carriers
78,2020-08-10,5250.0,Soft-Sided Carriers
79,2020-08-11,5695.0,Soft-Sided Carriers
80,2020-08-12,6899.0,Soft-Sided Carriers
81,2020-08-13,6899.0,Soft-Sided Carriers
82,2020-08-14,6899.0,Soft-Sided Carriers
83,2020-08-15,5428.0,Soft-Sided Carriers
84,2020-08-16,5428.0,Soft-Sided Carriers
85,2020-08-17,5212.0,Soft-Sided Carriers
86,2020-08-18,5212.0,Soft-Sided Carriers
87,2020-08-19,4291.0,Soft-Sided Carriers
88,2020-08-20,4291.0,Soft-Sided Carriers
89,2020-08-21,3866.0,Soft-Sided Carriers
90,2020-08-22,3866.0,Soft-Sided Carriers
91,2020-08-23,4365.0,Soft-Sided Carriers
92,2020-08-24,4365.0,Soft-Sided Carriers
93,2020-08-25,4365.0,Soft-Sided Carriers
94,2020-08-26,3607.0,Soft-Sided Carriers
95,2020-08-27,3759.0,Soft-Sided Carriers
96,2020-08-28,3232.0,Soft-Sided Carriers
97,2020-08-29,4002.0,Soft-Sided Carriers
98,2020-08-30,4002.0,Soft-Sided Carriers
99,2020-08-31,4002.0,Soft-Sided Carriers
100,2020-09-01,3228.0,Soft-Sided Carriers
101,2020-09-02,3152.0,Soft-Sided Carriers
102,2020-09-03,3142.0,Soft-Sided Carriers
103,2020-09-04,3142.0,Soft-Sided Carriers
104,2020-09-05,3169.0,Soft-Sided Carriers
105,2020-09-06,3169.0,Soft-Sided Carriers
106,2020-09-07,3064.0,Soft-Sided Carriers
107,2020-09-08,3554.0,Soft-Sided Carriers
108,2020-09-09,3554.0,Soft-Sided Carriers
109,2020-09-10,2821.0,Soft-Sided Carriers
110,2020-09-11,2821.0,Soft-Sided Carriers
111,2020-09-12,2821.0,Soft-Sided Carriers
112,2020-09-13,2992.0,Soft-Sided Carriers
113,2020-09-14,2992.0,Soft-Sided Carriers
114,2020-09-15,2801.0,Soft-Sided Carriers
115,2020-09-16,4953.0,Soft-Sided Carriers
116,2020-09-17,4152.0,Soft-Sided Carriers
117,2020-09-18,4152.0,Soft-Sided Carriers
118,2020-09-19,3152.0,Soft-Sided Carriers
119,2020-09-20,3188.0,Soft-Sided Carriers
120,2020-09-21,3107.0,Soft-Sided Carriers
121,2020-09-22,2460.0,Soft-Sided Carriers
122,2020-09-23,2312.0,Soft-Sided Carriers
123,2020-09-24,2053.0,Soft-Sided Carriers
124,2020-09-25,2150.0,Soft-Sided Carriers
125,2020-09-26,2150.0,Soft-Sided Carriers
126,2020-09-27,2459.0,Soft-Sided Carriers
127,2020-09-28,2256.0,Soft-Sided Carriers
128,2020-09-29,2256.0,Soft-Sided Carriers
129,2020-09-30,2072.0,Soft-Sided Carriers
130,2020-10-01,1921.0,Soft-Sided Carriers
131,2020-10-02,1810.0,Soft-Sided Carriers
132,2020-10-03,1810.0,Soft-Sided Carriers
133,2020-10-04,1812.0,Soft-Sided Carriers
134,2020-10-05,1853.0,Soft-Sided Carriers
135,2020-10-06,1853.0,Soft-Sided Carriers
136,2020-10-07,1671.0,Soft-Sided Carriers
137,2020-10-08,1650.0,Soft-Sided Carriers
138,2020-10-09,1898.0,Soft-Sided Carriers
139,2020-10-10,2154.0,Soft-Sided Carriers
140,2020-10-11,1779.0,Soft-Sided Carriers
141,2020-10-12,1838.0,Soft-Sided Carriers
142,2020-10-13,1389.0,Soft-Sided Carriers
143,2020-10-14,1013.0,Soft-Sided Carriers
144,2020-10-15,917.0,Soft-Sided Carriers
145,2020-10-16,1134.0,Soft-Sided Carriers
146,2020-10-17,1586.0,Soft-Sided Carriers
147,2020-10-18,1586.0,Soft-Sided Carriers
148,2020-10-19,2048.0,Soft-Sided Carriers
149,2020-10-20,2048.0,Soft-Sided Carriers
150,2020-10-21,1899.0,Soft-Sided Carriers
151,2020-10-22,1913.0,Soft-Sided Carriers
152,2020-10-23,2145.0,Soft-Sided Carriers
153,2020-10-24,2145.0,Soft-Sided Carriers
154,2020-10-25,2183.0,Soft-Sided Carriers
155,2020-10-26,2183.0,Soft-Sided Carriers
156,2020-10-27,2183.0,Soft-Sided Carriers
157,2020-10-28,2183.0,Soft-Sided Carriers
158,2020-10-29,2105.0,Soft-Sided Carriers
159,2020-10-30,2105.0,Soft-Sided Carriers
160,2020-10-31,2596.0,Soft-Sided Carriers
161,2020-11-01,2596.0,Soft-Sided Carriers
162,2020-11-02,2529.0,Soft-Sided Carriers
163,2020-11-03,2590.0,Soft-Sided Carriers
164,2020-11-04,2590.0,Soft-Sided Carriers
165,2020-11-05,2568.0,Soft-Sided Carriers
166,2020-11-06,2568.0,Soft-Sided Carriers
167,2020-11-07,2568.0,Soft-Sided Carriers
168,2020-11-08,2568.0,Soft-Sided Carriers
169,2020-11-09,2773.0,Soft-Sided Carriers
170,2020-11-10,2342.0,Soft-Sided Carriers
171,2020-11-11,2763.0,Soft-Sided Carriers
172,2020-11-12,2448.0,Soft-Sided Carriers
173,2020-11-13,2454.0,Soft-Sided Carriers
174,2020-11-14,2454.0,Soft-Sided Carriers
175,2020-11-15,2454.0,Soft-Sided Carriers
176,2020-11-16,3237.0,Soft-Sided Carriers
177,2020-11-17,2981.0,Soft-Sided Carriers
178,2020-11-18,2981.0,Soft-Sided Carriers
179,2020-11-19,2536.0,Soft-Sided Carriers
180,2020-11-20,2713.0,Soft-Sided Carriers
181,2020-11-21,2713.0,Soft-Sided Carriers
182,2020-11-22,2713.0,Soft-Sided Carriers
183,2020-11-23,3074.0,Soft-Sided Carriers
184,2020-11-24,3074.0,Soft-Sided Carriers
185,2020-11-25,3073.0,Soft-Sided Carriers
186,2020-11-26,3325.0,Soft-Sided Carriers
187,2020-11-27,3884.0,Soft-Sided Carriers
188,2020-11-28,3884.0,Soft-Sided Carriers
189,2020-11-29,3884.0,Soft-Sided Carriers
190,2020-11-30,2808.0,Soft-Sided Carriers
191,2020-12-01,3465.0,Soft-Sided Carriers
192,2020-12-02,3465.0,Soft-Sided Carriers
193,2020-12-03,3465.0,Soft-Sided Carriers
194,2020-12-04,3130.0,Soft-Sided Carriers
195,2020-12-05,3130.0,Soft-Sided Carriers
196,2020-12-06,3130.0,Soft-Sided Carriers
197,2020-12-07,3489.0,Soft-Sided Carriers
198,2020-12-08,3489.0,Soft-Sided Carriers
199,2020-12-09,3907.0,Soft-Sided Carriers
200,2020-12-10,3530.0,Soft-Sided Carriers
201,2020-12-11,3444.0,Soft-Sided Carriers
202,2020-12-12,3898.0,Soft-Sided Carriers
203,2020-12-13,3814.0,Soft-Sided Carriers
204,2020-12-14,4123.0,Soft-Sided Carriers
205,2020-12-15,4123.0,Soft-Sided Carriers
206,2020-12-16,4123.0,Soft-Sided Carriers
207,2020-12-17,4751.0,Soft-Sided Carriers
208,2020-12-18,4556.0,Soft-Sided Carriers
209,2020-12-19,4556.0,Soft-Sided Carriers
210,2020-12-20,4851.0,Soft-Sided Carriers
211,2020-12-21,4269.0,Soft-Sided Carriers
212,2020-12-22,4518.0,Soft-Sided Carriers
213,2020-12-23,4518.0,Soft-Sided Carriers
214,2020-12-24,4522.0,Soft-Sided Carriers
215,2020-12-25,4611.0,Soft-Sided Carriers
216,2020-12-26,5097.0,Soft-Sided Carriers
217,2020-12-27,4896.0,Soft-Sided Carriers
218,2020-12-28,4653.0,Soft-Sided Carriers
219,2020-12-29,3920.0,Soft-Sided Carriers
220,2020-12-30,3982.0,Soft-Sided Carriers
221,2020-12-31,4583.0,Soft-Sided Carriers
222,2021-01-01,5060.0,Soft-Sided Carriers
223,2021-01-02,5738.0,Soft-Sided Carriers
224,2021-01-03,5290.0,Soft-Sided Carriers
225,2021-01-04,5762.0,Soft-Sided Carriers
226,2021-01-05,5109.0,Soft-Sided Carriers
227,2021-01-06,4003.0,Soft-Sided Carriers
228,2021-01-07,3791.0,Soft-Sided Carriers
229,2021-01-08,4241.0,Soft-Sided Carriers
230,2021-01-09,3871.0,Soft-Sided Carriers
231,2021-01-10,3871.0,Soft-Sided Carriers
232,2021-01-11,3871.0,Soft-Sided Carriers
233,2021-01-12,3563.0,Soft-Sided Carriers
234,2021-01-13,3563.0,Soft-Sided Carriers
235,2021-01-14,3563.0,Soft-Sided Carriers
236,2021-01-15,3733.0,Soft-Sided Carriers
237,2021-01-16,3733.0,Soft-Sided Carriers
238,2021-01-17,3733.0,Soft-Sided Carriers
239,2021-01-18,3434.0,Soft-Sided Carriers
240,2021-01-19,3411.0,Soft-Sided Carriers
241,2021-01-20,3411.0,Soft-Sided Carriers
242,2021-01-21,2609.0,Soft-Sided Carriers
243,2021-01-22,2609.0,Soft-Sided Carriers
244,2021-01-23,2755.0,Soft-Sided Carriers
245,2021-01-24,2755.0,Soft-Sided Carriers
246,2021-01-25,3278.0,Soft-Sided Carriers
247,2021-01-26,2931.0,Soft-Sided Carriers
248,2021-01-27,2931.0,Soft-Sided Carriers
249,2021-01-28,2931.0,Soft-Sided Carriers
250,2021-01-29,3026.0,Soft-Sided Carriers
251,2021-01-30,3026.0,Soft-Sided Carriers
252,2021-01-31,2835.0,Soft-Sided Carriers
253,2021-02-01,2946.0,Soft-Sided Carriers
254,2021-02-02,3391.0,Soft-Sided Carriers
255,2021-02-03,3125.0,Soft-Sided Carriers
256,2021-02-04,3074.0,Soft-Sided Carriers
257,2021-02-05,3145.0,Soft-Sided Carriers
258,2021-02-06,2835.0,Soft-Sided Carriers
259,2021-02-07,3281.0,Soft-Sided Carriers
260,2021-02-08,2713.0,Soft-Sided Carriers
261,2021-02-09,2857.0,Soft-Sided Carriers
262,2021-02-10,3092.0,Soft-Sided Carriers
263,2021-02-11,3092.0,Soft-Sided Carriers
264,2021-02-12,3092.0,Soft-Sided Carriers
265,2021-02-13,2727.0,Soft-Sided Carriers
266,2021-02-14,2936.0,Soft-Sided Carriers
267,2021-02-15,2908.0,Soft-Sided Carriers
268,2021-02-16,2908.0,Soft-Sided Carriers
269,2021-02-17,2919.0,Soft-Sided Carriers
270,2021-02-18,2919.0,Soft-Sided Carriers
271,2021-02-19,2926.0,Soft-Sided Carriers
272,2021-02-20,2364.0,Soft-Sided Carriers
273,2021-02-21,2364.0,Soft-Sided Carriers
274,2021-02-22,2902.0,Soft-Sided Carriers
275,2021-02-23,2902.0,Soft-Sided Carriers
276,2021-02-24,2163.0,Soft-Sided Carriers
277,2021-02-25,2084.0,Soft-Sided Carriers
278,2021-02-26,2498.0,Soft-Sided Carriers
279,2021-02-27,2498.0,Soft-Sided Carriers
280,2021-02-28,2386.0,Soft-Sided Carriers
281,2021-03-01,2306.0,Soft-Sided Carriers
282,2021-03-02,2306.0,Soft-Sided Carriers
283,2021-03-03,2112.0,Soft-Sided Carriers
284,2021-03-04,2033.0,Soft-Sided Carriers
285,2021-03-05,2325.0,Soft-Sided Carriers
286,2021-03-06,2325.0,Soft-Sided Carriers
287,2021-03-07,2325.0,Soft-Sided Carriers
288,2021-03-08,2325.0,Soft-Sided Carriers
289,2021-03-09,2210.0,Soft-Sided Carriers
290,2021-03-10,2210.0,Soft-Sided Carriers
291,2021-03-11,2210.0,Soft-Sided Carriers
292,2021-03-12,2226.0,Soft-Sided Carriers
293,2021-03-13,2226.0,Soft-Sided Carriers
294,2021-03-14,2848.0,Soft-Sided Carriers
295,2021-03-15,2853.0,Soft-Sided Carriers
296,2021-03-16,2853.0,Soft-Sided Carriers
297,2021-03-17,2853.0,Soft-Sided Carriers
298,2021-03-18,2790.0,Soft-Sided Carriers
299,2021-03-19,2790.0,Soft-Sided Carriers
300,2021-03-20,2790.0,Soft-Sided Carriers
301,2021-03-21,2960.0,Soft-Sided Carriers
302,2021-03-22,3355.0,Soft-Sided Carriers
303,2021-03-23,2742.0,Soft-Sided Carriers
304,2021-03-24,2742.0,Soft-Sided Carriers
305,2021-03-25,2742.0,Soft-Sided Carriers
306,2021-03-26,2613.0,Soft-Sided Carriers
307,2021-03-27,2613.0,Soft-Sided Carriers
308,2021-03-28,3219.0,Soft-Sided Carriers
309,2021-03-29,3219.0,Soft-Sided Carriers
310,2021-03-30,3219.0,Soft-Sided Carriers
311,2021-03-31,2358.0,Soft-Sided Carriers
312,2021-04-01,2209.0,Soft-Sided Carriers
313,2021-04-02,2969.0,Soft-Sided Carriers
314,2021-04-03,2776.0,Soft-Sided Carriers
315,2021-04-04,2727.0,Soft-Sided Carriers
316,2021-04-05,2555.0,Soft-Sided Carriers
317,2021-04-06,3021.0,Soft-Sided Carriers
318,2021-04-07,3021.0,Soft-Sided Carriers
319,2021-04-08,3021.0,Soft-Sided Carriers
320,2021-04-09,2511.0,Soft-Sided Carriers
321,2021-04-10,3106.0,Soft-Sided Carriers
322,2021-04-11,3010.0,Soft-Sided Carriers
323,2021-04-12,3148.0,Soft-Sided Carriers
324,2021-04-13,3017.0,Soft-Sided Carriers
325,2021-04-14,3017.0,Soft-Sided Carriers
326,2021-04-15,3017.0,Soft-Sided Carriers
327,2021-04-16,2838.0,Soft-Sided Carriers
328,2021-04-17,2838.0,Soft-Sided Carriers
329,2021-04-18,2920.0,Soft-Sided Carriers
330,2021-04-19,3100.0,Soft-Sided Carriers
331,2021-04-20,3100.0,Soft-Sided Carriers
332,2021-04-21,2672.0,Soft-Sided Carriers
333,2021-04-22,2672.0,Soft-Sided Carriers
334,2021-04-23,3082.0,Soft-Sided Carriers
335,2021-04-24,3082.0,Soft-Sided Carriers
336,2021-04-25,3921.0,Soft-Sided Carriers
337,2021-04-26,3665.0,Soft-Sided Carriers
338,2021-04-27,3665.0,Soft-Sided Carriers
339,2021-04-28,3665.0,Soft-Sided Carriers
340,2021-04-29,3281.0,Soft-Sided Carriers
341,2021-04-30,3281.0,Soft-Sided Carriers
342,2021-05-01,3354.0,Soft-Sided Carriers
343,2021-05-02,3354.0,Soft-Sided Carriers
344,2021-05-03,3561.0,Soft-Sided Carriers
345,2021-05-04,3561.0,Soft-Sided Carriers
346,2021-05-05,3307.0,Soft-Sided Carriers
347,2021-05-06,3307.0,Soft-Sided Carriers
348,2021-05-07,2991.0,Soft-Sided Carriers
349,2021-05-08,3135.0,Soft-Sided Carriers
350,2021-05-09,3135.0,Soft-Sided Carriers
351,2021-05-10,2543.0,Soft-Sided Carriers
352,2021-05-11,2303.0,Soft-Sided Carriers
353,2021-05-12,2186.0,Soft-Sided Carriers
354,2021-05-13,2056.0,Soft-Sided Carriers
355,2021-05-14,2056.0,Soft-Sided Carriers
356,2021-05-15,2056.0,Soft-Sided Carriers
357,2021-05-16,2051.0,Soft-Sided Carriers
358,2021-05-17,2051.0,Soft-Sided Carriers
359,2021-05-18,2220.0,Soft-Sided Carriers
360,2021-05-19,2039.0,Soft-Sided Carriers
361,2021-05-20,2334.0,Soft-Sided Carriers
362,2021-05-21,2334.0,Soft-Sided Carriers
363,2021-05-22,2608.0,Soft-Sided Carriers
364,2021-05-23,2608.0,Soft-Sided Carriers
365,2021-05-24,2748.0,Soft-Sided Carriers
366,2021-05-25,2606.0,Soft-Sided Carriers
367,2021-05-26,2606.0,Soft-Sided Carriers
368,2021-05-27,2222.0,Soft-Sided Carriers
369,2021-05-28,2222.0,Soft-Sided Carriers
370,2021-05-29,2524.0,Soft-Sided Carriers
371,2021-05-30,2262.0,Soft-Sided Carriers
372,2021-05-31,2478.0,Soft-Sided Carriers
373,2021-06-01,2607.0,Soft-Sided Carriers
374,2021-06-02,2845.0,Soft-Sided Carriers
375,2021-06-03,2845.0,Soft-Sided Carriers
376,2021-06-04,2481.0,Soft-Sided Carriers
377,2021-06-05,2481.0,Soft-Sided Carriers
378,2021-06-06,2481.0,Soft-Sided Carriers
379,2021-06-07,3123.0,Soft-Sided Carriers
380,2021-06-08,2684.0,Soft-Sided Carriers
381,2021-06-09,2690.0,Soft-Sided Carriers
382,2021-06-10,2637.0,Soft-Sided Carriers
383,2021-06-11,2391.0,Soft-Sided Carriers
384,2021-06-12,2758.0,Soft-Sided Carriers
385,2021-06-13,2790.0,Soft-Sided Carriers
386,2021-06-14,2606.0,Soft-Sided Carriers
387,2021-06-15,2349.0,Soft-Sided Carriers
388,2021-06-16,2349.0,Soft-Sided Carriers
389,2021-06-17,2356.0,Soft-Sided Carriers
390,2021-06-18,2356.0,Soft-Sided Carriers
391,2021-06-19,2612.0,Soft-Sided Carriers
392,2021-06-20,2612.0,Soft-Sided Carriers
393,2021-06-21,2670.0,Soft-Sided Carriers
394,2021-06-22,3681.0,Soft-Sided Carriers
395,2021-06-23,3681.0,Soft-Sided Carriers
396,2021-06-24,3155.0,Soft-Sided Carriers
397,2021-06-25,3209.0,Soft-Sided Carriers
398,2021-06-26,2725.0,Soft-Sided Carriers
399,2021-06-27,2725.0,Soft-Sided Carriers
400,2021-06-28,2399.0,Soft-Sided Carriers
401,2021-06-29,2758.0,Soft-Sided Carriers
402,2021-06-30,2758.0,Soft-Sided Carriers
403,2021-07-01,2758.0,Soft-Sided Carriers
404,2021-07-02,2328.0,Soft-Sided Carriers
405,2021-07-03,2328.0,Soft-Sided Carriers
406,2021-07-04,2432.0,Soft-Sided Carriers
407,2021-07-05,2432.0,Soft-Sided Carriers
408,2021-07-06,2163.0,Soft-Sided Carriers
409,2021-07-07,2146.0,Soft-Sided Carriers
410,2021-07-08,2146.0,Soft-Sided Carriers
411,2021-07-09,1993.0,Soft-Sided Carriers
412,2021-07-10,1839.0,Soft-Sided Carriers
