,date,value,name_B08F4TB35H
184,2021-02-08,32143.0,Quilt Sets
185,2021-02-09,32143.0,Quilt Sets
186,2021-02-10,32143.0,Quilt Sets
187,2021-02-11,32143.0,Quilt Sets
188,2021-02-12,32143.0,Quilt Sets
189,2021-02-13,43398.0,Quilt Sets
190,2021-02-14,53511.0,Quilt Sets
191,2021-02-15,53511.0,Quilt Sets
192,2021-02-16,53511.0,Quilt Sets
193,2021-02-17,53511.0,Quilt Sets
194,2021-02-18,50772.0,Quilt Sets
195,2021-02-19,50772.0,Quilt Sets
196,2021-02-20,50772.0,Quilt Sets
197,2021-02-21,35603.0,Quilt Sets
198,2021-02-22,36077.0,Quilt Sets
199,2021-02-23,30032.0,Quilt Sets
200,2021-02-24,37256.0,Quilt Sets
201,2021-02-25,37256.0,Quilt Sets
202,2021-02-26,37256.0,Quilt Sets
203,2021-02-27,30287.0,Quilt Sets
204,2021-02-28,30287.0,Quilt Sets
205,2021-03-01,26622.0,Quilt Sets
206,2021-03-02,26622.0,Quilt Sets
207,2021-03-03,26622.0,Quilt Sets
208,2021-03-04,30739.0,Quilt Sets
209,2021-03-05,30099.0,Quilt Sets
210,2021-03-06,30099.0,Quilt Sets
211,2021-03-07,30099.0,Quilt Sets
212,2021-03-08,25630.0,Quilt Sets
213,2021-03-09,30290.0,Quilt Sets
214,2021-03-10,28977.0,Quilt Sets
215,2021-03-11,28977.0,Quilt Sets
216,2021-03-12,28977.0,Quilt Sets
217,2021-03-13,28977.0,Quilt Sets
218,2021-03-14,28977.0,Quilt Sets
219,2021-03-15,38565.0,Quilt Sets
220,2021-03-16,38565.0,Quilt Sets
221,2021-03-17,38565.0,Quilt Sets
222,2021-03-18,20435.0,Quilt Sets
223,2021-03-19,20435.0,Quilt Sets
224,2021-03-20,35131.0,Quilt Sets
225,2021-03-21,35131.0,Quilt Sets
226,2021-03-22,35131.0,Quilt Sets
227,2021-03-23,35131.0,Quilt Sets
228,2021-03-24,42059.0,Quilt Sets
229,2021-03-25,42059.0,Quilt Sets
230,2021-03-26,39657.0,Quilt Sets
231,2021-03-27,40195.0,Quilt Sets
232,2021-03-28,40195.0,Quilt Sets
233,2021-03-29,40195.0,Quilt Sets
234,2021-03-30,35925.0,Quilt Sets
235,2021-03-31,35925.0,Quilt Sets
236,2021-04-01,31613.0,Quilt Sets
237,2021-04-02,31613.0,Quilt Sets
238,2021-04-03,31613.0,Quilt Sets
239,2021-04-04,31613.0,Quilt Sets
240,2021-04-05,31613.0,Quilt Sets
241,2021-04-06,25056.0,Quilt Sets
242,2021-04-07,25056.0,Quilt Sets
243,2021-04-08,21926.0,Quilt Sets
244,2021-04-09,21926.0,Quilt Sets
245,2021-04-10,26504.0,Quilt Sets
246,2021-04-11,26504.0,Quilt Sets
247,2021-04-12,26774.0,Quilt Sets
248,2021-04-13,31423.0,Quilt Sets
249,2021-04-14,31423.0,Quilt Sets
250,2021-04-15,41194.0,Quilt Sets
251,2021-04-16,41194.0,Quilt Sets
252,2021-04-17,28669.0,Quilt Sets
253,2021-04-18,28669.0,Quilt Sets
254,2021-04-19,28669.0,Quilt Sets
255,2021-04-20,28669.0,Quilt Sets
256,2021-04-21,25186.0,Quilt Sets
257,2021-04-22,25186.0,Quilt Sets
258,2021-04-23,25186.0,Quilt Sets
259,2021-04-24,25186.0,Quilt Sets
260,2021-04-25,36171.0,Quilt Sets
261,2021-04-26,36171.0,Quilt Sets
262,2021-04-27,41266.0,Quilt Sets
263,2021-04-28,39409.0,Quilt Sets
264,2021-04-29,53535.0,Quilt Sets
265,2021-04-30,53248.0,Quilt Sets
266,2021-05-01,53248.0,Quilt Sets
267,2021-05-02,53248.0,Quilt Sets
268,2021-05-03,30956.0,Quilt Sets
269,2021-05-04,30956.0,Quilt Sets
270,2021-05-05,30956.0,Quilt Sets
271,2021-05-06,32405.0,Quilt Sets
272,2021-05-07,32405.0,Quilt Sets
273,2021-05-08,39491.0,Quilt Sets
274,2021-05-09,39491.0,Quilt Sets
275,2021-05-10,39491.0,Quilt Sets
276,2021-05-11,40645.0,Quilt Sets
277,2021-05-12,40645.0,Quilt Sets
278,2021-05-13,40645.0,Quilt Sets
279,2021-05-14,40645.0,Quilt Sets
280,2021-05-15,27825.0,Quilt Sets
281,2021-05-16,27825.0,Quilt Sets
282,2021-05-17,27825.0,Quilt Sets
283,2021-05-18,27825.0,Quilt Sets
284,2021-05-19,22107.0,Quilt Sets
285,2021-05-20,28157.0,Quilt Sets
286,2021-05-21,28157.0,Quilt Sets
287,2021-05-22,25356.0,Quilt Sets
288,2021-05-23,18855.0,Quilt Sets
289,2021-05-24,19613.0,Quilt Sets
290,2021-05-25,19613.0,Quilt Sets
291,2021-05-26,27115.0,Quilt Sets
292,2021-05-27,32174.0,Quilt Sets
293,2021-05-28,32174.0,Quilt Sets
294,2021-05-29,40966.0,Quilt Sets
295,2021-05-30,40966.0,Quilt Sets
296,2021-05-31,42675.0,Quilt Sets
297,2021-06-01,38847.0,Quilt Sets
298,2021-06-02,38847.0,Quilt Sets
299,2021-06-03,41541.0,Quilt Sets
300,2021-06-04,41541.0,Quilt Sets
301,2021-06-05,41541.0,Quilt Sets
302,2021-06-06,41541.0,Quilt Sets
303,2021-06-07,41541.0,Quilt Sets
304,2021-06-08,24024.0,Quilt Sets
305,2021-06-09,28601.0,Quilt Sets
306,2021-06-10,28601.0,Quilt Sets
307,2021-06-11,28601.0,Quilt Sets
308,2021-06-12,28601.0,Quilt Sets
309,2021-06-13,28601.0,Quilt Sets
310,2021-06-14,28601.0,Quilt Sets
311,2021-06-15,28601.0,Quilt Sets
312,2021-06-16,33474.0,Quilt Sets
313,2021-06-17,33474.0,Quilt Sets
314,2021-06-18,33474.0,Quilt Sets
315,2021-06-19,35462.0,Quilt Sets
316,2021-06-20,35462.0,Quilt Sets
317,2021-06-21,20369.0,Quilt Sets
318,2021-06-22,20369.0,Quilt Sets
319,2021-06-23,20369.0,Quilt Sets
320,2021-06-24,20369.0,Quilt Sets
321,2021-06-25,17521.0,Quilt Sets
322,2021-06-26,17521.0,Quilt Sets
323,2021-06-27,18863.0,Quilt Sets
324,2021-06-28,18863.0,Quilt Sets
325,2021-06-29,16979.0,Quilt Sets
326,2021-06-30,18810.0,Quilt Sets
327,2021-07-01,19237.0,Quilt Sets
328,2021-07-02,19237.0,Quilt Sets
329,2021-07-03,19237.0,Quilt Sets
330,2021-07-04,19237.0,Quilt Sets
331,2021-07-05,22248.0,Quilt Sets
332,2021-07-06,15746.0,Quilt Sets
333,2021-07-07,15026.0,Quilt Sets
334,2021-07-08,15026.0,Quilt Sets
335,2021-07-09,8858.0,Quilt Sets
336,2021-07-10,8858.0,Quilt Sets
337,2021-07-11,2308.0,Quilt Sets
