,date,value,name_B07BZHDBNS
204,2018-11-03,18308.0,Linear Measurement
205,2018-11-04,23467.0,Linear Measurement
206,2018-11-05,23467.0,Linear Measurement
207,2018-11-06,24656.0,Linear Measurement
208,2018-11-07,24656.0,Linear Measurement
209,2018-11-08,24656.0,Linear Measurement
210,2018-11-09,24656.0,Linear Measurement
211,2018-11-10,24656.0,Linear Measurement
212,2018-11-11,24656.0,Linear Measurement
213,2018-11-12,24656.0,Linear Measurement
214,2018-11-13,24656.0,Linear Measurement
215,2018-11-14,20352.0,Linear Measurement
216,2018-11-15,20352.0,Linear Measurement
217,2018-11-16,20352.0,Linear Measurement
218,2018-11-17,31359.0,Linear Measurement
219,2018-11-18,20474.0,Linear Measurement
220,2018-11-19,20656.0,Linear Measurement
221,2018-11-20,20656.0,Linear Measurement
222,2018-11-21,17417.0,Linear Measurement
223,2018-11-22,17417.0,Linear Measurement
224,2018-11-23,17436.0,Linear Measurement
225,2018-11-24,29008.0,Linear Measurement
226,2018-11-25,31042.0,Linear Measurement
227,2018-11-26,26310.0,Linear Measurement
228,2018-11-27,26310.0,Linear Measurement
229,2018-11-28,22711.0,Linear Measurement
230,2018-11-29,23989.0,Linear Measurement
231,2018-11-30,23989.0,Linear Measurement
232,2018-12-01,22563.0,Linear Measurement
233,2018-12-02,22563.0,Linear Measurement
234,2018-12-03,15765.0,Linear Measurement
235,2018-12-04,15765.0,Linear Measurement
236,2018-12-05,15765.0,Linear Measurement
237,2018-12-06,21345.0,Linear Measurement
238,2018-12-07,21345.0,Linear Measurement
239,2018-12-08,21345.0,Linear Measurement
240,2018-12-09,21345.0,Linear Measurement
241,2018-12-10,23735.0,Linear Measurement
242,2018-12-11,23735.0,Linear Measurement
243,2018-12-12,23735.0,Linear Measurement
244,2018-12-13,23735.0,Linear Measurement
245,2018-12-14,19335.0,Linear Measurement
246,2018-12-15,19335.0,Linear Measurement
247,2018-12-16,23697.0,Linear Measurement
248,2018-12-17,23697.0,Linear Measurement
249,2018-12-18,23697.0,Linear Measurement
250,2018-12-19,23697.0,Linear Measurement
251,2018-12-20,23697.0,Linear Measurement
252,2018-12-21,17549.0,Linear Measurement
253,2018-12-22,22983.0,Linear Measurement
254,2018-12-23,22983.0,Linear Measurement
255,2018-12-24,19744.0,Linear Measurement
256,2018-12-25,19744.0,Linear Measurement
257,2018-12-26,19744.0,Linear Measurement
258,2018-12-27,17979.0,Linear Measurement
259,2018-12-28,17979.0,Linear Measurement
260,2018-12-29,17979.0,Linear Measurement
261,2018-12-30,17979.0,Linear Measurement
262,2018-12-31,17979.0,Linear Measurement
263,2019-01-01,17979.0,Linear Measurement
264,2019-01-02,17979.0,Linear Measurement
265,2019-01-03,19580.0,Linear Measurement
266,2019-01-04,19580.0,Linear Measurement
267,2019-01-05,19580.0,Linear Measurement
268,2019-01-06,18377.0,Linear Measurement
269,2019-01-07,16372.0,Linear Measurement
270,2019-01-08,18858.0,Linear Measurement
271,2019-01-09,17389.0,Linear Measurement
272,2019-01-10,17389.0,Linear Measurement
273,2019-01-11,17389.0,Linear Measurement
274,2019-01-12,17389.0,Linear Measurement
275,2019-01-13,17389.0,Linear Measurement
276,2019-01-14,17389.0,Linear Measurement
277,2019-01-15,17389.0,Linear Measurement
278,2019-01-16,16461.0,Linear Measurement
279,2019-01-17,16461.0,Linear Measurement
280,2019-01-18,19903.0,Linear Measurement
281,2019-01-19,19379.0,Linear Measurement
282,2019-01-20,19394.0,Linear Measurement
283,2019-01-21,14205.0,Linear Measurement
284,2019-01-22,14205.0,Linear Measurement
285,2019-01-23,14345.0,Linear Measurement
286,2019-01-24,17605.0,Linear Measurement
287,2019-01-25,13856.0,Linear Measurement
288,2019-01-26,15698.0,Linear Measurement
289,2019-01-27,14846.0,Linear Measurement
290,2019-01-28,16207.0,Linear Measurement
291,2019-01-29,15804.0,Linear Measurement
292,2019-01-30,16064.0,Linear Measurement
293,2019-01-31,14630.0,Linear Measurement
294,2019-02-01,17176.0,Linear Measurement
295,2019-02-02,17037.0,Linear Measurement
296,2019-02-03,15999.0,Linear Measurement
297,2019-02-04,16961.0,Linear Measurement
298,2019-02-05,16951.0,Linear Measurement
299,2019-02-06,17581.0,Linear Measurement
300,2019-02-07,15261.0,Linear Measurement
301,2019-02-08,15261.0,Linear Measurement
302,2019-02-09,15261.0,Linear Measurement
303,2019-02-10,15261.0,Linear Measurement
304,2019-02-11,15261.0,Linear Measurement
305,2019-02-12,15261.0,Linear Measurement
306,2019-02-13,20864.0,Linear Measurement
307,2019-02-14,22067.0,Linear Measurement
308,2019-02-15,21514.0,Linear Measurement
309,2019-02-16,21514.0,Linear Measurement
310,2019-02-17,21514.0,Linear Measurement
311,2019-02-18,21053.0,Linear Measurement
312,2019-02-19,21053.0,Linear Measurement
313,2019-02-20,13433.0,Linear Measurement
314,2019-02-21,18268.0,Linear Measurement
315,2019-02-22,18268.0,Linear Measurement
316,2019-02-23,15824.0,Linear Measurement
317,2019-02-24,15824.0,Linear Measurement
318,2019-02-25,15824.0,Linear Measurement
319,2019-02-26,21131.0,Linear Measurement
320,2019-02-27,21131.0,Linear Measurement
321,2019-02-28,25701.0,Linear Measurement
322,2019-03-01,25701.0,Linear Measurement
323,2019-03-02,25701.0,Linear Measurement
324,2019-03-03,25701.0,Linear Measurement
325,2019-03-04,25701.0,Linear Measurement
326,2019-03-05,25701.0,Linear Measurement
327,2019-03-06,20654.0,Linear Measurement
328,2019-03-07,13624.0,Linear Measurement
329,2019-03-08,13122.0,Linear Measurement
330,2019-03-09,13122.0,Linear Measurement
331,2019-03-10,13101.0,Linear Measurement
332,2019-03-11,13101.0,Linear Measurement
333,2019-03-12,13101.0,Linear Measurement
334,2019-03-13,11390.0,Linear Measurement
335,2019-03-14,15673.0,Linear Measurement
336,2019-03-15,15673.0,Linear Measurement
337,2019-03-16,15673.0,Linear Measurement
338,2019-03-17,15673.0,Linear Measurement
339,2019-03-18,15673.0,Linear Measurement
340,2019-03-19,15673.0,Linear Measurement
341,2019-03-20,12675.0,Linear Measurement
342,2019-03-21,12675.0,Linear Measurement
343,2019-03-22,12675.0,Linear Measurement
344,2019-03-23,12675.0,Linear Measurement
345,2019-03-24,13930.0,Linear Measurement
346,2019-03-25,15978.0,Linear Measurement
347,2019-03-26,14440.0,Linear Measurement
348,2019-03-27,13623.0,Linear Measurement
349,2019-03-28,13623.0,Linear Measurement
350,2019-03-29,9471.0,Linear Measurement
351,2019-03-30,9471.0,Linear Measurement
352,2019-03-31,9471.0,Linear Measurement
353,2019-04-01,13706.0,Linear Measurement
354,2019-04-02,16279.0,Linear Measurement
355,2019-04-03,16279.0,Linear Measurement
356,2019-04-04,12793.0,Linear Measurement
357,2019-04-05,12793.0,Linear Measurement
358,2019-04-06,12793.0,Linear Measurement
359,2019-04-07,12793.0,Linear Measurement
360,2019-04-08,12793.0,Linear Measurement
361,2019-04-09,12793.0,Linear Measurement
362,2019-04-10,13164.0,Linear Measurement
363,2019-04-11,13164.0,Linear Measurement
364,2019-04-12,13164.0,Linear Measurement
365,2019-04-13,17953.0,Linear Measurement
366,2019-04-14,25245.0,Linear Measurement
367,2019-04-15,25245.0,Linear Measurement
368,2019-04-16,25245.0,Linear Measurement
369,2019-04-17,18498.0,Linear Measurement
370,2019-04-18,18498.0,Linear Measurement
371,2019-04-19,18498.0,Linear Measurement
372,2019-04-20,18498.0,Linear Measurement
373,2019-04-21,18498.0,Linear Measurement
374,2019-04-22,18498.0,Linear Measurement
375,2019-04-23,13332.0,Linear Measurement
376,2019-04-24,13332.0,Linear Measurement
377,2019-04-25,13332.0,Linear Measurement
378,2019-04-26,13332.0,Linear Measurement
379,2019-04-27,13332.0,Linear Measurement
380,2019-04-28,10481.0,Linear Measurement
381,2019-04-29,10481.0,Linear Measurement
382,2019-04-30,10481.0,Linear Measurement
383,2019-05-01,15140.0,Linear Measurement
384,2019-05-02,15140.0,Linear Measurement
385,2019-05-03,15140.0,Linear Measurement
386,2019-05-04,15140.0,Linear Measurement
387,2019-05-05,15140.0,Linear Measurement
388,2019-05-06,13727.0,Linear Measurement
389,2019-05-07,16951.0,Linear Measurement
390,2019-05-08,13816.0,Linear Measurement
391,2019-05-09,13245.0,Linear Measurement
392,2019-05-10,13601.0,Linear Measurement
393,2019-05-11,15378.0,Linear Measurement
394,2019-05-12,14117.0,Linear Measurement
395,2019-05-13,14597.0,Linear Measurement
396,2019-05-14,17488.0,Linear Measurement
397,2019-05-15,17488.0,Linear Measurement
398,2019-05-16,12010.0,Linear Measurement
399,2019-05-17,13673.0,Linear Measurement
400,2019-05-18,14645.0,Linear Measurement
401,2019-05-19,12105.0,Linear Measurement
402,2019-05-20,13885.0,Linear Measurement
403,2019-05-21,10317.0,Linear Measurement
404,2019-05-22,10395.0,Linear Measurement
405,2019-05-23,11308.0,Linear Measurement
406,2019-05-24,10398.0,Linear Measurement
407,2019-05-25,11410.0,Linear Measurement
408,2019-05-26,9917.0,Linear Measurement
409,2019-05-27,10929.0,Linear Measurement
410,2019-05-28,12193.0,Linear Measurement
411,2019-05-29,9752.0,Linear Measurement
412,2019-05-30,11364.0,Linear Measurement
413,2019-05-31,9992.0,Linear Measurement
414,2019-06-01,9246.0,Linear Measurement
415,2019-06-02,9524.0,Linear Measurement
416,2019-06-03,9014.0,Linear Measurement
417,2019-06-04,9076.0,Linear Measurement
418,2019-06-05,11453.0,Linear Measurement
419,2019-06-06,10209.0,Linear Measurement
420,2019-06-07,9856.0,Linear Measurement
421,2019-06-08,9170.0,Linear Measurement
422,2019-06-09,8968.0,Linear Measurement
423,2019-06-10,10926.0,Linear Measurement
424,2019-06-11,14383.0,Linear Measurement
425,2019-06-12,9576.0,Linear Measurement
426,2019-06-13,7600.0,Linear Measurement
427,2019-06-14,7899.0,Linear Measurement
428,2019-06-15,10813.0,Linear Measurement
429,2019-06-16,10813.0,Linear Measurement
430,2019-06-17,12014.0,Linear Measurement
431,2019-06-18,10894.0,Linear Measurement
432,2019-06-19,9815.0,Linear Measurement
433,2019-06-20,15442.0,Linear Measurement
434,2019-06-21,26584.0,Linear Measurement
435,2019-06-22,30465.0,Linear Measurement
436,2019-06-23,30868.0,Linear Measurement
437,2019-06-24,45867.0,Linear Measurement
438,2019-06-25,48019.0,Linear Measurement
439,2019-06-26,32767.0,Linear Measurement
440,2019-06-27,14537.0,Linear Measurement
441,2019-06-28,13037.0,Linear Measurement
442,2019-06-29,14969.0,Linear Measurement
443,2019-06-30,18989.0,Linear Measurement
444,2019-07-01,16667.0,Linear Measurement
445,2019-07-02,14605.0,Linear Measurement
446,2019-07-03,12089.0,Linear Measurement
447,2019-07-04,11910.0,Linear Measurement
448,2019-07-05,11326.0,Linear Measurement
449,2019-07-06,10851.0,Linear Measurement
450,2019-07-07,14577.0,Linear Measurement
451,2019-07-08,14162.0,Linear Measurement
452,2019-07-09,13735.0,Linear Measurement
453,2019-07-10,12573.0,Linear Measurement
454,2019-07-11,13099.0,Linear Measurement
455,2019-07-12,13132.0,Linear Measurement
456,2019-07-13,17119.0,Linear Measurement
457,2019-07-14,16248.0,Linear Measurement
458,2019-07-15,14677.0,Linear Measurement
459,2019-07-16,13807.0,Linear Measurement
460,2019-07-17,16491.0,Linear Measurement
461,2019-07-18,12810.0,Linear Measurement
462,2019-07-19,13106.0,Linear Measurement
463,2019-07-20,13355.0,Linear Measurement
464,2019-07-21,16573.0,Linear Measurement
465,2019-07-22,17868.0,Linear Measurement
466,2019-07-23,15595.0,Linear Measurement
467,2019-07-24,16469.0,Linear Measurement
468,2019-07-25,12722.0,Linear Measurement
469,2019-07-26,13371.0,Linear Measurement
470,2019-07-27,13592.0,Linear Measurement
471,2019-07-28,9484.0,Linear Measurement
472,2019-07-29,15622.0,Linear Measurement
473,2019-07-30,12062.0,Linear Measurement
474,2019-07-31,14767.0,Linear Measurement
475,2019-08-01,13129.0,Linear Measurement
476,2019-08-02,10377.0,Linear Measurement
477,2019-08-03,11329.0,Linear Measurement
478,2019-08-04,10159.0,Linear Measurement
479,2019-08-05,11836.0,Linear Measurement
480,2019-08-06,12935.0,Linear Measurement
481,2019-08-07,10832.0,Linear Measurement
482,2019-08-08,11849.0,Linear Measurement
483,2019-08-09,9333.0,Linear Measurement
484,2019-08-10,11243.0,Linear Measurement
485,2019-08-11,11243.0,Linear Measurement
486,2019-08-12,9967.0,Linear Measurement
487,2019-08-13,9760.0,Linear Measurement
488,2019-08-14,10658.0,Linear Measurement
489,2019-08-15,11680.0,Linear Measurement
490,2019-08-16,10034.0,Linear Measurement
491,2019-08-17,10188.0,Linear Measurement
492,2019-08-18,9738.0,Linear Measurement
493,2019-08-19,12506.0,Linear Measurement
494,2019-08-20,13472.0,Linear Measurement
495,2019-08-21,10840.0,Linear Measurement
496,2019-08-22,10347.0,Linear Measurement
497,2019-08-23,11585.0,Linear Measurement
498,2019-08-24,13825.0,Linear Measurement
499,2019-08-25,12541.0,Linear Measurement
500,2019-08-26,14661.0,Linear Measurement
501,2019-08-27,12815.0,Linear Measurement
502,2019-08-28,10883.0,Linear Measurement
503,2019-08-29,9536.0,Linear Measurement
504,2019-08-30,8617.0,Linear Measurement
505,2019-08-31,10779.0,Linear Measurement
506,2019-09-01,10421.0,Linear Measurement
507,2019-09-02,12284.0,Linear Measurement
508,2019-09-03,11053.0,Linear Measurement
509,2019-09-04,12268.0,Linear Measurement
510,2019-09-05,11618.0,Linear Measurement
511,2019-09-06,15253.0,Linear Measurement
512,2019-09-07,14521.0,Linear Measurement
513,2019-09-08,14234.0,Linear Measurement
514,2019-09-09,14234.0,Linear Measurement
515,2019-09-10,14234.0,Linear Measurement
516,2019-09-11,14234.0,Linear Measurement
517,2019-09-12,12397.0,Linear Measurement
518,2019-09-13,14490.0,Linear Measurement
519,2019-09-14,11663.0,Linear Measurement
520,2019-09-15,14710.0,Linear Measurement
521,2019-09-16,21385.0,Linear Measurement
522,2019-09-17,16436.0,Linear Measurement
523,2019-09-18,14197.0,Linear Measurement
524,2019-09-19,16194.0,Linear Measurement
525,2019-09-20,16606.0,Linear Measurement
526,2019-09-21,12996.0,Linear Measurement
527,2019-09-22,13867.0,Linear Measurement
528,2019-09-23,13419.0,Linear Measurement
529,2019-09-24,13869.0,Linear Measurement
530,2019-09-25,10987.0,Linear Measurement
531,2019-09-26,13568.0,Linear Measurement
532,2019-09-27,13491.0,Linear Measurement
533,2019-09-28,15236.0,Linear Measurement
534,2019-09-29,11796.0,Linear Measurement
535,2019-09-30,14365.0,Linear Measurement
536,2019-10-01,16749.0,Linear Measurement
537,2019-10-02,11544.0,Linear Measurement
538,2019-10-03,11645.0,Linear Measurement
539,2019-10-04,14613.0,Linear Measurement
540,2019-10-05,14613.0,Linear Measurement
541,2019-10-06,14613.0,Linear Measurement
542,2019-10-07,15990.0,Linear Measurement
543,2019-10-08,14628.0,Linear Measurement
544,2019-10-09,15431.0,Linear Measurement
545,2019-10-10,18732.0,Linear Measurement
546,2019-10-11,17745.0,Linear Measurement
547,2019-10-12,17745.0,Linear Measurement
548,2019-10-13,15578.0,Linear Measurement
549,2019-10-14,18645.0,Linear Measurement
550,2019-10-15,18894.0,Linear Measurement
551,2019-10-16,15792.0,Linear Measurement
552,2019-10-17,14698.0,Linear Measurement
553,2019-10-18,14591.0,Linear Measurement
554,2019-10-19,13636.0,Linear Measurement
555,2019-10-20,12687.0,Linear Measurement
556,2019-10-21,17024.0,Linear Measurement
557,2019-10-22,14701.0,Linear Measurement
558,2019-10-23,10996.0,Linear Measurement
559,2019-10-24,15086.0,Linear Measurement
560,2019-10-25,14571.0,Linear Measurement
561,2019-10-26,-1.0,Linear Measurement
562,2019-10-27,-1.0,Linear Measurement
563,2019-10-28,-1.0,Linear Measurement
564,2019-10-29,-1.0,Linear Measurement
565,2019-10-30,-1.0,Linear Measurement
566,2019-10-31,-1.0,Linear Measurement
567,2019-11-01,-1.0,Linear Measurement
568,2019-11-02,-1.0,Linear Measurement
569,2019-11-03,-1.0,Linear Measurement
570,2019-11-04,-1.0,Linear Measurement
571,2019-11-05,-1.0,Linear Measurement
572,2019-11-06,-1.0,Linear Measurement
573,2019-11-07,-1.0,Linear Measurement
574,2019-11-08,-1.0,Linear Measurement
575,2019-11-09,-1.0,Linear Measurement
576,2019-11-10,-1.0,Linear Measurement
577,2019-11-11,-1.0,Linear Measurement
578,2019-11-12,-1.0,Linear Measurement
579,2019-11-13,-1.0,Linear Measurement
580,2019-11-14,-1.0,Linear Measurement
581,2019-11-15,-1.0,Linear Measurement
582,2019-11-16,-1.0,Linear Measurement
583,2019-11-17,-1.0,Linear Measurement
584,2019-11-18,-1.0,Linear Measurement
585,2019-11-19,-1.0,Linear Measurement
586,2019-11-20,-1.0,Linear Measurement
587,2019-11-21,-1.0,Linear Measurement
588,2019-11-22,-1.0,Linear Measurement
589,2019-11-23,-1.0,Linear Measurement
590,2019-11-24,-1.0,Linear Measurement
591,2019-11-25,-1.0,Linear Measurement
592,2019-11-26,-1.0,Linear Measurement
593,2019-11-27,-1.0,Linear Measurement
594,2019-11-28,-1.0,Linear Measurement
595,2019-11-29,-1.0,Linear Measurement
596,2019-11-30,-1.0,Linear Measurement
597,2019-12-01,-1.0,Linear Measurement
598,2019-12-02,-1.0,Linear Measurement
599,2019-12-03,-1.0,Linear Measurement
600,2019-12-04,-1.0,Linear Measurement
601,2019-12-05,-1.0,Linear Measurement
602,2019-12-06,-1.0,Linear Measurement
603,2019-12-07,-1.0,Linear Measurement
604,2019-12-08,-1.0,Linear Measurement
605,2019-12-09,-1.0,Linear Measurement
606,2019-12-10,-1.0,Linear Measurement
607,2019-12-11,-1.0,Linear Measurement
608,2019-12-12,-1.0,Linear Measurement
609,2019-12-13,-1.0,Linear Measurement
610,2019-12-14,-1.0,Linear Measurement
611,2019-12-15,-1.0,Linear Measurement
612,2019-12-16,-1.0,Linear Measurement
613,2019-12-17,-1.0,Linear Measurement
614,2019-12-18,-1.0,Linear Measurement
615,2019-12-19,-1.0,Linear Measurement
616,2019-12-20,-1.0,Linear Measurement
617,2019-12-21,-1.0,Linear Measurement
618,2019-12-22,-1.0,Linear Measurement
619,2019-12-23,-1.0,Linear Measurement
620,2019-12-24,-1.0,Linear Measurement
621,2019-12-25,-1.0,Linear Measurement
622,2019-12-26,-1.0,Linear Measurement
623,2019-12-27,-1.0,Linear Measurement
624,2019-12-28,-1.0,Linear Measurement
625,2019-12-29,-1.0,Linear Measurement
626,2019-12-30,-1.0,Linear Measurement
627,2019-12-31,-1.0,Linear Measurement
628,2020-01-01,-1.0,Linear Measurement
629,2020-01-02,-1.0,Linear Measurement
630,2020-01-03,-1.0,Linear Measurement
631,2020-01-04,-1.0,Linear Measurement
632,2020-01-05,-1.0,Linear Measurement
633,2020-01-06,-1.0,Linear Measurement
