,date,value,name_B08238TVHK
213,2020-07-05,53727.0,Closet Systems
214,2020-07-06,53727.0,Closet Systems
215,2020-07-07,40596.0,Closet Systems
216,2020-07-08,40596.0,Closet Systems
217,2020-07-09,40596.0,Closet Systems
218,2020-07-10,60852.0,Closet Systems
219,2020-07-11,60852.0,Closet Systems
220,2020-07-12,60852.0,Closet Systems
221,2020-07-13,65726.0,Closet Systems
222,2020-07-14,65726.0,Closet Systems
223,2020-07-15,65726.0,Closet Systems
224,2020-07-16,31804.0,Closet Systems
225,2020-07-17,31804.0,Closet Systems
226,2020-07-18,31804.0,Closet Systems
227,2020-07-19,31804.0,Closet Systems
228,2020-07-20,22221.0,Closet Systems
229,2020-07-21,22221.0,Closet Systems
230,2020-07-22,22221.0,Closet Systems
231,2020-07-23,21393.0,Closet Systems
232,2020-07-24,21393.0,Closet Systems
233,2020-07-25,21393.0,Closet Systems
234,2020-07-26,21393.0,Closet Systems
235,2020-07-27,21393.0,Closet Systems
236,2020-07-28,21393.0,Closet Systems
237,2020-07-29,21393.0,Closet Systems
238,2020-07-30,21534.0,Closet Systems
239,2020-07-31,21107.0,Closet Systems
240,2020-08-01,21107.0,Closet Systems
241,2020-08-02,21107.0,Closet Systems
242,2020-08-03,22095.0,Closet Systems
243,2020-08-04,31113.0,Closet Systems
244,2020-08-05,31113.0,Closet Systems
245,2020-08-06,22410.0,Closet Systems
246,2020-08-07,26012.0,Closet Systems
247,2020-08-08,26012.0,Closet Systems
248,2020-08-09,26012.0,Closet Systems
249,2020-08-10,26012.0,Closet Systems
250,2020-08-11,26602.0,Closet Systems
251,2020-08-12,26602.0,Closet Systems
252,2020-08-13,26602.0,Closet Systems
253,2020-08-14,26646.0,Closet Systems
254,2020-08-15,26646.0,Closet Systems
255,2020-08-16,21223.0,Closet Systems
256,2020-08-17,21223.0,Closet Systems
257,2020-08-18,21223.0,Closet Systems
258,2020-08-19,21223.0,Closet Systems
259,2020-08-20,18865.0,Closet Systems
260,2020-08-21,18865.0,Closet Systems
261,2020-08-22,18865.0,Closet Systems
262,2020-08-23,14341.0,Closet Systems
263,2020-08-24,14341.0,Closet Systems
264,2020-08-25,14341.0,Closet Systems
265,2020-08-26,20143.0,Closet Systems
266,2020-08-27,20143.0,Closet Systems
267,2020-08-28,20143.0,Closet Systems
268,2020-08-29,25624.0,Closet Systems
269,2020-08-30,25624.0,Closet Systems
270,2020-08-31,25624.0,Closet Systems
271,2020-09-01,17722.0,Closet Systems
272,2020-09-02,17722.0,Closet Systems
273,2020-09-03,17722.0,Closet Systems
274,2020-09-04,17722.0,Closet Systems
275,2020-09-05,17722.0,Closet Systems
276,2020-09-06,17722.0,Closet Systems
277,2020-09-07,13917.0,Closet Systems
278,2020-09-08,13917.0,Closet Systems
279,2020-09-09,24324.0,Closet Systems
280,2020-09-10,24324.0,Closet Systems
281,2020-09-11,24324.0,Closet Systems
282,2020-09-12,24324.0,Closet Systems
283,2020-09-13,23918.0,Closet Systems
284,2020-09-14,20001.0,Closet Systems
285,2020-09-15,20001.0,Closet Systems
286,2020-09-16,20001.0,Closet Systems
287,2020-09-17,20001.0,Closet Systems
288,2020-09-18,33933.0,Closet Systems
289,2020-09-19,33933.0,Closet Systems
290,2020-09-20,33933.0,Closet Systems
291,2020-09-21,33933.0,Closet Systems
292,2020-09-22,17537.0,Closet Systems
293,2020-09-23,17537.0,Closet Systems
294,2020-09-24,17537.0,Closet Systems
295,2020-09-25,17537.0,Closet Systems
296,2020-09-26,10829.0,Closet Systems
297,2020-09-27,13505.0,Closet Systems
298,2020-09-28,13505.0,Closet Systems
299,2020-09-29,14666.0,Closet Systems
300,2020-09-30,14666.0,Closet Systems
301,2020-10-01,14666.0,Closet Systems
302,2020-10-02,18315.0,Closet Systems
303,2020-10-03,18315.0,Closet Systems
304,2020-10-04,18315.0,Closet Systems
305,2020-10-05,13966.0,Closet Systems
306,2020-10-06,13966.0,Closet Systems
307,2020-10-07,13966.0,Closet Systems
308,2020-10-08,13966.0,Closet Systems
309,2020-10-09,13966.0,Closet Systems
310,2020-10-10,13966.0,Closet Systems
311,2020-10-11,15650.0,Closet Systems
312,2020-10-12,15650.0,Closet Systems
313,2020-10-13,23429.0,Closet Systems
314,2020-10-14,23429.0,Closet Systems
315,2020-10-15,32552.0,Closet Systems
316,2020-10-16,32552.0,Closet Systems
317,2020-10-17,32552.0,Closet Systems
318,2020-10-18,59631.0,Closet Systems
319,2020-10-19,59631.0,Closet Systems
320,2020-10-20,59631.0,Closet Systems
321,2020-10-21,49888.0,Closet Systems
322,2020-10-22,52026.0,Closet Systems
323,2020-10-23,52026.0,Closet Systems
324,2020-10-24,52026.0,Closet Systems
325,2020-10-25,40804.0,Closet Systems
326,2020-10-26,40804.0,Closet Systems
327,2020-10-27,40804.0,Closet Systems
328,2020-10-28,40804.0,Closet Systems
329,2020-10-29,30653.0,Closet Systems
330,2020-10-30,30653.0,Closet Systems
331,2020-10-31,30653.0,Closet Systems
332,2020-11-01,26111.0,Closet Systems
333,2020-11-02,26111.0,Closet Systems
334,2020-11-03,26111.0,Closet Systems
335,2020-11-04,26111.0,Closet Systems
336,2020-11-05,33290.0,Closet Systems
337,2020-11-06,33290.0,Closet Systems
338,2020-11-07,33290.0,Closet Systems
339,2020-11-08,33290.0,Closet Systems
340,2020-11-09,29171.0,Closet Systems
341,2020-11-10,29171.0,Closet Systems
342,2020-11-11,29171.0,Closet Systems
343,2020-11-12,29171.0,Closet Systems
344,2020-11-13,29171.0,Closet Systems
345,2020-11-14,29171.0,Closet Systems
346,2020-11-15,29171.0,Closet Systems
347,2020-11-16,29171.0,Closet Systems
348,2020-11-17,29171.0,Closet Systems
349,2020-11-18,29171.0,Closet Systems
350,2020-11-19,34492.0,Closet Systems
351,2020-11-20,34492.0,Closet Systems
352,2020-11-21,34492.0,Closet Systems
353,2020-11-22,34492.0,Closet Systems
354,2020-11-23,34492.0,Closet Systems
355,2020-11-24,34492.0,Closet Systems
356,2020-11-25,45015.0,Closet Systems
357,2020-11-26,45015.0,Closet Systems
358,2020-11-27,45015.0,Closet Systems
359,2020-11-28,45015.0,Closet Systems
360,2020-11-29,45015.0,Closet Systems
361,2020-11-30,45015.0,Closet Systems
362,2020-12-01,48400.0,Closet Systems
363,2020-12-02,48400.0,Closet Systems
364,2020-12-03,48400.0,Closet Systems
365,2020-12-04,44559.0,Closet Systems
366,2020-12-05,44559.0,Closet Systems
367,2020-12-06,42193.0,Closet Systems
368,2020-12-07,42193.0,Closet Systems
369,2020-12-08,42193.0,Closet Systems
370,2020-12-09,42193.0,Closet Systems
371,2020-12-10,42193.0,Closet Systems
372,2020-12-11,42193.0,Closet Systems
373,2020-12-12,60907.0,Closet Systems
374,2020-12-13,60907.0,Closet Systems
375,2020-12-14,60907.0,Closet Systems
376,2020-12-15,60907.0,Closet Systems
377,2020-12-16,60907.0,Closet Systems
378,2020-12-17,36982.0,Closet Systems
379,2020-12-18,36982.0,Closet Systems
380,2020-12-19,36982.0,Closet Systems
381,2020-12-20,38162.0,Closet Systems
382,2020-12-21,38162.0,Closet Systems
383,2020-12-22,38162.0,Closet Systems
384,2020-12-23,28749.0,Closet Systems
385,2020-12-24,26527.0,Closet Systems
386,2020-12-25,26527.0,Closet Systems
387,2020-12-26,26527.0,Closet Systems
388,2020-12-27,26527.0,Closet Systems
389,2020-12-28,26527.0,Closet Systems
390,2020-12-29,19368.0,Closet Systems
391,2020-12-30,19368.0,Closet Systems
392,2020-12-31,9568.0,Closet Systems
393,2021-01-01,12212.0,Closet Systems
394,2021-01-02,15302.0,Closet Systems
395,2021-01-03,15302.0,Closet Systems
396,2021-01-04,15302.0,Closet Systems
397,2021-01-05,18289.0,Closet Systems
398,2021-01-06,18289.0,Closet Systems
399,2021-01-07,18289.0,Closet Systems
400,2021-01-08,18289.0,Closet Systems
401,2021-01-09,18289.0,Closet Systems
402,2021-01-10,18289.0,Closet Systems
403,2021-01-11,14906.0,Closet Systems
404,2021-01-12,14906.0,Closet Systems
405,2021-01-13,17860.0,Closet Systems
406,2021-01-14,17860.0,Closet Systems
407,2021-01-15,17860.0,Closet Systems
408,2021-01-16,17860.0,Closet Systems
409,2021-01-17,20980.0,Closet Systems
410,2021-01-18,20980.0,Closet Systems
411,2021-01-19,20980.0,Closet Systems
412,2021-01-20,17481.0,Closet Systems
413,2021-01-21,17481.0,Closet Systems
414,2021-01-22,17481.0,Closet Systems
415,2021-01-23,17481.0,Closet Systems
416,2021-01-24,17481.0,Closet Systems
417,2021-01-25,18153.0,Closet Systems
418,2021-01-26,18153.0,Closet Systems
419,2021-01-27,18449.0,Closet Systems
420,2021-01-28,18449.0,Closet Systems
421,2021-01-29,18449.0,Closet Systems
422,2021-01-30,25086.0,Closet Systems
423,2021-01-31,25086.0,Closet Systems
424,2021-02-01,25086.0,Closet Systems
425,2021-02-02,25086.0,Closet Systems
426,2021-02-03,25086.0,Closet Systems
427,2021-02-04,22711.0,Closet Systems
428,2021-02-05,22711.0,Closet Systems
429,2021-02-06,22711.0,Closet Systems
430,2021-02-07,22711.0,Closet Systems
431,2021-02-08,22711.0,Closet Systems
432,2021-02-09,22711.0,Closet Systems
433,2021-02-10,23040.0,Closet Systems
434,2021-02-11,23040.0,Closet Systems
435,2021-02-12,23040.0,Closet Systems
436,2021-02-13,23040.0,Closet Systems
437,2021-02-14,18946.0,Closet Systems
438,2021-02-15,18946.0,Closet Systems
439,2021-02-16,18946.0,Closet Systems
440,2021-02-17,18946.0,Closet Systems
441,2021-02-18,18946.0,Closet Systems
442,2021-02-19,18115.0,Closet Systems
443,2021-02-20,18115.0,Closet Systems
444,2021-02-21,18115.0,Closet Systems
445,2021-02-22,18115.0,Closet Systems
446,2021-02-23,18115.0,Closet Systems
447,2021-02-24,21523.0,Closet Systems
448,2021-02-25,21523.0,Closet Systems
449,2021-02-26,21523.0,Closet Systems
450,2021-02-27,22401.0,Closet Systems
451,2021-02-28,22401.0,Closet Systems
452,2021-03-01,21788.0,Closet Systems
453,2021-03-02,21788.0,Closet Systems
454,2021-03-03,21788.0,Closet Systems
455,2021-03-04,24056.0,Closet Systems
456,2021-03-05,24056.0,Closet Systems
457,2021-03-06,38150.0,Closet Systems
458,2021-03-07,38150.0,Closet Systems
459,2021-03-08,38150.0,Closet Systems
460,2021-03-09,38150.0,Closet Systems
461,2021-03-10,38150.0,Closet Systems
462,2021-03-11,44096.0,Closet Systems
463,2021-03-12,44096.0,Closet Systems
464,2021-03-13,44096.0,Closet Systems
465,2021-03-14,43291.0,Closet Systems
466,2021-03-15,43291.0,Closet Systems
467,2021-03-16,43291.0,Closet Systems
468,2021-03-17,43291.0,Closet Systems
469,2021-03-18,39013.0,Closet Systems
470,2021-03-19,39013.0,Closet Systems
471,2021-03-20,39013.0,Closet Systems
472,2021-03-21,39013.0,Closet Systems
473,2021-03-22,38196.0,Closet Systems
474,2021-03-23,38196.0,Closet Systems
475,2021-03-24,38196.0,Closet Systems
476,2021-03-25,38196.0,Closet Systems
477,2021-03-26,38196.0,Closet Systems
478,2021-03-27,41874.0,Closet Systems
479,2021-03-28,41874.0,Closet Systems
480,2021-03-29,41874.0,Closet Systems
481,2021-03-30,33071.0,Closet Systems
482,2021-03-31,33071.0,Closet Systems
483,2021-04-01,33071.0,Closet Systems
484,2021-04-02,33071.0,Closet Systems
485,2021-04-03,33071.0,Closet Systems
486,2021-04-04,27655.0,Closet Systems
487,2021-04-05,27655.0,Closet Systems
488,2021-04-06,33561.0,Closet Systems
489,2021-04-07,33561.0,Closet Systems
490,2021-04-08,33561.0,Closet Systems
491,2021-04-09,33561.0,Closet Systems
492,2021-04-10,41312.0,Closet Systems
493,2021-04-11,41312.0,Closet Systems
494,2021-04-12,41312.0,Closet Systems
495,2021-04-13,43001.0,Closet Systems
496,2021-04-14,43001.0,Closet Systems
497,2021-04-15,43001.0,Closet Systems
498,2021-04-16,43001.0,Closet Systems
499,2021-04-17,43001.0,Closet Systems
500,2021-04-18,32954.0,Closet Systems
501,2021-04-19,32954.0,Closet Systems
502,2021-04-20,32954.0,Closet Systems
503,2021-04-21,48161.0,Closet Systems
504,2021-04-22,48161.0,Closet Systems
505,2021-04-23,47293.0,Closet Systems
506,2021-04-24,47293.0,Closet Systems
507,2021-04-25,47293.0,Closet Systems
508,2021-04-26,47293.0,Closet Systems
509,2021-04-27,47293.0,Closet Systems
510,2021-04-28,47293.0,Closet Systems
511,2021-04-29,55327.0,Closet Systems
512,2021-04-30,55327.0,Closet Systems
513,2021-05-01,55327.0,Closet Systems
514,2021-05-02,55327.0,Closet Systems
515,2021-05-03,55327.0,Closet Systems
516,2021-05-04,55327.0,Closet Systems
517,2021-05-05,55327.0,Closet Systems
518,2021-05-06,55327.0,Closet Systems
519,2021-05-07,44929.0,Closet Systems
520,2021-05-08,44929.0,Closet Systems
521,2021-05-09,44929.0,Closet Systems
522,2021-05-10,44929.0,Closet Systems
523,2021-05-11,44929.0,Closet Systems
524,2021-05-12,37928.0,Closet Systems
525,2021-05-13,37928.0,Closet Systems
526,2021-05-14,37928.0,Closet Systems
527,2021-05-15,46871.0,Closet Systems
528,2021-05-16,46871.0,Closet Systems
529,2021-05-17,46871.0,Closet Systems
530,2021-05-18,46871.0,Closet Systems
531,2021-05-19,44937.0,Closet Systems
532,2021-05-20,45694.0,Closet Systems
533,2021-05-21,45694.0,Closet Systems
534,2021-05-22,45694.0,Closet Systems
535,2021-05-23,45694.0,Closet Systems
536,2021-05-24,39731.0,Closet Systems
537,2021-05-25,39731.0,Closet Systems
538,2021-05-26,39731.0,Closet Systems
539,2021-05-27,39731.0,Closet Systems
540,2021-05-28,39350.0,Closet Systems
541,2021-05-29,39350.0,Closet Systems
542,2021-05-30,39350.0,Closet Systems
543,2021-05-31,39350.0,Closet Systems
544,2021-06-01,39350.0,Closet Systems
545,2021-06-02,34936.0,Closet Systems
546,2021-06-03,34936.0,Closet Systems
547,2021-06-04,34936.0,Closet Systems
548,2021-06-05,34936.0,Closet Systems
549,2021-06-06,38320.0,Closet Systems
550,2021-06-07,38320.0,Closet Systems
551,2021-06-08,38320.0,Closet Systems
552,2021-06-09,31127.0,Closet Systems
553,2021-06-10,31127.0,Closet Systems
554,2021-06-11,31127.0,Closet Systems
555,2021-06-12,31127.0,Closet Systems
556,2021-06-13,31127.0,Closet Systems
557,2021-06-14,31127.0,Closet Systems
558,2021-06-15,31127.0,Closet Systems
559,2021-06-16,54785.0,Closet Systems
560,2021-06-17,47631.0,Closet Systems
561,2021-06-18,47631.0,Closet Systems
562,2021-06-19,47631.0,Closet Systems
563,2021-06-20,47631.0,Closet Systems
564,2021-06-21,40983.0,Closet Systems
565,2021-06-22,40983.0,Closet Systems
566,2021-06-23,50798.0,Closet Systems
567,2021-06-24,53276.0,Closet Systems
568,2021-06-25,53276.0,Closet Systems
569,2021-06-26,53276.0,Closet Systems
570,2021-06-27,53276.0,Closet Systems
571,2021-06-28,53276.0,Closet Systems
572,2021-06-29,53276.0,Closet Systems
573,2021-06-30,30734.0,Closet Systems
574,2021-07-01,41983.0,Closet Systems
575,2021-07-02,35544.0,Closet Systems
576,2021-07-03,35544.0,Closet Systems
577,2021-07-04,35544.0,Closet Systems
578,2021-07-05,35544.0,Closet Systems
579,2021-07-06,35544.0,Closet Systems
580,2021-07-07,39665.0,Closet Systems
581,2021-07-08,39665.0,Closet Systems
582,2021-07-09,39665.0,Closet Systems
583,2021-07-10,44630.0,Closet Systems
584,2021-07-11,40881.0,Closet Systems
