,date,value,name_B074MVHZKY
45,2020-07-12,8908.0,Recovery Collars & Cones
46,2020-07-13,8908.0,Recovery Collars & Cones
47,2020-07-14,8908.0,Recovery Collars & Cones
48,2020-07-15,8908.0,Recovery Collars & Cones
49,2020-07-16,8908.0,Recovery Collars & Cones
50,2020-07-17,10863.0,Recovery Collars & Cones
51,2020-07-18,13225.0,Recovery Collars & Cones
52,2020-07-19,13225.0,Recovery Collars & Cones
53,2020-07-20,13225.0,Recovery Collars & Cones
54,2020-07-21,13225.0,Recovery Collars & Cones
55,2020-07-22,4810.0,Recovery Collars & Cones
56,2020-07-23,3985.0,Recovery Collars & Cones
57,2020-07-24,4276.0,Recovery Collars & Cones
58,2020-07-25,4276.0,Recovery Collars & Cones
59,2020-07-26,4276.0,Recovery Collars & Cones
60,2020-07-27,4253.0,Recovery Collars & Cones
61,2020-07-28,4904.0,Recovery Collars & Cones
62,2020-07-29,4904.0,Recovery Collars & Cones
63,2020-07-30,2652.0,Recovery Collars & Cones
64,2020-07-31,2743.0,Recovery Collars & Cones
65,2020-08-01,3390.0,Recovery Collars & Cones
66,2020-08-02,3461.0,Recovery Collars & Cones
67,2020-08-03,3655.0,Recovery Collars & Cones
68,2020-08-04,3655.0,Recovery Collars & Cones
69,2020-08-05,2989.0,Recovery Collars & Cones
70,2020-08-06,2989.0,Recovery Collars & Cones
71,2020-08-07,2989.0,Recovery Collars & Cones
72,2020-08-08,3252.0,Recovery Collars & Cones
73,2020-08-09,3252.0,Recovery Collars & Cones
74,2020-08-10,4030.0,Recovery Collars & Cones
75,2020-08-11,4030.0,Recovery Collars & Cones
76,2020-08-12,4030.0,Recovery Collars & Cones
77,2020-08-13,3112.0,Recovery Collars & Cones
78,2020-08-14,3112.0,Recovery Collars & Cones
79,2020-08-15,3112.0,Recovery Collars & Cones
80,2020-08-16,5936.0,Recovery Collars & Cones
81,2020-08-17,5936.0,Recovery Collars & Cones
82,2020-08-18,5936.0,Recovery Collars & Cones
83,2020-08-19,4496.0,Recovery Collars & Cones
84,2020-08-20,4496.0,Recovery Collars & Cones
85,2020-08-21,4496.0,Recovery Collars & Cones
86,2020-08-22,4271.0,Recovery Collars & Cones
87,2020-08-23,4271.0,Recovery Collars & Cones
88,2020-08-24,4271.0,Recovery Collars & Cones
89,2020-08-25,4271.0,Recovery Collars & Cones
90,2020-08-26,4271.0,Recovery Collars & Cones
91,2020-08-27,3451.0,Recovery Collars & Cones
92,2020-08-28,3451.0,Recovery Collars & Cones
93,2020-08-29,3451.0,Recovery Collars & Cones
94,2020-08-30,3451.0,Recovery Collars & Cones
95,2020-08-31,5403.0,Recovery Collars & Cones
96,2020-09-01,5403.0,Recovery Collars & Cones
97,2020-09-02,5403.0,Recovery Collars & Cones
98,2020-09-03,4479.0,Recovery Collars & Cones
99,2020-09-04,3999.0,Recovery Collars & Cones
100,2020-09-05,4494.0,Recovery Collars & Cones
101,2020-09-06,4494.0,Recovery Collars & Cones
102,2020-09-07,3835.0,Recovery Collars & Cones
103,2020-09-08,3835.0,Recovery Collars & Cones
104,2020-09-09,3296.0,Recovery Collars & Cones
105,2020-09-10,3296.0,Recovery Collars & Cones
106,2020-09-11,2902.0,Recovery Collars & Cones
107,2020-09-12,2902.0,Recovery Collars & Cones
108,2020-09-13,2902.0,Recovery Collars & Cones
109,2020-09-14,2902.0,Recovery Collars & Cones
110,2020-09-15,3698.0,Recovery Collars & Cones
111,2020-09-16,3647.0,Recovery Collars & Cones
112,2020-09-17,2485.0,Recovery Collars & Cones
113,2020-09-18,2485.0,Recovery Collars & Cones
114,2020-09-19,2746.0,Recovery Collars & Cones
115,2020-09-20,2746.0,Recovery Collars & Cones
116,2020-09-21,2746.0,Recovery Collars & Cones
117,2020-09-22,2400.0,Recovery Collars & Cones
118,2020-09-23,2341.0,Recovery Collars & Cones
119,2020-09-24,2341.0,Recovery Collars & Cones
120,2020-09-25,2581.0,Recovery Collars & Cones
121,2020-09-26,2032.0,Recovery Collars & Cones
122,2020-09-27,2032.0,Recovery Collars & Cones
123,2020-09-28,2032.0,Recovery Collars & Cones
124,2020-09-29,2539.0,Recovery Collars & Cones
125,2020-09-30,2191.0,Recovery Collars & Cones
126,2020-10-01,2136.0,Recovery Collars & Cones
127,2020-10-02,2136.0,Recovery Collars & Cones
128,2020-10-03,2136.0,Recovery Collars & Cones
129,2020-10-04,2488.0,Recovery Collars & Cones
130,2020-10-05,2488.0,Recovery Collars & Cones
131,2020-10-06,2488.0,Recovery Collars & Cones
132,2020-10-07,2065.0,Recovery Collars & Cones
133,2020-10-08,2065.0,Recovery Collars & Cones
134,2020-10-09,2065.0,Recovery Collars & Cones
135,2020-10-10,2065.0,Recovery Collars & Cones
136,2020-10-11,2854.0,Recovery Collars & Cones
137,2020-10-12,2845.0,Recovery Collars & Cones
138,2020-10-13,3052.0,Recovery Collars & Cones
139,2020-10-14,2695.0,Recovery Collars & Cones
140,2020-10-15,2695.0,Recovery Collars & Cones
141,2020-10-16,2695.0,Recovery Collars & Cones
142,2020-10-17,3335.0,Recovery Collars & Cones
143,2020-10-18,3335.0,Recovery Collars & Cones
144,2020-10-19,3335.0,Recovery Collars & Cones
145,2020-10-20,3532.0,Recovery Collars & Cones
146,2020-10-21,3228.0,Recovery Collars & Cones
147,2020-10-22,3228.0,Recovery Collars & Cones
148,2020-10-23,3228.0,Recovery Collars & Cones
149,2020-10-24,4186.0,Recovery Collars & Cones
150,2020-10-25,4186.0,Recovery Collars & Cones
151,2020-10-26,4186.0,Recovery Collars & Cones
152,2020-10-27,4186.0,Recovery Collars & Cones
153,2020-10-28,2782.0,Recovery Collars & Cones
154,2020-10-29,2782.0,Recovery Collars & Cones
155,2020-10-30,2531.0,Recovery Collars & Cones
156,2020-10-31,2531.0,Recovery Collars & Cones
157,2020-11-01,2531.0,Recovery Collars & Cones
158,2020-11-02,3369.0,Recovery Collars & Cones
159,2020-11-03,2910.0,Recovery Collars & Cones
160,2020-11-04,2910.0,Recovery Collars & Cones
161,2020-11-05,2465.0,Recovery Collars & Cones
162,2020-11-06,2465.0,Recovery Collars & Cones
163,2020-11-07,2465.0,Recovery Collars & Cones
164,2020-11-08,2465.0,Recovery Collars & Cones
165,2020-11-09,2666.0,Recovery Collars & Cones
166,2020-11-10,1952.0,Recovery Collars & Cones
167,2020-11-11,1319.0,Recovery Collars & Cones
168,2020-11-12,1085.0,Recovery Collars & Cones
169,2020-11-13,1085.0,Recovery Collars & Cones
170,2020-11-14,1085.0,Recovery Collars & Cones
171,2020-11-15,1395.0,Recovery Collars & Cones
172,2020-11-16,1395.0,Recovery Collars & Cones
173,2020-11-17,1395.0,Recovery Collars & Cones
174,2020-11-18,1636.0,Recovery Collars & Cones
175,2020-11-19,1636.0,Recovery Collars & Cones
176,2020-11-20,1636.0,Recovery Collars & Cones
177,2020-11-21,1636.0,Recovery Collars & Cones
178,2020-11-22,1552.0,Recovery Collars & Cones
179,2020-11-23,1874.0,Recovery Collars & Cones
180,2020-11-24,1874.0,Recovery Collars & Cones
181,2020-11-25,2220.0,Recovery Collars & Cones
182,2020-11-26,2122.0,Recovery Collars & Cones
183,2020-11-27,2045.0,Recovery Collars & Cones
184,2020-11-28,2045.0,Recovery Collars & Cones
185,2020-11-29,2045.0,Recovery Collars & Cones
186,2020-11-30,2045.0,Recovery Collars & Cones
187,2020-12-01,3954.0,Recovery Collars & Cones
188,2020-12-02,3954.0,Recovery Collars & Cones
189,2020-12-03,3954.0,Recovery Collars & Cones
190,2020-12-04,3224.0,Recovery Collars & Cones
191,2020-12-05,3224.0,Recovery Collars & Cones
192,2020-12-06,4201.0,Recovery Collars & Cones
193,2020-12-07,4336.0,Recovery Collars & Cones
194,2020-12-08,4336.0,Recovery Collars & Cones
195,2020-12-09,3264.0,Recovery Collars & Cones
196,2020-12-10,3051.0,Recovery Collars & Cones
197,2020-12-11,3139.0,Recovery Collars & Cones
198,2020-12-12,2821.0,Recovery Collars & Cones
199,2020-12-13,3157.0,Recovery Collars & Cones
200,2020-12-14,3571.0,Recovery Collars & Cones
201,2020-12-15,3094.0,Recovery Collars & Cones
202,2020-12-16,2850.0,Recovery Collars & Cones
203,2020-12-17,3078.0,Recovery Collars & Cones
204,2020-12-18,2932.0,Recovery Collars & Cones
205,2020-12-19,2932.0,Recovery Collars & Cones
206,2020-12-20,3238.0,Recovery Collars & Cones
207,2020-12-21,3099.0,Recovery Collars & Cones
208,2020-12-22,3099.0,Recovery Collars & Cones
209,2020-12-23,2276.0,Recovery Collars & Cones
210,2020-12-24,2139.0,Recovery Collars & Cones
211,2020-12-25,2139.0,Recovery Collars & Cones
212,2020-12-26,2139.0,Recovery Collars & Cones
213,2020-12-27,2384.0,Recovery Collars & Cones
214,2020-12-28,2420.0,Recovery Collars & Cones
215,2020-12-29,2420.0,Recovery Collars & Cones
216,2020-12-30,2420.0,Recovery Collars & Cones
217,2020-12-31,2659.0,Recovery Collars & Cones
218,2021-01-01,2659.0,Recovery Collars & Cones
219,2021-01-02,2659.0,Recovery Collars & Cones
220,2021-01-03,2863.0,Recovery Collars & Cones
221,2021-01-04,2863.0,Recovery Collars & Cones
222,2021-01-05,2863.0,Recovery Collars & Cones
223,2021-01-06,1970.0,Recovery Collars & Cones
224,2021-01-07,1970.0,Recovery Collars & Cones
225,2021-01-08,1970.0,Recovery Collars & Cones
226,2021-01-09,1788.0,Recovery Collars & Cones
227,2021-01-10,2037.0,Recovery Collars & Cones
228,2021-01-11,2037.0,Recovery Collars & Cones
229,2021-01-12,2037.0,Recovery Collars & Cones
230,2021-01-13,2037.0,Recovery Collars & Cones
231,2021-01-14,1348.0,Recovery Collars & Cones
232,2021-01-15,1132.0,Recovery Collars & Cones
233,2021-01-16,1132.0,Recovery Collars & Cones
234,2021-01-17,1132.0,Recovery Collars & Cones
235,2021-01-18,1493.0,Recovery Collars & Cones
236,2021-01-19,1493.0,Recovery Collars & Cones
237,2021-01-20,1168.0,Recovery Collars & Cones
238,2021-01-21,1168.0,Recovery Collars & Cones
239,2021-01-22,1168.0,Recovery Collars & Cones
240,2021-01-23,884.0,Recovery Collars & Cones
241,2021-01-24,884.0,Recovery Collars & Cones
242,2021-01-25,1288.0,Recovery Collars & Cones
243,2021-01-26,1288.0,Recovery Collars & Cones
244,2021-01-27,952.0,Recovery Collars & Cones
245,2021-01-28,942.0,Recovery Collars & Cones
246,2021-01-29,917.0,Recovery Collars & Cones
247,2021-01-30,903.0,Recovery Collars & Cones
248,2021-01-31,903.0,Recovery Collars & Cones
249,2021-02-01,903.0,Recovery Collars & Cones
250,2021-02-02,1463.0,Recovery Collars & Cones
251,2021-02-03,1463.0,Recovery Collars & Cones
252,2021-02-04,1390.0,Recovery Collars & Cones
253,2021-02-05,1390.0,Recovery Collars & Cones
254,2021-02-06,1367.0,Recovery Collars & Cones
255,2021-02-07,1367.0,Recovery Collars & Cones
256,2021-02-08,1671.0,Recovery Collars & Cones
257,2021-02-09,1671.0,Recovery Collars & Cones
258,2021-02-10,978.0,Recovery Collars & Cones
259,2021-02-11,978.0,Recovery Collars & Cones
260,2021-02-12,978.0,Recovery Collars & Cones
261,2021-02-13,916.0,Recovery Collars & Cones
262,2021-02-14,1059.0,Recovery Collars & Cones
263,2021-02-15,1517.0,Recovery Collars & Cones
264,2021-02-16,1470.0,Recovery Collars & Cones
265,2021-02-17,1470.0,Recovery Collars & Cones
266,2021-02-18,1470.0,Recovery Collars & Cones
267,2021-02-19,1288.0,Recovery Collars & Cones
268,2021-02-20,1288.0,Recovery Collars & Cones
269,2021-02-21,1288.0,Recovery Collars & Cones
270,2021-02-22,1379.0,Recovery Collars & Cones
271,2021-02-23,1253.0,Recovery Collars & Cones
272,2021-02-24,1289.0,Recovery Collars & Cones
273,2021-02-25,1066.0,Recovery Collars & Cones
274,2021-02-26,1066.0,Recovery Collars & Cones
275,2021-02-27,1066.0,Recovery Collars & Cones
276,2021-02-28,1159.0,Recovery Collars & Cones
277,2021-03-01,1428.0,Recovery Collars & Cones
278,2021-03-02,1588.0,Recovery Collars & Cones
279,2021-03-03,1703.0,Recovery Collars & Cones
280,2021-03-04,1706.0,Recovery Collars & Cones
281,2021-03-05,1774.0,Recovery Collars & Cones
282,2021-03-06,1272.0,Recovery Collars & Cones
283,2021-03-07,1272.0,Recovery Collars & Cones
284,2021-03-08,1272.0,Recovery Collars & Cones
285,2021-03-09,1417.0,Recovery Collars & Cones
286,2021-03-10,1302.0,Recovery Collars & Cones
287,2021-03-11,1021.0,Recovery Collars & Cones
288,2021-03-12,1043.0,Recovery Collars & Cones
289,2021-03-13,1162.0,Recovery Collars & Cones
290,2021-03-14,1176.0,Recovery Collars & Cones
291,2021-03-15,1176.0,Recovery Collars & Cones
292,2021-03-16,1346.0,Recovery Collars & Cones
293,2021-03-17,1308.0,Recovery Collars & Cones
294,2021-03-18,1459.0,Recovery Collars & Cones
295,2021-03-19,1381.0,Recovery Collars & Cones
296,2021-03-20,1413.0,Recovery Collars & Cones
297,2021-03-21,1413.0,Recovery Collars & Cones
298,2021-03-22,1776.0,Recovery Collars & Cones
299,2021-03-23,1776.0,Recovery Collars & Cones
300,2021-03-24,1136.0,Recovery Collars & Cones
301,2021-03-25,1359.0,Recovery Collars & Cones
302,2021-03-26,1359.0,Recovery Collars & Cones
303,2021-03-27,1159.0,Recovery Collars & Cones
304,2021-03-28,1159.0,Recovery Collars & Cones
305,2021-03-29,1407.0,Recovery Collars & Cones
306,2021-03-30,1407.0,Recovery Collars & Cones
307,2021-03-31,1227.0,Recovery Collars & Cones
308,2021-04-01,1418.0,Recovery Collars & Cones
309,2021-04-02,1789.0,Recovery Collars & Cones
310,2021-04-03,1413.0,Recovery Collars & Cones
311,2021-04-04,1413.0,Recovery Collars & Cones
312,2021-04-05,1727.0,Recovery Collars & Cones
313,2021-04-06,1727.0,Recovery Collars & Cones
314,2021-04-07,1310.0,Recovery Collars & Cones
315,2021-04-08,1385.0,Recovery Collars & Cones
316,2021-04-09,1091.0,Recovery Collars & Cones
317,2021-04-10,1089.0,Recovery Collars & Cones
318,2021-04-11,1089.0,Recovery Collars & Cones
319,2021-04-12,1298.0,Recovery Collars & Cones
320,2021-04-13,1298.0,Recovery Collars & Cones
321,2021-04-14,1200.0,Recovery Collars & Cones
322,2021-04-15,1175.0,Recovery Collars & Cones
323,2021-04-16,1079.0,Recovery Collars & Cones
324,2021-04-17,1079.0,Recovery Collars & Cones
325,2021-04-18,1153.0,Recovery Collars & Cones
326,2021-04-19,1153.0,Recovery Collars & Cones
327,2021-04-20,1142.0,Recovery Collars & Cones
328,2021-04-21,1019.0,Recovery Collars & Cones
329,2021-04-22,1120.0,Recovery Collars & Cones
330,2021-04-23,1148.0,Recovery Collars & Cones
331,2021-04-24,1012.0,Recovery Collars & Cones
332,2021-04-25,1586.0,Recovery Collars & Cones
333,2021-04-26,1586.0,Recovery Collars & Cones
334,2021-04-27,1350.0,Recovery Collars & Cones
335,2021-04-28,1251.0,Recovery Collars & Cones
336,2021-04-29,1251.0,Recovery Collars & Cones
337,2021-04-30,1305.0,Recovery Collars & Cones
338,2021-05-01,1315.0,Recovery Collars & Cones
339,2021-05-02,1315.0,Recovery Collars & Cones
340,2021-05-03,1598.0,Recovery Collars & Cones
341,2021-05-04,1346.0,Recovery Collars & Cones
342,2021-05-05,1346.0,Recovery Collars & Cones
343,2021-05-06,1166.0,Recovery Collars & Cones
344,2021-05-07,1251.0,Recovery Collars & Cones
345,2021-05-08,1310.0,Recovery Collars & Cones
346,2021-05-09,1383.0,Recovery Collars & Cones
347,2021-05-10,1383.0,Recovery Collars & Cones
348,2021-05-11,1420.0,Recovery Collars & Cones
349,2021-05-12,1218.0,Recovery Collars & Cones
350,2021-05-13,1073.0,Recovery Collars & Cones
351,2021-05-14,1031.0,Recovery Collars & Cones
352,2021-05-15,1153.0,Recovery Collars & Cones
353,2021-05-16,1103.0,Recovery Collars & Cones
354,2021-05-17,1103.0,Recovery Collars & Cones
355,2021-05-18,1246.0,Recovery Collars & Cones
356,2021-05-19,1246.0,Recovery Collars & Cones
357,2021-05-20,1186.0,Recovery Collars & Cones
358,2021-05-21,989.0,Recovery Collars & Cones
359,2021-05-22,893.0,Recovery Collars & Cones
360,2021-05-23,1351.0,Recovery Collars & Cones
361,2021-05-24,1507.0,Recovery Collars & Cones
362,2021-05-25,1586.0,Recovery Collars & Cones
363,2021-05-26,1204.0,Recovery Collars & Cones
364,2021-05-27,1283.0,Recovery Collars & Cones
365,2021-05-28,1030.0,Recovery Collars & Cones
366,2021-05-29,998.0,Recovery Collars & Cones
367,2021-05-30,998.0,Recovery Collars & Cones
368,2021-05-31,1237.0,Recovery Collars & Cones
369,2021-06-01,1360.0,Recovery Collars & Cones
370,2021-06-02,1104.0,Recovery Collars & Cones
371,2021-06-03,925.0,Recovery Collars & Cones
372,2021-06-04,963.0,Recovery Collars & Cones
373,2021-06-05,978.0,Recovery Collars & Cones
374,2021-06-06,978.0,Recovery Collars & Cones
375,2021-06-07,1355.0,Recovery Collars & Cones
376,2021-06-08,1243.0,Recovery Collars & Cones
377,2021-06-09,1160.0,Recovery Collars & Cones
378,2021-06-10,909.0,Recovery Collars & Cones
379,2021-06-11,1030.0,Recovery Collars & Cones
380,2021-06-12,1057.0,Recovery Collars & Cones
381,2021-06-13,1057.0,Recovery Collars & Cones
382,2021-06-14,1281.0,Recovery Collars & Cones
383,2021-06-15,1216.0,Recovery Collars & Cones
384,2021-06-16,1026.0,Recovery Collars & Cones
385,2021-06-17,823.0,Recovery Collars & Cones
386,2021-06-18,792.0,Recovery Collars & Cones
387,2021-06-19,1044.0,Recovery Collars & Cones
388,2021-06-20,1044.0,Recovery Collars & Cones
389,2021-06-21,974.0,Recovery Collars & Cones
390,2021-06-22,1029.0,Recovery Collars & Cones
391,2021-06-23,1029.0,Recovery Collars & Cones
392,2021-06-24,866.0,Recovery Collars & Cones
393,2021-06-25,876.0,Recovery Collars & Cones
394,2021-06-26,849.0,Recovery Collars & Cones
395,2021-06-27,862.0,Recovery Collars & Cones
396,2021-06-28,1100.0,Recovery Collars & Cones
397,2021-06-29,910.0,Recovery Collars & Cones
398,2021-06-30,980.0,Recovery Collars & Cones
399,2021-07-01,1185.0,Recovery Collars & Cones
400,2021-07-02,1185.0,Recovery Collars & Cones
401,2021-07-03,1105.0,Recovery Collars & Cones
402,2021-07-04,1105.0,Recovery Collars & Cones
403,2021-07-05,1267.0,Recovery Collars & Cones
404,2021-07-06,1033.0,Recovery Collars & Cones
405,2021-07-07,908.0,Recovery Collars & Cones
406,2021-07-08,908.0,Recovery Collars & Cones
407,2021-07-09,893.0,Recovery Collars & Cones
408,2021-07-10,791.0,Recovery Collars & Cones
409,2021-07-11,809.0,Recovery Collars & Cones
