,date,value,name_B07ZBJ5216
517,2021-03-24,15562.0,Wall & Tabletop Frames
518,2021-03-25,22320.0,Wall & Tabletop Frames
519,2021-03-26,22320.0,Wall & Tabletop Frames
520,2021-03-27,15616.0,Wall & Tabletop Frames
521,2021-03-28,15616.0,Wall & Tabletop Frames
522,2021-03-29,18756.0,Wall & Tabletop Frames
523,2021-03-30,18491.0,Wall & Tabletop Frames
524,2021-03-31,13333.0,Wall & Tabletop Frames
525,2021-04-01,11508.0,Wall & Tabletop Frames
526,2021-04-02,11508.0,Wall & Tabletop Frames
527,2021-04-03,11508.0,Wall & Tabletop Frames
528,2021-04-04,17163.0,Wall & Tabletop Frames
529,2021-04-05,17163.0,Wall & Tabletop Frames
530,2021-04-06,17163.0,Wall & Tabletop Frames
531,2021-04-07,17163.0,Wall & Tabletop Frames
532,2021-04-08,17163.0,Wall & Tabletop Frames
533,2021-04-09,12131.0,Wall & Tabletop Frames
534,2021-04-10,15533.0,Wall & Tabletop Frames
535,2021-04-11,15533.0,Wall & Tabletop Frames
536,2021-04-12,15533.0,Wall & Tabletop Frames
537,2021-04-13,15883.0,Wall & Tabletop Frames
538,2021-04-14,15883.0,Wall & Tabletop Frames
539,2021-04-15,15997.0,Wall & Tabletop Frames
540,2021-04-16,15997.0,Wall & Tabletop Frames
541,2021-04-17,15997.0,Wall & Tabletop Frames
542,2021-04-18,15997.0,Wall & Tabletop Frames
543,2021-04-19,15997.0,Wall & Tabletop Frames
544,2021-04-20,15997.0,Wall & Tabletop Frames
545,2021-04-21,15813.0,Wall & Tabletop Frames
546,2021-04-22,15813.0,Wall & Tabletop Frames
547,2021-04-23,12505.0,Wall & Tabletop Frames
548,2021-04-24,12505.0,Wall & Tabletop Frames
549,2021-04-25,14349.0,Wall & Tabletop Frames
550,2021-04-26,14349.0,Wall & Tabletop Frames
551,2021-04-27,17143.0,Wall & Tabletop Frames
552,2021-04-28,17143.0,Wall & Tabletop Frames
553,2021-04-29,18728.0,Wall & Tabletop Frames
554,2021-04-30,18728.0,Wall & Tabletop Frames
555,2021-05-01,22977.0,Wall & Tabletop Frames
556,2021-05-02,22977.0,Wall & Tabletop Frames
557,2021-05-03,25497.0,Wall & Tabletop Frames
558,2021-05-04,18508.0,Wall & Tabletop Frames
559,2021-05-05,18508.0,Wall & Tabletop Frames
560,2021-05-06,18508.0,Wall & Tabletop Frames
561,2021-05-07,18508.0,Wall & Tabletop Frames
562,2021-05-08,18508.0,Wall & Tabletop Frames
563,2021-05-09,18885.0,Wall & Tabletop Frames
564,2021-05-10,18885.0,Wall & Tabletop Frames
565,2021-05-11,21791.0,Wall & Tabletop Frames
566,2021-05-12,20997.0,Wall & Tabletop Frames
567,2021-05-13,22272.0,Wall & Tabletop Frames
568,2021-05-14,24352.0,Wall & Tabletop Frames
569,2021-05-15,24352.0,Wall & Tabletop Frames
570,2021-05-16,24109.0,Wall & Tabletop Frames
571,2021-05-17,24109.0,Wall & Tabletop Frames
572,2021-05-18,19217.0,Wall & Tabletop Frames
573,2021-05-19,19838.0,Wall & Tabletop Frames
574,2021-05-20,24052.0,Wall & Tabletop Frames
575,2021-05-21,32497.0,Wall & Tabletop Frames
576,2021-05-22,20922.0,Wall & Tabletop Frames
577,2021-05-23,20922.0,Wall & Tabletop Frames
578,2021-05-24,21438.0,Wall & Tabletop Frames
579,2021-05-25,15848.0,Wall & Tabletop Frames
580,2021-05-26,23622.0,Wall & Tabletop Frames
581,2021-05-27,21632.0,Wall & Tabletop Frames
582,2021-05-28,21632.0,Wall & Tabletop Frames
583,2021-05-29,21632.0,Wall & Tabletop Frames
584,2021-05-30,21632.0,Wall & Tabletop Frames
585,2021-05-31,22594.0,Wall & Tabletop Frames
586,2021-06-01,22594.0,Wall & Tabletop Frames
587,2021-06-02,22594.0,Wall & Tabletop Frames
588,2021-06-03,23533.0,Wall & Tabletop Frames
589,2021-06-04,23533.0,Wall & Tabletop Frames
590,2021-06-05,23533.0,Wall & Tabletop Frames
591,2021-06-06,23533.0,Wall & Tabletop Frames
592,2021-06-07,21458.0,Wall & Tabletop Frames
593,2021-06-08,21458.0,Wall & Tabletop Frames
594,2021-06-09,25388.0,Wall & Tabletop Frames
595,2021-06-10,25388.0,Wall & Tabletop Frames
596,2021-06-11,28372.0,Wall & Tabletop Frames
597,2021-06-12,28372.0,Wall & Tabletop Frames
598,2021-06-13,28372.0,Wall & Tabletop Frames
599,2021-06-14,27488.0,Wall & Tabletop Frames
600,2021-06-15,27488.0,Wall & Tabletop Frames
601,2021-06-16,27488.0,Wall & Tabletop Frames
602,2021-06-17,26473.0,Wall & Tabletop Frames
603,2021-06-18,25925.0,Wall & Tabletop Frames
604,2021-06-19,25925.0,Wall & Tabletop Frames
605,2021-06-20,25925.0,Wall & Tabletop Frames
606,2021-06-21,25321.0,Wall & Tabletop Frames
607,2021-06-22,32318.0,Wall & Tabletop Frames
608,2021-06-23,21538.0,Wall & Tabletop Frames
609,2021-06-24,26760.0,Wall & Tabletop Frames
610,2021-06-25,28509.0,Wall & Tabletop Frames
611,2021-06-26,25054.0,Wall & Tabletop Frames
612,2021-06-27,25054.0,Wall & Tabletop Frames
613,2021-06-28,35554.0,Wall & Tabletop Frames
614,2021-06-29,35554.0,Wall & Tabletop Frames
615,2021-06-30,25000.0,Wall & Tabletop Frames
616,2021-07-01,25000.0,Wall & Tabletop Frames
617,2021-07-02,25000.0,Wall & Tabletop Frames
618,2021-07-03,25000.0,Wall & Tabletop Frames
619,2021-07-04,25000.0,Wall & Tabletop Frames
620,2021-07-05,26969.0,Wall & Tabletop Frames
621,2021-07-06,26969.0,Wall & Tabletop Frames
622,2021-07-07,22790.0,Wall & Tabletop Frames
623,2021-07-08,25567.0,Wall & Tabletop Frames
624,2021-07-09,32584.0,Wall & Tabletop Frames
625,2021-07-10,32584.0,Wall & Tabletop Frames
626,2021-07-11,18523.0,Wall & Tabletop Frames
