,date,value,name_B079Z4QBFN
217,2020-12-25,4737.0,Filters
218,2020-12-26,4705.0,Filters
219,2020-12-27,5632.0,Filters
220,2020-12-28,6215.0,Filters
221,2020-12-29,4673.0,Filters
222,2020-12-30,4449.0,Filters
223,2020-12-31,4251.0,Filters
224,2021-01-01,4853.0,Filters
225,2021-01-02,4259.0,Filters
226,2021-01-03,4450.0,Filters
227,2021-01-04,4006.0,Filters
228,2021-01-05,3796.0,Filters
229,2021-01-06,4336.0,Filters
230,2021-01-07,4542.0,Filters
231,2021-01-08,5176.0,Filters
232,2021-01-09,5935.0,Filters
233,2021-01-10,4397.0,Filters
234,2021-01-11,4356.0,Filters
235,2021-01-12,3741.0,Filters
236,2021-01-13,4853.0,Filters
237,2021-01-14,3887.0,Filters
238,2021-01-15,3887.0,Filters
239,2021-01-16,3887.0,Filters
240,2021-01-17,4478.0,Filters
241,2021-01-18,4775.0,Filters
242,2021-01-19,4896.0,Filters
243,2021-01-20,4699.0,Filters
244,2021-01-21,4699.0,Filters
245,2021-01-22,4106.0,Filters
246,2021-01-23,3273.0,Filters
247,2021-01-24,3585.0,Filters
248,2021-01-25,3585.0,Filters
249,2021-01-26,3095.0,Filters
250,2021-01-27,3004.0,Filters
251,2021-01-28,3004.0,Filters
252,2021-01-29,3004.0,Filters
253,2021-01-30,3379.0,Filters
254,2021-01-31,3379.0,Filters
255,2021-02-01,3896.0,Filters
256,2021-02-02,3896.0,Filters
257,2021-02-03,3896.0,Filters
258,2021-02-04,4074.0,Filters
259,2021-02-05,4074.0,Filters
260,2021-02-06,4226.0,Filters
261,2021-02-07,4226.0,Filters
262,2021-02-08,4154.0,Filters
263,2021-02-09,4154.0,Filters
264,2021-02-10,4096.0,Filters
265,2021-02-11,4096.0,Filters
266,2021-02-12,5127.0,Filters
267,2021-02-13,5127.0,Filters
268,2021-02-14,5127.0,Filters
269,2021-02-15,4855.0,Filters
270,2021-02-16,4855.0,Filters
271,2021-02-17,6190.0,Filters
272,2021-02-18,5248.0,Filters
273,2021-02-19,6215.0,Filters
274,2021-02-20,6215.0,Filters
275,2021-02-21,6215.0,Filters
276,2021-02-22,6374.0,Filters
277,2021-02-23,6374.0,Filters
278,2021-02-24,6374.0,Filters
279,2021-02-25,7965.0,Filters
280,2021-02-26,7965.0,Filters
281,2021-02-27,7965.0,Filters
282,2021-02-28,7207.0,Filters
283,2021-03-01,6631.0,Filters
284,2021-03-02,6631.0,Filters
285,2021-03-03,7848.0,Filters
286,2021-03-04,7848.0,Filters
287,2021-03-05,7848.0,Filters
288,2021-03-06,7440.0,Filters
289,2021-03-07,7440.0,Filters
290,2021-03-08,8813.0,Filters
291,2021-03-09,7647.0,Filters
292,2021-03-10,7915.0,Filters
293,2021-03-11,7915.0,Filters
294,2021-03-12,10612.0,Filters
295,2021-03-13,9029.0,Filters
296,2021-03-14,9029.0,Filters
297,2021-03-15,8225.0,Filters
298,2021-03-16,10430.0,Filters
299,2021-03-17,11078.0,Filters
300,2021-03-18,11443.0,Filters
301,2021-03-19,11443.0,Filters
302,2021-03-20,8761.0,Filters
303,2021-03-21,8761.0,Filters
304,2021-03-22,8117.0,Filters
305,2021-03-23,8117.0,Filters
306,2021-03-24,14590.0,Filters
307,2021-03-25,11229.0,Filters
308,2021-03-26,11229.0,Filters
309,2021-03-27,11229.0,Filters
310,2021-03-28,9893.0,Filters
311,2021-03-29,10182.0,Filters
312,2021-03-30,10783.0,Filters
313,2021-03-31,8251.0,Filters
314,2021-04-01,7986.0,Filters
315,2021-04-02,7986.0,Filters
316,2021-04-03,7986.0,Filters
317,2021-04-04,9590.0,Filters
318,2021-04-05,9590.0,Filters
319,2021-04-06,9574.0,Filters
320,2021-04-07,9574.0,Filters
321,2021-04-08,10139.0,Filters
322,2021-04-09,10139.0,Filters
323,2021-04-10,9298.0,Filters
324,2021-04-11,9298.0,Filters
325,2021-04-12,7438.0,Filters
326,2021-04-13,7438.0,Filters
327,2021-04-14,7438.0,Filters
328,2021-04-15,9594.0,Filters
329,2021-04-16,7186.0,Filters
330,2021-04-17,7186.0,Filters
331,2021-04-18,5946.0,Filters
332,2021-04-19,6786.0,Filters
333,2021-04-20,6883.0,Filters
334,2021-04-21,6883.0,Filters
335,2021-04-22,5445.0,Filters
336,2021-04-23,3969.0,Filters
337,2021-04-24,3969.0,Filters
338,2021-04-25,3347.0,Filters
339,2021-04-26,3164.0,Filters
340,2021-04-27,3164.0,Filters
341,2021-04-28,4228.0,Filters
342,2021-04-29,4228.0,Filters
343,2021-04-30,5294.0,Filters
344,2021-05-01,5294.0,Filters
345,2021-05-02,6980.0,Filters
346,2021-05-03,6980.0,Filters
347,2021-05-04,5776.0,Filters
348,2021-05-05,6316.0,Filters
349,2021-05-06,5983.0,Filters
350,2021-05-07,5983.0,Filters
351,2021-05-08,7114.0,Filters
352,2021-05-09,7114.0,Filters
353,2021-05-10,6213.0,Filters
354,2021-05-11,7017.0,Filters
355,2021-05-12,5332.0,Filters
356,2021-05-13,5332.0,Filters
357,2021-05-14,6301.0,Filters
358,2021-05-15,6301.0,Filters
359,2021-05-16,4547.0,Filters
360,2021-05-17,4547.0,Filters
361,2021-05-18,4547.0,Filters
362,2021-05-19,4840.0,Filters
363,2021-05-20,5159.0,Filters
364,2021-05-21,5159.0,Filters
365,2021-05-22,4519.0,Filters
366,2021-05-23,4519.0,Filters
367,2021-05-24,3857.0,Filters
368,2021-05-25,4650.0,Filters
369,2021-05-26,4650.0,Filters
370,2021-05-27,4650.0,Filters
371,2021-05-28,5458.0,Filters
372,2021-05-29,5458.0,Filters
373,2021-05-30,4786.0,Filters
374,2021-05-31,4786.0,Filters
375,2021-06-01,4557.0,Filters
376,2021-06-02,4865.0,Filters
377,2021-06-03,4865.0,Filters
378,2021-06-04,5186.0,Filters
379,2021-06-05,5186.0,Filters
380,2021-06-06,3695.0,Filters
381,2021-06-07,3321.0,Filters
382,2021-06-08,3248.0,Filters
383,2021-06-09,3741.0,Filters
384,2021-06-10,3282.0,Filters
385,2021-06-11,3282.0,Filters
386,2021-06-12,3833.0,Filters
387,2021-06-13,3833.0,Filters
388,2021-06-14,3833.0,Filters
389,2021-06-15,2597.0,Filters
390,2021-06-16,2754.0,Filters
391,2021-06-17,2754.0,Filters
392,2021-06-18,2754.0,Filters
393,2021-06-19,2867.0,Filters
394,2021-06-20,2867.0,Filters
395,2021-06-21,2705.0,Filters
396,2021-06-22,2705.0,Filters
397,2021-06-23,2705.0,Filters
398,2021-06-24,3090.0,Filters
399,2021-06-25,3090.0,Filters
400,2021-06-26,2356.0,Filters
401,2021-06-27,2356.0,Filters
402,2021-06-28,2129.0,Filters
403,2021-06-29,2005.0,Filters
404,2021-06-30,2005.0,Filters
405,2021-07-01,2005.0,Filters
406,2021-07-02,2147.0,Filters
407,2021-07-03,2062.0,Filters
408,2021-07-04,2062.0,Filters
409,2021-07-05,1932.0,Filters
410,2021-07-06,1530.0,Filters
411,2021-07-07,1832.0,Filters
412,2021-07-08,1638.0,Filters
413,2021-07-09,1638.0,Filters
414,2021-07-10,2793.0,Filters
415,2021-07-11,2956.0,Filters
