,date,value,name_B07Q59KRJP
87,2019-07-08,63649.0,Fitted Sheets
88,2019-07-09,63649.0,Fitted Sheets
89,2019-07-10,21707.0,Fitted Sheets
90,2019-07-11,23969.0,Fitted Sheets
91,2019-07-12,41085.0,Fitted Sheets
92,2019-07-13,32355.0,Fitted Sheets
93,2019-07-14,34323.0,Fitted Sheets
94,2019-07-15,40890.0,Fitted Sheets
95,2019-07-16,10816.0,Fitted Sheets
96,2019-07-17,9660.0,Fitted Sheets
97,2019-07-18,12788.0,Fitted Sheets
98,2019-07-19,15349.0,Fitted Sheets
99,2019-07-20,20487.0,Fitted Sheets
100,2019-07-21,27969.0,Fitted Sheets
101,2019-07-22,20577.0,Fitted Sheets
102,2019-07-23,26038.0,Fitted Sheets
103,2019-07-24,32837.0,Fitted Sheets
104,2019-07-25,15772.0,Fitted Sheets
105,2019-07-26,24280.0,Fitted Sheets
106,2019-07-27,21375.0,Fitted Sheets
107,2019-07-28,30354.0,Fitted Sheets
108,2019-07-29,23539.0,Fitted Sheets
109,2019-07-30,31051.0,Fitted Sheets
110,2019-07-31,35951.0,Fitted Sheets
111,2019-08-01,36568.0,Fitted Sheets
112,2019-08-02,32580.0,Fitted Sheets
113,2019-08-03,31913.0,Fitted Sheets
114,2019-08-04,17913.0,Fitted Sheets
115,2019-08-05,22448.0,Fitted Sheets
116,2019-08-06,21723.0,Fitted Sheets
117,2019-08-07,24044.0,Fitted Sheets
118,2019-08-08,39228.0,Fitted Sheets
119,2019-08-09,32529.0,Fitted Sheets
120,2019-08-10,39553.0,Fitted Sheets
121,2019-08-11,52334.0,Fitted Sheets
122,2019-08-12,56269.0,Fitted Sheets
123,2019-08-13,51256.0,Fitted Sheets
124,2019-08-14,51256.0,Fitted Sheets
125,2019-08-15,47842.0,Fitted Sheets
126,2019-08-16,53052.0,Fitted Sheets
127,2019-08-17,43041.0,Fitted Sheets
128,2019-08-18,22080.0,Fitted Sheets
129,2019-08-19,25016.0,Fitted Sheets
130,2019-08-20,36792.0,Fitted Sheets
131,2019-08-21,38136.0,Fitted Sheets
132,2019-08-22,32931.0,Fitted Sheets
133,2019-08-23,34264.0,Fitted Sheets
134,2019-08-24,29263.0,Fitted Sheets
135,2019-08-25,32631.0,Fitted Sheets
136,2019-08-26,49459.0,Fitted Sheets
137,2019-08-27,46839.0,Fitted Sheets
138,2019-08-28,14113.0,Fitted Sheets
139,2019-08-29,14113.0,Fitted Sheets
140,2019-08-30,14113.0,Fitted Sheets
141,2019-08-31,37564.0,Fitted Sheets
142,2019-09-01,50986.0,Fitted Sheets
143,2019-09-02,50986.0,Fitted Sheets
144,2019-09-03,42026.0,Fitted Sheets
145,2019-09-04,14864.0,Fitted Sheets
146,2019-09-05,33898.0,Fitted Sheets
147,2019-09-06,37908.0,Fitted Sheets
148,2019-09-07,46144.0,Fitted Sheets
149,2019-09-08,36971.0,Fitted Sheets
150,2019-09-09,36971.0,Fitted Sheets
151,2019-09-10,36971.0,Fitted Sheets
152,2019-09-11,36971.0,Fitted Sheets
153,2019-09-12,23655.0,Fitted Sheets
154,2019-09-13,30138.0,Fitted Sheets
155,2019-09-14,28235.0,Fitted Sheets
156,2019-09-15,37118.0,Fitted Sheets
157,2019-09-16,41882.0,Fitted Sheets
158,2019-09-17,45642.0,Fitted Sheets
159,2019-09-18,54036.0,Fitted Sheets
160,2019-09-19,51316.0,Fitted Sheets
161,2019-09-20,41356.0,Fitted Sheets
162,2019-09-21,21603.0,Fitted Sheets
163,2019-09-22,37898.0,Fitted Sheets
164,2019-09-23,47411.0,Fitted Sheets
165,2019-09-24,49767.0,Fitted Sheets
166,2019-09-25,58610.0,Fitted Sheets
167,2019-09-26,58610.0,Fitted Sheets
168,2019-09-27,58610.0,Fitted Sheets
169,2019-09-28,29871.0,Fitted Sheets
170,2019-09-29,44560.0,Fitted Sheets
171,2019-09-30,14825.0,Fitted Sheets
172,2019-10-01,22551.0,Fitted Sheets
173,2019-10-02,20880.0,Fitted Sheets
174,2019-10-03,38753.0,Fitted Sheets
175,2019-10-04,32526.0,Fitted Sheets
176,2019-10-05,45968.0,Fitted Sheets
177,2019-10-06,38406.0,Fitted Sheets
178,2019-10-07,38406.0,Fitted Sheets
179,2019-10-08,58288.0,Fitted Sheets
180,2019-10-09,58288.0,Fitted Sheets
181,2019-10-10,37160.0,Fitted Sheets
182,2019-10-11,29438.0,Fitted Sheets
183,2019-10-12,43793.0,Fitted Sheets
184,2019-10-13,32349.0,Fitted Sheets
185,2019-10-14,50661.0,Fitted Sheets
186,2019-10-15,50661.0,Fitted Sheets
187,2019-10-16,33529.0,Fitted Sheets
188,2019-10-17,50284.0,Fitted Sheets
189,2019-10-18,53985.0,Fitted Sheets
190,2019-10-19,50193.0,Fitted Sheets
191,2019-10-20,49049.0,Fitted Sheets
192,2019-10-21,44784.0,Fitted Sheets
193,2019-10-22,54049.0,Fitted Sheets
194,2019-10-23,57030.0,Fitted Sheets
195,2019-10-24,54335.0,Fitted Sheets
196,2019-10-25,49230.0,Fitted Sheets
197,2019-10-26,67298.0,Fitted Sheets
198,2019-10-27,56748.0,Fitted Sheets
199,2019-10-28,56748.0,Fitted Sheets
200,2019-10-29,49425.0,Fitted Sheets
201,2019-10-30,55748.0,Fitted Sheets
202,2019-10-31,56121.0,Fitted Sheets
203,2019-11-01,56121.0,Fitted Sheets
204,2019-11-02,49838.0,Fitted Sheets
205,2019-11-03,57378.0,Fitted Sheets
206,2019-11-04,55936.0,Fitted Sheets
207,2019-11-05,51129.0,Fitted Sheets
208,2019-11-06,38691.0,Fitted Sheets
209,2019-11-07,40386.0,Fitted Sheets
210,2019-11-08,40386.0,Fitted Sheets
211,2019-11-09,40386.0,Fitted Sheets
212,2019-11-10,40386.0,Fitted Sheets
213,2019-11-11,40386.0,Fitted Sheets
214,2019-11-12,40386.0,Fitted Sheets
215,2019-11-13,40386.0,Fitted Sheets
216,2019-11-14,68329.0,Fitted Sheets
217,2019-11-15,68329.0,Fitted Sheets
218,2019-11-16,68329.0,Fitted Sheets
219,2019-11-17,68329.0,Fitted Sheets
220,2019-11-18,68329.0,Fitted Sheets
221,2019-11-19,68329.0,Fitted Sheets
222,2019-11-20,68329.0,Fitted Sheets
223,2019-11-21,68329.0,Fitted Sheets
224,2019-11-22,67574.0,Fitted Sheets
225,2019-11-23,67574.0,Fitted Sheets
226,2019-11-24,67574.0,Fitted Sheets
227,2019-11-25,67574.0,Fitted Sheets
228,2019-11-26,84348.0,Fitted Sheets
229,2019-11-27,84348.0,Fitted Sheets
230,2019-11-28,84348.0,Fitted Sheets
231,2019-11-29,84348.0,Fitted Sheets
232,2019-11-30,48152.0,Fitted Sheets
233,2019-12-01,48152.0,Fitted Sheets
234,2019-12-02,48152.0,Fitted Sheets
235,2019-12-03,48152.0,Fitted Sheets
236,2019-12-04,48152.0,Fitted Sheets
237,2019-12-05,48152.0,Fitted Sheets
238,2019-12-06,48152.0,Fitted Sheets
239,2019-12-07,48152.0,Fitted Sheets
240,2019-12-08,48152.0,Fitted Sheets
241,2019-12-09,48152.0,Fitted Sheets
242,2019-12-10,93990.0,Fitted Sheets
243,2019-12-11,93990.0,Fitted Sheets
244,2019-12-12,93990.0,Fitted Sheets
245,2019-12-13,93990.0,Fitted Sheets
246,2019-12-14,93990.0,Fitted Sheets
247,2019-12-15,93990.0,Fitted Sheets
248,2019-12-16,93990.0,Fitted Sheets
249,2019-12-17,93990.0,Fitted Sheets
250,2019-12-18,93990.0,Fitted Sheets
251,2019-12-19,93990.0,Fitted Sheets
252,2019-12-20,114293.0,Fitted Sheets
253,2019-12-21,114293.0,Fitted Sheets
254,2019-12-22,114293.0,Fitted Sheets
255,2019-12-23,114293.0,Fitted Sheets
256,2019-12-24,114293.0,Fitted Sheets
257,2019-12-25,114293.0,Fitted Sheets
258,2019-12-26,114293.0,Fitted Sheets
259,2019-12-27,48663.0,Fitted Sheets
260,2019-12-28,48663.0,Fitted Sheets
261,2019-12-29,48663.0,Fitted Sheets
262,2019-12-30,48663.0,Fitted Sheets
263,2019-12-31,48663.0,Fitted Sheets
264,2020-01-01,48663.0,Fitted Sheets
265,2020-01-02,48663.0,Fitted Sheets
266,2020-01-03,48663.0,Fitted Sheets
267,2020-01-04,48663.0,Fitted Sheets
268,2020-01-05,61452.0,Fitted Sheets
269,2020-01-06,61452.0,Fitted Sheets
270,2020-01-07,61452.0,Fitted Sheets
271,2020-01-08,61452.0,Fitted Sheets
272,2020-01-09,59109.0,Fitted Sheets
273,2020-01-10,59109.0,Fitted Sheets
274,2020-01-11,59109.0,Fitted Sheets
275,2020-01-12,59109.0,Fitted Sheets
276,2020-01-13,59109.0,Fitted Sheets
277,2020-01-14,35121.0,Fitted Sheets
278,2020-01-15,35121.0,Fitted Sheets
279,2020-01-16,35121.0,Fitted Sheets
280,2020-01-17,35121.0,Fitted Sheets
281,2020-01-18,35121.0,Fitted Sheets
282,2020-01-19,35121.0,Fitted Sheets
283,2020-01-20,35121.0,Fitted Sheets
284,2020-01-21,35121.0,Fitted Sheets
285,2020-01-22,35121.0,Fitted Sheets
286,2020-01-23,53625.0,Fitted Sheets
287,2020-01-24,53625.0,Fitted Sheets
288,2020-01-25,53625.0,Fitted Sheets
289,2020-01-26,53625.0,Fitted Sheets
290,2020-01-27,53625.0,Fitted Sheets
291,2020-01-28,53625.0,Fitted Sheets
292,2020-01-29,53625.0,Fitted Sheets
293,2020-01-30,53625.0,Fitted Sheets
294,2020-01-31,53625.0,Fitted Sheets
295,2020-02-01,83466.0,Fitted Sheets
296,2020-02-02,83466.0,Fitted Sheets
297,2020-02-03,61385.0,Fitted Sheets
298,2020-02-04,61385.0,Fitted Sheets
299,2020-02-05,61385.0,Fitted Sheets
300,2020-02-06,61385.0,Fitted Sheets
301,2020-02-07,61385.0,Fitted Sheets
302,2020-02-08,61385.0,Fitted Sheets
303,2020-02-09,52065.0,Fitted Sheets
304,2020-02-10,52065.0,Fitted Sheets
305,2020-02-11,52065.0,Fitted Sheets
306,2020-02-12,52065.0,Fitted Sheets
307,2020-02-13,52065.0,Fitted Sheets
308,2020-02-14,52065.0,Fitted Sheets
309,2020-02-15,82623.0,Fitted Sheets
310,2020-02-16,82623.0,Fitted Sheets
311,2020-02-17,82623.0,Fitted Sheets
312,2020-02-18,82623.0,Fitted Sheets
313,2020-02-19,82623.0,Fitted Sheets
314,2020-02-20,36229.0,Fitted Sheets
315,2020-02-21,36229.0,Fitted Sheets
316,2020-02-22,36229.0,Fitted Sheets
317,2020-02-23,36229.0,Fitted Sheets
318,2020-02-24,36229.0,Fitted Sheets
319,2020-02-25,36229.0,Fitted Sheets
320,2020-02-26,62066.0,Fitted Sheets
321,2020-02-27,62066.0,Fitted Sheets
322,2020-02-28,62066.0,Fitted Sheets
323,2020-02-29,62066.0,Fitted Sheets
324,2020-03-01,62066.0,Fitted Sheets
325,2020-03-02,62066.0,Fitted Sheets
326,2020-03-03,46934.0,Fitted Sheets
327,2020-03-04,46934.0,Fitted Sheets
328,2020-03-05,55620.0,Fitted Sheets
329,2020-03-06,55620.0,Fitted Sheets
330,2020-03-07,55620.0,Fitted Sheets
331,2020-03-08,55620.0,Fitted Sheets
332,2020-03-09,55620.0,Fitted Sheets
333,2020-03-10,55620.0,Fitted Sheets
334,2020-03-11,55620.0,Fitted Sheets
335,2020-03-12,55620.0,Fitted Sheets
336,2020-03-13,55620.0,Fitted Sheets
337,2020-03-14,55620.0,Fitted Sheets
338,2020-03-15,55620.0,Fitted Sheets
339,2020-03-16,55620.0,Fitted Sheets
340,2020-03-17,55620.0,Fitted Sheets
341,2020-03-18,55620.0,Fitted Sheets
342,2020-03-19,48982.0,Fitted Sheets
343,2020-03-20,48982.0,Fitted Sheets
344,2020-03-21,48982.0,Fitted Sheets
345,2020-03-22,48982.0,Fitted Sheets
346,2020-03-23,48982.0,Fitted Sheets
347,2020-03-24,48982.0,Fitted Sheets
348,2020-03-25,48982.0,Fitted Sheets
349,2020-03-26,48982.0,Fitted Sheets
350,2020-03-27,48982.0,Fitted Sheets
351,2020-03-28,48982.0,Fitted Sheets
352,2020-03-29,48982.0,Fitted Sheets
353,2020-03-30,48982.0,Fitted Sheets
354,2020-03-31,48982.0,Fitted Sheets
355,2020-04-01,72386.0,Fitted Sheets
356,2020-04-02,49370.0,Fitted Sheets
357,2020-04-03,49370.0,Fitted Sheets
358,2020-04-04,49370.0,Fitted Sheets
359,2020-04-05,49370.0,Fitted Sheets
360,2020-04-06,49370.0,Fitted Sheets
361,2020-04-07,49370.0,Fitted Sheets
362,2020-04-08,49370.0,Fitted Sheets
363,2020-04-09,49370.0,Fitted Sheets
364,2020-04-10,49370.0,Fitted Sheets
365,2020-04-11,49370.0,Fitted Sheets
366,2020-04-12,49370.0,Fitted Sheets
367,2020-04-13,49370.0,Fitted Sheets
368,2020-04-14,101004.0,Fitted Sheets
369,2020-04-15,101004.0,Fitted Sheets
370,2020-04-16,101004.0,Fitted Sheets
371,2020-04-17,101004.0,Fitted Sheets
372,2020-04-18,101004.0,Fitted Sheets
373,2020-04-19,101004.0,Fitted Sheets
374,2020-04-20,101004.0,Fitted Sheets
375,2020-04-21,101004.0,Fitted Sheets
376,2020-04-22,101004.0,Fitted Sheets
377,2020-04-23,101004.0,Fitted Sheets
378,2020-04-24,101004.0,Fitted Sheets
379,2020-04-25,101004.0,Fitted Sheets
380,2020-04-26,101004.0,Fitted Sheets
381,2020-04-27,86095.0,Fitted Sheets
382,2020-04-28,86095.0,Fitted Sheets
383,2020-04-29,96023.0,Fitted Sheets
384,2020-04-30,96023.0,Fitted Sheets
385,2020-05-01,96023.0,Fitted Sheets
386,2020-05-02,55069.0,Fitted Sheets
387,2020-05-03,55069.0,Fitted Sheets
388,2020-05-04,55069.0,Fitted Sheets
389,2020-05-05,55069.0,Fitted Sheets
390,2020-05-06,55069.0,Fitted Sheets
391,2020-05-07,55069.0,Fitted Sheets
392,2020-05-08,55069.0,Fitted Sheets
393,2020-05-09,55069.0,Fitted Sheets
394,2020-05-10,55069.0,Fitted Sheets
395,2020-05-11,55069.0,Fitted Sheets
396,2020-05-12,55069.0,Fitted Sheets
397,2020-05-13,55069.0,Fitted Sheets
398,2020-05-14,36200.0,Fitted Sheets
399,2020-05-15,36200.0,Fitted Sheets
400,2020-05-16,49911.0,Fitted Sheets
401,2020-05-17,49911.0,Fitted Sheets
402,2020-05-18,42317.0,Fitted Sheets
403,2020-05-19,42317.0,Fitted Sheets
404,2020-05-20,42317.0,Fitted Sheets
405,2020-05-21,42317.0,Fitted Sheets
406,2020-05-22,42317.0,Fitted Sheets
407,2020-05-23,48205.0,Fitted Sheets
408,2020-05-24,48205.0,Fitted Sheets
409,2020-05-25,48205.0,Fitted Sheets
410,2020-05-26,48205.0,Fitted Sheets
411,2020-05-27,47768.0,Fitted Sheets
412,2020-05-28,47768.0,Fitted Sheets
413,2020-05-29,47768.0,Fitted Sheets
414,2020-05-30,47768.0,Fitted Sheets
415,2020-05-31,47768.0,Fitted Sheets
416,2020-06-01,47768.0,Fitted Sheets
417,2020-06-02,22217.0,Fitted Sheets
418,2020-06-03,22217.0,Fitted Sheets
419,2020-06-04,28343.0,Fitted Sheets
420,2020-06-05,28343.0,Fitted Sheets
421,2020-06-06,28343.0,Fitted Sheets
422,2020-06-07,28343.0,Fitted Sheets
423,2020-06-08,28343.0,Fitted Sheets
424,2020-06-09,26096.0,Fitted Sheets
425,2020-06-10,26096.0,Fitted Sheets
426,2020-06-11,26096.0,Fitted Sheets
427,2020-06-12,26096.0,Fitted Sheets
428,2020-06-13,26096.0,Fitted Sheets
429,2020-06-14,28780.0,Fitted Sheets
430,2020-06-15,28780.0,Fitted Sheets
431,2020-06-16,28780.0,Fitted Sheets
432,2020-06-17,28780.0,Fitted Sheets
433,2020-06-18,21234.0,Fitted Sheets
434,2020-06-19,21234.0,Fitted Sheets
435,2020-06-20,21234.0,Fitted Sheets
436,2020-06-21,21234.0,Fitted Sheets
437,2020-06-22,21234.0,Fitted Sheets
438,2020-06-23,21234.0,Fitted Sheets
439,2020-06-24,22868.0,Fitted Sheets
440,2020-06-25,22868.0,Fitted Sheets
441,2020-06-26,22868.0,Fitted Sheets
442,2020-06-27,18893.0,Fitted Sheets
443,2020-06-28,18893.0,Fitted Sheets
444,2020-06-29,18893.0,Fitted Sheets
445,2020-06-30,18893.0,Fitted Sheets
446,2020-07-01,18893.0,Fitted Sheets
447,2020-07-02,18893.0,Fitted Sheets
448,2020-07-03,20682.0,Fitted Sheets
449,2020-07-04,20682.0,Fitted Sheets
450,2020-07-05,20682.0,Fitted Sheets
451,2020-07-06,20682.0,Fitted Sheets
452,2020-07-07,12967.0,Fitted Sheets
453,2020-07-08,12967.0,Fitted Sheets
454,2020-07-09,12967.0,Fitted Sheets
455,2020-07-10,23290.0,Fitted Sheets
456,2020-07-11,23290.0,Fitted Sheets
457,2020-07-12,23290.0,Fitted Sheets
458,2020-07-13,23290.0,Fitted Sheets
459,2020-07-14,23290.0,Fitted Sheets
460,2020-07-15,23290.0,Fitted Sheets
461,2020-07-16,22899.0,Fitted Sheets
462,2020-07-17,22899.0,Fitted Sheets
463,2020-07-18,22899.0,Fitted Sheets
464,2020-07-19,22899.0,Fitted Sheets
465,2020-07-20,22899.0,Fitted Sheets
466,2020-07-21,22899.0,Fitted Sheets
467,2020-07-22,22899.0,Fitted Sheets
468,2020-07-23,25062.0,Fitted Sheets
469,2020-07-24,25062.0,Fitted Sheets
470,2020-07-25,25062.0,Fitted Sheets
471,2020-07-26,22782.0,Fitted Sheets
472,2020-07-27,22782.0,Fitted Sheets
473,2020-07-28,22782.0,Fitted Sheets
474,2020-07-29,30998.0,Fitted Sheets
475,2020-07-30,30998.0,Fitted Sheets
476,2020-07-31,30998.0,Fitted Sheets
477,2020-08-01,31471.0,Fitted Sheets
478,2020-08-02,31471.0,Fitted Sheets
479,2020-08-03,31471.0,Fitted Sheets
480,2020-08-04,31471.0,Fitted Sheets
481,2020-08-05,34050.0,Fitted Sheets
482,2020-08-06,34050.0,Fitted Sheets
483,2020-08-07,34050.0,Fitted Sheets
484,2020-08-08,35544.0,Fitted Sheets
485,2020-08-09,35544.0,Fitted Sheets
486,2020-08-10,35544.0,Fitted Sheets
487,2020-08-11,35544.0,Fitted Sheets
488,2020-08-12,35544.0,Fitted Sheets
489,2020-08-13,22717.0,Fitted Sheets
490,2020-08-14,22717.0,Fitted Sheets
491,2020-08-15,22717.0,Fitted Sheets
492,2020-08-16,22717.0,Fitted Sheets
493,2020-08-17,45383.0,Fitted Sheets
494,2020-08-18,45383.0,Fitted Sheets
495,2020-08-19,45383.0,Fitted Sheets
496,2020-08-20,33670.0,Fitted Sheets
497,2020-08-21,33670.0,Fitted Sheets
498,2020-08-22,33670.0,Fitted Sheets
499,2020-08-23,33670.0,Fitted Sheets
500,2020-08-24,43273.0,Fitted Sheets
501,2020-08-25,57246.0,Fitted Sheets
502,2020-08-26,57246.0,Fitted Sheets
503,2020-08-27,57246.0,Fitted Sheets
504,2020-08-28,57246.0,Fitted Sheets
505,2020-08-29,33312.0,Fitted Sheets
506,2020-08-30,33312.0,Fitted Sheets
507,2020-08-31,33312.0,Fitted Sheets
508,2020-09-01,33312.0,Fitted Sheets
509,2020-09-02,33312.0,Fitted Sheets
510,2020-09-03,33312.0,Fitted Sheets
511,2020-09-04,27760.0,Fitted Sheets
512,2020-09-05,27760.0,Fitted Sheets
513,2020-09-06,27760.0,Fitted Sheets
514,2020-09-07,40658.0,Fitted Sheets
515,2020-09-08,40658.0,Fitted Sheets
516,2020-09-09,40658.0,Fitted Sheets
517,2020-09-10,40658.0,Fitted Sheets
518,2020-09-11,40658.0,Fitted Sheets
519,2020-09-12,40658.0,Fitted Sheets
520,2020-09-13,40658.0,Fitted Sheets
521,2020-09-14,45705.0,Fitted Sheets
522,2020-09-15,45705.0,Fitted Sheets
523,2020-09-16,45705.0,Fitted Sheets
524,2020-09-17,75132.0,Fitted Sheets
525,2020-09-18,75132.0,Fitted Sheets
526,2020-09-19,75132.0,Fitted Sheets
527,2020-09-20,51407.0,Fitted Sheets
528,2020-09-21,51407.0,Fitted Sheets
529,2020-09-22,51407.0,Fitted Sheets
530,2020-09-23,51407.0,Fitted Sheets
531,2020-09-24,60735.0,Fitted Sheets
532,2020-09-25,60735.0,Fitted Sheets
533,2020-09-26,60735.0,Fitted Sheets
534,2020-09-27,60735.0,Fitted Sheets
535,2020-09-28,60735.0,Fitted Sheets
536,2020-09-29,41041.0,Fitted Sheets
537,2020-09-30,47114.0,Fitted Sheets
538,2020-10-01,47114.0,Fitted Sheets
539,2020-10-02,47114.0,Fitted Sheets
540,2020-10-03,38896.0,Fitted Sheets
541,2020-10-04,38896.0,Fitted Sheets
542,2020-10-05,49557.0,Fitted Sheets
543,2020-10-06,49557.0,Fitted Sheets
544,2020-10-07,49557.0,Fitted Sheets
545,2020-10-08,49557.0,Fitted Sheets
546,2020-10-09,59411.0,Fitted Sheets
547,2020-10-10,59411.0,Fitted Sheets
548,2020-10-11,59411.0,Fitted Sheets
549,2020-10-12,59411.0,Fitted Sheets
550,2020-10-13,59411.0,Fitted Sheets
551,2020-10-14,59411.0,Fitted Sheets
552,2020-10-15,59411.0,Fitted Sheets
553,2020-10-16,59411.0,Fitted Sheets
554,2020-10-17,59411.0,Fitted Sheets
555,2020-10-18,59411.0,Fitted Sheets
556,2020-10-19,59411.0,Fitted Sheets
557,2020-10-20,39713.0,Fitted Sheets
558,2020-10-21,75266.0,Fitted Sheets
559,2020-10-22,75266.0,Fitted Sheets
560,2020-10-23,75266.0,Fitted Sheets
561,2020-10-24,33703.0,Fitted Sheets
562,2020-10-25,33703.0,Fitted Sheets
563,2020-10-26,33703.0,Fitted Sheets
564,2020-10-27,33703.0,Fitted Sheets
565,2020-10-28,53094.0,Fitted Sheets
566,2020-10-29,53094.0,Fitted Sheets
567,2020-10-30,53094.0,Fitted Sheets
568,2020-10-31,53094.0,Fitted Sheets
569,2020-11-01,53094.0,Fitted Sheets
570,2020-11-02,53094.0,Fitted Sheets
571,2020-11-03,36298.0,Fitted Sheets
572,2020-11-04,36298.0,Fitted Sheets
573,2020-11-05,36298.0,Fitted Sheets
574,2020-11-06,28529.0,Fitted Sheets
575,2020-11-07,28529.0,Fitted Sheets
576,2020-11-08,28529.0,Fitted Sheets
577,2020-11-09,102719.0,Fitted Sheets
578,2020-11-10,102719.0,Fitted Sheets
579,2020-11-11,54234.0,Fitted Sheets
580,2020-11-12,54234.0,Fitted Sheets
581,2020-11-13,54234.0,Fitted Sheets
582,2020-11-14,54234.0,Fitted Sheets
583,2020-11-15,31149.0,Fitted Sheets
