,date,value,name_B08HVG2PPY
73,2021-01-15,272837.0,Blender Replacement Parts
74,2021-01-16,285868.0,Blender Replacement Parts
75,2021-01-17,379638.0,Blender Replacement Parts
76,2021-01-18,340192.0,Blender Replacement Parts
77,2021-01-19,372798.0,Blender Replacement Parts
78,2021-01-20,489166.0,Blender Replacement Parts
79,2021-01-21,535386.0,Blender Replacement Parts
80,2021-01-22,535386.0,Blender Replacement Parts
81,2021-01-23,535386.0,Blender Replacement Parts
82,2021-01-24,253381.0,Blender Replacement Parts
83,2021-01-25,253381.0,Blender Replacement Parts
84,2021-01-26,253381.0,Blender Replacement Parts
85,2021-01-27,253381.0,Blender Replacement Parts
86,2021-01-28,253381.0,Blender Replacement Parts
87,2021-01-29,253381.0,Blender Replacement Parts
88,2021-01-30,253381.0,Blender Replacement Parts
89,2021-01-31,253381.0,Blender Replacement Parts
90,2021-02-01,253381.0,Blender Replacement Parts
91,2021-02-02,253381.0,Blender Replacement Parts
92,2021-02-03,362634.0,Blender Replacement Parts
93,2021-02-04,507284.0,Blender Replacement Parts
94,2021-02-05,393389.0,Blender Replacement Parts
95,2021-02-06,393389.0,Blender Replacement Parts
96,2021-02-07,393389.0,Blender Replacement Parts
97,2021-02-08,736658.0,Blender Replacement Parts
98,2021-02-09,758735.0,Blender Replacement Parts
99,2021-02-10,622156.0,Blender Replacement Parts
100,2021-02-11,622156.0,Blender Replacement Parts
101,2021-02-12,768946.0,Blender Replacement Parts
102,2021-02-13,806424.0,Blender Replacement Parts
103,2021-02-14,806424.0,Blender Replacement Parts
104,2021-02-15,434358.0,Blender Replacement Parts
105,2021-02-16,434358.0,Blender Replacement Parts
106,2021-02-17,652071.0,Blender Replacement Parts
107,2021-02-18,723335.0,Blender Replacement Parts
108,2021-02-19,723335.0,Blender Replacement Parts
109,2021-02-20,723335.0,Blender Replacement Parts
110,2021-02-21,59156.0,Blender Replacement Parts
111,2021-02-22,56660.0,Blender Replacement Parts
112,2021-02-23,59059.0,Blender Replacement Parts
113,2021-02-24,58892.0,Blender Replacement Parts
114,2021-02-25,53537.0,Blender Replacement Parts
115,2021-02-26,67540.0,Blender Replacement Parts
116,2021-02-27,58739.0,Blender Replacement Parts
117,2021-02-28,58739.0,Blender Replacement Parts
118,2021-03-01,62653.0,Blender Replacement Parts
119,2021-03-02,68931.0,Blender Replacement Parts
120,2021-03-03,76867.0,Blender Replacement Parts
121,2021-03-04,85780.0,Blender Replacement Parts
122,2021-03-05,73227.0,Blender Replacement Parts
123,2021-03-06,73227.0,Blender Replacement Parts
124,2021-03-07,73227.0,Blender Replacement Parts
125,2021-03-08,75150.0,Blender Replacement Parts
126,2021-03-09,75579.0,Blender Replacement Parts
127,2021-03-10,57954.0,Blender Replacement Parts
128,2021-03-11,63915.0,Blender Replacement Parts
129,2021-03-12,114931.0,Blender Replacement Parts
130,2021-03-13,70803.0,Blender Replacement Parts
131,2021-03-14,70803.0,Blender Replacement Parts
132,2021-03-15,115411.0,Blender Replacement Parts
133,2021-03-16,91874.0,Blender Replacement Parts
134,2021-03-17,133440.0,Blender Replacement Parts
135,2021-03-18,117903.0,Blender Replacement Parts
136,2021-03-19,186811.0,Blender Replacement Parts
137,2021-03-20,196844.0,Blender Replacement Parts
138,2021-03-21,267008.0,Blender Replacement Parts
139,2021-03-22,334077.0,Blender Replacement Parts
140,2021-03-23,277533.0,Blender Replacement Parts
141,2021-03-24,369771.0,Blender Replacement Parts
142,2021-03-25,369771.0,Blender Replacement Parts
143,2021-03-26,247231.0,Blender Replacement Parts
144,2021-03-27,247231.0,Blender Replacement Parts
145,2021-03-28,247231.0,Blender Replacement Parts
146,2021-03-29,439192.0,Blender Replacement Parts
147,2021-03-30,515533.0,Blender Replacement Parts
148,2021-03-31,515533.0,Blender Replacement Parts
149,2021-04-01,515533.0,Blender Replacement Parts
150,2021-04-02,545190.0,Blender Replacement Parts
151,2021-04-03,545190.0,Blender Replacement Parts
152,2021-04-04,647947.0,Blender Replacement Parts
153,2021-04-05,701160.0,Blender Replacement Parts
154,2021-04-06,726337.0,Blender Replacement Parts
155,2021-04-07,478274.0,Blender Replacement Parts
156,2021-04-08,629195.0,Blender Replacement Parts
157,2021-04-09,285829.0,Blender Replacement Parts
158,2021-04-10,355477.0,Blender Replacement Parts
159,2021-04-11,355477.0,Blender Replacement Parts
160,2021-04-12,421983.0,Blender Replacement Parts
161,2021-04-13,611491.0,Blender Replacement Parts
162,2021-04-14,650979.0,Blender Replacement Parts
163,2021-04-15,743108.0,Blender Replacement Parts
164,2021-04-16,548919.0,Blender Replacement Parts
165,2021-04-17,723850.0,Blender Replacement Parts
166,2021-04-18,753483.0,Blender Replacement Parts
167,2021-04-19,496449.0,Blender Replacement Parts
168,2021-04-20,547466.0,Blender Replacement Parts
169,2021-04-21,670976.0,Blender Replacement Parts
170,2021-04-22,670976.0,Blender Replacement Parts
171,2021-04-23,635017.0,Blender Replacement Parts
172,2021-04-24,185707.0,Blender Replacement Parts
173,2021-04-25,191406.0,Blender Replacement Parts
174,2021-04-26,179061.0,Blender Replacement Parts
175,2021-04-27,179061.0,Blender Replacement Parts
176,2021-04-28,209883.0,Blender Replacement Parts
177,2021-04-29,80120.0,Blender Replacement Parts
178,2021-04-30,43039.0,Blender Replacement Parts
179,2021-05-01,55995.0,Blender Replacement Parts
180,2021-05-02,47635.0,Blender Replacement Parts
181,2021-05-03,54637.0,Blender Replacement Parts
182,2021-05-04,38126.0,Blender Replacement Parts
183,2021-05-05,62571.0,Blender Replacement Parts
184,2021-05-06,55486.0,Blender Replacement Parts
185,2021-05-07,43306.0,Blender Replacement Parts
186,2021-05-08,157935.0,Blender Replacement Parts
187,2021-05-09,31787.0,Blender Replacement Parts
188,2021-05-10,20667.0,Blender Replacement Parts
189,2021-05-11,15746.0,Blender Replacement Parts
190,2021-05-12,21650.0,Blender Replacement Parts
191,2021-05-13,21288.0,Blender Replacement Parts
192,2021-05-14,20465.0,Blender Replacement Parts
193,2021-05-15,20465.0,Blender Replacement Parts
194,2021-05-16,17753.0,Blender Replacement Parts
195,2021-05-17,24350.0,Blender Replacement Parts
196,2021-05-18,22127.0,Blender Replacement Parts
197,2021-05-19,23715.0,Blender Replacement Parts
198,2021-05-20,23618.0,Blender Replacement Parts
199,2021-05-21,29732.0,Blender Replacement Parts
200,2021-05-22,31301.0,Blender Replacement Parts
201,2021-05-23,40004.0,Blender Replacement Parts
202,2021-05-24,37293.0,Blender Replacement Parts
203,2021-05-25,29902.0,Blender Replacement Parts
204,2021-05-26,26517.0,Blender Replacement Parts
205,2021-05-27,25324.0,Blender Replacement Parts
206,2021-05-28,28893.0,Blender Replacement Parts
207,2021-05-29,31362.0,Blender Replacement Parts
208,2021-05-30,41353.0,Blender Replacement Parts
209,2021-05-31,44858.0,Blender Replacement Parts
210,2021-06-01,45093.0,Blender Replacement Parts
211,2021-06-02,58758.0,Blender Replacement Parts
212,2021-06-03,51231.0,Blender Replacement Parts
213,2021-06-04,147599.0,Blender Replacement Parts
214,2021-06-05,135585.0,Blender Replacement Parts
215,2021-06-06,122426.0,Blender Replacement Parts
216,2021-06-07,165246.0,Blender Replacement Parts
217,2021-06-08,96270.0,Blender Replacement Parts
218,2021-06-09,96111.0,Blender Replacement Parts
219,2021-06-10,72482.0,Blender Replacement Parts
220,2021-06-11,88158.0,Blender Replacement Parts
221,2021-06-12,63805.0,Blender Replacement Parts
222,2021-06-13,89078.0,Blender Replacement Parts
223,2021-06-14,80536.0,Blender Replacement Parts
224,2021-06-15,105452.0,Blender Replacement Parts
225,2021-06-16,103654.0,Blender Replacement Parts
226,2021-06-17,111039.0,Blender Replacement Parts
227,2021-06-18,94904.0,Blender Replacement Parts
228,2021-06-19,65136.0,Blender Replacement Parts
229,2021-06-20,81513.0,Blender Replacement Parts
230,2021-06-21,80449.0,Blender Replacement Parts
231,2021-06-22,49654.0,Blender Replacement Parts
232,2021-06-23,50695.0,Blender Replacement Parts
233,2021-06-24,55531.0,Blender Replacement Parts
234,2021-06-25,67443.0,Blender Replacement Parts
235,2021-06-26,62333.0,Blender Replacement Parts
236,2021-06-27,68992.0,Blender Replacement Parts
237,2021-06-28,78039.0,Blender Replacement Parts
238,2021-06-29,103850.0,Blender Replacement Parts
239,2021-06-30,111715.0,Blender Replacement Parts
240,2021-07-01,83290.0,Blender Replacement Parts
241,2021-07-02,86666.0,Blender Replacement Parts
242,2021-07-03,71061.0,Blender Replacement Parts
243,2021-07-04,78068.0,Blender Replacement Parts
244,2021-07-05,89523.0,Blender Replacement Parts
245,2021-07-06,87601.0,Blender Replacement Parts
246,2021-07-07,62661.0,Blender Replacement Parts
247,2021-07-08,56933.0,Blender Replacement Parts
248,2021-07-09,135610.0,Blender Replacement Parts
