,date,value,name_B07XKW5JPC
517,2021-02-08,6257.0,Wall & Tabletop Frames
518,2021-02-09,4763.0,Wall & Tabletop Frames
519,2021-02-10,4763.0,Wall & Tabletop Frames
520,2021-02-11,4763.0,Wall & Tabletop Frames
521,2021-02-12,5477.0,Wall & Tabletop Frames
522,2021-02-13,5477.0,Wall & Tabletop Frames
523,2021-02-14,5477.0,Wall & Tabletop Frames
524,2021-02-15,4656.0,Wall & Tabletop Frames
525,2021-02-16,4656.0,Wall & Tabletop Frames
526,2021-02-17,4656.0,Wall & Tabletop Frames
527,2021-02-18,4288.0,Wall & Tabletop Frames
528,2021-02-19,5212.0,Wall & Tabletop Frames
529,2021-02-20,8928.0,Wall & Tabletop Frames
530,2021-02-21,8928.0,Wall & Tabletop Frames
531,2021-02-22,8928.0,Wall & Tabletop Frames
532,2021-02-23,8928.0,Wall & Tabletop Frames
533,2021-02-24,13968.0,Wall & Tabletop Frames
534,2021-02-25,13968.0,Wall & Tabletop Frames
535,2021-02-26,18220.0,Wall & Tabletop Frames
536,2021-02-27,18220.0,Wall & Tabletop Frames
537,2021-02-28,18220.0,Wall & Tabletop Frames
538,2021-03-01,18950.0,Wall & Tabletop Frames
539,2021-03-02,18950.0,Wall & Tabletop Frames
540,2021-03-03,18950.0,Wall & Tabletop Frames
541,2021-03-04,21798.0,Wall & Tabletop Frames
542,2021-03-05,21798.0,Wall & Tabletop Frames
543,2021-03-06,20237.0,Wall & Tabletop Frames
544,2021-03-07,20237.0,Wall & Tabletop Frames
545,2021-03-08,20237.0,Wall & Tabletop Frames
546,2021-03-09,17803.0,Wall & Tabletop Frames
547,2021-03-10,17803.0,Wall & Tabletop Frames
548,2021-03-11,21397.0,Wall & Tabletop Frames
549,2021-03-12,17535.0,Wall & Tabletop Frames
550,2021-03-13,17535.0,Wall & Tabletop Frames
551,2021-03-14,16079.0,Wall & Tabletop Frames
552,2021-03-15,16079.0,Wall & Tabletop Frames
553,2021-03-16,16079.0,Wall & Tabletop Frames
554,2021-03-17,10374.0,Wall & Tabletop Frames
555,2021-03-18,8371.0,Wall & Tabletop Frames
556,2021-03-19,8371.0,Wall & Tabletop Frames
557,2021-03-20,8371.0,Wall & Tabletop Frames
558,2021-03-21,8371.0,Wall & Tabletop Frames
559,2021-03-22,9068.0,Wall & Tabletop Frames
560,2021-03-23,9068.0,Wall & Tabletop Frames
561,2021-03-24,7268.0,Wall & Tabletop Frames
562,2021-03-25,7268.0,Wall & Tabletop Frames
563,2021-03-26,7268.0,Wall & Tabletop Frames
564,2021-03-27,7416.0,Wall & Tabletop Frames
565,2021-03-28,7416.0,Wall & Tabletop Frames
566,2021-03-29,8473.0,Wall & Tabletop Frames
567,2021-03-30,7366.0,Wall & Tabletop Frames
568,2021-03-31,7366.0,Wall & Tabletop Frames
569,2021-04-01,9546.0,Wall & Tabletop Frames
570,2021-04-02,9546.0,Wall & Tabletop Frames
571,2021-04-03,9546.0,Wall & Tabletop Frames
572,2021-04-04,10447.0,Wall & Tabletop Frames
573,2021-04-05,10447.0,Wall & Tabletop Frames
574,2021-04-06,10420.0,Wall & Tabletop Frames
575,2021-04-07,10420.0,Wall & Tabletop Frames
576,2021-04-08,12213.0,Wall & Tabletop Frames
577,2021-04-09,12213.0,Wall & Tabletop Frames
578,2021-04-10,12213.0,Wall & Tabletop Frames
579,2021-04-11,15431.0,Wall & Tabletop Frames
580,2021-04-12,13397.0,Wall & Tabletop Frames
581,2021-04-13,9739.0,Wall & Tabletop Frames
582,2021-04-14,9739.0,Wall & Tabletop Frames
583,2021-04-15,10726.0,Wall & Tabletop Frames
584,2021-04-16,10173.0,Wall & Tabletop Frames
585,2021-04-17,10173.0,Wall & Tabletop Frames
586,2021-04-18,10003.0,Wall & Tabletop Frames
587,2021-04-19,12015.0,Wall & Tabletop Frames
588,2021-04-20,12015.0,Wall & Tabletop Frames
589,2021-04-21,12015.0,Wall & Tabletop Frames
590,2021-04-22,21644.0,Wall & Tabletop Frames
591,2021-04-23,21644.0,Wall & Tabletop Frames
592,2021-04-24,21644.0,Wall & Tabletop Frames
593,2021-04-25,23551.0,Wall & Tabletop Frames
594,2021-04-26,23551.0,Wall & Tabletop Frames
595,2021-04-27,27047.0,Wall & Tabletop Frames
596,2021-04-28,27047.0,Wall & Tabletop Frames
597,2021-04-29,26550.0,Wall & Tabletop Frames
598,2021-04-30,26550.0,Wall & Tabletop Frames
599,2021-05-01,29397.0,Wall & Tabletop Frames
600,2021-05-02,29397.0,Wall & Tabletop Frames
601,2021-05-03,16169.0,Wall & Tabletop Frames
602,2021-05-04,15098.0,Wall & Tabletop Frames
603,2021-05-05,11995.0,Wall & Tabletop Frames
604,2021-05-06,11995.0,Wall & Tabletop Frames
605,2021-05-07,10246.0,Wall & Tabletop Frames
606,2021-05-08,10246.0,Wall & Tabletop Frames
607,2021-05-09,13342.0,Wall & Tabletop Frames
608,2021-05-10,13342.0,Wall & Tabletop Frames
609,2021-05-11,13342.0,Wall & Tabletop Frames
610,2021-05-12,10477.0,Wall & Tabletop Frames
611,2021-05-13,10477.0,Wall & Tabletop Frames
612,2021-05-14,10374.0,Wall & Tabletop Frames
613,2021-05-15,10374.0,Wall & Tabletop Frames
614,2021-05-16,10374.0,Wall & Tabletop Frames
615,2021-05-17,15589.0,Wall & Tabletop Frames
616,2021-05-18,15589.0,Wall & Tabletop Frames
617,2021-05-19,15589.0,Wall & Tabletop Frames
618,2021-05-20,13452.0,Wall & Tabletop Frames
619,2021-05-21,13452.0,Wall & Tabletop Frames
620,2021-05-22,13452.0,Wall & Tabletop Frames
621,2021-05-23,13452.0,Wall & Tabletop Frames
622,2021-05-24,12091.0,Wall & Tabletop Frames
623,2021-05-25,12088.0,Wall & Tabletop Frames
624,2021-05-26,12088.0,Wall & Tabletop Frames
625,2021-05-27,13024.0,Wall & Tabletop Frames
626,2021-05-28,13024.0,Wall & Tabletop Frames
627,2021-05-29,18135.0,Wall & Tabletop Frames
628,2021-05-30,18135.0,Wall & Tabletop Frames
629,2021-05-31,19449.0,Wall & Tabletop Frames
630,2021-06-01,19449.0,Wall & Tabletop Frames
631,2021-06-02,19449.0,Wall & Tabletop Frames
632,2021-06-03,19449.0,Wall & Tabletop Frames
633,2021-06-04,19449.0,Wall & Tabletop Frames
634,2021-06-05,19449.0,Wall & Tabletop Frames
635,2021-06-06,19449.0,Wall & Tabletop Frames
636,2021-06-07,31283.0,Wall & Tabletop Frames
637,2021-06-08,31283.0,Wall & Tabletop Frames
638,2021-06-09,31283.0,Wall & Tabletop Frames
639,2021-06-10,31283.0,Wall & Tabletop Frames
640,2021-06-11,31283.0,Wall & Tabletop Frames
641,2021-06-12,25644.0,Wall & Tabletop Frames
642,2021-06-13,25644.0,Wall & Tabletop Frames
643,2021-06-14,25644.0,Wall & Tabletop Frames
644,2021-06-15,32352.0,Wall & Tabletop Frames
645,2021-06-16,32352.0,Wall & Tabletop Frames
646,2021-06-17,31215.0,Wall & Tabletop Frames
647,2021-06-18,31215.0,Wall & Tabletop Frames
648,2021-06-19,31215.0,Wall & Tabletop Frames
649,2021-06-20,31215.0,Wall & Tabletop Frames
650,2021-06-21,28137.0,Wall & Tabletop Frames
651,2021-06-22,28137.0,Wall & Tabletop Frames
652,2021-06-23,28137.0,Wall & Tabletop Frames
653,2021-06-24,28137.0,Wall & Tabletop Frames
654,2021-06-25,28137.0,Wall & Tabletop Frames
655,2021-06-26,28137.0,Wall & Tabletop Frames
656,2021-06-27,16929.0,Wall & Tabletop Frames
657,2021-06-28,16929.0,Wall & Tabletop Frames
658,2021-06-29,16929.0,Wall & Tabletop Frames
659,2021-06-30,17399.0,Wall & Tabletop Frames
660,2021-07-01,17399.0,Wall & Tabletop Frames
661,2021-07-02,17578.0,Wall & Tabletop Frames
662,2021-07-03,15069.0,Wall & Tabletop Frames
663,2021-07-04,15069.0,Wall & Tabletop Frames
664,2021-07-05,16947.0,Wall & Tabletop Frames
665,2021-07-06,21435.0,Wall & Tabletop Frames
666,2021-07-07,21435.0,Wall & Tabletop Frames
667,2021-07-08,17931.0,Wall & Tabletop Frames
668,2021-07-09,15999.0,Wall & Tabletop Frames
669,2021-07-10,15999.0,Wall & Tabletop Frames
670,2021-07-11,15204.0,Wall & Tabletop Frames
