,date,value,name_B07CGVNSFJ
101,2020-09-03,1336.0,Adhesive Card Holders
102,2020-09-04,1336.0,Adhesive Card Holders
103,2020-09-05,1837.0,Adhesive Card Holders
104,2020-09-06,1487.0,Adhesive Card Holders
105,2020-09-07,1487.0,Adhesive Card Holders
106,2020-09-08,1578.0,Adhesive Card Holders
107,2020-09-09,1732.0,Adhesive Card Holders
108,2020-09-10,1732.0,Adhesive Card Holders
109,2020-09-11,1822.0,Adhesive Card Holders
110,2020-09-12,2087.0,Adhesive Card Holders
111,2020-09-13,1949.0,Adhesive Card Holders
112,2020-09-14,1656.0,Adhesive Card Holders
113,2020-09-15,2167.0,Adhesive Card Holders
114,2020-09-16,1736.0,Adhesive Card Holders
115,2020-09-17,1821.0,Adhesive Card Holders
116,2020-09-18,1821.0,Adhesive Card Holders
117,2020-09-19,1821.0,Adhesive Card Holders
118,2020-09-20,1821.0,Adhesive Card Holders
119,2020-09-21,1580.0,Adhesive Card Holders
120,2020-09-22,1936.0,Adhesive Card Holders
121,2020-09-23,2137.0,Adhesive Card Holders
122,2020-09-24,1752.0,Adhesive Card Holders
123,2020-09-25,2228.0,Adhesive Card Holders
124,2020-09-26,1772.0,Adhesive Card Holders
125,2020-09-27,1772.0,Adhesive Card Holders
126,2020-09-28,2069.0,Adhesive Card Holders
127,2020-09-29,1897.0,Adhesive Card Holders
128,2020-09-30,2352.0,Adhesive Card Holders
129,2020-10-01,1777.0,Adhesive Card Holders
130,2020-10-02,2187.0,Adhesive Card Holders
131,2020-10-03,2089.0,Adhesive Card Holders
132,2020-10-04,2114.0,Adhesive Card Holders
133,2020-10-05,1779.0,Adhesive Card Holders
134,2020-10-06,1779.0,Adhesive Card Holders
135,2020-10-07,1795.0,Adhesive Card Holders
136,2020-10-08,2052.0,Adhesive Card Holders
137,2020-10-09,1505.0,Adhesive Card Holders
138,2020-10-10,1870.0,Adhesive Card Holders
139,2020-10-11,1877.0,Adhesive Card Holders
140,2020-10-12,1877.0,Adhesive Card Holders
141,2020-10-13,1856.0,Adhesive Card Holders
142,2020-10-14,2152.0,Adhesive Card Holders
143,2020-10-15,2383.0,Adhesive Card Holders
144,2020-10-16,2468.0,Adhesive Card Holders
145,2020-10-17,2398.0,Adhesive Card Holders
146,2020-10-18,1883.0,Adhesive Card Holders
147,2020-10-19,1963.0,Adhesive Card Holders
148,2020-10-20,2155.0,Adhesive Card Holders
149,2020-10-21,2294.0,Adhesive Card Holders
150,2020-10-22,1821.0,Adhesive Card Holders
151,2020-10-23,1821.0,Adhesive Card Holders
152,2020-10-24,2368.0,Adhesive Card Holders
153,2020-10-25,1872.0,Adhesive Card Holders
154,2020-10-26,2472.0,Adhesive Card Holders
155,2020-10-27,1948.0,Adhesive Card Holders
156,2020-10-28,1920.0,Adhesive Card Holders
157,2020-10-29,2060.0,Adhesive Card Holders
158,2020-10-30,2000.0,Adhesive Card Holders
159,2020-10-31,2315.0,Adhesive Card Holders
160,2020-11-01,2188.0,Adhesive Card Holders
161,2020-11-02,2188.0,Adhesive Card Holders
162,2020-11-03,1956.0,Adhesive Card Holders
163,2020-11-04,2253.0,Adhesive Card Holders
164,2020-11-05,2406.0,Adhesive Card Holders
165,2020-11-06,2679.0,Adhesive Card Holders
166,2020-11-07,2136.0,Adhesive Card Holders
167,2020-11-08,2136.0,Adhesive Card Holders
168,2020-11-09,2033.0,Adhesive Card Holders
169,2020-11-10,1927.0,Adhesive Card Holders
170,2020-11-11,1927.0,Adhesive Card Holders
171,2020-11-12,2492.0,Adhesive Card Holders
172,2020-11-13,2492.0,Adhesive Card Holders
173,2020-11-14,2317.0,Adhesive Card Holders
174,2020-11-15,2358.0,Adhesive Card Holders
175,2020-11-16,1845.0,Adhesive Card Holders
176,2020-11-17,1845.0,Adhesive Card Holders
177,2020-11-18,2094.0,Adhesive Card Holders
178,2020-11-19,2094.0,Adhesive Card Holders
179,2020-11-20,2094.0,Adhesive Card Holders
180,2020-11-21,1844.0,Adhesive Card Holders
181,2020-11-22,2410.0,Adhesive Card Holders
182,2020-11-23,2313.0,Adhesive Card Holders
183,2020-11-24,2305.0,Adhesive Card Holders
184,2020-11-25,2305.0,Adhesive Card Holders
185,2020-11-26,2172.0,Adhesive Card Holders
186,2020-11-27,2172.0,Adhesive Card Holders
187,2020-11-28,2172.0,Adhesive Card Holders
188,2020-11-29,2632.0,Adhesive Card Holders
189,2020-11-30,2632.0,Adhesive Card Holders
190,2020-12-01,2632.0,Adhesive Card Holders
191,2020-12-02,2969.0,Adhesive Card Holders
192,2020-12-03,2754.0,Adhesive Card Holders
193,2020-12-04,2754.0,Adhesive Card Holders
194,2020-12-05,2754.0,Adhesive Card Holders
195,2020-12-06,2754.0,Adhesive Card Holders
196,2020-12-07,2711.0,Adhesive Card Holders
197,2020-12-08,2711.0,Adhesive Card Holders
198,2020-12-09,2711.0,Adhesive Card Holders
199,2020-12-10,3124.0,Adhesive Card Holders
200,2020-12-11,3536.0,Adhesive Card Holders
201,2020-12-12,4205.0,Adhesive Card Holders
202,2020-12-13,4205.0,Adhesive Card Holders
203,2020-12-14,4205.0,Adhesive Card Holders
204,2020-12-15,3293.0,Adhesive Card Holders
205,2020-12-16,3293.0,Adhesive Card Holders
206,2020-12-17,3293.0,Adhesive Card Holders
207,2020-12-18,2929.0,Adhesive Card Holders
208,2020-12-19,3065.0,Adhesive Card Holders
209,2020-12-20,3065.0,Adhesive Card Holders
210,2020-12-21,3065.0,Adhesive Card Holders
211,2020-12-22,3000.0,Adhesive Card Holders
212,2020-12-23,3000.0,Adhesive Card Holders
213,2020-12-24,3051.0,Adhesive Card Holders
214,2020-12-25,3051.0,Adhesive Card Holders
215,2020-12-26,3818.0,Adhesive Card Holders
216,2020-12-27,3818.0,Adhesive Card Holders
217,2020-12-28,3368.0,Adhesive Card Holders
218,2020-12-29,3368.0,Adhesive Card Holders
219,2020-12-30,3368.0,Adhesive Card Holders
220,2020-12-31,3368.0,Adhesive Card Holders
221,2021-01-01,3368.0,Adhesive Card Holders
222,2021-01-02,3333.0,Adhesive Card Holders
223,2021-01-03,3333.0,Adhesive Card Holders
224,2021-01-04,3333.0,Adhesive Card Holders
225,2021-01-05,3267.0,Adhesive Card Holders
226,2021-01-06,3267.0,Adhesive Card Holders
227,2021-01-07,3267.0,Adhesive Card Holders
228,2021-01-08,3234.0,Adhesive Card Holders
229,2021-01-09,3234.0,Adhesive Card Holders
230,2021-01-10,2837.0,Adhesive Card Holders
231,2021-01-11,2837.0,Adhesive Card Holders
232,2021-01-12,3384.0,Adhesive Card Holders
233,2021-01-13,3384.0,Adhesive Card Holders
234,2021-01-14,3384.0,Adhesive Card Holders
235,2021-01-15,2627.0,Adhesive Card Holders
236,2021-01-16,2840.0,Adhesive Card Holders
237,2021-01-17,2872.0,Adhesive Card Holders
238,2021-01-18,2872.0,Adhesive Card Holders
239,2021-01-19,3197.0,Adhesive Card Holders
240,2021-01-20,2783.0,Adhesive Card Holders
241,2021-01-21,3157.0,Adhesive Card Holders
242,2021-01-22,3369.0,Adhesive Card Holders
243,2021-01-23,3369.0,Adhesive Card Holders
244,2021-01-24,2481.0,Adhesive Card Holders
245,2021-01-25,2481.0,Adhesive Card Holders
246,2021-01-26,2062.0,Adhesive Card Holders
247,2021-01-27,2198.0,Adhesive Card Holders
248,2021-01-28,2198.0,Adhesive Card Holders
249,2021-01-29,2198.0,Adhesive Card Holders
250,2021-01-30,2198.0,Adhesive Card Holders
251,2021-01-31,2210.0,Adhesive Card Holders
252,2021-02-01,2210.0,Adhesive Card Holders
253,2021-02-02,2570.0,Adhesive Card Holders
254,2021-02-03,2198.0,Adhesive Card Holders
255,2021-02-04,2143.0,Adhesive Card Holders
256,2021-02-05,2239.0,Adhesive Card Holders
257,2021-02-06,3002.0,Adhesive Card Holders
258,2021-02-07,2807.0,Adhesive Card Holders
259,2021-02-08,2807.0,Adhesive Card Holders
260,2021-02-09,2807.0,Adhesive Card Holders
261,2021-02-10,3818.0,Adhesive Card Holders
262,2021-02-11,3776.0,Adhesive Card Holders
263,2021-02-12,3776.0,Adhesive Card Holders
264,2021-02-13,2196.0,Adhesive Card Holders
265,2021-02-14,2880.0,Adhesive Card Holders
266,2021-02-15,2880.0,Adhesive Card Holders
267,2021-02-16,2596.0,Adhesive Card Holders
268,2021-02-17,2596.0,Adhesive Card Holders
269,2021-02-18,2596.0,Adhesive Card Holders
270,2021-02-19,2651.0,Adhesive Card Holders
271,2021-02-20,2447.0,Adhesive Card Holders
272,2021-02-21,2694.0,Adhesive Card Holders
273,2021-02-22,3119.0,Adhesive Card Holders
274,2021-02-23,2721.0,Adhesive Card Holders
275,2021-02-24,2763.0,Adhesive Card Holders
276,2021-02-25,2763.0,Adhesive Card Holders
277,2021-02-26,2763.0,Adhesive Card Holders
278,2021-02-27,2672.0,Adhesive Card Holders
279,2021-02-28,2629.0,Adhesive Card Holders
280,2021-03-01,2629.0,Adhesive Card Holders
281,2021-03-02,2942.0,Adhesive Card Holders
282,2021-03-03,3253.0,Adhesive Card Holders
283,2021-03-04,2560.0,Adhesive Card Holders
284,2021-03-05,3061.0,Adhesive Card Holders
285,2021-03-06,3068.0,Adhesive Card Holders
286,2021-03-07,2653.0,Adhesive Card Holders
287,2021-03-08,2758.0,Adhesive Card Holders
288,2021-03-09,2813.0,Adhesive Card Holders
289,2021-03-10,2813.0,Adhesive Card Holders
290,2021-03-11,2813.0,Adhesive Card Holders
291,2021-03-12,2606.0,Adhesive Card Holders
292,2021-03-13,3171.0,Adhesive Card Holders
293,2021-03-14,3171.0,Adhesive Card Holders
294,2021-03-15,2323.0,Adhesive Card Holders
295,2021-03-16,3055.0,Adhesive Card Holders
296,2021-03-17,3055.0,Adhesive Card Holders
297,2021-03-18,3055.0,Adhesive Card Holders
298,2021-03-19,3707.0,Adhesive Card Holders
299,2021-03-20,3670.0,Adhesive Card Holders
300,2021-03-21,3670.0,Adhesive Card Holders
301,2021-03-22,3314.0,Adhesive Card Holders
302,2021-03-23,3314.0,Adhesive Card Holders
303,2021-03-24,2776.0,Adhesive Card Holders
304,2021-03-25,2776.0,Adhesive Card Holders
305,2021-03-26,2776.0,Adhesive Card Holders
306,2021-03-27,2945.0,Adhesive Card Holders
307,2021-03-28,2134.0,Adhesive Card Holders
308,2021-03-29,2388.0,Adhesive Card Holders
309,2021-03-30,2388.0,Adhesive Card Holders
310,2021-03-31,2388.0,Adhesive Card Holders
311,2021-04-01,2409.0,Adhesive Card Holders
312,2021-04-02,2409.0,Adhesive Card Holders
313,2021-04-03,2409.0,Adhesive Card Holders
314,2021-04-04,2409.0,Adhesive Card Holders
315,2021-04-05,1983.0,Adhesive Card Holders
316,2021-04-06,1988.0,Adhesive Card Holders
317,2021-04-07,2913.0,Adhesive Card Holders
318,2021-04-08,2913.0,Adhesive Card Holders
319,2021-04-09,2279.0,Adhesive Card Holders
320,2021-04-10,2279.0,Adhesive Card Holders
321,2021-04-11,2279.0,Adhesive Card Holders
322,2021-04-12,2365.0,Adhesive Card Holders
323,2021-04-13,2365.0,Adhesive Card Holders
324,2021-04-14,2166.0,Adhesive Card Holders
325,2021-04-15,1991.0,Adhesive Card Holders
326,2021-04-16,2627.0,Adhesive Card Holders
327,2021-04-17,2627.0,Adhesive Card Holders
328,2021-04-18,2627.0,Adhesive Card Holders
329,2021-04-19,1926.0,Adhesive Card Holders
330,2021-04-20,1926.0,Adhesive Card Holders
331,2021-04-21,2040.0,Adhesive Card Holders
332,2021-04-22,1771.0,Adhesive Card Holders
333,2021-04-23,2146.0,Adhesive Card Holders
334,2021-04-24,2054.0,Adhesive Card Holders
335,2021-04-25,2054.0,Adhesive Card Holders
336,2021-04-26,1920.0,Adhesive Card Holders
337,2021-04-27,1962.0,Adhesive Card Holders
338,2021-04-28,2022.0,Adhesive Card Holders
339,2021-04-29,2022.0,Adhesive Card Holders
340,2021-04-30,2022.0,Adhesive Card Holders
341,2021-05-01,2222.0,Adhesive Card Holders
342,2021-05-02,2222.0,Adhesive Card Holders
343,2021-05-03,1736.0,Adhesive Card Holders
344,2021-05-04,1736.0,Adhesive Card Holders
345,2021-05-05,2000.0,Adhesive Card Holders
346,2021-05-06,2001.0,Adhesive Card Holders
347,2021-05-07,2275.0,Adhesive Card Holders
348,2021-05-08,2075.0,Adhesive Card Holders
349,2021-05-09,2342.0,Adhesive Card Holders
350,2021-05-10,2369.0,Adhesive Card Holders
351,2021-05-11,2369.0,Adhesive Card Holders
352,2021-05-12,2056.0,Adhesive Card Holders
353,2021-05-13,1963.0,Adhesive Card Holders
354,2021-05-14,2570.0,Adhesive Card Holders
355,2021-05-15,1849.0,Adhesive Card Holders
356,2021-05-16,1849.0,Adhesive Card Holders
357,2021-05-17,2173.0,Adhesive Card Holders
358,2021-05-18,2173.0,Adhesive Card Holders
359,2021-05-19,2071.0,Adhesive Card Holders
360,2021-05-20,2370.0,Adhesive Card Holders
361,2021-05-21,1948.0,Adhesive Card Holders
362,2021-05-22,1948.0,Adhesive Card Holders
363,2021-05-23,2107.0,Adhesive Card Holders
364,2021-05-24,2107.0,Adhesive Card Holders
365,2021-05-25,1962.0,Adhesive Card Holders
366,2021-05-26,1991.0,Adhesive Card Holders
367,2021-05-27,1991.0,Adhesive Card Holders
368,2021-05-28,2314.0,Adhesive Card Holders
369,2021-05-29,2036.0,Adhesive Card Holders
370,2021-05-30,1926.0,Adhesive Card Holders
371,2021-05-31,2191.0,Adhesive Card Holders
372,2021-06-01,2218.0,Adhesive Card Holders
373,2021-06-02,2218.0,Adhesive Card Holders
374,2021-06-03,2343.0,Adhesive Card Holders
375,2021-06-04,2343.0,Adhesive Card Holders
376,2021-06-05,2133.0,Adhesive Card Holders
377,2021-06-06,2133.0,Adhesive Card Holders
378,2021-06-07,2286.0,Adhesive Card Holders
379,2021-06-08,2170.0,Adhesive Card Holders
380,2021-06-09,2499.0,Adhesive Card Holders
381,2021-06-10,2499.0,Adhesive Card Holders
382,2021-06-11,2918.0,Adhesive Card Holders
383,2021-06-12,2918.0,Adhesive Card Holders
384,2021-06-13,2455.0,Adhesive Card Holders
385,2021-06-14,2562.0,Adhesive Card Holders
386,2021-06-15,2562.0,Adhesive Card Holders
387,2021-06-16,3280.0,Adhesive Card Holders
388,2021-06-17,3280.0,Adhesive Card Holders
389,2021-06-18,2907.0,Adhesive Card Holders
390,2021-06-19,2907.0,Adhesive Card Holders
391,2021-06-20,2907.0,Adhesive Card Holders
392,2021-06-21,2568.0,Adhesive Card Holders
393,2021-06-22,3610.0,Adhesive Card Holders
394,2021-06-23,3610.0,Adhesive Card Holders
395,2021-06-24,3610.0,Adhesive Card Holders
396,2021-06-25,3719.0,Adhesive Card Holders
397,2021-06-26,3018.0,Adhesive Card Holders
398,2021-06-27,3255.0,Adhesive Card Holders
399,2021-06-28,3255.0,Adhesive Card Holders
400,2021-06-29,2825.0,Adhesive Card Holders
401,2021-06-30,2825.0,Adhesive Card Holders
402,2021-07-01,2926.0,Adhesive Card Holders
403,2021-07-02,2926.0,Adhesive Card Holders
404,2021-07-03,2867.0,Adhesive Card Holders
405,2021-07-04,2721.0,Adhesive Card Holders
406,2021-07-05,2721.0,Adhesive Card Holders
407,2021-07-06,2337.0,Adhesive Card Holders
408,2021-07-07,2337.0,Adhesive Card Holders
409,2021-07-08,2498.0,Adhesive Card Holders
410,2021-07-09,2218.0,Adhesive Card Holders
411,2021-07-10,2218.0,Adhesive Card Holders
412,2021-07-11,2509.0,Adhesive Card Holders
