,date,value,name_B081DC4C4S
105,2020-03-02,14471.0,Repellents
106,2020-03-03,14707.0,Repellents
107,2020-03-04,14707.0,Repellents
108,2020-03-05,17547.0,Repellents
109,2020-03-06,17547.0,Repellents
110,2020-03-07,17547.0,Repellents
111,2020-03-08,18223.0,Repellents
112,2020-03-09,18223.0,Repellents
113,2020-03-10,18223.0,Repellents
114,2020-03-11,12724.0,Repellents
115,2020-03-12,12724.0,Repellents
116,2020-03-13,12724.0,Repellents
117,2020-03-14,12724.0,Repellents
118,2020-03-15,17705.0,Repellents
119,2020-03-16,17705.0,Repellents
120,2020-03-17,17705.0,Repellents
121,2020-03-18,16980.0,Repellents
122,2020-03-19,16980.0,Repellents
123,2020-03-20,16980.0,Repellents
124,2020-03-21,16980.0,Repellents
125,2020-03-22,16980.0,Repellents
126,2020-03-23,23407.0,Repellents
127,2020-03-24,23407.0,Repellents
128,2020-03-25,38865.0,Repellents
129,2020-03-26,38865.0,Repellents
130,2020-03-27,31247.0,Repellents
131,2020-03-28,31247.0,Repellents
132,2020-03-29,31247.0,Repellents
133,2020-03-30,31247.0,Repellents
134,2020-03-31,31247.0,Repellents
135,2020-04-01,31247.0,Repellents
136,2020-04-02,27234.0,Repellents
137,2020-04-03,27234.0,Repellents
138,2020-04-04,27234.0,Repellents
139,2020-04-05,27234.0,Repellents
140,2020-04-06,27234.0,Repellents
141,2020-04-07,30662.0,Repellents
142,2020-04-08,24284.0,Repellents
143,2020-04-09,24284.0,Repellents
144,2020-04-10,24284.0,Repellents
145,2020-04-11,24284.0,Repellents
146,2020-04-12,45480.0,Repellents
147,2020-04-13,37770.0,Repellents
148,2020-04-14,37770.0,Repellents
149,2020-04-15,37770.0,Repellents
150,2020-04-16,37327.0,Repellents
151,2020-04-17,37327.0,Repellents
152,2020-04-18,63024.0,Repellents
153,2020-04-19,63024.0,Repellents
154,2020-04-20,50787.0,Repellents
155,2020-04-21,50787.0,Repellents
156,2020-04-22,50787.0,Repellents
157,2020-04-23,36154.0,Repellents
158,2020-04-24,36154.0,Repellents
159,2020-04-25,36154.0,Repellents
160,2020-04-26,20036.0,Repellents
161,2020-04-27,21494.0,Repellents
162,2020-04-28,21494.0,Repellents
163,2020-04-29,21494.0,Repellents
164,2020-04-30,21494.0,Repellents
165,2020-05-01,21494.0,Repellents
166,2020-05-02,18874.0,Repellents
167,2020-05-03,18874.0,Repellents
168,2020-05-04,18874.0,Repellents
169,2020-05-05,26352.0,Repellents
170,2020-05-06,26352.0,Repellents
171,2020-05-07,26352.0,Repellents
172,2020-05-08,13409.0,Repellents
173,2020-05-09,13409.0,Repellents
174,2020-05-10,12581.0,Repellents
175,2020-05-11,17155.0,Repellents
176,2020-05-12,17155.0,Repellents
177,2020-05-13,17155.0,Repellents
178,2020-05-14,20129.0,Repellents
179,2020-05-15,20129.0,Repellents
180,2020-05-16,20129.0,Repellents
181,2020-05-17,20129.0,Repellents
182,2020-05-18,24509.0,Repellents
183,2020-05-19,24509.0,Repellents
184,2020-05-20,24509.0,Repellents
185,2020-05-21,31234.0,Repellents
186,2020-05-22,31234.0,Repellents
187,2020-05-23,31234.0,Repellents
188,2020-05-24,31234.0,Repellents
189,2020-05-25,18775.0,Repellents
190,2020-05-26,13834.0,Repellents
191,2020-05-27,13834.0,Repellents
192,2020-05-28,13834.0,Repellents
193,2020-05-29,13834.0,Repellents
194,2020-05-30,14124.0,Repellents
195,2020-05-31,14124.0,Repellents
196,2020-06-01,14124.0,Repellents
197,2020-06-02,31062.0,Repellents
198,2020-06-03,31062.0,Repellents
199,2020-06-04,31062.0,Repellents
200,2020-06-05,38175.0,Repellents
201,2020-06-06,20530.0,Repellents
202,2020-06-07,20530.0,Repellents
203,2020-06-08,20530.0,Repellents
204,2020-06-09,14938.0,Repellents
205,2020-06-10,14938.0,Repellents
206,2020-06-11,14938.0,Repellents
207,2020-06-12,13110.0,Repellents
208,2020-06-13,13110.0,Repellents
209,2020-06-14,13110.0,Repellents
210,2020-06-15,12529.0,Repellents
211,2020-06-16,12529.0,Repellents
212,2020-06-17,14536.0,Repellents
213,2020-06-18,14536.0,Repellents
214,2020-06-19,14536.0,Repellents
215,2020-06-20,14536.0,Repellents
216,2020-06-21,14536.0,Repellents
217,2020-06-22,6549.0,Repellents
218,2020-06-23,6549.0,Repellents
219,2020-06-24,6832.0,Repellents
220,2020-06-25,6832.0,Repellents
221,2020-06-26,6532.0,Repellents
222,2020-06-27,6532.0,Repellents
223,2020-06-28,6532.0,Repellents
224,2020-06-29,6532.0,Repellents
225,2020-06-30,6720.0,Repellents
226,2020-07-01,6720.0,Repellents
227,2020-07-02,6720.0,Repellents
228,2020-07-03,10062.0,Repellents
229,2020-07-04,10062.0,Repellents
230,2020-07-05,10062.0,Repellents
231,2020-07-06,7193.0,Repellents
232,2020-07-07,7193.0,Repellents
233,2020-07-08,7193.0,Repellents
234,2020-07-09,10788.0,Repellents
235,2020-07-10,10788.0,Repellents
236,2020-07-11,10788.0,Repellents
237,2020-07-12,28220.0,Repellents
238,2020-07-13,12438.0,Repellents
239,2020-07-14,12438.0,Repellents
240,2020-07-15,9942.0,Repellents
241,2020-07-16,9942.0,Repellents
242,2020-07-17,9942.0,Repellents
243,2020-07-18,9942.0,Repellents
244,2020-07-19,12346.0,Repellents
245,2020-07-20,12346.0,Repellents
246,2020-07-21,8633.0,Repellents
247,2020-07-22,8633.0,Repellents
248,2020-07-23,8633.0,Repellents
249,2020-07-24,8633.0,Repellents
250,2020-07-25,7864.0,Repellents
251,2020-07-26,7864.0,Repellents
252,2020-07-27,7864.0,Repellents
253,2020-07-28,5180.0,Repellents
254,2020-07-29,5180.0,Repellents
255,2020-07-30,6634.0,Repellents
256,2020-07-31,6634.0,Repellents
257,2020-08-01,6634.0,Repellents
258,2020-08-02,6634.0,Repellents
259,2020-08-03,7502.0,Repellents
260,2020-08-04,7502.0,Repellents
261,2020-08-05,7502.0,Repellents
262,2020-08-06,5813.0,Repellents
263,2020-08-07,5813.0,Repellents
264,2020-08-08,5813.0,Repellents
265,2020-08-09,5813.0,Repellents
266,2020-08-10,8032.0,Repellents
267,2020-08-11,8032.0,Repellents
268,2020-08-12,4472.0,Repellents
269,2020-08-13,5189.0,Repellents
270,2020-08-14,5189.0,Repellents
271,2020-08-15,5189.0,Repellents
272,2020-08-16,5189.0,Repellents
273,2020-08-17,4353.0,Repellents
274,2020-08-18,4353.0,Repellents
275,2020-08-19,4353.0,Repellents
276,2020-08-20,4353.0,Repellents
277,2020-08-21,5718.0,Repellents
278,2020-08-22,5718.0,Repellents
279,2020-08-23,5718.0,Repellents
280,2020-08-24,3985.0,Repellents
281,2020-08-25,3985.0,Repellents
282,2020-08-26,3985.0,Repellents
283,2020-08-27,3985.0,Repellents
284,2020-08-28,3985.0,Repellents
285,2020-08-29,7020.0,Repellents
286,2020-08-30,7020.0,Repellents
287,2020-08-31,8093.0,Repellents
288,2020-09-01,8093.0,Repellents
289,2020-09-02,8215.0,Repellents
290,2020-09-03,8215.0,Repellents
291,2020-09-04,8215.0,Repellents
292,2020-09-05,8215.0,Repellents
293,2020-09-06,3212.0,Repellents
294,2020-09-07,3212.0,Repellents
295,2020-09-08,3212.0,Repellents
296,2020-09-09,5112.0,Repellents
297,2020-09-10,5112.0,Repellents
298,2020-09-11,5112.0,Repellents
299,2020-09-12,5112.0,Repellents
300,2020-09-13,5112.0,Repellents
301,2020-09-14,9276.0,Repellents
302,2020-09-15,9276.0,Repellents
303,2020-09-16,7662.0,Repellents
304,2020-09-17,7662.0,Repellents
305,2020-09-18,7662.0,Repellents
306,2020-09-19,7662.0,Repellents
307,2020-09-20,7662.0,Repellents
308,2020-09-21,15510.0,Repellents
309,2020-09-22,15510.0,Repellents
310,2020-09-23,15510.0,Repellents
311,2020-09-24,14259.0,Repellents
312,2020-09-25,14259.0,Repellents
313,2020-09-26,14259.0,Repellents
314,2020-09-27,19229.0,Repellents
315,2020-09-28,19229.0,Repellents
316,2020-09-29,19229.0,Repellents
317,2020-09-30,19229.0,Repellents
318,2020-10-01,20124.0,Repellents
319,2020-10-02,15303.0,Repellents
320,2020-10-03,15303.0,Repellents
321,2020-10-04,15303.0,Repellents
322,2020-10-05,16704.0,Repellents
323,2020-10-06,16704.0,Repellents
324,2020-10-07,18048.0,Repellents
325,2020-10-08,18048.0,Repellents
326,2020-10-09,18048.0,Repellents
327,2020-10-10,18048.0,Repellents
328,2020-10-11,18048.0,Repellents
329,2020-10-12,15504.0,Repellents
330,2020-10-13,15504.0,Repellents
331,2020-10-14,15504.0,Repellents
332,2020-10-15,26485.0,Repellents
333,2020-10-16,26485.0,Repellents
334,2020-10-17,26485.0,Repellents
335,2020-10-18,26485.0,Repellents
336,2020-10-19,26485.0,Repellents
337,2020-10-20,15119.0,Repellents
338,2020-10-21,15119.0,Repellents
339,2020-10-22,34909.0,Repellents
340,2020-10-23,34909.0,Repellents
341,2020-10-24,34909.0,Repellents
342,2020-10-25,34909.0,Repellents
343,2020-10-26,24850.0,Repellents
344,2020-10-27,24850.0,Repellents
345,2020-10-28,24850.0,Repellents
346,2020-10-29,24850.0,Repellents
347,2020-10-30,19484.0,Repellents
348,2020-10-31,19484.0,Repellents
349,2020-11-01,19484.0,Repellents
350,2020-11-02,38210.0,Repellents
351,2020-11-03,38210.0,Repellents
352,2020-11-04,38210.0,Repellents
353,2020-11-05,27309.0,Repellents
354,2020-11-06,27309.0,Repellents
355,2020-11-07,27309.0,Repellents
356,2020-11-08,27309.0,Repellents
357,2020-11-09,27309.0,Repellents
358,2020-11-10,42281.0,Repellents
359,2020-11-11,42281.0,Repellents
360,2020-11-12,42281.0,Repellents
361,2020-11-13,39281.0,Repellents
362,2020-11-14,39281.0,Repellents
363,2020-11-15,39281.0,Repellents
364,2020-11-16,58254.0,Repellents
365,2020-11-17,58254.0,Repellents
366,2020-11-18,58254.0,Repellents
367,2020-11-19,46458.0,Repellents
368,2020-11-20,46458.0,Repellents
369,2020-11-21,46458.0,Repellents
370,2020-11-22,69683.0,Repellents
371,2020-11-23,69683.0,Repellents
372,2020-11-24,69683.0,Repellents
373,2020-11-25,69683.0,Repellents
374,2020-11-26,69683.0,Repellents
375,2020-11-27,69683.0,Repellents
376,2020-11-28,69683.0,Repellents
377,2020-11-29,42950.0,Repellents
378,2020-11-30,42950.0,Repellents
379,2020-12-01,42950.0,Repellents
380,2020-12-02,48020.0,Repellents
381,2020-12-03,48020.0,Repellents
382,2020-12-04,48020.0,Repellents
383,2020-12-05,48020.0,Repellents
384,2020-12-06,48020.0,Repellents
385,2020-12-07,35299.0,Repellents
386,2020-12-08,35299.0,Repellents
387,2020-12-09,35299.0,Repellents
388,2020-12-10,55063.0,Repellents
389,2020-12-11,55063.0,Repellents
390,2020-12-12,55063.0,Repellents
391,2020-12-13,87187.0,Repellents
392,2020-12-14,87187.0,Repellents
393,2020-12-15,87187.0,Repellents
394,2020-12-16,45480.0,Repellents
395,2020-12-17,45480.0,Repellents
396,2020-12-18,45480.0,Repellents
397,2020-12-19,45480.0,Repellents
398,2020-12-20,45480.0,Repellents
399,2020-12-21,72309.0,Repellents
400,2020-12-22,72309.0,Repellents
401,2020-12-23,72309.0,Repellents
402,2020-12-24,72309.0,Repellents
403,2020-12-25,72309.0,Repellents
404,2020-12-26,55132.0,Repellents
405,2020-12-27,55132.0,Repellents
406,2020-12-28,55132.0,Repellents
407,2020-12-29,55132.0,Repellents
408,2020-12-30,40945.0,Repellents
409,2020-12-31,40945.0,Repellents
410,2021-01-01,40945.0,Repellents
411,2021-01-02,40945.0,Repellents
412,2021-01-03,40945.0,Repellents
413,2021-01-04,40945.0,Repellents
414,2021-01-05,69516.0,Repellents
415,2021-01-06,40292.0,Repellents
416,2021-01-07,40292.0,Repellents
417,2021-01-08,40292.0,Repellents
418,2021-01-09,40292.0,Repellents
419,2021-01-10,40292.0,Repellents
420,2021-01-11,40292.0,Repellents
421,2021-01-12,31544.0,Repellents
422,2021-01-13,31544.0,Repellents
423,2021-01-14,81277.0,Repellents
424,2021-01-15,81277.0,Repellents
425,2021-01-16,81277.0,Repellents
426,2021-01-17,81277.0,Repellents
427,2021-01-18,81277.0,Repellents
428,2021-01-19,81277.0,Repellents
429,2021-01-20,81277.0,Repellents
430,2021-01-21,45183.0,Repellents
431,2021-01-22,45183.0,Repellents
432,2021-01-23,45183.0,Repellents
433,2021-01-24,45183.0,Repellents
434,2021-01-25,72983.0,Repellents
435,2021-01-26,72983.0,Repellents
436,2021-01-27,72983.0,Repellents
437,2021-01-28,72983.0,Repellents
438,2021-01-29,72983.0,Repellents
439,2021-01-30,52845.0,Repellents
440,2021-01-31,52845.0,Repellents
441,2021-02-01,52845.0,Repellents
442,2021-02-02,52845.0,Repellents
443,2021-02-03,91130.0,Repellents
444,2021-02-04,91130.0,Repellents
445,2021-02-05,91130.0,Repellents
446,2021-02-06,91130.0,Repellents
447,2021-02-07,91130.0,Repellents
448,2021-02-08,91130.0,Repellents
449,2021-02-09,96247.0,Repellents
450,2021-02-10,96247.0,Repellents
451,2021-02-11,53990.0,Repellents
452,2021-02-12,53990.0,Repellents
453,2021-02-13,53990.0,Repellents
454,2021-02-14,53990.0,Repellents
455,2021-02-15,22138.0,Repellents
456,2021-02-16,22138.0,Repellents
457,2021-02-17,22138.0,Repellents
458,2021-02-18,22138.0,Repellents
459,2021-02-19,22138.0,Repellents
460,2021-02-20,17008.0,Repellents
461,2021-02-21,17008.0,Repellents
462,2021-02-22,17008.0,Repellents
463,2021-02-23,17008.0,Repellents
464,2021-02-24,17008.0,Repellents
465,2021-02-25,17008.0,Repellents
466,2021-02-26,17008.0,Repellents
467,2021-02-27,17008.0,Repellents
468,2021-02-28,17008.0,Repellents
469,2021-03-01,34969.0,Repellents
470,2021-03-02,34969.0,Repellents
471,2021-03-03,34969.0,Repellents
472,2021-03-04,59020.0,Repellents
473,2021-03-05,59020.0,Repellents
474,2021-03-06,59020.0,Repellents
475,2021-03-07,59020.0,Repellents
476,2021-03-08,59020.0,Repellents
477,2021-03-09,59020.0,Repellents
478,2021-03-10,29666.0,Repellents
479,2021-03-11,29666.0,Repellents
480,2021-03-12,29666.0,Repellents
481,2021-03-13,29666.0,Repellents
482,2021-03-14,39012.0,Repellents
483,2021-03-15,39012.0,Repellents
484,2021-03-16,39012.0,Repellents
485,2021-03-17,25508.0,Repellents
486,2021-03-18,25508.0,Repellents
487,2021-03-19,25508.0,Repellents
488,2021-03-20,25508.0,Repellents
489,2021-03-21,25508.0,Repellents
490,2021-03-22,25508.0,Repellents
491,2021-03-23,25508.0,Repellents
492,2021-03-24,25508.0,Repellents
493,2021-03-25,33624.0,Repellents
494,2021-03-26,33624.0,Repellents
495,2021-03-27,26464.0,Repellents
496,2021-03-28,26464.0,Repellents
497,2021-03-29,45631.0,Repellents
498,2021-03-30,45631.0,Repellents
499,2021-03-31,45631.0,Repellents
500,2021-04-01,45631.0,Repellents
501,2021-04-02,34467.0,Repellents
502,2021-04-03,34467.0,Repellents
503,2021-04-04,34467.0,Repellents
504,2021-04-05,26016.0,Repellents
505,2021-04-06,26016.0,Repellents
506,2021-04-07,26016.0,Repellents
507,2021-04-08,26016.0,Repellents
508,2021-04-09,21317.0,Repellents
509,2021-04-10,21317.0,Repellents
510,2021-04-11,25761.0,Repellents
511,2021-04-12,25761.0,Repellents
512,2021-04-13,25761.0,Repellents
513,2021-04-14,16824.0,Repellents
514,2021-04-15,16824.0,Repellents
515,2021-04-16,11782.0,Repellents
516,2021-04-17,11782.0,Repellents
517,2021-04-18,11782.0,Repellents
518,2021-04-19,11782.0,Repellents
519,2021-04-20,11782.0,Repellents
520,2021-04-21,15667.0,Repellents
521,2021-04-22,15667.0,Repellents
522,2021-04-23,15667.0,Repellents
523,2021-04-24,16332.0,Repellents
524,2021-04-25,16332.0,Repellents
525,2021-04-26,17249.0,Repellents
526,2021-04-27,17249.0,Repellents
527,2021-04-28,17249.0,Repellents
528,2021-04-29,14940.0,Repellents
529,2021-04-30,14940.0,Repellents
530,2021-05-01,14940.0,Repellents
531,2021-05-02,19688.0,Repellents
532,2021-05-03,19688.0,Repellents
533,2021-05-04,19688.0,Repellents
534,2021-05-05,13297.0,Repellents
535,2021-05-06,13297.0,Repellents
536,2021-05-07,14886.0,Repellents
537,2021-05-08,14886.0,Repellents
538,2021-05-09,14886.0,Repellents
539,2021-05-10,12010.0,Repellents
540,2021-05-11,12010.0,Repellents
541,2021-05-12,12010.0,Repellents
542,2021-05-13,9272.0,Repellents
543,2021-05-14,9272.0,Repellents
544,2021-05-15,9272.0,Repellents
545,2021-05-16,9272.0,Repellents
546,2021-05-17,8139.0,Repellents
547,2021-05-18,8139.0,Repellents
548,2021-05-19,9535.0,Repellents
549,2021-05-20,6648.0,Repellents
550,2021-05-21,6648.0,Repellents
551,2021-05-22,5928.0,Repellents
552,2021-05-23,5928.0,Repellents
553,2021-05-24,4791.0,Repellents
554,2021-05-25,4791.0,Repellents
555,2021-05-26,2800.0,Repellents
556,2021-05-27,2800.0,Repellents
557,2021-05-28,2943.0,Repellents
558,2021-05-29,2943.0,Repellents
559,2021-05-30,2943.0,Repellents
560,2021-05-31,2744.0,Repellents
561,2021-06-01,2744.0,Repellents
562,2021-06-02,2560.0,Repellents
563,2021-06-03,2910.0,Repellents
564,2021-06-04,2910.0,Repellents
565,2021-06-05,2054.0,Repellents
566,2021-06-06,2054.0,Repellents
567,2021-06-07,1556.0,Repellents
568,2021-06-08,1547.0,Repellents
569,2021-06-09,1830.0,Repellents
570,2021-06-10,1653.0,Repellents
571,2021-06-11,1653.0,Repellents
572,2021-06-12,1653.0,Repellents
573,2021-06-13,2389.0,Repellents
574,2021-06-14,2389.0,Repellents
575,2021-06-15,1857.0,Repellents
576,2021-06-16,1857.0,Repellents
577,2021-06-17,2145.0,Repellents
578,2021-06-18,2145.0,Repellents
579,2021-06-19,2145.0,Repellents
580,2021-06-20,2250.0,Repellents
581,2021-06-21,2250.0,Repellents
582,2021-06-22,2250.0,Repellents
583,2021-06-23,2446.0,Repellents
584,2021-06-24,2446.0,Repellents
585,2021-06-25,2310.0,Repellents
586,2021-06-26,2310.0,Repellents
587,2021-06-27,2324.0,Repellents
588,2021-06-28,2324.0,Repellents
589,2021-06-29,1882.0,Repellents
590,2021-06-30,1882.0,Repellents
591,2021-07-01,1882.0,Repellents
592,2021-07-02,1651.0,Repellents
593,2021-07-03,1651.0,Repellents
594,2021-07-04,1651.0,Repellents
595,2021-07-05,1593.0,Repellents
596,2021-07-06,1593.0,Repellents
597,2021-07-07,1043.0,Repellents
598,2021-07-08,1043.0,Repellents
599,2021-07-09,1043.0,Repellents
600,2021-07-10,1078.0,Repellents
601,2021-07-11,1043.0,Repellents
