,date,value,name_B08NP6B77S
70,2021-01-30,412242.0,Throw Pillow Covers
71,2021-01-31,412242.0,Throw Pillow Covers
72,2021-02-01,265029.0,Throw Pillow Covers
73,2021-02-02,265029.0,Throw Pillow Covers
74,2021-02-03,265029.0,Throw Pillow Covers
75,2021-02-04,265029.0,Throw Pillow Covers
76,2021-02-05,265029.0,Throw Pillow Covers
77,2021-02-06,265029.0,Throw Pillow Covers
78,2021-02-07,265029.0,Throw Pillow Covers
79,2021-02-08,265029.0,Throw Pillow Covers
80,2021-02-09,265029.0,Throw Pillow Covers
81,2021-02-10,265029.0,Throw Pillow Covers
82,2021-02-11,265029.0,Throw Pillow Covers
83,2021-02-12,265029.0,Throw Pillow Covers
84,2021-02-13,265029.0,Throw Pillow Covers
85,2021-02-14,265029.0,Throw Pillow Covers
86,2021-02-15,265029.0,Throw Pillow Covers
87,2021-02-16,265029.0,Throw Pillow Covers
88,2021-02-17,265029.0,Throw Pillow Covers
89,2021-02-18,265029.0,Throw Pillow Covers
90,2021-02-19,265029.0,Throw Pillow Covers
91,2021-02-20,265029.0,Throw Pillow Covers
92,2021-02-21,265029.0,Throw Pillow Covers
93,2021-02-22,265029.0,Throw Pillow Covers
94,2021-02-23,265029.0,Throw Pillow Covers
95,2021-02-24,265029.0,Throw Pillow Covers
96,2021-02-25,265029.0,Throw Pillow Covers
97,2021-02-26,764769.0,Throw Pillow Covers
98,2021-02-27,764769.0,Throw Pillow Covers
99,2021-02-28,764769.0,Throw Pillow Covers
100,2021-03-01,764769.0,Throw Pillow Covers
101,2021-03-02,764769.0,Throw Pillow Covers
102,2021-03-03,846170.0,Throw Pillow Covers
103,2021-03-04,846170.0,Throw Pillow Covers
104,2021-03-05,846170.0,Throw Pillow Covers
105,2021-03-06,846170.0,Throw Pillow Covers
106,2021-03-07,846170.0,Throw Pillow Covers
107,2021-03-08,846170.0,Throw Pillow Covers
108,2021-03-09,846170.0,Throw Pillow Covers
109,2021-03-10,846170.0,Throw Pillow Covers
110,2021-03-11,886119.0,Throw Pillow Covers
111,2021-03-12,886119.0,Throw Pillow Covers
112,2021-03-13,886119.0,Throw Pillow Covers
113,2021-03-14,886119.0,Throw Pillow Covers
114,2021-03-15,886119.0,Throw Pillow Covers
115,2021-03-16,886119.0,Throw Pillow Covers
116,2021-03-17,886119.0,Throw Pillow Covers
117,2021-03-18,886119.0,Throw Pillow Covers
118,2021-03-19,886119.0,Throw Pillow Covers
119,2021-03-20,886119.0,Throw Pillow Covers
120,2021-03-21,886119.0,Throw Pillow Covers
121,2021-03-22,884160.0,Throw Pillow Covers
122,2021-03-23,884160.0,Throw Pillow Covers
123,2021-03-24,953038.0,Throw Pillow Covers
124,2021-03-25,954466.0,Throw Pillow Covers
125,2021-03-26,954466.0,Throw Pillow Covers
126,2021-03-27,954466.0,Throw Pillow Covers
127,2021-03-28,954466.0,Throw Pillow Covers
128,2021-03-29,954466.0,Throw Pillow Covers
129,2021-03-30,954466.0,Throw Pillow Covers
130,2021-03-31,950686.0,Throw Pillow Covers
131,2021-04-01,950686.0,Throw Pillow Covers
132,2021-04-02,950686.0,Throw Pillow Covers
133,2021-04-03,950686.0,Throw Pillow Covers
134,2021-04-04,950686.0,Throw Pillow Covers
135,2021-04-05,950686.0,Throw Pillow Covers
136,2021-04-06,956511.0,Throw Pillow Covers
137,2021-04-07,956511.0,Throw Pillow Covers
138,2021-04-08,956511.0,Throw Pillow Covers
139,2021-04-09,956511.0,Throw Pillow Covers
140,2021-04-10,1000288.0,Throw Pillow Covers
141,2021-04-11,972714.0,Throw Pillow Covers
142,2021-04-12,972714.0,Throw Pillow Covers
143,2021-04-13,972714.0,Throw Pillow Covers
144,2021-04-14,972714.0,Throw Pillow Covers
145,2021-04-15,972714.0,Throw Pillow Covers
146,2021-04-16,972714.0,Throw Pillow Covers
147,2021-04-17,1009044.0,Throw Pillow Covers
148,2021-04-18,1009044.0,Throw Pillow Covers
149,2021-04-19,1009044.0,Throw Pillow Covers
150,2021-04-20,1009044.0,Throw Pillow Covers
151,2021-04-21,1009044.0,Throw Pillow Covers
152,2021-04-22,1028265.0,Throw Pillow Covers
153,2021-04-23,1019509.0,Throw Pillow Covers
154,2021-04-24,1019509.0,Throw Pillow Covers
155,2021-04-25,1019509.0,Throw Pillow Covers
156,2021-04-26,1016841.0,Throw Pillow Covers
157,2021-04-27,1016841.0,Throw Pillow Covers
158,2021-04-28,1016841.0,Throw Pillow Covers
159,2021-04-29,1016841.0,Throw Pillow Covers
160,2021-04-30,1016841.0,Throw Pillow Covers
161,2021-05-01,1016841.0,Throw Pillow Covers
162,2021-05-02,1016841.0,Throw Pillow Covers
163,2021-05-03,1016841.0,Throw Pillow Covers
164,2021-05-04,1058878.0,Throw Pillow Covers
165,2021-05-05,1058878.0,Throw Pillow Covers
166,2021-05-06,672010.0,Throw Pillow Covers
167,2021-05-07,672010.0,Throw Pillow Covers
168,2021-05-08,672010.0,Throw Pillow Covers
169,2021-05-09,672010.0,Throw Pillow Covers
170,2021-05-10,936808.0,Throw Pillow Covers
171,2021-05-11,936808.0,Throw Pillow Covers
172,2021-05-12,936808.0,Throw Pillow Covers
173,2021-05-13,936808.0,Throw Pillow Covers
174,2021-05-14,506569.0,Throw Pillow Covers
175,2021-05-15,506569.0,Throw Pillow Covers
176,2021-05-16,506569.0,Throw Pillow Covers
177,2021-05-17,506569.0,Throw Pillow Covers
178,2021-05-18,114822.0,Throw Pillow Covers
179,2021-05-19,66942.0,Throw Pillow Covers
180,2021-05-20,66942.0,Throw Pillow Covers
181,2021-05-21,250347.0,Throw Pillow Covers
182,2021-05-22,250347.0,Throw Pillow Covers
183,2021-05-23,250347.0,Throw Pillow Covers
184,2021-05-24,22465.0,Throw Pillow Covers
185,2021-05-25,26315.0,Throw Pillow Covers
186,2021-05-26,26315.0,Throw Pillow Covers
187,2021-05-27,26315.0,Throw Pillow Covers
188,2021-05-28,65842.0,Throw Pillow Covers
189,2021-05-29,65842.0,Throw Pillow Covers
190,2021-05-30,65842.0,Throw Pillow Covers
191,2021-05-31,8684.0,Throw Pillow Covers
192,2021-06-01,17479.0,Throw Pillow Covers
193,2021-06-02,17479.0,Throw Pillow Covers
194,2021-06-03,17479.0,Throw Pillow Covers
195,2021-06-04,70710.0,Throw Pillow Covers
196,2021-06-05,70710.0,Throw Pillow Covers
197,2021-06-06,70710.0,Throw Pillow Covers
198,2021-06-07,201406.0,Throw Pillow Covers
199,2021-06-08,61344.0,Throw Pillow Covers
200,2021-06-09,61344.0,Throw Pillow Covers
201,2021-06-10,61344.0,Throw Pillow Covers
202,2021-06-11,61344.0,Throw Pillow Covers
203,2021-06-12,61344.0,Throw Pillow Covers
204,2021-06-13,61344.0,Throw Pillow Covers
205,2021-06-14,61344.0,Throw Pillow Covers
206,2021-06-15,269293.0,Throw Pillow Covers
207,2021-06-16,269293.0,Throw Pillow Covers
208,2021-06-17,269293.0,Throw Pillow Covers
209,2021-06-18,269293.0,Throw Pillow Covers
210,2021-06-19,269293.0,Throw Pillow Covers
211,2021-06-20,269293.0,Throw Pillow Covers
212,2021-06-21,153560.0,Throw Pillow Covers
213,2021-06-22,153560.0,Throw Pillow Covers
214,2021-06-23,153560.0,Throw Pillow Covers
215,2021-06-24,153560.0,Throw Pillow Covers
216,2021-06-25,153560.0,Throw Pillow Covers
217,2021-06-26,153560.0,Throw Pillow Covers
218,2021-06-27,153560.0,Throw Pillow Covers
219,2021-06-28,153560.0,Throw Pillow Covers
220,2021-06-29,555877.0,Throw Pillow Covers
221,2021-06-30,555877.0,Throw Pillow Covers
222,2021-07-01,555877.0,Throw Pillow Covers
223,2021-07-02,555877.0,Throw Pillow Covers
224,2021-07-03,555877.0,Throw Pillow Covers
225,2021-07-04,555877.0,Throw Pillow Covers
226,2021-07-05,555877.0,Throw Pillow Covers
227,2021-07-06,509683.0,Throw Pillow Covers
228,2021-07-07,509683.0,Throw Pillow Covers
229,2021-07-08,509683.0,Throw Pillow Covers
230,2021-07-09,207871.0,Throw Pillow Covers
