,date,value,name_B06ZZNJWMG
126,2018-11-16,8483.0,Jar Candles
127,2018-11-17,9549.0,Jar Candles
128,2018-11-18,11481.0,Jar Candles
129,2018-11-19,11609.0,Jar Candles
130,2018-11-20,11026.0,Jar Candles
131,2018-11-21,11026.0,Jar Candles
132,2018-11-22,10552.0,Jar Candles
133,2018-11-23,11664.0,Jar Candles
134,2018-11-24,11422.0,Jar Candles
135,2018-11-25,11422.0,Jar Candles
136,2018-11-26,14537.0,Jar Candles
137,2018-11-27,10678.0,Jar Candles
138,2018-11-28,10678.0,Jar Candles
139,2018-11-29,10678.0,Jar Candles
140,2018-11-30,9761.0,Jar Candles
141,2018-12-01,9761.0,Jar Candles
142,2018-12-02,11386.0,Jar Candles
143,2018-12-03,10749.0,Jar Candles
144,2018-12-04,11611.0,Jar Candles
145,2018-12-05,11611.0,Jar Candles
146,2018-12-06,10011.0,Jar Candles
147,2018-12-07,10011.0,Jar Candles
148,2018-12-08,10011.0,Jar Candles
149,2018-12-09,11631.0,Jar Candles
150,2018-12-10,11631.0,Jar Candles
151,2018-12-11,11631.0,Jar Candles
152,2018-12-12,8140.0,Jar Candles
153,2018-12-13,8807.0,Jar Candles
154,2018-12-14,8807.0,Jar Candles
155,2018-12-15,8409.0,Jar Candles
156,2018-12-16,8409.0,Jar Candles
157,2018-12-17,8023.0,Jar Candles
158,2018-12-18,8023.0,Jar Candles
159,2018-12-19,8443.0,Jar Candles
160,2018-12-20,7748.0,Jar Candles
161,2018-12-21,7748.0,Jar Candles
162,2018-12-22,10555.0,Jar Candles
163,2018-12-23,11757.0,Jar Candles
164,2018-12-24,11757.0,Jar Candles
165,2018-12-25,11757.0,Jar Candles
166,2018-12-26,11757.0,Jar Candles
167,2018-12-27,14370.0,Jar Candles
168,2018-12-28,14370.0,Jar Candles
169,2018-12-29,13373.0,Jar Candles
170,2018-12-30,13373.0,Jar Candles
171,2018-12-31,11282.0,Jar Candles
172,2019-01-01,11282.0,Jar Candles
173,2019-01-02,11995.0,Jar Candles
174,2019-01-03,9175.0,Jar Candles
175,2019-01-04,12002.0,Jar Candles
176,2019-01-05,14378.0,Jar Candles
177,2019-01-06,12551.0,Jar Candles
178,2019-01-07,11651.0,Jar Candles
179,2019-01-08,12198.0,Jar Candles
180,2019-01-09,11232.0,Jar Candles
181,2019-01-10,10698.0,Jar Candles
182,2019-01-11,10698.0,Jar Candles
183,2019-01-12,10675.0,Jar Candles
184,2019-01-13,10675.0,Jar Candles
185,2019-01-14,10675.0,Jar Candles
186,2019-01-15,10964.0,Jar Candles
187,2019-01-16,10964.0,Jar Candles
188,2019-01-17,12730.0,Jar Candles
189,2019-01-18,10457.0,Jar Candles
190,2019-01-19,10457.0,Jar Candles
191,2019-01-20,10937.0,Jar Candles
192,2019-01-21,10937.0,Jar Candles
193,2019-01-22,8816.0,Jar Candles
194,2019-01-23,11268.0,Jar Candles
195,2019-01-24,11817.0,Jar Candles
196,2019-01-25,10454.0,Jar Candles
197,2019-01-26,7280.0,Jar Candles
198,2019-01-27,7280.0,Jar Candles
199,2019-01-28,11289.0,Jar Candles
200,2019-01-29,11289.0,Jar Candles
201,2019-01-30,11159.0,Jar Candles
202,2019-01-31,11159.0,Jar Candles
203,2019-02-01,8275.0,Jar Candles
204,2019-02-02,8536.0,Jar Candles
205,2019-02-03,7946.0,Jar Candles
206,2019-02-04,8155.0,Jar Candles
207,2019-02-05,8155.0,Jar Candles
208,2019-02-06,7170.0,Jar Candles
209,2019-02-07,8434.0,Jar Candles
210,2019-02-08,8434.0,Jar Candles
211,2019-02-09,6639.0,Jar Candles
212,2019-02-10,7127.0,Jar Candles
213,2019-02-11,7127.0,Jar Candles
214,2019-02-12,7040.0,Jar Candles
215,2019-02-13,7258.0,Jar Candles
216,2019-02-14,6834.0,Jar Candles
217,2019-02-15,7311.0,Jar Candles
218,2019-02-16,7311.0,Jar Candles
219,2019-02-17,7311.0,Jar Candles
220,2019-02-18,9046.0,Jar Candles
221,2019-02-19,11955.0,Jar Candles
222,2019-02-20,11229.0,Jar Candles
223,2019-02-21,6995.0,Jar Candles
224,2019-02-22,6995.0,Jar Candles
225,2019-02-23,7991.0,Jar Candles
226,2019-02-24,7991.0,Jar Candles
227,2019-02-25,8328.0,Jar Candles
228,2019-02-26,8328.0,Jar Candles
229,2019-02-27,12774.0,Jar Candles
230,2019-02-28,13150.0,Jar Candles
231,2019-03-01,13150.0,Jar Candles
232,2019-03-02,14144.0,Jar Candles
233,2019-03-03,20032.0,Jar Candles
234,2019-03-04,19562.0,Jar Candles
235,2019-03-05,25241.0,Jar Candles
236,2019-03-06,25241.0,Jar Candles
237,2019-03-07,25241.0,Jar Candles
238,2019-03-08,25241.0,Jar Candles
239,2019-03-09,25241.0,Jar Candles
240,2019-03-10,10113.0,Jar Candles
241,2019-03-11,10113.0,Jar Candles
242,2019-03-12,10113.0,Jar Candles
243,2019-03-13,10113.0,Jar Candles
244,2019-03-14,10113.0,Jar Candles
245,2019-03-15,10113.0,Jar Candles
246,2019-03-16,13079.0,Jar Candles
247,2019-03-17,13079.0,Jar Candles
248,2019-03-18,13079.0,Jar Candles
249,2019-03-19,13079.0,Jar Candles
250,2019-03-20,11602.0,Jar Candles
251,2019-03-21,11602.0,Jar Candles
252,2019-03-22,11602.0,Jar Candles
253,2019-03-23,11602.0,Jar Candles
254,2019-03-24,11602.0,Jar Candles
255,2019-03-25,11602.0,Jar Candles
256,2019-03-26,10549.0,Jar Candles
257,2019-03-27,14507.0,Jar Candles
258,2019-03-28,12794.0,Jar Candles
259,2019-03-29,12794.0,Jar Candles
260,2019-03-30,12794.0,Jar Candles
261,2019-03-31,15160.0,Jar Candles
262,2019-04-01,11082.0,Jar Candles
263,2019-04-02,11687.0,Jar Candles
264,2019-04-03,11687.0,Jar Candles
265,2019-04-04,16612.0,Jar Candles
266,2019-04-05,13002.0,Jar Candles
267,2019-04-06,13002.0,Jar Candles
268,2019-04-07,13002.0,Jar Candles
269,2019-04-08,16528.0,Jar Candles
270,2019-04-09,16528.0,Jar Candles
271,2019-04-10,15907.0,Jar Candles
272,2019-04-11,14047.0,Jar Candles
273,2019-04-12,15242.0,Jar Candles
274,2019-04-13,15242.0,Jar Candles
275,2019-04-14,9188.0,Jar Candles
276,2019-04-15,16104.0,Jar Candles
277,2019-04-16,16104.0,Jar Candles
278,2019-04-17,13306.0,Jar Candles
279,2019-04-18,13306.0,Jar Candles
280,2019-04-19,13306.0,Jar Candles
281,2019-04-20,13306.0,Jar Candles
282,2019-04-21,13306.0,Jar Candles
283,2019-04-22,23006.0,Jar Candles
284,2019-04-23,23006.0,Jar Candles
285,2019-04-24,13252.0,Jar Candles
286,2019-04-25,13252.0,Jar Candles
287,2019-04-26,15339.0,Jar Candles
288,2019-04-27,20070.0,Jar Candles
289,2019-04-28,20070.0,Jar Candles
290,2019-04-29,17461.0,Jar Candles
291,2019-04-30,15633.0,Jar Candles
292,2019-05-01,15633.0,Jar Candles
293,2019-05-02,15633.0,Jar Candles
294,2019-05-03,11266.0,Jar Candles
295,2019-05-04,11266.0,Jar Candles
296,2019-05-05,11266.0,Jar Candles
297,2019-05-06,10445.0,Jar Candles
298,2019-05-07,10445.0,Jar Candles
299,2019-05-08,10972.0,Jar Candles
300,2019-05-09,8902.0,Jar Candles
301,2019-05-10,10286.0,Jar Candles
302,2019-05-11,10066.0,Jar Candles
303,2019-05-12,11412.0,Jar Candles
304,2019-05-13,15999.0,Jar Candles
305,2019-05-14,12446.0,Jar Candles
306,2019-05-15,14987.0,Jar Candles
307,2019-05-16,13374.0,Jar Candles
308,2019-05-17,15339.0,Jar Candles
309,2019-05-18,15808.0,Jar Candles
310,2019-05-19,14043.0,Jar Candles
311,2019-05-20,17104.0,Jar Candles
312,2019-05-21,24641.0,Jar Candles
313,2019-05-22,12815.0,Jar Candles
314,2019-05-23,12123.0,Jar Candles
315,2019-05-24,14557.0,Jar Candles
316,2019-05-25,10970.0,Jar Candles
317,2019-05-26,12406.0,Jar Candles
318,2019-05-27,12406.0,Jar Candles
319,2019-05-28,16192.0,Jar Candles
320,2019-05-29,12682.0,Jar Candles
321,2019-05-30,12065.0,Jar Candles
322,2019-05-31,12485.0,Jar Candles
323,2019-06-01,13907.0,Jar Candles
324,2019-06-02,17564.0,Jar Candles
325,2019-06-03,14671.0,Jar Candles
326,2019-06-04,11906.0,Jar Candles
327,2019-06-05,12562.0,Jar Candles
328,2019-06-06,16283.0,Jar Candles
329,2019-06-07,87771.0,Jar Candles
330,2019-06-08,87771.0,Jar Candles
331,2019-06-09,58398.0,Jar Candles
332,2019-06-10,58398.0,Jar Candles
333,2019-06-11,81696.0,Jar Candles
334,2019-06-12,81696.0,Jar Candles
335,2019-06-13,81696.0,Jar Candles
336,2019-06-14,77597.0,Jar Candles
337,2019-06-15,77597.0,Jar Candles
338,2019-06-16,70011.0,Jar Candles
339,2019-06-17,86406.0,Jar Candles
340,2019-06-18,65938.0,Jar Candles
341,2019-06-19,94302.0,Jar Candles
342,2019-06-20,94302.0,Jar Candles
343,2019-06-21,93108.0,Jar Candles
344,2019-06-22,93108.0,Jar Candles
345,2019-06-23,40225.0,Jar Candles
346,2019-06-24,60643.0,Jar Candles
347,2019-06-25,80027.0,Jar Candles
348,2019-06-26,63169.0,Jar Candles
349,2019-06-27,63169.0,Jar Candles
350,2019-06-28,110532.0,Jar Candles
351,2019-06-29,110532.0,Jar Candles
352,2019-06-30,132353.0,Jar Candles
353,2019-07-01,83216.0,Jar Candles
354,2019-07-02,139418.0,Jar Candles
355,2019-07-03,139418.0,Jar Candles
356,2019-07-04,86063.0,Jar Candles
357,2019-07-05,109542.0,Jar Candles
358,2019-07-06,109542.0,Jar Candles
359,2019-07-07,159667.0,Jar Candles
360,2019-07-08,96542.0,Jar Candles
361,2019-07-09,75075.0,Jar Candles
362,2019-07-10,75075.0,Jar Candles
363,2019-07-11,66009.0,Jar Candles
364,2019-07-12,95098.0,Jar Candles
365,2019-07-13,95098.0,Jar Candles
366,2019-07-14,85582.0,Jar Candles
367,2019-07-15,49818.0,Jar Candles
368,2019-07-16,91304.0,Jar Candles
369,2019-07-17,72326.0,Jar Candles
370,2019-07-18,72326.0,Jar Candles
371,2019-07-19,106800.0,Jar Candles
372,2019-07-20,106800.0,Jar Candles
373,2019-07-21,106800.0,Jar Candles
374,2019-07-22,64215.0,Jar Candles
375,2019-07-23,42900.0,Jar Candles
376,2019-07-24,54356.0,Jar Candles
377,2019-07-25,55734.0,Jar Candles
378,2019-07-26,62771.0,Jar Candles
379,2019-07-27,61088.0,Jar Candles
380,2019-07-28,61088.0,Jar Candles
381,2019-07-29,69257.0,Jar Candles
382,2019-07-30,69257.0,Jar Candles
383,2019-07-31,89682.0,Jar Candles
384,2019-08-01,90986.0,Jar Candles
385,2019-08-02,86003.0,Jar Candles
386,2019-08-03,59667.0,Jar Candles
387,2019-08-04,59667.0,Jar Candles
388,2019-08-05,59667.0,Jar Candles
389,2019-08-06,118813.0,Jar Candles
390,2019-08-07,107344.0,Jar Candles
391,2019-08-08,107344.0,Jar Candles
392,2019-08-09,107344.0,Jar Candles
393,2019-08-10,85340.0,Jar Candles
394,2019-08-11,85340.0,Jar Candles
395,2019-08-12,85340.0,Jar Candles
396,2019-08-13,90309.0,Jar Candles
397,2019-08-14,120283.0,Jar Candles
398,2019-08-15,120283.0,Jar Candles
399,2019-08-16,129739.0,Jar Candles
400,2019-08-17,129739.0,Jar Candles
401,2019-08-18,94726.0,Jar Candles
402,2019-08-19,100859.0,Jar Candles
403,2019-08-20,100859.0,Jar Candles
404,2019-08-21,108081.0,Jar Candles
405,2019-08-22,78927.0,Jar Candles
406,2019-08-23,74680.0,Jar Candles
407,2019-08-24,74680.0,Jar Candles
408,2019-08-25,58337.0,Jar Candles
409,2019-08-26,58337.0,Jar Candles
410,2019-08-27,67248.0,Jar Candles
411,2019-08-28,84643.0,Jar Candles
412,2019-08-29,84643.0,Jar Candles
413,2019-08-30,84643.0,Jar Candles
414,2019-08-31,121993.0,Jar Candles
415,2019-09-01,121993.0,Jar Candles
416,2019-09-02,94062.0,Jar Candles
417,2019-09-03,72883.0,Jar Candles
418,2019-09-04,72883.0,Jar Candles
419,2019-09-05,69277.0,Jar Candles
420,2019-09-06,69277.0,Jar Candles
421,2019-09-07,78894.0,Jar Candles
422,2019-09-08,78894.0,Jar Candles
423,2019-09-09,75136.0,Jar Candles
424,2019-09-10,75136.0,Jar Candles
425,2019-09-11,-1.0,Jar Candles
426,2019-09-12,-1.0,Jar Candles
427,2019-09-13,-1.0,Jar Candles
428,2019-09-14,-1.0,Jar Candles
429,2019-09-15,-1.0,Jar Candles
430,2019-09-16,-1.0,Jar Candles
431,2019-09-17,-1.0,Jar Candles
432,2019-09-18,-1.0,Jar Candles
433,2019-09-19,-1.0,Jar Candles
434,2019-09-20,-1.0,Jar Candles
435,2019-09-21,11032.0,Jar Candles
436,2019-09-22,12325.0,Jar Candles
437,2019-09-23,12387.0,Jar Candles
438,2019-09-24,12988.0,Jar Candles
439,2019-09-25,9501.0,Jar Candles
440,2019-09-26,9501.0,Jar Candles
441,2019-09-27,12139.0,Jar Candles
442,2019-09-28,10744.0,Jar Candles
443,2019-09-29,8717.0,Jar Candles
444,2019-09-30,12011.0,Jar Candles
445,2019-10-01,10596.0,Jar Candles
446,2019-10-02,10668.0,Jar Candles
447,2019-10-03,8846.0,Jar Candles
448,2019-10-04,12407.0,Jar Candles
449,2019-10-05,12407.0,Jar Candles
450,2019-10-06,10256.0,Jar Candles
451,2019-10-07,10256.0,Jar Candles
452,2019-10-08,10256.0,Jar Candles
453,2019-10-09,8538.0,Jar Candles
454,2019-10-10,8538.0,Jar Candles
455,2019-10-11,8538.0,Jar Candles
456,2019-10-12,11910.0,Jar Candles
457,2019-10-13,12060.0,Jar Candles
458,2019-10-14,12356.0,Jar Candles
459,2019-10-15,13899.0,Jar Candles
460,2019-10-16,13899.0,Jar Candles
461,2019-10-17,12718.0,Jar Candles
462,2019-10-18,12006.0,Jar Candles
463,2019-10-19,8731.0,Jar Candles
464,2019-10-20,8317.0,Jar Candles
465,2019-10-21,7985.0,Jar Candles
466,2019-10-22,13528.0,Jar Candles
467,2019-10-23,11606.0,Jar Candles
468,2019-10-24,11361.0,Jar Candles
469,2019-10-25,10271.0,Jar Candles
470,2019-10-26,10757.0,Jar Candles
471,2019-10-27,13061.0,Jar Candles
472,2019-10-28,12505.0,Jar Candles
473,2019-10-29,15133.0,Jar Candles
474,2019-10-30,15214.0,Jar Candles
475,2019-10-31,15136.0,Jar Candles
476,2019-11-01,12856.0,Jar Candles
477,2019-11-02,15295.0,Jar Candles
478,2019-11-03,15064.0,Jar Candles
479,2019-11-04,15501.0,Jar Candles
480,2019-11-05,20442.0,Jar Candles
481,2019-11-06,20442.0,Jar Candles
482,2019-11-07,9206.0,Jar Candles
483,2019-11-08,9206.0,Jar Candles
484,2019-11-09,9206.0,Jar Candles
485,2019-11-10,12354.0,Jar Candles
486,2019-11-11,12354.0,Jar Candles
487,2019-11-12,15375.0,Jar Candles
488,2019-11-13,15375.0,Jar Candles
489,2019-11-14,15375.0,Jar Candles
490,2019-11-15,12266.0,Jar Candles
491,2019-11-16,12266.0,Jar Candles
492,2019-11-17,12266.0,Jar Candles
493,2019-11-18,12266.0,Jar Candles
494,2019-11-19,15386.0,Jar Candles
495,2019-11-20,15386.0,Jar Candles
496,2019-11-21,13375.0,Jar Candles
497,2019-11-22,13375.0,Jar Candles
498,2019-11-23,10948.0,Jar Candles
499,2019-11-24,10948.0,Jar Candles
500,2019-11-25,16394.0,Jar Candles
501,2019-11-26,12893.0,Jar Candles
502,2019-11-27,12893.0,Jar Candles
503,2019-11-28,10921.0,Jar Candles
504,2019-11-29,10921.0,Jar Candles
505,2019-11-30,10921.0,Jar Candles
506,2019-12-01,10921.0,Jar Candles
507,2019-12-02,12299.0,Jar Candles
508,2019-12-03,13007.0,Jar Candles
509,2019-12-04,13007.0,Jar Candles
510,2019-12-05,14584.0,Jar Candles
511,2019-12-06,14584.0,Jar Candles
512,2019-12-07,14584.0,Jar Candles
513,2019-12-08,11960.0,Jar Candles
514,2019-12-09,11960.0,Jar Candles
515,2019-12-10,11960.0,Jar Candles
516,2019-12-11,10941.0,Jar Candles
517,2019-12-12,10941.0,Jar Candles
518,2019-12-13,10941.0,Jar Candles
519,2019-12-14,7778.0,Jar Candles
520,2019-12-15,7534.0,Jar Candles
521,2019-12-16,7534.0,Jar Candles
522,2019-12-17,7435.0,Jar Candles
523,2019-12-18,7608.0,Jar Candles
524,2019-12-19,7608.0,Jar Candles
525,2019-12-20,6554.0,Jar Candles
526,2019-12-21,6554.0,Jar Candles
527,2019-12-22,6554.0,Jar Candles
528,2019-12-23,8820.0,Jar Candles
529,2019-12-24,8820.0,Jar Candles
530,2019-12-25,8820.0,Jar Candles
531,2019-12-26,11807.0,Jar Candles
532,2019-12-27,11807.0,Jar Candles
533,2019-12-28,11027.0,Jar Candles
534,2019-12-29,11027.0,Jar Candles
535,2019-12-30,11027.0,Jar Candles
536,2019-12-31,11027.0,Jar Candles
537,2020-01-01,14588.0,Jar Candles
538,2020-01-02,14588.0,Jar Candles
539,2020-01-03,14588.0,Jar Candles
540,2020-01-04,14588.0,Jar Candles
541,2020-01-05,14588.0,Jar Candles
542,2020-01-06,11451.0,Jar Candles
543,2020-01-07,12391.0,Jar Candles
544,2020-01-08,11209.0,Jar Candles
545,2020-01-09,8707.0,Jar Candles
546,2020-01-10,8707.0,Jar Candles
547,2020-01-11,8707.0,Jar Candles
548,2020-01-12,8707.0,Jar Candles
549,2020-01-13,14412.0,Jar Candles
550,2020-01-14,14412.0,Jar Candles
551,2020-01-15,14412.0,Jar Candles
552,2020-01-16,15345.0,Jar Candles
553,2020-01-17,15345.0,Jar Candles
554,2020-01-18,8996.0,Jar Candles
555,2020-01-19,9157.0,Jar Candles
556,2020-01-20,9157.0,Jar Candles
557,2020-01-21,9676.0,Jar Candles
558,2020-01-22,9676.0,Jar Candles
559,2020-01-23,9097.0,Jar Candles
560,2020-01-24,11117.0,Jar Candles
561,2020-01-25,11117.0,Jar Candles
562,2020-01-26,11117.0,Jar Candles
563,2020-01-27,11117.0,Jar Candles
564,2020-01-28,13895.0,Jar Candles
565,2020-01-29,13895.0,Jar Candles
566,2020-01-30,14891.0,Jar Candles
567,2020-01-31,14891.0,Jar Candles
568,2020-02-01,13100.0,Jar Candles
569,2020-02-02,13100.0,Jar Candles
570,2020-02-03,14591.0,Jar Candles
571,2020-02-04,17388.0,Jar Candles
572,2020-02-05,17388.0,Jar Candles
573,2020-02-06,11917.0,Jar Candles
574,2020-02-07,17427.0,Jar Candles
575,2020-02-08,12821.0,Jar Candles
576,2020-02-09,12821.0,Jar Candles
577,2020-02-10,16497.0,Jar Candles
578,2020-02-11,16497.0,Jar Candles
579,2020-02-12,16873.0,Jar Candles
580,2020-02-13,16873.0,Jar Candles
581,2020-02-14,16873.0,Jar Candles
582,2020-02-15,16873.0,Jar Candles
583,2020-02-16,16873.0,Jar Candles
584,2020-02-17,14217.0,Jar Candles
585,2020-02-18,13584.0,Jar Candles
586,2020-02-19,13584.0,Jar Candles
587,2020-02-20,13584.0,Jar Candles
588,2020-02-21,13701.0,Jar Candles
589,2020-02-22,13701.0,Jar Candles
590,2020-02-23,13701.0,Jar Candles
591,2020-02-24,13429.0,Jar Candles
592,2020-02-25,13429.0,Jar Candles
593,2020-02-26,9261.0,Jar Candles
594,2020-02-27,9261.0,Jar Candles
595,2020-02-28,9261.0,Jar Candles
596,2020-02-29,9628.0,Jar Candles
597,2020-03-01,9628.0,Jar Candles
598,2020-03-02,9628.0,Jar Candles
599,2020-03-03,11401.0,Jar Candles
600,2020-03-04,11401.0,Jar Candles
601,2020-03-05,9373.0,Jar Candles
602,2020-03-06,9373.0,Jar Candles
603,2020-03-07,9471.0,Jar Candles
604,2020-03-08,9471.0,Jar Candles
605,2020-03-09,9471.0,Jar Candles
606,2020-03-10,12200.0,Jar Candles
607,2020-03-11,12832.0,Jar Candles
608,2020-03-12,12832.0,Jar Candles
609,2020-03-13,10823.0,Jar Candles
610,2020-03-14,10823.0,Jar Candles
611,2020-03-15,10823.0,Jar Candles
612,2020-03-16,9984.0,Jar Candles
613,2020-03-17,9984.0,Jar Candles
614,2020-03-18,9984.0,Jar Candles
615,2020-03-19,7388.0,Jar Candles
616,2020-03-20,7436.0,Jar Candles
617,2020-03-21,7436.0,Jar Candles
618,2020-03-22,7436.0,Jar Candles
619,2020-03-23,5494.0,Jar Candles
620,2020-03-24,5494.0,Jar Candles
621,2020-03-25,5494.0,Jar Candles
622,2020-03-26,5846.0,Jar Candles
623,2020-03-27,6418.0,Jar Candles
624,2020-03-28,5830.0,Jar Candles
625,2020-03-29,5830.0,Jar Candles
626,2020-03-30,5850.0,Jar Candles
627,2020-03-31,6260.0,Jar Candles
628,2020-04-01,6260.0,Jar Candles
629,2020-04-02,6260.0,Jar Candles
630,2020-04-03,6260.0,Jar Candles
631,2020-04-04,4564.0,Jar Candles
632,2020-04-05,4564.0,Jar Candles
633,2020-04-06,4564.0,Jar Candles
634,2020-04-07,5068.0,Jar Candles
635,2020-04-08,5068.0,Jar Candles
636,2020-04-09,5068.0,Jar Candles
637,2020-04-10,5330.0,Jar Candles
638,2020-04-11,5330.0,Jar Candles
639,2020-04-12,5934.0,Jar Candles
640,2020-04-13,5934.0,Jar Candles
641,2020-04-14,5934.0,Jar Candles
642,2020-04-15,10337.0,Jar Candles
643,2020-04-16,10337.0,Jar Candles
644,2020-04-17,10337.0,Jar Candles
645,2020-04-18,10337.0,Jar Candles
646,2020-04-19,10337.0,Jar Candles
647,2020-04-20,10337.0,Jar Candles
648,2020-04-21,18503.0,Jar Candles
649,2020-04-22,23619.0,Jar Candles
650,2020-04-23,23619.0,Jar Candles
651,2020-04-24,19530.0,Jar Candles
652,2020-04-25,19530.0,Jar Candles
653,2020-04-26,16475.0,Jar Candles
654,2020-04-27,22272.0,Jar Candles
655,2020-04-28,22272.0,Jar Candles
656,2020-04-29,22272.0,Jar Candles
657,2020-04-30,14415.0,Jar Candles
658,2020-05-01,17222.0,Jar Candles
659,2020-05-02,17222.0,Jar Candles
660,2020-05-03,17222.0,Jar Candles
661,2020-05-04,27967.0,Jar Candles
662,2020-05-05,27967.0,Jar Candles
663,2020-05-06,14076.0,Jar Candles
