,date,value,name_B07TKCH5GG
107,2019-10-25,12422.0,Toasters
108,2019-10-26,11414.0,Toasters
109,2019-10-27,12625.0,Toasters
110,2019-10-28,16310.0,Toasters
111,2019-10-29,16310.0,Toasters
112,2019-10-30,16310.0,Toasters
113,2019-10-31,8862.0,Toasters
114,2019-11-01,7240.0,Toasters
115,2019-11-02,7240.0,Toasters
116,2019-11-03,7474.0,Toasters
117,2019-11-04,9076.0,Toasters
118,2019-11-05,9076.0,Toasters
119,2019-11-06,9076.0,Toasters
120,2019-11-07,6327.0,Toasters
121,2019-11-08,6327.0,Toasters
122,2019-11-09,10380.0,Toasters
123,2019-11-10,10380.0,Toasters
124,2019-11-11,10380.0,Toasters
125,2019-11-12,10380.0,Toasters
126,2019-11-13,15762.0,Toasters
127,2019-11-14,15762.0,Toasters
128,2019-11-15,15762.0,Toasters
129,2019-11-16,15762.0,Toasters
130,2019-11-17,15762.0,Toasters
131,2019-11-18,15249.0,Toasters
132,2019-11-19,15249.0,Toasters
133,2019-11-20,15249.0,Toasters
134,2019-11-21,15249.0,Toasters
135,2019-11-22,15249.0,Toasters
136,2019-11-23,29050.0,Toasters
137,2019-11-24,29050.0,Toasters
138,2019-11-25,29050.0,Toasters
139,2019-11-26,23794.0,Toasters
140,2019-11-27,23794.0,Toasters
141,2019-11-28,23794.0,Toasters
142,2019-11-29,23794.0,Toasters
143,2019-11-30,10357.0,Toasters
144,2019-12-01,10357.0,Toasters
145,2019-12-02,10357.0,Toasters
146,2019-12-03,10197.0,Toasters
147,2019-12-04,10197.0,Toasters
148,2019-12-05,10197.0,Toasters
149,2019-12-06,10197.0,Toasters
150,2019-12-07,10197.0,Toasters
151,2019-12-08,25251.0,Toasters
152,2019-12-09,21277.0,Toasters
153,2019-12-10,21277.0,Toasters
154,2019-12-11,21277.0,Toasters
155,2019-12-12,21277.0,Toasters
156,2019-12-13,28060.0,Toasters
157,2019-12-14,28060.0,Toasters
158,2019-12-15,28060.0,Toasters
159,2019-12-16,28060.0,Toasters
160,2019-12-17,28060.0,Toasters
161,2019-12-18,24340.0,Toasters
162,2019-12-19,24340.0,Toasters
163,2019-12-20,31797.0,Toasters
164,2019-12-21,28446.0,Toasters
165,2019-12-22,28446.0,Toasters
166,2019-12-23,28446.0,Toasters
167,2019-12-24,28446.0,Toasters
168,2019-12-25,24137.0,Toasters
169,2019-12-26,24137.0,Toasters
170,2019-12-27,24137.0,Toasters
171,2019-12-28,24137.0,Toasters
172,2019-12-29,39508.0,Toasters
173,2019-12-30,39508.0,Toasters
174,2019-12-31,28735.0,Toasters
175,2020-01-01,14810.0,Toasters
176,2020-01-02,14810.0,Toasters
177,2020-01-03,4927.0,Toasters
178,2020-01-04,4927.0,Toasters
179,2020-01-05,4927.0,Toasters
180,2020-01-06,5281.0,Toasters
181,2020-01-07,5281.0,Toasters
182,2020-01-08,5281.0,Toasters
183,2020-01-09,5281.0,Toasters
184,2020-01-10,5324.0,Toasters
185,2020-01-11,5324.0,Toasters
186,2020-01-12,3473.0,Toasters
187,2020-01-13,3473.0,Toasters
188,2020-01-14,2904.0,Toasters
189,2020-01-15,3269.0,Toasters
190,2020-01-16,3269.0,Toasters
191,2020-01-17,3269.0,Toasters
192,2020-01-18,3269.0,Toasters
193,2020-01-19,3424.0,Toasters
194,2020-01-20,3424.0,Toasters
195,2020-01-21,3615.0,Toasters
196,2020-01-22,3615.0,Toasters
197,2020-01-23,3615.0,Toasters
198,2020-01-24,3615.0,Toasters
199,2020-01-25,3615.0,Toasters
200,2020-01-26,2848.0,Toasters
201,2020-01-27,2848.0,Toasters
202,2020-01-28,2848.0,Toasters
203,2020-01-29,2848.0,Toasters
204,2020-01-30,2848.0,Toasters
205,2020-01-31,4802.0,Toasters
206,2020-02-01,4802.0,Toasters
207,2020-02-02,4802.0,Toasters
208,2020-02-03,3533.0,Toasters
209,2020-02-04,3533.0,Toasters
210,2020-02-05,3533.0,Toasters
211,2020-02-06,3533.0,Toasters
212,2020-02-07,3533.0,Toasters
213,2020-02-08,3614.0,Toasters
214,2020-02-09,3614.0,Toasters
215,2020-02-10,3614.0,Toasters
216,2020-02-11,3614.0,Toasters
217,2020-02-12,4306.0,Toasters
218,2020-02-13,4306.0,Toasters
219,2020-02-14,4306.0,Toasters
220,2020-02-15,7178.0,Toasters
221,2020-02-16,7178.0,Toasters
222,2020-02-17,7178.0,Toasters
223,2020-02-18,6919.0,Toasters
224,2020-02-19,6919.0,Toasters
225,2020-02-20,4555.0,Toasters
226,2020-02-21,4555.0,Toasters
227,2020-02-22,6251.0,Toasters
228,2020-02-23,6658.0,Toasters
229,2020-02-24,5124.0,Toasters
230,2020-02-25,5124.0,Toasters
231,2020-02-26,5124.0,Toasters
232,2020-02-27,5124.0,Toasters
233,2020-02-28,5124.0,Toasters
234,2020-02-29,5124.0,Toasters
235,2020-03-01,3214.0,Toasters
236,2020-03-02,3214.0,Toasters
237,2020-03-03,3214.0,Toasters
238,2020-03-04,3431.0,Toasters
239,2020-03-05,3402.0,Toasters
240,2020-03-06,4009.0,Toasters
241,2020-03-07,4009.0,Toasters
242,2020-03-08,4009.0,Toasters
243,2020-03-09,4009.0,Toasters
244,2020-03-10,4009.0,Toasters
245,2020-03-11,-1.0,Toasters
