,date,value,name_B081517582
52,2020-11-13,1529.0,Sheet & Pillowcase Sets
53,2020-11-14,1551.0,Sheet & Pillowcase Sets
54,2020-11-15,1551.0,Sheet & Pillowcase Sets
55,2020-11-16,1635.0,Sheet & Pillowcase Sets
56,2020-11-17,1564.0,Sheet & Pillowcase Sets
57,2020-11-18,1564.0,Sheet & Pillowcase Sets
58,2020-11-19,2107.0,Sheet & Pillowcase Sets
59,2020-11-20,2036.0,Sheet & Pillowcase Sets
60,2020-11-21,1879.0,Sheet & Pillowcase Sets
61,2020-11-22,1879.0,Sheet & Pillowcase Sets
62,2020-11-23,2505.0,Sheet & Pillowcase Sets
63,2020-11-24,1793.0,Sheet & Pillowcase Sets
64,2020-11-25,1496.0,Sheet & Pillowcase Sets
65,2020-11-26,1217.0,Sheet & Pillowcase Sets
66,2020-11-27,1216.0,Sheet & Pillowcase Sets
67,2020-11-28,707.0,Sheet & Pillowcase Sets
68,2020-11-29,846.0,Sheet & Pillowcase Sets
69,2020-11-30,1002.0,Sheet & Pillowcase Sets
70,2020-12-01,1353.0,Sheet & Pillowcase Sets
71,2020-12-02,1353.0,Sheet & Pillowcase Sets
72,2020-12-03,1656.0,Sheet & Pillowcase Sets
73,2020-12-04,1853.0,Sheet & Pillowcase Sets
74,2020-12-05,1953.0,Sheet & Pillowcase Sets
75,2020-12-06,1953.0,Sheet & Pillowcase Sets
76,2020-12-07,2113.0,Sheet & Pillowcase Sets
77,2020-12-08,1548.0,Sheet & Pillowcase Sets
78,2020-12-09,1346.0,Sheet & Pillowcase Sets
79,2020-12-10,1129.0,Sheet & Pillowcase Sets
80,2020-12-11,1076.0,Sheet & Pillowcase Sets
81,2020-12-12,978.0,Sheet & Pillowcase Sets
82,2020-12-13,925.0,Sheet & Pillowcase Sets
83,2020-12-14,945.0,Sheet & Pillowcase Sets
84,2020-12-15,1203.0,Sheet & Pillowcase Sets
85,2020-12-16,1387.0,Sheet & Pillowcase Sets
86,2020-12-17,1377.0,Sheet & Pillowcase Sets
87,2020-12-18,376.0,Sheet & Pillowcase Sets
88,2020-12-19,429.0,Sheet & Pillowcase Sets
89,2020-12-20,977.0,Sheet & Pillowcase Sets
90,2020-12-21,992.0,Sheet & Pillowcase Sets
91,2020-12-22,1263.0,Sheet & Pillowcase Sets
92,2020-12-23,1269.0,Sheet & Pillowcase Sets
93,2020-12-24,1148.0,Sheet & Pillowcase Sets
94,2020-12-25,1239.0,Sheet & Pillowcase Sets
95,2020-12-26,1221.0,Sheet & Pillowcase Sets
96,2020-12-27,1333.0,Sheet & Pillowcase Sets
97,2020-12-28,1306.0,Sheet & Pillowcase Sets
98,2020-12-29,722.0,Sheet & Pillowcase Sets
99,2020-12-30,554.0,Sheet & Pillowcase Sets
100,2020-12-31,549.0,Sheet & Pillowcase Sets
101,2021-01-01,584.0,Sheet & Pillowcase Sets
102,2021-01-02,394.0,Sheet & Pillowcase Sets
103,2021-01-03,415.0,Sheet & Pillowcase Sets
104,2021-01-04,430.0,Sheet & Pillowcase Sets
105,2021-01-05,430.0,Sheet & Pillowcase Sets
106,2021-01-06,1049.0,Sheet & Pillowcase Sets
107,2021-01-07,1078.0,Sheet & Pillowcase Sets
108,2021-01-08,1052.0,Sheet & Pillowcase Sets
109,2021-01-09,1052.0,Sheet & Pillowcase Sets
110,2021-01-10,903.0,Sheet & Pillowcase Sets
111,2021-01-11,796.0,Sheet & Pillowcase Sets
112,2021-01-12,611.0,Sheet & Pillowcase Sets
113,2021-01-13,649.0,Sheet & Pillowcase Sets
114,2021-01-14,666.0,Sheet & Pillowcase Sets
115,2021-01-15,517.0,Sheet & Pillowcase Sets
116,2021-01-16,495.0,Sheet & Pillowcase Sets
117,2021-01-17,433.0,Sheet & Pillowcase Sets
118,2021-01-18,433.0,Sheet & Pillowcase Sets
119,2021-01-19,863.0,Sheet & Pillowcase Sets
120,2021-01-20,891.0,Sheet & Pillowcase Sets
121,2021-01-21,1155.0,Sheet & Pillowcase Sets
122,2021-01-22,1155.0,Sheet & Pillowcase Sets
123,2021-01-23,1136.0,Sheet & Pillowcase Sets
124,2021-01-24,1310.0,Sheet & Pillowcase Sets
125,2021-01-25,1310.0,Sheet & Pillowcase Sets
126,2021-01-26,1262.0,Sheet & Pillowcase Sets
127,2021-01-27,1286.0,Sheet & Pillowcase Sets
128,2021-01-28,1312.0,Sheet & Pillowcase Sets
129,2021-01-29,1381.0,Sheet & Pillowcase Sets
130,2021-01-30,1234.0,Sheet & Pillowcase Sets
131,2021-01-31,882.0,Sheet & Pillowcase Sets
132,2021-02-01,923.0,Sheet & Pillowcase Sets
133,2021-02-02,1007.0,Sheet & Pillowcase Sets
134,2021-02-03,1007.0,Sheet & Pillowcase Sets
135,2021-02-04,1158.0,Sheet & Pillowcase Sets
136,2021-02-05,1140.0,Sheet & Pillowcase Sets
137,2021-02-06,1044.0,Sheet & Pillowcase Sets
138,2021-02-07,1062.0,Sheet & Pillowcase Sets
139,2021-02-08,1036.0,Sheet & Pillowcase Sets
140,2021-02-09,1217.0,Sheet & Pillowcase Sets
141,2021-02-10,1305.0,Sheet & Pillowcase Sets
142,2021-02-11,1305.0,Sheet & Pillowcase Sets
143,2021-02-12,1233.0,Sheet & Pillowcase Sets
144,2021-02-13,1067.0,Sheet & Pillowcase Sets
145,2021-02-14,1067.0,Sheet & Pillowcase Sets
146,2021-02-15,961.0,Sheet & Pillowcase Sets
147,2021-02-16,961.0,Sheet & Pillowcase Sets
148,2021-02-17,900.0,Sheet & Pillowcase Sets
149,2021-02-18,978.0,Sheet & Pillowcase Sets
150,2021-02-19,919.0,Sheet & Pillowcase Sets
151,2021-02-20,857.0,Sheet & Pillowcase Sets
152,2021-02-21,857.0,Sheet & Pillowcase Sets
153,2021-02-22,625.0,Sheet & Pillowcase Sets
154,2021-02-23,622.0,Sheet & Pillowcase Sets
155,2021-02-24,488.0,Sheet & Pillowcase Sets
156,2021-02-25,445.0,Sheet & Pillowcase Sets
157,2021-02-26,470.0,Sheet & Pillowcase Sets
158,2021-02-27,470.0,Sheet & Pillowcase Sets
159,2021-02-28,451.0,Sheet & Pillowcase Sets
160,2021-03-01,403.0,Sheet & Pillowcase Sets
161,2021-03-02,535.0,Sheet & Pillowcase Sets
162,2021-03-03,609.0,Sheet & Pillowcase Sets
163,2021-03-04,703.0,Sheet & Pillowcase Sets
164,2021-03-05,714.0,Sheet & Pillowcase Sets
165,2021-03-06,714.0,Sheet & Pillowcase Sets
166,2021-03-07,621.0,Sheet & Pillowcase Sets
167,2021-03-08,672.0,Sheet & Pillowcase Sets
168,2021-03-09,695.0,Sheet & Pillowcase Sets
169,2021-03-10,728.0,Sheet & Pillowcase Sets
170,2021-03-11,654.0,Sheet & Pillowcase Sets
171,2021-03-12,698.0,Sheet & Pillowcase Sets
172,2021-03-13,698.0,Sheet & Pillowcase Sets
173,2021-03-14,665.0,Sheet & Pillowcase Sets
174,2021-03-15,647.0,Sheet & Pillowcase Sets
175,2021-03-16,789.0,Sheet & Pillowcase Sets
176,2021-03-17,824.0,Sheet & Pillowcase Sets
177,2021-03-18,992.0,Sheet & Pillowcase Sets
178,2021-03-19,949.0,Sheet & Pillowcase Sets
179,2021-03-20,949.0,Sheet & Pillowcase Sets
180,2021-03-21,949.0,Sheet & Pillowcase Sets
181,2021-03-22,1048.0,Sheet & Pillowcase Sets
182,2021-03-23,1048.0,Sheet & Pillowcase Sets
183,2021-03-24,569.0,Sheet & Pillowcase Sets
184,2021-03-25,543.0,Sheet & Pillowcase Sets
185,2021-03-26,446.0,Sheet & Pillowcase Sets
186,2021-03-27,475.0,Sheet & Pillowcase Sets
187,2021-03-28,475.0,Sheet & Pillowcase Sets
188,2021-03-29,534.0,Sheet & Pillowcase Sets
189,2021-03-30,761.0,Sheet & Pillowcase Sets
190,2021-03-31,816.0,Sheet & Pillowcase Sets
191,2021-04-01,964.0,Sheet & Pillowcase Sets
192,2021-04-02,854.0,Sheet & Pillowcase Sets
193,2021-04-03,854.0,Sheet & Pillowcase Sets
194,2021-04-04,749.0,Sheet & Pillowcase Sets
195,2021-04-05,864.0,Sheet & Pillowcase Sets
196,2021-04-06,825.0,Sheet & Pillowcase Sets
197,2021-04-07,839.0,Sheet & Pillowcase Sets
198,2021-04-08,876.0,Sheet & Pillowcase Sets
199,2021-04-09,869.0,Sheet & Pillowcase Sets
200,2021-04-10,869.0,Sheet & Pillowcase Sets
201,2021-04-11,800.0,Sheet & Pillowcase Sets
202,2021-04-12,800.0,Sheet & Pillowcase Sets
203,2021-04-13,829.0,Sheet & Pillowcase Sets
204,2021-04-14,1124.0,Sheet & Pillowcase Sets
205,2021-04-15,1090.0,Sheet & Pillowcase Sets
206,2021-04-16,1147.0,Sheet & Pillowcase Sets
207,2021-04-17,1283.0,Sheet & Pillowcase Sets
208,2021-04-18,992.0,Sheet & Pillowcase Sets
209,2021-04-19,992.0,Sheet & Pillowcase Sets
210,2021-04-20,1056.0,Sheet & Pillowcase Sets
211,2021-04-21,1024.0,Sheet & Pillowcase Sets
212,2021-04-22,1031.0,Sheet & Pillowcase Sets
213,2021-04-23,981.0,Sheet & Pillowcase Sets
214,2021-04-24,1122.0,Sheet & Pillowcase Sets
215,2021-04-25,1122.0,Sheet & Pillowcase Sets
216,2021-04-26,982.0,Sheet & Pillowcase Sets
217,2021-04-27,1278.0,Sheet & Pillowcase Sets
218,2021-04-28,1169.0,Sheet & Pillowcase Sets
219,2021-04-29,1083.0,Sheet & Pillowcase Sets
220,2021-04-30,1144.0,Sheet & Pillowcase Sets
221,2021-05-01,1144.0,Sheet & Pillowcase Sets
222,2021-05-02,885.0,Sheet & Pillowcase Sets
223,2021-05-03,1163.0,Sheet & Pillowcase Sets
224,2021-05-04,1288.0,Sheet & Pillowcase Sets
225,2021-05-05,1054.0,Sheet & Pillowcase Sets
226,2021-05-06,987.0,Sheet & Pillowcase Sets
227,2021-05-07,947.0,Sheet & Pillowcase Sets
228,2021-05-08,1001.0,Sheet & Pillowcase Sets
229,2021-05-09,1001.0,Sheet & Pillowcase Sets
230,2021-05-10,746.0,Sheet & Pillowcase Sets
231,2021-05-11,768.0,Sheet & Pillowcase Sets
232,2021-05-12,727.0,Sheet & Pillowcase Sets
233,2021-05-13,730.0,Sheet & Pillowcase Sets
234,2021-05-14,730.0,Sheet & Pillowcase Sets
235,2021-05-15,581.0,Sheet & Pillowcase Sets
236,2021-05-16,776.0,Sheet & Pillowcase Sets
237,2021-05-17,767.0,Sheet & Pillowcase Sets
238,2021-05-18,440.0,Sheet & Pillowcase Sets
239,2021-05-19,466.0,Sheet & Pillowcase Sets
240,2021-05-20,429.0,Sheet & Pillowcase Sets
241,2021-05-21,429.0,Sheet & Pillowcase Sets
242,2021-05-22,352.0,Sheet & Pillowcase Sets
243,2021-05-23,313.0,Sheet & Pillowcase Sets
244,2021-05-24,345.0,Sheet & Pillowcase Sets
245,2021-05-25,435.0,Sheet & Pillowcase Sets
246,2021-05-26,647.0,Sheet & Pillowcase Sets
247,2021-05-27,646.0,Sheet & Pillowcase Sets
248,2021-05-28,699.0,Sheet & Pillowcase Sets
249,2021-05-29,634.0,Sheet & Pillowcase Sets
250,2021-05-30,634.0,Sheet & Pillowcase Sets
251,2021-05-31,566.0,Sheet & Pillowcase Sets
252,2021-06-01,557.0,Sheet & Pillowcase Sets
253,2021-06-02,557.0,Sheet & Pillowcase Sets
254,2021-06-03,699.0,Sheet & Pillowcase Sets
255,2021-06-04,819.0,Sheet & Pillowcase Sets
256,2021-06-05,730.0,Sheet & Pillowcase Sets
257,2021-06-06,627.0,Sheet & Pillowcase Sets
258,2021-06-07,715.0,Sheet & Pillowcase Sets
259,2021-06-08,611.0,Sheet & Pillowcase Sets
260,2021-06-09,677.0,Sheet & Pillowcase Sets
261,2021-06-10,582.0,Sheet & Pillowcase Sets
262,2021-06-11,564.0,Sheet & Pillowcase Sets
263,2021-06-12,581.0,Sheet & Pillowcase Sets
264,2021-06-13,675.0,Sheet & Pillowcase Sets
265,2021-06-14,789.0,Sheet & Pillowcase Sets
266,2021-06-15,734.0,Sheet & Pillowcase Sets
267,2021-06-16,734.0,Sheet & Pillowcase Sets
268,2021-06-17,893.0,Sheet & Pillowcase Sets
269,2021-06-18,893.0,Sheet & Pillowcase Sets
270,2021-06-19,863.0,Sheet & Pillowcase Sets
271,2021-06-20,807.0,Sheet & Pillowcase Sets
272,2021-06-21,900.0,Sheet & Pillowcase Sets
273,2021-06-22,456.0,Sheet & Pillowcase Sets
274,2021-06-23,520.0,Sheet & Pillowcase Sets
275,2021-06-24,582.0,Sheet & Pillowcase Sets
276,2021-06-25,661.0,Sheet & Pillowcase Sets
277,2021-06-26,722.0,Sheet & Pillowcase Sets
278,2021-06-27,704.0,Sheet & Pillowcase Sets
279,2021-06-28,792.0,Sheet & Pillowcase Sets
280,2021-06-29,729.0,Sheet & Pillowcase Sets
281,2021-06-30,822.0,Sheet & Pillowcase Sets
282,2021-07-01,941.0,Sheet & Pillowcase Sets
283,2021-07-02,885.0,Sheet & Pillowcase Sets
284,2021-07-03,944.0,Sheet & Pillowcase Sets
285,2021-07-04,923.0,Sheet & Pillowcase Sets
286,2021-07-05,921.0,Sheet & Pillowcase Sets
287,2021-07-06,1040.0,Sheet & Pillowcase Sets
288,2021-07-07,895.0,Sheet & Pillowcase Sets
289,2021-07-08,1141.0,Sheet & Pillowcase Sets
290,2021-07-09,1421.0,Sheet & Pillowcase Sets
291,2021-07-10,1415.0,Sheet & Pillowcase Sets
292,2021-07-11,1754.0,Sheet & Pillowcase Sets
