,date,value,name_B078RKZXFX
56,2020-07-23,7547.0,AAA
57,2020-07-24,6907.0,AAA
58,2020-07-25,6844.0,AAA
59,2020-07-26,6844.0,AAA
60,2020-07-27,7266.0,AAA
61,2020-07-28,7266.0,AAA
62,2020-07-29,7266.0,AAA
63,2020-07-30,6113.0,AAA
64,2020-07-31,6113.0,AAA
65,2020-08-01,6113.0,AAA
66,2020-08-02,6569.0,AAA
67,2020-08-03,6569.0,AAA
68,2020-08-04,6569.0,AAA
69,2020-08-05,8434.0,AAA
70,2020-08-06,8434.0,AAA
71,2020-08-07,7472.0,AAA
72,2020-08-08,7472.0,AAA
73,2020-08-09,7472.0,AAA
74,2020-08-10,8220.0,AAA
75,2020-08-11,8220.0,AAA
76,2020-08-12,7850.0,AAA
77,2020-08-13,7850.0,AAA
78,2020-08-14,7542.0,AAA
79,2020-08-15,7542.0,AAA
80,2020-08-16,7542.0,AAA
81,2020-08-17,7542.0,AAA
82,2020-08-18,6599.0,AAA
83,2020-08-19,6599.0,AAA
84,2020-08-20,6599.0,AAA
85,2020-08-21,4118.0,AAA
86,2020-08-22,4118.0,AAA
87,2020-08-23,4118.0,AAA
88,2020-08-24,4933.0,AAA
89,2020-08-25,4933.0,AAA
90,2020-08-26,3755.0,AAA
91,2020-08-27,3755.0,AAA
92,2020-08-28,3755.0,AAA
93,2020-08-29,3140.0,AAA
94,2020-08-30,3140.0,AAA
95,2020-08-31,3140.0,AAA
96,2020-09-01,3140.0,AAA
97,2020-09-02,2509.0,AAA
98,2020-09-03,2509.0,AAA
99,2020-09-04,2614.0,AAA
100,2020-09-05,2614.0,AAA
101,2020-09-06,2614.0,AAA
102,2020-09-07,2248.0,AAA
103,2020-09-08,2248.0,AAA
104,2020-09-09,2474.0,AAA
105,2020-09-10,2474.0,AAA
106,2020-09-11,2474.0,AAA
107,2020-09-12,2474.0,AAA
108,2020-09-13,2340.0,AAA
109,2020-09-14,2340.0,AAA
110,2020-09-15,2195.0,AAA
111,2020-09-16,2497.0,AAA
112,2020-09-17,2497.0,AAA
113,2020-09-18,1984.0,AAA
114,2020-09-19,1984.0,AAA
115,2020-09-20,1984.0,AAA
116,2020-09-21,1408.0,AAA
117,2020-09-22,1408.0,AAA
118,2020-09-23,1804.0,AAA
119,2020-09-24,1804.0,AAA
120,2020-09-25,1804.0,AAA
121,2020-09-26,1798.0,AAA
122,2020-09-27,1798.0,AAA
123,2020-09-28,1942.0,AAA
124,2020-09-29,1942.0,AAA
125,2020-09-30,1942.0,AAA
126,2020-10-01,1804.0,AAA
127,2020-10-02,1804.0,AAA
128,2020-10-03,1804.0,AAA
129,2020-10-04,1497.0,AAA
130,2020-10-05,1497.0,AAA
131,2020-10-06,1507.0,AAA
132,2020-10-07,1507.0,AAA
133,2020-10-08,1507.0,AAA
134,2020-10-09,2018.0,AAA
135,2020-10-10,2221.0,AAA
136,2020-10-11,2221.0,AAA
137,2020-10-12,2221.0,AAA
138,2020-10-13,2988.0,AAA
139,2020-10-14,2988.0,AAA
140,2020-10-15,2988.0,AAA
141,2020-10-16,2988.0,AAA
142,2020-10-17,3037.0,AAA
143,2020-10-18,3037.0,AAA
144,2020-10-19,3037.0,AAA
145,2020-10-20,2638.0,AAA
146,2020-10-21,2638.0,AAA
147,2020-10-22,2638.0,AAA
148,2020-10-23,3896.0,AAA
149,2020-10-24,3896.0,AAA
150,2020-10-25,3419.0,AAA
151,2020-10-26,3419.0,AAA
152,2020-10-27,3419.0,AAA
153,2020-10-28,3419.0,AAA
154,2020-10-29,3419.0,AAA
155,2020-10-30,3419.0,AAA
156,2020-10-31,3419.0,AAA
157,2020-11-01,3419.0,AAA
158,2020-11-02,3419.0,AAA
159,2020-11-03,3419.0,AAA
160,2020-11-04,3419.0,AAA
161,2020-11-05,3419.0,AAA
162,2020-11-06,3419.0,AAA
163,2020-11-07,3419.0,AAA
164,2020-11-08,3419.0,AAA
165,2020-11-09,4194.0,AAA
166,2020-11-10,4194.0,AAA
167,2020-11-11,4194.0,AAA
168,2020-11-12,4182.0,AAA
169,2020-11-13,4182.0,AAA
170,2020-11-14,3304.0,AAA
171,2020-11-15,3177.0,AAA
172,2020-11-16,3177.0,AAA
173,2020-11-17,3177.0,AAA
174,2020-11-18,3177.0,AAA
175,2020-11-19,3081.0,AAA
176,2020-11-20,3081.0,AAA
177,2020-11-21,3081.0,AAA
178,2020-11-22,4288.0,AAA
179,2020-11-23,4288.0,AAA
180,2020-11-24,4288.0,AAA
181,2020-11-25,3253.0,AAA
182,2020-11-26,3253.0,AAA
183,2020-11-27,3659.0,AAA
184,2020-11-28,3659.0,AAA
185,2020-11-29,2869.0,AAA
186,2020-11-30,2869.0,AAA
187,2020-12-01,2869.0,AAA
188,2020-12-02,2869.0,AAA
189,2020-12-03,2869.0,AAA
190,2020-12-04,2869.0,AAA
191,2020-12-05,2869.0,AAA
192,2020-12-06,2869.0,AAA
193,2020-12-07,2869.0,AAA
194,2020-12-08,2869.0,AAA
195,2020-12-09,2869.0,AAA
196,2020-12-10,2869.0,AAA
197,2020-12-11,2869.0,AAA
198,2020-12-12,2869.0,AAA
199,2020-12-13,2869.0,AAA
200,2020-12-14,2869.0,AAA
201,2020-12-15,2869.0,AAA
202,2020-12-16,2869.0,AAA
203,2020-12-17,2869.0,AAA
204,2020-12-18,2869.0,AAA
205,2020-12-19,2869.0,AAA
206,2020-12-20,2869.0,AAA
207,2020-12-21,2869.0,AAA
208,2020-12-22,1830.0,AAA
209,2020-12-23,1830.0,AAA
210,2020-12-24,1912.0,AAA
211,2020-12-25,1912.0,AAA
212,2020-12-26,1912.0,AAA
213,2020-12-27,1295.0,AAA
214,2020-12-28,1295.0,AAA
215,2020-12-29,1295.0,AAA
216,2020-12-30,2440.0,AAA
217,2020-12-31,2440.0,AAA
218,2021-01-01,2440.0,AAA
219,2021-01-02,2512.0,AAA
220,2021-01-03,2512.0,AAA
221,2021-01-04,2477.0,AAA
222,2021-01-05,2477.0,AAA
223,2021-01-06,2477.0,AAA
224,2021-01-07,2975.0,AAA
225,2021-01-08,2975.0,AAA
226,2021-01-09,2975.0,AAA
227,2021-01-10,2488.0,AAA
228,2021-01-11,2488.0,AAA
229,2021-01-12,2831.0,AAA
230,2021-01-13,2831.0,AAA
231,2021-01-14,2821.0,AAA
232,2021-01-15,2821.0,AAA
233,2021-01-16,4691.0,AAA
234,2021-01-17,4691.0,AAA
235,2021-01-18,4691.0,AAA
236,2021-01-19,17119.0,AAA
237,2021-01-20,17603.0,AAA
238,2021-01-21,17603.0,AAA
239,2021-01-22,17603.0,AAA
240,2021-01-23,24888.0,AAA
241,2021-01-24,24888.0,AAA
242,2021-01-25,24345.0,AAA
243,2021-01-26,24345.0,AAA
244,2021-01-27,24345.0,AAA
245,2021-01-28,24345.0,AAA
246,2021-01-29,17008.0,AAA
247,2021-01-30,17008.0,AAA
248,2021-01-31,17008.0,AAA
249,2021-02-01,17008.0,AAA
250,2021-02-02,17203.0,AAA
251,2021-02-03,15232.0,AAA
252,2021-02-04,15232.0,AAA
253,2021-02-05,17294.0,AAA
254,2021-02-06,17294.0,AAA
255,2021-02-07,17294.0,AAA
256,2021-02-08,13688.0,AAA
257,2021-02-09,13688.0,AAA
258,2021-02-10,18405.0,AAA
259,2021-02-11,18405.0,AAA
260,2021-02-12,18405.0,AAA
261,2021-02-13,18347.0,AAA
262,2021-02-14,18347.0,AAA
263,2021-02-15,18347.0,AAA
264,2021-02-16,24139.0,AAA
265,2021-02-17,24139.0,AAA
266,2021-02-18,24139.0,AAA
267,2021-02-19,23202.0,AAA
268,2021-02-20,17847.0,AAA
269,2021-02-21,17847.0,AAA
270,2021-02-22,17847.0,AAA
271,2021-02-23,17801.0,AAA
272,2021-02-24,17801.0,AAA
273,2021-02-25,20764.0,AAA
274,2021-02-26,8589.0,AAA
275,2021-02-27,8589.0,AAA
276,2021-02-28,8589.0,AAA
277,2021-03-01,5881.0,AAA
278,2021-03-02,5881.0,AAA
279,2021-03-03,5881.0,AAA
280,2021-03-04,5625.0,AAA
281,2021-03-05,5517.0,AAA
282,2021-03-06,5517.0,AAA
283,2021-03-07,5517.0,AAA
284,2021-03-08,5045.0,AAA
285,2021-03-09,5045.0,AAA
286,2021-03-10,5045.0,AAA
287,2021-03-11,5045.0,AAA
288,2021-03-12,6025.0,AAA
289,2021-03-13,6025.0,AAA
290,2021-03-14,5563.0,AAA
291,2021-03-15,5537.0,AAA
292,2021-03-16,5537.0,AAA
293,2021-03-17,6591.0,AAA
294,2021-03-18,6591.0,AAA
295,2021-03-19,5334.0,AAA
296,2021-03-20,5334.0,AAA
297,2021-03-21,5334.0,AAA
298,2021-03-22,5334.0,AAA
299,2021-03-23,5042.0,AAA
300,2021-03-24,5377.0,AAA
301,2021-03-25,5377.0,AAA
302,2021-03-26,4692.0,AAA
303,2021-03-27,4692.0,AAA
304,2021-03-28,4553.0,AAA
305,2021-03-29,5362.0,AAA
306,2021-03-30,4805.0,AAA
307,2021-03-31,4805.0,AAA
308,2021-04-01,4923.0,AAA
309,2021-04-02,4923.0,AAA
310,2021-04-03,4923.0,AAA
311,2021-04-04,4923.0,AAA
312,2021-04-05,4928.0,AAA
313,2021-04-06,4928.0,AAA
314,2021-04-07,3903.0,AAA
315,2021-04-08,3966.0,AAA
316,2021-04-09,3966.0,AAA
317,2021-04-10,4662.0,AAA
318,2021-04-11,4662.0,AAA
319,2021-04-12,4700.0,AAA
320,2021-04-13,4700.0,AAA
321,2021-04-14,4700.0,AAA
322,2021-04-15,5192.0,AAA
323,2021-04-16,5192.0,AAA
324,2021-04-17,5695.0,AAA
325,2021-04-18,5695.0,AAA
326,2021-04-19,5695.0,AAA
327,2021-04-20,6660.0,AAA
328,2021-04-21,6660.0,AAA
329,2021-04-22,6660.0,AAA
330,2021-04-23,6343.0,AAA
331,2021-04-24,6240.0,AAA
332,2021-04-25,6240.0,AAA
333,2021-04-26,6240.0,AAA
334,2021-04-27,6975.0,AAA
335,2021-04-28,6975.0,AAA
336,2021-04-29,5690.0,AAA
337,2021-04-30,5690.0,AAA
338,2021-05-01,6298.0,AAA
339,2021-05-02,6298.0,AAA
340,2021-05-03,6298.0,AAA
341,2021-05-04,6284.0,AAA
342,2021-05-05,6284.0,AAA
343,2021-05-06,5422.0,AAA
344,2021-05-07,5492.0,AAA
345,2021-05-08,5492.0,AAA
346,2021-05-09,5492.0,AAA
347,2021-05-10,6170.0,AAA
348,2021-05-11,6170.0,AAA
349,2021-05-12,5930.0,AAA
350,2021-05-13,6138.0,AAA
351,2021-05-14,6138.0,AAA
352,2021-05-15,5475.0,AAA
353,2021-05-16,5475.0,AAA
354,2021-05-17,5720.0,AAA
355,2021-05-18,5765.0,AAA
356,2021-05-19,5765.0,AAA
357,2021-05-20,6114.0,AAA
358,2021-05-21,6966.0,AAA
359,2021-05-22,6966.0,AAA
360,2021-05-23,6966.0,AAA
361,2021-05-24,6217.0,AAA
362,2021-05-25,6217.0,AAA
363,2021-05-26,6217.0,AAA
364,2021-05-27,5810.0,AAA
365,2021-05-28,6327.0,AAA
366,2021-05-29,6327.0,AAA
367,2021-05-30,6327.0,AAA
368,2021-05-31,6513.0,AAA
369,2021-06-01,6513.0,AAA
370,2021-06-02,7254.0,AAA
371,2021-06-03,40192.0,AAA
372,2021-06-04,40192.0,AAA
373,2021-06-05,7350.0,AAA
374,2021-06-06,7350.0,AAA
375,2021-06-07,8068.0,AAA
376,2021-06-08,8186.0,AAA
377,2021-06-09,8186.0,AAA
378,2021-06-10,8186.0,AAA
379,2021-06-11,6882.0,AAA
380,2021-06-12,5877.0,AAA
381,2021-06-13,5877.0,AAA
382,2021-06-14,5877.0,AAA
383,2021-06-15,6607.0,AAA
384,2021-06-16,6607.0,AAA
385,2021-06-17,6304.0,AAA
386,2021-06-18,6304.0,AAA
387,2021-06-19,6304.0,AAA
388,2021-06-20,6304.0,AAA
389,2021-06-21,5997.0,AAA
390,2021-06-22,2514.0,AAA
391,2021-06-23,2514.0,AAA
392,2021-06-24,1632.0,AAA
393,2021-06-25,2932.0,AAA
394,2021-06-26,2932.0,AAA
395,2021-06-27,3276.0,AAA
396,2021-06-28,4515.0,AAA
397,2021-06-29,3958.0,AAA
398,2021-06-30,4897.0,AAA
399,2021-07-01,4880.0,AAA
400,2021-07-02,4917.0,AAA
401,2021-07-03,4917.0,AAA
402,2021-07-04,4980.0,AAA
403,2021-07-05,5244.0,AAA
404,2021-07-06,4612.0,AAA
405,2021-07-07,4612.0,AAA
406,2021-07-08,4399.0,AAA
407,2021-07-09,4399.0,AAA
408,2021-07-10,4069.0,AAA
409,2021-07-11,3898.0,AAA
