,date,value,name_B016EUEHBC
108,2018-10-27,45841.0,Outdoor Thermometers
109,2018-10-28,44327.0,Outdoor Thermometers
110,2018-10-29,52117.0,Outdoor Thermometers
111,2018-10-30,52117.0,Outdoor Thermometers
112,2018-10-31,52117.0,Outdoor Thermometers
113,2018-11-01,67828.0,Outdoor Thermometers
114,2018-11-02,40772.0,Outdoor Thermometers
115,2018-11-03,40772.0,Outdoor Thermometers
116,2018-11-04,98060.0,Outdoor Thermometers
117,2018-11-05,98060.0,Outdoor Thermometers
118,2018-11-06,98060.0,Outdoor Thermometers
119,2018-11-07,98060.0,Outdoor Thermometers
120,2018-11-08,98060.0,Outdoor Thermometers
121,2018-11-09,98060.0,Outdoor Thermometers
122,2018-11-10,81945.0,Outdoor Thermometers
123,2018-11-11,117343.0,Outdoor Thermometers
124,2018-11-12,117343.0,Outdoor Thermometers
125,2018-11-13,61419.0,Outdoor Thermometers
126,2018-11-14,59555.0,Outdoor Thermometers
127,2018-11-15,86004.0,Outdoor Thermometers
128,2018-11-16,94623.0,Outdoor Thermometers
129,2018-11-17,159038.0,Outdoor Thermometers
130,2018-11-18,159038.0,Outdoor Thermometers
131,2018-11-19,80973.0,Outdoor Thermometers
132,2018-11-20,84474.0,Outdoor Thermometers
133,2018-11-21,73486.0,Outdoor Thermometers
134,2018-11-22,80110.0,Outdoor Thermometers
135,2018-11-23,57298.0,Outdoor Thermometers
136,2018-11-24,57298.0,Outdoor Thermometers
137,2018-11-25,85981.0,Outdoor Thermometers
138,2018-11-26,104296.0,Outdoor Thermometers
139,2018-11-27,104296.0,Outdoor Thermometers
140,2018-11-28,104296.0,Outdoor Thermometers
141,2018-11-29,74317.0,Outdoor Thermometers
142,2018-11-30,74317.0,Outdoor Thermometers
143,2018-12-01,86417.0,Outdoor Thermometers
144,2018-12-02,57165.0,Outdoor Thermometers
145,2018-12-03,57165.0,Outdoor Thermometers
146,2018-12-04,57165.0,Outdoor Thermometers
147,2018-12-05,57165.0,Outdoor Thermometers
148,2018-12-06,57165.0,Outdoor Thermometers
149,2018-12-07,91106.0,Outdoor Thermometers
150,2018-12-08,99019.0,Outdoor Thermometers
151,2018-12-09,99019.0,Outdoor Thermometers
152,2018-12-10,99019.0,Outdoor Thermometers
153,2018-12-11,99019.0,Outdoor Thermometers
154,2018-12-12,99019.0,Outdoor Thermometers
155,2018-12-13,99019.0,Outdoor Thermometers
156,2018-12-14,83417.0,Outdoor Thermometers
157,2018-12-15,83417.0,Outdoor Thermometers
158,2018-12-16,83417.0,Outdoor Thermometers
159,2018-12-17,66957.0,Outdoor Thermometers
160,2018-12-18,66957.0,Outdoor Thermometers
161,2018-12-19,66957.0,Outdoor Thermometers
162,2018-12-20,66957.0,Outdoor Thermometers
163,2018-12-21,66957.0,Outdoor Thermometers
164,2018-12-22,70311.0,Outdoor Thermometers
165,2018-12-23,70311.0,Outdoor Thermometers
166,2018-12-24,70311.0,Outdoor Thermometers
167,2018-12-25,74654.0,Outdoor Thermometers
168,2018-12-26,74654.0,Outdoor Thermometers
169,2018-12-27,67161.0,Outdoor Thermometers
170,2018-12-28,57242.0,Outdoor Thermometers
171,2018-12-29,57242.0,Outdoor Thermometers
172,2018-12-30,71681.0,Outdoor Thermometers
173,2018-12-31,71681.0,Outdoor Thermometers
174,2019-01-01,71681.0,Outdoor Thermometers
175,2019-01-02,71681.0,Outdoor Thermometers
176,2019-01-03,117023.0,Outdoor Thermometers
177,2019-01-04,117023.0,Outdoor Thermometers
178,2019-01-05,117023.0,Outdoor Thermometers
179,2019-01-06,117023.0,Outdoor Thermometers
180,2019-01-07,117023.0,Outdoor Thermometers
181,2019-01-08,96758.0,Outdoor Thermometers
182,2019-01-09,81928.0,Outdoor Thermometers
183,2019-01-10,81928.0,Outdoor Thermometers
184,2019-01-11,128454.0,Outdoor Thermometers
185,2019-01-12,128454.0,Outdoor Thermometers
186,2019-01-13,128454.0,Outdoor Thermometers
187,2019-01-14,68761.0,Outdoor Thermometers
188,2019-01-15,68761.0,Outdoor Thermometers
189,2019-01-16,68761.0,Outdoor Thermometers
190,2019-01-17,68761.0,Outdoor Thermometers
191,2019-01-18,68761.0,Outdoor Thermometers
192,2019-01-19,68761.0,Outdoor Thermometers
193,2019-01-20,68761.0,Outdoor Thermometers
194,2019-01-21,39840.0,Outdoor Thermometers
195,2019-01-22,35235.0,Outdoor Thermometers
196,2019-01-23,35235.0,Outdoor Thermometers
197,2019-01-24,26657.0,Outdoor Thermometers
198,2019-01-25,38844.0,Outdoor Thermometers
199,2019-01-26,38904.0,Outdoor Thermometers
200,2019-01-27,38904.0,Outdoor Thermometers
201,2019-01-28,38904.0,Outdoor Thermometers
202,2019-01-29,25747.0,Outdoor Thermometers
203,2019-01-30,33937.0,Outdoor Thermometers
204,2019-01-31,28756.0,Outdoor Thermometers
205,2019-02-01,28756.0,Outdoor Thermometers
206,2019-02-02,28756.0,Outdoor Thermometers
207,2019-02-03,22468.0,Outdoor Thermometers
208,2019-02-04,22468.0,Outdoor Thermometers
209,2019-02-05,22468.0,Outdoor Thermometers
210,2019-02-06,30748.0,Outdoor Thermometers
211,2019-02-07,22922.0,Outdoor Thermometers
212,2019-02-08,23312.0,Outdoor Thermometers
213,2019-02-09,23312.0,Outdoor Thermometers
214,2019-02-10,23312.0,Outdoor Thermometers
215,2019-02-11,32720.0,Outdoor Thermometers
216,2019-02-12,32720.0,Outdoor Thermometers
217,2019-02-13,37022.0,Outdoor Thermometers
218,2019-02-14,37022.0,Outdoor Thermometers
219,2019-02-15,53545.0,Outdoor Thermometers
220,2019-02-16,55344.0,Outdoor Thermometers
221,2019-02-17,55344.0,Outdoor Thermometers
222,2019-02-18,55344.0,Outdoor Thermometers
223,2019-02-19,55344.0,Outdoor Thermometers
224,2019-02-20,29857.0,Outdoor Thermometers
225,2019-02-21,38221.0,Outdoor Thermometers
226,2019-02-22,26512.0,Outdoor Thermometers
227,2019-02-23,23116.0,Outdoor Thermometers
228,2019-02-24,39537.0,Outdoor Thermometers
229,2019-02-25,39537.0,Outdoor Thermometers
230,2019-02-26,51747.0,Outdoor Thermometers
231,2019-02-27,51747.0,Outdoor Thermometers
232,2019-02-28,51747.0,Outdoor Thermometers
233,2019-03-01,51747.0,Outdoor Thermometers
234,2019-03-02,39513.0,Outdoor Thermometers
235,2019-03-03,39513.0,Outdoor Thermometers
236,2019-03-04,39513.0,Outdoor Thermometers
237,2019-03-05,39513.0,Outdoor Thermometers
238,2019-03-06,39513.0,Outdoor Thermometers
239,2019-03-07,39513.0,Outdoor Thermometers
240,2019-03-08,39513.0,Outdoor Thermometers
241,2019-03-09,38740.0,Outdoor Thermometers
242,2019-03-10,38740.0,Outdoor Thermometers
243,2019-03-11,38740.0,Outdoor Thermometers
244,2019-03-12,43175.0,Outdoor Thermometers
245,2019-03-13,43175.0,Outdoor Thermometers
246,2019-03-14,43175.0,Outdoor Thermometers
247,2019-03-15,43175.0,Outdoor Thermometers
248,2019-03-16,43175.0,Outdoor Thermometers
249,2019-03-17,43175.0,Outdoor Thermometers
250,2019-03-18,43175.0,Outdoor Thermometers
251,2019-03-19,51855.0,Outdoor Thermometers
252,2019-03-20,51855.0,Outdoor Thermometers
253,2019-03-21,51855.0,Outdoor Thermometers
254,2019-03-22,51855.0,Outdoor Thermometers
255,2019-03-23,51855.0,Outdoor Thermometers
256,2019-03-24,51855.0,Outdoor Thermometers
257,2019-03-25,51855.0,Outdoor Thermometers
258,2019-03-26,51855.0,Outdoor Thermometers
259,2019-03-27,90871.0,Outdoor Thermometers
260,2019-03-28,90871.0,Outdoor Thermometers
261,2019-03-29,90871.0,Outdoor Thermometers
262,2019-03-30,90871.0,Outdoor Thermometers
263,2019-03-31,90871.0,Outdoor Thermometers
264,2019-04-01,90871.0,Outdoor Thermometers
265,2019-04-02,39631.0,Outdoor Thermometers
266,2019-04-03,39631.0,Outdoor Thermometers
267,2019-04-04,48564.0,Outdoor Thermometers
268,2019-04-05,54970.0,Outdoor Thermometers
269,2019-04-06,54970.0,Outdoor Thermometers
270,2019-04-07,54970.0,Outdoor Thermometers
271,2019-04-08,40384.0,Outdoor Thermometers
272,2019-04-09,40384.0,Outdoor Thermometers
273,2019-04-10,40384.0,Outdoor Thermometers
274,2019-04-11,40384.0,Outdoor Thermometers
275,2019-04-12,40384.0,Outdoor Thermometers
276,2019-04-13,40384.0,Outdoor Thermometers
277,2019-04-14,40384.0,Outdoor Thermometers
278,2019-04-15,31644.0,Outdoor Thermometers
279,2019-04-16,31644.0,Outdoor Thermometers
280,2019-04-17,31644.0,Outdoor Thermometers
281,2019-04-18,70929.0,Outdoor Thermometers
282,2019-04-19,70929.0,Outdoor Thermometers
283,2019-04-20,70929.0,Outdoor Thermometers
284,2019-04-21,70929.0,Outdoor Thermometers
285,2019-04-22,70929.0,Outdoor Thermometers
286,2019-04-23,60263.0,Outdoor Thermometers
287,2019-04-24,121853.0,Outdoor Thermometers
288,2019-04-25,121853.0,Outdoor Thermometers
289,2019-04-26,121853.0,Outdoor Thermometers
290,2019-04-27,77682.0,Outdoor Thermometers
291,2019-04-28,77682.0,Outdoor Thermometers
292,2019-04-29,77682.0,Outdoor Thermometers
293,2019-04-30,48774.0,Outdoor Thermometers
294,2019-05-01,48774.0,Outdoor Thermometers
295,2019-05-02,48774.0,Outdoor Thermometers
296,2019-05-03,54714.0,Outdoor Thermometers
297,2019-05-04,54714.0,Outdoor Thermometers
298,2019-05-05,54714.0,Outdoor Thermometers
299,2019-05-06,72632.0,Outdoor Thermometers
300,2019-05-07,57329.0,Outdoor Thermometers
301,2019-05-08,77952.0,Outdoor Thermometers
302,2019-05-09,75974.0,Outdoor Thermometers
303,2019-05-10,69125.0,Outdoor Thermometers
304,2019-05-11,89847.0,Outdoor Thermometers
305,2019-05-12,89847.0,Outdoor Thermometers
306,2019-05-13,82551.0,Outdoor Thermometers
307,2019-05-14,105973.0,Outdoor Thermometers
308,2019-05-15,105973.0,Outdoor Thermometers
309,2019-05-16,82593.0,Outdoor Thermometers
310,2019-05-17,100601.0,Outdoor Thermometers
311,2019-05-18,119298.0,Outdoor Thermometers
312,2019-05-19,119298.0,Outdoor Thermometers
313,2019-05-20,50852.0,Outdoor Thermometers
314,2019-05-21,69557.0,Outdoor Thermometers
315,2019-05-22,69557.0,Outdoor Thermometers
316,2019-05-23,78428.0,Outdoor Thermometers
317,2019-05-24,38941.0,Outdoor Thermometers
318,2019-05-25,38941.0,Outdoor Thermometers
319,2019-05-26,53619.0,Outdoor Thermometers
320,2019-05-27,79100.0,Outdoor Thermometers
321,2019-05-28,79100.0,Outdoor Thermometers
322,2019-05-29,60132.0,Outdoor Thermometers
323,2019-05-30,58487.0,Outdoor Thermometers
324,2019-05-31,55925.0,Outdoor Thermometers
325,2019-06-01,51775.0,Outdoor Thermometers
326,2019-06-02,38569.0,Outdoor Thermometers
327,2019-06-03,35751.0,Outdoor Thermometers
328,2019-06-04,43742.0,Outdoor Thermometers
329,2019-06-05,42172.0,Outdoor Thermometers
330,2019-06-06,48028.0,Outdoor Thermometers
331,2019-06-07,54888.0,Outdoor Thermometers
332,2019-06-08,56727.0,Outdoor Thermometers
333,2019-06-09,39614.0,Outdoor Thermometers
334,2019-06-10,26766.0,Outdoor Thermometers
335,2019-06-11,42743.0,Outdoor Thermometers
336,2019-06-12,43048.0,Outdoor Thermometers
337,2019-06-13,43048.0,Outdoor Thermometers
338,2019-06-14,34408.0,Outdoor Thermometers
339,2019-06-15,51579.0,Outdoor Thermometers
340,2019-06-16,51579.0,Outdoor Thermometers
341,2019-06-17,51579.0,Outdoor Thermometers
342,2019-06-18,35505.0,Outdoor Thermometers
343,2019-06-19,27701.0,Outdoor Thermometers
344,2019-06-20,39333.0,Outdoor Thermometers
345,2019-06-21,24055.0,Outdoor Thermometers
346,2019-06-22,24055.0,Outdoor Thermometers
347,2019-06-23,41853.0,Outdoor Thermometers
348,2019-06-24,34385.0,Outdoor Thermometers
349,2019-06-25,40717.0,Outdoor Thermometers
350,2019-06-26,40717.0,Outdoor Thermometers
351,2019-06-27,40717.0,Outdoor Thermometers
352,2019-06-28,59586.0,Outdoor Thermometers
353,2019-06-29,59586.0,Outdoor Thermometers
354,2019-06-30,59586.0,Outdoor Thermometers
355,2019-07-01,59586.0,Outdoor Thermometers
356,2019-07-02,28710.0,Outdoor Thermometers
357,2019-07-03,38504.0,Outdoor Thermometers
358,2019-07-04,41331.0,Outdoor Thermometers
359,2019-07-05,41331.0,Outdoor Thermometers
360,2019-07-06,27576.0,Outdoor Thermometers
361,2019-07-07,32881.0,Outdoor Thermometers
362,2019-07-08,32881.0,Outdoor Thermometers
363,2019-07-09,29273.0,Outdoor Thermometers
364,2019-07-10,29273.0,Outdoor Thermometers
365,2019-07-11,51594.0,Outdoor Thermometers
366,2019-07-12,48082.0,Outdoor Thermometers
367,2019-07-13,48082.0,Outdoor Thermometers
368,2019-07-14,32075.0,Outdoor Thermometers
369,2019-07-15,32075.0,Outdoor Thermometers
370,2019-07-16,28131.0,Outdoor Thermometers
371,2019-07-17,28131.0,Outdoor Thermometers
372,2019-07-18,28131.0,Outdoor Thermometers
373,2019-07-19,27342.0,Outdoor Thermometers
374,2019-07-20,20281.0,Outdoor Thermometers
375,2019-07-21,20281.0,Outdoor Thermometers
376,2019-07-22,19272.0,Outdoor Thermometers
377,2019-07-23,19272.0,Outdoor Thermometers
378,2019-07-24,24139.0,Outdoor Thermometers
379,2019-07-25,24139.0,Outdoor Thermometers
380,2019-07-26,27299.0,Outdoor Thermometers
381,2019-07-27,19356.0,Outdoor Thermometers
382,2019-07-28,19356.0,Outdoor Thermometers
383,2019-07-29,26642.0,Outdoor Thermometers
384,2019-07-30,27381.0,Outdoor Thermometers
385,2019-07-31,21650.0,Outdoor Thermometers
386,2019-08-01,28961.0,Outdoor Thermometers
387,2019-08-02,28961.0,Outdoor Thermometers
388,2019-08-03,25109.0,Outdoor Thermometers
389,2019-08-04,26504.0,Outdoor Thermometers
390,2019-08-05,26504.0,Outdoor Thermometers
391,2019-08-06,17810.0,Outdoor Thermometers
392,2019-08-07,16815.0,Outdoor Thermometers
393,2019-08-08,17953.0,Outdoor Thermometers
394,2019-08-09,18882.0,Outdoor Thermometers
395,2019-08-10,20445.0,Outdoor Thermometers
396,2019-08-11,20445.0,Outdoor Thermometers
397,2019-08-12,20445.0,Outdoor Thermometers
398,2019-08-13,16285.0,Outdoor Thermometers
399,2019-08-14,18671.0,Outdoor Thermometers
400,2019-08-15,18671.0,Outdoor Thermometers
401,2019-08-16,23991.0,Outdoor Thermometers
402,2019-08-17,19911.0,Outdoor Thermometers
403,2019-08-18,18561.0,Outdoor Thermometers
404,2019-08-19,14416.0,Outdoor Thermometers
405,2019-08-20,14416.0,Outdoor Thermometers
406,2019-08-21,26561.0,Outdoor Thermometers
407,2019-08-22,26561.0,Outdoor Thermometers
408,2019-08-23,24160.0,Outdoor Thermometers
409,2019-08-24,34686.0,Outdoor Thermometers
410,2019-08-25,26306.0,Outdoor Thermometers
411,2019-08-26,23041.0,Outdoor Thermometers
412,2019-08-27,23041.0,Outdoor Thermometers
413,2019-08-28,26509.0,Outdoor Thermometers
414,2019-08-29,26509.0,Outdoor Thermometers
415,2019-08-30,16470.0,Outdoor Thermometers
416,2019-08-31,16470.0,Outdoor Thermometers
417,2019-09-01,18196.0,Outdoor Thermometers
418,2019-09-02,15606.0,Outdoor Thermometers
419,2019-09-03,18264.0,Outdoor Thermometers
420,2019-09-04,19123.0,Outdoor Thermometers
421,2019-09-05,19123.0,Outdoor Thermometers
422,2019-09-06,19123.0,Outdoor Thermometers
423,2019-09-07,21053.0,Outdoor Thermometers
424,2019-09-08,19645.0,Outdoor Thermometers
425,2019-09-09,16367.0,Outdoor Thermometers
426,2019-09-10,14380.0,Outdoor Thermometers
427,2019-09-11,15697.0,Outdoor Thermometers
428,2019-09-12,20871.0,Outdoor Thermometers
429,2019-09-13,16631.0,Outdoor Thermometers
430,2019-09-14,13776.0,Outdoor Thermometers
431,2019-09-15,13644.0,Outdoor Thermometers
432,2019-09-16,16361.0,Outdoor Thermometers
433,2019-09-17,18657.0,Outdoor Thermometers
434,2019-09-18,13670.0,Outdoor Thermometers
435,2019-09-19,12702.0,Outdoor Thermometers
436,2019-09-20,14582.0,Outdoor Thermometers
437,2019-09-21,16810.0,Outdoor Thermometers
438,2019-09-22,13689.0,Outdoor Thermometers
439,2019-09-23,18736.0,Outdoor Thermometers
440,2019-09-24,19109.0,Outdoor Thermometers
441,2019-09-25,24164.0,Outdoor Thermometers
442,2019-09-26,20396.0,Outdoor Thermometers
443,2019-09-27,23000.0,Outdoor Thermometers
444,2019-09-28,18260.0,Outdoor Thermometers
445,2019-09-29,19040.0,Outdoor Thermometers
446,2019-09-30,20943.0,Outdoor Thermometers
447,2019-10-01,18957.0,Outdoor Thermometers
448,2019-10-02,15098.0,Outdoor Thermometers
449,2019-10-03,11424.0,Outdoor Thermometers
450,2019-10-04,11424.0,Outdoor Thermometers
451,2019-10-05,6803.0,Outdoor Thermometers
452,2019-10-06,12745.0,Outdoor Thermometers
453,2019-10-07,12745.0,Outdoor Thermometers
454,2019-10-08,12745.0,Outdoor Thermometers
455,2019-10-09,8821.0,Outdoor Thermometers
456,2019-10-10,12587.0,Outdoor Thermometers
457,2019-10-11,12587.0,Outdoor Thermometers
458,2019-10-12,8519.0,Outdoor Thermometers
459,2019-10-13,7839.0,Outdoor Thermometers
460,2019-10-14,8781.0,Outdoor Thermometers
461,2019-10-15,8781.0,Outdoor Thermometers
462,2019-10-16,8839.0,Outdoor Thermometers
463,2019-10-17,6032.0,Outdoor Thermometers
464,2019-10-18,8323.0,Outdoor Thermometers
465,2019-10-19,7040.0,Outdoor Thermometers
466,2019-10-20,7756.0,Outdoor Thermometers
467,2019-10-21,8934.0,Outdoor Thermometers
468,2019-10-22,10195.0,Outdoor Thermometers
469,2019-10-23,9674.0,Outdoor Thermometers
470,2019-10-24,9772.0,Outdoor Thermometers
471,2019-10-25,8971.0,Outdoor Thermometers
472,2019-10-26,8655.0,Outdoor Thermometers
473,2019-10-27,11259.0,Outdoor Thermometers
474,2019-10-28,8348.0,Outdoor Thermometers
475,2019-10-29,8719.0,Outdoor Thermometers
476,2019-10-30,7719.0,Outdoor Thermometers
477,2019-10-31,7719.0,Outdoor Thermometers
478,2019-11-01,5733.0,Outdoor Thermometers
479,2019-11-02,6574.0,Outdoor Thermometers
480,2019-11-03,8690.0,Outdoor Thermometers
481,2019-11-04,9063.0,Outdoor Thermometers
482,2019-11-05,11381.0,Outdoor Thermometers
483,2019-11-06,12185.0,Outdoor Thermometers
484,2019-11-07,12185.0,Outdoor Thermometers
485,2019-11-08,12185.0,Outdoor Thermometers
486,2019-11-09,11973.0,Outdoor Thermometers
487,2019-11-10,11973.0,Outdoor Thermometers
488,2019-11-11,11973.0,Outdoor Thermometers
489,2019-11-12,12522.0,Outdoor Thermometers
490,2019-11-13,12522.0,Outdoor Thermometers
491,2019-11-14,12522.0,Outdoor Thermometers
492,2019-11-15,25037.0,Outdoor Thermometers
493,2019-11-16,25037.0,Outdoor Thermometers
494,2019-11-17,25037.0,Outdoor Thermometers
495,2019-11-18,23648.0,Outdoor Thermometers
496,2019-11-19,23648.0,Outdoor Thermometers
497,2019-11-20,23648.0,Outdoor Thermometers
498,2019-11-21,34884.0,Outdoor Thermometers
499,2019-11-22,34884.0,Outdoor Thermometers
500,2019-11-23,34884.0,Outdoor Thermometers
501,2019-11-24,27821.0,Outdoor Thermometers
502,2019-11-25,37652.0,Outdoor Thermometers
503,2019-11-26,37652.0,Outdoor Thermometers
504,2019-11-27,37652.0,Outdoor Thermometers
505,2019-11-28,27455.0,Outdoor Thermometers
506,2019-11-29,29810.0,Outdoor Thermometers
507,2019-11-30,29810.0,Outdoor Thermometers
508,2019-12-01,29810.0,Outdoor Thermometers
509,2019-12-02,22695.0,Outdoor Thermometers
510,2019-12-03,19339.0,Outdoor Thermometers
511,2019-12-04,19339.0,Outdoor Thermometers
512,2019-12-05,46169.0,Outdoor Thermometers
513,2019-12-06,46169.0,Outdoor Thermometers
514,2019-12-07,87726.0,Outdoor Thermometers
515,2019-12-08,87726.0,Outdoor Thermometers
516,2019-12-09,139330.0,Outdoor Thermometers
517,2019-12-10,139330.0,Outdoor Thermometers
518,2019-12-11,139330.0,Outdoor Thermometers
519,2019-12-12,139330.0,Outdoor Thermometers
520,2019-12-13,64592.0,Outdoor Thermometers
521,2019-12-14,64592.0,Outdoor Thermometers
522,2019-12-15,47053.0,Outdoor Thermometers
523,2019-12-16,47053.0,Outdoor Thermometers
524,2019-12-17,48603.0,Outdoor Thermometers
525,2019-12-18,48603.0,Outdoor Thermometers
526,2019-12-19,48603.0,Outdoor Thermometers
527,2019-12-20,48603.0,Outdoor Thermometers
528,2019-12-21,48603.0,Outdoor Thermometers
529,2019-12-22,48603.0,Outdoor Thermometers
530,2019-12-23,53015.0,Outdoor Thermometers
531,2019-12-24,53015.0,Outdoor Thermometers
532,2019-12-25,53015.0,Outdoor Thermometers
533,2019-12-26,53015.0,Outdoor Thermometers
534,2019-12-27,53015.0,Outdoor Thermometers
535,2019-12-28,53015.0,Outdoor Thermometers
536,2019-12-29,53015.0,Outdoor Thermometers
537,2019-12-30,53015.0,Outdoor Thermometers
538,2019-12-31,40199.0,Outdoor Thermometers
539,2020-01-01,52901.0,Outdoor Thermometers
540,2020-01-02,52901.0,Outdoor Thermometers
541,2020-01-03,52901.0,Outdoor Thermometers
542,2020-01-04,52901.0,Outdoor Thermometers
543,2020-01-05,52901.0,Outdoor Thermometers
544,2020-01-06,52901.0,Outdoor Thermometers
545,2020-01-07,27911.0,Outdoor Thermometers
546,2020-01-08,27911.0,Outdoor Thermometers
547,2020-01-09,27911.0,Outdoor Thermometers
548,2020-01-10,27911.0,Outdoor Thermometers
549,2020-01-11,27911.0,Outdoor Thermometers
550,2020-01-12,27911.0,Outdoor Thermometers
551,2020-01-13,24965.0,Outdoor Thermometers
552,2020-01-14,24965.0,Outdoor Thermometers
553,2020-01-15,24965.0,Outdoor Thermometers
554,2020-01-16,32996.0,Outdoor Thermometers
555,2020-01-17,32996.0,Outdoor Thermometers
556,2020-01-18,32996.0,Outdoor Thermometers
557,2020-01-19,32996.0,Outdoor Thermometers
