,date,value,name_B08GM37CCF
87,2020-11-22,6056.0,Pooper Scoopers
88,2020-11-23,6056.0,Pooper Scoopers
89,2020-11-24,10148.0,Pooper Scoopers
90,2020-11-25,14738.0,Pooper Scoopers
91,2020-11-26,12327.0,Pooper Scoopers
92,2020-11-27,12327.0,Pooper Scoopers
93,2020-11-28,10453.0,Pooper Scoopers
94,2020-11-29,10453.0,Pooper Scoopers
95,2020-11-30,14514.0,Pooper Scoopers
96,2020-12-01,14514.0,Pooper Scoopers
97,2020-12-02,14514.0,Pooper Scoopers
98,2020-12-03,14514.0,Pooper Scoopers
99,2020-12-04,14514.0,Pooper Scoopers
100,2020-12-05,15612.0,Pooper Scoopers
101,2020-12-06,15612.0,Pooper Scoopers
102,2020-12-07,15612.0,Pooper Scoopers
103,2020-12-08,15903.0,Pooper Scoopers
104,2020-12-09,14952.0,Pooper Scoopers
105,2020-12-10,15129.0,Pooper Scoopers
106,2020-12-11,15129.0,Pooper Scoopers
107,2020-12-12,15129.0,Pooper Scoopers
108,2020-12-13,15129.0,Pooper Scoopers
109,2020-12-14,15129.0,Pooper Scoopers
110,2020-12-15,21529.0,Pooper Scoopers
111,2020-12-16,16758.0,Pooper Scoopers
112,2020-12-17,16758.0,Pooper Scoopers
113,2020-12-18,1542.0,Pooper Scoopers
114,2020-12-19,1542.0,Pooper Scoopers
115,2020-12-20,1542.0,Pooper Scoopers
116,2020-12-21,4215.0,Pooper Scoopers
117,2020-12-22,6390.0,Pooper Scoopers
118,2020-12-23,6390.0,Pooper Scoopers
119,2020-12-24,7159.0,Pooper Scoopers
120,2020-12-25,7159.0,Pooper Scoopers
121,2020-12-26,7159.0,Pooper Scoopers
122,2020-12-27,6720.0,Pooper Scoopers
123,2020-12-28,7219.0,Pooper Scoopers
124,2020-12-29,10280.0,Pooper Scoopers
125,2020-12-30,9658.0,Pooper Scoopers
126,2020-12-31,12234.0,Pooper Scoopers
127,2021-01-01,12234.0,Pooper Scoopers
128,2021-01-02,12018.0,Pooper Scoopers
129,2021-01-03,12018.0,Pooper Scoopers
130,2021-01-04,15809.0,Pooper Scoopers
131,2021-01-05,15809.0,Pooper Scoopers
132,2021-01-06,11670.0,Pooper Scoopers
133,2021-01-07,11670.0,Pooper Scoopers
134,2021-01-08,13211.0,Pooper Scoopers
135,2021-01-09,13211.0,Pooper Scoopers
136,2021-01-10,11588.0,Pooper Scoopers
137,2021-01-11,11588.0,Pooper Scoopers
138,2021-01-12,9591.0,Pooper Scoopers
139,2021-01-13,9591.0,Pooper Scoopers
140,2021-01-14,9591.0,Pooper Scoopers
141,2021-01-15,9591.0,Pooper Scoopers
142,2021-01-16,13711.0,Pooper Scoopers
143,2021-01-17,13711.0,Pooper Scoopers
144,2021-01-18,15211.0,Pooper Scoopers
145,2021-01-19,15211.0,Pooper Scoopers
146,2021-01-20,15211.0,Pooper Scoopers
147,2021-01-21,10872.0,Pooper Scoopers
148,2021-01-22,10872.0,Pooper Scoopers
149,2021-01-23,10872.0,Pooper Scoopers
150,2021-01-24,10872.0,Pooper Scoopers
151,2021-01-25,10872.0,Pooper Scoopers
152,2021-01-26,6508.0,Pooper Scoopers
153,2021-01-27,6606.0,Pooper Scoopers
154,2021-01-28,6606.0,Pooper Scoopers
155,2021-01-29,8802.0,Pooper Scoopers
156,2021-01-30,8802.0,Pooper Scoopers
157,2021-01-31,7699.0,Pooper Scoopers
158,2021-02-01,7699.0,Pooper Scoopers
159,2021-02-02,7699.0,Pooper Scoopers
160,2021-02-03,6175.0,Pooper Scoopers
161,2021-02-04,4534.0,Pooper Scoopers
162,2021-02-05,4534.0,Pooper Scoopers
163,2021-02-06,4534.0,Pooper Scoopers
164,2021-02-07,4058.0,Pooper Scoopers
165,2021-02-08,4058.0,Pooper Scoopers
166,2021-02-09,4058.0,Pooper Scoopers
167,2021-02-10,5763.0,Pooper Scoopers
168,2021-02-11,5763.0,Pooper Scoopers
169,2021-02-12,5763.0,Pooper Scoopers
170,2021-02-13,8519.0,Pooper Scoopers
171,2021-02-14,8519.0,Pooper Scoopers
172,2021-02-15,8519.0,Pooper Scoopers
173,2021-02-16,12716.0,Pooper Scoopers
174,2021-02-17,12716.0,Pooper Scoopers
175,2021-02-18,12716.0,Pooper Scoopers
176,2021-02-19,12716.0,Pooper Scoopers
177,2021-02-20,12716.0,Pooper Scoopers
178,2021-02-21,11442.0,Pooper Scoopers
179,2021-02-22,11442.0,Pooper Scoopers
180,2021-02-23,11442.0,Pooper Scoopers
181,2021-02-24,11442.0,Pooper Scoopers
182,2021-02-25,7919.0,Pooper Scoopers
183,2021-02-26,7919.0,Pooper Scoopers
184,2021-02-27,7919.0,Pooper Scoopers
185,2021-02-28,3177.0,Pooper Scoopers
186,2021-03-01,3280.0,Pooper Scoopers
187,2021-03-02,3280.0,Pooper Scoopers
188,2021-03-03,3280.0,Pooper Scoopers
189,2021-03-04,7343.0,Pooper Scoopers
190,2021-03-05,11400.0,Pooper Scoopers
191,2021-03-06,11400.0,Pooper Scoopers
192,2021-03-07,22089.0,Pooper Scoopers
193,2021-03-08,25640.0,Pooper Scoopers
194,2021-03-09,28079.0,Pooper Scoopers
195,2021-03-10,28079.0,Pooper Scoopers
196,2021-03-11,28079.0,Pooper Scoopers
197,2021-03-12,28079.0,Pooper Scoopers
198,2021-03-13,28079.0,Pooper Scoopers
199,2021-03-14,28079.0,Pooper Scoopers
200,2021-03-15,28079.0,Pooper Scoopers
201,2021-03-16,40202.0,Pooper Scoopers
202,2021-03-17,40202.0,Pooper Scoopers
203,2021-03-18,41453.0,Pooper Scoopers
204,2021-03-19,41453.0,Pooper Scoopers
205,2021-03-20,38670.0,Pooper Scoopers
206,2021-03-21,38670.0,Pooper Scoopers
207,2021-03-22,38670.0,Pooper Scoopers
208,2021-03-23,38670.0,Pooper Scoopers
209,2021-03-24,51641.0,Pooper Scoopers
210,2021-03-25,51641.0,Pooper Scoopers
211,2021-03-26,51641.0,Pooper Scoopers
212,2021-03-27,51641.0,Pooper Scoopers
213,2021-03-28,51651.0,Pooper Scoopers
214,2021-03-29,51651.0,Pooper Scoopers
215,2021-03-30,51651.0,Pooper Scoopers
216,2021-03-31,51651.0,Pooper Scoopers
217,2021-04-01,51651.0,Pooper Scoopers
218,2021-04-02,51651.0,Pooper Scoopers
219,2021-04-03,51651.0,Pooper Scoopers
220,2021-04-04,51651.0,Pooper Scoopers
221,2021-04-05,51651.0,Pooper Scoopers
222,2021-04-06,51651.0,Pooper Scoopers
223,2021-04-07,51651.0,Pooper Scoopers
224,2021-04-08,61243.0,Pooper Scoopers
225,2021-04-09,61243.0,Pooper Scoopers
226,2021-04-10,61243.0,Pooper Scoopers
227,2021-04-11,61243.0,Pooper Scoopers
228,2021-04-12,59941.0,Pooper Scoopers
229,2021-04-13,59941.0,Pooper Scoopers
230,2021-04-14,59941.0,Pooper Scoopers
231,2021-04-15,59941.0,Pooper Scoopers
232,2021-04-16,59941.0,Pooper Scoopers
233,2021-04-17,59312.0,Pooper Scoopers
234,2021-04-18,59312.0,Pooper Scoopers
235,2021-04-19,59312.0,Pooper Scoopers
236,2021-04-20,59312.0,Pooper Scoopers
237,2021-04-21,59312.0,Pooper Scoopers
238,2021-04-22,59312.0,Pooper Scoopers
239,2021-04-23,59312.0,Pooper Scoopers
240,2021-04-24,59312.0,Pooper Scoopers
241,2021-04-25,55734.0,Pooper Scoopers
242,2021-04-26,55734.0,Pooper Scoopers
243,2021-04-27,55734.0,Pooper Scoopers
244,2021-04-28,55734.0,Pooper Scoopers
245,2021-04-29,55734.0,Pooper Scoopers
246,2021-04-30,61276.0,Pooper Scoopers
247,2021-05-01,61276.0,Pooper Scoopers
248,2021-05-02,61276.0,Pooper Scoopers
249,2021-05-03,61276.0,Pooper Scoopers
250,2021-05-04,61276.0,Pooper Scoopers
251,2021-05-05,61276.0,Pooper Scoopers
252,2021-05-06,62689.0,Pooper Scoopers
253,2021-05-07,62689.0,Pooper Scoopers
254,2021-05-08,62689.0,Pooper Scoopers
255,2021-05-09,62689.0,Pooper Scoopers
256,2021-05-10,62689.0,Pooper Scoopers
257,2021-05-11,62399.0,Pooper Scoopers
258,2021-05-12,62399.0,Pooper Scoopers
259,2021-05-13,62399.0,Pooper Scoopers
260,2021-05-14,62399.0,Pooper Scoopers
261,2021-05-15,62399.0,Pooper Scoopers
262,2021-05-16,62399.0,Pooper Scoopers
263,2021-05-17,62399.0,Pooper Scoopers
264,2021-05-18,64793.0,Pooper Scoopers
265,2021-05-19,64793.0,Pooper Scoopers
266,2021-05-20,60332.0,Pooper Scoopers
267,2021-05-21,60332.0,Pooper Scoopers
268,2021-05-22,52807.0,Pooper Scoopers
269,2021-05-23,34556.0,Pooper Scoopers
270,2021-05-24,34556.0,Pooper Scoopers
271,2021-05-25,34556.0,Pooper Scoopers
272,2021-05-26,34556.0,Pooper Scoopers
273,2021-05-27,26946.0,Pooper Scoopers
274,2021-05-28,23207.0,Pooper Scoopers
275,2021-05-29,23207.0,Pooper Scoopers
276,2021-05-30,23207.0,Pooper Scoopers
277,2021-05-31,21126.0,Pooper Scoopers
278,2021-06-01,21126.0,Pooper Scoopers
279,2021-06-02,21126.0,Pooper Scoopers
280,2021-06-03,25674.0,Pooper Scoopers
281,2021-06-04,25674.0,Pooper Scoopers
282,2021-06-05,25674.0,Pooper Scoopers
283,2021-06-06,25674.0,Pooper Scoopers
284,2021-06-07,25674.0,Pooper Scoopers
285,2021-06-08,1968.0,Pooper Scoopers
286,2021-06-09,1113.0,Pooper Scoopers
287,2021-06-10,1113.0,Pooper Scoopers
288,2021-06-11,5889.0,Pooper Scoopers
289,2021-06-12,10596.0,Pooper Scoopers
290,2021-06-13,11630.0,Pooper Scoopers
291,2021-06-14,11630.0,Pooper Scoopers
292,2021-06-15,11630.0,Pooper Scoopers
293,2021-06-16,11630.0,Pooper Scoopers
294,2021-06-17,18141.0,Pooper Scoopers
295,2021-06-18,18141.0,Pooper Scoopers
296,2021-06-19,18141.0,Pooper Scoopers
297,2021-06-20,19615.0,Pooper Scoopers
298,2021-06-21,19615.0,Pooper Scoopers
299,2021-06-22,20047.0,Pooper Scoopers
300,2021-06-23,20047.0,Pooper Scoopers
301,2021-06-24,20047.0,Pooper Scoopers
302,2021-06-25,20047.0,Pooper Scoopers
303,2021-06-26,20047.0,Pooper Scoopers
304,2021-06-27,20047.0,Pooper Scoopers
305,2021-06-28,25969.0,Pooper Scoopers
306,2021-06-29,25969.0,Pooper Scoopers
307,2021-06-30,24105.0,Pooper Scoopers
308,2021-07-01,24105.0,Pooper Scoopers
309,2021-07-02,24105.0,Pooper Scoopers
310,2021-07-03,28540.0,Pooper Scoopers
311,2021-07-04,28540.0,Pooper Scoopers
312,2021-07-05,28540.0,Pooper Scoopers
313,2021-07-06,28540.0,Pooper Scoopers
314,2021-07-07,28540.0,Pooper Scoopers
315,2021-07-08,24022.0,Pooper Scoopers
316,2021-07-09,24022.0,Pooper Scoopers
317,2021-07-10,24022.0,Pooper Scoopers
318,2021-07-11,36978.0,Pooper Scoopers
