,date,value,name_B01K6IIFKM
735,2020-07-15,8009.0,Accessories
736,2020-07-16,8009.0,Accessories
737,2020-07-17,8009.0,Accessories
738,2020-07-18,8783.0,Accessories
739,2020-07-19,9118.0,Accessories
740,2020-07-20,9118.0,Accessories
741,2020-07-21,7145.0,Accessories
742,2020-07-22,6665.0,Accessories
743,2020-07-23,6665.0,Accessories
744,2020-07-24,6665.0,Accessories
745,2020-07-25,6665.0,Accessories
746,2020-07-26,6665.0,Accessories
747,2020-07-27,11679.0,Accessories
748,2020-07-28,10129.0,Accessories
749,2020-07-29,9892.0,Accessories
750,2020-07-30,10516.0,Accessories
751,2020-07-31,10200.0,Accessories
752,2020-08-01,10200.0,Accessories
753,2020-08-02,15243.0,Accessories
754,2020-08-03,15243.0,Accessories
755,2020-08-04,14248.0,Accessories
756,2020-08-05,14248.0,Accessories
757,2020-08-06,14977.0,Accessories
758,2020-08-07,14977.0,Accessories
759,2020-08-08,14977.0,Accessories
760,2020-08-09,21501.0,Accessories
761,2020-08-10,18182.0,Accessories
762,2020-08-11,18182.0,Accessories
763,2020-08-12,18217.0,Accessories
764,2020-08-13,16399.0,Accessories
765,2020-08-14,16399.0,Accessories
766,2020-08-15,16091.0,Accessories
767,2020-08-16,11138.0,Accessories
768,2020-08-17,11138.0,Accessories
769,2020-08-18,9522.0,Accessories
770,2020-08-19,9522.0,Accessories
771,2020-08-20,13306.0,Accessories
772,2020-08-21,13306.0,Accessories
773,2020-08-22,12044.0,Accessories
774,2020-08-23,15296.0,Accessories
775,2020-08-24,12422.0,Accessories
776,2020-08-25,12422.0,Accessories
777,2020-08-26,12422.0,Accessories
778,2020-08-27,15266.0,Accessories
779,2020-08-28,15266.0,Accessories
780,2020-08-29,15266.0,Accessories
781,2020-08-30,19337.0,Accessories
782,2020-08-31,23004.0,Accessories
783,2020-09-01,23004.0,Accessories
784,2020-09-02,24943.0,Accessories
785,2020-09-03,30032.0,Accessories
786,2020-09-04,30032.0,Accessories
787,2020-09-05,28040.0,Accessories
788,2020-09-06,28040.0,Accessories
789,2020-09-07,28040.0,Accessories
790,2020-09-08,22572.0,Accessories
791,2020-09-09,22572.0,Accessories
792,2020-09-10,27019.0,Accessories
793,2020-09-11,27019.0,Accessories
794,2020-09-12,21536.0,Accessories
795,2020-09-13,21536.0,Accessories
796,2020-09-14,41601.0,Accessories
797,2020-09-15,41601.0,Accessories
798,2020-09-16,41601.0,Accessories
799,2020-09-17,45657.0,Accessories
800,2020-09-18,45657.0,Accessories
801,2020-09-19,39793.0,Accessories
802,2020-09-20,39793.0,Accessories
803,2020-09-21,57805.0,Accessories
804,2020-09-22,57805.0,Accessories
805,2020-09-23,57805.0,Accessories
806,2020-09-24,46083.0,Accessories
807,2020-09-25,46083.0,Accessories
808,2020-09-26,46083.0,Accessories
809,2020-09-27,52183.0,Accessories
810,2020-09-28,43454.0,Accessories
811,2020-09-29,43454.0,Accessories
812,2020-09-30,38872.0,Accessories
813,2020-10-01,38872.0,Accessories
814,2020-10-02,38872.0,Accessories
815,2020-10-03,38872.0,Accessories
816,2020-10-04,64725.0,Accessories
817,2020-10-05,53975.0,Accessories
818,2020-10-06,71721.0,Accessories
819,2020-10-07,71721.0,Accessories
820,2020-10-08,71721.0,Accessories
821,2020-10-09,71721.0,Accessories
822,2020-10-10,71721.0,Accessories
823,2020-10-11,71721.0,Accessories
824,2020-10-12,71721.0,Accessories
825,2020-10-13,71721.0,Accessories
826,2020-10-14,94798.0,Accessories
827,2020-10-15,94798.0,Accessories
828,2020-10-16,94798.0,Accessories
829,2020-10-17,94798.0,Accessories
830,2020-10-18,58326.0,Accessories
831,2020-10-19,89203.0,Accessories
832,2020-10-20,89203.0,Accessories
833,2020-10-21,89203.0,Accessories
834,2020-10-22,263607.0,Accessories
835,2020-10-23,263607.0,Accessories
836,2020-10-24,263607.0,Accessories
837,2020-10-25,95165.0,Accessories
838,2020-10-26,95165.0,Accessories
839,2020-10-27,95165.0,Accessories
840,2020-10-28,95165.0,Accessories
841,2020-10-29,95165.0,Accessories
842,2020-10-30,95165.0,Accessories
843,2020-10-31,152651.0,Accessories
844,2020-11-01,152651.0,Accessories
845,2020-11-02,159301.0,Accessories
846,2020-11-03,159301.0,Accessories
847,2020-11-04,159301.0,Accessories
848,2020-11-05,107176.0,Accessories
849,2020-11-06,107176.0,Accessories
850,2020-11-07,107176.0,Accessories
851,2020-11-08,107176.0,Accessories
852,2020-11-09,107176.0,Accessories
853,2020-11-10,117173.0,Accessories
854,2020-11-11,117173.0,Accessories
855,2020-11-12,117173.0,Accessories
856,2020-11-13,117173.0,Accessories
857,2020-11-14,117173.0,Accessories
858,2020-11-15,117173.0,Accessories
859,2020-11-16,130648.0,Accessories
860,2020-11-17,130648.0,Accessories
861,2020-11-18,130648.0,Accessories
862,2020-11-19,118860.0,Accessories
863,2020-11-20,118860.0,Accessories
864,2020-11-21,118860.0,Accessories
865,2020-11-22,118860.0,Accessories
866,2020-11-23,118860.0,Accessories
867,2020-11-24,161861.0,Accessories
868,2020-11-25,161861.0,Accessories
869,2020-11-26,161861.0,Accessories
870,2020-11-27,161861.0,Accessories
871,2020-11-28,161861.0,Accessories
872,2020-11-29,161861.0,Accessories
873,2020-11-30,179574.0,Accessories
874,2020-12-01,179574.0,Accessories
875,2020-12-02,179574.0,Accessories
876,2020-12-03,336279.0,Accessories
877,2020-12-04,250878.0,Accessories
878,2020-12-05,250878.0,Accessories
879,2020-12-06,250878.0,Accessories
880,2020-12-07,250878.0,Accessories
881,2020-12-08,250878.0,Accessories
882,2020-12-09,250878.0,Accessories
883,2020-12-10,264180.0,Accessories
884,2020-12-11,264180.0,Accessories
885,2020-12-12,264180.0,Accessories
886,2020-12-13,264180.0,Accessories
887,2020-12-14,201843.0,Accessories
888,2020-12-15,201843.0,Accessories
889,2020-12-16,201843.0,Accessories
890,2020-12-17,201843.0,Accessories
891,2020-12-18,220729.0,Accessories
892,2020-12-19,220729.0,Accessories
893,2020-12-20,220729.0,Accessories
894,2020-12-21,321911.0,Accessories
895,2020-12-22,321911.0,Accessories
896,2020-12-23,293466.0,Accessories
897,2020-12-24,293466.0,Accessories
898,2020-12-25,293466.0,Accessories
899,2020-12-26,293466.0,Accessories
900,2020-12-27,293466.0,Accessories
901,2020-12-28,293466.0,Accessories
902,2020-12-29,320007.0,Accessories
903,2020-12-30,320007.0,Accessories
904,2020-12-31,320007.0,Accessories
905,2021-01-01,320007.0,Accessories
906,2021-01-02,320007.0,Accessories
907,2021-01-03,320007.0,Accessories
908,2021-01-04,198155.0,Accessories
909,2021-01-05,198155.0,Accessories
910,2021-01-06,184028.0,Accessories
911,2021-01-07,184028.0,Accessories
912,2021-01-08,184028.0,Accessories
913,2021-01-09,156288.0,Accessories
914,2021-01-10,257458.0,Accessories
915,2021-01-11,257458.0,Accessories
916,2021-01-12,257458.0,Accessories
917,2021-01-13,257458.0,Accessories
918,2021-01-14,257458.0,Accessories
919,2021-01-15,257458.0,Accessories
920,2021-01-16,257458.0,Accessories
921,2021-01-17,257458.0,Accessories
922,2021-01-18,257458.0,Accessories
923,2021-01-19,185220.0,Accessories
924,2021-01-20,185220.0,Accessories
925,2021-01-21,185220.0,Accessories
926,2021-01-22,185220.0,Accessories
927,2021-01-23,185220.0,Accessories
928,2021-01-24,185220.0,Accessories
929,2021-01-25,185220.0,Accessories
930,2021-01-26,213191.0,Accessories
931,2021-01-27,213191.0,Accessories
932,2021-01-28,213191.0,Accessories
933,2021-01-29,213191.0,Accessories
934,2021-01-30,213191.0,Accessories
935,2021-01-31,213191.0,Accessories
936,2021-02-01,213191.0,Accessories
937,2021-02-02,158081.0,Accessories
938,2021-02-03,158081.0,Accessories
939,2021-02-04,158081.0,Accessories
940,2021-02-05,145197.0,Accessories
941,2021-02-06,145197.0,Accessories
942,2021-02-07,145197.0,Accessories
943,2021-02-08,145197.0,Accessories
944,2021-02-09,144492.0,Accessories
945,2021-02-10,144492.0,Accessories
946,2021-02-11,144492.0,Accessories
947,2021-02-12,144492.0,Accessories
948,2021-02-13,144492.0,Accessories
949,2021-02-14,144492.0,Accessories
950,2021-02-15,202786.0,Accessories
951,2021-02-16,202786.0,Accessories
952,2021-02-17,202786.0,Accessories
953,2021-02-18,202786.0,Accessories
954,2021-02-19,202786.0,Accessories
955,2021-02-20,202786.0,Accessories
956,2021-02-21,202786.0,Accessories
957,2021-02-22,148114.0,Accessories
958,2021-02-23,148114.0,Accessories
959,2021-02-24,148114.0,Accessories
960,2021-02-25,82513.0,Accessories
961,2021-02-26,82513.0,Accessories
962,2021-02-27,82513.0,Accessories
963,2021-02-28,102950.0,Accessories
964,2021-03-01,102950.0,Accessories
965,2021-03-02,132875.0,Accessories
966,2021-03-03,105759.0,Accessories
967,2021-03-04,105759.0,Accessories
968,2021-03-05,105759.0,Accessories
969,2021-03-06,105759.0,Accessories
970,2021-03-07,105759.0,Accessories
971,2021-03-08,126362.0,Accessories
972,2021-03-09,126362.0,Accessories
973,2021-03-10,126362.0,Accessories
974,2021-03-11,126362.0,Accessories
975,2021-03-12,110104.0,Accessories
976,2021-03-13,110104.0,Accessories
977,2021-03-14,110104.0,Accessories
978,2021-03-15,110104.0,Accessories
979,2021-03-16,110104.0,Accessories
980,2021-03-17,107153.0,Accessories
981,2021-03-18,107153.0,Accessories
982,2021-03-19,107153.0,Accessories
983,2021-03-20,108649.0,Accessories
984,2021-03-21,108649.0,Accessories
985,2021-03-22,90137.0,Accessories
986,2021-03-23,90137.0,Accessories
987,2021-03-24,90137.0,Accessories
988,2021-03-25,84425.0,Accessories
989,2021-03-26,84425.0,Accessories
990,2021-03-27,84425.0,Accessories
991,2021-03-28,62750.0,Accessories
992,2021-03-29,62750.0,Accessories
993,2021-03-30,62750.0,Accessories
994,2021-03-31,60253.0,Accessories
995,2021-04-01,67388.0,Accessories
996,2021-04-02,67388.0,Accessories
997,2021-04-03,56131.0,Accessories
998,2021-04-04,56796.0,Accessories
999,2021-04-05,56796.0,Accessories
1000,2021-04-06,56796.0,Accessories
1001,2021-04-07,56796.0,Accessories
1002,2021-04-08,56796.0,Accessories
1003,2021-04-09,56796.0,Accessories
1004,2021-04-10,56796.0,Accessories
1005,2021-04-11,54018.0,Accessories
1006,2021-04-12,54018.0,Accessories
1007,2021-04-13,54018.0,Accessories
1008,2021-04-14,54018.0,Accessories
1009,2021-04-15,54018.0,Accessories
1010,2021-04-16,28592.0,Accessories
1011,2021-04-17,28592.0,Accessories
1012,2021-04-18,28592.0,Accessories
1013,2021-04-19,37093.0,Accessories
1014,2021-04-20,33432.0,Accessories
1015,2021-04-21,25195.0,Accessories
1016,2021-04-22,25195.0,Accessories
1017,2021-04-23,25195.0,Accessories
1018,2021-04-24,25195.0,Accessories
1019,2021-04-25,25195.0,Accessories
1020,2021-04-26,41547.0,Accessories
1021,2021-04-27,41547.0,Accessories
1022,2021-04-28,33775.0,Accessories
1023,2021-04-29,35819.0,Accessories
1024,2021-04-30,35819.0,Accessories
1025,2021-05-01,30190.0,Accessories
1026,2021-05-02,30190.0,Accessories
1027,2021-05-03,42072.0,Accessories
1028,2021-05-04,42072.0,Accessories
1029,2021-05-05,41125.0,Accessories
1030,2021-05-06,40046.0,Accessories
1031,2021-05-07,37689.0,Accessories
1032,2021-05-08,37689.0,Accessories
1033,2021-05-09,53063.0,Accessories
1034,2021-05-10,53063.0,Accessories
1035,2021-05-11,53063.0,Accessories
1036,2021-05-12,25872.0,Accessories
1037,2021-05-13,23322.0,Accessories
1038,2021-05-14,14970.0,Accessories
1039,2021-05-15,14970.0,Accessories
1040,2021-05-16,14970.0,Accessories
1041,2021-05-17,12518.0,Accessories
1042,2021-05-18,16491.0,Accessories
1043,2021-05-19,14095.0,Accessories
1044,2021-05-20,14095.0,Accessories
1045,2021-05-21,9625.0,Accessories
1046,2021-05-22,11755.0,Accessories
1047,2021-05-23,10509.0,Accessories
1048,2021-05-24,10509.0,Accessories
1049,2021-05-25,11110.0,Accessories
1050,2021-05-26,9168.0,Accessories
1051,2021-05-27,9168.0,Accessories
1052,2021-05-28,10378.0,Accessories
1053,2021-05-29,10378.0,Accessories
1054,2021-05-30,10378.0,Accessories
1055,2021-05-31,11757.0,Accessories
1056,2021-06-01,5508.0,Accessories
1057,2021-06-02,4880.0,Accessories
1058,2021-06-03,4329.0,Accessories
1059,2021-06-04,4559.0,Accessories
1060,2021-06-05,4218.0,Accessories
1061,2021-06-06,5059.0,Accessories
1062,2021-06-07,6160.0,Accessories
1063,2021-06-08,4138.0,Accessories
1064,2021-06-09,5343.0,Accessories
1065,2021-06-10,4502.0,Accessories
1066,2021-06-11,6196.0,Accessories
1067,2021-06-12,6277.0,Accessories
1068,2021-06-13,7110.0,Accessories
1069,2021-06-14,7110.0,Accessories
1070,2021-06-15,7719.0,Accessories
1071,2021-06-16,6259.0,Accessories
1072,2021-06-17,6071.0,Accessories
1073,2021-06-18,5287.0,Accessories
1074,2021-06-19,5690.0,Accessories
1075,2021-06-20,5690.0,Accessories
1076,2021-06-21,5734.0,Accessories
1077,2021-06-22,7648.0,Accessories
1078,2021-06-23,7185.0,Accessories
1079,2021-06-24,7202.0,Accessories
1080,2021-06-25,4311.0,Accessories
1081,2021-06-26,3590.0,Accessories
1082,2021-06-27,3590.0,Accessories
1083,2021-06-28,2041.0,Accessories
1084,2021-06-29,1588.0,Accessories
1085,2021-06-30,1588.0,Accessories
1086,2021-07-01,2569.0,Accessories
1087,2021-07-02,3847.0,Accessories
1088,2021-07-03,3847.0,Accessories
1089,2021-07-04,5100.0,Accessories
1090,2021-07-05,5100.0,Accessories
1091,2021-07-06,7517.0,Accessories
1092,2021-07-07,7517.0,Accessories
1093,2021-07-08,6692.0,Accessories
1094,2021-07-09,6692.0,Accessories
1095,2021-07-10,7020.0,Accessories
1096,2021-07-11,5415.0,Accessories
