,date,value,name_B06Y1H3LTD
96,2018-10-16,2078.0,Coffee Machines
97,2018-10-17,2214.0,Coffee Machines
98,2018-10-18,1885.0,Coffee Machines
99,2018-10-19,1885.0,Coffee Machines
100,2018-10-20,1885.0,Coffee Machines
101,2018-10-21,1885.0,Coffee Machines
102,2018-10-22,1885.0,Coffee Machines
103,2018-10-23,1415.0,Coffee Machines
104,2018-10-24,1415.0,Coffee Machines
105,2018-10-25,1415.0,Coffee Machines
106,2018-10-26,544.0,Coffee Machines
107,2018-10-27,779.0,Coffee Machines
108,2018-10-28,1293.0,Coffee Machines
109,2018-10-29,1291.0,Coffee Machines
110,2018-10-30,1291.0,Coffee Machines
111,2018-10-31,174.0,Coffee Machines
112,2018-11-01,174.0,Coffee Machines
113,2018-11-02,174.0,Coffee Machines
114,2018-11-03,174.0,Coffee Machines
115,2018-11-04,174.0,Coffee Machines
116,2018-11-05,174.0,Coffee Machines
117,2018-11-06,174.0,Coffee Machines
118,2018-11-07,174.0,Coffee Machines
119,2018-11-08,497.0,Coffee Machines
120,2018-11-09,497.0,Coffee Machines
121,2018-11-10,952.0,Coffee Machines
122,2018-11-11,952.0,Coffee Machines
123,2018-11-12,1977.0,Coffee Machines
124,2018-11-13,2038.0,Coffee Machines
125,2018-11-14,2491.0,Coffee Machines
126,2018-11-15,2491.0,Coffee Machines
127,2018-11-16,2491.0,Coffee Machines
128,2018-11-17,1695.0,Coffee Machines
129,2018-11-18,1695.0,Coffee Machines
130,2018-11-19,440.0,Coffee Machines
131,2018-11-20,978.0,Coffee Machines
132,2018-11-21,1025.0,Coffee Machines
133,2018-11-22,1025.0,Coffee Machines
134,2018-11-23,1226.0,Coffee Machines
135,2018-11-24,75.0,Coffee Machines
136,2018-11-25,188.0,Coffee Machines
137,2018-11-26,188.0,Coffee Machines
138,2018-11-27,37.0,Coffee Machines
139,2018-11-28,147.0,Coffee Machines
140,2018-11-29,182.0,Coffee Machines
141,2018-11-30,232.0,Coffee Machines
142,2018-12-01,317.0,Coffee Machines
143,2018-12-02,322.0,Coffee Machines
144,2018-12-03,391.0,Coffee Machines
145,2018-12-04,395.0,Coffee Machines
146,2018-12-05,402.0,Coffee Machines
147,2018-12-06,331.0,Coffee Machines
148,2018-12-07,187.0,Coffee Machines
149,2018-12-08,212.0,Coffee Machines
150,2018-12-09,245.0,Coffee Machines
151,2018-12-10,248.0,Coffee Machines
152,2018-12-11,247.0,Coffee Machines
153,2018-12-12,317.0,Coffee Machines
154,2018-12-13,318.0,Coffee Machines
155,2018-12-14,361.0,Coffee Machines
156,2018-12-15,351.0,Coffee Machines
157,2018-12-16,343.0,Coffee Machines
158,2018-12-17,343.0,Coffee Machines
159,2018-12-18,327.0,Coffee Machines
160,2018-12-19,326.0,Coffee Machines
161,2018-12-20,334.0,Coffee Machines
162,2018-12-21,291.0,Coffee Machines
163,2018-12-22,326.0,Coffee Machines
164,2018-12-23,355.0,Coffee Machines
165,2018-12-24,433.0,Coffee Machines
166,2018-12-25,500.0,Coffee Machines
167,2018-12-26,706.0,Coffee Machines
168,2018-12-27,863.0,Coffee Machines
169,2018-12-28,900.0,Coffee Machines
170,2018-12-29,1121.0,Coffee Machines
171,2018-12-30,1181.0,Coffee Machines
172,2018-12-31,1205.0,Coffee Machines
173,2019-01-01,1103.0,Coffee Machines
174,2019-01-02,1259.0,Coffee Machines
175,2019-01-03,1115.0,Coffee Machines
176,2019-01-04,1236.0,Coffee Machines
177,2019-01-05,1283.0,Coffee Machines
178,2019-01-06,1306.0,Coffee Machines
179,2019-01-07,1475.0,Coffee Machines
180,2019-01-08,1131.0,Coffee Machines
181,2019-01-09,1280.0,Coffee Machines
182,2019-01-10,1254.0,Coffee Machines
183,2019-01-11,1338.0,Coffee Machines
184,2019-01-12,1283.0,Coffee Machines
185,2019-01-13,1456.0,Coffee Machines
186,2019-01-14,1695.0,Coffee Machines
187,2019-01-15,1773.0,Coffee Machines
188,2019-01-16,1665.0,Coffee Machines
189,2019-01-17,1304.0,Coffee Machines
190,2019-01-18,1304.0,Coffee Machines
191,2019-01-19,183.0,Coffee Machines
192,2019-01-20,913.0,Coffee Machines
193,2019-01-21,1221.0,Coffee Machines
194,2019-01-22,1221.0,Coffee Machines
195,2019-01-23,1416.0,Coffee Machines
196,2019-01-24,1416.0,Coffee Machines
197,2019-01-25,1637.0,Coffee Machines
198,2019-01-26,1418.0,Coffee Machines
199,2019-01-27,1418.0,Coffee Machines
200,2019-01-28,981.0,Coffee Machines
201,2019-01-29,1269.0,Coffee Machines
202,2019-01-30,1163.0,Coffee Machines
203,2019-01-31,1508.0,Coffee Machines
204,2019-02-01,1508.0,Coffee Machines
205,2019-02-02,503.0,Coffee Machines
206,2019-02-03,760.0,Coffee Machines
207,2019-02-04,1037.0,Coffee Machines
208,2019-02-05,1441.0,Coffee Machines
209,2019-02-06,1441.0,Coffee Machines
210,2019-02-07,1441.0,Coffee Machines
211,2019-02-08,1135.0,Coffee Machines
212,2019-02-09,1124.0,Coffee Machines
213,2019-02-10,1124.0,Coffee Machines
214,2019-02-11,510.0,Coffee Machines
215,2019-02-12,650.0,Coffee Machines
216,2019-02-13,746.0,Coffee Machines
217,2019-02-14,1062.0,Coffee Machines
218,2019-02-15,932.0,Coffee Machines
219,2019-02-16,1176.0,Coffee Machines
220,2019-02-17,1310.0,Coffee Machines
221,2019-02-18,366.0,Coffee Machines
222,2019-02-19,805.0,Coffee Machines
223,2019-02-20,805.0,Coffee Machines
224,2019-02-21,805.0,Coffee Machines
225,2019-02-22,1215.0,Coffee Machines
226,2019-02-23,264.0,Coffee Machines
227,2019-02-24,264.0,Coffee Machines
228,2019-02-25,889.0,Coffee Machines
229,2019-02-26,1030.0,Coffee Machines
230,2019-02-27,1185.0,Coffee Machines
231,2019-02-28,1200.0,Coffee Machines
232,2019-03-01,1490.0,Coffee Machines
233,2019-03-02,1490.0,Coffee Machines
234,2019-03-03,1285.0,Coffee Machines
235,2019-03-04,1285.0,Coffee Machines
236,2019-03-05,1797.0,Coffee Machines
237,2019-03-06,1759.0,Coffee Machines
238,2019-03-07,1499.0,Coffee Machines
239,2019-03-08,1499.0,Coffee Machines
240,2019-03-09,1199.0,Coffee Machines
241,2019-03-10,1199.0,Coffee Machines
242,2019-03-11,821.0,Coffee Machines
243,2019-03-12,1264.0,Coffee Machines
244,2019-03-13,1768.0,Coffee Machines
245,2019-03-14,810.0,Coffee Machines
246,2019-03-15,984.0,Coffee Machines
247,2019-03-16,1498.0,Coffee Machines
248,2019-03-17,1392.0,Coffee Machines
249,2019-03-18,1300.0,Coffee Machines
250,2019-03-19,1343.0,Coffee Machines
251,2019-03-20,1538.0,Coffee Machines
252,2019-03-21,1729.0,Coffee Machines
253,2019-03-22,1407.0,Coffee Machines
254,2019-03-23,1407.0,Coffee Machines
255,2019-03-24,1741.0,Coffee Machines
256,2019-03-25,2023.0,Coffee Machines
257,2019-03-26,2023.0,Coffee Machines
258,2019-03-27,1423.0,Coffee Machines
259,2019-03-28,617.0,Coffee Machines
260,2019-03-29,1091.0,Coffee Machines
261,2019-03-30,1091.0,Coffee Machines
262,2019-03-31,1484.0,Coffee Machines
263,2019-04-01,1412.0,Coffee Machines
264,2019-04-02,1037.0,Coffee Machines
265,2019-04-03,1252.0,Coffee Machines
266,2019-04-04,1365.0,Coffee Machines
267,2019-04-05,501.0,Coffee Machines
268,2019-04-06,953.0,Coffee Machines
269,2019-04-07,953.0,Coffee Machines
270,2019-04-08,1252.0,Coffee Machines
271,2019-04-09,1195.0,Coffee Machines
272,2019-04-10,1221.0,Coffee Machines
273,2019-04-11,1439.0,Coffee Machines
274,2019-04-12,1103.0,Coffee Machines
275,2019-04-13,1370.0,Coffee Machines
276,2019-04-14,1107.0,Coffee Machines
277,2019-04-15,1298.0,Coffee Machines
278,2019-04-16,1261.0,Coffee Machines
279,2019-04-17,1261.0,Coffee Machines
280,2019-04-18,1261.0,Coffee Machines
281,2019-04-19,862.0,Coffee Machines
282,2019-04-20,787.0,Coffee Machines
283,2019-04-21,787.0,Coffee Machines
284,2019-04-22,397.0,Coffee Machines
285,2019-04-23,397.0,Coffee Machines
286,2019-04-24,746.0,Coffee Machines
287,2019-04-25,945.0,Coffee Machines
288,2019-04-26,261.0,Coffee Machines
289,2019-04-27,710.0,Coffee Machines
290,2019-04-28,939.0,Coffee Machines
291,2019-04-29,1208.0,Coffee Machines
292,2019-04-30,1208.0,Coffee Machines
293,2019-05-01,1251.0,Coffee Machines
294,2019-05-02,1513.0,Coffee Machines
295,2019-05-03,1368.0,Coffee Machines
296,2019-05-04,1262.0,Coffee Machines
297,2019-05-05,1311.0,Coffee Machines
298,2019-05-06,1311.0,Coffee Machines
299,2019-05-07,627.0,Coffee Machines
300,2019-05-08,627.0,Coffee Machines
301,2019-05-09,823.0,Coffee Machines
302,2019-05-10,828.0,Coffee Machines
303,2019-05-11,895.0,Coffee Machines
304,2019-05-12,981.0,Coffee Machines
305,2019-05-13,845.0,Coffee Machines
306,2019-05-14,666.0,Coffee Machines
307,2019-05-15,631.0,Coffee Machines
308,2019-05-16,631.0,Coffee Machines
309,2019-05-17,744.0,Coffee Machines
310,2019-05-18,311.0,Coffee Machines
311,2019-05-19,513.0,Coffee Machines
312,2019-05-20,717.0,Coffee Machines
313,2019-05-21,735.0,Coffee Machines
314,2019-05-22,735.0,Coffee Machines
315,2019-05-23,615.0,Coffee Machines
316,2019-05-24,782.0,Coffee Machines
317,2019-05-25,930.0,Coffee Machines
318,2019-05-26,858.0,Coffee Machines
319,2019-05-27,324.0,Coffee Machines
320,2019-05-28,557.0,Coffee Machines
321,2019-05-29,723.0,Coffee Machines
322,2019-05-30,769.0,Coffee Machines
323,2019-05-31,836.0,Coffee Machines
324,2019-06-01,716.0,Coffee Machines
325,2019-06-02,877.0,Coffee Machines
326,2019-06-03,1025.0,Coffee Machines
327,2019-06-04,1164.0,Coffee Machines
328,2019-06-05,1015.0,Coffee Machines
329,2019-06-06,930.0,Coffee Machines
330,2019-06-07,930.0,Coffee Machines
331,2019-06-08,971.0,Coffee Machines
332,2019-06-09,971.0,Coffee Machines
333,2019-06-10,517.0,Coffee Machines
334,2019-06-11,606.0,Coffee Machines
335,2019-06-12,554.0,Coffee Machines
336,2019-06-13,401.0,Coffee Machines
337,2019-06-14,63.0,Coffee Machines
338,2019-06-15,227.0,Coffee Machines
339,2019-06-16,227.0,Coffee Machines
340,2019-06-17,325.0,Coffee Machines
341,2019-06-18,451.0,Coffee Machines
342,2019-06-19,557.0,Coffee Machines
343,2019-06-20,675.0,Coffee Machines
344,2019-06-21,641.0,Coffee Machines
345,2019-06-22,626.0,Coffee Machines
346,2019-06-23,664.0,Coffee Machines
347,2019-06-24,235.0,Coffee Machines
348,2019-06-25,398.0,Coffee Machines
349,2019-06-26,211.0,Coffee Machines
350,2019-06-27,211.0,Coffee Machines
351,2019-06-28,336.0,Coffee Machines
352,2019-06-29,398.0,Coffee Machines
353,2019-06-30,454.0,Coffee Machines
354,2019-07-01,510.0,Coffee Machines
355,2019-07-02,274.0,Coffee Machines
356,2019-07-03,319.0,Coffee Machines
357,2019-07-04,342.0,Coffee Machines
358,2019-07-05,346.0,Coffee Machines
359,2019-07-06,346.0,Coffee Machines
360,2019-07-07,339.0,Coffee Machines
361,2019-07-08,316.0,Coffee Machines
362,2019-07-09,391.0,Coffee Machines
363,2019-07-10,380.0,Coffee Machines
364,2019-07-11,147.0,Coffee Machines
365,2019-07-12,203.0,Coffee Machines
366,2019-07-13,183.0,Coffee Machines
367,2019-07-14,247.0,Coffee Machines
368,2019-07-15,241.0,Coffee Machines
369,2019-07-16,264.0,Coffee Machines
370,2019-07-17,308.0,Coffee Machines
371,2019-07-18,396.0,Coffee Machines
372,2019-07-19,456.0,Coffee Machines
373,2019-07-20,563.0,Coffee Machines
374,2019-07-21,551.0,Coffee Machines
375,2019-07-22,542.0,Coffee Machines
376,2019-07-23,565.0,Coffee Machines
377,2019-07-24,714.0,Coffee Machines
378,2019-07-25,420.0,Coffee Machines
379,2019-07-26,640.0,Coffee Machines
380,2019-07-27,661.0,Coffee Machines
381,2019-07-28,582.0,Coffee Machines
382,2019-07-29,607.0,Coffee Machines
383,2019-07-30,197.0,Coffee Machines
384,2019-07-31,410.0,Coffee Machines
385,2019-08-01,600.0,Coffee Machines
386,2019-08-02,600.0,Coffee Machines
387,2019-08-03,728.0,Coffee Machines
388,2019-08-04,716.0,Coffee Machines
389,2019-08-05,716.0,Coffee Machines
390,2019-08-06,853.0,Coffee Machines
391,2019-08-07,937.0,Coffee Machines
392,2019-08-08,869.0,Coffee Machines
393,2019-08-09,775.0,Coffee Machines
394,2019-08-10,915.0,Coffee Machines
395,2019-08-11,915.0,Coffee Machines
396,2019-08-12,212.0,Coffee Machines
397,2019-08-13,511.0,Coffee Machines
398,2019-08-14,688.0,Coffee Machines
399,2019-08-15,811.0,Coffee Machines
400,2019-08-16,728.0,Coffee Machines
401,2019-08-17,709.0,Coffee Machines
402,2019-08-18,569.0,Coffee Machines
403,2019-08-19,701.0,Coffee Machines
404,2019-08-20,701.0,Coffee Machines
405,2019-08-21,334.0,Coffee Machines
406,2019-08-22,614.0,Coffee Machines
407,2019-08-23,764.0,Coffee Machines
408,2019-08-24,891.0,Coffee Machines
409,2019-08-25,988.0,Coffee Machines
410,2019-08-26,1226.0,Coffee Machines
411,2019-08-27,482.0,Coffee Machines
412,2019-08-28,839.0,Coffee Machines
413,2019-08-29,889.0,Coffee Machines
414,2019-08-30,1024.0,Coffee Machines
415,2019-08-31,1031.0,Coffee Machines
416,2019-09-01,855.0,Coffee Machines
417,2019-09-02,1133.0,Coffee Machines
418,2019-09-03,1133.0,Coffee Machines
419,2019-09-04,1133.0,Coffee Machines
420,2019-09-05,448.0,Coffee Machines
421,2019-09-06,448.0,Coffee Machines
422,2019-09-07,896.0,Coffee Machines
423,2019-09-08,1001.0,Coffee Machines
424,2019-09-09,1029.0,Coffee Machines
425,2019-09-10,905.0,Coffee Machines
426,2019-09-11,685.0,Coffee Machines
427,2019-09-12,946.0,Coffee Machines
428,2019-09-13,1140.0,Coffee Machines
429,2019-09-14,1078.0,Coffee Machines
430,2019-09-15,1192.0,Coffee Machines
431,2019-09-16,1324.0,Coffee Machines
432,2019-09-17,511.0,Coffee Machines
433,2019-09-18,879.0,Coffee Machines
434,2019-09-19,1136.0,Coffee Machines
435,2019-09-20,1252.0,Coffee Machines
436,2019-09-21,1027.0,Coffee Machines
437,2019-09-22,1087.0,Coffee Machines
438,2019-09-23,1206.0,Coffee Machines
439,2019-09-24,1270.0,Coffee Machines
440,2019-09-25,1308.0,Coffee Machines
441,2019-09-26,668.0,Coffee Machines
442,2019-09-27,845.0,Coffee Machines
443,2019-09-28,1094.0,Coffee Machines
444,2019-09-29,1511.0,Coffee Machines
445,2019-09-30,874.0,Coffee Machines
446,2019-10-01,853.0,Coffee Machines
447,2019-10-02,1188.0,Coffee Machines
448,2019-10-03,1327.0,Coffee Machines
449,2019-10-04,1242.0,Coffee Machines
450,2019-10-05,1242.0,Coffee Machines
451,2019-10-06,1316.0,Coffee Machines
452,2019-10-07,1316.0,Coffee Machines
453,2019-10-08,1316.0,Coffee Machines
454,2019-10-09,1486.0,Coffee Machines
455,2019-10-10,1641.0,Coffee Machines
456,2019-10-11,1641.0,Coffee Machines
457,2019-10-12,595.0,Coffee Machines
458,2019-10-13,1108.0,Coffee Machines
459,2019-10-14,1320.0,Coffee Machines
460,2019-10-15,1557.0,Coffee Machines
461,2019-10-16,1487.0,Coffee Machines
462,2019-10-17,602.0,Coffee Machines
463,2019-10-18,1106.0,Coffee Machines
464,2019-10-19,1398.0,Coffee Machines
465,2019-10-20,1385.0,Coffee Machines
466,2019-10-21,1494.0,Coffee Machines
467,2019-10-22,1532.0,Coffee Machines
468,2019-10-23,1184.0,Coffee Machines
469,2019-10-24,1629.0,Coffee Machines
470,2019-10-25,1412.0,Coffee Machines
471,2019-10-26,1377.0,Coffee Machines
472,2019-10-27,1593.0,Coffee Machines
473,2019-10-28,1735.0,Coffee Machines
474,2019-10-29,1660.0,Coffee Machines
475,2019-10-30,1540.0,Coffee Machines
476,2019-10-31,1692.0,Coffee Machines
477,2019-11-01,1744.0,Coffee Machines
478,2019-11-02,1875.0,Coffee Machines
479,2019-11-03,1875.0,Coffee Machines
480,2019-11-04,1776.0,Coffee Machines
481,2019-11-05,1940.0,Coffee Machines
482,2019-11-06,1869.0,Coffee Machines
483,2019-11-07,1973.0,Coffee Machines
484,2019-11-08,1973.0,Coffee Machines
485,2019-11-09,1973.0,Coffee Machines
486,2019-11-10,1973.0,Coffee Machines
487,2019-11-11,1973.0,Coffee Machines
488,2019-11-12,1893.0,Coffee Machines
489,2019-11-13,1893.0,Coffee Machines
490,2019-11-14,1893.0,Coffee Machines
491,2019-11-15,1893.0,Coffee Machines
492,2019-11-16,1893.0,Coffee Machines
493,2019-11-17,1378.0,Coffee Machines
494,2019-11-18,1731.0,Coffee Machines
495,2019-11-19,1731.0,Coffee Machines
496,2019-11-20,1731.0,Coffee Machines
497,2019-11-21,1357.0,Coffee Machines
498,2019-11-22,1672.0,Coffee Machines
499,2019-11-23,1364.0,Coffee Machines
500,2019-11-24,1364.0,Coffee Machines
501,2019-11-25,1058.0,Coffee Machines
502,2019-11-26,1211.0,Coffee Machines
503,2019-11-27,868.0,Coffee Machines
504,2019-11-28,868.0,Coffee Machines
505,2019-11-29,1269.0,Coffee Machines
506,2019-11-30,229.0,Coffee Machines
507,2019-12-01,229.0,Coffee Machines
508,2019-12-02,229.0,Coffee Machines
509,2019-12-03,101.0,Coffee Machines
510,2019-12-04,185.0,Coffee Machines
511,2019-12-05,185.0,Coffee Machines
512,2019-12-06,185.0,Coffee Machines
513,2019-12-07,185.0,Coffee Machines
514,2019-12-08,410.0,Coffee Machines
515,2019-12-09,410.0,Coffee Machines
516,2019-12-10,346.0,Coffee Machines
517,2019-12-11,346.0,Coffee Machines
518,2019-12-12,157.0,Coffee Machines
519,2019-12-13,157.0,Coffee Machines
520,2019-12-14,157.0,Coffee Machines
521,2019-12-15,256.0,Coffee Machines
522,2019-12-16,256.0,Coffee Machines
523,2019-12-17,206.0,Coffee Machines
524,2019-12-18,114.0,Coffee Machines
525,2019-12-19,133.0,Coffee Machines
526,2019-12-20,142.0,Coffee Machines
527,2019-12-21,142.0,Coffee Machines
528,2019-12-22,147.0,Coffee Machines
529,2019-12-23,193.0,Coffee Machines
530,2019-12-24,290.0,Coffee Machines
531,2019-12-25,290.0,Coffee Machines
532,2019-12-26,290.0,Coffee Machines
533,2019-12-27,290.0,Coffee Machines
534,2019-12-28,290.0,Coffee Machines
535,2019-12-29,290.0,Coffee Machines
536,2019-12-30,1117.0,Coffee Machines
537,2019-12-31,1117.0,Coffee Machines
538,2020-01-01,1117.0,Coffee Machines
539,2020-01-02,1048.0,Coffee Machines
540,2020-01-03,1048.0,Coffee Machines
541,2020-01-04,497.0,Coffee Machines
542,2020-01-05,497.0,Coffee Machines
543,2020-01-06,1363.0,Coffee Machines
544,2020-01-07,1363.0,Coffee Machines
545,2020-01-08,1462.0,Coffee Machines
546,2020-01-09,2225.0,Coffee Machines
547,2020-01-10,2225.0,Coffee Machines
548,2020-01-11,2225.0,Coffee Machines
549,2020-01-12,2225.0,Coffee Machines
550,2020-01-13,1718.0,Coffee Machines
551,2020-01-14,2029.0,Coffee Machines
552,2020-01-15,2029.0,Coffee Machines
553,2020-01-16,2029.0,Coffee Machines
554,2020-01-17,1324.0,Coffee Machines
555,2020-01-18,1277.0,Coffee Machines
556,2020-01-19,1277.0,Coffee Machines
557,2020-01-20,1831.0,Coffee Machines
558,2020-01-21,1831.0,Coffee Machines
559,2020-01-22,989.0,Coffee Machines
560,2020-01-23,989.0,Coffee Machines
561,2020-01-24,989.0,Coffee Machines
562,2020-01-25,583.0,Coffee Machines
563,2020-01-26,583.0,Coffee Machines
564,2020-01-27,583.0,Coffee Machines
565,2020-01-28,583.0,Coffee Machines
566,2020-01-29,583.0,Coffee Machines
567,2020-01-30,707.0,Coffee Machines
568,2020-01-31,707.0,Coffee Machines
569,2020-02-01,461.0,Coffee Machines
570,2020-02-02,461.0,Coffee Machines
571,2020-02-03,456.0,Coffee Machines
572,2020-02-04,456.0,Coffee Machines
573,2020-02-05,612.0,Coffee Machines
574,2020-02-06,612.0,Coffee Machines
575,2020-02-07,612.0,Coffee Machines
576,2020-02-08,507.0,Coffee Machines
577,2020-02-09,507.0,Coffee Machines
578,2020-02-10,507.0,Coffee Machines
579,2020-02-11,134.0,Coffee Machines
580,2020-02-12,200.0,Coffee Machines
581,2020-02-13,200.0,Coffee Machines
582,2020-02-14,200.0,Coffee Machines
583,2020-02-15,200.0,Coffee Machines
584,2020-02-16,200.0,Coffee Machines
585,2020-02-17,967.0,Coffee Machines
586,2020-02-18,1006.0,Coffee Machines
587,2020-02-19,1006.0,Coffee Machines
588,2020-02-20,1006.0,Coffee Machines
589,2020-02-21,1227.0,Coffee Machines
590,2020-02-22,1178.0,Coffee Machines
591,2020-02-23,227.0,Coffee Machines
592,2020-02-24,754.0,Coffee Machines
593,2020-02-25,807.0,Coffee Machines
594,2020-02-26,1297.0,Coffee Machines
595,2020-02-27,639.0,Coffee Machines
596,2020-02-28,1109.0,Coffee Machines
597,2020-02-29,1125.0,Coffee Machines
598,2020-03-01,1261.0,Coffee Machines
599,2020-03-02,1391.0,Coffee Machines
600,2020-03-03,1391.0,Coffee Machines
601,2020-03-04,1358.0,Coffee Machines
602,2020-03-05,1358.0,Coffee Machines
603,2020-03-06,1276.0,Coffee Machines
604,2020-03-07,1426.0,Coffee Machines
605,2020-03-08,-1.0,Coffee Machines
