,date,value,name_B07C52SB91
79,2020-08-09,28601.0,Astaxanthin
80,2020-08-10,33439.0,Astaxanthin
81,2020-08-11,33439.0,Astaxanthin
82,2020-08-12,29394.0,Astaxanthin
83,2020-08-13,31360.0,Astaxanthin
84,2020-08-14,31360.0,Astaxanthin
85,2020-08-15,30557.0,Astaxanthin
86,2020-08-16,26270.0,Astaxanthin
87,2020-08-17,31778.0,Astaxanthin
88,2020-08-18,30932.0,Astaxanthin
89,2020-08-19,32560.0,Astaxanthin
90,2020-08-20,32560.0,Astaxanthin
91,2020-08-21,42804.0,Astaxanthin
92,2020-08-22,42804.0,Astaxanthin
93,2020-08-23,29328.0,Astaxanthin
94,2020-08-24,31810.0,Astaxanthin
95,2020-08-25,31810.0,Astaxanthin
96,2020-08-26,44298.0,Astaxanthin
97,2020-08-27,44298.0,Astaxanthin
98,2020-08-28,32606.0,Astaxanthin
99,2020-08-29,32606.0,Astaxanthin
100,2020-08-30,34512.0,Astaxanthin
101,2020-08-31,41919.0,Astaxanthin
102,2020-09-01,41919.0,Astaxanthin
103,2020-09-02,29918.0,Astaxanthin
104,2020-09-03,27840.0,Astaxanthin
105,2020-09-04,40328.0,Astaxanthin
106,2020-09-05,41120.0,Astaxanthin
107,2020-09-06,33347.0,Astaxanthin
108,2020-09-07,33581.0,Astaxanthin
109,2020-09-08,40177.0,Astaxanthin
110,2020-09-09,35909.0,Astaxanthin
111,2020-09-10,35233.0,Astaxanthin
112,2020-09-11,35977.0,Astaxanthin
113,2020-09-12,35977.0,Astaxanthin
114,2020-09-13,29516.0,Astaxanthin
115,2020-09-14,45010.0,Astaxanthin
116,2020-09-15,45010.0,Astaxanthin
117,2020-09-16,34936.0,Astaxanthin
118,2020-09-17,34936.0,Astaxanthin
119,2020-09-18,35695.0,Astaxanthin
120,2020-09-19,29233.0,Astaxanthin
121,2020-09-20,29233.0,Astaxanthin
122,2020-09-21,36238.0,Astaxanthin
123,2020-09-22,36238.0,Astaxanthin
124,2020-09-23,39408.0,Astaxanthin
125,2020-09-24,27051.0,Astaxanthin
126,2020-09-25,27051.0,Astaxanthin
127,2020-09-26,41271.0,Astaxanthin
128,2020-09-27,24087.0,Astaxanthin
129,2020-09-28,32155.0,Astaxanthin
130,2020-09-29,32155.0,Astaxanthin
131,2020-09-30,36165.0,Astaxanthin
132,2020-10-01,33327.0,Astaxanthin
133,2020-10-02,34316.0,Astaxanthin
134,2020-10-03,32026.0,Astaxanthin
135,2020-10-04,32026.0,Astaxanthin
136,2020-10-05,40069.0,Astaxanthin
137,2020-10-06,40069.0,Astaxanthin
138,2020-10-07,37433.0,Astaxanthin
139,2020-10-08,37433.0,Astaxanthin
140,2020-10-09,31423.0,Astaxanthin
141,2020-10-10,38081.0,Astaxanthin
142,2020-10-11,34820.0,Astaxanthin
143,2020-10-12,34820.0,Astaxanthin
144,2020-10-13,45901.0,Astaxanthin
145,2020-10-14,45901.0,Astaxanthin
146,2020-10-15,38625.0,Astaxanthin
147,2020-10-16,38625.0,Astaxanthin
148,2020-10-17,37317.0,Astaxanthin
149,2020-10-18,29040.0,Astaxanthin
150,2020-10-19,36458.0,Astaxanthin
151,2020-10-20,36458.0,Astaxanthin
152,2020-10-21,33220.0,Astaxanthin
153,2020-10-22,42664.0,Astaxanthin
154,2020-10-23,42664.0,Astaxanthin
155,2020-10-24,43726.0,Astaxanthin
156,2020-10-25,43726.0,Astaxanthin
157,2020-10-26,38853.0,Astaxanthin
158,2020-10-27,38853.0,Astaxanthin
159,2020-10-28,33159.0,Astaxanthin
160,2020-10-29,33159.0,Astaxanthin
161,2020-10-30,37146.0,Astaxanthin
162,2020-10-31,37146.0,Astaxanthin
163,2020-11-01,44129.0,Astaxanthin
164,2020-11-02,29524.0,Astaxanthin
165,2020-11-03,29524.0,Astaxanthin
166,2020-11-04,58951.0,Astaxanthin
167,2020-11-05,48458.0,Astaxanthin
168,2020-11-06,48458.0,Astaxanthin
169,2020-11-07,36053.0,Astaxanthin
170,2020-11-08,33475.0,Astaxanthin
171,2020-11-09,33475.0,Astaxanthin
172,2020-11-10,38998.0,Astaxanthin
173,2020-11-11,46795.0,Astaxanthin
174,2020-11-12,46795.0,Astaxanthin
175,2020-11-13,53467.0,Astaxanthin
176,2020-11-14,53467.0,Astaxanthin
177,2020-11-15,77606.0,Astaxanthin
178,2020-11-16,77606.0,Astaxanthin
179,2020-11-17,44490.0,Astaxanthin
180,2020-11-18,44490.0,Astaxanthin
181,2020-11-19,40200.0,Astaxanthin
182,2020-11-20,40200.0,Astaxanthin
183,2020-11-21,49114.0,Astaxanthin
184,2020-11-22,49114.0,Astaxanthin
185,2020-11-23,57239.0,Astaxanthin
186,2020-11-24,57239.0,Astaxanthin
187,2020-11-25,59604.0,Astaxanthin
188,2020-11-26,59604.0,Astaxanthin
189,2020-11-27,41324.0,Astaxanthin
190,2020-11-28,35898.0,Astaxanthin
191,2020-11-29,35898.0,Astaxanthin
192,2020-11-30,49624.0,Astaxanthin
193,2020-12-01,49624.0,Astaxanthin
194,2020-12-02,39056.0,Astaxanthin
195,2020-12-03,68342.0,Astaxanthin
196,2020-12-04,68342.0,Astaxanthin
197,2020-12-05,57366.0,Astaxanthin
198,2020-12-06,57366.0,Astaxanthin
199,2020-12-07,55601.0,Astaxanthin
200,2020-12-08,55601.0,Astaxanthin
201,2020-12-09,52982.0,Astaxanthin
202,2020-12-10,52982.0,Astaxanthin
203,2020-12-11,47414.0,Astaxanthin
204,2020-12-12,47414.0,Astaxanthin
205,2020-12-13,54782.0,Astaxanthin
206,2020-12-14,60995.0,Astaxanthin
207,2020-12-15,60995.0,Astaxanthin
208,2020-12-16,41871.0,Astaxanthin
209,2020-12-17,42451.0,Astaxanthin
210,2020-12-18,42451.0,Astaxanthin
211,2020-12-19,60012.0,Astaxanthin
212,2020-12-20,60447.0,Astaxanthin
213,2020-12-21,60447.0,Astaxanthin
214,2020-12-22,54890.0,Astaxanthin
215,2020-12-23,51520.0,Astaxanthin
216,2020-12-24,51520.0,Astaxanthin
217,2020-12-25,39645.0,Astaxanthin
218,2020-12-26,50895.0,Astaxanthin
219,2020-12-27,50895.0,Astaxanthin
220,2020-12-28,35224.0,Astaxanthin
221,2020-12-29,40277.0,Astaxanthin
222,2020-12-30,40277.0,Astaxanthin
223,2020-12-31,45058.0,Astaxanthin
224,2021-01-01,36999.0,Astaxanthin
225,2021-01-02,36999.0,Astaxanthin
226,2021-01-03,36999.0,Astaxanthin
227,2021-01-04,40415.0,Astaxanthin
228,2021-01-05,43065.0,Astaxanthin
229,2021-01-06,43065.0,Astaxanthin
230,2021-01-07,54374.0,Astaxanthin
231,2021-01-08,54374.0,Astaxanthin
232,2021-01-09,44373.0,Astaxanthin
233,2021-01-10,44373.0,Astaxanthin
234,2021-01-11,43713.0,Astaxanthin
235,2021-01-12,45108.0,Astaxanthin
236,2021-01-13,45108.0,Astaxanthin
237,2021-01-14,45108.0,Astaxanthin
238,2021-01-15,53998.0,Astaxanthin
239,2021-01-16,53998.0,Astaxanthin
240,2021-01-17,58796.0,Astaxanthin
241,2021-01-18,58796.0,Astaxanthin
242,2021-01-19,56684.0,Astaxanthin
243,2021-01-20,56684.0,Astaxanthin
244,2021-01-21,68889.0,Astaxanthin
245,2021-01-22,37796.0,Astaxanthin
246,2021-01-23,37796.0,Astaxanthin
247,2021-01-24,50903.0,Astaxanthin
248,2021-01-25,42178.0,Astaxanthin
249,2021-01-26,42178.0,Astaxanthin
250,2021-01-27,53340.0,Astaxanthin
251,2021-01-28,42889.0,Astaxanthin
252,2021-01-29,42889.0,Astaxanthin
253,2021-01-30,58361.0,Astaxanthin
254,2021-01-31,58361.0,Astaxanthin
255,2021-02-01,42305.0,Astaxanthin
256,2021-02-02,46492.0,Astaxanthin
257,2021-02-03,46492.0,Astaxanthin
258,2021-02-04,46492.0,Astaxanthin
259,2021-02-05,42883.0,Astaxanthin
260,2021-02-06,42883.0,Astaxanthin
261,2021-02-07,43322.0,Astaxanthin
262,2021-02-08,43322.0,Astaxanthin
263,2021-02-09,55366.0,Astaxanthin
264,2021-02-10,46683.0,Astaxanthin
265,2021-02-11,46683.0,Astaxanthin
266,2021-02-12,46683.0,Astaxanthin
267,2021-02-13,43217.0,Astaxanthin
268,2021-02-14,46193.0,Astaxanthin
269,2021-02-15,46193.0,Astaxanthin
270,2021-02-16,49578.0,Astaxanthin
271,2021-02-17,44336.0,Astaxanthin
272,2021-02-18,44336.0,Astaxanthin
273,2021-02-19,53447.0,Astaxanthin
274,2021-02-20,53447.0,Astaxanthin
275,2021-02-21,50648.0,Astaxanthin
276,2021-02-22,50648.0,Astaxanthin
277,2021-02-23,63730.0,Astaxanthin
278,2021-02-24,54885.0,Astaxanthin
279,2021-02-25,54885.0,Astaxanthin
280,2021-02-26,50019.0,Astaxanthin
281,2021-02-27,37334.0,Astaxanthin
282,2021-02-28,37334.0,Astaxanthin
283,2021-03-01,32440.0,Astaxanthin
284,2021-03-02,33538.0,Astaxanthin
285,2021-03-03,33538.0,Astaxanthin
286,2021-03-04,34561.0,Astaxanthin
287,2021-03-05,34561.0,Astaxanthin
288,2021-03-06,32466.0,Astaxanthin
289,2021-03-07,25339.0,Astaxanthin
290,2021-03-08,25339.0,Astaxanthin
291,2021-03-09,27028.0,Astaxanthin
292,2021-03-10,24557.0,Astaxanthin
293,2021-03-11,18178.0,Astaxanthin
294,2021-03-12,18178.0,Astaxanthin
295,2021-03-13,17674.0,Astaxanthin
296,2021-03-14,20985.0,Astaxanthin
297,2021-03-15,20985.0,Astaxanthin
298,2021-03-16,20985.0,Astaxanthin
299,2021-03-17,14864.0,Astaxanthin
300,2021-03-18,16268.0,Astaxanthin
301,2021-03-19,17568.0,Astaxanthin
302,2021-03-20,17568.0,Astaxanthin
303,2021-03-21,19014.0,Astaxanthin
304,2021-03-22,19014.0,Astaxanthin
305,2021-03-23,17676.0,Astaxanthin
306,2021-03-24,17676.0,Astaxanthin
307,2021-03-25,16611.0,Astaxanthin
308,2021-03-26,16611.0,Astaxanthin
309,2021-03-27,16909.0,Astaxanthin
310,2021-03-28,14396.0,Astaxanthin
311,2021-03-29,16087.0,Astaxanthin
312,2021-03-30,16749.0,Astaxanthin
313,2021-03-31,19360.0,Astaxanthin
314,2021-04-01,19360.0,Astaxanthin
315,2021-04-02,17179.0,Astaxanthin
316,2021-04-03,17179.0,Astaxanthin
317,2021-04-04,16280.0,Astaxanthin
318,2021-04-05,13485.0,Astaxanthin
319,2021-04-06,11820.0,Astaxanthin
320,2021-04-07,13074.0,Astaxanthin
321,2021-04-08,13074.0,Astaxanthin
322,2021-04-09,16263.0,Astaxanthin
323,2021-04-10,13968.0,Astaxanthin
324,2021-04-11,13968.0,Astaxanthin
325,2021-04-12,13968.0,Astaxanthin
326,2021-04-13,14467.0,Astaxanthin
327,2021-04-14,14467.0,Astaxanthin
328,2021-04-15,11171.0,Astaxanthin
329,2021-04-16,16602.0,Astaxanthin
330,2021-04-17,16602.0,Astaxanthin
331,2021-04-18,16602.0,Astaxanthin
332,2021-04-19,14149.0,Astaxanthin
333,2021-04-20,14149.0,Astaxanthin
334,2021-04-21,14800.0,Astaxanthin
335,2021-04-22,14800.0,Astaxanthin
336,2021-04-23,16397.0,Astaxanthin
337,2021-04-24,15430.0,Astaxanthin
338,2021-04-25,15479.0,Astaxanthin
339,2021-04-26,15479.0,Astaxanthin
340,2021-04-27,16096.0,Astaxanthin
341,2021-04-28,16096.0,Astaxanthin
342,2021-04-29,15921.0,Astaxanthin
343,2021-04-30,15921.0,Astaxanthin
344,2021-05-01,13946.0,Astaxanthin
345,2021-05-02,13946.0,Astaxanthin
346,2021-05-03,15414.0,Astaxanthin
347,2021-05-04,15414.0,Astaxanthin
348,2021-05-05,18267.0,Astaxanthin
349,2021-05-06,16216.0,Astaxanthin
350,2021-05-07,15869.0,Astaxanthin
351,2021-05-08,17896.0,Astaxanthin
352,2021-05-09,17896.0,Astaxanthin
353,2021-05-10,17679.0,Astaxanthin
354,2021-05-11,17679.0,Astaxanthin
355,2021-05-12,13725.0,Astaxanthin
356,2021-05-13,13725.0,Astaxanthin
357,2021-05-14,12766.0,Astaxanthin
358,2021-05-15,12766.0,Astaxanthin
359,2021-05-16,15208.0,Astaxanthin
360,2021-05-17,16040.0,Astaxanthin
361,2021-05-18,16040.0,Astaxanthin
362,2021-05-19,17323.0,Astaxanthin
363,2021-05-20,16180.0,Astaxanthin
364,2021-05-21,15262.0,Astaxanthin
365,2021-05-22,15262.0,Astaxanthin
366,2021-05-23,15558.0,Astaxanthin
367,2021-05-24,15558.0,Astaxanthin
368,2021-05-25,16934.0,Astaxanthin
369,2021-05-26,18059.0,Astaxanthin
370,2021-05-27,18059.0,Astaxanthin
371,2021-05-28,16071.0,Astaxanthin
372,2021-05-29,16071.0,Astaxanthin
373,2021-05-30,16071.0,Astaxanthin
374,2021-05-31,19245.0,Astaxanthin
375,2021-06-01,18690.0,Astaxanthin
376,2021-06-02,18690.0,Astaxanthin
377,2021-06-03,18602.0,Astaxanthin
378,2021-06-04,18602.0,Astaxanthin
379,2021-06-05,18602.0,Astaxanthin
380,2021-06-06,18105.0,Astaxanthin
381,2021-06-07,17930.0,Astaxanthin
382,2021-06-08,14325.0,Astaxanthin
383,2021-06-09,14325.0,Astaxanthin
384,2021-06-10,14325.0,Astaxanthin
385,2021-06-11,13156.0,Astaxanthin
386,2021-06-12,14383.0,Astaxanthin
387,2021-06-13,14383.0,Astaxanthin
388,2021-06-14,11883.0,Astaxanthin
389,2021-06-15,11883.0,Astaxanthin
390,2021-06-16,14871.0,Astaxanthin
391,2021-06-17,13371.0,Astaxanthin
392,2021-06-18,13371.0,Astaxanthin
393,2021-06-19,13371.0,Astaxanthin
394,2021-06-20,14870.0,Astaxanthin
395,2021-06-21,15047.0,Astaxanthin
396,2021-06-22,20605.0,Astaxanthin
397,2021-06-23,20605.0,Astaxanthin
398,2021-06-24,17841.0,Astaxanthin
399,2021-06-25,20833.0,Astaxanthin
400,2021-06-26,20833.0,Astaxanthin
401,2021-06-27,20833.0,Astaxanthin
402,2021-06-28,18300.0,Astaxanthin
403,2021-06-29,18300.0,Astaxanthin
404,2021-06-30,21918.0,Astaxanthin
405,2021-07-01,21918.0,Astaxanthin
406,2021-07-02,16758.0,Astaxanthin
407,2021-07-03,16758.0,Astaxanthin
408,2021-07-04,14762.0,Astaxanthin
409,2021-07-05,14762.0,Astaxanthin
410,2021-07-06,16025.0,Astaxanthin
411,2021-07-07,12722.0,Astaxanthin
412,2021-07-08,12722.0,Astaxanthin
413,2021-07-09,17777.0,Astaxanthin
414,2021-07-10,54999.0,Astaxanthin
415,2021-07-11,16338.0,Astaxanthin
