,date,value,name_B07NY6LF9P
75,2020-08-10,998.0,Paper & Paper Crafts
76,2020-08-11,1084.0,Paper & Paper Crafts
77,2020-08-12,1162.0,Paper & Paper Crafts
78,2020-08-13,1127.0,Paper & Paper Crafts
79,2020-08-14,1127.0,Paper & Paper Crafts
80,2020-08-15,1127.0,Paper & Paper Crafts
81,2020-08-16,1361.0,Paper & Paper Crafts
82,2020-08-17,1093.0,Paper & Paper Crafts
83,2020-08-18,1196.0,Paper & Paper Crafts
84,2020-08-19,1448.0,Paper & Paper Crafts
85,2020-08-20,1448.0,Paper & Paper Crafts
86,2020-08-21,1448.0,Paper & Paper Crafts
87,2020-08-22,1166.0,Paper & Paper Crafts
88,2020-08-23,1166.0,Paper & Paper Crafts
89,2020-08-24,1166.0,Paper & Paper Crafts
90,2020-08-25,1135.0,Paper & Paper Crafts
91,2020-08-26,1135.0,Paper & Paper Crafts
92,2020-08-27,1135.0,Paper & Paper Crafts
93,2020-08-28,1156.0,Paper & Paper Crafts
94,2020-08-29,1156.0,Paper & Paper Crafts
95,2020-08-30,1156.0,Paper & Paper Crafts
96,2020-08-31,1616.0,Paper & Paper Crafts
97,2020-09-01,1616.0,Paper & Paper Crafts
98,2020-09-02,1616.0,Paper & Paper Crafts
99,2020-09-03,1846.0,Paper & Paper Crafts
100,2020-09-04,1846.0,Paper & Paper Crafts
101,2020-09-05,1846.0,Paper & Paper Crafts
102,2020-09-06,1857.0,Paper & Paper Crafts
103,2020-09-07,1857.0,Paper & Paper Crafts
104,2020-09-08,1568.0,Paper & Paper Crafts
105,2020-09-09,1568.0,Paper & Paper Crafts
106,2020-09-10,1568.0,Paper & Paper Crafts
107,2020-09-11,1565.0,Paper & Paper Crafts
108,2020-09-12,1565.0,Paper & Paper Crafts
109,2020-09-13,1565.0,Paper & Paper Crafts
110,2020-09-14,2332.0,Paper & Paper Crafts
111,2020-09-15,2644.0,Paper & Paper Crafts
112,2020-09-16,2644.0,Paper & Paper Crafts
113,2020-09-17,2811.0,Paper & Paper Crafts
114,2020-09-18,2624.0,Paper & Paper Crafts
115,2020-09-19,2624.0,Paper & Paper Crafts
116,2020-09-20,1804.0,Paper & Paper Crafts
117,2020-09-21,2475.0,Paper & Paper Crafts
118,2020-09-22,2475.0,Paper & Paper Crafts
119,2020-09-23,3642.0,Paper & Paper Crafts
120,2020-09-24,2991.0,Paper & Paper Crafts
121,2020-09-25,2991.0,Paper & Paper Crafts
122,2020-09-26,2359.0,Paper & Paper Crafts
123,2020-09-27,2359.0,Paper & Paper Crafts
124,2020-09-28,2359.0,Paper & Paper Crafts
125,2020-09-29,3660.0,Paper & Paper Crafts
126,2020-09-30,2784.0,Paper & Paper Crafts
127,2020-10-01,2617.0,Paper & Paper Crafts
128,2020-10-02,2617.0,Paper & Paper Crafts
129,2020-10-03,2617.0,Paper & Paper Crafts
130,2020-10-04,2148.0,Paper & Paper Crafts
131,2020-10-05,2298.0,Paper & Paper Crafts
132,2020-10-06,2111.0,Paper & Paper Crafts
133,2020-10-07,2111.0,Paper & Paper Crafts
134,2020-10-08,2111.0,Paper & Paper Crafts
135,2020-10-09,2771.0,Paper & Paper Crafts
136,2020-10-10,3232.0,Paper & Paper Crafts
137,2020-10-11,3232.0,Paper & Paper Crafts
138,2020-10-12,3255.0,Paper & Paper Crafts
139,2020-10-13,3159.0,Paper & Paper Crafts
140,2020-10-14,3159.0,Paper & Paper Crafts
141,2020-10-15,3159.0,Paper & Paper Crafts
142,2020-10-16,1573.0,Paper & Paper Crafts
143,2020-10-17,1573.0,Paper & Paper Crafts
144,2020-10-18,1573.0,Paper & Paper Crafts
145,2020-10-19,2070.0,Paper & Paper Crafts
146,2020-10-20,2070.0,Paper & Paper Crafts
147,2020-10-21,2070.0,Paper & Paper Crafts
148,2020-10-22,1458.0,Paper & Paper Crafts
149,2020-10-23,1458.0,Paper & Paper Crafts
150,2020-10-24,1006.0,Paper & Paper Crafts
151,2020-10-25,1006.0,Paper & Paper Crafts
152,2020-10-26,1006.0,Paper & Paper Crafts
153,2020-10-27,1572.0,Paper & Paper Crafts
154,2020-10-28,1572.0,Paper & Paper Crafts
155,2020-10-29,1394.0,Paper & Paper Crafts
156,2020-10-30,1394.0,Paper & Paper Crafts
157,2020-10-31,1394.0,Paper & Paper Crafts
158,2020-11-01,1040.0,Paper & Paper Crafts
159,2020-11-02,1040.0,Paper & Paper Crafts
160,2020-11-03,1040.0,Paper & Paper Crafts
161,2020-11-04,1000.0,Paper & Paper Crafts
162,2020-11-05,994.0,Paper & Paper Crafts
163,2020-11-06,994.0,Paper & Paper Crafts
164,2020-11-07,948.0,Paper & Paper Crafts
165,2020-11-08,948.0,Paper & Paper Crafts
166,2020-11-09,948.0,Paper & Paper Crafts
167,2020-11-10,483.0,Paper & Paper Crafts
168,2020-11-11,483.0,Paper & Paper Crafts
169,2020-11-12,760.0,Paper & Paper Crafts
170,2020-11-13,760.0,Paper & Paper Crafts
171,2020-11-14,760.0,Paper & Paper Crafts
172,2020-11-15,753.0,Paper & Paper Crafts
173,2020-11-16,736.0,Paper & Paper Crafts
174,2020-11-17,672.0,Paper & Paper Crafts
175,2020-11-18,672.0,Paper & Paper Crafts
176,2020-11-19,672.0,Paper & Paper Crafts
177,2020-11-20,424.0,Paper & Paper Crafts
178,2020-11-21,424.0,Paper & Paper Crafts
179,2020-11-22,332.0,Paper & Paper Crafts
180,2020-11-23,332.0,Paper & Paper Crafts
181,2020-11-24,332.0,Paper & Paper Crafts
182,2020-11-25,464.0,Paper & Paper Crafts
183,2020-11-26,415.0,Paper & Paper Crafts
184,2020-11-27,415.0,Paper & Paper Crafts
185,2020-11-28,134.0,Paper & Paper Crafts
186,2020-11-29,134.0,Paper & Paper Crafts
187,2020-11-30,226.0,Paper & Paper Crafts
188,2020-12-01,226.0,Paper & Paper Crafts
189,2020-12-02,226.0,Paper & Paper Crafts
190,2020-12-03,767.0,Paper & Paper Crafts
191,2020-12-04,767.0,Paper & Paper Crafts
192,2020-12-05,767.0,Paper & Paper Crafts
193,2020-12-06,767.0,Paper & Paper Crafts
194,2020-12-07,767.0,Paper & Paper Crafts
195,2020-12-08,8681.0,Paper & Paper Crafts
196,2020-12-09,5021.0,Paper & Paper Crafts
197,2020-12-10,5021.0,Paper & Paper Crafts
198,2020-12-11,2929.0,Paper & Paper Crafts
199,2020-12-12,2929.0,Paper & Paper Crafts
200,2020-12-13,2929.0,Paper & Paper Crafts
201,2020-12-14,750.0,Paper & Paper Crafts
202,2020-12-15,750.0,Paper & Paper Crafts
203,2020-12-16,295.0,Paper & Paper Crafts
204,2020-12-17,295.0,Paper & Paper Crafts
205,2020-12-18,295.0,Paper & Paper Crafts
206,2020-12-19,365.0,Paper & Paper Crafts
207,2020-12-20,365.0,Paper & Paper Crafts
208,2020-12-21,336.0,Paper & Paper Crafts
209,2020-12-22,419.0,Paper & Paper Crafts
210,2020-12-23,460.0,Paper & Paper Crafts
211,2020-12-24,576.0,Paper & Paper Crafts
212,2020-12-25,576.0,Paper & Paper Crafts
213,2020-12-26,492.0,Paper & Paper Crafts
214,2020-12-27,492.0,Paper & Paper Crafts
215,2020-12-28,492.0,Paper & Paper Crafts
216,2020-12-29,576.0,Paper & Paper Crafts
217,2020-12-30,576.0,Paper & Paper Crafts
218,2020-12-31,576.0,Paper & Paper Crafts
219,2021-01-01,534.0,Paper & Paper Crafts
220,2021-01-02,534.0,Paper & Paper Crafts
221,2021-01-03,591.0,Paper & Paper Crafts
222,2021-01-04,591.0,Paper & Paper Crafts
223,2021-01-05,591.0,Paper & Paper Crafts
224,2021-01-06,842.0,Paper & Paper Crafts
225,2021-01-07,942.0,Paper & Paper Crafts
226,2021-01-08,1139.0,Paper & Paper Crafts
227,2021-01-09,1139.0,Paper & Paper Crafts
228,2021-01-10,1634.0,Paper & Paper Crafts
229,2021-01-11,1634.0,Paper & Paper Crafts
230,2021-01-12,1571.0,Paper & Paper Crafts
231,2021-01-13,1571.0,Paper & Paper Crafts
232,2021-01-14,1571.0,Paper & Paper Crafts
233,2021-01-15,1525.0,Paper & Paper Crafts
234,2021-01-16,1525.0,Paper & Paper Crafts
235,2021-01-17,1525.0,Paper & Paper Crafts
236,2021-01-18,1112.0,Paper & Paper Crafts
237,2021-01-19,911.0,Paper & Paper Crafts
238,2021-01-20,771.0,Paper & Paper Crafts
239,2021-01-21,1049.0,Paper & Paper Crafts
240,2021-01-22,1049.0,Paper & Paper Crafts
241,2021-01-23,1049.0,Paper & Paper Crafts
242,2021-01-24,1049.0,Paper & Paper Crafts
243,2021-01-25,1329.0,Paper & Paper Crafts
244,2021-01-26,1329.0,Paper & Paper Crafts
245,2021-01-27,1329.0,Paper & Paper Crafts
246,2021-01-28,1368.0,Paper & Paper Crafts
247,2021-01-29,1254.0,Paper & Paper Crafts
248,2021-01-30,1146.0,Paper & Paper Crafts
249,2021-01-31,1146.0,Paper & Paper Crafts
250,2021-02-01,826.0,Paper & Paper Crafts
251,2021-02-02,626.0,Paper & Paper Crafts
252,2021-02-03,626.0,Paper & Paper Crafts
253,2021-02-04,611.0,Paper & Paper Crafts
254,2021-02-05,512.0,Paper & Paper Crafts
255,2021-02-06,512.0,Paper & Paper Crafts
256,2021-02-07,522.0,Paper & Paper Crafts
257,2021-02-08,522.0,Paper & Paper Crafts
258,2021-02-09,522.0,Paper & Paper Crafts
259,2021-02-10,383.0,Paper & Paper Crafts
260,2021-02-11,383.0,Paper & Paper Crafts
261,2021-02-12,470.0,Paper & Paper Crafts
262,2021-02-13,508.0,Paper & Paper Crafts
263,2021-02-14,508.0,Paper & Paper Crafts
264,2021-02-15,477.0,Paper & Paper Crafts
265,2021-02-16,400.0,Paper & Paper Crafts
266,2021-02-17,400.0,Paper & Paper Crafts
267,2021-02-18,400.0,Paper & Paper Crafts
268,2021-02-19,432.0,Paper & Paper Crafts
269,2021-02-20,547.0,Paper & Paper Crafts
270,2021-02-21,473.0,Paper & Paper Crafts
271,2021-02-22,641.0,Paper & Paper Crafts
272,2021-02-23,641.0,Paper & Paper Crafts
273,2021-02-24,439.0,Paper & Paper Crafts
274,2021-02-25,439.0,Paper & Paper Crafts
275,2021-02-26,439.0,Paper & Paper Crafts
276,2021-02-27,915.0,Paper & Paper Crafts
277,2021-02-28,915.0,Paper & Paper Crafts
278,2021-03-01,930.0,Paper & Paper Crafts
279,2021-03-02,873.0,Paper & Paper Crafts
280,2021-03-03,730.0,Paper & Paper Crafts
281,2021-03-04,730.0,Paper & Paper Crafts
282,2021-03-05,676.0,Paper & Paper Crafts
283,2021-03-06,676.0,Paper & Paper Crafts
284,2021-03-07,645.0,Paper & Paper Crafts
285,2021-03-08,841.0,Paper & Paper Crafts
286,2021-03-09,867.0,Paper & Paper Crafts
287,2021-03-10,1149.0,Paper & Paper Crafts
288,2021-03-11,1471.0,Paper & Paper Crafts
289,2021-03-12,1471.0,Paper & Paper Crafts
290,2021-03-13,2147.0,Paper & Paper Crafts
291,2021-03-14,2147.0,Paper & Paper Crafts
292,2021-03-15,1838.0,Paper & Paper Crafts
293,2021-03-16,1838.0,Paper & Paper Crafts
294,2021-03-17,1733.0,Paper & Paper Crafts
295,2021-03-18,1733.0,Paper & Paper Crafts
296,2021-03-19,1733.0,Paper & Paper Crafts
297,2021-03-20,1733.0,Paper & Paper Crafts
298,2021-03-21,1733.0,Paper & Paper Crafts
299,2021-03-22,1885.0,Paper & Paper Crafts
300,2021-03-23,1885.0,Paper & Paper Crafts
301,2021-03-24,1885.0,Paper & Paper Crafts
302,2021-03-25,1109.0,Paper & Paper Crafts
303,2021-03-26,1109.0,Paper & Paper Crafts
304,2021-03-27,1109.0,Paper & Paper Crafts
305,2021-03-28,1521.0,Paper & Paper Crafts
306,2021-03-29,1521.0,Paper & Paper Crafts
307,2021-03-30,1871.0,Paper & Paper Crafts
308,2021-03-31,2123.0,Paper & Paper Crafts
309,2021-04-01,2123.0,Paper & Paper Crafts
310,2021-04-02,2123.0,Paper & Paper Crafts
311,2021-04-03,1515.0,Paper & Paper Crafts
312,2021-04-04,1515.0,Paper & Paper Crafts
313,2021-04-05,1515.0,Paper & Paper Crafts
314,2021-04-06,1515.0,Paper & Paper Crafts
315,2021-04-07,2132.0,Paper & Paper Crafts
316,2021-04-08,2132.0,Paper & Paper Crafts
317,2021-04-09,2222.0,Paper & Paper Crafts
318,2021-04-10,2222.0,Paper & Paper Crafts
319,2021-04-11,1786.0,Paper & Paper Crafts
320,2021-04-12,1786.0,Paper & Paper Crafts
321,2021-04-13,1786.0,Paper & Paper Crafts
322,2021-04-14,2608.0,Paper & Paper Crafts
323,2021-04-15,3026.0,Paper & Paper Crafts
324,2021-04-16,1910.0,Paper & Paper Crafts
325,2021-04-17,1910.0,Paper & Paper Crafts
326,2021-04-18,1910.0,Paper & Paper Crafts
327,2021-04-19,2354.0,Paper & Paper Crafts
328,2021-04-20,2010.0,Paper & Paper Crafts
329,2021-04-21,2010.0,Paper & Paper Crafts
330,2021-04-22,2206.0,Paper & Paper Crafts
331,2021-04-23,2206.0,Paper & Paper Crafts
332,2021-04-24,2206.0,Paper & Paper Crafts
333,2021-04-25,2079.0,Paper & Paper Crafts
334,2021-04-26,2079.0,Paper & Paper Crafts
335,2021-04-27,2079.0,Paper & Paper Crafts
336,2021-04-28,2079.0,Paper & Paper Crafts
337,2021-04-29,2297.0,Paper & Paper Crafts
338,2021-04-30,2515.0,Paper & Paper Crafts
339,2021-05-01,2359.0,Paper & Paper Crafts
340,2021-05-02,2359.0,Paper & Paper Crafts
341,2021-05-03,2528.0,Paper & Paper Crafts
342,2021-05-04,2420.0,Paper & Paper Crafts
343,2021-05-05,3030.0,Paper & Paper Crafts
344,2021-05-06,2547.0,Paper & Paper Crafts
345,2021-05-07,2547.0,Paper & Paper Crafts
346,2021-05-08,2252.0,Paper & Paper Crafts
347,2021-05-09,1753.0,Paper & Paper Crafts
348,2021-05-10,2623.0,Paper & Paper Crafts
349,2021-05-11,2304.0,Paper & Paper Crafts
350,2021-05-12,2296.0,Paper & Paper Crafts
351,2021-05-13,2259.0,Paper & Paper Crafts
352,2021-05-14,2771.0,Paper & Paper Crafts
353,2021-05-15,2149.0,Paper & Paper Crafts
354,2021-05-16,2149.0,Paper & Paper Crafts
355,2021-05-17,1751.0,Paper & Paper Crafts
356,2021-05-18,1751.0,Paper & Paper Crafts
357,2021-05-19,1919.0,Paper & Paper Crafts
358,2021-05-20,2058.0,Paper & Paper Crafts
359,2021-05-21,1770.0,Paper & Paper Crafts
360,2021-05-22,2267.0,Paper & Paper Crafts
361,2021-05-23,2267.0,Paper & Paper Crafts
362,2021-05-24,2724.0,Paper & Paper Crafts
363,2021-05-25,2724.0,Paper & Paper Crafts
364,2021-05-26,2157.0,Paper & Paper Crafts
365,2021-05-27,2395.0,Paper & Paper Crafts
366,2021-05-28,1992.0,Paper & Paper Crafts
367,2021-05-29,1992.0,Paper & Paper Crafts
368,2021-05-30,1621.0,Paper & Paper Crafts
369,2021-05-31,1621.0,Paper & Paper Crafts
370,2021-06-01,2080.0,Paper & Paper Crafts
371,2021-06-02,2627.0,Paper & Paper Crafts
372,2021-06-03,2029.0,Paper & Paper Crafts
373,2021-06-04,1659.0,Paper & Paper Crafts
374,2021-06-05,1736.0,Paper & Paper Crafts
375,2021-06-06,1870.0,Paper & Paper Crafts
376,2021-06-07,1870.0,Paper & Paper Crafts
377,2021-06-08,2212.0,Paper & Paper Crafts
378,2021-06-09,2212.0,Paper & Paper Crafts
379,2021-06-10,1988.0,Paper & Paper Crafts
380,2021-06-11,1486.0,Paper & Paper Crafts
381,2021-06-12,1486.0,Paper & Paper Crafts
382,2021-06-13,2123.0,Paper & Paper Crafts
383,2021-06-14,2502.0,Paper & Paper Crafts
384,2021-06-15,2502.0,Paper & Paper Crafts
385,2021-06-16,2285.0,Paper & Paper Crafts
386,2021-06-17,1578.0,Paper & Paper Crafts
387,2021-06-18,1578.0,Paper & Paper Crafts
388,2021-06-19,1377.0,Paper & Paper Crafts
389,2021-06-20,1377.0,Paper & Paper Crafts
390,2021-06-21,1509.0,Paper & Paper Crafts
391,2021-06-22,1509.0,Paper & Paper Crafts
392,2021-06-23,229.0,Paper & Paper Crafts
393,2021-06-24,472.0,Paper & Paper Crafts
394,2021-06-25,796.0,Paper & Paper Crafts
395,2021-06-26,796.0,Paper & Paper Crafts
396,2021-06-27,994.0,Paper & Paper Crafts
397,2021-06-28,1126.0,Paper & Paper Crafts
398,2021-06-29,1363.0,Paper & Paper Crafts
399,2021-06-30,1438.0,Paper & Paper Crafts
400,2021-07-01,1438.0,Paper & Paper Crafts
401,2021-07-02,2116.0,Paper & Paper Crafts
402,2021-07-03,1780.0,Paper & Paper Crafts
403,2021-07-04,1780.0,Paper & Paper Crafts
404,2021-07-05,1780.0,Paper & Paper Crafts
405,2021-07-06,1865.0,Paper & Paper Crafts
406,2021-07-07,2272.0,Paper & Paper Crafts
407,2021-07-08,2272.0,Paper & Paper Crafts
408,2021-07-09,2272.0,Paper & Paper Crafts
409,2021-07-10,2751.0,Paper & Paper Crafts
