,date,value,name_B07K59DD7D
57,2018-12-31,39699.0,Carafes & Pitchers
58,2019-01-01,39699.0,Carafes & Pitchers
59,2019-01-02,19450.0,Carafes & Pitchers
60,2019-01-03,19450.0,Carafes & Pitchers
61,2019-01-04,25421.0,Carafes & Pitchers
62,2019-01-05,25421.0,Carafes & Pitchers
63,2019-01-06,25421.0,Carafes & Pitchers
64,2019-01-07,37190.0,Carafes & Pitchers
65,2019-01-08,29828.0,Carafes & Pitchers
66,2019-01-09,25537.0,Carafes & Pitchers
67,2019-01-10,25537.0,Carafes & Pitchers
68,2019-01-11,22453.0,Carafes & Pitchers
69,2019-01-12,32684.0,Carafes & Pitchers
70,2019-01-13,32684.0,Carafes & Pitchers
71,2019-01-14,22529.0,Carafes & Pitchers
72,2019-01-15,22529.0,Carafes & Pitchers
73,2019-01-16,36672.0,Carafes & Pitchers
74,2019-01-17,36672.0,Carafes & Pitchers
75,2019-01-18,46069.0,Carafes & Pitchers
76,2019-01-19,46069.0,Carafes & Pitchers
77,2019-01-20,46069.0,Carafes & Pitchers
78,2019-01-21,37586.0,Carafes & Pitchers
79,2019-01-22,37586.0,Carafes & Pitchers
80,2019-01-23,37586.0,Carafes & Pitchers
81,2019-01-24,37586.0,Carafes & Pitchers
82,2019-01-25,53501.0,Carafes & Pitchers
83,2019-01-26,31801.0,Carafes & Pitchers
84,2019-01-27,68715.0,Carafes & Pitchers
85,2019-01-28,99248.0,Carafes & Pitchers
86,2019-01-29,111782.0,Carafes & Pitchers
87,2019-01-30,119314.0,Carafes & Pitchers
88,2019-01-31,119314.0,Carafes & Pitchers
89,2019-02-01,131109.0,Carafes & Pitchers
90,2019-02-02,131109.0,Carafes & Pitchers
91,2019-02-03,131109.0,Carafes & Pitchers
92,2019-02-04,131109.0,Carafes & Pitchers
93,2019-02-05,144853.0,Carafes & Pitchers
94,2019-02-06,144853.0,Carafes & Pitchers
95,2019-02-07,144853.0,Carafes & Pitchers
96,2019-02-08,144853.0,Carafes & Pitchers
97,2019-02-09,144853.0,Carafes & Pitchers
98,2019-02-10,144853.0,Carafes & Pitchers
99,2019-02-11,144853.0,Carafes & Pitchers
100,2019-02-12,30288.0,Carafes & Pitchers
101,2019-02-13,15788.0,Carafes & Pitchers
102,2019-02-14,35006.0,Carafes & Pitchers
103,2019-02-15,23953.0,Carafes & Pitchers
104,2019-02-16,23953.0,Carafes & Pitchers
105,2019-02-17,23953.0,Carafes & Pitchers
106,2019-02-18,19638.0,Carafes & Pitchers
107,2019-02-19,19638.0,Carafes & Pitchers
108,2019-02-20,31846.0,Carafes & Pitchers
109,2019-02-21,45760.0,Carafes & Pitchers
110,2019-02-22,45760.0,Carafes & Pitchers
111,2019-02-23,75093.0,Carafes & Pitchers
112,2019-02-24,16126.0,Carafes & Pitchers
113,2019-02-25,20531.0,Carafes & Pitchers
114,2019-02-26,19083.0,Carafes & Pitchers
115,2019-02-27,26612.0,Carafes & Pitchers
116,2019-02-28,30623.0,Carafes & Pitchers
117,2019-03-01,30623.0,Carafes & Pitchers
118,2019-03-02,30623.0,Carafes & Pitchers
119,2019-03-03,16926.0,Carafes & Pitchers
120,2019-03-04,19792.0,Carafes & Pitchers
121,2019-03-05,11495.0,Carafes & Pitchers
122,2019-03-06,11495.0,Carafes & Pitchers
123,2019-03-07,13158.0,Carafes & Pitchers
124,2019-03-08,13158.0,Carafes & Pitchers
125,2019-03-09,13691.0,Carafes & Pitchers
126,2019-03-10,10140.0,Carafes & Pitchers
127,2019-03-11,10140.0,Carafes & Pitchers
128,2019-03-12,10140.0,Carafes & Pitchers
129,2019-03-13,10140.0,Carafes & Pitchers
130,2019-03-14,10140.0,Carafes & Pitchers
131,2019-03-15,8663.0,Carafes & Pitchers
132,2019-03-16,10084.0,Carafes & Pitchers
133,2019-03-17,8077.0,Carafes & Pitchers
134,2019-03-18,8077.0,Carafes & Pitchers
135,2019-03-19,8077.0,Carafes & Pitchers
136,2019-03-20,12677.0,Carafes & Pitchers
137,2019-03-21,9008.0,Carafes & Pitchers
138,2019-03-22,12348.0,Carafes & Pitchers
139,2019-03-23,10219.0,Carafes & Pitchers
140,2019-03-24,11904.0,Carafes & Pitchers
141,2019-03-25,11904.0,Carafes & Pitchers
142,2019-03-26,11904.0,Carafes & Pitchers
143,2019-03-27,11904.0,Carafes & Pitchers
144,2019-03-28,24281.0,Carafes & Pitchers
145,2019-03-29,28872.0,Carafes & Pitchers
146,2019-03-30,16911.0,Carafes & Pitchers
147,2019-03-31,21824.0,Carafes & Pitchers
148,2019-04-01,21824.0,Carafes & Pitchers
149,2019-04-02,21824.0,Carafes & Pitchers
150,2019-04-03,21824.0,Carafes & Pitchers
151,2019-04-04,21824.0,Carafes & Pitchers
152,2019-04-05,24882.0,Carafes & Pitchers
153,2019-04-06,37130.0,Carafes & Pitchers
154,2019-04-07,37130.0,Carafes & Pitchers
155,2019-04-08,37130.0,Carafes & Pitchers
156,2019-04-09,56174.0,Carafes & Pitchers
157,2019-04-10,56174.0,Carafes & Pitchers
158,2019-04-11,38915.0,Carafes & Pitchers
159,2019-04-12,20181.0,Carafes & Pitchers
160,2019-04-13,20181.0,Carafes & Pitchers
161,2019-04-14,15680.0,Carafes & Pitchers
162,2019-04-15,11053.0,Carafes & Pitchers
163,2019-04-16,13823.0,Carafes & Pitchers
164,2019-04-17,9495.0,Carafes & Pitchers
165,2019-04-18,7011.0,Carafes & Pitchers
166,2019-04-19,7581.0,Carafes & Pitchers
167,2019-04-20,7581.0,Carafes & Pitchers
168,2019-04-21,8604.0,Carafes & Pitchers
169,2019-04-22,8306.0,Carafes & Pitchers
170,2019-04-23,8306.0,Carafes & Pitchers
171,2019-04-24,6907.0,Carafes & Pitchers
172,2019-04-25,7694.0,Carafes & Pitchers
173,2019-04-26,7694.0,Carafes & Pitchers
174,2019-04-27,7694.0,Carafes & Pitchers
175,2019-04-28,7694.0,Carafes & Pitchers
176,2019-04-29,7694.0,Carafes & Pitchers
177,2019-04-30,7694.0,Carafes & Pitchers
178,2019-05-01,7694.0,Carafes & Pitchers
179,2019-05-02,7694.0,Carafes & Pitchers
180,2019-05-03,7694.0,Carafes & Pitchers
181,2019-05-04,12203.0,Carafes & Pitchers
182,2019-05-05,10565.0,Carafes & Pitchers
183,2019-05-06,10565.0,Carafes & Pitchers
184,2019-05-07,23420.0,Carafes & Pitchers
185,2019-05-08,29529.0,Carafes & Pitchers
186,2019-05-09,11171.0,Carafes & Pitchers
187,2019-05-10,13834.0,Carafes & Pitchers
188,2019-05-11,13889.0,Carafes & Pitchers
189,2019-05-12,18323.0,Carafes & Pitchers
190,2019-05-13,9845.0,Carafes & Pitchers
191,2019-05-14,8834.0,Carafes & Pitchers
192,2019-05-15,9541.0,Carafes & Pitchers
193,2019-05-16,9541.0,Carafes & Pitchers
194,2019-05-17,5694.0,Carafes & Pitchers
195,2019-05-18,5605.0,Carafes & Pitchers
196,2019-05-19,8889.0,Carafes & Pitchers
197,2019-05-20,10632.0,Carafes & Pitchers
198,2019-05-21,8209.0,Carafes & Pitchers
199,2019-05-22,8209.0,Carafes & Pitchers
200,2019-05-23,9168.0,Carafes & Pitchers
201,2019-05-24,9795.0,Carafes & Pitchers
202,2019-05-25,8783.0,Carafes & Pitchers
203,2019-05-26,7921.0,Carafes & Pitchers
204,2019-05-27,11543.0,Carafes & Pitchers
205,2019-05-28,8603.0,Carafes & Pitchers
206,2019-05-29,13372.0,Carafes & Pitchers
207,2019-05-30,17767.0,Carafes & Pitchers
208,2019-05-31,28158.0,Carafes & Pitchers
209,2019-06-01,32989.0,Carafes & Pitchers
210,2019-06-02,48689.0,Carafes & Pitchers
211,2019-06-03,62292.0,Carafes & Pitchers
212,2019-06-04,62292.0,Carafes & Pitchers
213,2019-06-05,30040.0,Carafes & Pitchers
214,2019-06-06,48268.0,Carafes & Pitchers
215,2019-06-07,45987.0,Carafes & Pitchers
216,2019-06-08,45352.0,Carafes & Pitchers
217,2019-06-09,22704.0,Carafes & Pitchers
218,2019-06-10,16460.0,Carafes & Pitchers
219,2019-06-11,20806.0,Carafes & Pitchers
220,2019-06-12,23436.0,Carafes & Pitchers
221,2019-06-13,17242.0,Carafes & Pitchers
222,2019-06-14,13306.0,Carafes & Pitchers
223,2019-06-15,14590.0,Carafes & Pitchers
224,2019-06-16,11609.0,Carafes & Pitchers
225,2019-06-17,19553.0,Carafes & Pitchers
226,2019-06-18,15585.0,Carafes & Pitchers
227,2019-06-19,11290.0,Carafes & Pitchers
228,2019-06-20,18762.0,Carafes & Pitchers
229,2019-06-21,9619.0,Carafes & Pitchers
230,2019-06-22,7253.0,Carafes & Pitchers
231,2019-06-23,10090.0,Carafes & Pitchers
232,2019-06-24,8923.0,Carafes & Pitchers
233,2019-06-25,10345.0,Carafes & Pitchers
234,2019-06-26,10347.0,Carafes & Pitchers
235,2019-06-27,7281.0,Carafes & Pitchers
236,2019-06-28,14198.0,Carafes & Pitchers
237,2019-06-29,7820.0,Carafes & Pitchers
238,2019-06-30,7346.0,Carafes & Pitchers
239,2019-07-01,8705.0,Carafes & Pitchers
240,2019-07-02,7434.0,Carafes & Pitchers
241,2019-07-03,5732.0,Carafes & Pitchers
242,2019-07-04,8971.0,Carafes & Pitchers
243,2019-07-05,7166.0,Carafes & Pitchers
244,2019-07-06,8799.0,Carafes & Pitchers
245,2019-07-07,8778.0,Carafes & Pitchers
246,2019-07-08,10150.0,Carafes & Pitchers
247,2019-07-09,9248.0,Carafes & Pitchers
248,2019-07-10,9082.0,Carafes & Pitchers
249,2019-07-11,9596.0,Carafes & Pitchers
250,2019-07-12,9479.0,Carafes & Pitchers
251,2019-07-13,6418.0,Carafes & Pitchers
252,2019-07-14,9821.0,Carafes & Pitchers
253,2019-07-15,11892.0,Carafes & Pitchers
254,2019-07-16,13084.0,Carafes & Pitchers
255,2019-07-17,10233.0,Carafes & Pitchers
256,2019-07-18,11145.0,Carafes & Pitchers
257,2019-07-19,9147.0,Carafes & Pitchers
258,2019-07-20,10696.0,Carafes & Pitchers
259,2019-07-21,9945.0,Carafes & Pitchers
260,2019-07-22,10657.0,Carafes & Pitchers
261,2019-07-23,12695.0,Carafes & Pitchers
262,2019-07-24,9918.0,Carafes & Pitchers
263,2019-07-25,12520.0,Carafes & Pitchers
264,2019-07-26,16012.0,Carafes & Pitchers
265,2019-07-27,10198.0,Carafes & Pitchers
266,2019-07-28,11543.0,Carafes & Pitchers
267,2019-07-29,17438.0,Carafes & Pitchers
268,2019-07-30,15519.0,Carafes & Pitchers
269,2019-07-31,12157.0,Carafes & Pitchers
270,2019-08-01,14719.0,Carafes & Pitchers
271,2019-08-02,11083.0,Carafes & Pitchers
272,2019-08-03,9640.0,Carafes & Pitchers
273,2019-08-04,11417.0,Carafes & Pitchers
274,2019-08-05,7560.0,Carafes & Pitchers
275,2019-08-06,9262.0,Carafes & Pitchers
276,2019-08-07,10190.0,Carafes & Pitchers
277,2019-08-08,8189.0,Carafes & Pitchers
278,2019-08-09,9985.0,Carafes & Pitchers
279,2019-08-10,12436.0,Carafes & Pitchers
280,2019-08-11,13250.0,Carafes & Pitchers
281,2019-08-12,10937.0,Carafes & Pitchers
282,2019-08-13,10757.0,Carafes & Pitchers
283,2019-08-14,6732.0,Carafes & Pitchers
284,2019-08-15,10112.0,Carafes & Pitchers
285,2019-08-16,11395.0,Carafes & Pitchers
286,2019-08-17,11213.0,Carafes & Pitchers
287,2019-08-18,10925.0,Carafes & Pitchers
288,2019-08-19,8115.0,Carafes & Pitchers
289,2019-08-20,8115.0,Carafes & Pitchers
290,2019-08-21,12994.0,Carafes & Pitchers
291,2019-08-22,11886.0,Carafes & Pitchers
292,2019-08-23,13493.0,Carafes & Pitchers
293,2019-08-24,12303.0,Carafes & Pitchers
294,2019-08-25,17069.0,Carafes & Pitchers
295,2019-08-26,10226.0,Carafes & Pitchers
296,2019-08-27,16778.0,Carafes & Pitchers
297,2019-08-28,20765.0,Carafes & Pitchers
298,2019-08-29,25615.0,Carafes & Pitchers
299,2019-08-30,15610.0,Carafes & Pitchers
300,2019-08-31,13597.0,Carafes & Pitchers
301,2019-09-01,9922.0,Carafes & Pitchers
302,2019-09-02,11214.0,Carafes & Pitchers
303,2019-09-03,13515.0,Carafes & Pitchers
304,2019-09-04,12305.0,Carafes & Pitchers
305,2019-09-05,12522.0,Carafes & Pitchers
306,2019-09-06,11502.0,Carafes & Pitchers
307,2019-09-07,14734.0,Carafes & Pitchers
308,2019-09-08,9021.0,Carafes & Pitchers
309,2019-09-09,9021.0,Carafes & Pitchers
310,2019-09-10,9021.0,Carafes & Pitchers
311,2019-09-11,9021.0,Carafes & Pitchers
312,2019-09-12,18237.0,Carafes & Pitchers
313,2019-09-13,15192.0,Carafes & Pitchers
314,2019-09-14,16820.0,Carafes & Pitchers
315,2019-09-15,10640.0,Carafes & Pitchers
316,2019-09-16,11702.0,Carafes & Pitchers
317,2019-09-17,14444.0,Carafes & Pitchers
318,2019-09-18,15727.0,Carafes & Pitchers
319,2019-09-19,14328.0,Carafes & Pitchers
320,2019-09-20,14525.0,Carafes & Pitchers
321,2019-09-21,21843.0,Carafes & Pitchers
322,2019-09-22,19931.0,Carafes & Pitchers
323,2019-09-23,18906.0,Carafes & Pitchers
324,2019-09-24,17489.0,Carafes & Pitchers
325,2019-09-25,22630.0,Carafes & Pitchers
326,2019-09-26,16875.0,Carafes & Pitchers
327,2019-09-27,17657.0,Carafes & Pitchers
328,2019-09-28,18376.0,Carafes & Pitchers
329,2019-09-29,11556.0,Carafes & Pitchers
330,2019-09-30,10918.0,Carafes & Pitchers
331,2019-10-01,15589.0,Carafes & Pitchers
332,2019-10-02,16479.0,Carafes & Pitchers
333,2019-10-03,9014.0,Carafes & Pitchers
334,2019-10-04,15410.0,Carafes & Pitchers
335,2019-10-05,19169.0,Carafes & Pitchers
336,2019-10-06,17044.0,Carafes & Pitchers
337,2019-10-07,17044.0,Carafes & Pitchers
338,2019-10-08,17044.0,Carafes & Pitchers
339,2019-10-09,14008.0,Carafes & Pitchers
340,2019-10-10,17774.0,Carafes & Pitchers
341,2019-10-11,17774.0,Carafes & Pitchers
342,2019-10-12,17774.0,Carafes & Pitchers
343,2019-10-13,24620.0,Carafes & Pitchers
344,2019-10-14,15918.0,Carafes & Pitchers
345,2019-10-15,13841.0,Carafes & Pitchers
346,2019-10-16,15373.0,Carafes & Pitchers
347,2019-10-17,16665.0,Carafes & Pitchers
348,2019-10-18,13814.0,Carafes & Pitchers
349,2019-10-19,17394.0,Carafes & Pitchers
350,2019-10-20,15006.0,Carafes & Pitchers
351,2019-10-21,14232.0,Carafes & Pitchers
352,2019-10-22,17879.0,Carafes & Pitchers
353,2019-10-23,17529.0,Carafes & Pitchers
354,2019-10-24,21024.0,Carafes & Pitchers
355,2019-10-25,12902.0,Carafes & Pitchers
356,2019-10-26,16440.0,Carafes & Pitchers
357,2019-10-27,12681.0,Carafes & Pitchers
358,2019-10-28,19358.0,Carafes & Pitchers
359,2019-10-29,21618.0,Carafes & Pitchers
360,2019-10-30,24349.0,Carafes & Pitchers
361,2019-10-31,16993.0,Carafes & Pitchers
362,2019-11-01,20625.0,Carafes & Pitchers
363,2019-11-02,13535.0,Carafes & Pitchers
364,2019-11-03,12997.0,Carafes & Pitchers
365,2019-11-04,19218.0,Carafes & Pitchers
366,2019-11-05,20046.0,Carafes & Pitchers
367,2019-11-06,20046.0,Carafes & Pitchers
368,2019-11-07,19010.0,Carafes & Pitchers
369,2019-11-08,19010.0,Carafes & Pitchers
370,2019-11-09,19010.0,Carafes & Pitchers
371,2019-11-10,19010.0,Carafes & Pitchers
372,2019-11-11,19725.0,Carafes & Pitchers
373,2019-11-12,19725.0,Carafes & Pitchers
374,2019-11-13,19725.0,Carafes & Pitchers
375,2019-11-14,19725.0,Carafes & Pitchers
376,2019-11-15,21650.0,Carafes & Pitchers
377,2019-11-16,21650.0,Carafes & Pitchers
378,2019-11-17,21650.0,Carafes & Pitchers
379,2019-11-18,18527.0,Carafes & Pitchers
380,2019-11-19,18527.0,Carafes & Pitchers
381,2019-11-20,18527.0,Carafes & Pitchers
382,2019-11-21,14584.0,Carafes & Pitchers
383,2019-11-22,14584.0,Carafes & Pitchers
384,2019-11-23,14584.0,Carafes & Pitchers
385,2019-11-24,14584.0,Carafes & Pitchers
386,2019-11-25,13785.0,Carafes & Pitchers
387,2019-11-26,10113.0,Carafes & Pitchers
388,2019-11-27,10113.0,Carafes & Pitchers
389,2019-11-28,10113.0,Carafes & Pitchers
390,2019-11-29,10113.0,Carafes & Pitchers
391,2019-11-30,10113.0,Carafes & Pitchers
392,2019-12-01,15701.0,Carafes & Pitchers
393,2019-12-02,15701.0,Carafes & Pitchers
394,2019-12-03,15701.0,Carafes & Pitchers
395,2019-12-04,15701.0,Carafes & Pitchers
396,2019-12-05,15701.0,Carafes & Pitchers
397,2019-12-06,15701.0,Carafes & Pitchers
398,2019-12-07,21971.0,Carafes & Pitchers
399,2019-12-08,21971.0,Carafes & Pitchers
400,2019-12-09,21971.0,Carafes & Pitchers
401,2019-12-10,19820.0,Carafes & Pitchers
402,2019-12-11,19820.0,Carafes & Pitchers
403,2019-12-12,19820.0,Carafes & Pitchers
404,2019-12-13,19820.0,Carafes & Pitchers
405,2019-12-14,25901.0,Carafes & Pitchers
406,2019-12-15,25901.0,Carafes & Pitchers
407,2019-12-16,25901.0,Carafes & Pitchers
408,2019-12-17,29909.0,Carafes & Pitchers
409,2019-12-18,29909.0,Carafes & Pitchers
410,2019-12-19,29909.0,Carafes & Pitchers
411,2019-12-20,18033.0,Carafes & Pitchers
412,2019-12-21,18033.0,Carafes & Pitchers
413,2019-12-22,18033.0,Carafes & Pitchers
414,2019-12-23,18033.0,Carafes & Pitchers
415,2019-12-24,17889.0,Carafes & Pitchers
416,2019-12-25,17889.0,Carafes & Pitchers
417,2019-12-26,17889.0,Carafes & Pitchers
418,2019-12-27,22754.0,Carafes & Pitchers
419,2019-12-28,22754.0,Carafes & Pitchers
420,2019-12-29,22754.0,Carafes & Pitchers
421,2019-12-30,22754.0,Carafes & Pitchers
422,2019-12-31,17770.0,Carafes & Pitchers
423,2020-01-01,17770.0,Carafes & Pitchers
424,2020-01-02,17770.0,Carafes & Pitchers
425,2020-01-03,17770.0,Carafes & Pitchers
426,2020-01-04,17770.0,Carafes & Pitchers
427,2020-01-05,12097.0,Carafes & Pitchers
428,2020-01-06,14820.0,Carafes & Pitchers
429,2020-01-07,14820.0,Carafes & Pitchers
430,2020-01-08,16221.0,Carafes & Pitchers
431,2020-01-09,14957.0,Carafes & Pitchers
432,2020-01-10,14957.0,Carafes & Pitchers
433,2020-01-11,14957.0,Carafes & Pitchers
434,2020-01-12,14957.0,Carafes & Pitchers
435,2020-01-13,14957.0,Carafes & Pitchers
436,2020-01-14,12360.0,Carafes & Pitchers
437,2020-01-15,11690.0,Carafes & Pitchers
438,2020-01-16,16893.0,Carafes & Pitchers
439,2020-01-17,13660.0,Carafes & Pitchers
440,2020-01-18,11776.0,Carafes & Pitchers
441,2020-01-19,11776.0,Carafes & Pitchers
442,2020-01-20,11776.0,Carafes & Pitchers
443,2020-01-21,11776.0,Carafes & Pitchers
444,2020-01-22,11776.0,Carafes & Pitchers
445,2020-01-23,10643.0,Carafes & Pitchers
446,2020-01-24,10643.0,Carafes & Pitchers
447,2020-01-25,11328.0,Carafes & Pitchers
448,2020-01-26,13541.0,Carafes & Pitchers
449,2020-01-27,9859.0,Carafes & Pitchers
450,2020-01-28,9859.0,Carafes & Pitchers
451,2020-01-29,9859.0,Carafes & Pitchers
452,2020-01-30,9859.0,Carafes & Pitchers
453,2020-01-31,16208.0,Carafes & Pitchers
454,2020-02-01,16208.0,Carafes & Pitchers
455,2020-02-02,16208.0,Carafes & Pitchers
456,2020-02-03,13515.0,Carafes & Pitchers
457,2020-02-04,13515.0,Carafes & Pitchers
458,2020-02-05,18467.0,Carafes & Pitchers
459,2020-02-06,15433.0,Carafes & Pitchers
460,2020-02-07,15433.0,Carafes & Pitchers
461,2020-02-08,17225.0,Carafes & Pitchers
462,2020-02-09,20390.0,Carafes & Pitchers
463,2020-02-10,20390.0,Carafes & Pitchers
464,2020-02-11,10443.0,Carafes & Pitchers
465,2020-02-12,11603.0,Carafes & Pitchers
466,2020-02-13,9563.0,Carafes & Pitchers
467,2020-02-14,11377.0,Carafes & Pitchers
468,2020-02-15,8631.0,Carafes & Pitchers
469,2020-02-16,8631.0,Carafes & Pitchers
470,2020-02-17,10797.0,Carafes & Pitchers
471,2020-02-18,10797.0,Carafes & Pitchers
472,2020-02-19,14938.0,Carafes & Pitchers
473,2020-02-20,14938.0,Carafes & Pitchers
474,2020-02-21,11262.0,Carafes & Pitchers
475,2020-02-22,15456.0,Carafes & Pitchers
476,2020-02-23,15456.0,Carafes & Pitchers
477,2020-02-24,15456.0,Carafes & Pitchers
478,2020-02-25,14118.0,Carafes & Pitchers
479,2020-02-26,12485.0,Carafes & Pitchers
480,2020-02-27,12485.0,Carafes & Pitchers
481,2020-02-28,12398.0,Carafes & Pitchers
482,2020-02-29,12398.0,Carafes & Pitchers
483,2020-03-01,13487.0,Carafes & Pitchers
484,2020-03-02,13487.0,Carafes & Pitchers
485,2020-03-03,12351.0,Carafes & Pitchers
486,2020-03-04,17265.0,Carafes & Pitchers
487,2020-03-05,16544.0,Carafes & Pitchers
488,2020-03-06,15079.0,Carafes & Pitchers
489,2020-03-07,10221.0,Carafes & Pitchers
490,2020-03-08,-1.0,Carafes & Pitchers
