,date,value,name_B08BPBTYXC
147,2020-11-18,3318.0,Cartridges & Filters
148,2020-11-19,2990.0,Cartridges & Filters
149,2020-11-20,2547.0,Cartridges & Filters
150,2020-11-21,2864.0,Cartridges & Filters
151,2020-11-22,3080.0,Cartridges & Filters
152,2020-11-23,2691.0,Cartridges & Filters
153,2020-11-24,2197.0,Cartridges & Filters
154,2020-11-25,2432.0,Cartridges & Filters
155,2020-11-26,2431.0,Cartridges & Filters
156,2020-11-27,3942.0,Cartridges & Filters
157,2020-11-28,3846.0,Cartridges & Filters
158,2020-11-29,3846.0,Cartridges & Filters
159,2020-11-30,3846.0,Cartridges & Filters
160,2020-12-01,5959.0,Cartridges & Filters
161,2020-12-02,5652.0,Cartridges & Filters
162,2020-12-03,5594.0,Cartridges & Filters
163,2020-12-04,5594.0,Cartridges & Filters
164,2020-12-05,5594.0,Cartridges & Filters
165,2020-12-06,7017.0,Cartridges & Filters
166,2020-12-07,7086.0,Cartridges & Filters
167,2020-12-08,6031.0,Cartridges & Filters
168,2020-12-09,6031.0,Cartridges & Filters
169,2020-12-10,4577.0,Cartridges & Filters
170,2020-12-11,4577.0,Cartridges & Filters
171,2020-12-12,4577.0,Cartridges & Filters
172,2020-12-13,7551.0,Cartridges & Filters
173,2020-12-14,4037.0,Cartridges & Filters
174,2020-12-15,4037.0,Cartridges & Filters
175,2020-12-16,5311.0,Cartridges & Filters
176,2020-12-17,5311.0,Cartridges & Filters
177,2020-12-18,5311.0,Cartridges & Filters
178,2020-12-19,7873.0,Cartridges & Filters
179,2020-12-20,7873.0,Cartridges & Filters
180,2020-12-21,7873.0,Cartridges & Filters
181,2020-12-22,5895.0,Cartridges & Filters
182,2020-12-23,5554.0,Cartridges & Filters
183,2020-12-24,5554.0,Cartridges & Filters
184,2020-12-25,5554.0,Cartridges & Filters
185,2020-12-26,5554.0,Cartridges & Filters
186,2020-12-27,8542.0,Cartridges & Filters
187,2020-12-28,8542.0,Cartridges & Filters
188,2020-12-29,8122.0,Cartridges & Filters
189,2020-12-30,5636.0,Cartridges & Filters
190,2020-12-31,4895.0,Cartridges & Filters
191,2021-01-01,4895.0,Cartridges & Filters
192,2021-01-02,4895.0,Cartridges & Filters
193,2021-01-03,4895.0,Cartridges & Filters
194,2021-01-04,6786.0,Cartridges & Filters
195,2021-01-05,6786.0,Cartridges & Filters
196,2021-01-06,6786.0,Cartridges & Filters
197,2021-01-07,6786.0,Cartridges & Filters
198,2021-01-08,4314.0,Cartridges & Filters
199,2021-01-09,5031.0,Cartridges & Filters
200,2021-01-10,5031.0,Cartridges & Filters
201,2021-01-11,5445.0,Cartridges & Filters
202,2021-01-12,5445.0,Cartridges & Filters
203,2021-01-13,6140.0,Cartridges & Filters
204,2021-01-14,5604.0,Cartridges & Filters
205,2021-01-15,5604.0,Cartridges & Filters
206,2021-01-16,5604.0,Cartridges & Filters
207,2021-01-17,6021.0,Cartridges & Filters
208,2021-01-18,6021.0,Cartridges & Filters
209,2021-01-19,6021.0,Cartridges & Filters
210,2021-01-20,5228.0,Cartridges & Filters
211,2021-01-21,5014.0,Cartridges & Filters
212,2021-01-22,6039.0,Cartridges & Filters
213,2021-01-23,3555.0,Cartridges & Filters
214,2021-01-24,3555.0,Cartridges & Filters
215,2021-01-25,2414.0,Cartridges & Filters
216,2021-01-26,2414.0,Cartridges & Filters
217,2021-01-27,2414.0,Cartridges & Filters
218,2021-01-28,2649.0,Cartridges & Filters
219,2021-01-29,2649.0,Cartridges & Filters
220,2021-01-30,1658.0,Cartridges & Filters
221,2021-01-31,1658.0,Cartridges & Filters
222,2021-02-01,1882.0,Cartridges & Filters
223,2021-02-02,1882.0,Cartridges & Filters
224,2021-02-03,1603.0,Cartridges & Filters
225,2021-02-04,1603.0,Cartridges & Filters
226,2021-02-05,1496.0,Cartridges & Filters
227,2021-02-06,1496.0,Cartridges & Filters
228,2021-02-07,1526.0,Cartridges & Filters
229,2021-02-08,1567.0,Cartridges & Filters
230,2021-02-09,1567.0,Cartridges & Filters
231,2021-02-10,3565.0,Cartridges & Filters
232,2021-02-11,3565.0,Cartridges & Filters
233,2021-02-12,3565.0,Cartridges & Filters
234,2021-02-13,3825.0,Cartridges & Filters
235,2021-02-14,3825.0,Cartridges & Filters
236,2021-02-15,3825.0,Cartridges & Filters
237,2021-02-16,3356.0,Cartridges & Filters
238,2021-02-17,3356.0,Cartridges & Filters
239,2021-02-18,5242.0,Cartridges & Filters
240,2021-02-19,5242.0,Cartridges & Filters
241,2021-02-20,5242.0,Cartridges & Filters
242,2021-02-21,4658.0,Cartridges & Filters
243,2021-02-22,4658.0,Cartridges & Filters
244,2021-02-23,4658.0,Cartridges & Filters
245,2021-02-24,7054.0,Cartridges & Filters
246,2021-02-25,7054.0,Cartridges & Filters
247,2021-02-26,7351.0,Cartridges & Filters
248,2021-02-27,7756.0,Cartridges & Filters
249,2021-02-28,7756.0,Cartridges & Filters
250,2021-03-01,7756.0,Cartridges & Filters
251,2021-03-02,7457.0,Cartridges & Filters
252,2021-03-03,6201.0,Cartridges & Filters
253,2021-03-04,6201.0,Cartridges & Filters
254,2021-03-05,6201.0,Cartridges & Filters
255,2021-03-06,6201.0,Cartridges & Filters
256,2021-03-07,8565.0,Cartridges & Filters
257,2021-03-08,8565.0,Cartridges & Filters
258,2021-03-09,8565.0,Cartridges & Filters
259,2021-03-10,5944.0,Cartridges & Filters
260,2021-03-11,5944.0,Cartridges & Filters
261,2021-03-12,5944.0,Cartridges & Filters
262,2021-03-13,4371.0,Cartridges & Filters
263,2021-03-14,4227.0,Cartridges & Filters
264,2021-03-15,5751.0,Cartridges & Filters
265,2021-03-16,5751.0,Cartridges & Filters
266,2021-03-17,7621.0,Cartridges & Filters
267,2021-03-18,7621.0,Cartridges & Filters
268,2021-03-19,7621.0,Cartridges & Filters
269,2021-03-20,10539.0,Cartridges & Filters
270,2021-03-21,10316.0,Cartridges & Filters
271,2021-03-22,10316.0,Cartridges & Filters
272,2021-03-23,12562.0,Cartridges & Filters
273,2021-03-24,13948.0,Cartridges & Filters
274,2021-03-25,12992.0,Cartridges & Filters
275,2021-03-26,12099.0,Cartridges & Filters
276,2021-03-27,12099.0,Cartridges & Filters
277,2021-03-28,11296.0,Cartridges & Filters
278,2021-03-29,11296.0,Cartridges & Filters
279,2021-03-30,11296.0,Cartridges & Filters
280,2021-03-31,11296.0,Cartridges & Filters
281,2021-04-01,15079.0,Cartridges & Filters
282,2021-04-02,15894.0,Cartridges & Filters
283,2021-04-03,15894.0,Cartridges & Filters
284,2021-04-04,15894.0,Cartridges & Filters
285,2021-04-05,15894.0,Cartridges & Filters
286,2021-04-06,15528.0,Cartridges & Filters
287,2021-04-07,16581.0,Cartridges & Filters
288,2021-04-08,16581.0,Cartridges & Filters
289,2021-04-09,16581.0,Cartridges & Filters
290,2021-04-10,16581.0,Cartridges & Filters
291,2021-04-11,16581.0,Cartridges & Filters
292,2021-04-12,17558.0,Cartridges & Filters
293,2021-04-13,17558.0,Cartridges & Filters
294,2021-04-14,17558.0,Cartridges & Filters
295,2021-04-15,11708.0,Cartridges & Filters
296,2021-04-16,11708.0,Cartridges & Filters
297,2021-04-17,10660.0,Cartridges & Filters
298,2021-04-18,11272.0,Cartridges & Filters
299,2021-04-19,11272.0,Cartridges & Filters
300,2021-04-20,11272.0,Cartridges & Filters
301,2021-04-21,11272.0,Cartridges & Filters
302,2021-04-22,13368.0,Cartridges & Filters
303,2021-04-23,13368.0,Cartridges & Filters
304,2021-04-24,14686.0,Cartridges & Filters
305,2021-04-25,14686.0,Cartridges & Filters
306,2021-04-26,14686.0,Cartridges & Filters
307,2021-04-27,14686.0,Cartridges & Filters
308,2021-04-28,17846.0,Cartridges & Filters
309,2021-04-29,17846.0,Cartridges & Filters
310,2021-04-30,27910.0,Cartridges & Filters
311,2021-05-01,27910.0,Cartridges & Filters
312,2021-05-02,27910.0,Cartridges & Filters
313,2021-05-03,18904.0,Cartridges & Filters
314,2021-05-04,18904.0,Cartridges & Filters
315,2021-05-05,24025.0,Cartridges & Filters
316,2021-05-06,24025.0,Cartridges & Filters
317,2021-05-07,24025.0,Cartridges & Filters
318,2021-05-08,24025.0,Cartridges & Filters
319,2021-05-09,19704.0,Cartridges & Filters
320,2021-05-10,19704.0,Cartridges & Filters
321,2021-05-11,15948.0,Cartridges & Filters
322,2021-05-12,15948.0,Cartridges & Filters
323,2021-05-13,13924.0,Cartridges & Filters
324,2021-05-14,13924.0,Cartridges & Filters
325,2021-05-15,14753.0,Cartridges & Filters
326,2021-05-16,17917.0,Cartridges & Filters
327,2021-05-17,17917.0,Cartridges & Filters
328,2021-05-18,16844.0,Cartridges & Filters
329,2021-05-19,16844.0,Cartridges & Filters
330,2021-05-20,17255.0,Cartridges & Filters
331,2021-05-21,17255.0,Cartridges & Filters
332,2021-05-22,17996.0,Cartridges & Filters
333,2021-05-23,17996.0,Cartridges & Filters
334,2021-05-24,17345.0,Cartridges & Filters
335,2021-05-25,17809.0,Cartridges & Filters
336,2021-05-26,15269.0,Cartridges & Filters
337,2021-05-27,15269.0,Cartridges & Filters
338,2021-05-28,20914.0,Cartridges & Filters
339,2021-05-29,20914.0,Cartridges & Filters
340,2021-05-30,19352.0,Cartridges & Filters
341,2021-05-31,19352.0,Cartridges & Filters
342,2021-06-01,24861.0,Cartridges & Filters
343,2021-06-02,24861.0,Cartridges & Filters
344,2021-06-03,20967.0,Cartridges & Filters
345,2021-06-04,20967.0,Cartridges & Filters
346,2021-06-05,20604.0,Cartridges & Filters
347,2021-06-06,15866.0,Cartridges & Filters
348,2021-06-07,15866.0,Cartridges & Filters
349,2021-06-08,18805.0,Cartridges & Filters
350,2021-06-09,18805.0,Cartridges & Filters
351,2021-06-10,20111.0,Cartridges & Filters
352,2021-06-11,20111.0,Cartridges & Filters
353,2021-06-12,20111.0,Cartridges & Filters
354,2021-06-13,20111.0,Cartridges & Filters
355,2021-06-14,20111.0,Cartridges & Filters
356,2021-06-15,20111.0,Cartridges & Filters
357,2021-06-16,13871.0,Cartridges & Filters
358,2021-06-17,13871.0,Cartridges & Filters
359,2021-06-18,15981.0,Cartridges & Filters
360,2021-06-19,16820.0,Cartridges & Filters
361,2021-06-20,14251.0,Cartridges & Filters
362,2021-06-21,14251.0,Cartridges & Filters
363,2021-06-22,19241.0,Cartridges & Filters
364,2021-06-23,19241.0,Cartridges & Filters
365,2021-06-24,19241.0,Cartridges & Filters
366,2021-06-25,19241.0,Cartridges & Filters
367,2021-06-26,16199.0,Cartridges & Filters
368,2021-06-27,16199.0,Cartridges & Filters
369,2021-06-28,16199.0,Cartridges & Filters
370,2021-06-29,20102.0,Cartridges & Filters
371,2021-06-30,20102.0,Cartridges & Filters
372,2021-07-01,20102.0,Cartridges & Filters
373,2021-07-02,25802.0,Cartridges & Filters
374,2021-07-03,25802.0,Cartridges & Filters
375,2021-07-04,25802.0,Cartridges & Filters
376,2021-07-05,25802.0,Cartridges & Filters
377,2021-07-06,23573.0,Cartridges & Filters
378,2021-07-07,23573.0,Cartridges & Filters
379,2021-07-08,23573.0,Cartridges & Filters
380,2021-07-09,25914.0,Cartridges & Filters
381,2021-07-10,25914.0,Cartridges & Filters
382,2021-07-11,26384.0,Cartridges & Filters
