,date,value,name_B00LBUO29S
62,2018-09-11,13407.0,Shade Cloth
63,2018-09-12,13407.0,Shade Cloth
64,2018-09-13,13407.0,Shade Cloth
65,2018-09-14,11583.0,Shade Cloth
66,2018-09-15,10983.0,Shade Cloth
67,2018-09-16,6524.0,Shade Cloth
68,2018-09-17,7755.0,Shade Cloth
69,2018-09-18,9690.0,Shade Cloth
70,2018-09-19,10873.0,Shade Cloth
71,2018-09-20,9116.0,Shade Cloth
72,2018-09-21,6838.0,Shade Cloth
73,2018-09-22,8085.0,Shade Cloth
74,2018-09-23,8085.0,Shade Cloth
75,2018-09-24,9226.0,Shade Cloth
76,2018-09-25,12590.0,Shade Cloth
77,2018-09-26,8974.0,Shade Cloth
78,2018-09-27,8974.0,Shade Cloth
79,2018-09-28,8974.0,Shade Cloth
80,2018-09-29,8974.0,Shade Cloth
81,2018-09-30,8974.0,Shade Cloth
82,2018-10-01,10284.0,Shade Cloth
83,2018-10-02,10284.0,Shade Cloth
84,2018-10-03,12903.0,Shade Cloth
85,2018-10-04,12903.0,Shade Cloth
86,2018-10-05,24810.0,Shade Cloth
87,2018-10-06,24810.0,Shade Cloth
88,2018-10-07,18841.0,Shade Cloth
89,2018-10-08,27553.0,Shade Cloth
90,2018-10-09,22971.0,Shade Cloth
91,2018-10-10,16274.0,Shade Cloth
92,2018-10-11,16274.0,Shade Cloth
93,2018-10-12,20501.0,Shade Cloth
94,2018-10-13,22484.0,Shade Cloth
95,2018-10-14,22484.0,Shade Cloth
96,2018-10-15,22484.0,Shade Cloth
97,2018-10-16,11410.0,Shade Cloth
98,2018-10-17,23258.0,Shade Cloth
99,2018-10-18,24632.0,Shade Cloth
100,2018-10-19,11347.0,Shade Cloth
101,2018-10-20,13202.0,Shade Cloth
102,2018-10-21,15139.0,Shade Cloth
103,2018-10-22,15139.0,Shade Cloth
104,2018-10-23,15139.0,Shade Cloth
105,2018-10-24,15139.0,Shade Cloth
106,2018-10-25,26531.0,Shade Cloth
107,2018-10-26,26531.0,Shade Cloth
108,2018-10-27,45373.0,Shade Cloth
109,2018-10-28,16742.0,Shade Cloth
110,2018-10-29,16621.0,Shade Cloth
111,2018-10-30,17975.0,Shade Cloth
112,2018-10-31,17975.0,Shade Cloth
113,2018-11-01,36911.0,Shade Cloth
114,2018-11-02,36911.0,Shade Cloth
115,2018-11-03,15289.0,Shade Cloth
116,2018-11-04,32988.0,Shade Cloth
117,2018-11-05,32988.0,Shade Cloth
118,2018-11-06,32988.0,Shade Cloth
119,2018-11-07,32988.0,Shade Cloth
120,2018-11-08,32988.0,Shade Cloth
121,2018-11-09,32988.0,Shade Cloth
122,2018-11-10,14801.0,Shade Cloth
123,2018-11-11,14801.0,Shade Cloth
124,2018-11-12,14801.0,Shade Cloth
125,2018-11-13,14801.0,Shade Cloth
126,2018-11-14,22915.0,Shade Cloth
127,2018-11-15,22915.0,Shade Cloth
128,2018-11-16,19356.0,Shade Cloth
129,2018-11-17,19356.0,Shade Cloth
130,2018-11-18,35498.0,Shade Cloth
131,2018-11-19,30976.0,Shade Cloth
132,2018-11-20,24584.0,Shade Cloth
133,2018-11-21,15868.0,Shade Cloth
134,2018-11-22,15868.0,Shade Cloth
135,2018-11-23,25038.0,Shade Cloth
136,2018-11-24,41945.0,Shade Cloth
137,2018-11-25,51983.0,Shade Cloth
138,2018-11-26,25591.0,Shade Cloth
139,2018-11-27,25591.0,Shade Cloth
140,2018-11-28,32282.0,Shade Cloth
141,2018-11-29,32282.0,Shade Cloth
142,2018-11-30,32282.0,Shade Cloth
143,2018-12-01,32282.0,Shade Cloth
144,2018-12-02,32282.0,Shade Cloth
145,2018-12-03,51390.0,Shade Cloth
146,2018-12-04,51390.0,Shade Cloth
147,2018-12-05,51390.0,Shade Cloth
148,2018-12-06,58917.0,Shade Cloth
149,2018-12-07,33451.0,Shade Cloth
150,2018-12-08,33451.0,Shade Cloth
151,2018-12-09,41684.0,Shade Cloth
152,2018-12-10,41684.0,Shade Cloth
153,2018-12-11,31848.0,Shade Cloth
154,2018-12-12,31848.0,Shade Cloth
155,2018-12-13,61359.0,Shade Cloth
156,2018-12-14,61359.0,Shade Cloth
157,2018-12-15,68337.0,Shade Cloth
158,2018-12-16,68337.0,Shade Cloth
159,2018-12-17,31219.0,Shade Cloth
160,2018-12-18,31219.0,Shade Cloth
161,2018-12-19,31219.0,Shade Cloth
162,2018-12-20,31219.0,Shade Cloth
163,2018-12-21,24139.0,Shade Cloth
164,2018-12-22,24139.0,Shade Cloth
165,2018-12-23,24139.0,Shade Cloth
166,2018-12-24,45398.0,Shade Cloth
167,2018-12-25,26433.0,Shade Cloth
168,2018-12-26,26433.0,Shade Cloth
169,2018-12-27,26433.0,Shade Cloth
170,2018-12-28,26433.0,Shade Cloth
171,2018-12-29,26433.0,Shade Cloth
172,2018-12-30,26433.0,Shade Cloth
173,2018-12-31,26433.0,Shade Cloth
174,2019-01-01,26433.0,Shade Cloth
175,2019-01-02,26433.0,Shade Cloth
176,2019-01-03,22975.0,Shade Cloth
177,2019-01-04,22975.0,Shade Cloth
178,2019-01-05,22975.0,Shade Cloth
179,2019-01-06,37533.0,Shade Cloth
180,2019-01-07,37533.0,Shade Cloth
181,2019-01-08,36385.0,Shade Cloth
182,2019-01-09,13024.0,Shade Cloth
183,2019-01-10,27411.0,Shade Cloth
184,2019-01-11,27411.0,Shade Cloth
185,2019-01-12,17790.0,Shade Cloth
186,2019-01-13,17790.0,Shade Cloth
187,2019-01-14,17790.0,Shade Cloth
188,2019-01-15,17790.0,Shade Cloth
189,2019-01-16,17790.0,Shade Cloth
190,2019-01-17,17790.0,Shade Cloth
191,2019-01-18,17790.0,Shade Cloth
192,2019-01-19,11455.0,Shade Cloth
193,2019-01-20,28934.0,Shade Cloth
194,2019-01-21,44138.0,Shade Cloth
195,2019-01-22,44138.0,Shade Cloth
196,2019-01-23,44138.0,Shade Cloth
197,2019-01-24,44138.0,Shade Cloth
198,2019-01-25,44138.0,Shade Cloth
199,2019-01-26,44138.0,Shade Cloth
200,2019-01-27,12723.0,Shade Cloth
201,2019-01-28,12723.0,Shade Cloth
202,2019-01-29,12723.0,Shade Cloth
203,2019-01-30,12723.0,Shade Cloth
204,2019-01-31,12723.0,Shade Cloth
205,2019-02-01,12723.0,Shade Cloth
206,2019-02-02,12723.0,Shade Cloth
207,2019-02-03,12723.0,Shade Cloth
208,2019-02-04,12723.0,Shade Cloth
209,2019-02-05,12723.0,Shade Cloth
210,2019-02-06,26451.0,Shade Cloth
211,2019-02-07,44256.0,Shade Cloth
212,2019-02-08,44256.0,Shade Cloth
213,2019-02-09,44256.0,Shade Cloth
214,2019-02-10,27048.0,Shade Cloth
215,2019-02-11,27048.0,Shade Cloth
216,2019-02-12,36541.0,Shade Cloth
217,2019-02-13,29294.0,Shade Cloth
218,2019-02-14,16298.0,Shade Cloth
219,2019-02-15,16298.0,Shade Cloth
220,2019-02-16,16298.0,Shade Cloth
221,2019-02-17,16298.0,Shade Cloth
222,2019-02-18,16298.0,Shade Cloth
223,2019-02-19,10961.0,Shade Cloth
224,2019-02-20,10961.0,Shade Cloth
225,2019-02-21,12606.0,Shade Cloth
226,2019-02-22,12606.0,Shade Cloth
227,2019-02-23,12606.0,Shade Cloth
228,2019-02-24,11420.0,Shade Cloth
229,2019-02-25,11420.0,Shade Cloth
230,2019-02-26,12524.0,Shade Cloth
231,2019-02-27,12524.0,Shade Cloth
232,2019-02-28,32250.0,Shade Cloth
233,2019-03-01,32250.0,Shade Cloth
234,2019-03-02,32250.0,Shade Cloth
235,2019-03-03,35643.0,Shade Cloth
236,2019-03-04,46136.0,Shade Cloth
237,2019-03-05,33535.0,Shade Cloth
238,2019-03-06,33535.0,Shade Cloth
239,2019-03-07,24690.0,Shade Cloth
240,2019-03-08,24690.0,Shade Cloth
241,2019-03-09,24690.0,Shade Cloth
242,2019-03-10,16528.0,Shade Cloth
243,2019-03-11,16528.0,Shade Cloth
244,2019-03-12,16528.0,Shade Cloth
245,2019-03-13,22346.0,Shade Cloth
246,2019-03-14,11375.0,Shade Cloth
247,2019-03-15,11375.0,Shade Cloth
248,2019-03-16,11375.0,Shade Cloth
249,2019-03-17,11375.0,Shade Cloth
250,2019-03-18,13495.0,Shade Cloth
251,2019-03-19,13495.0,Shade Cloth
252,2019-03-20,15634.0,Shade Cloth
253,2019-03-21,22383.0,Shade Cloth
254,2019-03-22,22383.0,Shade Cloth
255,2019-03-23,22592.0,Shade Cloth
256,2019-03-24,36428.0,Shade Cloth
257,2019-03-25,36428.0,Shade Cloth
258,2019-03-26,15916.0,Shade Cloth
259,2019-03-27,15916.0,Shade Cloth
260,2019-03-28,15916.0,Shade Cloth
261,2019-03-29,19052.0,Shade Cloth
262,2019-03-30,19052.0,Shade Cloth
263,2019-03-31,18249.0,Shade Cloth
264,2019-04-01,12269.0,Shade Cloth
265,2019-04-02,16690.0,Shade Cloth
266,2019-04-03,16690.0,Shade Cloth
267,2019-04-04,26885.0,Shade Cloth
268,2019-04-05,36460.0,Shade Cloth
269,2019-04-06,41564.0,Shade Cloth
270,2019-04-07,46146.0,Shade Cloth
271,2019-04-08,46146.0,Shade Cloth
272,2019-04-09,46146.0,Shade Cloth
273,2019-04-10,15219.0,Shade Cloth
274,2019-04-11,11600.0,Shade Cloth
275,2019-04-12,11600.0,Shade Cloth
276,2019-04-13,11600.0,Shade Cloth
277,2019-04-14,19441.0,Shade Cloth
278,2019-04-15,19441.0,Shade Cloth
279,2019-04-16,13186.0,Shade Cloth
280,2019-04-17,21729.0,Shade Cloth
281,2019-04-18,21729.0,Shade Cloth
282,2019-04-19,21729.0,Shade Cloth
283,2019-04-20,19135.0,Shade Cloth
284,2019-04-21,19135.0,Shade Cloth
285,2019-04-22,16449.0,Shade Cloth
286,2019-04-23,16449.0,Shade Cloth
287,2019-04-24,16449.0,Shade Cloth
288,2019-04-25,16449.0,Shade Cloth
289,2019-04-26,11362.0,Shade Cloth
290,2019-04-27,11362.0,Shade Cloth
291,2019-04-28,11362.0,Shade Cloth
292,2019-04-29,11362.0,Shade Cloth
293,2019-04-30,11362.0,Shade Cloth
294,2019-05-01,8565.0,Shade Cloth
295,2019-05-02,10833.0,Shade Cloth
296,2019-05-03,8725.0,Shade Cloth
297,2019-05-04,8740.0,Shade Cloth
298,2019-05-05,8740.0,Shade Cloth
299,2019-05-06,8740.0,Shade Cloth
300,2019-05-07,7600.0,Shade Cloth
301,2019-05-08,7600.0,Shade Cloth
302,2019-05-09,11939.0,Shade Cloth
303,2019-05-10,9594.0,Shade Cloth
304,2019-05-11,8921.0,Shade Cloth
305,2019-05-12,8921.0,Shade Cloth
306,2019-05-13,8007.0,Shade Cloth
307,2019-05-14,6925.0,Shade Cloth
308,2019-05-15,6925.0,Shade Cloth
309,2019-05-16,7546.0,Shade Cloth
310,2019-05-17,7421.0,Shade Cloth
311,2019-05-18,8804.0,Shade Cloth
312,2019-05-19,7681.0,Shade Cloth
313,2019-05-20,6258.0,Shade Cloth
314,2019-05-21,5553.0,Shade Cloth
315,2019-05-22,5553.0,Shade Cloth
316,2019-05-23,5915.0,Shade Cloth
317,2019-05-24,5503.0,Shade Cloth
318,2019-05-25,4144.0,Shade Cloth
319,2019-05-26,4538.0,Shade Cloth
320,2019-05-27,3789.0,Shade Cloth
321,2019-05-28,4788.0,Shade Cloth
322,2019-05-29,3647.0,Shade Cloth
323,2019-05-30,3875.0,Shade Cloth
324,2019-05-31,4294.0,Shade Cloth
325,2019-06-01,4097.0,Shade Cloth
326,2019-06-02,2981.0,Shade Cloth
327,2019-06-03,2930.0,Shade Cloth
328,2019-06-04,3205.0,Shade Cloth
329,2019-06-05,2334.0,Shade Cloth
330,2019-06-06,2651.0,Shade Cloth
331,2019-06-07,3070.0,Shade Cloth
332,2019-06-08,4107.0,Shade Cloth
333,2019-06-09,4107.0,Shade Cloth
334,2019-06-10,5518.0,Shade Cloth
335,2019-06-11,4973.0,Shade Cloth
336,2019-06-12,7033.0,Shade Cloth
337,2019-06-13,6069.0,Shade Cloth
338,2019-06-14,6271.0,Shade Cloth
339,2019-06-15,5512.0,Shade Cloth
340,2019-06-16,5512.0,Shade Cloth
341,2019-06-17,4465.0,Shade Cloth
342,2019-06-18,4196.0,Shade Cloth
343,2019-06-19,4255.0,Shade Cloth
344,2019-06-20,4619.0,Shade Cloth
345,2019-06-21,4558.0,Shade Cloth
346,2019-06-22,4579.0,Shade Cloth
347,2019-06-23,5909.0,Shade Cloth
348,2019-06-24,5984.0,Shade Cloth
349,2019-06-25,6717.0,Shade Cloth
350,2019-06-26,7069.0,Shade Cloth
351,2019-06-27,6096.0,Shade Cloth
352,2019-06-28,6096.0,Shade Cloth
353,2019-06-29,5462.0,Shade Cloth
354,2019-06-30,3449.0,Shade Cloth
355,2019-07-01,4642.0,Shade Cloth
356,2019-07-02,4006.0,Shade Cloth
357,2019-07-03,4275.0,Shade Cloth
358,2019-07-04,5120.0,Shade Cloth
359,2019-07-05,5676.0,Shade Cloth
360,2019-07-06,5255.0,Shade Cloth
361,2019-07-07,4714.0,Shade Cloth
362,2019-07-08,5098.0,Shade Cloth
363,2019-07-09,5762.0,Shade Cloth
364,2019-07-10,7588.0,Shade Cloth
365,2019-07-11,5537.0,Shade Cloth
366,2019-07-12,7693.0,Shade Cloth
367,2019-07-13,8057.0,Shade Cloth
368,2019-07-14,9207.0,Shade Cloth
369,2019-07-15,5510.0,Shade Cloth
370,2019-07-16,7587.0,Shade Cloth
371,2019-07-17,13003.0,Shade Cloth
372,2019-07-18,8297.0,Shade Cloth
373,2019-07-19,6420.0,Shade Cloth
374,2019-07-20,5425.0,Shade Cloth
375,2019-07-21,6137.0,Shade Cloth
376,2019-07-22,6137.0,Shade Cloth
377,2019-07-23,5184.0,Shade Cloth
378,2019-07-24,4538.0,Shade Cloth
379,2019-07-25,4701.0,Shade Cloth
380,2019-07-26,4486.0,Shade Cloth
381,2019-07-27,5326.0,Shade Cloth
382,2019-07-28,6015.0,Shade Cloth
383,2019-07-29,6602.0,Shade Cloth
384,2019-07-30,6602.0,Shade Cloth
385,2019-07-31,6255.0,Shade Cloth
386,2019-08-01,6428.0,Shade Cloth
387,2019-08-02,4903.0,Shade Cloth
388,2019-08-03,5833.0,Shade Cloth
389,2019-08-04,3830.0,Shade Cloth
390,2019-08-05,2885.0,Shade Cloth
391,2019-08-06,3801.0,Shade Cloth
392,2019-08-07,3690.0,Shade Cloth
393,2019-08-08,5308.0,Shade Cloth
394,2019-08-09,5006.0,Shade Cloth
395,2019-08-10,6013.0,Shade Cloth
396,2019-08-11,6013.0,Shade Cloth
397,2019-08-12,5090.0,Shade Cloth
398,2019-08-13,4901.0,Shade Cloth
399,2019-08-14,5165.0,Shade Cloth
400,2019-08-15,4281.0,Shade Cloth
401,2019-08-16,4574.0,Shade Cloth
402,2019-08-17,5093.0,Shade Cloth
403,2019-08-18,8876.0,Shade Cloth
404,2019-08-19,5236.0,Shade Cloth
405,2019-08-20,6419.0,Shade Cloth
406,2019-08-21,7082.0,Shade Cloth
407,2019-08-22,4742.0,Shade Cloth
408,2019-08-23,5353.0,Shade Cloth
409,2019-08-24,5722.0,Shade Cloth
410,2019-08-25,10185.0,Shade Cloth
411,2019-08-26,9037.0,Shade Cloth
412,2019-08-27,8031.0,Shade Cloth
413,2019-08-28,7864.0,Shade Cloth
414,2019-08-29,8501.0,Shade Cloth
415,2019-08-30,9032.0,Shade Cloth
416,2019-08-31,7533.0,Shade Cloth
417,2019-09-01,7333.0,Shade Cloth
418,2019-09-02,6153.0,Shade Cloth
419,2019-09-03,6021.0,Shade Cloth
420,2019-09-04,6750.0,Shade Cloth
421,2019-09-05,6562.0,Shade Cloth
422,2019-09-06,7536.0,Shade Cloth
423,2019-09-07,8362.0,Shade Cloth
424,2019-09-08,8936.0,Shade Cloth
425,2019-09-09,4691.0,Shade Cloth
426,2019-09-10,4507.0,Shade Cloth
427,2019-09-11,7388.0,Shade Cloth
428,2019-09-12,8520.0,Shade Cloth
429,2019-09-13,8434.0,Shade Cloth
430,2019-09-14,9171.0,Shade Cloth
431,2019-09-15,8435.0,Shade Cloth
432,2019-09-16,6108.0,Shade Cloth
433,2019-09-17,7044.0,Shade Cloth
434,2019-09-18,8623.0,Shade Cloth
435,2019-09-19,13223.0,Shade Cloth
436,2019-09-20,10836.0,Shade Cloth
437,2019-09-21,14152.0,Shade Cloth
438,2019-09-22,10799.0,Shade Cloth
439,2019-09-23,8845.0,Shade Cloth
440,2019-09-24,13255.0,Shade Cloth
441,2019-09-25,19447.0,Shade Cloth
442,2019-09-26,13614.0,Shade Cloth
443,2019-09-27,16822.0,Shade Cloth
444,2019-09-28,25074.0,Shade Cloth
445,2019-09-29,14156.0,Shade Cloth
446,2019-09-30,16496.0,Shade Cloth
447,2019-10-01,13686.0,Shade Cloth
448,2019-10-02,17868.0,Shade Cloth
449,2019-10-03,12996.0,Shade Cloth
450,2019-10-04,13790.0,Shade Cloth
451,2019-10-05,13790.0,Shade Cloth
452,2019-10-06,12569.0,Shade Cloth
453,2019-10-07,12569.0,Shade Cloth
454,2019-10-08,23422.0,Shade Cloth
455,2019-10-09,23422.0,Shade Cloth
456,2019-10-10,19675.0,Shade Cloth
457,2019-10-11,19675.0,Shade Cloth
458,2019-10-12,19675.0,Shade Cloth
459,2019-10-13,13866.0,Shade Cloth
460,2019-10-14,16997.0,Shade Cloth
461,2019-10-15,20071.0,Shade Cloth
462,2019-10-16,20071.0,Shade Cloth
463,2019-10-17,20071.0,Shade Cloth
464,2019-10-18,20071.0,Shade Cloth
465,2019-10-19,20071.0,Shade Cloth
466,2019-10-20,22516.0,Shade Cloth
467,2019-10-21,18126.0,Shade Cloth
468,2019-10-22,23726.0,Shade Cloth
469,2019-10-23,16321.0,Shade Cloth
470,2019-10-24,20426.0,Shade Cloth
471,2019-10-25,20426.0,Shade Cloth
472,2019-10-26,14073.0,Shade Cloth
473,2019-10-27,14061.0,Shade Cloth
474,2019-10-28,16459.0,Shade Cloth
475,2019-10-29,30434.0,Shade Cloth
476,2019-10-30,16763.0,Shade Cloth
477,2019-10-31,17701.0,Shade Cloth
478,2019-11-01,29155.0,Shade Cloth
479,2019-11-02,15414.0,Shade Cloth
480,2019-11-03,20158.0,Shade Cloth
481,2019-11-04,23055.0,Shade Cloth
482,2019-11-05,31808.0,Shade Cloth
483,2019-11-06,25727.0,Shade Cloth
484,2019-11-07,25727.0,Shade Cloth
485,2019-11-08,25727.0,Shade Cloth
486,2019-11-09,25727.0,Shade Cloth
487,2019-11-10,25727.0,Shade Cloth
488,2019-11-11,24535.0,Shade Cloth
489,2019-11-12,24535.0,Shade Cloth
490,2019-11-13,26778.0,Shade Cloth
491,2019-11-14,25398.0,Shade Cloth
492,2019-11-15,25398.0,Shade Cloth
493,2019-11-16,25398.0,Shade Cloth
494,2019-11-17,25398.0,Shade Cloth
495,2019-11-18,25398.0,Shade Cloth
496,2019-11-19,25398.0,Shade Cloth
497,2019-11-20,17921.0,Shade Cloth
498,2019-11-21,19528.0,Shade Cloth
499,2019-11-22,19528.0,Shade Cloth
500,2019-11-23,19528.0,Shade Cloth
501,2019-11-24,19528.0,Shade Cloth
502,2019-11-25,19528.0,Shade Cloth
503,2019-11-26,39117.0,Shade Cloth
504,2019-11-27,39117.0,Shade Cloth
505,2019-11-28,39117.0,Shade Cloth
506,2019-11-29,39117.0,Shade Cloth
507,2019-11-30,39117.0,Shade Cloth
508,2019-12-01,39117.0,Shade Cloth
509,2019-12-02,34759.0,Shade Cloth
510,2019-12-03,22751.0,Shade Cloth
511,2019-12-04,22751.0,Shade Cloth
512,2019-12-05,22751.0,Shade Cloth
513,2019-12-06,22751.0,Shade Cloth
514,2019-12-07,24846.0,Shade Cloth
515,2019-12-08,24846.0,Shade Cloth
516,2019-12-09,24846.0,Shade Cloth
517,2019-12-10,24846.0,Shade Cloth
518,2019-12-11,45113.0,Shade Cloth
519,2019-12-12,45113.0,Shade Cloth
520,2019-12-13,45113.0,Shade Cloth
521,2019-12-14,45113.0,Shade Cloth
522,2019-12-15,45113.0,Shade Cloth
523,2019-12-16,45113.0,Shade Cloth
524,2019-12-17,45113.0,Shade Cloth
525,2019-12-18,45113.0,Shade Cloth
526,2019-12-19,35195.0,Shade Cloth
527,2019-12-20,35882.0,Shade Cloth
528,2019-12-21,35882.0,Shade Cloth
529,2019-12-22,33551.0,Shade Cloth
530,2019-12-23,33551.0,Shade Cloth
531,2019-12-24,33551.0,Shade Cloth
532,2019-12-25,33551.0,Shade Cloth
533,2019-12-26,33551.0,Shade Cloth
534,2019-12-27,33551.0,Shade Cloth
535,2019-12-28,52261.0,Shade Cloth
536,2019-12-29,52261.0,Shade Cloth
537,2019-12-30,52261.0,Shade Cloth
538,2019-12-31,38959.0,Shade Cloth
539,2020-01-01,38959.0,Shade Cloth
540,2020-01-02,38959.0,Shade Cloth
541,2020-01-03,38959.0,Shade Cloth
542,2020-01-04,38959.0,Shade Cloth
543,2020-01-05,14893.0,Shade Cloth
544,2020-01-06,14893.0,Shade Cloth
545,2020-01-07,21782.0,Shade Cloth
546,2020-01-08,21782.0,Shade Cloth
547,2020-01-09,21782.0,Shade Cloth
548,2020-01-10,21782.0,Shade Cloth
549,2020-01-11,21782.0,Shade Cloth
550,2020-01-12,21782.0,Shade Cloth
551,2020-01-13,21782.0,Shade Cloth
552,2020-01-14,21782.0,Shade Cloth
553,2020-01-15,19430.0,Shade Cloth
554,2020-01-16,19430.0,Shade Cloth
555,2020-01-17,47644.0,Shade Cloth
556,2020-01-18,47644.0,Shade Cloth
557,2020-01-19,47644.0,Shade Cloth
558,2020-01-20,47644.0,Shade Cloth
559,2020-01-21,47644.0,Shade Cloth
560,2020-01-22,47644.0,Shade Cloth
561,2020-01-23,47644.0,Shade Cloth
562,2020-01-24,47644.0,Shade Cloth
563,2020-01-25,47644.0,Shade Cloth
564,2020-01-26,16318.0,Shade Cloth
565,2020-01-27,16318.0,Shade Cloth
566,2020-01-28,16318.0,Shade Cloth
567,2020-01-29,16318.0,Shade Cloth
568,2020-01-30,19636.0,Shade Cloth
569,2020-01-31,19636.0,Shade Cloth
570,2020-02-01,19636.0,Shade Cloth
571,2020-02-02,19636.0,Shade Cloth
572,2020-02-03,19636.0,Shade Cloth
573,2020-02-04,19636.0,Shade Cloth
574,2020-02-05,19636.0,Shade Cloth
575,2020-02-06,19636.0,Shade Cloth
576,2020-02-07,19636.0,Shade Cloth
577,2020-02-08,19636.0,Shade Cloth
578,2020-02-09,19636.0,Shade Cloth
579,2020-02-10,19636.0,Shade Cloth
580,2020-02-11,18185.0,Shade Cloth
581,2020-02-12,18185.0,Shade Cloth
582,2020-02-13,18185.0,Shade Cloth
583,2020-02-14,18185.0,Shade Cloth
584,2020-02-15,18185.0,Shade Cloth
585,2020-02-16,18185.0,Shade Cloth
586,2020-02-17,16953.0,Shade Cloth
587,2020-02-18,16953.0,Shade Cloth
588,2020-02-19,16953.0,Shade Cloth
589,2020-02-20,14282.0,Shade Cloth
590,2020-02-21,14282.0,Shade Cloth
591,2020-02-22,14282.0,Shade Cloth
592,2020-02-23,14282.0,Shade Cloth
593,2020-02-24,14282.0,Shade Cloth
594,2020-02-25,14282.0,Shade Cloth
595,2020-02-26,14282.0,Shade Cloth
596,2020-02-27,14282.0,Shade Cloth
597,2020-02-28,14282.0,Shade Cloth
598,2020-02-29,14282.0,Shade Cloth
599,2020-03-01,14282.0,Shade Cloth
600,2020-03-02,9087.0,Shade Cloth
601,2020-03-03,9087.0,Shade Cloth
602,2020-03-04,8363.0,Shade Cloth
603,2020-03-05,8363.0,Shade Cloth
604,2020-03-06,10648.0,Shade Cloth
605,2020-03-07,13515.0,Shade Cloth
606,2020-03-08,13515.0,Shade Cloth
607,2020-03-09,16757.0,Shade Cloth
608,2020-03-10,21603.0,Shade Cloth
609,2020-03-11,23266.0,Shade Cloth
610,2020-03-12,23266.0,Shade Cloth
611,2020-03-13,23266.0,Shade Cloth
612,2020-03-14,23266.0,Shade Cloth
613,2020-03-15,23266.0,Shade Cloth
614,2020-03-16,23266.0,Shade Cloth
615,2020-03-17,13531.0,Shade Cloth
616,2020-03-18,11806.0,Shade Cloth
617,2020-03-19,11806.0,Shade Cloth
618,2020-03-20,11806.0,Shade Cloth
619,2020-03-21,11806.0,Shade Cloth
620,2020-03-22,17889.0,Shade Cloth
621,2020-03-23,17889.0,Shade Cloth
622,2020-03-24,17889.0,Shade Cloth
623,2020-03-25,17889.0,Shade Cloth
624,2020-03-26,17889.0,Shade Cloth
625,2020-03-27,14650.0,Shade Cloth
626,2020-03-28,14650.0,Shade Cloth
627,2020-03-29,14650.0,Shade Cloth
628,2020-03-30,14650.0,Shade Cloth
629,2020-03-31,14650.0,Shade Cloth
630,2020-04-01,20049.0,Shade Cloth
631,2020-04-02,20049.0,Shade Cloth
632,2020-04-03,20049.0,Shade Cloth
633,2020-04-04,20049.0,Shade Cloth
