,date,value,name_B07WP1XHPJ
109,2020-02-11,46595.0,Throws
110,2020-02-12,58422.0,Throws
111,2020-02-13,58068.0,Throws
112,2020-02-14,58092.0,Throws
113,2020-02-15,58092.0,Throws
114,2020-02-16,51723.0,Throws
115,2020-02-17,52393.0,Throws
116,2020-02-18,58308.0,Throws
117,2020-02-19,58308.0,Throws
118,2020-02-20,56653.0,Throws
119,2020-02-21,56653.0,Throws
120,2020-02-22,52106.0,Throws
121,2020-02-23,61394.0,Throws
122,2020-02-24,61394.0,Throws
123,2020-02-25,62263.0,Throws
124,2020-02-26,51471.0,Throws
125,2020-02-27,51471.0,Throws
126,2020-02-28,36531.0,Throws
127,2020-02-29,43023.0,Throws
128,2020-03-01,49787.0,Throws
129,2020-03-02,46314.0,Throws
130,2020-03-03,59958.0,Throws
131,2020-03-04,59958.0,Throws
132,2020-03-05,44142.0,Throws
133,2020-03-06,44142.0,Throws
134,2020-03-07,36054.0,Throws
135,2020-03-08,30388.0,Throws
136,2020-03-09,47247.0,Throws
137,2020-03-10,47247.0,Throws
138,2020-03-11,54693.0,Throws
139,2020-03-12,45468.0,Throws
140,2020-03-13,45468.0,Throws
141,2020-03-14,44840.0,Throws
142,2020-03-15,44840.0,Throws
143,2020-03-16,38082.0,Throws
144,2020-03-17,38082.0,Throws
145,2020-03-18,40927.0,Throws
146,2020-03-19,40927.0,Throws
147,2020-03-20,40794.0,Throws
148,2020-03-21,40794.0,Throws
149,2020-03-22,40794.0,Throws
150,2020-03-23,37070.0,Throws
151,2020-03-24,38962.0,Throws
152,2020-03-25,38962.0,Throws
153,2020-03-26,33017.0,Throws
154,2020-03-27,47595.0,Throws
155,2020-03-28,47595.0,Throws
156,2020-03-29,30141.0,Throws
157,2020-03-30,58594.0,Throws
158,2020-03-31,56081.0,Throws
159,2020-04-01,56081.0,Throws
160,2020-04-02,52701.0,Throws
161,2020-04-03,52701.0,Throws
162,2020-04-04,52701.0,Throws
163,2020-04-05,52701.0,Throws
164,2020-04-06,57034.0,Throws
165,2020-04-07,57034.0,Throws
166,2020-04-08,39117.0,Throws
167,2020-04-09,39117.0,Throws
168,2020-04-10,46583.0,Throws
169,2020-04-11,37517.0,Throws
170,2020-04-12,44993.0,Throws
171,2020-04-13,44993.0,Throws
172,2020-04-14,44993.0,Throws
173,2020-04-15,44993.0,Throws
174,2020-04-16,44993.0,Throws
175,2020-04-17,86135.0,Throws
176,2020-04-18,77066.0,Throws
177,2020-04-19,77066.0,Throws
178,2020-04-20,77066.0,Throws
179,2020-04-21,77066.0,Throws
180,2020-04-22,77066.0,Throws
181,2020-04-23,77066.0,Throws
182,2020-04-24,77066.0,Throws
183,2020-04-25,55054.0,Throws
184,2020-04-26,55054.0,Throws
185,2020-04-27,55054.0,Throws
186,2020-04-28,55054.0,Throws
187,2020-04-29,55054.0,Throws
188,2020-04-30,45756.0,Throws
189,2020-05-01,45756.0,Throws
190,2020-05-02,62630.0,Throws
191,2020-05-03,62630.0,Throws
192,2020-05-04,62630.0,Throws
193,2020-05-05,62630.0,Throws
194,2020-05-06,62630.0,Throws
195,2020-05-07,62630.0,Throws
196,2020-05-08,49733.0,Throws
197,2020-05-09,52060.0,Throws
198,2020-05-10,52060.0,Throws
199,2020-05-11,52060.0,Throws
200,2020-05-12,52060.0,Throws
201,2020-05-13,52060.0,Throws
202,2020-05-14,52060.0,Throws
203,2020-05-15,52060.0,Throws
204,2020-05-16,52060.0,Throws
205,2020-05-17,52060.0,Throws
206,2020-05-18,42425.0,Throws
207,2020-05-19,58142.0,Throws
208,2020-05-20,58028.0,Throws
209,2020-05-21,58028.0,Throws
210,2020-05-22,58028.0,Throws
211,2020-05-23,58028.0,Throws
212,2020-05-24,52725.0,Throws
213,2020-05-25,52725.0,Throws
214,2020-05-26,67211.0,Throws
215,2020-05-27,67211.0,Throws
216,2020-05-28,67211.0,Throws
217,2020-05-29,67211.0,Throws
218,2020-05-30,67211.0,Throws
219,2020-05-31,67211.0,Throws
220,2020-06-01,46421.0,Throws
221,2020-06-02,46421.0,Throws
222,2020-06-03,46037.0,Throws
223,2020-06-04,46037.0,Throws
224,2020-06-05,46037.0,Throws
225,2020-06-06,46037.0,Throws
226,2020-06-07,46037.0,Throws
227,2020-06-08,69715.0,Throws
228,2020-06-09,85578.0,Throws
229,2020-06-10,85578.0,Throws
230,2020-06-11,85578.0,Throws
231,2020-06-12,85578.0,Throws
232,2020-06-13,85578.0,Throws
233,2020-06-14,85578.0,Throws
234,2020-06-15,85578.0,Throws
235,2020-06-16,85445.0,Throws
236,2020-06-17,85445.0,Throws
237,2020-06-18,85445.0,Throws
238,2020-06-19,85445.0,Throws
239,2020-06-20,85445.0,Throws
240,2020-06-21,85445.0,Throws
241,2020-06-22,85445.0,Throws
242,2020-06-23,85445.0,Throws
243,2020-06-24,85445.0,Throws
244,2020-06-25,85445.0,Throws
245,2020-06-26,87660.0,Throws
246,2020-06-27,87660.0,Throws
247,2020-06-28,87660.0,Throws
248,2020-06-29,87660.0,Throws
249,2020-06-30,82164.0,Throws
250,2020-07-01,82164.0,Throws
251,2020-07-02,82164.0,Throws
252,2020-07-03,82164.0,Throws
253,2020-07-04,82164.0,Throws
254,2020-07-05,82164.0,Throws
255,2020-07-06,82164.0,Throws
256,2020-07-07,82164.0,Throws
257,2020-07-08,67965.0,Throws
258,2020-07-09,67965.0,Throws
259,2020-07-10,67965.0,Throws
260,2020-07-11,67965.0,Throws
261,2020-07-12,132087.0,Throws
262,2020-07-13,132087.0,Throws
263,2020-07-14,132087.0,Throws
264,2020-07-15,132087.0,Throws
265,2020-07-16,132087.0,Throws
266,2020-07-17,92145.0,Throws
267,2020-07-18,92145.0,Throws
268,2020-07-19,92145.0,Throws
269,2020-07-20,92145.0,Throws
270,2020-07-21,105111.0,Throws
271,2020-07-22,105111.0,Throws
272,2020-07-23,105111.0,Throws
273,2020-07-24,105111.0,Throws
274,2020-07-25,105111.0,Throws
275,2020-07-26,105111.0,Throws
276,2020-07-27,105111.0,Throws
277,2020-07-28,105111.0,Throws
278,2020-07-29,104399.0,Throws
279,2020-07-30,104399.0,Throws
280,2020-07-31,104399.0,Throws
281,2020-08-01,104399.0,Throws
282,2020-08-02,104399.0,Throws
283,2020-08-03,104399.0,Throws
284,2020-08-04,104399.0,Throws
285,2020-08-05,104399.0,Throws
286,2020-08-06,104399.0,Throws
287,2020-08-07,104399.0,Throws
288,2020-08-08,104399.0,Throws
289,2020-08-09,104399.0,Throws
290,2020-08-10,104399.0,Throws
291,2020-08-11,104399.0,Throws
292,2020-08-12,104399.0,Throws
293,2020-08-13,104399.0,Throws
294,2020-08-14,104399.0,Throws
295,2020-08-15,104399.0,Throws
296,2020-08-16,104399.0,Throws
297,2020-08-17,104399.0,Throws
298,2020-08-18,104399.0,Throws
299,2020-08-19,167671.0,Throws
300,2020-08-20,167671.0,Throws
301,2020-08-21,167671.0,Throws
302,2020-08-22,167671.0,Throws
303,2020-08-23,107431.0,Throws
304,2020-08-24,107431.0,Throws
305,2020-08-25,107431.0,Throws
306,2020-08-26,107431.0,Throws
307,2020-08-27,107431.0,Throws
308,2020-08-28,107431.0,Throws
309,2020-08-29,107431.0,Throws
310,2020-08-30,107431.0,Throws
311,2020-08-31,107431.0,Throws
312,2020-09-01,107431.0,Throws
313,2020-09-02,107431.0,Throws
314,2020-09-03,107431.0,Throws
315,2020-09-04,107431.0,Throws
316,2020-09-05,107431.0,Throws
317,2020-09-06,107431.0,Throws
318,2020-09-07,107431.0,Throws
319,2020-09-08,107431.0,Throws
320,2020-09-09,107431.0,Throws
321,2020-09-10,107431.0,Throws
322,2020-09-11,107431.0,Throws
323,2020-09-12,107431.0,Throws
324,2020-09-13,107431.0,Throws
325,2020-09-14,107431.0,Throws
326,2020-09-15,107431.0,Throws
327,2020-09-16,107431.0,Throws
328,2020-09-17,107431.0,Throws
329,2020-09-18,107431.0,Throws
330,2020-09-19,107431.0,Throws
331,2020-09-20,107431.0,Throws
332,2020-09-21,107431.0,Throws
333,2020-09-22,107431.0,Throws
334,2020-09-23,107431.0,Throws
335,2020-09-24,107431.0,Throws
336,2020-09-25,107431.0,Throws
337,2020-09-26,107431.0,Throws
338,2020-09-27,107431.0,Throws
339,2020-09-28,107431.0,Throws
340,2020-09-29,107431.0,Throws
341,2020-09-30,107431.0,Throws
342,2020-10-01,107431.0,Throws
343,2020-10-02,107431.0,Throws
344,2020-10-03,-1.0,Throws
